NOM_BATIMENT,USAGE,ADRESSE,SUPERFICIE,DATE_CREATION,LONGITUDE,LATITUDE 
,Résidentiel et commercial,241 Rue Martigny,129.56,2013-01-01,-73.46889047164603,45.72794744614254
,Résidentiel et commercial,243 Rue Martigny,148.08,2013-01-01,-73.4687642351858,45.7281107220859
,Résidentiel et commercial,245 Rue Martigny,136.37,2013-01-01,-73.46862515359977,45.72825595867231
,Résidentiel et commercial,247 Rue Martigny,138.01,2013-01-01,-73.46848429427813,45.72840925351699
,Résidentiel et commercial,249 Rue Martigny,178.9,2013-01-01,-73.468356511153,45.72854633144717
,Résidentiel et commercial,69 Rue Justin-Mercure,135.36,2013-01-01,-73.46875345111518,45.728718650320516
,Résidentiel et commercial,67 Rue Justin-Mercure,133.38,2013-01-01,-73.46860911120253,45.72887648836824
,Résidentiel et commercial,251 Rue Martigny,138.68,2013-01-01,-73.46820528263308,45.728702343617165
,Résidentiel et commercial,253 Rue Martigny,167.02,2013-01-01,-73.46810325886358,45.728835156770515
,Résidentiel et commercial,65 Rue Justin-Mercure,118.15,2013-01-01,-73.46848454534445,45.72900135469384
,Résidentiel et commercial,255 Rue Martigny,158.24,2013-01-01,-73.46797322807942,45.72897336900907
,Résidentiel et commercial,63 Rue Justin-Mercure,139.55,2013-01-01,-73.46835398978926,45.729136236352055
,Résidentiel et commercial,224 Rue Martigny,169.23,2013-01-01,-73.46971027387107,45.72637948653307
,Résidentiel et commercial,226 Rue Martigny,160.3,2013-01-01,-73.46951922250996,45.72657806226486
,Résidentiel et commercial,30 Rue Belmont,159.5,2013-01-01,-73.46965784118275,45.72587810577048
,Résidentiel et commercial,32 Rue Belmont,160.32,2013-01-01,-73.46938600626956,45.726076688642266
,Résidentiel et commercial,34 Rue Belmont,200.53,2013-01-01,-73.46905423291464,45.72601607464896
,Résidentiel et commercial,36 Rue Belmont,157.35,2013-01-01,-73.46878998640695,45.725900422911195
,Résidentiel et commercial,38 Rue Belmont,206.27,2013-01-01,-73.46857577915178,45.725827940336956
,Résidentiel et commercial,40 Rue Belmont,199.65,2013-01-01,-73.46831842955555,45.725678012162824
,Résidentiel et commercial,37 Rue Belmont,205.32,2013-01-01,-73.46920204139941,45.72565823193677
,Résidentiel et commercial,39 Rue Belmont,181.01,2013-01-01,-73.46893466732081,45.72555326411664
,Résidentiel et commercial,41 Rue Belmont,264.2,2013-01-01,-73.46866438707191,45.72540355383367
,Résidentiel et commercial,43 Rue Belmont,169.6,2013-01-01,-73.46837599953484,45.7252941256651
,Résidentiel et commercial,45 Rue Belmont,150.25,2013-01-01,-73.46809771591796,45.7251784938777
,Résidentiel et commercial,47 Rue Belmont,169.7,2013-01-01,-73.46782520751272,45.725053442140634
,Résidentiel et commercial,49 Rue Belmont,167.33,2013-01-01,-73.46755823069364,45.724919731465356
,Résidentiel et commercial,42 Rue Belmont,190.74,2013-01-01,-73.46805782598283,45.725581498242285
,Résidentiel et commercial,44 Rue Belmont,131.9,2013-01-01,-73.46778504287983,45.725445301494624
,Résidentiel et commercial,46 Rue Belmont,187.91,2013-01-01,-73.46754644431293,45.72535738683585
,Résidentiel et commercial,48 Rue Belmont,195.06,2013-01-01,-73.46729111813963,45.72524454019634
,Résidentiel et commercial,50 Rue Charlevoix,180.49,2013-01-01,-73.4682592431982,45.72602484240956
,Résidentiel et commercial,48 Rue Charlevoix,181.21,2013-01-01,-73.46804370379714,45.72593927967225
,Résidentiel et commercial,46 Rue Charlevoix,194.54,2013-01-01,-73.46782024692051,45.72583758659692
,Résidentiel et commercial,44 Rue Charlevoix,225.92,2013-01-01,-73.46755432260161,45.72571943699555
,Résidentiel et commercial,42 Rue Charlevoix,126.13,2013-01-01,-73.46733379017729,45.72563457379809
,Résidentiel et commercial,229 Rue Lanoue,160.9,2013-01-01,-73.46702727686475,45.725473373883
,Résidentiel et commercial,222 Boulevard Iberville,221.31,2013-01-01,-73.46588384005041,45.72465644874462
,Résidentiel et commercial,231 Rue Lanoue,157.99,2013-01-01,-73.46677031250873,45.72581393999616
,Résidentiel et commercial,233 Rue Lanoue,120.07,2013-01-01,-73.46662272019084,45.72595150201294
,Résidentiel et commercial,3 Rue de Cazeneuve,127.49,2013-01-01,-73.46695152641733,45.72612303161971
,Résidentiel et commercial,235 Rue Lanoue,132.04,2013-01-01,-73.46647838152674,45.726107461314506
,Résidentiel et commercial,9 Place de Beaujeu,191.06,2013-01-01,-73.4663512403696,45.726307362187256
,Résidentiel et commercial,11 Place de Beaujeu,142.9,2013-01-01,-73.46665664415268,45.72644147930187
,Résidentiel et commercial,2 Rue de Cazeneuve,161.28,2013-01-01,-73.46749465934283,45.72614004941851
,Résidentiel et commercial,4 Rue de Cazeneuve,167.82,2013-01-01,-73.46734005538988,45.72628949946219
,Résidentiel et commercial,6 Rue de Cazeneuve,164.96,2013-01-01,-73.46720412061244,45.72643532803474
,Résidentiel et commercial,8 Place de Beaujeu,160.11,2013-01-01,-73.46708108904254,45.72662152169073
,Résidentiel et commercial,47 Rue Charlevoix,188.04,2013-01-01,-73.46783029494065,45.7262588979791
,Résidentiel et commercial,49 Rue Charlevoix,172.54,2013-01-01,-73.46807076308987,45.72636613239518
,Résidentiel et commercial,51 Rue Charlevoix,307.11,2013-01-01,-73.46834083816601,45.72651722952114
,Résidentiel et commercial,53 Rue Charlevoix,192.14,2013-01-01,-73.46862067502315,45.7266050181415
,Résidentiel et commercial,   ,50.74,2013-01-01,-73.46908816623646,45.72681175556594
,Résidentiel et commercial,234 Rue Martigny,196.39,2013-01-01,-73.46889468094336,45.72724172678106
,Résidentiel et commercial,236 Rue Martigny,127.55,2013-01-01,-73.46872482861188,45.72742682935663
,Résidentiel et commercial,18 Place de Beaujeu,133.17,2013-01-01,-73.468479429707,45.72697438051017
,Résidentiel et commercial,16 Place de Beaujeu,223.17,2013-01-01,-73.46832346244962,45.726791471600784
,Résidentiel et commercial,14 Place de Beaujeu,207.78,2013-01-01,-73.46805234809607,45.72667366775296
,Résidentiel et commercial,12 Place de Beaujeu,140.97,2013-01-01,-73.46773111517751,45.726647729418545
,Résidentiel et commercial,10 Place de Beaujeu,187.73,2013-01-01,-73.46742210602729,45.72672320817642
,Résidentiel et commercial,20 Place de Beaujeu,161.45,2013-01-01,-73.46846280189344,45.727170547160064
,Résidentiel et commercial,22 Place de Beaujeu,160.49,2013-01-01,-73.46829122172748,45.727339461896364
,Résidentiel et commercial,24 Place de Beaujeu,165.76,2013-01-01,-73.46806296777987,45.7274568618023
,Résidentiel et commercial,238 Rue Martigny,151.41,2013-01-01,-73.46857483032574,45.72755744148152
,Résidentiel et commercial,44 Rue de Bretagne,208.4,2013-01-01,-73.4679047898481,45.72826098849857
,Résidentiel et commercial,42 Rue de Bretagne,124.21,2013-01-01,-73.46768611409671,45.72817389842002
,Résidentiel et commercial,40 Rue de Bretagne,142.81,2013-01-01,-73.4674685029477,45.728061697768474
,Résidentiel et commercial,38 Rue de Bretagne,167.85,2013-01-01,-73.4671887772034,45.72793231703989
,Résidentiel et commercial,248 Rue Martigny,139.88,2013-01-01,-73.46774474346503,45.72845594986046
,Résidentiel et commercial,250 Rue Martigny,257.72,2013-01-01,-73.46758794502779,45.72861347200802
,Résidentiel et commercial,252 Rue Martigny,231.45,2013-01-01,-73.46742841725519,45.72878655982017
,Résidentiel et commercial,254 Rue Martigny,140.17,2013-01-01,-73.46728628025909,45.72895742250478
,Résidentiel et commercial,18 Place Nelson,229.74,2013-01-01,-73.46720764008155,45.72837370121606
,Résidentiel et commercial,16 Place Nelson,137.85,2013-01-01,-73.46716322829695,45.72855747796883
,Résidentiel et commercial,12 Place Nelson,161.22,2013-01-01,-73.46682492986444,45.72879877139761
,Résidentiel et commercial,10 Place Nelson,140.69,2013-01-01,-73.46648743188939,45.72871636896323
,Résidentiel et commercial,8 Place Nelson,137.78,2013-01-01,-73.46625062586075,45.728611585337724
,Résidentiel et commercial,6 Place Nelson,135.09,2013-01-01,-73.46608376504855,45.72848026258004
,Résidentiel et commercial,4 Place Nelson,138.95,2013-01-01,-73.46599848270665,45.728279573154
,Résidentiel et commercial,2 Place Nelson,156.27,2013-01-01,-73.46581244255586,45.72815088614596
,Résidentiel et commercial,234 Rue Lanoue,164.6,2013-01-01,-73.46600355428531,45.72595454280578
,Résidentiel et commercial,235 Boulevard Iberville,160.28,2013-01-01,-73.46562669669696,45.72578976740319
,Résidentiel et commercial,236 Rue Lanoue,243.77,2013-01-01,-73.46581987264227,45.72615208383214
,Résidentiel et commercial,238 Rue Lanoue,163.54,2013-01-01,-73.4656952872183,45.72632626141328
,Résidentiel et commercial,240 Rue Lanoue,133.45,2013-01-01,-73.46554690043017,45.726484170787664
,Résidentiel et commercial,242 Rue Lanoue,124.35,2013-01-01,-73.46543640498717,45.726610279679726
,Résidentiel et commercial,244 Rue Lanoue,129.35,2013-01-01,-73.46530960203913,45.72675006876513
,Résidentiel et commercial,237 Boulevard Iberville,186.62,2013-01-01,-73.46543558756179,45.72597002305211
,Résidentiel et commercial,239 Boulevard Iberville,135.57,2013-01-01,-73.46527678697497,45.72614434493003
,Résidentiel et commercial,241 Boulevard Iberville,130.16,2013-01-01,-73.4651338005636,45.72629940826771
,Résidentiel et commercial,243 Boulevard Iberville,186.74,2013-01-01,-73.46500669342338,45.72644755824565
,Résidentiel et commercial,245 Boulevard Iberville,126.74,2013-01-01,-73.46487885811338,45.72658472877958
,Résidentiel et commercial,247 Boulevard Iberville,140.29,2013-01-01,-73.46472146904802,45.72677122022619
,Résidentiel et commercial,246 Rue Lanoue,133.38,2013-01-01,-73.46515575477574,45.72690142182762
,Résidentiel et commercial,248 Rue Lanoue,173.03,2013-01-01,-73.46497554264107,45.72707331769777
,Résidentiel et commercial,250 Rue Lanoue,106.61,2013-01-01,-73.4648589357171,45.72724860670266
,Résidentiel et commercial,249 Boulevard Iberville,223.72,2013-01-01,-73.46457711153387,45.726931622305855
,Résidentiel et commercial,251 Boulevard Iberville,130.28,2013-01-01,-73.46444807811143,45.72707760913443
,Résidentiel et commercial,252 Rue Lanoue,195.31,2013-01-01,-73.46467392443101,45.72739919220108
,Résidentiel et commercial,253 Boulevard Iberville,135.79,2013-01-01,-73.46430103227384,45.72721561497394
,Résidentiel et commercial,255 Boulevard Iberville,171.42,2013-01-01,-73.46417804524151,45.727362596361104
,Résidentiel et commercial,254 Rue Lanoue,222.41,2013-01-01,-73.46456557506843,45.727525186376326
,Résidentiel et commercial,256 Rue Lanoue,145.58,2013-01-01,-73.46440334509154,45.727697486768676
,Résidentiel et commercial,258 Rue Lanoue,188.52,2013-01-01,-73.46426358325554,45.72781567379045
,Résidentiel et commercial,260 Rue Lanoue,141.69,2013-01-01,-73.46414391150033,45.72799410231269
,Résidentiel et commercial,259 Boulevard Iberville,184.42,2013-01-01,-73.4637542761107,45.72782669172574
,Résidentiel et commercial,261 Boulevard Iberville,176.46,2013-01-01,-73.46360398050662,45.727990032752224
,Résidentiel et commercial,262 Rue Lanoue,195.18,2013-01-01,-73.46401374643426,45.728130490679284
,Résidentiel et commercial,264 Rue Lanoue,181.9,2013-01-01,-73.46388672404892,45.728287471270484
,Résidentiel et commercial,228 Boulevard Iberville,181.42,2013-01-01,-73.46568057836298,45.72488940240955
,Résidentiel et commercial,230 Boulevard Iberville,216.02,2013-01-01,-73.4655147221805,45.72505903872882
,Résidentiel et commercial,29 Rue Bonaventure,206.96,2013-01-01,-73.46566065805135,45.72453851378302
,Résidentiel et commercial,27 Rue Bonaventure,158.69,2013-01-01,-73.46540159640232,45.7244036639328
,Résidentiel et commercial,25 Rue Bonaventure,180.84,2013-01-01,-73.46517645195819,45.724291273161306
,Résidentiel et commercial,23 Rue Bonaventure,166.2,2013-01-01,-73.46492616475084,45.724195093402294
,Résidentiel et commercial,20 Rue Jean-Talon,615.87,2013-01-01,-73.46119925555003,45.72382209771516
,Résidentiel et commercial,15 Rue Jean-Talon,710.27,2013-01-01,-73.46040621165265,45.724098725926865
,Résidentiel et commercial,6 Rue Lévesque,375.14,2013-01-01,-73.45974445393867,45.7252173367794
,Résidentiel et commercial,240 Place Jean-Talon,194.51,2013-01-01,-73.46505604362444,45.72462921001222
,Résidentiel et commercial,238 Place Jean-Talon,136.42,2013-01-01,-73.46482026218364,45.72453953010807
,Résidentiel et commercial,236 Place Jean-Talon,163.64,2013-01-01,-73.46456584999292,45.72441035496572
,Résidentiel et commercial,234 Place Jean-Talon,155.49,2013-01-01,-73.46432460928938,45.72430494571563
,Résidentiel et commercial,232 Place Jean-Talon,196.94,2013-01-01,-73.46405738778958,45.724183596796486
,Résidentiel et commercial,230 Place Jean-Talon,129.73,2013-01-01,-73.4638342763423,45.724100137567646
,Résidentiel et commercial,228 Place Jean-Talon,166.48,2013-01-01,-73.46353999786061,45.72408195107584
,Résidentiel et commercial,226 Place Jean-Talon,130.85,2013-01-01,-73.46331415031085,45.72419231173755
,Résidentiel et commercial,204 Place Bonaventure,110.47,2013-01-01,-73.46321065643083,45.72365585434997
,Résidentiel et commercial,206 Place Bonaventure,120.63,2013-01-01,-73.46308989629492,45.72378589117963
,Résidentiel et commercial,208 Place Bonaventure,118.08,2013-01-01,-73.46296770348822,45.723921425954565
,Résidentiel et commercial,210 Place Bonaventure,112.51,2013-01-01,-73.46284292629686,45.724047040078325
,Résidentiel et commercial,212 Place Bonaventure,133.56,2013-01-01,-73.46261369507963,45.72410019586724
,Résidentiel et commercial,214 Place Bonaventure,107.5,2013-01-01,-73.46240372512023,45.72404508987358
,Résidentiel et commercial,216 Place Bonaventure,102.97,2013-01-01,-73.46223451405855,45.72397395338577
,Résidentiel et commercial,218 Place Bonaventure,114.51,2013-01-01,-73.46207220518176,45.72387265603793
,Résidentiel et commercial,220 Place Bonaventure,112.49,2013-01-01,-73.46199182556221,45.723711859125814
,Résidentiel et commercial,222 Place Bonaventure,109.36,2013-01-01,-73.46210325598472,45.72356856975659
,Résidentiel et commercial,224 Place Bonaventure,117.5,2013-01-01,-73.46228723708295,45.72347640470769
,Résidentiel et commercial,226 Place Bonaventure,107.58,2013-01-01,-73.46251700208468,45.723491745498116
,Résidentiel et commercial,228 Place Bonaventure,149.69,2013-01-01,-73.46269894716383,45.72356957719658
,Résidentiel et commercial,26 Rue Jean-Talon,109.21,2013-01-01,-73.46143173496698,45.72401090222985
,Résidentiel et commercial,28 Rue Jean-Talon,107.79,2013-01-01,-73.4616098534602,45.72408764893072
,Résidentiel et commercial,30 Rue Jean-Talon,105.55,2013-01-01,-73.46177350819018,45.72416140635574
,Résidentiel et commercial,32 Rue Jean-Talon,133.46,2013-01-01,-73.4619615951595,45.72421621112613
,Résidentiel et commercial,34 Rue Jean-Talon,110.98,2013-01-01,-73.4621051184987,45.724308731488236
,Résidentiel et commercial,36 Rue Jean-Talon,157.63,2013-01-01,-73.46228016116322,45.72436157549832
,Résidentiel et commercial,38 Rue Jean-Talon,107.08,2013-01-01,-73.46243884623544,45.72445362020849
,Résidentiel et commercial,40 Rue Jean-Talon,139.61,2013-01-01,-73.46262482116727,45.724510975462685
,Résidentiel et commercial,42 Rue Jean-Talon,211.52,2013-01-01,-73.462850381754,45.72463095301374
,Résidentiel et commercial,222 Place Jean-Talon,132.16,2013-01-01,-73.46304808336878,45.7244796226905
,Résidentiel et commercial,224 Place Jean-Talon,154.94,2013-01-01,-73.46316342444702,45.72432922807015
,Résidentiel et commercial,225 Place Jean-Talon,158.56,2013-01-01,-73.46368973849228,45.724517972459424
,Résidentiel et commercial,223 Place Jean-Talon,151.35,2013-01-01,-73.46351269580302,45.72468728263288
,Résidentiel et commercial,221 Place Jean-Talon,166.52,2013-01-01,-73.46338518354393,45.72484620843004
,Résidentiel et commercial,46 Rue Jean-Talon,213.76,2013-01-01,-73.46369615005251,45.72499355922539
,Résidentiel et commercial,48 Rue Jean-Talon,176.35,2013-01-01,-73.46394901577042,45.72510532117891
,Résidentiel et commercial,50 Rue Jean-Talon,194.89,2013-01-01,-73.4642003830596,45.72522791929173
,Résidentiel et commercial,52 Rue Jean-Talon,191.48,2013-01-01,-73.46445460541706,45.7253322335601
,Résidentiel et commercial,54 Rue Jean-Talon,219.85,2013-01-01,-73.46471571823318,45.725446817871976
,Résidentiel et commercial,227 Place Jean-Talon,164.6,2013-01-01,-73.46395903353046,45.72470107648165
,Résidentiel et commercial,229 Place Jean-Talon,196.05,2013-01-01,-73.46416643518255,45.724857411270534
,Résidentiel et commercial,231 Place Jean-Talon,195.16,2013-01-01,-73.46441169234701,45.724963269375536
,Résidentiel et commercial,233 Place Jean-Talon,164.44,2013-01-01,-73.464690763531,45.725073030726136
,Résidentiel et commercial,235 Place Jean-Talon,198.56,2013-01-01,-73.46498591427576,45.72503721476766
