NUM_DISTRICT,ARRONDISSEMENT,NOM_DISTRICT,NOM_BASSIN,NOM_SECTION
62,"L'Île-Bizard-Sainte-Geneviève","Denis-Benjamin-Viger","ÉCOLE JACQUES-BIZARD (HORS-DISTRICT)-Gymnase","062-007"
62,"L'Île-Bizard-Sainte-Geneviève","Denis-Benjamin-Viger","ÉCOLE JACQUES-BIZARD (HORS-DISTRICT)-Gymnase","062-006"
151,"Saint-Léonard","Saint-Léonard-Est","ÉCOLE DANTE-Gymnase","151-022"
142,"Saint-Laurent","Norman-McLaren","ÉCOLE ÉDOUARD-LAURIN-Gymnase","142-024"
142,"Saint-Laurent","Norman-McLaren","ÉCOLE BOIS-FRANC-AQUARELLE, ÉDIFICE AQUARELLE-Gymnase","142-061"
142,"Saint-Laurent","Norman-McLaren","ÉCOLE ENFANT-SOLEIL-Gymnase","142-072"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","ACADÉMIE INTERNATIONALE MARYMOUNT-Gymnase","033-007"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","ACADÉMIE INTERNATIONALE MARYMOUNT-Gymnase","033-001"
32,"Côte-des-Neiges-Notre-Dame-de-Grâce","Côte-des-Neiges","ÉGLISE SAINT-KEVIN-Sous-sol","032-017"
32,"Côte-des-Neiges-Notre-Dame-de-Grâce","Côte-des-Neiges","ÉGLISE SAINT-KEVIN-Sous-sol","032-015"
32,"Côte-des-Neiges-Notre-Dame-de-Grâce","Côte-des-Neiges","ÉCOLE FÉLIX-LECLERC-Gymnase","032-009"
32,"Côte-des-Neiges-Notre-Dame-de-Grâce","Côte-des-Neiges","ÉCOLE FÉLIX-LECLERC-Gymnase","032-008"
32,"Côte-des-Neiges-Notre-Dame-de-Grâce","Côte-des-Neiges","ÉCOLE FÉLIX-LECLERC-Gymnase","032-002"
32,"Côte-des-Neiges-Notre-Dame-de-Grâce","Côte-des-Neiges","CENTRE SPORTIF CÔTE-DES-NEIGES (HORS-DISTRICT)-Gymnase 1","032-041"
32,"Côte-des-Neiges-Notre-Dame-de-Grâce","Côte-des-Neiges","CENTRE SPORTIF CÔTE-DES-NEIGES (HORS-DISTRICT)-Gymnase 1","032-039"
23,"Anjou","Centre","ÉCOLE WILFRID-PELLETIER-Gymnase","023-025"
23,"Anjou","Centre","ÉCOLE WILFRID-PELLETIER-Gymnase","023-024"
23,"Anjou","Centre","CENTRE COMMUNAUTAIRE D'ANJOU-Salle 1.28","023-019"
22,"Anjou","Est","ÉCOLE SAINT-JOSEPH-Gymnase","022-001"
21,"Anjou","Ouest","ÉCOLE JACQUES-ROUSSEAU-Salle polyvalente","021-007"
32,"Côte-des-Neiges-Notre-Dame-de-Grâce","Côte-des-Neiges","CENTRE COMMUNAUTAIRE DE LOISIR DE LA CÔTE-DES-NEIGES-Gymnase","032-027"
32,"Côte-des-Neiges-Notre-Dame-de-Grâce","Côte-des-Neiges","CENTRE COMMUNAUTAIRE DE LOISIR DE LA CÔTE-DES-NEIGES-Gymnase","032-025"
32,"Côte-des-Neiges-Notre-Dame-de-Grâce","Côte-des-Neiges","CENTRE COMMUNAUTAIRE DE LOISIR DE LA CÔTE-DES-NEIGES-Gymnase","032-023"
23,"Anjou","Centre","CENTRE COMMUNAUTAIRE D'ANJOU-Salle 0.131","023-034"
23,"Anjou","Centre","CENTRE COMMUNAUTAIRE D'ANJOU-Salle 0.120","023-032"
21,"Anjou","Ouest","ÉCOLE JACQUES-ROUSSEAU-Gymnase","021-014"
21,"Anjou","Ouest","ÉCOLE JACQUES-ROUSSEAU-Gymnase","021-011"
21,"Anjou","Ouest","COLLÈGE D'ANJOU-Salle Place publique","021-028"
32,"Côte-des-Neiges-Notre-Dame-de-Grâce","Côte-des-Neiges","CENTRE COMMUNAUTAIRE DE LOISIR DE LA CÔTE-DES-NEIGES-Gymnase","032-020"
31,"Côte-des-Neiges-Notre-Dame-de-Grâce","Darlington","ÉCOLE SAINT-PASCAL-BAYLON-Gymnase","031-022"
22,"Anjou","Est","ÉCOLE JACQUES-ROUSSEAU ANNEXE-Gymnase","022-021"
22,"Anjou","Est","ÉCOLE JACQUES-ROUSSEAU ANNEXE-Gymnase","022-020"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE SAINTE-ODILE-Gymnase 1","014-030"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE LOUISBOURG-Gymnase","014-043"
31,"Côte-des-Neiges-Notre-Dame-de-Grâce","Darlington","ÉCOLE LA VOIE-Gymnase","031-019"
31,"Côte-des-Neiges-Notre-Dame-de-Grâce","Darlington","ÉCOLE LA VOIE-Gymnase","031-016"
31,"Côte-des-Neiges-Notre-Dame-de-Grâce","Darlington","ÉCOLE LA VOIE-Gymnase","031-015"
31,"Côte-des-Neiges-Notre-Dame-de-Grâce","Darlington","ÉCOLE LA VOIE-Gymnase","031-013"
31,"Côte-des-Neiges-Notre-Dame-de-Grâce","Darlington","ÉCOLE LA VOIE-Gymnase","031-012"
22,"Anjou","Est","ÉCOLE JACQUES-ROUSSEAU ANNEXE-Gymnase","022-019"
22,"Anjou","Est","ÉCOLE JACQUES-ROUSSEAU ANNEXE-Gymnase","022-017"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE LOUISBOURG-Gymnase","014-042"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE LOUISBOURG-Gymnase","014-037"
31,"Côte-des-Neiges-Notre-Dame-de-Grâce","Darlington","ÉCOLE LA VOIE-Gymnase","031-010"
31,"Côte-des-Neiges-Notre-Dame-de-Grâce","Darlington","ÉCOLE LA VOIE-Gymnase","031-009"
31,"Côte-des-Neiges-Notre-Dame-de-Grâce","Darlington","ÉCOLE BEDFORD-Gymnase","031-039"
31,"Côte-des-Neiges-Notre-Dame-de-Grâce","Darlington","ÉCOLE BEDFORD-Gymnase","031-035"
31,"Côte-des-Neiges-Notre-Dame-de-Grâce","Darlington","CENTRE DE RESSOURCES COMMUNAUTAIRES DE CÔTE-DES-NEIGES-Grande salle","031-031"
22,"Anjou","Est","ÉCOLE CHÉNIER-Gymnase","022-022"
22,"Anjou","Est","ÉCOLE CARDINAL-LÉGER-Gymnase","022-014"
141,"Saint-Laurent","Côte-de-Liesse","COMPLEXE SPORTIF DE SAINT-LAURENT-Gymnase 1","141-029"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE SAINTE-BERNADETTE-SOUBIROUS-Gymnase","134-011"
31,"Côte-des-Neiges-Notre-Dame-de-Grâce","Darlington","CENTRE DE RESSOURCES COMMUNAUTAIRES DE CÔTE-DES-NEIGES-Grande salle","031-029"
23,"Anjou","Centre","ÉCOLE WILFRID-PELLETIER-Gymnase","023-028"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SECONDAIRE MARIE-CLARAC-Salle polyvalente, rez-de-chaussée","081-037"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SECONDAIRE MARIE-CLARAC-Gymnase","081-031"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SECONDAIRE MARIE-CLARAC-Gymnase","081-028"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SECONDAIRE CALIXA-LAVALLÉE-Cafétéria","081-047"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SAINT-RÉMI ANNEXE-Grande salle","081-020"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SAINT-RÉMI ANNEXE-Grande salle","081-018"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉCOLE SAINT-DONAT-Gymnase","074-015"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉCOLE SAINT-DONAT-Gymnase","074-014"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","LE CHIC RESTO POP-Salle de la popotte","073-017"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","LE CHIC RESTO POP-Salle de la popotte","073-010"
72,"Mercier-Hochelaga-Maisonneuve","Maisonneuve–Longue-Pointe","CENTRE PIERRE-CHARBONNEAU (HORS-DISTRICT)-Hall d'entrée 1","072-045"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SECONDAIRE CALIXA-LAVALLÉE-Cafétéria","081-045"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SECONDAIRE CALIXA-LAVALLÉE-Cafétéria","081-044"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SAINT-RÉMI ANNEXE-Grande salle","081-017"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE RENÉ-GUÉNETTE-Gymnase","081-025"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉCOLE SAINT-DONAT-Gymnase","074-012"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉCOLE NOTRE-DAME-DES-VICTOIRES-Gymnase","074-009"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE SECONDAIRE D'ANJOU-Salle de combat","071-007"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE SECONDAIRE D'ANJOU-Salle de combat","071-004"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SECONDAIRE CALIXA-LAVALLÉE-Cafétéria","081-043"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SECONDAIRE CALIXA-LAVALLÉE-Cafétéria","081-042"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE RENÉ-GUÉNETTE-Gymnase","081-024"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE PIERRE-DE-COUBERTIN-Petit gymnase","081-051"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE PIERRE-DE-COUBERTIN-Petit gymnase","081-050"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉCOLE LOUIS-RIEL-Cafétéria","074-039"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉCOLE GUILLAUME-COUTURE-Gymnase","074-031"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE SECONDAIRE D'ANJOU-Salle de combat","071-002"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE SAINT-JUSTIN-Gymnase","071-020"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SECONDAIRE CALIXA-LAVALLÉE-Cafétéria","081-041"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SAINTE-GERTRUDE-Gymnase","081-073"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE PIERRE-DE-COUBERTIN-Gymnase","081-060"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE AMOS-Gymnase","081-013"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE AMOS-Gymnase","081-011"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","ÉCOLE SAINT-NOM-DE-JÉSUS-Gymnase","073-007"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","ÉCOLE SAINT-NOM-DE-JÉSUS-Gymnase","073-006"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE SAINT-JUSTIN-Gymnase","071-014"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE SAINT-JUSTIN-Gymnase","071-012"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SAINTE-GERTRUDE-Gymnase","081-072"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE GERALD MCSHANE-Gymnase","082-009"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SAINTE-GERTRUDE-Gymnase","081-071"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE AMOS-Gymnase","081-009"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE JEAN-NICOLET ANNEXE (HORS-DISTRICT)-Salle polyvalente","081-066"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","SANCTUAIRE MARIE-REINE-DES-CŒURS-Salle de conférences - Sous-sol","074-053"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","ÉCOLE SAINT-JEAN-BAPTISTE-DE-LA-SALLE-Gymnase","073-041"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","ÉCOLE SAINT-JEAN-BAPTISTE-DE-LA-SALLE-Gymnase","073-039"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE SAINT-JUSTIN-Gymnase","071-010"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE PHILIPPE-LABARRE-Gymnase","071-028"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE PHILIPPE-LABARRE-Gymnase","071-026"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SAINTE-GERTRUDE-Gymnase","081-069"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SAINTE-GERTRUDE-Gymnase","081-068"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SECONDAIRE MARIE-CLARAC-Salle polyvalente, rez-de-chaussée","081-035"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","SANCTUAIRE MARIE-REINE-DES-CŒURS-Salle de conférences - Sous-sol","074-047"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉGLISE SAINT-DONAT-Sous-sol","074-023"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","ÉCOLE NOTRE-DAME-DE-L'ASSOMPTION-Gymnase","073-037"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","ÉCOLE NOTRE-DAME-DE-L'ASSOMPTION-Gymnase","073-031"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE PHILIPPE-LABARRE-Gymnase","071-025"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE PHILIPPE-LABARRE-Gymnase","071-023"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE PHILIPPE-LABARRE-Gymnase","071-022"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SAINT-VINCENT-MARIE-Gymnase 1","081-058"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SAINT-VINCENT-MARIE-Gymnase 1","081-057"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","SANCTUAIRE MARIE-REINE-DES-CŒURS-Salle de conférences - Sous-sol","074-050"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉGLISE SAINT-DONAT-Sous-sol","074-021"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","ÉCOLE NOTRE-DAME-DE-L'ASSOMPTION-Gymnase","073-030"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","ÉCOLE IRÉNÉE-LUSSIER-Gymnase","073-053"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LOUISE-TRICHET-Gymnase","071-067"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LOUISE-TRICHET-Gymnase","071-066"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SAINT-VINCENT-MARIE-Gymnase 1","081-056"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SAINT-VINCENT-MARIE-Gymnase 1","081-055"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉGLISE SAINT-DONAT-Sous-sol","074-020"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉGLISE SAINT-DONAT-Sous-sol","074-019"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE SAINTE-BERNADETTE-SOUBIROUS-Gymnase","134-017"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","ÉCOLE IRÉNÉE-LUSSIER-Gymnase","073-051"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","ÉCOLE CHOMEDEY-DE MAISONNEUVE-Gymnase 170","073-047"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LOUISE-TRICHET-Gymnase","071-065"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LOUISE-TRICHET-Gymnase","071-062"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SAINT-RÉMI-Gymnase","081-006"
81,"Montréal-Nord","Marie-Clarac","ÉCOLE SAINT-RÉMI-Gymnase","081-004"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","ÉCOLE FERNAND-GAUTHIER-Gymnase","123-070"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","ÉCOLE DENISE-PELLETIER-Gymnase","123-065"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE DANIEL-JOHNSON-Gymnase A","122-035"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE DANIEL-JOHNSON-Gymnase A","122-033"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","CENTRE COMMUNAUTAIRE LE MAINBOURG-Grande salle - Le Relais du bout","122-003"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","CENTRE COMMUNAUTAIRE LE MAINBOURG-Grande salle - Le Relais du bout","122-002"
112,"Le Plateau-Mont-Royal","De Lorimier","CENTRE DE RÉADAPTATION LUCIE-BRUNEAU-Gymnase","112-027"
111,"Le Plateau-Mont-Royal","Mile-End","YMCA DU PARC-Le Studio","111-016"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","ÉCOLE JEANNE-LEBER-Gymnase","161-040"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","ÉCOLE JEANNE-LEBER-Gymnase","161-033"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","CRCS SAINT-ZOTIQUE-Gymnase","161-003"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","CENTRE SAINT-CHARLES-Gymnase - 2e étage","161-052"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","CENTRE SAINT-CHARLES-Gymnase - 2e étage","161-046"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE VICTOR-LAVIGNE-Petit gymnase","152-009"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE SECONDAIRE ANTOINE-DE-ST-EXUPÉRY-Gymnases 3-4","152-067"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE SECONDAIRE ANTOINE-DE-ST-EXUPÉRY-Gymnases 3-4","152-065"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE SECONDAIRE ANTOINE-DE-ST-EXUPÉRY-Gymnases 3-4","152-064"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE PIERRE-DE-COUBERTIN-Gymnase","152-077"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE PIERRE-DE-COUBERTIN-Gymnase","152-074"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE PIERRE-DE-COUBERTIN-Gymnase","152-071"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE PIE XII-Grand gymnase","152-013"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE LAURIER MACDONALD-Hall d'entrée Nord/Sud","152-041"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE LAURIER MACDONALD-Hall d'entrée Nord/Sud","152-040"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE LA DAUVERSIÈRE-Gymnase","152-033"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE LA DAUVERSIÈRE-Gymnase","152-029"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE GÉNÉRAL VANIER-Gymnase","152-053"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE GÉNÉRAL VANIER-Gymnase","152-050"
151,"Saint-Léonard","Saint-Léonard-Est","ÉCOLE WILFRID-BASTIEN-Gymnase","151-033"
151,"Saint-Léonard","Saint-Léonard-Est","ÉCOLE WILFRID-BASTIEN-Gymnase","151-029"
32,"Côte-des-Neiges-Notre-Dame-de-Grâce","Côte-des-Neiges","CENTRE SPORTIF CÔTE-DES-NEIGES (HORS-DISTRICT)-Gymnase 1","032-037"
31,"Côte-des-Neiges-Notre-Dame-de-Grâce","Darlington","ÉCOLE BEDFORD-Gymnase","031-040"
31,"Côte-des-Neiges-Notre-Dame-de-Grâce","Darlington","ÉCOLE BEDFORD-Gymnase","031-038"
23,"Anjou","Centre","ÉCOLE WILFRID-PELLETIER-Gymnase","023-030"
23,"Anjou","Centre","ÉCOLE DES ROSERAIES-Gymnase","023-004"
23,"Anjou","Centre","CENTRE COMMUNAUTAIRE D'ANJOU-Salle 0.131","023-033"
181,"Ville-Marie","Peter-McGill","ÉCOLE DE TECHNOLOGIE SUPÉRIEURE, PAVILLON B-Hall d'entrée","181-043"
181,"Ville-Marie","Peter-McGill","COLLÈGE LASALLE-Salle Jean-Paul-Morin","181-007"
172,"Verdun","Desmarchais-Crawford","QUAI 5160 MAISON DE LA CULTURE DE VERDUN-Salle Marie-Jeanne-Fortier","172-047"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE SECONDAIRE MONSEIGNEUR-RICHARD-Gymnase 160-E","171-073"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE PRIMAIRE ÎLE-DES-SŒURS-Vieux gymnase","171-011"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE PRIMAIRE ÎLE-DES-SŒURS-Vieux gymnase","171-002"
22,"Anjou","Est","ÉCOLE JACQUES-ROUSSEAU ANNEXE-Gymnase","022-018"
22,"Anjou","Est","ÉCOLE SAINT-JOSEPH-Gymnase","022-007"
172,"Verdun","Desmarchais-Crawford","MAIRIE DE L'ARRONDISSEMENT DE VERDUN-Salle du Conseil","172-014"
172,"Verdun","Desmarchais-Crawford","ÉCOLE NOTRE-DAME-DE-LOURDES-Gymnase","172-044"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE PRIMAIRE DES MARGUERITE-Gymnase","171-036"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE NOTRE-DAME-DES-SEPT-DOULEURS-Gymnase","171-088"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE NOTRE-DAME-DE-LA-PAIX-Gymnase","171-075"
22,"Anjou","Est","ÉCOLE SAINT-JOSEPH-Gymnase","022-002"
183,"Ville-Marie","Sainte-Marie","ÉCOLE CHAMPLAIN-Gymnase","183-001"
183,"Ville-Marie","Sainte-Marie","CENTRE JEAN-CLAUDE-MALÉPART-Gymnase","183-032"
172,"Verdun","Desmarchais-Crawford","ÉCOLE NOTRE-DAME-DE-LA-GARDE-Gymnase","172-060"
172,"Verdun","Desmarchais-Crawford","ÉCOLE NOTRE-DAME-DE-LA-GARDE-Gymnase","172-059"
172,"Verdun","Desmarchais-Crawford","ÉCOLE NOTRE-DAME-DE-LA-GARDE-Gymnase","172-050"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","CEGEP MARIE-VICTORIN-Gymnase double","123-019"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-MARGUERITE-BOURGEOYS-Gymnase","122-084"
183,"Ville-Marie","Sainte-Marie","CENTRE JEAN-CLAUDE-MALÉPART-Gymnase","183-035"
183,"Ville-Marie","Sainte-Marie","ASSOCIATION SPORTIVE ET COMMUNAUTAIRE DU CENTRE-SUD-Salle communautaire","183-013"
172,"Verdun","Desmarchais-Crawford","ÉCOLE LÉVIS-SAUVÉ-Petit gymnase","172-021"
172,"Verdun","Desmarchais-Crawford","ÉCOLE LÉVIS-SAUVÉ-Grand Gymnase","172-004"
172,"Verdun","Desmarchais-Crawford","CENTRE DE FORMATION PROFESSIONNELLE DES CARREFOURS-Caféteria","172-074"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-GERMAINE-COUSIN-Gymnase A","122-024"
182,"Ville-Marie","Saint-Jacques","MARCHÉ BONSECOURS-Salle Vieux-Montréal","182-009"
181,"Ville-Marie","Peter-McGill","YMCA CENTRE-VILLE-Gymnase","181-038"
181,"Ville-Marie","Peter-McGill","YMCA CENTRE-VILLE-Gymnase","181-035"
172,"Verdun","Desmarchais-Crawford","CENTRE DE FORMATION PROFESSIONNELLE DES CARREFOURS-Caféteria","172-072"
172,"Verdun","Desmarchais-Crawford","CENTRE D'ÉDUCATION DES ADULTES CHAMPLAIN-Gymnase","172-035"
172,"Verdun","Desmarchais-Crawford","CENTRE D'ÉDUCATION DES ADULTES CHAMPLAIN-Gymnase","172-032"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE FRANÇOIS-LA BERNARDE-Gymnase","122-059"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE FRANÇOIS-LA BERNARDE-Gymnase","122-057"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE DANIEL-JOHNSON-Gymnase B","122-045"
181,"Ville-Marie","Peter-McGill","UNIVERSITÉ CONCORDIA - LB ATRIUM HALL-","181-028"
181,"Ville-Marie","Peter-McGill","UNIVERSITÉ CONCORDIA - COMPUTER SCIENCE AND VISUAL ARTS COMPLEX-Hall d'entrée","181-011"
181,"Ville-Marie","Peter-McGill","COLLÈGE DE MONTRÉAL-Gymnase","181-019"
171,"Verdun","Champlain–L’Île-des-Sœurs","VERRIÈRES V-Bibliothèque et salle de réception","171-055"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE SECONDAIRE MONSEIGNEUR-RICHARD-Gymnase 160-E","171-074"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE DANIEL-JOHNSON-Gymnase A","122-034"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","CENTRE COMMUNAUTAIRE ROUSSIN-Salle R44 et Cafétéria","122-075"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","ÉGLISE ST. PHILIP'S-Local adjacent","035-056"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","ÉCOLE SAINT-LUC-Cafétéria","035-033"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","ÉCOLE DENISE-PELLETIER-Gymnase","123-049"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","ÉCOLE DENISE-PELLETIER-Gymnase","123-044"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE SIMONE-DESJARDINS PAVILLON PERRAS-Gymnase","121-019"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE SECONDAIRE POINTE-AUX-TREMBLES-Gymnase","121-046"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE NOTRE-DAME-Gymnase","121-070"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE NOTRE-DAME-DE-FATIMA-Gymnase","121-014"
111,"Le Plateau-Mont-Royal","Mile-End","ÉCOLE ROBERT-GRAVEL-Gymnase","111-044"
111,"Le Plateau-Mont-Royal","Mile-End","ÉCOLE LAMBERT-CLOSSE-Gymnase et Salle polyvalente","111-035"
62,"L'Île-Bizard-Sainte-Geneviève","Denis-Benjamin-Viger","ÉCOLE JACQUES-BIZARD (HORS-DISTRICT)-Gymnase","062-008"
