NUM_DISTRICT,ARRONDISSEMENT,NOM_DISTRICT,NOM_BASSIN,NOM_SECTION
112,"Le Plateau-Mont-Royal","De Lorimier","ANNEXE SAINT-LOUIS-DE-GONZAGUE-Gymnase","112-035"
112,"Le Plateau-Mont-Royal","De Lorimier","ANNEXE SAINT-LOUIS-DE-GONZAGUE-Gymnase","112-031"
61,"L'Île-Bizard-Sainte-Geneviève","Pierre-Foretier","ÉCOLE JONATHAN-WILSON (HORS-DISTRICT)-Gymnase","061-006"
61,"L'Île-Bizard-Sainte-Geneviève","Pierre-Foretier","ÉCOLE JONATHAN-WILSON (HORS-DISTRICT)-Gymnase","061-005"
62,"L'Île-Bizard-Sainte-Geneviève","Denis-Benjamin-Viger","ÉCOLE JACQUES-BIZARD (HORS-DISTRICT)-Gymnase","062-002"
52,"LaSalle","Cecil-P.-Newman","CHILDREN'S WORLD ACADEMY-Gymnase","052-034"
52,"LaSalle","Cecil-P.-Newman","CENTRE D'ÉDUCATION DES ADULTES LASALLE - ÉDIFICE CLÉMENT-Cafétéria","052-028"
52,"LaSalle","Cecil-P.-Newman","CENTRE D'ÉDUCATION DES ADULTES LASALLE - ÉDIFICE CLÉMENT-Cafétéria","052-025"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE NOTRE-DAME-DES-RAPIDES-Gymnase","051-019"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Gymnase A","051-039"
112,"Le Plateau-Mont-Royal","De Lorimier","ANNEXE SAINT-LOUIS-DE-GONZAGUE-Gymnase","112-029"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE LANAUDIÈRE-Gymnase","112-083"
61,"L'Île-Bizard-Sainte-Geneviève","Pierre-Foretier","ÉCOLE JONATHAN-WILSON (HORS-DISTRICT)-Gymnase","061-003"
61,"L'Île-Bizard-Sainte-Geneviève","Pierre-Foretier","ÉCOLE JONATHAN-WILSON (HORS-DISTRICT)-Gymnase","061-002"
52,"LaSalle","Cecil-P.-Newman","MAIRIE D'ARRONDISSEMENT DE LASALLE-Salle du conseil","052-023"
52,"LaSalle","Cecil-P.-Newman","LASALLE ELEMENTARY SENIOR-Gymnase","052-050"
52,"LaSalle","Cecil-P.-Newman","CENTRE D'ÉDUCATION DES ADULTES LASALLE - ÉDIFICE CLÉMENT-Cafétéria","052-024"
51,"LaSalle","Sault-Saint-Louis","TRINITY PENTECOSTAL CHURCH-Gymnase","051-036"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE NOTRE-DAME-DES-RAPIDES-Gymnase","051-018"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE NOTRE-DAME-DES-RAPIDES-Gymnase","051-017"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE JEANNE-MANCE-Cafétéria","112-064"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE JEANNE-MANCE-Cafétéria","112-062"
52,"LaSalle","Cecil-P.-Newman","LASALLE ELEMENTARY SENIOR-Gymnase","052-049"
141,"Saint-Laurent","Côte-de-Liesse","ÉCOLE ENFANTS-DU-MONDE-Gymnase 2","141-021"
51,"LaSalle","Sault-Saint-Louis","TRINITY PENTECOSTAL CHURCH-Gymnase","051-031"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Palestre","051-067"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Palestre","051-066"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE NOTRE-DAME-DES-RAPIDES-Gymnase","051-016"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DE L'ORÉE-DU-PARC-Gymnase 1","051-089"
112,"Le Plateau-Mont-Royal","De Lorimier","CENTRE DU PLATEAU-Salle communautaire - Sous-sol 1","112-015"
112,"Le Plateau-Mont-Royal","De Lorimier","CENTRE DE RÉADAPTATION LUCIE-BRUNEAU-Gymnase","112-028"
112,"Le Plateau-Mont-Royal","De Lorimier","CENTRE DE RÉADAPTATION LUCIE-BRUNEAU-Gymnase","112-022"
141,"Saint-Laurent","Côte-de-Liesse","ÉCOLE ENFANTS-DU-MONDE-Gymnase 1","141-008"
141,"Saint-Laurent","Côte-de-Liesse","ÉCOLE BEAU-SÉJOUR - ÉDIFICE NORD-Gymnase","141-017"
141,"Saint-Laurent","Côte-de-Liesse","ÉCOLE ENFANTS-DU-MONDE-Gymnase 1","141-005"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Palestre","051-065"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Palestre","051-064"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DE L'ORÉE-DU-PARC-Gymnase 1","051-088"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DE L'ORÉE-DU-PARC-Gymnase 1","051-086"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DE L'ORÉE-DU-PARC-Gymnase 1","051-085"
112,"Le Plateau-Mont-Royal","De Lorimier","CENTRE DE RÉADAPTATION LUCIE-BRUNEAU-Gymnase","112-021"
111,"Le Plateau-Mont-Royal","Mile-End","YMCA DU PARC-Gymnase","111-011"
111,"Le Plateau-Mont-Royal","Mile-End","YMCA DU PARC-Gymnase","111-006"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE LA DAUVERSIÈRE-Gymnase Nicolas Gill","014-001"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE GILLES-VIGNEAULT-Gymnase 2","014-013"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE JULES-VERNE-Gymnase","082-055"
142,"Saint-Laurent","Norman-McLaren","ÉCOLE PARKDALE-Gymnase","142-052"
142,"Saint-Laurent","Norman-McLaren","ÉCOLE JEAN-GROU-Gymnase","142-028"
52,"LaSalle","Cecil-P.-Newman","ECOLE CAVELIER-DE LASALLE-Gymnase garçons","052-085"
52,"LaSalle","Cecil-P.-Newman","ECOLE CAVELIER-DE LASALLE-Gymnase garçons","052-079"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE ST. ANTHONY-Gymnase","102-037"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE ST. ANTHONY-Gymnase","102-035"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE ST. ANTHONY-Gymnase","102-032"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE SAINT-ANTOINE-MARIE-CLARET-Gymnase","011-004"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","COLLÈGE MONT-SAINT-LOUIS-Gymnase 1-A","011-037"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","COLLÈGE MONT-SAINT-LOUIS-Gymnase 1-A","011-036"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","ÉCOLE DE TECHNOLOGIE SUPÉRIEURE, PAVILLON E-Maison des étudiants","161-060"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","ÉCOLE DE TECHNOLOGIE SUPÉRIEURE, PAVILLON E-Maison des étudiants","161-059"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","ÉCOLE DE TECHNOLOGIE SUPÉRIEURE, PAVILLON E-Maison des étudiants","161-058"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","ÉCOLE DE TECHNOLOGIE SUPÉRIEURE, PAVILLON E-Maison des étudiants","161-057"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","ÉCOLE DE TECHNOLOGIE SUPÉRIEURE, PAVILLON E-Maison des étudiants","161-056"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","ÉCOLE DE TECHNOLOGIE SUPÉRIEURE, PAVILLON E-Maison des étudiants","161-055"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","ÉCOLE DE TECHNOLOGIE SUPÉRIEURE, PAVILLON E-Maison des étudiants","161-054"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","ÉCOLE DE TECHNOLOGIE SUPÉRIEURE, PAVILLON E-Maison des étudiants","161-053"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉGLISE SAINT-MARCEL-","122-017"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉGLISE SAINT-MARCEL-","122-016"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉGLISE SAINT-MARCEL-","122-015"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉGLISE SAINT-MARCEL-","122-014"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉGLISE SAINT-MARCEL-","122-013"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉGLISE SAINT-MARCEL-","122-012"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉGLISE SAINT-MARCEL-","122-011"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉGLISE SAINT-MARCEL-","122-010"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉGLISE SAINT-MARCEL-","122-009"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉGLISE SAINT-MARCEL-","122-008"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE INTERNATIONALE MICHELANGELO-Gymnase","121-030"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE INTERNATIONALE MICHELANGELO-Gymnase","121-029"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE INTERNATIONALE MICHELANGELO-Gymnase","121-028"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE INTERNATIONALE MICHELANGELO-Gymnase","121-027"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE INTERNATIONALE MICHELANGELO-Gymnase","121-026"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE INTERNATIONALE MICHELANGELO-Gymnase","121-025"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE SIMONE-DESJARDINS PAVILLON PERRAS-Gymnase","121-024"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE SIMONE-DESJARDINS PAVILLON PERRAS-Gymnase","121-023"
92,"Outremont","Joseph-Beaubien","ÉCOLE GUY-DRUMMOND-Gymnase","092-003"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","ÉCOLE ROYAL VALE-Gymnase","034-001"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","ÉCOLE NOTRE-DAME-DE-GRÂCE-Gymnase","034-025"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","ÉCOLE ÉTOILE FILANTE-Gymnase","034-018"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","PARC NOTRE-DAME-DE-GRÂCE-Pavillon Girouard","034-037"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","CENTRE COMMUNAUTAIRE NOTRE-DAME-DE-GRÂCE-Gymnase","034-035"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","CENTRE COMMUNAUTAIRE NOTRE-DAME-DE-GRÂCE-Gymnase","034-034"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","CENTRE COMMUNAUTAIRE NOTRE-DAME-DE-GRÂCE-Gymnase","034-029"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","PARC NOTRE-DAME-DE-GRÂCE-Pavillon Girouard","034-042"
13,"Ahuntsic-Cartierville","Ahuntsic","ÉCOLE SAINT-ANDRÉ-APÔTRE-Gymnase","013-058"
13,"Ahuntsic-Cartierville","Ahuntsic","ÉCOLE SAINT-ANDRÉ-APÔTRE-Gymnase","013-055"
13,"Ahuntsic-Cartierville","Ahuntsic","ÉCOLE ÉVANGÉLINE-Gymnase double","013-005"
12,"Ahuntsic-Cartierville","Saint-Sulpice","CENTRE COMMUNAUTAIRE ET CULTUREL BOIS-DE-BOULOGNE-Salle Chalhoub 1-A","012-056"
12,"Ahuntsic-Cartierville","Saint-Sulpice","CENTRE COMMUNAUTAIRE ET CULTUREL BOIS-DE-BOULOGNE-Salle Chalhoub 1-A","012-053"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE ST. PIUS X-Plaza","011-032"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE MARGUERITE-DE LAJEMMERAIS-Cafétéria-chaude","134-052"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","ÉGLISE SAINT-ANTONIN-Sous-sol","033-040"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","ÉCOLE DES CINQ-CONTINENTS, PAVILLON DUPUIS-Gymnase","033-036"
13,"Ahuntsic-Cartierville","Ahuntsic","ÉCOLE ÉVANGÉLINE-Gymnase double","013-004"
13,"Ahuntsic-Cartierville","Ahuntsic","ÉCOLE ÉVANGÉLINE-Gymnase double","013-011"
13,"Ahuntsic-Cartierville","Ahuntsic","ÉCOLE AHUNTSIC-Gymnase","013-050"
23,"Anjou","Centre","ÉCOLE WILFRID-PELLETIER-Annexe","023-016"
12,"Ahuntsic-Cartierville","Saint-Sulpice","RESSOURCES HABITATION DE L'OUEST-Salle communautaire","012-064"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE ST. PIUS X-Plaza","011-026"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE SOPHIE-BARAT-Gymnase 1-A","011-045"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE SAINTS-MARTYRS-CANADIENS-Gymnase 1","011-017"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","ÉCOLE DES CINQ-CONTINENTS, PAVILLON DUPUIS-Gymnase","033-031"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","CENTRE SPORTIF CÔTE-DES-NEIGES-Gymnase 2","033-022"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","CENTRE SPORTIF CÔTE-DES-NEIGES-Gymnase 2","033-019"
12,"Ahuntsic-Cartierville","Saint-Sulpice","ÉGLISE SAINT-ISAAC-JOGUES-Sous-sol","012-003"
13,"Ahuntsic-Cartierville","Ahuntsic","ÉCOLE AHUNTSIC-Gymnase","013-046"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE SAINTS-MARTYRS-CANADIENS-Gymnase 1","011-016"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE SAINTS-MARTYRS-CANADIENS-Gymnase 1","011-014"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","CENTRE SPORTIF CÔTE-DES-NEIGES-Gymnase 2","033-017"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","CEGEP MARIE-VICTORIN - CENTRE D'ÉDUCATION MULTICULTUREL-Pavillon Namur - Gymnase","033-028"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE ALICE-PARIZEAU-Gymnase","014-021"
12,"Ahuntsic-Cartierville","Saint-Sulpice","ÉCOLE SAINT-SIMON-APÔTRE-Gymnase","012-042"
12,"Ahuntsic-Cartierville","Saint-Sulpice","ÉCOLE SAINT-SIMON-APÔTRE-Gymnase","012-039"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE SAINTS-MARTYRS-CANADIENS-Gymnase 1","011-013"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE SAINT-ANTOINE-MARIE-CLARET-Gymnase","011-005"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE SAINT-ANTOINE-MARIE-CLARET-Gymnase","011-003"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","COLLÈGE SAINTE-MARCELLINE-Gymnase","014-048"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","COLLÈGE SAINTE-MARCELLINE-Gymnase","014-045"
13,"Ahuntsic-Cartierville","Ahuntsic","ÉCOLE SOPHIE-BARAT (HORS-DISTRICT)-Gymnase 1-B","013-045"
12,"Ahuntsic-Cartierville","Saint-Sulpice","ÉCOLE SAINT-ISAAC-JOGUES-Gymnase","012-020"
12,"Ahuntsic-Cartierville","Saint-Sulpice","ÉCOLE SAINT-ISAAC-JOGUES-Gymnase","012-018"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE LOUIS-COLIN-Gymnase","011-053"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE LA VISITATION-Gymnase","011-025"
141,"Saint-Laurent","Côte-de-Liesse","ACADÉMIE LAURENHILL JUNIOR CAMPUS-Agora","141-058"
13,"Ahuntsic-Cartierville","Ahuntsic","ÉCOLE SOPHIE-BARAT (HORS-DISTRICT)-Gymnase 1-B","013-043"
13,"Ahuntsic-Cartierville","Ahuntsic","ÉCOLE SOPHIE-BARAT (HORS-DISTRICT)-Gymnase 1-B","013-042"
12,"Ahuntsic-Cartierville","Saint-Sulpice","COLLÈGE AHUNTSIC (CEGEP)-Cafétéria du Bloc G (G1510)","012-030"
12,"Ahuntsic-Cartierville","Saint-Sulpice","CENTRE HENRI-JULIEN-Grande salle","012-025"
12,"Ahuntsic-Cartierville","Saint-Sulpice","CENTRE COMMUNAUTAIRE ET CULTUREL BOIS-DE-BOULOGNE-Salle Chalhoub 1-A","012-058"
141,"Saint-Laurent","Côte-de-Liesse","ACADÉMIE LAURENHILL JUNIOR CAMPUS-Agora","141-057"
141,"Saint-Laurent","Côte-de-Liesse","ACADÉMIE LAURENHILL JUNIOR CAMPUS-Agora","141-053"
12,"Ahuntsic-Cartierville","Saint-Sulpice","COLLÈGE AHUNTSIC (CEGEP)-Cafétéria du Bloc G (G1510)","012-032"
12,"Ahuntsic-Cartierville","Saint-Sulpice","CENTRE COMMUNAUTAIRE ET CULTUREL BOIS-DE-BOULOGNE-Salle Chalhoub 1-A","012-057"
12,"Ahuntsic-Cartierville","Saint-Sulpice","ACADÉMIE JOHN CABOTO-Gymnase","012-051"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE GILLES-VIGNEAULT-Gymnase 1","014-010"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE GILLES-VIGNEAULT-Gymnase 1","014-009"
21,"Anjou","Ouest","COLLÈGE D'ANJOU-Salle Place publique","021-021"
142,"Saint-Laurent","Norman-McLaren","ÉCOLE HENRI-BEAULIEU-Salle de repas","142-039"
142,"Saint-Laurent","Norman-McLaren","ÉCOLE HENRI-BEAULIEU-Salle de repas","142-038"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE SAINT-GÉRARD-Gymnase","102-003"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","CENTRE COMMUNAUTAIRE DE L'OUEST-Salles 1 et 2","102-043"
101,"Pierrefonds-Roxboro","Bois-de-Liesse","SAINT-BARNABAS ANGLICAN CHURCH-Hall","101-034"
101,"Pierrefonds-Roxboro","Bois-de-Liesse","PIERREFONDS COMMUNITY HIGH SCHOOL-Cafétéria","101-063"
12,"Ahuntsic-Cartierville","Saint-Sulpice","ACADÉMIE JOHN CABOTO-Gymnase","012-048"
12,"Ahuntsic-Cartierville","Saint-Sulpice","ACADÉMIE JOHN CABOTO-Gymnase","012-047"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE GILLES-VIGNEAULT-Gymnase 1","014-008"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE ALICE-PARIZEAU-Gymnase","014-024"
142,"Saint-Laurent","Norman-McLaren","ÉCOLE HENRI-BEAULIEU-Salle de repas","142-037"
142,"Saint-Laurent","Norman-McLaren","ÉCOLE HENRI-BEAULIEU-Gymnase","142-042"
101,"Pierrefonds-Roxboro","Bois-de-Liesse","ÉCOLE LALANDE-Gymnase","101-023"
82,"Montréal-Nord","Ovide-Clermont","PAVILLON COMMUNAUTAIRE DU PARC HENRI-BOURASSA-Salle B","082-046"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE JEAN-NICOLET ANNEXE-Gymnase","082-067"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉGLISE SAINT-DONAT-Sous-sol","074-024"
12,"Ahuntsic-Cartierville","Saint-Sulpice","ACADÉMIE JOHN CABOTO-Gymnase","012-045"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE ST. PIUS X-Plaza","011-033"
12,"Ahuntsic-Cartierville","Saint-Sulpice","CENTRE COMMUNAUTAIRE ET CULTUREL BOIS-DE-BOULOGNE-Salle Chalhoub 1-A","012-061"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE ALICE-PARIZEAU-Gymnase","014-023"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE ALICE-PARIZEAU-Gymnase","014-022"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE ALICE-PARIZEAU-Gymnase","014-020"
142,"Saint-Laurent","Norman-McLaren","ÉCOLE ENFANT-SOLEIL-Gymnase","142-070"
142,"Saint-Laurent","Norman-McLaren","ÉCOLE ÉDOUARD-LAURIN-Gymnase","142-025"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉCOLE SAINT-FABIEN-Gymnase","074-041"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","ÉCOLE BARIL-Gymnase","073-025"
61,"L'Île-Bizard-Sainte-Geneviève","Pierre-Foretier","ÉCOLE JONATHAN-WILSON (HORS-DISTRICT)-Gymnase","061-011"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE ST. PIUS X-Plaza","011-029"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE ST. PIUS X-Plaza","011-028"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE ST. PIUS X-Plaza","011-027"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","COLLÈGE SAINTE-MARCELLINE-Gymnase","014-052"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","COLLÈGE SAINTE-MARCELLINE-Gymnase","014-050"
142,"Saint-Laurent","Norman-McLaren","ÉCOLE BOIS-FRANC-AQUARELLE, ÉDIFICE AQUARELLE-Gymnase","142-059"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","COLLÈGE VINCENT MASSEY-Nouveau gymnase","134-005"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE LAURENDEAU-DUNTON-Gymnase","052-058"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE NOTRE-DAME-DES-RAPIDES-Gymnase","051-015"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE SOPHIE-BARAT-Gymnase 1-A","011-046"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE SOPHIE-BARAT-Gymnase 1-A","011-044"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE LOUISBOURG-Gymnase","014-044"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE LOUISBOURG-Gymnase","014-041"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","COLLÈGE SAINTE-MARCELLINE-Gymnase","014-049"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","COLLÈGE SAINTE-MARCELLINE-Gymnase","014-047"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE SECONDAIRE HENRI-BOURASSA-Cafétéria","082-039"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE SAINTE-COLETTE-Gymnase","082-023"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","ÉCOLE SAINT-JEAN-DE-BRÉBEUF-Gymnase","133-027"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","ÉCOLE SAINT-ALBERT-LE-GRAND-Nouveau gymnase","133-064"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","CENTRE MASSON-Salle 2e étage","133-025"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DES DÉCOUVREURS-Gymnase","051-050"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","CENTRE COMMUNAUTAIRE SAINT-RAYMOND-Gymnase","034-044"
31,"Côte-des-Neiges-Notre-Dame-de-Grâce","Darlington","ÉCOLE CORONATION (HORS-DISTRICT)-Gymnase","031-007"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE LOUISBOURG-Gymnase","014-039"
21,"Anjou","Ouest","GALERIES D'ANJOU-Auditorium","021-002"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE SAINTE-COLETTE-Gymnase","082-021"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE LE CARIGNAN-Gymnase","082-036"
52,"LaSalle","Cecil-P.-Newman","LASALLE ELEMENTARY SENIOR-Gymnase","052-045"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE LAURENDEAU-DUNTON-Gymnase","052-055"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE L'EAU-VIVE-Gymnase","052-012"
23,"Anjou","Centre","ÉCOLE DES ROSERAIES-Gymnase","023-006"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE SAINTE-ODILE-Gymnase 1","014-031"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE LOUISBOURG-Gymnase","014-036"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE LOUISBOURG-Gymnase","014-035"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE LA DAUVERSIÈRE-Gymnase Nicolas Gill","014-005"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE LE CARIGNAN-Gymnase","082-034"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE LE CARIGNAN-Gymnase","082-031"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE JULES-VERNE-Gymnase","082-060"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE L'EAU-VIVE-Gymnase","052-011"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE DU PETIT-COLLÈGE-Gymnase","052-077"
13,"Ahuntsic-Cartierville","Ahuntsic","ÉCOLE MARIE-ANNE-Salle de jeux","013-019"
11,"Ahuntsic-Cartierville","Sault-au-Récollet","ÉCOLE SAINT-ANTOINE-MARIE-CLARET-Gymnase","011-006"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE LA DAUVERSIÈRE-Gymnase Nicolas Gill","014-004"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE LA DAUVERSIÈRE-Gymnase Nicolas Gill","014-002"
