record,SEXE,AGE,LANGU,Q0QC,Q0QCP,Q1Ar1,Q1Ar2,Q1Ar3,Q1Ar4,Q1Ar5,Q1Ar6,Q1Ar7,Q1Ar8,Q1Ar9,Q1Ar96,Q1C,Q1B,Q2,Q3,Q4r1,Q4r2,Q5,Q6,Q7,Q8r1,Q8r2,Q8r3,Q8r4,Q9r1,Q9r2,Q9r3,Q9r4,Q9r5,Q9r6,Q10,N_BARRIERES,pond
2527,1,7,6,6,10,0,0,1,0,0,0,0,0,0,0,2,98,5,1,5,5,7,11,1,4,4,5,3,1,1,1,1,1,1,2,0,1.92289
2529,1,6,4,6,19,0,1,1,0,1,1,0,0,0,0,3,2,5,1,4,5,7,11,1,4,5,4,3,1,1,2,1,2,1,2,2,2.0818
2542,2,10,1,6,24,0,0,0,0,1,0,0,0,0,0,3,2,2,1,4,2,7,4,3,3,2,2,3,1,2,2,2,2,1,1,10,0.44508
2546,2,4,1,6,5,0,0,1,0,0,0,0,0,0,0,1,,6,1,5,4,7,5,2,3,3,4,3,1,2,2,1,1,1,1,4,0.90491
2547,1,3,4,6,14,0,0,1,0,1,0,0,0,0,0,1,,3,1,4,5,6,4,2,4,5,5,3,1,1,1,1,1,1,2,1,3.26386
2551,1,10,1,6,14,0,0,0,0,0,0,0,0,1,0,1,,5,1,5,4,7,10,1,4,4,3,3,1,1,1,2,2,1,2,2,0.7047
2553,1,10,1,6,24,0,0,0,0,0,1,0,0,0,0,3,2,4,1,5,4,7,9,1,4,3,4,3,1,1,1,1,1,1,2,0,0.54179
2554,1,7,1,6,5,0,0,1,0,0,0,0,0,0,0,3,1,5,2,5,5,4,6,4,3,1,2,5,1,1,1,1,2,2,1,6,1.4816
2562,1,7,2,6,15,0,0,1,0,0,0,0,0,0,0,2,98,2,1,5,5,7,10,1,1,3,3,2,1,2,2,1,2,2,1,8,1.92289
2608,2,2,1,6,13,1,0,0,0,0,0,0,1,0,0,1,,5,1,5,4,6,1,4,1,3,1,1,1,2,1,2,2,1,1,9,0.7034
2645,1,6,1,6,24,0,0,1,0,0,0,0,0,0,0,3,1,4,1,5,4,5,10,1,3,3,5,3,2,2,2,2,1,2,2,5,0.95861
2646,1,2,2,6,30,0,0,0,0,0,0,0,1,0,0,3,1,5,1,4,5,4,1,2,2,4,4,4,1,2,2,2,1,1,2,5,3.26386
2669,2,2,1,6,5,0,0,1,0,0,0,0,0,0,0,1,,3,1,5,4,6,6,1,1,2,2,2,2,2,2,2,2,2,2,10,0.90491
2679,2,7,1,6,14,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,3,7,6,2,3,4,4,3,1,2,1,2,2,1,1,4,0.77652
2682,1,8,2,6,8,0,0,0,0,1,0,0,0,0,0,3,2,2,1,2,5,7,1,4,5,5,5,5,2,2,1,2,2,2,1,10,1.92289
2689,1,7,1,6,23,0,0,0,0,1,0,0,0,0,0,3,2,2,1,5,3,7,4,3,4,4,3,3,1,2,1,2,2,1,1,7,1.15168
2700,2,4,7,6,30,0,0,1,0,0,0,0,0,0,0,1,,5,1,4,5,6,11,1,3,4,3,4,1,2,1,2,2,1,1,4,1.41986
2701,2,2,6,6,29,0,0,1,0,0,0,0,0,0,0,2,2,2,2,3,5,3,4,2,3,5,5,2,1,1,2,1,1,2,1,8,1.03422
2712,2,6,1,6,14,0,0,1,0,0,0,0,0,0,0,3,1,4,2,5,1,5,4,3,1,1,3,1,1,2,2,1,1,1,1,8,0.82266
2715,1,11,1,6,24,0,0,0,0,0,0,0,0,1,0,3,1,5,1,4,2,7,3,2,3,1,4,3,1,2,1,1,2,1,2,4,0.39509
2718,1,6,2,6,13,0,1,0,1,0,0,0,0,0,0,1,,6,1,3,5,7,8,2,3,2,3,3,1,2,2,2,2,1,2,6,2.0818
2728,2,2,5,6,29,1,0,1,0,0,0,0,0,0,0,1,,3,1,5,5,7,8,3,1,3,4,3,1,1,2,2,2,1,2,5,1.03422
2732,2,4,7,6,16,0,0,0,0,1,0,0,0,0,0,1,,6,1,5,5,5,4,2,4,5,4,5,1,1,1,1,1,1,1,2,1.07394
2736,1,5,4,6,5,0,0,1,0,0,0,0,0,0,0,1,,7,1,5,5,4,10,1,4,4,5,5,1,2,1,2,2,1,1,4,2.67818
2739,1,4,1,6,30,0,0,1,0,0,0,0,0,0,0,1,,3,1,5,3,7,7,1,3,2,4,4,1,2,1,2,2,1,2,4,1.95482
2742,2,5,1,6,13,0,0,1,0,0,0,0,0,0,0,2,2,3,1,5,3,7,4,3,1,1,3,1,2,2,2,2,2,1,2,10,0.82266
2746,2,8,1,6,32,0,0,0,0,1,0,0,0,0,0,1,,6,1,5,5,7,9,1,5,5,3,5,1,1,1,1,1,1,1,1,0.77652
2752,2,7,5,6,18,0,0,0,0,0,0,0,1,0,0,3,1,3,1,4,2,4,3,2,2,2,3,1,1,2,1,2,2,1,1,8,1.56745
2755,1,7,4,6,24,0,0,0,0,0,0,0,1,0,0,1,,3,1,4,5,7,1,2,1,4,5,4,1,2,2,2,2,2,2,7,1.47836
2766,2,5,5,6,29,0,0,1,0,0,0,0,0,0,0,2,1,3,1,5,3,6,4,2,2,3,3,3,1,2,1,1,2,1,1,5,1.20956
2840,2,4,1,6,21,0,0,0,1,1,0,0,0,0,0,3,1,6,1,5,3,7,10,1,4,3,3,3,1,2,2,2,2,2,1,6,0.7034
2845,2,2,2,6,23,1,0,0,0,0,0,0,0,0,0,1,,5,1,4,5,6,2,2,3,4,4,4,1,2,2,2,2,2,2,6,1.41986
2848,2,5,1,6,1,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,3,7,10,1,3,3,3,3,1,2,2,2,2,1,1,5,0.82266
2860,1,5,2,6,30,0,0,1,0,0,0,0,0,0,0,2,1,6,1,3,5,3,8,1,4,3,5,3,1,2,2,1,2,1,1,6,2.0818
2872,1,3,4,6,8,0,0,1,0,0,0,0,0,0,0,1,,4,1,5,5,5,7,1,3,4,3,2,1,2,2,1,1,1,2,3,3.26386
2880,1,2,1,6,2,1,0,0,0,0,0,0,0,0,0,1,,2,1,5,5,5,4,1,5,4,4,4,1,1,1,1,1,1,1,3,1.95482
2883,2,7,4,6,11,0,0,0,0,1,0,0,0,0,0,3,1,5,1,5,5,7,10,1,3,1,5,3,1,2,2,2,1,1,1,5,1.56745
2889,1,5,4,6,27,0,0,1,0,0,0,0,0,0,0,1,,6,1,5,5,7,9,1,4,4,5,4,1,1,1,1,1,1,1,1,2.0818
2898,1,8,1,6,32,1,0,0,0,0,0,0,0,0,0,2,2,2,1,5,1,7,6,3,5,1,1,1,1,2,2,2,2,1,1,10,1.15168
2906,2,5,2,6,5,1,0,0,0,0,0,0,0,0,0,1,,5,2,3,5,7,6,2,5,4,3,5,1,1,1,1,1,1,1,2,2.13629
2940,2,3,1,6,32,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,4,6,4,2,1,3,4,2,1,2,1,2,2,1,1,7,0.7034
2945,2,9,1,6,5,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,5,7,11,1,3,4,3,3,1,1,1,2,2,1,2,2,0.74475
2949,2,4,1,6,14,0,0,0,0,1,0,0,0,0,0,3,2,3,1,5,3,7,11,1,3,4,3,5,1,1,1,1,1,1,1,1,0.7034
2956,1,8,1,6,24,0,0,0,0,1,0,0,1,0,0,3,2,6,1,5,4,7,2,3,3,3,5,3,2,2,2,1,1,1,1,6,0.88544
2959,1,12,2,6,16,0,0,0,0,1,0,0,0,0,0,3,2,6,1,4,5,7,8,1,3,3,3,3,2,2,2,2,1,1,1,5,0.64898
2960,2,3,2,6,29,0,0,1,0,0,0,0,0,0,0,2,1,2,1,3,5,5,4,2,4,3,3,3,1,2,2,2,2,1,1,8,1.03422
2961,1,5,4,6,5,0,0,1,0,0,0,0,0,0,0,1,,5,1,4,4,6,8,3,5,2,3,4,1,1,1,2,1,1,2,3,2.67818
2962,1,4,1,6,24,0,0,1,0,0,0,0,0,0,0,3,1,5,2,5,4,3,7,2,2,4,5,3,2,2,2,1,1,1,1,6,1.50291
2967,2,4,1,6,30,0,0,1,0,0,0,0,0,0,0,3,1,4,1,5,3,7,10,2,3,3,3,2,1,2,2,2,2,1,2,5,0.7034
2978,2,2,1,6,16,1,0,0,0,0,0,0,0,0,0,1,,3,1,5,5,5,10,2,4,3,4,4,1,1,1,2,2,1,1,3,0.53204
2980,1,10,5,6,30,0,0,0,0,0,1,0,0,0,0,3,2,5,1,5,5,7,11,1,5,5,5,5,1,1,1,1,1,1,2,0,1.1766
2981,1,4,1,6,23,0,0,1,0,0,0,0,0,0,0,2,1,6,1,5,4,7,9,1,5,4,4,3,1,2,2,1,1,1,2,2,1.95482
2983,1,9,1,6,29,0,0,0,0,0,0,0,0,1,0,2,98,5,1,5,4,7,11,1,4,3,4,3,1,2,2,1,1,1,1,3,0.5133
2993,1,9,1,6,14,0,0,0,0,0,1,0,0,0,0,2,2,4,1,5,4,7,10,1,5,4,4,4,1,1,1,2,1,1,2,1,0.7047
2994,2,3,1,6,1,1,0,0,0,0,0,0,0,0,0,3,1,2,1,5,3,6,3,3,2,1,3,1,2,2,2,2,2,2,2,12,0.7034
2998,1,10,7,6,13,0,0,0,0,1,0,0,0,1,0,1,,5,1,4,5,7,8,1,2,2,4,3,1,2,1,2,1,1,1,5,1.1766
2999,2,3,4,6,5,0,0,1,0,0,0,0,0,0,0,2,98,5,2,3,5,6,3,3,2,2,4,3,1,2,2,2,2,2,1,11,1.82661
3011,1,8,1,6,1,0,0,0,0,0,0,0,1,0,0,2,1,2,1,5,5,7,3,4,2,3,3,3,1,2,1,1,1,1,1,6,1.15168
3012,2,5,2,6,22,0,0,1,0,0,0,0,0,0,0,2,2,2,1,3,5,7,8,4,3,4,5,3,1,1,1,2,2,1,1,6,1.66058
3014,1,4,1,6,24,1,0,0,0,1,0,0,0,0,0,3,2,5,1,5,4,7,8,2,2,4,3,4,1,2,1,2,2,1,1,5,1.50291
3021,1,6,1,6,2,0,0,1,0,0,0,0,0,0,0,1,,3,2,5,3,4,7,1,1,1,5,5,1,2,1,1,1,1,1,4,1.24685
3034,1,12,1,6,26,0,0,0,0,0,0,0,0,1,0,3,1,6,1,5,5,7,9,1,4,4,3,4,1,1,1,1,1,1,1,1,0.51389
3035,2,4,7,6,32,1,0,0,0,0,0,0,0,0,0,2,98,6,1,5,5,7,4,2,2,3,4,1,1,2,2,2,2,1,1,8,1.41986
3042,2,4,2,6,21,0,0,1,0,0,0,0,0,0,0,3,1,5,1,4,5,7,10,1,2,2,4,3,2,2,2,2,2,2,2,8,1.41986
3043,2,7,2,6,26,0,0,1,0,0,0,0,0,0,0,1,,5,1,4,5,7,7,2,4,3,3,3,1,1,1,2,2,1,2,2,1.56745
3052,2,3,4,6,15,1,0,0,1,0,0,0,0,0,0,1,,5,1,5,5,6,3,2,2,3,5,3,1,2,1,1,1,1,2,3,1.41986
3060,1,11,1,6,23,0,0,0,0,1,0,0,0,0,0,3,2,4,1,5,3,7,5,1,5,4,4,4,1,1,1,2,2,1,1,4,0.51389
3061,1,5,1,6,5,0,0,1,0,0,0,0,0,0,0,3,1,7,1,5,5,7,11,2,3,3,5,4,1,1,2,1,2,1,1,3,1.60404
3064,1,11,6,6,27,0,0,0,0,0,0,0,0,1,0,3,1,3,1,2,5,7,8,1,3,4,5,2,1,2,2,2,2,1,2,6,0.85801
3072,1,4,2,6,19,0,0,0,0,1,0,0,0,0,0,1,,2,1,3,4,7,5,4,3,3,3,3,1,1,1,1,1,1,1,5,3.26386
3077,1,6,1,6,26,0,0,0,1,0,0,0,0,0,0,3,1,3,2,5,3,4,5,1,1,2,5,2,1,2,2,2,1,1,1,8,1.24685
3084,1,4,1,6,16,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,5,6,9,1,4,1,2,1,1,2,2,2,2,1,2,7,1.47857
3087,2,2,1,6,1,1,0,0,1,0,0,1,0,0,0,2,1,3,1,5,4,5,8,3,4,3,3,3,1,2,1,2,2,2,2,5,0.7034
3093,1,12,1,6,14,0,0,0,0,0,0,0,0,0,1,1,,4,2,5,2,6,3,2,2,4,3,2,1,1,2,2,2,1,1,7,0.51389
3094,2,5,1,6,14,0,0,1,0,0,0,0,0,0,0,2,1,6,1,5,5,5,10,1,4,2,5,4,1,2,1,2,2,1,1,5,0.82266
3095,2,3,1,6,29,0,0,0,1,1,0,0,0,0,0,3,2,5,1,5,5,6,6,2,1,2,2,3,1,2,1,1,2,2,1,7,0.51236
3099,2,4,1,6,11,0,0,1,0,0,0,0,0,0,0,2,98,6,1,5,4,5,11,2,3,2,2,3,1,1,1,2,2,1,2,4,0.7034
3100,2,9,2,6,30,0,0,1,0,0,0,0,0,0,0,3,1,5,2,2,5,5,7,2,4,4,5,3,1,1,1,2,2,1,1,4,1.16856
3103,1,6,4,6,32,0,0,0,0,1,0,0,0,0,0,3,1,3,1,5,5,7,8,1,4,4,4,5,1,2,1,2,1,1,1,3,2.0818
3110,1,6,7,6,32,0,0,1,0,0,0,0,0,0,0,1,,5,1,4,4,7,11,2,4,4,4,4,1,1,1,1,1,1,2,0,2.0818
3112,1,8,4,6,1,0,0,1,0,0,0,0,0,0,0,2,98,5,1,5,5,7,7,1,4,3,4,2,1,2,2,2,2,1,1,6,1.92289
3120,1,3,2,6,3,0,0,0,0,0,1,0,0,0,0,1,,5,1,5,5,2,5,1,4,4,5,5,1,1,1,1,1,1,1,3,3.26386
3137,1,6,1,6,8,0,0,1,0,0,0,0,0,0,0,1,,4,1,5,5,6,11,1,4,5,5,5,1,1,1,1,2,1,1,2,1.24685
3139,2,2,4,6,32,1,0,0,0,0,0,0,0,0,0,2,2,4,1,5,5,6,3,3,5,5,5,3,2,2,2,2,2,2,2,8,1.41986
3141,1,11,1,6,25,0,0,0,0,0,0,0,0,1,0,1,,4,1,5,4,7,8,2,5,5,5,4,1,1,1,1,1,1,1,1,0.51389
3142,1,3,2,6,10,0,0,1,0,0,0,0,0,0,0,1,,5,2,5,4,3,5,2,5,4,5,5,1,1,1,1,1,1,1,3,3.26386
3150,1,9,1,6,24,0,0,0,0,1,0,0,0,0,0,1,,4,1,5,4,7,7,3,3,2,4,3,1,1,1,1,1,1,1,3,0.54179
3155,1,6,1,6,32,0,0,0,0,0,0,0,1,0,0,2,98,2,1,5,4,7,4,2,1,3,3,2,1,2,1,2,2,1,2,7,1.24685
3167,1,11,4,6,5,0,0,1,0,0,0,0,0,0,0,1,,6,1,4,5,7,8,2,3,3,4,4,1,1,1,1,1,1,1,1,1.10381
3175,1,6,4,6,12,0,0,1,0,0,0,0,0,0,0,1,,2,1,5,5,7,8,1,4,4,4,4,1,1,1,1,1,1,1,2,2.0818
3179,1,10,7,6,1,0,0,0,0,0,0,0,0,0,1,3,1,6,3,5,3,6,2,3,2,2,3,3,1,2,2,1,1,2,1,9,1.1766
3187,1,5,5,6,1,0,0,1,0,0,0,0,0,0,0,2,1,3,1,4,4,7,6,3,3,2,3,2,1,2,2,2,2,1,2,7,2.0818
3195,2,10,1,6,24,0,0,0,0,1,0,0,0,0,0,3,2,4,1,5,4,7,1,4,3,4,3,4,1,2,1,1,1,1,1,4,0.44508
3209,1,5,1,6,17,0,0,1,0,0,0,0,0,0,0,1,,6,1,4,4,4,8,1,4,3,4,4,1,1,2,1,1,1,1,2,1.24685
3215,2,10,2,6,5,0,0,1,0,0,0,0,0,0,0,1,,5,1,4,5,6,6,2,3,4,5,4,1,2,1,2,2,2,2,4,1.50332
3217,2,5,6,6,26,0,0,1,0,0,0,0,0,0,0,2,1,5,1,3,5,6,6,2,3,5,5,3,1,2,1,1,2,1,2,3,1.66058
3223,2,4,1,6,14,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,4,7,7,1,3,2,3,3,1,2,1,1,1,1,2,2,0.7034
3225,2,7,1,6,32,0,0,0,0,0,0,0,1,0,0,3,1,3,1,5,3,7,3,3,1,1,3,1,1,2,2,1,2,1,1,9,0.77652
3230,2,6,1,6,24,0,0,1,0,0,0,0,0,0,0,2,98,3,1,5,4,7,6,2,3,1,2,1,1,2,2,2,2,1,2,7,0.63248
3231,2,11,1,6,23,0,0,0,0,0,0,0,0,1,0,2,1,3,1,5,3,7,5,1,3,1,3,1,2,2,2,1,1,1,2,6,0.77268
3233,2,7,7,6,24,0,0,0,0,0,0,0,0,0,1,1,,6,2,5,2,5,8,1,5,3,1,2,2,2,2,1,2,2,1,8,1.20508
3241,2,2,4,6,1,1,0,1,0,0,0,0,0,0,0,1,,3,1,5,5,6,4,3,5,1,4,4,1,1,1,1,2,2,1,6,1.41986
3245,1,9,1,6,24,0,0,1,0,0,0,0,0,0,0,1,,2,1,5,1,7,7,3,3,1,4,2,1,2,1,1,1,1,1,6,0.54179
3247,2,11,1,6,27,0,0,0,0,0,0,0,0,1,0,1,,3,1,4,3,7,7,2,4,3,3,4,1,2,1,1,1,1,2,1,0.77268
3248,1,5,4,6,20,0,0,1,0,0,0,0,0,0,0,2,1,7,1,5,5,5,5,2,3,3,5,2,1,2,2,2,2,2,1,8,2.0818
3249,2,2,4,6,1,1,0,1,0,0,0,0,0,0,0,1,,4,1,5,5,6,4,2,5,5,5,4,1,1,1,1,1,1,1,2,1.41986
3252,2,2,6,6,24,0,0,0,1,0,0,0,0,0,0,1,,3,1,5,4,6,6,1,4,3,4,3,1,1,1,2,1,2,2,2,1.09162
3257,2,6,1,6,5,0,0,1,0,0,0,0,0,0,0,98,1,6,1,5,5,7,9,1,3,4,4,4,2,2,2,1,1,1,1,4,1.05833
3273,2,2,7,6,30,0,0,1,0,0,0,0,0,0,0,3,1,5,1,1,5,3,6,2,2,2,5,1,1,2,2,2,2,2,2,10,1.41986
3279,2,8,2,6,26,0,0,1,0,0,0,0,0,0,0,1,,6,1,3,5,7,9,1,2,3,3,3,2,1,1,2,2,1,1,6,1.56745
3284,2,3,6,6,30,0,0,1,0,0,0,0,0,0,0,3,1,6,1,1,5,2,9,1,5,4,4,3,1,2,1,2,1,1,2,4,1.41986
3286,1,9,4,6,96,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,4,7,5,2,4,4,4,4,1,1,1,1,1,1,1,2,1.1766
3287,1,3,2,6,19,0,0,1,0,0,0,0,0,0,0,2,1,6,1,5,5,3,7,2,4,5,5,3,1,1,1,1,1,1,1,2,3.26386
3296,1,6,1,6,5,0,0,1,0,0,0,0,0,0,0,1,,6,2,5,2,3,5,1,4,5,4,4,2,2,2,1,2,1,1,7,1.60404
3306,1,10,4,6,30,0,0,0,0,0,0,0,0,1,0,2,2,3,1,5,5,7,3,2,3,3,3,3,1,1,1,2,1,2,1,4,1.1766
3310,1,5,1,6,31,0,0,1,0,0,0,0,0,0,0,2,2,4,1,5,5,7,7,1,5,4,5,4,1,2,2,1,1,1,1,3,1.24685
3315,1,7,7,6,11,0,0,1,0,0,1,0,0,0,0,3,2,3,3,2,5,5,9,1,3,4,5,4,1,1,1,2,2,1,1,5,1.92289
3321,1,5,1,6,18,0,0,1,0,0,0,0,0,0,0,2,1,5,2,5,2,3,4,1,4,4,4,3,2,2,2,2,1,2,1,8,1.24685
3328,1,8,2,6,6,0,0,0,0,0,1,0,0,0,0,3,2,5,1,2,5,1,10,1,1,5,2,5,1,1,1,1,1,1,1,5,1.92289
3329,2,7,1,6,18,0,0,0,0,0,0,0,1,0,0,2,98,3,1,5,5,7,1,4,5,4,5,4,1,2,2,1,1,1,1,5,0.77652
3339,2,5,6,6,21,0,0,0,1,0,0,0,0,0,0,1,,5,1,4,5,7,7,2,3,4,4,3,1,2,2,2,1,1,2,3,1.66058
3356,2,5,1,6,26,0,1,1,0,0,0,0,0,0,0,2,1,4,1,5,3,7,5,1,1,2,1,4,2,1,2,2,2,1,1,9,0.82266
3358,1,5,1,6,26,0,0,1,0,1,0,0,0,0,0,1,,7,2,5,5,6,11,1,4,2,5,2,1,1,2,2,2,1,1,6,1.24685
3368,2,3,2,6,15,1,0,0,0,0,0,0,0,0,0,3,1,6,1,4,5,5,9,2,2,3,3,2,1,1,1,2,2,1,1,5,1.41986
3378,2,5,7,6,32,1,0,0,0,0,0,0,0,0,0,1,,5,2,5,5,4,4,1,4,4,4,4,1,1,1,1,1,1,1,2,1.66058
3380,2,5,1,6,14,0,0,0,0,1,0,0,0,0,0,3,2,2,1,5,4,7,5,2,2,1,3,1,1,2,2,2,2,1,1,10,0.82266
3382,1,9,1,6,16,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,4,7,6,3,5,3,3,3,1,2,2,1,1,1,1,4,0.53301
3386,1,4,4,6,30,0,0,1,0,0,0,0,0,0,0,2,2,6,1,5,5,7,11,1,4,3,3,4,1,1,1,1,1,1,2,0,3.26386
3391,1,10,7,6,30,0,0,0,0,1,0,0,0,0,0,3,2,6,1,5,5,7,9,1,5,5,5,5,1,1,1,2,2,1,1,3,1.1766
3393,2,5,7,6,31,0,0,1,0,0,0,0,0,0,0,1,,5,1,3,5,4,9,2,3,5,5,3,2,1,2,2,1,1,2,4,1.66058
3402,1,11,7,6,1,0,0,1,0,0,0,0,0,0,0,2,2,5,1,3,5,7,11,1,5,4,4,5,1,1,1,1,1,2,1,3,0.85801
3405,2,5,1,6,24,0,0,0,0,1,0,0,0,0,0,3,2,3,1,5,4,7,1,2,2,1,2,2,1,2,2,2,2,1,1,10,0.63248
3406,1,8,5,6,2,0,0,1,0,0,0,0,0,0,0,2,2,5,2,5,3,5,7,2,3,2,3,3,1,2,1,1,1,1,2,2,1.92289
3409,2,2,1,6,9,1,0,0,1,0,0,0,0,0,0,1,,3,1,4,5,6,6,1,3,2,3,3,1,2,2,1,2,1,1,5,0.7034
3410,2,5,4,6,16,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,5,7,7,1,1,2,5,3,1,2,1,1,2,1,1,5,1.25602
3421,2,5,1,6,31,0,0,0,0,0,0,0,1,0,0,1,,3,2,4,3,3,2,3,4,4,4,4,1,2,1,1,2,2,1,7,0.82266
3422,1,7,1,6,15,0,0,0,0,1,0,0,0,0,0,3,2,3,1,5,4,7,3,3,2,2,4,3,1,2,2,2,2,1,2,8,1.15168
3426,2,2,1,6,30,1,0,1,0,0,0,0,0,0,0,3,1,3,1,5,5,6,4,2,1,2,4,2,2,2,2,2,2,2,1,11,0.7034
3502,2,9,1,6,5,0,0,0,0,0,0,0,0,1,0,3,1,6,1,5,3,7,10,1,4,3,3,2,1,2,1,1,1,1,2,2,0.74475
3505,1,9,2,6,23,0,0,1,0,0,0,0,0,0,0,3,1,2,1,5,5,7,4,3,1,2,5,2,1,1,2,2,2,2,1,11,1.1766
3506,1,3,4,6,5,1,0,0,0,0,0,0,0,0,0,1,,5,2,5,5,1,3,2,4,4,5,2,2,1,1,1,2,1,1,6,4.19885
3513,2,6,7,6,30,0,0,0,0,0,0,0,1,0,0,3,1,7,2,1,5,4,7,3,4,3,4,3,2,2,2,1,2,1,2,6,1.66058
3516,2,6,1,6,1,0,0,1,0,0,0,0,0,0,0,3,1,5,2,5,4,5,5,2,3,3,4,2,1,2,1,1,2,1,1,5,0.82266
3524,1,8,7,6,27,0,0,0,0,1,0,0,0,0,0,3,2,4,2,4,5,6,8,1,4,5,5,5,1,2,2,2,2,1,1,5,1.92289
3525,2,6,1,6,16,0,0,1,0,0,0,0,0,0,0,1,,2,1,5,5,7,9,2,4,3,3,3,2,2,2,2,2,2,1,8,0.62223
3531,1,10,2,6,18,0,0,0,0,0,0,0,0,1,0,3,1,3,2,1,5,2,11,1,5,4,5,5,1,2,1,2,2,1,1,6,1.1766
3534,1,4,1,6,33,0,0,1,0,0,0,0,0,0,0,1,,6,1,5,4,4,8,1,4,5,4,3,2,1,1,2,2,1,2,3,1.95482
3538,2,4,1,6,23,0,0,0,0,0,0,0,0,0,1,2,1,6,1,5,5,7,9,1,4,4,4,4,2,2,2,2,2,1,1,6,0.7034
3544,1,8,1,6,16,0,0,0,0,0,0,0,1,0,0,1,,5,2,5,5,6,3,1,4,4,5,2,1,2,1,2,2,1,1,6,0.8711
3547,2,2,7,6,21,1,0,0,1,0,0,0,0,0,0,2,1,5,1,3,5,6,9,2,4,3,2,2,2,2,2,2,1,1,2,7,1.41986
3554,1,3,7,6,1,1,0,0,0,0,0,0,0,0,0,2,1,6,2,4,4,1,1,3,2,2,3,3,2,2,2,2,2,2,1,12,3.26386
3561,2,6,2,6,13,0,0,0,0,1,0,0,0,0,0,3,98,3,1,2,5,7,6,3,1,1,2,1,2,2,2,2,1,2,1,12,1.66058
3565,2,8,7,6,27,0,0,1,0,0,0,0,0,0,0,1,,7,2,4,2,5,5,2,3,3,4,3,1,2,2,2,2,1,2,5,1.56745
3567,1,3,2,6,15,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,5,6,8,1,5,5,5,5,1,1,1,1,1,1,2,0,3.26386
3578,2,3,7,6,26,0,0,0,1,0,0,0,0,0,0,2,1,4,1,5,5,6,5,2,1,5,3,3,1,2,1,1,1,1,1,4,1.41986
3579,2,8,1,6,25,0,0,0,0,1,0,0,0,0,0,1,,6,3,5,5,7,4,4,2,3,3,4,1,2,2,1,1,1,1,7,0.77652
3582,1,6,1,6,16,1,0,0,0,0,0,0,0,0,0,1,,5,1,5,5,6,4,2,3,3,4,4,1,2,1,1,1,1,2,2,0.94309
3585,2,3,1,6,2,0,0,0,1,0,0,0,0,0,0,1,,5,1,5,3,7,7,4,3,3,3,3,1,2,2,1,1,2,1,5,0.7034
3609,2,6,1,6,30,0,0,0,0,0,1,0,0,0,0,2,2,5,1,5,2,4,7,1,3,2,3,3,1,2,1,2,1,1,2,3,0.82266
3610,2,4,4,6,3,1,0,1,0,0,0,0,0,0,0,1,,3,1,5,5,7,10,2,4,2,4,3,1,2,1,2,2,2,2,5,1.41986
3613,2,2,1,6,30,1,0,0,1,0,0,0,0,0,0,1,,6,2,5,2,1,4,3,2,5,5,4,1,1,1,2,2,1,1,7,0.7034
3635,1,8,1,6,16,0,0,0,0,1,0,0,0,0,0,3,98,3,1,5,4,7,9,2,3,4,2,4,1,1,1,2,2,1,1,4,0.8711
3636,2,6,2,6,6,0,0,1,0,0,0,0,0,0,0,2,1,3,1,3,5,5,6,2,2,3,5,2,1,2,2,1,1,1,1,6,1.66058
3637,2,10,1,6,26,0,0,0,1,0,0,0,0,0,0,1,,3,1,5,2,7,7,2,4,4,4,4,1,1,1,1,1,1,1,1,0.57891
3639,2,6,1,6,11,0,0,1,0,0,0,0,0,0,0,2,1,5,1,5,3,7,1,3,3,3,4,3,1,2,1,2,1,1,2,4,0.82266
3640,2,9,1,6,15,0,0,1,0,0,0,0,0,0,0,2,1,3,1,5,4,7,5,1,2,4,4,2,2,2,2,2,2,1,1,9,0.57891
3653,2,2,7,6,27,0,0,1,0,0,0,0,0,0,0,2,2,2,1,3,3,4,9,2,3,3,3,3,1,1,1,1,1,1,1,3,1.41986
3663,2,12,4,6,14,0,0,0,0,1,0,0,0,0,0,3,2,4,2,5,5,7,7,1,2,4,2,4,1,2,1,2,2,1,1,6,1.55969
3668,2,4,1,6,32,0,0,1,0,0,0,0,0,0,0,1,,4,1,5,5,7,4,1,4,4,2,5,1,2,1,1,1,1,1,4,0.7034
3688,2,3,2,6,25,0,0,1,0,0,0,0,0,0,0,3,1,5,1,3,5,6,11,2,3,3,4,3,2,2,2,2,2,2,2,7,1.41986
3693,2,11,1,6,2,0,0,0,0,1,0,0,0,0,0,3,2,4,1,4,2,7,3,1,5,3,3,3,1,2,1,1,1,1,1,3,0.77268
3703,1,9,7,6,2,0,0,0,0,1,0,0,0,0,0,3,2,3,1,3,5,7,8,1,3,3,5,4,1,2,1,1,2,1,1,4,1.1766
3706,2,2,1,6,32,1,0,0,0,0,0,0,0,0,0,3,1,2,1,5,4,5,7,3,1,1,4,2,1,2,2,1,1,1,1,8,0.7034
