ï»¿id,municipalite,arrondissement,secteur,nom_rue,type,longueur,geom
2773275,94068,Chicoutimi,Canton-Tremblay,Rue Ãlie,Rue,79,"LINESTRING (-71.11819057846121 48.45822961377877,-71.11806007642699 48.45847258329165,-71.11792353900682 48.458725862298856,-71.11786014264109 48.45882527329401,-71.11777225582783 48.45887595314506)"
2773274,94068,Chicoutimi,Canton-Tremblay,Rue Roger,Rue,175,"LINESTRING (-71.11862016251962 48.456860243128,-71.1173585296672 48.456646956810744,-71.11631697269108 48.456485865688975)"
2773272,94068,Chicoutimi,Canton-Tremblay,Rue Yvonne,Rue,96,"LINESTRING (-71.11862016251962 48.456860243128,-71.11807408816689 48.457089061738785,-71.11781365890414 48.457247335002236,-71.11762618070658 48.45740521169212)"
2781674,94068,Chicoutimi,Canton-Tremblay,Rue du Patrimoine,Rue,102,"LINESTRING (-71.12667247104254 48.45651042322863,-71.12668693270555 48.456685797994474,-71.12657381293475 48.457079233999146,-71.12640291550902 48.45740448822757)"
2781672,94068,Chicoutimi,Canton-Tremblay,Rue de la SablonniÃ¨re,Rue,114,"LINESTRING (-71.12854504718062 48.45577217467956,-71.1278623510143 48.45573437312534,-71.12742900159033 48.45568151256679,-71.12704185466764 48.455582510301674)"
35887,94068,Chicoutimi,Canton-Tremblay,Route Madoc,Route Rurale,2188,"LINESTRING (-71.0559224593878 48.47964271841186,-71.05605727294534 48.47943261722347,-71.05622107840881 48.47914750070329,-71.05631877034341 48.47881059441436,-71.05635328100898 48.47861672393392,-71.05637476729802 48.47831077107157,-71.05637625877493 48.47799132253447,-71.05631444195399 48.47771352623596,-71.05607407678345 48.477233259300775,-71.05595673475783 48.47706785838921,-71.05583242626706 48.47694670266445,-71.05563554185338 48.47676697618237,-71.05536851283966 48.47658758784669,-71.0550258798527 48.47641479439415,-71.05457556207779 48.476293495634806,-71.05440037324449 48.47623543300368,-71.05422457260937 48.47618288534545,-71.05404564074969 48.476104606869086,-71.05385767479135 48.475993872528,-71.0536077334158 48.47583276228419,-71.05349011845432 48.4757388472843,-71.05343328448404 48.47566463850811,-71.05338137656972 48.47559125862996,-71.05331902198998 48.475417465610626,-71.05330517675998 48.47531699508008,-71.05329426823576 48.47501948794227,-71.0532633335789 48.474524614756206,-71.05329013749297 48.47432922258215,-71.05331198927223 48.47422625193092,-71.0533879522851 48.47409195745307,-71.05362540163667 48.473697637469556,-71.05384082001073 48.473354851295085,-71.05420614376254 48.472776516778296,-71.05458230004332 48.472189993051366,-71.05505326518286 48.47166289063838,-71.055134646087 48.47155772130464,-71.05526510783746 48.47132762512621,-71.05534355271517 48.47107061762217,-71.05550092680939 48.47069437068329,-71.05555266551458 48.47059619647437,-71.05563485572519 48.470496525264274,-71.05578772822031 48.47035936919748,-71.0560004031398 48.470221550797696,-71.05642265342188 48.470081597460194,-71.05684945261261 48.46993485182516,-71.05709022763187 48.469833722350465,-71.05730595573499 48.46970302691914,-71.05743873265774 48.46958622627376,-71.0575394126556 48.46950604812674,-71.05762376912368 48.469419196433314,-71.05768784440934 48.46933514379052,-71.0577757583563 48.46920235149641,-71.05783941997551 48.46908048183554,-71.05791397699846 48.46884105080517,-71.0579178204827 48.468635729757274,-71.05791287407529 48.46827714924918,-71.05791559840394 48.46796985647108,-71.05791939742512 48.46776048299981,-71.05793406061014 48.46761588958831,-71.05795102145946 48.46749559708314,-71.0579640530009 48.46738747964784,-71.05799433385495 48.467277928610876,-71.05805171131932 48.467132690075076,-71.05817908952591 48.46678925731908,-71.05823228313865 48.46665698645306,-71.05847283257687 48.46608693515722,-71.05851779812551 48.46593124822058,-71.05856146220403 48.46576075387924,-71.058583900402 48.46558545731403,-71.05860156210026 48.4653276171736,-71.05861550489254 48.46519685238922,-71.05866170565236 48.46487472626127,-71.05869426798526 48.46477148566262,-71.05873431716364 48.46469254595177,-71.05878217807975 48.464630789643195,-71.05895857719042 48.46448550418454,-71.05910328684702 48.46432394700824,-71.05916338238727 48.464212643564636,-71.05923351010814 48.464084299336086,-71.05928159015404 48.46396455775761,-71.05930062197119 48.46383646177285,-71.05924660331806 48.463725712779514,-71.05913835722504 48.463640147273544,-71.05898295769879 48.46360352117194,-71.05692624987722 48.46320795491327)"
3983214,94068,Chicoutimi,Canton-Tremblay,Rue Justine,Rue,38,"LINESTRING (-71.02207207563485 48.451408108476635,-71.02169310492891 48.451643184346416)"
37164,94068,Chicoutimi,Canton-Tremblay,Chemin Raymond,Route Rurale,134,"LINESTRING (-71.0356931535053 48.45926798438106,-71.03549459159102 48.45912899080219,-71.03517166250428 48.459012723433055,-71.03474162011044 48.458907659132564,-71.03440282131743 48.45885238833038,-71.03406402324283 48.45879711562822)"
2775774,94068,Chicoutimi,Canton-Tremblay,Route Sainte-GeneviÃ¨ve,ArtÃ¨re Principale,197,"LINESTRING (-71.16436282488603 48.463997529104326,-71.16494317277676 48.46415701440075,-71.16545499262733 48.46435115952213,-71.16579749251112 48.4644919080236,-71.16611301040687 48.46465320248641,-71.16640148711663 48.46483051148293,-71.16658700230379 48.46494951106015)"
3985892,94068,Chicoutimi,Canton-Tremblay,Route de Tadoussac,ArtÃ¨re Principale,227,"LINESTRING (-71.01829739850521 48.4522967209476,-71.01746487281963 48.45270005375879,-71.01578122831104 48.453460460961125)"
3987423,94068,Chicoutimi,Canton-Tremblay,Route Madoc,Route Rurale,40,"LINESTRING (-71.05361883484166 48.484326372383634,-71.0535735061878 48.48436586712375,-71.05349955334455 48.48443496760835,-71.05341896607933 48.48448047149402,-71.05323633001815 48.48457879436216)"
36634,94068,Chicoutimi,Canton-Tremblay,Rue Alice,Rue,88,"LINESTRING (-71.02146801824237 48.45326907762183,-71.02141764372715 48.45303564912647,-71.02141374388665 48.4530225241264,-71.0214055788521 48.45300878888289,-71.02139738157798 48.45299969549532,-71.0213862818003 48.452990635043264,-71.02137613493132 48.452984319683885,-71.02136215726672 48.45297769610186,-71.02134662656928 48.45297243851975,-71.02133356847413 48.452969397503914,-71.02132590833497 48.45296813079834,-71.02130960872668 48.45296661002905,-71.02129651168747 48.45296650027138,-71.02128654352126 48.452967074260165,-71.02126967066458 48.45296938565039,-71.02126088572548 48.45297129885367,-71.0212443806771 48.45297638946337,-71.02123273915085 48.4529813690045,-71.02122023827498 48.452988384140376,-71.02121166325558 48.452994559459846,-71.02120132649051 48.453004298913754,-71.02119371764267 48.45301438486605,-71.021116202237 48.45316052840803,-71.02110753922791 48.45317449276578,-71.02109396251204 48.45318789477352,-71.02107479680437 48.453200014383924,-71.02105198192142 48.45320896490209,-71.0208622085406 48.45324551412822)"
35929,94068,Chicoutimi,Canton-Tremblay,Route Sainte-GeneviÃ¨ve,ArtÃ¨re Principale,1169,"LINESTRING (-71.17059105596181 48.475097161799916,-71.17172953702845 48.47564671561289,-71.17323911503881 48.47615888353739,-71.17494509721722 48.4764723867024,-71.17688048237021 48.476766208769696,-71.17907728646813 48.47710055892279,-71.18335065610349 48.47776739122304,-71.18347184073936 48.47778366276382,-71.18561023006191 48.47811389202409)"
2781665,94068,Chicoutimi,Canton-Tremblay,Rue de la SablonniÃ¨re,Rue,140,"LINESTRING (-71.12704185466764 48.455582510301674,-71.12675668564869 48.45543483168152,-71.1264286847426 48.45519911459934,-71.12633639198158 48.45517862261966,-71.12624426674789 48.45517185604726,-71.12608471716479 48.4551915752243,-71.12598933926479 48.45521036504015,-71.12592385004287 48.45522060636861,-71.12590600271145 48.45522372716346,-71.12589031307766 48.45522825634758,-71.12587601398249 48.45523415222538,-71.12586128759975 48.45524257679365,-71.12584575266871 48.45525562319245,-71.12583837611847 48.455264689520824,-71.12583264200218 48.45527482527804,-71.12582893226435 48.45528608324974,-71.12582776723755 48.45529767454527,-71.12583039330794 48.455313428257874,-71.1258378488943 48.455328613378924,-71.12584980669217 48.45534245192183,-71.12586263747077 48.455352400378835,-71.12588051398853 48.45536199042034,-71.12590281703908 48.45536957684159,-71.12592666866247 48.455373785745145,-71.12594546881225 48.45537469619838,-71.12596599789889 48.45537337306892,-71.12598507226123 48.455369862453246,-71.12600401992383 48.455363854935364,-71.12601926618952 48.45535669385312,-71.12603587850772 48.45534538817328,-71.12604509173944 48.45533647552885,-71.12605674557342 48.45531843885102,-71.12606126113144 48.455296404570944)"
35909,94068,Chicoutimi,Canton-Tremblay,Route Villeneuve,Route Rurale,340,"LINESTRING (-70.99653990031312 48.463808208064606,-70.99564793349141 48.4658760591862,-70.99507565248148 48.46631803830536,-70.9947792394345 48.46657686916376)"
36980,94068,Chicoutimi,Canton-Tremblay,Route Villeneuve,Route Rurale,1215,"LINESTRING (-70.9947792394345 48.46657686916376,-70.9945515353769 48.466775700518404,-70.99344190940909 48.46778802979679,-70.99313595791672 48.468207900498065,-70.9929181777529 48.46865653264802,-70.99283700497 48.46891121657112,-70.9927981092624 48.47019263297102,-70.99280358220732 48.470444683837655,-70.9928205039862 48.47186895382709,-70.9929188492194 48.47217324753656,-70.99315421109335 48.472552850896264,-70.99335464879745 48.472785669306674,-70.99358487250399 48.47298631567308,-70.99368708404508 48.47304445470953,-70.99384977480754 48.473132112585645,-70.99400566310034 48.47322093264515,-70.99449824488336 48.47342158311222,-70.9948671305802 48.473515150962534,-70.99532277653798 48.47359588249597,-70.99679041004967 48.4737679118722,-70.99784374397905 48.47388636848593,-70.99834189880079 48.47397932010756,-70.99872833043771 48.47412377367717,-70.99912766055655 48.47436728779749)"
36633,94068,Chicoutimi,Canton-Tremblay,Rue Alice,Rue,48,"LINESTRING (-71.0208622085406 48.45324551412822,-71.02120490110184 48.453214715623666,-71.02136065867309 48.453206638776535,-71.0214012638581 48.4532201425126,-71.02143613078181 48.4532354781929,-71.02145796527218 48.453253585450305,-71.02146801824237 48.45326907762183)"
35914,94068,Chicoutimi,Canton-Tremblay,Route Villeneuve,Rue,280,"LINESTRING (-70.99912766055655 48.47436728779749,-70.9993656036405 48.47427501464915,-70.9996134749975 48.47422251788551,-70.99979477648698 48.474223242593624,-70.99994487106177 48.47424053871408,-71.00015910513389 48.47427048899264,-71.00053476572775 48.474358344952854,-71.00085067306485 48.47444097441644,-71.00106599255783 48.474483897212245,-71.00124068622084 48.47450783888012,-71.00152190657992 48.474520225015745,-71.00181758272807 48.47453002737988,-71.00215530212652 48.474559810521406,-71.00237258623264 48.47458482107585,-71.0024666894892 48.47459374044382,-71.00259802571523 48.47461081190515,-71.00278888972508 48.47464268867462)"
2781668,94068,Chicoutimi,Canton-Tremblay,Rue Louis-Hudon,Rue,172,"LINESTRING (-71.12212553584952 48.45381042478367,-71.1213953857777 48.453667886020405,-71.1210001006058 48.45354668809233,-71.12076098520333 48.45341845787193,-71.12057984024663 48.4533307052189,-71.12055153386032 48.4533227418163,-71.12051756225007 48.45331388168846,-71.12049403244868 48.45330634130929,-71.12047427119158 48.45329594485012,-71.1204634637324 48.45328780613424,-71.12045553860527 48.453279979253416,-71.12045040700127 48.45327349807903,-71.12044484263059 48.45326401169812,-71.12043950267088 48.45324375848292,-71.12044007413316 48.45323229095666,-71.12044273081389 48.453222183748764,-71.12044803068288 48.453211293317494,-71.12045585344383 48.453200843473,-71.12047293303843 48.45318612111301,-71.12047833601575 48.453182695010035,-71.12049186134442 48.45317576428509,-71.120512686544 48.453168511792455,-71.12053597191351 48.453164097976774,-71.12055273975736 48.45316296157904,-71.12056721735341 48.453163278341535,-71.12058763984513 48.45316580700713,-71.12060449304208 48.45316989915913,-71.1206246580649 48.453177704992086,-71.12063803101672 48.45318523086783,-71.12064794490263 48.45319260361459,-71.12065504658233 48.45319931608976,-71.12066187459546 48.4532076471325,-71.12066739721357 48.45321703299726,-71.12067094195041 48.453226433126424,-71.1206728923804 48.453241360473044,-71.1206719475548 48.453250478125476,-71.12066971948215 48.45325858549564)"
37683,94068,Chicoutimi,Canton-Tremblay,Route Sainte-GeneviÃ¨ve,ArtÃ¨re Principale,44,"LINESTRING (-71.19123696217744 48.47899505761225,-71.19182088122308 48.47908744757552)"
2778451,94068,Chicoutimi,Canton-Tremblay,Route Villeneuve,Route Rurale,208,"LINESTRING (-70.99728874615694 48.46200395998792,-70.99653990031312 48.463808208064606)"
2773270,94068,Chicoutimi,Canton-Tremblay,Rue Ãlie,Rue,87,"LINESTRING (-71.11943272772967 48.457376980474905,-71.11962922473386 48.45755633354827,-71.11964632691864 48.45758554876589,-71.11962822030317 48.45762623991125,-71.11952675174237 48.45765200488176,-71.11944307955933 48.45765591789864,-71.11926990749005 48.45766398286604,-71.11917972693774 48.4576574178234,-71.11911179595604 48.45765337270842,-71.11891526118949 48.45761773768172)"
3865743,94068,Chicoutimi,Canton-Tremblay,Rue du Ravin,Rue,60,"LINESTRING (-71.11794021591038 48.45595516009877,-71.11816298004939 48.455435348730504)"
2779258,94068,Chicoutimi,Canton-Tremblay,Rue de Vimy,Rue,197,"LINESTRING (-71.0360219715256 48.44739912052604,-71.03853844520239 48.44798317724262)"
2773273,94068,Chicoutimi,Canton-Tremblay,Rue Yvonne,Rue,76,"LINESTRING (-71.11762618070658 48.45740521169212,-71.1173677633379 48.45776645579891,-71.11717871079357 48.458017266238315)"
5749073,94068,Chicoutimi,Canton-Tremblay,Rue Colinette,Rue,117,"LINESTRING (-71.0216743636907 48.454058624494934,-71.02221544296553 48.45400422854199,-71.02273537850668 48.45396640545772,-71.02275426878299 48.45396447592061,-71.02277203611571 48.453960632200435,-71.02278860040745 48.45395497449296,-71.02281042007576 48.45394337857377,-71.02282067238936 48.45393543362729,-71.0228285620118 48.45392742836237,-71.02283611414117 48.453916840706,-71.02284155875375 48.45390444497297,-71.0228439053763 48.453888323684325,-71.02284258022517 48.45387725021915,-71.0228375516048 48.45386366002027,-71.02283052597386 48.45385283459968,-71.02281434705567 48.453837289433274,-71.02279505771891 48.45382576154309,-71.02278134285123 48.45382014874483,-71.022764594487 48.45381537895449,-71.02274601924576 48.453812298404635,-71.02273064152496 48.45381131327823,-71.02271264186555 48.453811881599144,-71.02269140594137 48.45381500986646,-71.02267970322139 48.45381798420948,-71.02266683679127 48.4538224487159,-71.0226480137776 48.45383184909868,-71.022637656729 48.45383907500003,-71.02263005036791 48.453845830623536,-71.02262157250061 48.45385580459507,-71.02261536862324 48.45386655070177)"
35932,94068,Chicoutimi,Canton-Tremblay,Route Sainte-GeneviÃ¨ve,ArtÃ¨re Principale,427,"LINESTRING (-71.18561023006191 48.47811389202409,-71.18920677705543 48.4786738094138,-71.19123696217744 48.47899505761225)"
35917,94068,Chicoutimi,Canton-Tremblay,Boulevard Martel,ArtÃ¨re Principale,1108,"LINESTRING (-71.09610112099934 48.4625601992208,-71.09646088119582 48.46695729404088,-71.09678685225343 48.47078777903609,-71.09696793447117 48.47141213157268,-71.09708389511592 48.47171284769438,-71.09721306063194 48.47197724653753,-71.09735010472747 48.4722597286482,-71.09746328826598 48.47245142238415)"
3985899,94068,Chicoutimi,Canton-Tremblay,Rue Yvette,Rue,115,"LINESTRING (-71.02265327920328 48.452455269770915,-71.02235734250394 48.45215897635742,-71.02169310492891 48.451643184346416)"
35041,94068,Chicoutimi,Canton-Tremblay,Chemin de la CarriÃ¨re,Rue,1038,"LINESTRING (-71.10223906358948 48.4642130749774,-71.10202891858167 48.464835812664674,-71.10200283023043 48.464916893475745,-71.10196311260415 48.464989051750734,-71.10191019104343 48.46508826051533,-71.10176098870615 48.465304171909516,-71.10153955809122 48.465592488506765,-71.1014356714738 48.465738026130865,-71.1013897016189 48.46581189691336,-71.1009799506685 48.46641667320676,-71.10083389849333 48.46663407965055,-71.10079316477749 48.46669499603809,-71.10072639744332 48.466767295061835,-71.10068625204421 48.46680347985012,-71.10064610658813 48.46683966462443,-71.10052545631184 48.46693023235206,-71.10022295921223 48.46716474289019,-71.09975727474746 48.46757575407611,-71.09948811113208 48.46785163674793,-71.09936718996225 48.46799813266517,-71.09928478943363 48.46821108820455,-71.09926546466815 48.46837274014837,-71.09926851165265 48.46863152027068,-71.09929750288148 48.46889016438973,-71.0993549294694 48.469360402557506,-71.0994336585362 48.46983680469186,-71.09950230795678 48.470258361937816,-71.09954114106837 48.47055146119904,-71.09956276976149 48.47084311571535,-71.09951806122707 48.47109505197416,-71.09943229256322 48.471322925083,-71.09931486825396 48.47156664725779,-71.0991676359385 48.47178307718971,-71.09881770480891 48.47221308712121,-71.09865192681673 48.472407262352164,-71.09860713803498 48.47243474653577,-71.0985534361594 48.472456396906495,-71.09838528105915 48.4724988352541,-71.09812522340094 48.472548809334484,-71.09796449399198 48.472585210507724)"
