CATEG,WKT 
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 285675.62570000 5045032.60750000, 285692.15210000 5045050.46550000, 285693.88000000 5045068.09480000, 285642.67100000 5045156.19640000, 285701.18340000 5045196.06650000, 285720.96130000 5045231.33730000, 285648.18950000 5045342.70920000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 284559.78130000 5044218.29840000, 284556.57340000 5044262.21700000, 284557.99390000 5044484.99770000, 284564.83700000 5044533.15710000, 284570.56780000 5044653.28250000, 284573.20970000 5044658.57620000, 284545.64890000 5044717.29310000, 284502.74350000 5044774.41110000, 284361.83100000 5044979.62260000, 284309.91740000 5045053.13800000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 284078.01470000 5043333.79460000, 284078.69640000 5043462.44110000, 284082.04070000 5043499.01430000, 284088.51030000 5043518.47170000, 284107.42250000 5043547.27560000, 284135.66660000 5043583.08930000, 284158.22010000 5043598.40890000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 282736.12440000 5044273.77140000, 282767.23580000 5044290.65360000, 282824.77550000 5044343.60750000, 282977.93690000 5044163.46240000, 282995.32540000 5044148.95090000, 283027.98970000 5044170.24350000, 283122.07830000 5044252.27390000, 283147.21660000 5044279.26690000, 283161.72820000 5044296.65540000, 283176.69730000 5044395.48540000, 283247.45370000 5044463.23310000, 283351.91600000 5044546.56820000, 283534.41230000 5044677.16650000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 283095.12420000 5044225.53900000, 283120.04830000 5044192.35870000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 280284.12190000 5047803.51910000, 280273.40000000 5047797.40000000, 280166.50000000 5047721.60000000, 280140.20000000 5047703.30000000, 280134.00000000 5047699.00000000, 280116.20000000 5047686.40000000, 280103.80000000 5047677.70000000, 280081.30000000 5047661.80000000, 280073.90000000 5047656.50000000, 280056.40000000 5047644.10000000, 280043.70000000 5047635.10000000, 280030.70590000 5047626.00670000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 280031.10530000 5047625.49490000, 279931.95670000 5047769.17010000, 279861.11270000 5047865.15050000, 279832.80440000 5047917.85750000, 279816.54870000 5047939.49800000, 279773.39580000 5048003.62170000, 279762.75060000 5048029.47660000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 281803.68110000 5048501.96170000, 281787.80000000 5048504.20000000, 281668.60000000 5048521.30000000, 281649.10000000 5048524.10000000, 281591.50000000 5048532.30000000, 281568.70000000 5048534.70000000, 281537.50000000 5048539.20000000, 281535.20000000 5048539.40000000, 281533.00000000 5048539.70000000, 281530.60000000 5048540.00000000, 281528.20000000 5048540.30000000, 281525.40000000 5048540.80000000, 281522.60000000 5048541.20000000, 281518.80000000 5048541.90000000, 281515.10000000 5048542.60000000, 281512.20000000 5048543.20000000, 281509.30000000 5048543.80000000, 281506.30000000 5048544.50000000, 281503.30000000 5048545.20000000, 281500.00000000 5048546.00000000, 281497.70000000 5048546.70000000, 281496.60000000 5048547.00000000, 281457.10000000 5048557.20000000, 281440.70000000 5048561.60000000, 281419.40000000 5048567.10000000, 281418.40000000 5048567.40000000, 281398.40000000 5048572.60000000, 281393.39980000 5048573.89320000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 281396.48900000 5048574.79840000, 281292.50460000 5048597.47320000, 281221.72860000 5048583.83170000, 281172.43510000 5048578.42260000, 281160.37130000 5048652.35990000, 281135.65050000 5048748.40840000, 281110.34840000 5048776.83040000, 281083.46860000 5048802.09100000, 281067.95280000 5048843.79270000, 281143.15940000 5048848.90530000, 281141.22590000 5048898.83340000, 281132.02090000 5048953.18030000, 281135.16440000 5048975.30330000, 281155.68610000 5049000.59950000, 281203.39010000 5049018.64790000, 281158.96630000 5049261.94230000, 281157.97580000 5049318.50740000, 281148.42680000 5049410.14320000, 281121.76660000 5049564.02010000, 281105.93060000 5049611.40980000, 281080.30230000 5049653.41990000, 281049.94100000 5049685.94620000, 280922.80760000 5049815.73100000, 280857.34590000 5049879.20000000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 283006.67280000 5046592.09400000, 283011.18300000 5046583.09010000, 283013.80000000 5046578.80000000, 283020.00000000 5046570.90000000, 283027.20000000 5046561.40000000, 283035.90000000 5046550.60000000, 283047.80000000 5046534.50000000, 283061.60000000 5046516.40000000, 283074.30000000 5046500.00000000, 283092.30000000 5046476.20000000, 283102.30000000 5046462.90000000, 283105.20000000 5046458.70000000, 283108.90000000 5046452.00000000, 283111.60000000 5046447.50000000, 283117.40000000 5046438.40000000, 283129.30000000 5046424.50000000, 283141.20000000 5046410.90000000, 283152.40000000 5046398.10000000, 283155.30000000 5046394.90000000, 283158.20000000 5046391.70000000, 283159.20000000 5046390.50000000, 283160.10000000 5046389.40000000, 283162.60000000 5046386.70000000, 283165.20000000 5046384.10000000, 283167.70000000 5046381.60000000, 283170.10000000 5046379.20000000, 283171.70000000 5046378.00000000, 283173.30000000 5046376.80000000, 283175.00000000 5046375.70000000, 283176.70000000 5046374.70000000, 283178.40000000 5046373.70000000, 283180.20000000 5046372.90000000, 283182.00000000 5046372.10000000, 283183.80000000 5046371.30000000, 283185.40000000 5046370.80000000, 283186.70000000 5046370.40000000, 283189.60000000 5046369.50000000, 283192.60000000 5046368.80000000, 283196.40000000 5046368.00000000, 283200.20000000 5046367.20000000, 283203.20000000 5046366.60000000, 283206.20000000 5046366.00000000, 283211.80000000 5046365.00000000, 283217.30000000 5046364.10000000, 283223.50000000 5046363.10000000, 283229.70000000 5046362.30000000, 283240.20000000 5046361.00000000, 283251.50000000 5046359.70000000, 283271.90000000 5046357.30000000, 283291.80000000 5046355.10000000, 283320.30000000 5046351.50000000, 283321.10000000 5046351.40000000, 283324.10000000 5046351.10000000, 283327.20000000 5046350.70000000, 283328.70000000 5046350.50000000, 283330.30000000 5046350.40000000, 283332.10000000 5046350.10000000, 283333.90000000 5046349.90000000, 283336.90000000 5046349.60000000, 283339.80000000 5046349.20000000, 283342.10000000 5046348.90000000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 285937.43860000 5052772.65790000, 285927.76340000 5052766.65630000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 288108.44390000 5051555.45600000, 288128.07800000 5051567.90370000)"
Axe de desserte locale ou récréative existant,"LINESTRING  ( 279816.69430000 5050834.93960000, 279829.63740000 5050787.30130000, 279833.93740000 5050769.00130000, 279835.83740000 5050761.00130000, 279836.73740000 5050757.10130000, 279837.53740000 5050753.10130000, 279838.43740000 5050748.90130000, 279839.23740000 5050744.60130000, 279839.43740000 5050743.20130000, 279839.63740000 5050741.80130000, 279839.83740000 5050740.50130000, 279840.03740000 5050739.10130000, 279840.63740000 5050735.40130000, 279841.43740000 5050730.20130000, 279842.28160000 5050725.14920000, 279842.81410000 5050721.15530000, 279843.74610000 5050714.23260000, 279844.41170000 5050708.50800000, 279845.73740000 5050694.30130000, 279845.83740000 5050693.00130000, 279846.03740000 5050691.60130000, 279846.23740000 5050690.10130000, 279846.53740000 5050687.30130000, 279846.73740000 5050684.50130000, 279848.27240000 5050665.37430000, 279849.23740000 5050654.30130000, 279850.23740000 5050641.80130000, 279851.33740000 5050628.70130000, 279851.53740000 5050627.60130000, 279851.63740000 5050626.40130000, 279851.83740000 5050624.60130000, 279852.03740000 5050622.90130000, 279852.23740000 5050621.00130000, 279852.43740000 5050619.10130000, 279852.73740000 5050617.20130000, 279852.93740000 5050615.20130000, 279853.43740000 5050611.20130000, 279853.93740000 5050607.30130000, 279854.33740000 5050605.20130000, 279854.63740000 5050603.10130000, 279855.33740000 5050599.20130000, 279855.93740000 5050595.40130000, 279856.63740000 5050592.00130000, 279857.33740000 5050588.70130000, 279858.25710000 5050585.36370000, 279859.18900000 5050581.36980000, 279861.31910000 5050573.38210000, 279862.78360000 5050568.85570000, 279865.33740000 5050559.60130000, 279871.96940000 5050538.63540000, 279879.15840000 5050516.26980000, 279881.42160000 5050508.68140000, 279884.43740000 5050499.40130000, 279895.79950000 5050463.28440000, 279903.06890000 5050440.15230000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 285313.44780000 5055350.02570000, 285367.03330000 5055357.66290000, 285436.61880000 5055368.77540000, 285471.54390000 5055373.93480000, 285501.70000000 5055378.80000000, 285502.70000000 5055379.00000000, 285522.00000000 5055382.40000000, 285538.00000000 5055385.10000000, 285539.20000000 5055385.30000000, 285542.40000000 5055385.90000000, 285545.50000000 5055386.40000000, 285548.70000000 5055387.00000000, 285551.90000000 5055387.60000000, 285555.10000000 5055388.30000000, 285558.20000000 5055388.90000000, 285561.40000000 5055389.60000000, 285564.50000000 5055390.30000000, 285567.70000000 5055391.00000000, 285570.80000000 5055391.80000000, 285574.00000000 5055392.50000000, 285577.10000000 5055393.30000000, 285580.20000000 5055394.10000000, 285583.40000000 5055394.90000000, 285586.50000000 5055395.70000000, 285589.60000000 5055396.60000000, 285592.70000000 5055397.50000000, 285595.80000000 5055398.40000000, 285598.90000000 5055399.30000000, 285602.00000000 5055400.30000000, 285605.10000000 5055401.20000000, 285608.10000000 5055402.20000000, 285611.20000000 5055403.20000000, 285645.10000000 5055413.80000000, 285647.70000000 5055414.70000000, 285650.30000000 5055415.60000000, 285653.00000000 5055416.40000000, 285655.60000000 5055417.20000000, 285658.20000000 5055418.00000000, 285660.90000000 5055418.80000000, 285663.50000000 5055419.60000000, 285666.20000000 5055420.30000000, 285668.80000000 5055421.10000000, 285671.50000000 5055421.80000000, 285674.20000000 5055422.50000000, 285676.80000000 5055423.10000000, 285679.50000000 5055423.80000000, 285682.20000000 5055424.40000000, 285684.90000000 5055425.00000000, 285687.60000000 5055425.60000000, 285690.30000000 5055426.20000000, 285693.00000000 5055426.70000000, 285728.02120000 5055432.71780000)"
Axe de desserte locale ou récréative existant,"LINESTRING  ( 290535.97210000 5053435.83040000, 290592.29380000 5053530.92350000, 290614.89610000 5053569.19670000, 290632.10000000 5053598.20000000, 290638.53880000 5053608.21960000, 290640.33170000 5053609.59770000, 290641.77460000 5053609.91830000, 290643.57590000 5053609.82450000, 290647.19050000 5053607.77300000, 290651.02690000 5053605.65640000, 290656.49430000 5053603.31150000, 290661.60740000 5053601.44260000, 290667.18260000 5053599.78510000, 290672.75790000 5053598.57960000, 290678.71940000 5053597.88750000, 290684.32520000 5053597.39140000, 290691.02250000 5053597.49060000, 290697.50480000 5053598.15210000, 290703.45790000 5053599.34270000, 290710.07250000 5053601.06250000, 290717.08400000 5053603.44380000, 290722.99380000 5053606.05330000, 290728.41770000 5053609.09590000, 290734.37090000 5053613.06470000, 290739.13340000 5053616.76890000, 290743.36680000 5053620.60530000, 290746.27710000 5053623.51580000, 290749.31990000 5053627.08760000, 290751.70110000 5053630.13030000, 290755.00850000 5053635.02510000, 290758.05110000 5053639.92000000, 290760.16780000 5053644.15330000, 290761.88760000 5053648.25430000, 290763.36970000 5053652.68950000, 290764.53350000 5053656.85340000, 290765.68480000 5053661.48690000, 290766.61080000 5053666.44780000, 290767.60300000 5053670.15200000, 290768.66130000 5053673.59160000, 290769.86850000 5053677.13040000, 290771.80950000 5053682.51790000, 290774.21760000 5053688.60670000, 290776.26810000 5053693.03850000, 290778.71550000 5053697.13950000, 290781.73140000 5053701.56800000, 290785.56780000 5053706.85970000, 290788.70360000 5053711.16250000, 290791.61400000 5053714.60210000, 290795.45050000 5053718.57080000, 290799.48540000 5053722.14270000, 290802.72650000 5053725.05310000, 290807.02600000 5053728.55890000, 290811.85470000 5053731.99850000, 290816.02180000 5053734.77660000, 290821.44580000 5053737.68700000, 290826.22490000 5053740.10130000, 290832.17800000 5053742.61490000, 290837.05630000 5053744.36780000, 290842.49680000 5053746.05450000, 290847.83810000 5053747.47660000, 290853.85730000 5053748.60110000, 290860.20740000 5053749.32870000, 290867.72120000 5053749.85450000, 290874.33570000 5053749.72230000, 290880.20000000 5053749.36180000, 290886.94690000 5053748.83260000, 290891.57710000 5053748.30340000, 290894.73550000 5053748.07190000, 290897.57980000 5053748.00580000, 290903.88020000 5053748.03890000, 290911.02400000 5053748.43570000, 290918.38890000 5053749.06080000, 290924.73890000 5053749.85450000, 290930.29520000 5053750.78060000, 290937.61470000 5053752.40450000, 290944.75840000 5053754.38890000, 290950.23200000 5053756.27400000, 290954.66380000 5053758.06000000, 290960.74920000 5053760.50740000, 290964.73450000 5053762.19410000, 290968.83560000 5053764.17850000, 290974.65640000 5053767.22120000, 290980.52690000 5053770.82620000, 290988.15020000 5053775.95250000, 291073.56740000 5053840.34220000, 291087.53560000 5053850.86510000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 294245.08960000 5055117.34370000, 294255.55560000 5055130.34310000, 294278.98470000 5055159.44340000, 294300.81300000 5055186.55540000, 294313.49650000 5055202.30910000, 294332.78820000 5055226.27050000, 294336.77010000 5055231.21630000, 294342.08420000 5055237.24130000, 294354.63340000 5055251.46930000, 294380.37450000 5055280.65370000, 294388.87270000 5055290.28890000, 294394.68830000 5055296.88230000, 294397.80100000 5055300.41160000, 294400.37030000 5055303.32450000, 294407.10990000 5055310.96570000, 294419.87910000 5055325.44300000, 294423.94840000 5055330.05670000, 294428.46790000 5055335.18080000, 294434.70020000 5055342.24670000, 294441.99270000 5055350.51490000, 294450.64080000 5055360.31970000, 294512.02080000 5055429.91070000, 294529.32250000 5055449.52690000, 294546.65450000 5055469.17740000, 294577.06970000 5055503.66130000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 294604.03060000 5055534.22870000, 294623.81800000 5055556.66320000, 294625.35660000 5055558.40760000, 294673.30510000 5055612.77030000, 294693.10510000 5055635.21900000, 294746.22410000 5055695.44370000, 294746.58100000 5055695.84850000, 294747.95850000 5055697.41010000, 294752.93640000 5055703.05390000, 294757.78460000 5055708.55060000, 294759.14070000 5055710.08810000, 294762.42980000 5055713.36060000, 294777.04290000 5055727.90010000, 294785.10960000 5055735.92610000, 294785.87590000 5055736.68860000, 294795.12660000 5055745.89260000, 294795.11130000 5055745.88870000, 294804.90820000 5055755.62470000, 294942.95380000 5055892.97400000, 294946.83880000 5055896.83950000, 294960.20110000 5055910.13430000, 294965.46330000 5055915.36990000, 294970.33030000 5055920.21240000, 294975.59840000 5055925.45390000, 295008.99190000 5055958.67890000, 295013.69690000 5055963.36020000, 295097.36510000 5056046.60630000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 294577.06970000 5055503.66130000, 294604.03060000 5055534.22870000)"
Axe de desserte locale ou récréative existant,"LINESTRING  ( 284912.03330000 5046880.29800000, 284912.93660000 5046880.27300000, 284913.83250000 5046880.39020000, 284914.69890000 5046880.64660000, 284915.51430000 5046881.03600000, 284916.25830000 5046881.54870000, 284944.03960000 5046903.21150000)"
Axe de desserte locale ou récréative existant,"LINESTRING  ( 287126.59820000 5049332.05710000, 287025.83840000 5049457.27840000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 289699.51380000 5047145.91220000, 289705.80000000 5047151.80000000, 289751.70000000 5047188.30000000, 289814.90000000 5047238.40000000, 289849.30000000 5047265.50000000, 289863.10000000 5047276.00000000, 289863.20000000 5047276.10000000, 289906.10000000 5047309.70000000, 289917.10040000 5047318.31570000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 290072.76080000 5048982.34170000, 290061.60000000 5048996.30000000, 290058.60000000 5049000.00000000, 290045.80000000 5049017.40000000, 290023.10000000 5049047.90000000, 290022.90000000 5049048.20000000, 290022.20000000 5049048.80000000, 290021.50000000 5049049.40000000, 290020.70000000 5049049.90000000, 290020.00000000 5049050.30000000, 290019.10000000 5049050.70000000, 290018.30000000 5049051.00000000, 290017.40000000 5049051.20000000, 290016.50000000 5049051.30000000, 290015.60000000 5049051.40000000, 290014.70000000 5049051.40000000, 290013.80000000 5049051.20000000, 290012.90000000 5049051.10000000, 290012.00000000 5049050.80000000, 290011.20000000 5049050.50000000, 290010.40000000 5049050.10000000, 290009.60000000 5049049.60000000, 290008.90000000 5049049.00000000, 290008.20000000 5049048.40000000, 290007.60000000 5049047.80000000, 290006.90000000 5049046.70000000, 290000.00000000 5049037.60000000, 289998.70000000 5049035.90000000, 289994.80000000 5049030.60000000, 289991.60000000 5049026.10000000, 289988.40000000 5049021.60000000, 289985.20000000 5049017.00000000, 289982.00000000 5049012.30000000, 289978.30000000 5049006.90000000, 289973.60000000 5049000.00000000, 289970.30000000 5048994.90000000, 289967.30000000 5048990.30000000, 289965.00000000 5048986.70000000, 289962.80000000 5048983.10000000, 289960.70000000 5048979.40000000, 289958.50000000 5048975.60000000, 289950.80000000 5048962.40000000, 289939.40000000 5048944.00000000, 289930.00000000 5048928.80000000, 289921.40000000 5048914.60000000, 289913.20000000 5048901.50000000, 289904.40000000 5048887.00000000, 289893.90000000 5048870.10000000, 289889.50000000 5048862.80000000, 289886.40000000 5048857.10000000, 289885.30000000 5048854.90000000, 289884.50000000 5048852.90000000, 289883.50000000 5048850.30000000, 289882.70000000 5048847.60000000, 289882.00000000 5048844.70000000, 289881.60000000 5048841.80000000, 289881.30000000 5048838.50000000, 289881.30000000 5048835.30000000, 289881.50000000 5048832.40000000, 289881.90000000 5048829.50000000, 289882.30000000 5048827.10000000, 289882.90000000 5048824.70000000, 289883.40000000 5048822.70000000, 289884.10000000 5048820.80000000, 289884.90000000 5048818.60000000, 289885.90000000 5048816.40000000, 289886.80000000 5048814.40000000, 289887.90000000 5048812.50000000, 289889.40000000 5048810.30000000, 289891.00000000 5048808.10000000, 289892.50000000 5048806.10000000, 289894.10000000 5048804.20000000, 289895.40000000 5048802.70000000, 289896.70000000 5048801.20000000, 289897.80000000 5048799.90000000, 289898.80000000 5048798.70000000, 289899.70000000 5048797.70000000, 289900.70000000 5048796.40000000, 289900.90000000 5048796.10000000, 289901.30000000 5048795.60000000, 289901.70000000 5048795.00000000, 289902.10000000 5048794.40000000, 289902.30000000 5048793.80000000, 289902.50000000 5048793.10000000, 289902.60000000 5048792.40000000, 289902.60000000 5048791.70000000, 289902.50000000 5048791.00000000, 289902.40000000 5048790.40000000, 289902.20000000 5048789.70000000, 289901.90000000 5048789.10000000, 289901.50000000 5048788.50000000, 289901.10000000 5048787.90000000, 289900.60000000 5048787.40000000, 289897.80000000 5048785.20000000, 289881.10000000 5048771.50000000, 289864.20000000 5048757.50000000, 289856.20000000 5048751.10000000, 289845.45180000 5048742.28450000, 289844.12160000 5048740.98190000, 289843.25510000 5048739.29750000, 289843.15410000 5048737.70780000, 289843.91320000 5048735.44680000, 289844.49030000 5048734.54800000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 289851.69710000 5048735.26990000, 289747.67010000 5048654.81130000, 289686.23970000 5048576.23670000, 289668.12890000 5048523.25340000, 289626.63080000 5048538.40940000, 289599.94800000 5048555.42860000, 289463.71100000 5048453.09130000, 289373.74850000 5048387.83040000, 289499.80010000 5048241.60990000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 283803.60500000 5053600.41840000, 283739.13360000 5053625.45260000, 283708.63500000 5053650.19480000, 283689.56590000 5053675.58060000, 283663.76910000 5053781.28900000, 283660.88490000 5053816.84690000, 283628.75950000 5053893.97550000)"
Axe de desserte locale ou récréative existant,"LINESTRING  ( 279903.06890000 5050440.15230000, 279902.22040000 5050438.82160000, 279901.75730000 5050436.83720000, 279901.82350000 5050434.85290000, 279902.02190000 5050433.06690000, 279902.48490000 5050431.01630000, 279903.21260000 5050428.83350000, 279909.94350000 5050410.93990000, 279913.00210000 5050403.89650000, 279915.71410000 5050397.41430000, 279930.73610000 5050362.30380000, 279935.69020000 5050352.17040000, 279937.41000000 5050348.06940000, 279938.53440000 5050344.56360000, 279939.72510000 5050340.85940000, 279943.76000000 5050326.30740000, 279944.57740000 5050323.48680000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 287864.97820000 5050983.56400000, 287863.30490000 5050982.96930000, 287861.40230000 5050982.82590000, 287817.40740000 5050995.19420000, 287813.80000000 5050996.20000000, 287799.70000000 5051000.00000000, 287796.60000000 5051000.90000000, 287784.50000000 5051004.30000000, 287769.00000000 5051008.50000000, 287764.80000000 5051009.60000000, 287760.80000000 5051010.80000000, 287755.01890000 5051012.45180000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 288276.75310000 5052694.52650000, 288273.72460000 5052696.93400000, 288199.01680000 5052577.32630000, 288098.61950000 5052453.96980000, 288046.47060000 5052368.15190000, 288027.22490000 5052336.85100000, 288012.52910000 5052316.74200000, 287996.37900000 5052302.01900000, 287964.28470000 5052274.02360000, 287782.45600000 5052155.57880000, 287719.29020000 5052117.20030000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 287212.27760000 5051001.64490000, 287208.04230000 5050998.68660000, 287206.91530000 5050997.11970000, 287207.48030000 5050995.22100000, 287209.31650000 5050992.11240000, 287212.90550000 5050986.01830000, 287234.00000000 5050944.60000000, 287246.70000000 5050919.40000000, 287269.70000000 5050874.00000000, 287270.55250000 5050871.40300000, 287270.35070000 5050868.22340000, 287269.65630000 5050866.54910000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 287254.16680000 5051553.97560000, 287247.01830000 5051551.44900000, 287213.70690000 5051516.49900000, 287145.15940000 5051472.95000000, 287061.25550000 5051584.64730000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 287528.83780000 5051290.55440000, 287539.54510000 5051288.89080000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 278771.98140000 5048088.24420000, 278772.00040000 5048088.04170000, 278772.59800000 5048085.06410000, 278773.26210000 5048082.93380000, 278774.38680000 5048080.29510000, 278775.46370000 5048078.34080000, 278776.45740000 5048076.83520000, 278823.95740000 5048010.13520000, 278838.05740000 5047988.13520000, 278841.73750000 5047982.19410000, 278853.35740000 5047963.43520000, 278857.25780000 5047957.93860000, 278871.04700000 5047941.27040000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 278772.13760000 5048088.37450000, 278631.93370000 5048327.29720000, 278579.70370000 5048382.10070000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 279737.94980000 5050826.07800000, 279676.08040000 5051130.29740000, 279678.90220000 5051150.15580000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 279814.74970000 5050842.09710000, 279810.30000000 5050841.20000000, 279797.90000000 5050838.70000000, 279785.20000000 5050836.00000000, 279768.80000000 5050832.60000000, 279755.30000000 5050830.00000000, 279739.21520000 5050826.63470000)"
Axe superstructurant existant,"LINESTRING  ( 297808.64580000 5057783.68550000, 297825.14880000 5057800.52660000, 297846.77930000 5057823.77360000, 297867.35810000 5057846.45710000)"
Axe superstructurant proposé,"LINESTRING  ( 282009.39430000 5052432.10660000, 282007.40000000 5052442.30000000, 282004.70000000 5052454.90000000, 282002.20000000 5052466.50000000, 282000.00000000 5052478.20000000, 281998.30000000 5052486.10000000, 281996.50000000 5052494.40000000, 281995.40000000 5052500.00000000, 281994.90000000 5052502.50000000, 281993.20000000 5052510.60000000, 281992.50080000 5052514.15950000, 281991.79350000 5052517.76010000, 281991.00000000 5052521.80000000, 281988.80000000 5052533.00000000, 281987.40000000 5052539.60000000, 281983.80000000 5052551.70000000, 281980.30000000 5052561.80000000, 281977.30000000 5052570.30000000, 281976.76660000 5052571.81150000)"
Axe superstructurant proposé,"LINESTRING  ( 284088.00820000 5044086.89700000, 284085.93700000 5044086.15690000, 284083.12520000 5044084.94990000, 284080.28020000 5044083.67080000, 284038.10000000 5044060.50000000, 284000.00000000 5044039.40000000, 283997.90000000 5044038.30000000, 283974.70000000 5044025.50000000, 283928.20000000 5044000.00000000)"
Axe superstructurant existant,"LINESTRING  ( 288506.25060000 5046893.91600000, 288493.80000000 5046884.90000000, 288467.30000000 5046864.50000000, 288457.30000000 5046856.70000000, 288440.30000000 5046843.60000000, 288417.60560000 5046826.83520000, 288396.42640000 5046810.83330000, 288379.33270000 5046798.62940000, 288329.10000000 5046764.00000000, 288314.90000000 5046754.40000000, 288285.04510000 5046734.35000000, 288270.60000000 5046724.20000000, 288267.40000000 5046722.00000000, 288253.15620000 5046712.49170000, 288242.49870000 5046705.55380000, 288229.37530000 5046697.19510000, 288212.07250000 5046684.78220000, 288204.92580000 5046679.76690000, 288196.73410000 5046673.95750000, 288186.69140000 5046666.84280000)"
Axe superstructurant proposé,"LINESTRING  ( 281408.06770000 5044441.94150000, 281413.00000000 5044436.00000000, 281428.00000000 5044419.10000000, 281445.70000000 5044399.50000000, 281459.30000000 5044383.90000000, 281478.80000000 5044361.10000000, 281500.00000000 5044336.80000000, 281503.00000000 5044333.30000000, 281523.40000000 5044310.00000000, 281564.70000000 5044261.80000000, 281585.80000000 5044237.40000000, 281601.40000000 5044219.00000000, 281610.50000000 5044208.20000000, 281627.90000000 5044187.20000000, 281629.60000000 5044185.20000000, 281630.00000000 5044184.60000000, 281630.50000000 5044184.00000000, 281631.10000000 5044183.20000000, 281631.60000000 5044182.40000000, 281632.20000000 5044181.50000000, 281632.70000000 5044180.60000000, 281633.10000000 5044180.00000000, 281633.40000000 5044179.30000000, 281633.70000000 5044178.60000000, 281633.80000000 5044177.90000000)"
Axe superstructurant proposé,"LINESTRING  ( 287039.16780000 5047575.15650000, 287061.77720000 5047592.84370000)"
Axe superstructurant proposé,"LINESTRING  ( 285530.70230000 5044662.48140000, 285514.12460000 5044656.21920000)"
Axe superstructurant proposé,"LINESTRING  ( 275896.80000000 5045992.10000000, 275890.80000000 5046000.00000000, 275872.40000000 5046025.10000000, 275866.80000000 5046032.70000000, 275863.90000000 5046036.60000000, 275859.20000000 5046042.90000000, 275855.20000000 5046048.30000000, 275852.80000000 5046051.60000000, 275841.50000000 5046064.80000000, 275840.30000000 5046066.20000000, 275836.00000000 5046071.20000000, 275832.70000000 5046074.90000000, 275829.80000000 5046078.20000000, 275826.40000000 5046081.90000000, 275824.30000000 5046084.00000000, 275823.70000000 5046084.80000000, 275815.60000000 5046092.80000000, 275804.90000000 5046102.90000000, 275802.80000000 5046104.70000000, 275801.50000000 5046105.80000000, 275794.89010000 5046111.19550000)"
Axe superstructurant proposé,"LINESTRING  ( 283532.58460000 5048285.51820000, 283473.48190000 5048325.69990000, 283423.81990000 5048360.89260000, 283393.55570000 5048382.33900000, 283376.01130000 5048394.77170000, 283363.12120000 5048403.89980000, 283350.82470000 5048412.03540000, 283340.63120000 5048418.11410000, 283325.25150000 5048426.47840000, 283310.61200000 5048434.35870000)"
Axe superstructurant proposé,"LINESTRING  ( 282013.63600000 5043092.72270000, 282003.61860000 5043086.24880000)"
Axe superstructurant proposé,"LINESTRING  ( 288362.26320000 5051255.97520000, 288339.30600000 5051286.47130000, 288328.50000000 5051300.70000000, 288307.80000000 5051328.20000000, 288295.81220000 5051344.48370000, 288270.60000000 5051378.10000000, 288255.00000000 5051398.90000000, 288240.61890000 5051417.54140000, 288240.50000000 5051417.70000000, 288214.60000000 5051452.40000000, 288178.90000000 5051500.00000000, 288176.80000000 5051502.80000000, 288142.90000000 5051547.90000000, 288130.60000000 5051564.50000000, 288128.07800000 5051567.90370000)"
Axe superstructurant proposé,"LINESTRING  ( 276673.79440000 5045726.51920000, 276667.04520000 5045722.90060000)"
Axe structurant proposé,"LINESTRING  ( 285013.59820000 5047348.37120000, 284991.51770000 5047325.09720000)"
Axe structurant proposé,"LINESTRING  ( 275640.23580000 5045233.70270000, 275639.80000000 5045232.20000000, 275636.70000000 5045222.00000000, 275636.28890000 5045220.63940000)"
Axe structurant existant,"LINESTRING  ( 287859.14720000 5047151.54810000, 287844.77020000 5047175.09120000)"
