TYPE_RES,STAT_RES,WKT 
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282438.19670904 5050212.80758552, 282445.77691424 5050172.48369249)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282162.40591364 5051581.39971483, 282205.09921299 5051360.50838912)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282178.60561224 5051584.50001415, 282190.99458743 5051522.00398054, 282221.10095193 5051363.60868842)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282477.66491564 5049928.17010549, 282469.35061005 5049970.23416652)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282140.69633793 5051778.49874356, 282178.60561224 5051584.50001415)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282237.00371104 5051195.90249741, 282239.84938110 5051181.16107421)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282391.70093462 5050462.10165336, 282394.58784628 5050446.96019154)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282448.96076539 5050155.53205591, 282450.02479854 5050149.87150943, 282453.23339465 5050136.56022429)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282123.39961291 5051784.49932288, 282124.99978680 5051775.69847321)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282285.21513582 5050946.47841701, 282286.62559838 5050938.92768804)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282144.82874577 5051672.67852726, 282158.64468016 5051600.90159762)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282138.99718421 5051787.49961254, 282140.69633793 5051778.49874356)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282456.44199076 5050039.42084608, 282458.87524487 5050026.30958026)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282282.02303635 5050963.28003911, 282283.69744512 5050954.59920102)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282455.22123954 5049727.38072048, 282460.40118389 5049738.23176809, 282465.90281269 5049751.99309666, 282473.30155487 5049773.99522083, 282479.49604247 5049799.39767328, 282482.50667892 5049816.89936297, 282484.99767127 5049834.70108161, 282486.29265736 5049850.50260716, 282486.20192585 5049864.49395794, 282485.10489942 5049880.59551245, 282483.46348393 5049895.29693178)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282268.18235700 5051034.76694074, 282282.02303635 5050963.28003911)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282239.84938110 5051181.16107421, 282268.18235700 5051034.76694074)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282242.63731294 5049026.53305787, 282233.70438342 5049065.39680993)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282314.69462806 5048772.29851305, 282296.00393712 5048857.49673843)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282296.00393712 5048857.49673843, 282289.69397306 5048887.39962537)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282820.41556500 5047688.36386570, 282792.56923992 5047727.26762163)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282339.49732342 5048586.87061112, 282335.60411683 5048605.60241956)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282248.99676692 5049068.29708994, 282238.19971730 5049117.50184035, 282218.21404026 5049198.86969593)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282197.33754478 5049238.11348468, 282197.19732335 5049256.30524099, 282198.30259810 5049273.59691039)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282240.64946805 5049368.05602985, 282260.89909129 5049401.29923928, 282326.70418059 5049510.75980704)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282270.87955733 5048967.62737088, 282261.58370177 5049010.41150143)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282369.90062740 5048440.79650854, 282362.22969069 5048477.67006846)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282676.39166625 5047880.65243001, 282582.69901029 5048005.40447406, 282545.79603091 5048054.89925249, 282497.50212293 5048118.69541162, 282482.30047094 5048139.39741027, 282468.20409370 5048161.29952479, 282452.69725391 5048187.50205449, 282449.05149690 5048193.50263381)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282299.20428491 5048768.89818478, 282286.90604122 5048823.93349810)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282289.69397306 5048887.39962537, 282276.19147479 5048944.13510284)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282335.60411683 5048605.60241956, 282333.23684927 5048616.19344206)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282394.18367864 5048390.67166929, 282392.17933712 5048401.40270530)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282410.73805496 5048302.61316777, 282404.80751357 5048333.69616865)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282797.18829859 5047694.11442089, 282776.13858840 5047723.34724314)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282381.11009297 5048377.61040830, 282378.96553002 5048389.71157660)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282762.39688887 5047766.45140458, 282703.00074348 5047845.19900719, 282678.29702795 5047878.10218379, 282676.39166625 5047880.65243001)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282218.21404026 5049198.86969593, 282213.39702194 5049218.39158065, 282211.40092874 5049228.10251819, 282210.65033171 5049234.71315640, 282210.70806994 5049239.90365751)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282664.06042929 5047870.61146061, 282570.10382712 5047995.40350853, 282533.40705571 5048044.50824930, 282484.70073179 5048109.49452333, 282469.00418065 5048130.49655095, 282454.60261561 5048152.00862781, 282438.09772921 5048180.20134965, 282435.40877720 5048183.96171269)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282391.09055901 5048407.27327207, 282389.63060654 5048415.10402809)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282969.70189129 5047489.70468636, 282881.18093136 5047609.07621096, 282820.41556500 5047688.36386570)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282333.23684927 5048616.19344206, 282311.27157567 5048714.74295641)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282343.71221445 5048566.58865301, 282339.49732342 5048586.87061112)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282199.39137622 5049207.70054850, 282198.30259810 5049216.10135954, 282197.50251116 5049228.20252784, 282197.33754478 5049238.11348468)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282387.21384906 5048428.02527555, 282385.78688986 5048435.72601902)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282378.96553002 5048389.71157660, 282369.90062740 5048440.79650854)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282747.63239780 5047761.23090058, 282691.39535859 5047834.89801269, 282665.49563680 5047868.70127620, 282664.06042929 5047870.61146061)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282311.27157567 5048714.74295641, 282299.20428491 5048768.89818478)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282389.39965361 5048330.90589926, 282381.11009297 5048377.61040830)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282286.90604122 5048823.93349810, 282284.10161275 5048836.50471178, 282273.60150261 5048884.39933572)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282364.49797843 5048547.25678664, 282351.20168813 5048609.00274784)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282776.13858840 5047723.34724314, 282775.59419934 5047724.10731652, 282749.10059858 5047759.30071423, 282747.63239780 5047761.23090058)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282392.17933712 5048401.40270530, 282391.09055901 5048407.27327207)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282261.58370177 5049010.41150143, 282248.99676692 5049068.29708994)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282355.54030395 5048509.78316878, 282343.71221445 5048566.58865301)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282276.19147479 5048944.13510284, 282273.79946227 5048954.20607513, 282270.87955733 5048967.62737088)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282210.70806994 5049239.90365751, 282210.75755985 5049245.87423394, 282211.20296908 5049250.09464139, 282213.89192109 5049266.30620652, 282219.30281838 5049290.99859042, 282223.20427328 5049306.70010631, 282228.90386174 5049322.80166081, 282234.19928256 5049335.50288704, 282246.69548590 5049359.99525163, 282267.90191416 5049396.29875652, 282328.89823345 5049497.59853640)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282957.29641946 5047480.80382703, 282805.70881215 5047682.65331439)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282246.09335862 5049011.46160281, 282242.63731294 5049026.53305787)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282805.70881215 5047682.65331439, 282799.16789515 5047691.36415537, 282797.18829859 5047694.11442089)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283006.80283033 5049165.09643533, 282992.39301697 5049153.19528635, 282978.70080736 5049142.09421460, 282956.10041319 5049124.70253554, 282938.49850036 5049113.20142518, 282917.49828009 5049101.30027620, 282879.39929445 5049082.49846100)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283348.29973519 5049356.10487604, 283299.09851212 5049336.00293532, 283242.10262756 5049313.70078218, 283202.20550837 5049300.39949803, 283185.18922619 5049289.72846780)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283353.60340433 5049341.50346636, 283291.60079012 5049318.50124564, 283260.99952648 5049307.10014493, 283229.00429692 5049298.39930492, 283205.19139986 5049292.89877387, 283185.18922619 5049289.72846780)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283185.18922619 5049289.72846780, 283153.76313065 5049281.25764999, 283142.09175921 5049276.08715081, 283130.66783734 5049270.44660625, 283124.99299384 5049267.70634170)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282879.39929445 5049082.49846100, 282856.79890028 5049073.69761132, 282810.89700483 5049055.00580675, 282773.49912630 5049041.20447431, 282759.29552092 5049036.00397223, 282700.50150281 5049016.20206048, 282649.99704533 5049000.00049632, 282618.80190272 5048990.29955974)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284621.09784613 5047002.59765911, 284520.69930679 5047129.19988179)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285778.74942329 5046641.07275606, 285724.70643695 5046597.19852027, 285687.69622942 5046566.70557637)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285383.30851191 5045988.39974442, 285296.80014183 5046100.40055743)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285395.30156780 5045997.40061340, 285308.10858723 5046109.00138778)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285308.10858723 5046109.00138778, 285274.49668714 5046151.69550964, 285238.89694217 5046197.29991247)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285238.89694217 5046197.29991247, 285218.70505717 5046224.80256769)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287719.70261801 5048093.09293985, 287655.10178329 5048054.89925249, 287631.10742321 5048039.09772694)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285296.80014183 5046100.40055743, 285263.50167787 5046143.20468991, 285222.10336461 5046196.39982558)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 288067.79817810 5048407.39328366, 288024.79969095 5048361.89889145, 287994.29740714 5048330.69587899, 287964.49623045 5048302.19312722, 287936.09726800 5048278.10080126, 287888.29825917 5048239.09703567, 287826.19666512 5048187.90209310, 287803.49729113 5048169.80034549, 287772.89602749 5048148.10825125, 287740.70283828 5048126.80619467, 287700.40155146 5048103.70396429)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285206.09337735 5046219.10201733, 285165.70135902 5046201.50031800, 285161.69267597 5046200.00017316, 285153.29588718 5046198.80005731)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287541.70389314 5047979.60198299, 287522.29559844 5047962.50033193)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287700.40155146 5048103.70396429, 287665.19772580 5048083.40200425, 287638.20097758 5048066.70039182, 287629.59798082 5048061.59989939)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285222.10336461 5046196.39982558, 285206.09337735 5046219.10201733)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284789.39654781 5045964.29741749, 284726.20617565 5045925.10363356)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287554.59601580 5047989.60294853, 287541.70389314 5047979.60198299)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284857.79985760 5046008.50168514, 284789.39654781 5045964.29741749)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287629.59798082 5048061.59989939, 287602.29604480 5048042.79808419, 287573.69912269 5048021.00598030)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285261.90150397 5046250.49504814, 285218.70505717 5046224.80256769)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284910.09420031 5046042.30494864, 284857.79985760 5046008.50168514)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287573.69912269 5048021.00598030, 287545.89403921 5048000.90403957)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284970.00174149 5046079.69855877, 284910.09420031 5046042.30494864)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285360.20497028 5046313.39112038, 285261.90150397 5046250.49504814)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285025.90059962 5046116.09207235, 284970.00174149 5046079.69855877)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285153.29588718 5046198.80005731, 285025.90059962 5046116.09207235)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287533.70302367 5047991.60314163, 287508.70236867 5047973.50139402)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 288410.50758586 5053053.60184707, 288413.79866516 5053060.59252198, 288418.59918684 5053067.70320847, 288439.50042728 5053084.30481126)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285608.40513849 5057370.89865604, 285582.99206753 5057402.69172547, 285537.99748717 5057452.40652513, 285465.09884350 5057530.70408429, 285393.50343424 5057605.80133447)"
