Fonds_gestion,Cofinancement,Annee_financiere,Debut_financement,Titulaire,Dossier,Etablissement,Pays_etablissement,Province_etablissement,Categorie_de_financement,Programme,Code_programme,Programme_volet,Code_volet,Montant_recherche,Frais_indirects,Montant_total,Domaine_de_recherche,Objet_de_recherche_1,Objet_de_recherche_2,Champs_application_1,Champs_application_2,Mots_cles 
FRQNT,,2018-2019,2018-2019,"GOLDBERG, JAMES",267366,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Intrinsically disordered protein // Nucleolus // phase separation // Fluoresence in situ Hybridization // western blot // C. elegans
FRQNT,,2018-2019,2018-2019,"ST-JEAN, JÉRÔME",267368,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Technologie de l'information et des communications ,,,,,"module central de contrôle // ""Objets connectés"" (Internet of things) // Bluetooth Low-Energy // Django // python // application Android"
FRQNT,,2018-2019,2018-2019,"ROSSY, JONATHAN",267372,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,"Techniques, mesures et systèmes",,,,,Drones // Controls // Propeller // Aerodynamics // Electronics // Tail-sitter
FRQNT,,2018-2019,2018-2019,"GÉLINAS-GASCON, FÉLIX",267376,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,,,,,,Statistiques // Loi de distributions // Programmation // Estimation de paramètres // Copules // Tau de Kendall
FRQNT,,2018-2019,2018-2019,"OJEDA, DEREK",267377,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Matériaux,,,,,Supraconducteur // Informatique // Web // Courant // Pulse // Programmation
FRQNT,,2018-2019,2018-2019,"DUGUAY, ALEXANDRE",267379,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,Physique // Physique non-linéaire // Mécanique des fluides // Turbulence // Simulations // Hélium
FRQNT,,2018-2019,2018-2019,"NOUTSIOS, DEAN",267380,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Matériaux,,,,,biomatériau // polymère // soie-azo // photo-sensible // matrice extracellulaire // direction cellulaire
FRQNT,,2018-2019,2018-2019,"OUYANG, JIE",267384,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,,,,,,Optimisation // Laser ultra-rapide // Optique non-linéaire // Filamentation // Pulse-shaping // Génération d'électrons libres
FRQNT,,2018-2019,2018-2019,"BEAULIEU, GUILLAUME",267394,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Matériaux,,,,,Matériaux // Organiques // Couches minces // Mélanine // DHI // polymérisation
FRQNT,,2018-2019,2018-2019,"MCCABE-LEROUX, JULES",267399,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,,,,,,écologie // comportementale // grillons // diète // immunité // LPS
FRQNT,,2018-2019,2018-2019,"LAURENT, BENOIT",267400,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,Monte Carlo // Boson // Hélium // Simulation // Mécanique quantique // Méthode numérique
FRQNT,,2018-2019,2018-2019,"NADEAU, OLIVIER",267401,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Matériaux,,,,,Simulation // Mécanique Quantique // Adsorption // Monte Carlo // Interface Utilisateur // Fichiers crystallographiques
FRQNT,,2018-2019,2018-2019,"FENG, CYNTHIA",267409,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,,,,,,virology // cell cycle arrest // translation // viral replication // apoptin // chicken anemia virus
FRQNT,,2018-2019,2018-2019,"BOUDREAU, FLORENCE",267411,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Microbiote intestinal  // Probiotiques  // Criblage des souches  // Capacité de dégradation des polyphénols // Métabolites microbiens  // Métabolomique
FRQNT,,2018-2019,2018-2019,"BELASSO, CLYDE",267428,Université Concordia,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,"Techniques, mesures et systèmes",,,,,Imagerie me?dicale // Algorithmes // Élastographie // Tomodensitométrie  // Traitement d'image //  Enregistrement d'image médicale
FRQNT,,2018-2019,2018-2019,"MAYER, DANIEL",267431,Carleton University,CANADA,Ontario,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,physique astroparticules // physique souterrains // détecteurs de gaz rares liquides // détecteurs de xénon liquide // simulation de Monte Carlo // structure de piste d'ionisation
FRQNT,,2018-2019,2018-2019,"VALKANAS, ANTONIOS",267437,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Structures abstraites,,,,,Neural Network // Electromagnetics // Simulation // Machine Learning // Numerical Methods // Finite Differences Method
FRQNT,,2018-2019,2018-2019,"NOEL, DUANE",267442,Université Concordia,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,géographie physique // Gaspésie // climatologie // dendrochronologie // cernes des arbres // dendroclimatologie
FRQNT,,2018-2019,2018-2019,"CHARLES, KATHLEEN",267443,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Structures abstraites,,,,,psychologie // affiliation // cognition // opioides // relations sociales // motivation
FRQNT,,2018-2019,2018-2019,"WANG, JIAYI",267473,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,combustion  // air pollution // uncertainty quantification // gas turbine engines // emission prediction  // NOx
FRQNT,,2018-2019,2018-2019,"BLACKBURN-DESBIENS, PÉNÉLOPE",267481,Université du Québec à Chicoutimi [UQAC],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Extraction Chloroplylle // Zooplancton // Filtration // Échantillonnage d'eau sur des lacs // Traitement en laboratoire  // Compilation de résultats
FRQNT,,2018-2019,2018-2019,"BENJAMIN, CHRISTOPHE",267482,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,Écologie aquatique // Éco-physiologie // Ichtyologie // Physiologie // Métabolisme // Respirométrie
FRQNT,,2018-2019,2018-2019,"HALLÉ-HANNAN, EDWARD",267483,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Matériaux,,,,,Physique // Informatique et modélisation // TINKER (logiciel) // Théorie de la fonctionnelle de densité // Graphène // Benzene tricarboxylic acid 
FRQNT,,2018-2019,2018-2019,"EMOND, EMERYSE",267489,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Structures abstraites,,,,,Développement cognitif  // Représentation psycholinguistique // Encodage des structures syntaxiques // Représentation abstraite  // Psycholinguistique  // Acquisition du langage
FRQNT,,2018-2019,2018-2019,"LEDUC, THOMAS",267492,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,biologie // puce micro fluidique // cellules tumorales // radiothérapie // agent systémique // sphéroïdes
FRQNT,,2018-2019,2018-2019,"BÉGIN-GODBOUT, ANTHONY",267501,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,Eau // Pluie // Bassin Versant // Sédiments // Pratiques de gestion optimales (PGO) // Matières en suspension (MES)
FRQNT,,2018-2019,2018-2019,"ST-GELAIS, SYMON",267512,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,"Techniques, mesures et systèmes",,,,,Lait // Concentré // Poudre // Perméat // Cristallisation // Cinétique
FRQNT,,2018-2019,2018-2019,"PROVENCHER, HUGO",267521,Université Concordia,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Énergie,,,,,thermodynamique // fluides compressibles // détonation // combustion // manufacture // schlieren visualisation
FRQNT,,2018-2019,2018-2019,"MIRVAKILI, NASIBEH ",267531,Université Concordia,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Énergie,,,,,Mechanical heart valve // thrombus // thrombosis // Cardiovascular // MHV // Mitral valve
FRQNT,,2018-2019,2018-2019,"COVENDEN, MICHAEL SLATER",267532,Université Concordia,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Énergie,,,,,fusée // energie // combustion // réacteur // détonation // aérospatial
FRQNT,,2018-2019,2018-2019,"WAKIM, ALEXANDRE",267535,Université Concordia,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Fabrication et construction,,,,,Civil Engineering // Masonry // Construction // Innovation // Shear walls // Concrete
FRQNT,,2018-2019,2018-2019,"DESCHÊNES, SIMON-PIERRE",267537,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,"Techniques, mesures et systèmes",,,,,Robotique // Cartographie 3D // Localisation // Lidar // Recalage // Biais
FRQNT,,2018-2019,2018-2019,"MOHAMMAD KAZEM, HABIBI TANHA ",267543,Université Concordia,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Actiwatch  // Neuroscience  // Neurophysiology  // Polysomnography  // Sleep  // Cognition 
FRQNT,,2018-2019,2018-2019,"LEBLANC L'ECUYER, ALEXANDRA",267545,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Neuroscience // Perception // Musique // Rythme // EEG // Toning
FRQNT,,2018-2019,2018-2019,"VALENTINI, GABRIEL",267548,Université Concordia,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Technologie de l'information et des communications ,,,,,audio // direction // jeu // ludification // Programmation informatique // Réalité augmentée
FRQNT,,2018-2019,2018-2019,"WANG, ZIXUAN",267551,Université Concordia,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Fabrication et construction,,,,,infrastructure // construction // earthquake load // reinforcement // shear wall // ductility
FRQNT,,2018-2019,2018-2019,"BABIKER, IBRAHIM",267555,Université Concordia,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,"Techniques, mesures et systèmes",,,,,mauvaise herbes // pissenlit // robot mobile // vision informatique // webcam // logiciel C++
FRQNT,,2018-2019,2018-2019,"POIFFAUT, ARTHUR",267556,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,"Techniques, mesures et systèmes",,,,,imagerie hyperspectrale // épilepsie // machine learning  // imagerie optique // réponse hémodynamique // clustering methods
FRQNT,,2018-2019,2018-2019,"DIAS FERREIRA DE MELO, ALEXANDRE GASPAR",267557,Université Concordia,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Fabrication et construction,,,,,Lean // Moteurs // Turbine // Amélioration // Processus // SixSigma
FRQNT,,2018-2019,2018-2019,"MILLER, MAXWELL",267558,Université Concordia,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Antibiotiques //  Résistance bactérienne //  Antagonisme bactérien //  Antibiotiques combinatoires //  Inhibition de l'acide itaconique //  S. Enterica Typhimurium
FRQNT,,2018-2019,2018-2019,"BÉRUBÉ-GIROUARD, VICTOR",267559,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Organismes vivants ,,,,,Phytopathologie // Lutte intégrée // Maladies fongiques // Capteurs de spores // Mildiou // Stemphylium vesicarium
