IDENT_INTRT;NO_SEQ_DOCUM;DATE_ANC_COMMI;COD_MUNI_LIEU;TYP_DOCUM_INTRT;CODE_LOI_REGLEMENT;NO_ARTCL_L_R;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;DESC_TYP_VEH_INFRA;DESCN_CAT_INFRA;VL_CONF_PRMSE;VL_NCONF_CNTT 
DI9999IRDPL300;5;2022-01-11;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999IRENM300;1;2022-07-21;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999IRNHM300;1;2022-06-19;;ANC;c.T-11.2;54;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999IRNHM300;2;2022-06-19;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999IRNHM300;3;2022-06-19;;ANC;c.T-11.2;68;CI;AI;Automobile inscrite;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999IRNHM300;4;2022-06-19;;ANC;c.T-11.2;47;RY;;;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999IRNTM300;1;2022-08-31;;ANC;c.T-11.2;73;PR;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999IRQRM300;1;2022-08-19;;ANC;c.C-24.2;37;AU;VR;Véhicule routier;Immatriculation;;
DI9999IRVPL300;1;2022-01-13;;ANC;c.C-24.2;310;CO;VR;Véhicule routier;Signalisation routière;;
DI9999IRWBM300;1;2022-04-27;;ANC;c.C-24.2;471;CO;VR;Véhicule routier;Arrimage;;
DI9999IRZXM300;1;2022-09-23;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999IRZXM300;2;2022-09-23;;ANC;c.P-30.3;5;PR;VL;Véhicule lourd;Règlement sur les PEVL;;
DI9999IRZXM300;3;2022-09-23;;ANC;c.C-24.2;519.15.1;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IS0KM300;2;2022-07-02;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI9999IS0KM300;3;2022-07-02;;ANC;c.C-24.2;427;CO;VR;Véhicule routier;Règles de circulation;;
DI9999IS0KM300;4;2022-07-02;;ANC;c.C-24.2;427;CO;VR;Véhicule routier;Règles de circulation;;
DI9999IS0WM300;6;2022-09-14;;ANC;c.C-24.2;262;EX;VL;Véhicule lourd;Équipement;;
DI9999IS0WM300;7;2022-09-14;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999IS1IN300;1;2022-12-28;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999IS3IM300;2;2022-06-21;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999IS6GM300;1;2022-06-13;;ANC;c.C-24.2;37;AU;VR;Véhicule routier;Immatriculation;;
DI9999IS7EN300;2;2022-12-06;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999ISCOM300;2;2022-07-27;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999ISDAN300;3;2022-11-19;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999ISDAN300;4;2022-11-19;;ANC;c.C-24.2;28;AU;VR;Véhicule routier;Immatriculation;;
DI9999ISI8M300;1;2022-04-08;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999ISJ6N300;1;2022-11-01;;ANC;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;
DI9999ISJ6N300;2;2022-11-01;;ANC;c.C-24.2;291;EX;VL;Véhicule lourd;Signalisation routière;;
DI9999ISNUL300;1;2022-02-09;;ANC;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999ISUOM300;4;2022-08-02;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999ISUOM300;5;2022-08-02;;ANC;c.C-24.2;513;CO;EN;Ensemble de véhicules routiers;Permis spécial;;
DI9999ISUOM300;6;2022-08-02;;ANC;c.C-24.2;513;CO;EN;Ensemble de véhicules routiers;Permis spécial;;
DI9999ISUOM300;7;2022-08-02;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999ISUOM300;8;2022-08-02;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999ISXAM300;1;2022-05-14;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999ISXAM300;2;2022-05-14;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999ISY8N300;1;2022-11-11;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999ISZYL300;1;2022-02-23;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999IT1JM300;4;2022-06-28;;ANC;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;10;16,2
DI9999IT6TL300;1;2022-01-31;;ANC;c.C-24.2;32;CO;VR;Véhicule routier;Immatriculation;;
DI9999IT7RM300;1;2022-08-17;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999IT81N300;2;2022-10-07;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999ITCPL300;1;2022-01-11;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999ITGLM300;1;2022-07-11;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999ITH7N300;1;2022-11-04;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999ITH7N300;2;2022-11-04;;ANC;c.C-24.2;32;PR;VR;Véhicule routier;Immatriculation;;
DI9999ITJJM300;2;2022-06-29;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999ITJJM300;4;2022-06-29;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999ITKHN300;1;2022-12-22;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI9999ITMTM300;2;2022-08-31;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999ITMTM300;3;2022-08-31;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999ITMTM300;4;2022-08-31;;ANC;c.C-24.2;210;PR;VR;Véhicule routier;Équipement;;
DI9999ITMTM300;6;2022-08-31;;ANC;c.C-24.2;646;XP;VL;Véhicule lourd;Matières dangereuses;;
DI9999ITPRM300;1;2022-08-19;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999ITQDN300;1;2022-12-05;;ANC;c.C-24.2;54;PR;VR;Véhicule routier;Immatriculation;;
DI9999ITQDN300;2;2022-12-05;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999ITQDN300;3;2022-12-05;;ANC;c.P-30.3;5;EX;VL;Véhicule lourd;Règlement sur les PEVL;;
DI9999ITQDN300;4;2022-12-05;;ANC;c.C-24.2;523;EX;VL;Véhicule lourd;Vérification mécanique (fréquence);;
DI9999ITQDN300;5;2022-12-05;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999ITQDN300;6;2022-12-05;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999ITRRL300;1;2022-01-22;;ANC;c.C-24.2;210;PR;VR;Véhicule routier;Équipement;;
DI9999ITSDM300;1;2022-06-01;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999ITSDM300;2;2022-06-01;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999ITSDM300;4;2022-06-01;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999ITSDM300;5;2022-06-01;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999ITSDM300;6;2022-06-01;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999ITTBN300;1;2022-11-25;;ANC;c.C-24.2;519.17;PR;VL;Véhicule lourd;Ronde de sécurité;;
DI9999ITVZM300;3;2022-09-29;;ANC;c.C-24.2;257.1;PR;VL;Véhicule lourd;Équipement;;
DI9999ITXZL300;2;2022-03-01;;ANC;c.C-24.2;225;EX;VL;Véhicule lourd;Équipement;;
DI9999ITZ7N300;2;2022-11-08;;ANC;c.C-24.2;225;EX;VL;Véhicule lourd;Équipement;;
DI9999IU34N300;3;2022-10-20;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IUB0M300;1;2022-03-02;;ANC;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;
DI9999IUEMM300;1;2022-07-17;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999IUEMM300;2;2022-07-17;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IUF8N300;3;2022-11-09;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IUF8N300;4;2022-11-09;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IUF8N300;5;2022-11-09;;ANC;c.C-24.2;646;TR;VL;Véhicule lourd;Matières dangereuses;;
DI9999IUGYL300;1;2022-02-21;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999IULGN300;1;2022-12-15;;ANC;c.C-24.2;225;EX;VL;Véhicule lourd;Équipement;;
DI9999IUNGM300;1;2022-05-30;;ANC;c.C-24.2;519.2.1;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IUPSL300;1;2022-01-27;;ANC;c.C-24.2;513;CO;VR;Véhicule routier;Permis spécial;;
DI9999IUTOM300;3;2022-08-01;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IUTOM300;4;2022-08-01;;ANC;c.C-24.2;519.15.1;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IUUAN300;1;2022-11-22;;ANC;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999IUX8N300;2;2022-11-11;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI9999IUYYL300;2;2022-02-23;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999IV3HM300;1;2022-06-02;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999IV43N300;1;2022-10-17;;ANC;c.C-24.2;65;CO;VR;Véhicule routier;Permis de conduire;;
DI9999IV43N300;2;2022-10-17;;ANC;c.C-24.2;106;PR;VR;Véhicule routier;Permis de conduire;;
DI9999IV5TL300;1;2022-01-31;;ANC;c.C-24.2;32;PR;VR;Véhicule routier;Immatriculation;;
DI9999IV6RM300;1;2022-08-17;;ANC;c.C-24.2;225;PR;VL;Véhicule lourd;Équipement;;
DI9999IV6RM300;2;2022-08-17;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999IV6RM300;3;2022-08-17;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999IVCBM300;1;2022-05-17;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999IVCBM300;2;2022-05-17;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999IVCBM300;3;2022-05-17;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999IVCBM300;4;2022-05-17;;ANC;c.C-24.2;27;AU;VR;Véhicule routier;Immatriculation;;
DI9999IVG7N300;1;2022-11-04;;ANC;c.T-11.2;82;PR;;;Règlement concernant le tr. rémunéré de pers. par automobile;;
DI9999IVIJM300;1;2022-06-29;;ANC;c.C-24.2;291;EX;VL;Véhicule lourd;Signalisation routière;;
DI9999IVNTL300;1;2022-02-02;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999IVPDN300;2;2022-12-04;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IVRPM300;3;2022-08-08;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IVRPM300;4;2022-08-08;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IVRPM300;5;2022-08-08;;ANC;c.C-24.2;225;EX;VL;Véhicule lourd;Équipement;;
DI9999IVRPM300;6;2022-08-08;;ANC;c.C-24.2;443.2;CO;VR;Véhicule routier;Règles de circulation;;
DI9999IVTPL300;1;2022-01-12;;ANC;c.C-24.2;513;CO;EN;Ensemble de véhicules routiers;Permis spécial;;
DI9999IVTPL300;2;2022-01-12;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999IVTPL300;3;2022-01-12;;ANC;c.C-24.2;464;CO;HN;Véhicule hors normes;Permis spécial;;
DI9999IVTPL300;4;2022-01-12;;ANC;c.C-24.2;513;CO;EN;Ensemble de véhicules routiers;Permis spécial;;
DI9999IVTPL300;5;2022-01-12;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999IVUNM300;1;2022-07-25;;ANC;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999IVUNM300;2;2022-07-25;;ANC;c.C-24.2;464;CO;HN;Véhicule hors normes;Permis spécial;;
DI9999IVUNM300;3;2022-07-25;;ANC;c.C-24.2;513;CO;VR;Véhicule routier;Permis spécial;;
DI9999IVUNM300;4;2022-07-25;;ANC;c.C-24.2;274;EX;VL;Véhicule lourd;Équipement;;
DI9999IW16M300;3;2022-04-13;;ANC;c.C-24.2;210.1;PR;VR;Véhicule routier;Équipement;;
DI9999IW16M300;4;2022-04-13;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IW16M300;5;2022-04-13;;ANC;c.T-12;4;EX;VL;Véhicule lourd;Documents d'expédition;;
DI9999IW1IM300;1;2022-06-21;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IW1IM300;2;2022-06-21;;ANC;c.C-24.2;37;AU;VR;Véhicule routier;Immatriculation;;
DI9999IW1UM300;3;2022-09-01;;ANC;c.C-24.2;292;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999IW1UM300;4;2022-09-01;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IW2GN300;1;2022-12-14;;ANC;c.C-24.2;473;PR;VR;Véhicule routier;Dimension;;
DI9999IW6SL300;4;2022-01-25;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999IW7EM300;1;2022-05-06;;ANC;c.C-24.2;237;PR;VR;Véhicule routier;Équipement;;
DI9999IW7QM300;3;2022-08-10;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999IW9QL300;1;2022-01-14;;ANC;c.C-24.2;423;CO;VR;Véhicule routier;Règles de circulation;;
DI9999IWA0M300;1;2022-03-02;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999IWBAN300;1;2022-11-18;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI9999IWGKM300;2;2022-07-05;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IWGKM300;3;2022-07-05;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IWKGN300;1;2022-12-15;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999IWPEM300;1;2022-05-30;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999IWRQL300;2;2022-01-18;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI9999IWUOL300;1;2022-01-06;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999IWUOL300;2;2022-01-06;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI9999IX05N300;3;2022-10-25;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999IX05N300;4;2022-10-25;;ANC;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999IX0HN300;1;2022-12-19;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI9999IX1VL300;1;2022-02-10;;ANC;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;75
DI9999IX5FM300;2;2022-06-07;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999IX5FM300;3;2022-06-07;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999IX5FM300;4;2022-06-07;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999IXC9N300;1;2022-11-15;;ANC;c.C-24.2;423;CO;VR;Véhicule routier;Règles de circulation;;
DI9999IXELM300;2;2022-07-11;;ANC;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;
DI9999IXF7N300;1;2022-11-04;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999IXJVL300;1;2022-02-15;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI9999IXKHM300;1;2022-06-17;;ANC;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;
DI9999IXKHM300;4;2022-06-17;;ANC;c.C-24.2;27;AU;VR;Véhicule routier;Immatriculation;;
DI9999IXKHM300;5;2022-06-17;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999IXKTM300;2;2022-08-31;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999IXNFM300;1;2022-06-09;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999IXNRM300;1;2022-08-19;;ANC;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;
DI9999IXO1N300;1;2022-10-11;;ANC;c.C-24.2;361;CO;VR;Véhicule routier;Règles de circulation;;
DI9999IXWLM300;2;2022-07-13;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999IXWXM300;1;2022-09-22;;ANC;c.T-11.2;63;CU;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999IXWXM300;2;2022-09-22;;ANC;c.T-11.2;58;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999IXZ7M300;1;2022-04-28;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999IXZ7M300;2;2022-04-28;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999IXZ7M300;3;2022-04-28;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999IXZ7M300;4;2022-04-28;;ANC;c.C-24.2;423;CO;VR;Véhicule routier;Règles de circulation;;
DI9999IXZVM300;2;2022-09-14;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999IXZVM300;3;2022-09-14;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999IY0UM300;1;2022-09-01;;ANC;c.C-24.2;54;PR;VR;Véhicule routier;Immatriculation;;
DI9999IY0UM300;2;2022-09-01;;ANC;c.C-24.2;270;PR;VR;Véhicule routier;Équipement;;
DI9999IY1GN300;2;2022-12-14;;ANC;c.C-24.2;523;PR;VR;Véhicule routier;Vérification mécanique (fréquence);;
DI9999IY70N300;1;2022-10-03;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999IY90M300;1;2022-03-02;;ANC;c.C-24.2;471;CO;VR;Véhicule routier;Arrimage;;
DI9999IYFWM300;2;2022-09-15;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IYLSM300;3;2022-08-25;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IYM2N300;1;2022-10-14;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999IYPCN300;1;2022-11-30;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999IYUAM300;1;2022-04-14;;ANC;c.C-24.2;32;CO;VR;Véhicule routier;Immatriculation;;
DI9999IYUAM300;2;2022-04-14;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IYX8M300;2;2022-05-04;;ANC;c.T-11.2;53;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999IYY6N300;2;2022-11-03;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI9999IZ23N300;1;2022-04-05;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999IZ23N300;2;2022-04-05;;ANC;c.T-11.2;69;CI;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999IZ7PM300;1;2022-08-03;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IZ7PM300;2;2022-08-03;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999IZB9N300;1;2022-11-15;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI9999IZDXM300;3;2022-09-20;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999IZJTM300;1;2022-08-31;;ANC;c.C-24.2;37;AU;VR;Véhicule routier;Immatriculation;;
DI9999IZK3N300;2;2022-10-19;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999IZNDN300;1;2022-12-03;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999J00VL300;1;2022-02-10;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999J01TM300;2;2022-08-27;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999J01TM300;3;2022-08-27;;ANC;c.T-12;3;EX;VL;Véhicule lourd;Documents d'expédition;;
DI9999J07DM300;1;2022-05-27;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999J09PL300;1;2022-01-10;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999J0D9M300;3;2022-05-05;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999J0D9M300;4;2022-05-05;;ANC;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999J0DLM300;3;2022-07-11;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J0DXM300;1;2022-09-20;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999J0HHN300;1;2022-12-21;;ANC;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999J0HHN300;2;2022-12-21;;ANC;c.C-24.2;27;AU;VR;Véhicule routier;Immatriculation;;
DI9999J0HHN300;3;2022-12-21;;ANC;c.T-11.2;153;CQ;AD;Automobile adaptée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999J0HHN300;4;2022-12-21;;ANC;c.T-11.2;155;RN;AD;Automobile adaptée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999J0JTM300;2;2022-08-31;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999J0P1M300;1;2022-03-17;;ANC;c.C-24.2;37;AU;VR;Véhicule routier;Immatriculation;;
DI9999J0P1M300;2;2022-03-17;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999J0T9N300;1;2022-11-17;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J0T9N300;2;2022-11-17;;ANC;c.C-24.2;257.1;PR;VL;Véhicule lourd;Équipement;;
DI9999J0W7N300;2;2022-11-08;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J0ZHN300;2;2022-12-28;;ANC;c.C-24.2;65;CO;VR;Véhicule routier;Permis de conduire;;
DI9999J104N300;1;2022-10-20;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999J13EN300;1;2022-12-06;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999J180M300;1;2022-03-02;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999J180M300;2;2022-03-02;;ANC;c.C-24.2;225;PR;VL;Véhicule lourd;Équipement;;
DI9999J18OM300;3;2022-07-27;;ANC;c.C-24.2;519.15;PR;VL;Véhicule lourd;Vérification mécanique;;
DI9999J18OM300;4;2022-07-27;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J18OM300;5;2022-07-27;;ANC;c.C-24.2;98;CO;VR;Véhicule routier;Permis de conduire;;
DI9999J1BMM300;3;2022-07-15;;ANC;c.C-24.2;272;PR;VL;Véhicule lourd;Équipement;;
DI9999J1C8N300;2;2022-11-09;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J1C8N300;3;2022-11-09;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999J1Q0M300;1;2022-03-04;;ANC;c.C-24.2;370;CO;VR;Véhicule routier;Règles de circulation;;
DI9999J1RAN300;2;2022-11-22;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999J1SOL300;1;2022-01-06;;ANC;c.C-24.2;423;CO;VR;Véhicule routier;Règles de circulation;;
DI9999J1WKM300;2;2022-07-07;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999J1WKM300;3;2022-07-07;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J1WKM300;4;2022-07-07;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J1WKM300;5;2022-07-07;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J21FN300;5;2022-12-08;;ANC;c.T-11.2;69;PR;AQ;;Règlement concernant le tr. rémunéré de pers. par automobile;;
DI9999J21FN300;6;2022-12-08;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999J241N300;2;2022-10-06;;ANC;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;
