IDENT_INTRT;NO_SEQ_DOCUM;DATE_ANC_COMMI;COD_MUNI_LIEU;TYP_DOCUM_INTRT;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;VL_CONF_PRMSE;VL_NCONF_CNTT;NO_ARTCL_L_R;CODE_LOI_REGLEMENT;DESCR_TYPE_VEH_INFRA;DESCN_CAT_INFRA
DI999908BSK300;1;2021-06-22;;ANC;AU;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI999908E2K300;2;2021-02-18;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI999908H0K300;1;2021-02-09;;ANC;CO;EN;;;513;c.C-24.2;Ensemble de véhicules routiers;Permis spécial
DI999908KMK300;1;2021-05-20;;ANC;CO;VR;;;368;c.C-24.2;Véhicule routier;Règles de circulation
DI999908R4L300;2;2021-09-08;;ANC;EX;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI999908R4L300;3;2021-09-08;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI999908R4L300;4;2021-09-08;;ANC;XP;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI999908R4L300;5;2021-09-08;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI999908SUJ300;2;2021-01-13;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI999908SUJ300;3;2021-01-13;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI999908W2K300;1;2021-02-22;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI999908WEK300;3;2021-04-15;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI999908WEK300;4;2021-04-15;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI999908XCL300;2;2021-10-21;;ANC;AU;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI999908Z0K300;1;2021-02-10;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999090NK300;1;2021-05-25;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999090ZK300;1;2021-08-03;;ANC;EX;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999091LL300;3;2021-12-03;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999092ZJ300;1;2021-02-02;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI99990947L300;1;2021-09-21;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990975L300;3;2021-09-10;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99990975L300;4;2021-09-10;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999099HK300;1;2021-04-27;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI999909BTJ300;1;2021-01-06;;ANC;EX;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI999909BTJ300;2;2021-01-06;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI999909FDK300;1;2021-04-08;;ANC;EX;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI999909J9L300;2;2021-10-04;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI999909LLK300;4;2021-05-17;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI999909RHK300;1;2021-04-29;;ANC;EX;VL;;;5;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI999909RHK300;2;2021-04-29;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI999909RTK300;1;2021-06-30;;ANC;PR;VL;;;5;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI999909RTK300;2;2021-06-30;;ANC;PR;VL;;;519.40;c.C-24.2;Véhicule lourd;Immatriculation
DI999909RTK300;3;2021-06-30;;ANC;PR;VR;;;31.1;c.C-24.2;Véhicule routier;Immatriculation
DI999909TTJ300;1;2021-01-08;;ANC;CO;VR;;;443.1;c.C-24.2;Véhicule routier;Règles de circulation
DI999909TTJ300;2;2021-01-08;;ANC;CO;VR;;;441;c.C-24.2;Véhicule routier;Équipement
DI99990A1AK300;1;2021-03-24;;ANC;PR;VL;;;523;c.C-24.2;Véhicule lourd;Vérification mécanique (fréquence)
DI99990A1YK300;2;2021-07-27;;ANC;PR;VL;;;5;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI99990A1YK300;3;2021-07-27;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990A28L300;3;2021-09-27;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99990A28L300;4;2021-09-27;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990A48K300;3;2021-03-17;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990A4WK300;3;2021-07-14;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990A7UK300;2;2021-07-05;;ANC;PR;VL;;;270;c.C-24.2;Véhicule lourd;Équipement
DI99990AAGK300;1;2021-04-22;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99990ADEK300;3;2021-04-13;;ANC;XP;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI99990AJAK300;4;2021-03-25;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990AJAK300;5;2021-03-25;;ANC;PR;VR;;;6;c.C-24.2;Véhicule routier;Immatriculation
DI99990AMWK300;1;2021-07-16;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990AOWJ300;2;2021-01-21;;ANC;CO;EN;;;473.1;c.C-24.2;Ensemble de véhicules routiers;Permis spécial
DI99990ARUJ300;1;2021-01-13;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99990ARUJ300;2;2021-01-13;;ANC;CO;VR;;;423;c.C-24.2;Véhicule routier;Règles de circulation
DI99990ARUJ300;3;2021-01-13;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99990AS4K300;1;2021-03-02;;ANC;CD;VL;;;474;c.C-24.2;Véhicule lourd;Dimension
DI99990AS4K300;2;2021-03-02;;ANC;EX;VL;;;474;c.C-24.2;Véhicule lourd;Dimension
DI99990ASGK300;2;2021-04-25;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990ASGK300;3;2021-04-25;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990ASGK300;5;2021-04-25;;ANC;AU;VR;;;95;c.C-24.2;Véhicule routier;Permis de conduire
DI99990ASGK300;6;2021-04-25;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI99990ASSK300;2;2021-06-23;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990AV2K300;3;2021-02-21;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990AVEK300;1;2021-04-15;;ANC;AU;VR;;;57;c.C-24.2;Véhicule routier;Immatriculation
DI99990AYCK300;1;2021-04-07;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990B65L300;1;2021-09-10;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99990B85K300;2;2021-03-03;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990B85K300;4;2021-03-03;;ANC;CD;VL;;;240.1;c.C-24.2;Véhicule lourd;Équipement
DI99990B8HK300;1;2021-04-27;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99990B8TK300;2;2021-06-28;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990B93L300;1;2021-08-30;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99990B93L300;2;2021-08-30;;ANC;CD;VL;;;310;c.C-24.2;Véhicule lourd;Signalisation routière
DI99990B93L300;3;2021-08-30;;ANC;CO;VR;;;36;c.C-24.2;Véhicule routier;Immatriculation
DI99990B93L300;4;2021-08-30;;ANC;CO;VR;;;36;c.C-24.2;Véhicule routier;Immatriculation
DI99990B93L300;5;2021-08-30;;ANC;AU;VR;;;93;c.C-24.2;Véhicule routier;Permis de conduire
DI99990BHNK300;3;2021-05-26;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990BJZJ300;2;2021-02-04;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990BJZJ300;3;2021-02-04;;ANC;CD;VL;;;519.4.1;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990BK9K300;1;2021-03-22;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI99990BK9K300;2;2021-03-22;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990BK9K300;3;2021-03-22;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990BL7L300;1;2021-09-23;;ANC;CO;VR;;;361;c.C-24.2;Véhicule routier;Règles de circulation
DI99990BLJL300;3;2021-11-25;;ANC;AU;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99990BPVJ300;1;2021-01-18;;ANC;CO;VR;;;443.1;c.C-24.2;Véhicule routier;Règles de circulation
DI99990BPVJ300;2;2021-01-18;;ANC;PR;VL;;;5;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI99990BPVJ300;3;2021-01-18;;ANC;PR;VL;;;186;c.A-25;;Autres
DI99990BPVJ300;7;2021-01-18;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990BQ5K300;2;2021-03-06;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99990BQ5K300;3;2021-03-06;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI99990BR3L300;1;2021-09-01;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990BR3L300;2;2021-09-01;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990BR3L300;3;2021-09-01;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99990BR3L300;4;2021-09-01;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI99990BR3L300;5;2021-09-01;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99990BRFL300;1;2021-11-04;;ANC;CQ;AQ;;;53;c.T-11.2;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile
DI99990BWDK300;1;2021-03-24;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990BWDK300;2;2021-03-24;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99990C3WK300;3;2021-07-14;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI99990C3WK300;4;2021-07-14;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990C66K300;2;2021-03-09;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI99990C6IK300;1;2021-04-30;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99990C9GK300;1;2021-04-22;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI99990CAEL300;1;2021-10-28;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990CD0L300;1;2021-08-11;;ANC;PR;VL;;;519.36;c.C-24.2;Véhicule lourd;Immatriculation
DI99990CD0L300;2;2021-08-11;;ANC;;;;;50.0.6;c.T-1;;Permis IFTA
DI99990CDOL300;1;2021-12-30;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99990CDOL300;2;2021-12-30;;ANC;EX;VL;;;3;c.T-12;Véhicule lourd;Documents d'expédition
DI99990CF0K300;1;2021-02-09;;ANC;PR;VR;;;255;c.C-24.2;Véhicule routier;Équipement
DI99990CF0K300;2;2021-02-09;;ANC;PR;VL;;;239;c.C-24.2;Véhicule lourd;Équipement
DI99990CFOK300;2;2021-06-01;;ANC;CD;VL;;;519.8.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990CIMK300;1;2021-05-20;;ANC;PR;VL;;;225;c.C-24.2;Véhicule lourd;Équipement
DI99990CIMK300;2;2021-05-20;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990CIYK300;1;2021-07-29;;ANC;AU;VR;;;386;c.C-24.2;Véhicule routier;Règles de circulation
DI99990CIYK300;2;2021-07-29;;ANC;PR;VL;;;519.17;c.C-24.2;Véhicule lourd;Vérification mécanique
DI99990CJKL300;1;2021-12-01;;ANC;PR;VL;;;225;c.C-24.2;Véhicule lourd;Équipement
DI99990CJKL300;2;2021-12-01;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99990CJKL300;3;2021-12-01;;ANC;AU;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99990CJKL300;4;2021-12-01;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI99990CKYJ300;4;2021-01-29;;ANC;CD;VL;;;519.8.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990CO6K300;2;2021-03-10;;ANC;CO;VR;;;310;c.C-24.2;Véhicule routier;Signalisation routière
DI99990COIK300;4;2021-05-04;;ANC;PR;VL;;;519.15;c.C-24.2;Véhicule lourd;Vérification mécanique
DI99990COIK300;5;2021-05-04;;ANC;PR;VL;;;519.15;c.C-24.2;Véhicule lourd;Vérification mécanique
DI99990COIK300;6;2021-05-04;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99990COUK300;1;2021-07-07;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99990CPGL300;1;2021-11-10;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI99990CPGL300;2;2021-11-10;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990CQUJ300;1;2021-01-13;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99990CS2L300;3;2021-08-26;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99990CS2L300;4;2021-08-26;;ANC;CO;VR;;;423;c.C-24.2;Véhicule routier;Règles de circulation
DI99990CS2L300;5;2021-08-26;;ANC;;;;;50.0.8;c.T-1;;Vignette IFTA
DI99990CS2L300;6;2021-08-26;;ANC;PR;VL;;;519.15;c.C-24.2;Véhicule lourd;Vérification mécanique
DI99990CS2L300;7;2021-08-26;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990CS2L300;8;2021-08-26;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99990CU2K300;2;2021-02-20;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990CUEK300;3;2021-04-15;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI99990CUEK300;4;2021-04-15;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI99990CVCL300;2;2021-10-21;;ANC;CD;VL;;;519.8.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990CYAL300;1;2021-10-12;;ANC;EX;VL;2,6;3,9;463;c.C-24.2;Véhicule lourd;Dimension
DI99990D27L300;1;2021-09-21;;ANC;;;;;50.0.8;c.T-1;;Permis IFTA
DI99990D75K300;1;2021-03-03;;ANC;CO;VR;;;471;c.C-24.2;Véhicule routier;Arrimage
DI99990D7TK300;3;2021-06-28;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI99990D7TK300;4;2021-06-28;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI99990DARK300;2;2021-06-16;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990DMVK300;1;2021-07-13;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99990DNHL300;1;2021-11-15;;ANC;PR;VA;;;215;c.C-24.2;Véhicule automobile;Équipement
DI99990DP5K300;1;2021-03-05;;ANC;CO;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI99990DSFK300;3;2021-04-20;;ANC;EX;VL;;;4;c.T-12;Véhicule lourd;Documents d'expédition
DI99990DT1L300;4;2021-08-20;;ANC;PR;VR;;;31;c.C-24.2;Véhicule routier;Immatriculation
DI99990DT1L300;5;2021-08-20;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990DT1L300;6;2021-08-20;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99990DTDL300;2;2021-10-27;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990DTDL300;3;2021-10-27;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990DTDL300;4;2021-10-27;;ANC;EX;VL;;;225;c.C-24.2;Véhicule lourd;Équipement
DI99990DVDK300;3;2021-04-12;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990DVDK300;4;2021-04-12;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99990DYBK300;1;2021-03-31;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990E2WK300;2;2021-07-14;;ANC;AU;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99990E4WJ300;1;2021-01-19;;ANC;CD;VL;;;474;c.C-24.2;Véhicule lourd;Dimension
DI99990E64L300;1;2021-09-03;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990E64L300;2;2021-09-03;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99990E6GL300;1;2021-11-08;;ANC;AU;VL;;;48;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI99990E7UJ300;1;2021-01-12;;ANC;PR;VR;;;54;c.C-24.2;Véhicule routier;Immatriculation
DI99990E92L300;1;2021-08-24;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99990E9EL300;3;2021-10-28;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990E9EL300;4;2021-10-28;;ANC;EX;VL;19;27,2;463;c.C-24.2;Véhicule lourd;Dimension
DI99990E9EL300;5;2021-10-28;;ANC;CO;EN;;;513;c.C-24.2;Ensemble de véhicules routiers;Permis spécial
DI99990E9EL300;6;2021-10-28;;ANC;CO;EN;;;513;c.C-24.2;Ensemble de véhicules routiers;Permis spécial
DI99990EB2K300;1;2021-02-18;;ANC;CO;VR;;;359.1;c.C-24.2;Véhicule routier;Règles de circulation
DI99990EBEK300;2;2021-04-13;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99990EHYK300;2;2021-07-29;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI99990EJYJ300;1;2021-01-29;;ANC;AU;VR;;;37;c.C-24.2;Véhicule routier;Immatriculation
DI99990EK8K300;1;2021-03-18;;ANC;CO;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI99990EK8K300;2;2021-03-18;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99990EKWK300;2;2021-07-16;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99990EMWJ300;2;2021-01-21;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990EMWJ300;3;2021-01-21;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990EMWJ300;4;2021-01-21;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990ENUK300;4;2021-07-07;;ANC;CO;HN;;;464;c.C-24.2;Véhicule hors normes;Permis spécial
DI99990EOGL300;1;2021-11-10;;ANC;CO;VR;;;379;c.C-24.2;Véhicule routier;Règles de circulation
DI99990EZYK300;2;2021-08-03;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990EZYK300;3;2021-08-03;;ANC;EX;VL;;;519.25;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990F2XJ300;2;2021-01-25;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990F37K300;1;2021-03-11;;ANC;CO;VR;;;470.1;c.C-24.2;Véhicule routier;Règles de circulation
DI99990F45L300;3;2021-09-10;;ANC;CD;VL;;;519.8.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990F45L300;4;2021-09-10;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990F6TK300;5;2021-06-27;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990F9RK300;1;2021-06-16;;ANC;EX;VL;32000;32450;463;c.C-24.2;Véhicule lourd;Surcharge totale
DI99990FC1K300;1;2021-02-12;;ANC;CO;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI99990FC1K300;2;2021-02-12;;ANC;CO;HN;;;464;c.C-24.2;Véhicule hors normes;Permis spécial
DI99990FC1K300;4;2021-02-12;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI99990FCPK300;1;2021-06-04;;ANC;AU;VR;;;37;c.C-24.2;Véhicule routier;Immatriculation
DI99990FDNL300;3;2021-12-17;;ANC;CD;VL;;;519.8.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990FGLL300;2;2021-12-07;;ANC;CO;VR;;;98;c.C-24.2;Véhicule routier;Permis de conduire
DI99990FI9K300;2;2021-03-22;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990FI9K300;3;2021-03-22;;ANC;EX;VL;;;519.15.1;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990FI9K300;4;2021-03-22;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990FIXK300;3;2021-07-22;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990FIXK300;4;2021-07-22;;ANC;PR;VL;;;213;c.C-24.2;Véhicule lourd;Équipement
DI99990FJ7L300;1;2021-09-23;;ANC;EX;VL;;;48;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI99990FKXJ300;2;2021-01-26;;ANC;PR;VR;;;54;c.C-24.2;Véhicule routier;Immatriculation
DI99990FOTK300;1;2021-06-30;;ANC;PR;VL;;;5;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI99990FOTK300;2;2021-06-30;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990FQTJ300;1;2021-01-07;;ANC;CO;VR;;;417;c.C-24.2;Véhicule routier;Règles de circulation
DI99990FUDK300;2;2021-04-12;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99990FUPK300;2;2021-06-08;;ANC;CO;VR;;;98;c.C-24.2;Véhicule routier;Permis de conduire
DI99990FXZK300;1;2021-08-09;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990FXZK300;2;2021-08-09;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI99990G4IK300;3;2021-04-30;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI99990G4UK300;1;2021-07-02;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990G5GL300;1;2021-11-08;;ANC;PR;VL;;;272;c.C-24.2;Véhicule lourd;Équipement
DI99990GEAL300;3;2021-10-07;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99990GEAL300;4;2021-10-07;;ANC;PR;VL;;;270;c.C-24.2;Véhicule lourd;Équipement
DI99990GEAL300;5;2021-10-07;;ANC;PR;VL;;;220.3;c.C-24.2;Véhicule lourd;Équipement
DI99990GEAL300;6;2021-10-07;;ANC;EX;VL;18000;21350;463;c.C-24.2;Véhicule lourd;Surcharge axiale
DI99990GGAK300;2;2021-03-25;;ANC;CO;VR;;;470.1;c.C-24.2;Véhicule routier;Règles de circulation
DI99990GIYJ300;1;2021-01-29;;ANC;TR;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI99990GIYJ300;2;2021-01-29;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI99990GIYJ300;3;2021-01-29;;ANC;TR;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI99990GIYJ300;4;2021-01-29;;ANC;TR;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI99990GIYJ300;5;2021-01-29;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990GIYJ300;6;2021-01-29;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990GIYJ300;7;2021-01-29;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990GJ8K300;4;2021-03-18;;ANC;CO;VR;;;471;c.C-24.2;Véhicule routier;Arrimage
DI99990GJ8K300;5;2021-03-18;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99990GJ8K300;6;2021-03-18;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99990GJ8K300;7;2021-03-18;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990GJKK300;1;2021-05-11;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99990GLWJ300;5;2021-01-21;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990GMUK300;1;2021-07-06;;ANC;EX;VL;;;48;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI99990GSEK300;1;2021-04-15;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990GSQK300;1;2021-06-14;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99990GSQK300;2;2021-06-14;;ANC;XP;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI99990GYMK300;2;2021-05-25;;ANC;PR;VR;;;210.1;c.C-24.2;Véhicule routier;Équipement
DI99990GZ8L300;1;2021-09-30;;ANC;CO;VR;;;368;c.C-24.2;Véhicule routier;Règles de circulation
DI99990H1XJ300;1;2021-01-24;;ANC;CO;VR;;;470.1;c.C-24.2;Véhicule routier;Règles de circulation
