cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,RFU0700,RFU0702,PRR0202,PRR0203,RFU0400,RFU0401,RFU0500,RFU0501,RFU0600,RFU0601,PRC1400,PRC1401,PRC1500,PRC1501,PRC1600,PRC1601,PRC2200,PRC2201,PRC2300,PRC2000,RAT0130,RAT0131,RAT0200,RAT0201,PRC3300,PRC3302,PRC3301,PRC3400,PRC3402,PRC3401,IND0102,IND0200,IND0400,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population
08053,2015,2015,1201906075.5,0,1097219610,0,786581364,0,270655164,0,26541522,0,13441560,0,0.7169,0,0.2467,0,0.0242,0,0.0123,0,150885,107658,185680,0,1.5788,0,2413,0,0,1721,0,0,73,144,175,Matane,10 000 @ 24 999,V,AR080,La Matanie,01,Bas-Saint-Laurent,14371
08065,2015,2015,26988272,0,26595900,0,17960200,0,643000,0,7026500,0,966200,0,0.6753,0,0.0242,0,0.2642,0,0.0363,0,92263,84944,70650,0,0,0,0,0,0,0,0,0,59,0,0,Saint-Leandre,1 @ 1 999,P,AR080,La Matanie,01,Bas-Saint-Laurent,419
08073,2015,2015,127642108.92,0,126256858,0,100346988,0,4499033,0,18760231,0,2650606,0,0.7948,0,0.0356,0,0.1486,0,0.021,0,134495,117429,110800,0,1.1856,0,1601,0,0,1398,0,0,92,110,95,Saint-Ulric,1 @ 1 999,M,AR080,La Matanie,01,Bas-Saint-Laurent,1643
08080,2015,2015,47033676.404,0,46384856,0,30778530,0,4790092,0,10139386,0,676848,0,0.6635,0,0.1033,0,0.2186,0,0.0146,0,110031,94152,84290,0,1.4712,0,1640,0,0,1404,0,0,70,136,134,Baie-des-Sables,1 @ 1 999,M,AR080,La Matanie,01,Bas-Saint-Laurent,622
09005,2015,2015,23625113.818,0,22969420,0,15101924,0,980811,0,3907791,0,2978894,0,0.6575,0,0.0427,0,0.1701,0,0.1297,0,71641,65518,59962,0,1.4819,0,1064,0,0,973,0,0,50,137,263,La Redemption,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,511
09010,2015,2015,12871356.076,0,12496934,0,8225603,0,24325,0,2479899,0,1767107,0,0.6582,0,0.0019,0,0.1984,0,0.1414,0,54621,53271,47672,0,1.798,0,983,0,0,958,0,0,40,166,323,Saint-Charles-Garnier,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,251
09015,2015,2015,28430636.652,0,27855036,0,11433609,0,590832,0,14623092,0,1207503,0,0.4105,0,0.0212,0,0.525,0,0.0433,0,56196,49505,71795,0,1.5724,0,884,0,0,778,0,0,60,145,212,Les Hauteurs,1 @ 1 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,512
09020,2015,2015,22412141.6,0,21747400,0,13739000,0,256300,0,4140500,0,3611600,0,0.6318,0,0.0118,0,0.1904,0,0.1661,0,79617,75314,58365,0,1.1565,0,921,0,0,871,0,0,49,107,192,Sainte-Jeanne-d'Arc,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,328
09025,2015,2015,80830563.8,0,79646900,0,53679100,0,4111200,0,18792000,0,3064600,0,0.674,0,0.0516,0,0.2359,0,0.0385,0,107078,94563,93123,0,1.3356,0,1430,0,0,1263,0,0,77,123,110,Saint-Gabriel-de-Rimouski,1 @ 1 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,1153
09030,2015,2015,67620773.608,0,66861636,0,52682300,0,3275712,0,8634088,0,2269536,0,0.7879,0,0.049,0,0.1291,0,0.0339,0,121602,106168,77458,0,1.3888,0,1689,0,0,1474,0,0,64,128,115,Saint-Donat,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,891
09035,2015,2015,53758308.379,0,53201750,0,37796624,0,2719829,0,10987992,0,1697305,0,0.7104,0,0.0511,0,0.2065,0,0.0319,0,98978,84819,80840,0,1.5444,0,1538,0,0,1318,0,0,67,143,153,Sainte-Angele-de-Merici,1 @ 1 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,1015
09040,2015,2015,13762354.568,0,13266981,0,8268280,0,474815,0,3327488,0,1196398,0,0.6232,0,0.0358,0,0.2508,0,0.0902,0,66664,61051,56635,0,2.0971,0,1398,0,0,1280,0,0,47,194,237,Padoue,1 @ 1 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,270
09048,2015,2015,96415743.496,0,94559536,0,80794128,0,7943288,0,2928052,0,2894068,0,0.8544,0,0.084,0,0.031,0,0.0306,0,137861,121346,136566,0,1.1266,0,1556,0,0,1369,0,0,114,104,103,Metis-sur-Mer,1 @ 1 999,V,AR090,La Mitis,01,Bas-Saint-Laurent,569
09055,2015,2015,32208862.818,0,31910842,0,19651576,0,1117035,0,10545964,0,596267,0,0.6158,0,0.035,0,0.3305,0,0.0187,0,103155,91679,77425,0,0,0,0,0,0,0,0,0,64,0,0,Saint-Octave-de-Metis,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,533
09060,2015,2015,25192192,0,25167872,0,16338816,0,5648512,0,2844672,0,335872,0,0.6492,0,0.2244,0,0.113,0,0.0133,0,97515,90581,78237,0,1.2498,0,1219,0,0,1132,0,0,65,116,120,Grand-Metis,1 @ 1 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,240
09065,2015,2015,71348260.8,0,69865400,0,62235600,0,6867300,0,365500,0,397000,0,0.8908,0,0.0983,0,0.0052,0,0.0057,0,88149,78262,96157,0,1.7904,0,1578,0,0,1401,0,0,80,165,151,Price,1 @ 1 999,VL,AR090,La Mitis,01,Bas-Saint-Laurent,1703
09070,2015,2015,48411500.368,0,44937816,0,37286480,0,426734,0,6638324,0,586278,0,0.8297,0,0.0095,0,0.1477,0,0.013,0,167956,148836,127064,0,1.1453,0,1946,0,0,1724,0,0,106,106,117,Saint-Joseph-de-Lepage,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,497
09077,2015,2015,467157097.89,0,370870344,0,289591016,0,73119696,0,3305848,0,4853784,0,0.7808,0,0.1972,0,0.0089,0,0.0131,0,134852,91907,186564,0,1.8744,0,2528,0,0,1723,0,0,102,183,190,Mont-Joli,2 000 @ 9 999,V,AR090,La Mitis,01,Bas-Saint-Laurent,6599
09085,2015,2015,84546210,0,84441420,0,60344235,0,10270365,0,12923610,0,903210,0,0.7146,0,0.1216,0,0.153,0,0.0107,0,148567,125007,130674,0,1.1942,0,1792,0,0,1508,0,0,109,110,116,Sainte-Flavie,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,918
09092,2015,2015,261484426.39,0,255921930,0,212026870,0,19974790,0,18920000,0,5000270,0,0.8285,0,0.0781,0,0.0739,0,0.0195,0,174752,148552,150798,0,1.1158,0,1957,0,0,1664,0,0,82,109,86,Sainte-Luce,2 000 @ 9 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,2820
10005,2015,2015,18653715.2,0,18312200,0,12392000,0,857500,0,1639400,0,3423300,0,0.6767,0,0.0468,0,0.0895,0,0.1869,0,66639,60979,51106,0,0.98,0,653,0,0,598,0,0,43,91,230,Esprit-Saint,1 @ 1 999,M,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,360
10010,2015,2015,17828300,0,17810800,0,9598100,0,277100,0,6066700,0,1868900,0,0.5389,0,0.0156,0,0.3406,0,0.1049,0,57316,52232,54688,0,1.2133,0,695,0,0,634,0,0,45,112,269,La Trinite-des-Monts,1 @ 1 999,P,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,246
10015,2015,2015,91071423.52,0,89621510,0,70677310,0,2158090,0,11610940,0,5175170,0,0.7886,0,0.0241,0,0.1296,0,0.0577,0,129108,111614,83170,0,1.2134,0,1567,0,0,1354,0,0,69,112,125,Saint-Narcisse-de-Rimouski,1 @ 1 999,P,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,1003
10025,2015,2015,44040700,0,43953470,0,35534400,0,111870,0,2529450,0,5777750,0,0.8085,0,0.0025,0,0.0575,0,0.1315,0,117648,106727,67651,0,1.1919,0,1436,0,0,1302,0,0,56,110,114,Saint-Marcellin,1 @ 1 999,P,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,358
10030,2015,2015,240224060.34,0,237512877,0,200693688,0,14006748,0,18287886,0,4524555,0,0.845,0,0.059,0,0.077,0,0.019,0,180613,152665,147739,0,1.1505,0,2084,0,0,1761,0,0,81,112,101,Saint-Anaclet-de-Lessard,2 000 @ 9 999,P,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,3124
10043,2015,2015,4513833252.4,0,4153282408,0,3416210163,0,626588244,0,49136904,0,61347097,0,0.8225,0,0.1509,0,0.0118,0,0.0148,0,201127,145387,237821,0,1.1376,0,2365,0,0,1710,0,0,80,108,105,Rimouski,25 000 @ 99 999,V,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,48844
10060,2015,2015,68796157.4,0,68300300,0,49179000,0,1104100,0,12904300,0,5112900,0,0.72,0,0.0162,0,0.1889,0,0.0749,0,129764,122558,70057,0,1.0965,0,1423,0,0,1344,0,0,58,101,115,Saint-Valerien,1 @ 1 999,P,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,898
10070,2015,2015,171144680.92,0,169374128,0,142108491,0,7846741,0,14999950,0,4418946,0,0.839,0,0.0463,0,0.0886,0,0.0261,0,135616,115835,96692,0,1.0595,0,1462,0,0,1249,0,0,80,98,83,Saint-Fabien,1 @ 1 999,P,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,1901
10075,2015,2015,43129612.8,0,42315000,0,31094100,0,436100,0,9236100,0,1548700,0,0.7348,0,0.0103,0,0.2183,0,0.0366,0,81804,75335,99149,0,1.265,0,1035,0,0,953,0,0,82,117,109,Saint-Eugene-de-Ladriere,1 @ 1 999,P,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,424
11005,2015,2015,30195637.758,0,29878794,0,14891283,0,3199878,0,10270755,0,1516878,0,0.4984,0,0.1071,0,0.3437,0,0.0508,0,76055,67776,79254,0,1.7619,0,1340,0,0,1194,0,0,66,163,214,Saint-Clement,1 @ 1 999,P,AR110,Les Basques,01,Bas-Saint-Laurent,496
11010,2015,2015,90278552.133,0,87812307,0,59626710,0,7826148,0,17546661,0,2812788,0,0.679,0,0.0891,0,0.1998,0,0.032,0,93810,76873,89120,0,1.9865,0,1864,0,0,1527,0,0,74,184,223,Saint-Jean-de-Dieu,1 @ 1 999,M,AR110,Les Basques,01,Bas-Saint-Laurent,1609
11015,2015,2015,21725924.328,0,20947464,0,12117708,0,685044,0,4860432,0,3284280,0,0.5785,0,0.0327,0,0.232,0,0.1568,0,54666,50905,53644,0,1.5709,0,859,0,0,800,0,0,45,145,277,Sainte-Rita,1 @ 1 999,M,AR110,Les Basques,01,Bas-Saint-Laurent,294
11020,2015,2015,12169980,0,12054960,0,5242320,0,71550,0,3630555,0,3110535,0,0.4349,0,0.0059,0,0.3012,0,0.258,0,52494,47086,56343,0,0.8166,0,429,0,0,385,0,0,47,75,173,Saint-Guy,1 @ 1 999,M,AR110,Les Basques,01,Bas-Saint-Laurent,82
11025,2015,2015,10233835.143,0,10221324,0,7178037,0,183816,0,1137195,0,1722276,0,0.7023,0,0.018,0,0.1113,0,0.1685,0,44736,44357,41265,0,1.7254,0,772,0,0,765,0,0,34,159,286,Saint-Medard,1 @ 1 999,M,AR110,Les Basques,01,Bas-Saint-Laurent,227
11030,2015,2015,31008299.4,0,30597600,0,16584200,0,1886000,0,9424500,0,2702900,0,0.542,0,0.0616,0,0.308,0,0.0883,0,83289,80209,69061,0,1.8471,0,1538,0,0,1482,0,0,57,171,174,Sainte-Francoise,1 @ 1 999,P,AR110,Les Basques,01,Bas-Saint-Laurent,389
11035,2015,2015,28069577.104,0,27485658,0,13998761,0,2764894,0,9554286,0,1167717,0,0.5093,0,0.1006,0,0.3476,0,0.0425,0,96554,88371,90547,0,1.4713,0,1421,0,0,1300,0,0,75,136,141,Saint-Eloi,1 @ 1 999,P,AR110,Les Basques,01,Bas-Saint-Laurent,311
11040,2015,2015,207297273.65,0,179996387,0,150384139,0,26835473,0,317081,0,2459694,0,0.8355,0,0.1491,0,0.0018,0,0.0137,0,120677,80981,144157,0,2.0039,0,2418,0,0,1623,0,0,79,195,213,Trois-Pistoles,2 000 @ 9 999,V,AR110,Les Basques,01,Bas-Saint-Laurent,3394
11045,2015,2015,147662627,0,147272516,0,109526688,0,19407123,0,14819313,0,3519392,0,0.7437,0,0.1318,0,0.1006,0,0.0239,0,155903,142368,117753,0,1.2989,0,2030,0,0,1854,0,0,98,120,97,Notre-Dame-des-Neiges,1 @ 1 999,M,AR110,Les Basques,01,Bas-Saint-Laurent,1096
11050,2015,2015,77303802.368,0,76967296,0,63037952,0,4083200,0,6757888,0,3088256,0,0.819,0,0.0531,0,0.0878,0,0.0401,0,127394,116497,78164,0,1.5282,0,1979,0,0,1809,0,0,65,141,108,Saint-Mathieu-de-Rioux,1 @ 1 999,P,AR110,Les Basques,01,Bas-Saint-Laurent,655
11055,2015,2015,53217723.104,0,52691296,0,38926384,0,2927232,0,7064288,0,3773392,0,0.7388,0,0.0556,0,0.1341,0,0.0716,0,119255,110231,76793,0,1.3563,0,1616,0,0,1494,0,0,64,125,113,Saint-Simon,1 @ 1 999,P,AR110,Les Basques,01,Bas-Saint-Laurent,441
12005,2015,2015,68375418.751,0,64623642,0,39360832,0,12511410,0,9270412,0,3480988,0,0.6091,0,0.1936,0,0.1435,0,0.0539,0,93178,78897,95098,0,1.7988,0,1691,0,0,1432,0,0,79,166,229,Saint-Cyprien,1 @ 1 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,1135
12010,2015,2015,140839020.84,0,138766276,0,108852428,0,6016688,0,14297116,0,9600044,0,0.7844,0,0.0434,0,0.103,0,0.0692,0,120341,104894,97941,0,1.1505,0,1411,0,0,1230,0,0,81,106,126,Saint-Hubert-de-Riviere-du-Loup,1 @ 1 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,1240
12015,2015,2015,288031167.29,0,282700350,0,234881550,0,28091103,0,7272276,0,12455421,0,0.8308,0,0.0994,0,0.0257,0,0.0441,0,166227,143188,130923,0,1.239,0,2063,0,0,1777,0,0,72,121,127,Saint-Antonin,2 000 @ 9 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,4143
12020,2015,2015,93517220.112,0,84409024,0,60919488,0,5598276,0,9852344,0,8038916,0,0.7217,0,0.0663,0,0.1167,0,0.0952,0,152919,140488,104840,0,1.4605,0,2229,0,0,2048,0,0,87,135,103,Saint-Modeste,1 @ 1 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,1186
12025,2015,2015,17730159.104,0,17392928,0,9070992,0,709968,0,992880,0,6619088,0,0.5215,0,0.0408,0,0.0571,0,0.3806,0,67262,62713,44773,0,1.5418,0,1061,0,0,990,0,0,37,143,220,Saint-Francois-Xavier-de-Viger,1 @ 1 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,237
12030,2015,2015,55626158.26,0,55007950,0,32291885,0,2569905,0,16833930,0,3312230,0,0.587,0,0.0467,0,0.306,0,0.0602,0,103062,92625,91190,0,1.716,0,1782,0,0,1602,0,0,76,159,205,Saint-Epiphane,1 @ 1 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,836
12035,2015,2015,23766229.048,0,23332932,0,12361932,0,620948,0,6526632,0,3823420,0,0.5298,0,0.0266,0,0.2797,0,0.1639,0,73194,71252,60474,0,1.4626,0,1071,0,0,1042,0,0,50,135,275,Saint-Paul-de-la-Croix,1 @ 1 999,P,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,339
12043,2015,2015,119903044.6,0,115827900,0,67172200,0,12663600,0,33302300,0,2689800,0,0.5799,0,0.1093,0,0.2875,0,0.0232,0,114570,101686,113760,0,1.3742,0,1574,0,0,1397,0,0,95,127,105,L'Isle-Verte,1 @ 1 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,1372
12045,2015,2015,32086001.28,0,31530342,0,22838208,0,2958000,0,412590,0,5321544,0,0.7243,0,0.0938,0,0.0131,0,0.1688,0,220129,204859,160430,0,0.744,0,1653,0,0,1538,0,0,133,69,82,Notre-Dame-des-Sept-Douleurs,1 @ 1 999,P,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,46
12057,2015,2015,184287194.6,0,173842400,0,140284300,0,13514600,0,16548700,0,3494800,0,0.807,0,0.0777,0,0.0952,0,0.0201,0,173744,152393,153062,0,1.0872,0,1899,0,0,1666,0,0,127,100,77,Cacouna,1 @ 1 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,1959
12065,2015,2015,89236631.676,0,87817716,0,56360814,0,4179144,0,26489604,0,788154,0,0.6418,0,0.0476,0,0.3016,0,0.009,0,144814,126279,141871,0,1.4059,0,2036,0,0,1775,0,0,118,130,106,Saint-Arsene,1 @ 1 999,P,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,1229
12072,2015,2015,1831368854.8,0,1675177300,0,1238976300,0,395782600,0,8395900,0,32022500,0,0.7396,0,0.2363,0,0.005,0,0.0191,0,185099,122593,252986,0,1.4328,0,2657,0,0,1760,0,0,100,131,134,Riviere-du-Loup,10 000 @ 24 999,V,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,19782
12080,2015,2015,183355513.75,0,180847836,0,160665810,0,5825628,0,6627450,0,7728948,0,0.8884,0,0.0322,0,0.0366,0,0.0427,0,286001,232988,194852,0,0.8727,0,2514,0,0,2048,0,0,162,81,79,Notre-Dame-du-Portage,1 @ 1 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,1184
13005,2015,2015,191123859.87,0,178859500,0,130114441,0,34550938,0,8633975,0,5560146,0,0.7275,0,0.1932,0,0.0483,0,0.0311,0,115919,85741,118637,0,1.9332,0,2277,0,0,1684,0,0,65,188,212,Degelis,2 000 @ 9 999,V,AR130,Temiscouata,01,Bas-Saint-Laurent,2980
13010,2015,2015,27140640.736,0,27129010,0,15769575,0,727139,0,5046373,0,5585923,0,0.5813,0,0.0268,0,0.186,0,0.2059,0,80443,74366,67180,0,1.2863,0,1036,0,0,958,0,0,56,119,148,Saint-Jean-de-la-Lande,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,311
13015,2015,2015,50641842.52,0,49683565,0,36943980,0,662745,0,8534380,0,3542460,0,0.7436,0,0.0133,0,0.1718,0,0.0713,0,112530,100422,83706,0,1.1982,0,1358,0,0,1212,0,0,70,111,135,Packington,1 @ 1 999,P,AR130,Temiscouata,01,Bas-Saint-Laurent,619
13020,2015,2015,32143480.565,0,31632454,0,18497906,0,3323138,0,4016999,0,5794411,0,0.5848,0,0.1051,0,0.127,0,0.1832,0,75576,67303,56195,0,1.5008,0,1134,0,0,1010,0,0,47,139,165,Saint-Marc-du-Lac-Long,1 @ 1 999,P,AR130,Temiscouata,01,Bas-Saint-Laurent,423
13025,2015,2015,66466206.039,0,61556382,0,45884181,0,6409473,0,4784877,0,4477851,0,0.7454,0,0.1041,0,0.0777,0,0.0727,0,72129,60249,67273,0,1.8693,0,1348,0,0,1126,0,0,56,173,192,Riviere-Bleue,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,1275
13030,2015,2015,42826097.196,0,42236160,0,26629038,0,2397102,0,7330740,0,5879280,0,0.6305,0,0.0568,0,0.1736,0,0.1392,0,103756,97712,82358,0,1.2061,0,1251,0,0,1179,0,0,69,111,177,Saint-Eusebe,1 @ 1 999,P,AR130,Temiscouata,01,Bas-Saint-Laurent,626
13040,2015,2015,42267694.704,0,41019544,0,27854393,0,2891210,0,6083283,0,4190658,0,0.6791,0,0.0705,0,0.1483,0,0.1022,0,88163,77259,73509,0,1.3624,0,1207,0,0,1057,0,0,61,126,133,Saint-Juste-du-Lac,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,591
13045,2015,2015,33025470,0,32420000,0,18666600,0,1238300,0,10471500,0,2043600,0,0.5758,0,0.0382,0,0.323,0,0.063,0,82753,73304,81144,0,1.7025,0,1476,0,0,1308,0,0,68,157,104,Auclair,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,442
13050,2015,2015,18206584.22,0,17812300,0,8790320,0,881870,0,6775890,0,1364220,0,0.4935,0,0.0495,0,0.3804,0,0.0766,0,54618,49511,54186,0,1.7102,0,942,0,0,854,0,0,45,158,271,Lejeune,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,297
13055,2015,2015,27769416.241,0,27151040,0,15764049,0,1375164,0,6919612,0,3092215,0,0.5806,0,0.0506,0,0.2549,0,0.1139,0,60279,56336,57021,0,1.3198,0,801,0,0,748,0,0,47,122,196,Biencourt,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,484
13060,2015,2015,32315489.712,0,31304691,0,18032949,0,2309670,0,7856937,0,3105135,0,0.576,0,0.0738,0,0.251,0,0.0992,0,68667,62770,70712,0,1.2162,0,841,0,0,768,0,0,59,112,161,Lac-des-Aigles,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,534
13065,2015,2015,63070111.593,0,54547415,0,37128888,0,4678607,0,10654859,0,2085061,0,0.6807,0,0.0858,0,0.1953,0,0.0382,0,75728,63189,77292,0,1.5499,0,1197,0,0,999,0,0,64,143,190,Saint-Michel-du-Squatec,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,1184
13073,2015,2015,435321184.79,0,407060992,0,317131984,0,60675160,0,16109808,0,13144040,0,0.7791,0,0.1491,0,0.0396,0,0.0323,0,156204,115012,144962,0,1.5515,0,2433,0,0,1791,0,0,79,151,163,Temiscouata-sur-le-Lac,2 000 @ 9 999,V,AR130,Temiscouata,01,Bas-Saint-Laurent,5041
13075,2015,2015,14329315,0,14329315,0,7016009,0,1602315,0,4418700,0,1292291,0,0.4896,0,0.1118,0,0.3084,0,0.0902,0,76033,71498,56193,0,1.2319,0,937,0,0,881,0,0,47,114,124,Saint-Pierre-de-Lamy,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,117
13080,2015,2015,66642835,0,63598000,0,49141300,0,4196900,0,7775800,0,2484000,0,0.7727,0,0.066,0,0.1223,0,0.0391,0,98729,78487,90180,0,1.5724,0,1564,0,0,1243,0,0,75,145,176,Saint-Louis-du-Ha! Ha!,1 @ 1 999,P,AR130,Temiscouata,01,Bas-Saint-Laurent,1300
13085,2015,2015,20939927.58,0,20730699,0,11674377,0,278685,0,5557761,0,3219876,0,0.5631,0,0.0134,0,0.2681,0,0.1553,0,79744,73061,59658,0,1.3024,0,1046,0,0,958,0,0,50,120,197,Saint-Elzear-de-Temiscouata,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,352
13090,2015,2015,39477536.448,0,38483312,0,26714800,0,2598736,0,5098912,0,4070864,0,0.6942,0,0.0675,0,0.1325,0,0.1058,0,74117,65386,57131,0,1.5521,0,1156,0,0,1020,0,0,48,143,240,Saint-Honore-de-Temiscouata,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,762
13095,2015,2015,199623911.47,0,186673048,0,133934383,0,27411198,0,14845384,0,10482083,0,0.7175,0,0.1468,0,0.0795,0,0.0562,0,109916,95279,105231,0,1.7056,0,1893,0,0,1641,0,0,57,166,175,Pohenegamook,2 000 @ 9 999,V,AR130,Temiscouata,01,Bas-Saint-Laurent,2648
13100,2015,2015,20295838.212,0,19941204,0,11405946,0,330480,0,3557046,0,4647732,0,0.572,0,0.0166,0,0.1784,0,0.2331,0,68250,65017,54267,0,1.0377,0,708,0,0,675,0,0,45,96,189,Saint-Athanase,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,291
14005,2015,2015,82025360.378,0,81391826,0,59894846,0,5963390,0,13252002,0,2281588,0,0.7359,0,0.0733,0,0.1628,0,0.028,0,91952,86529,76588,0,1.3872,0,1277,0,0,1202,0,0,64,128,130,Mont-Carmel,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,1114
14010,2015,2015,41604630.086,0,41385556,0,27078543,0,3619890,0,5894284,0,4792839,0,0.6543,0,0.0875,0,0.1424,0,0.1158,0,80063,79960,43656,0,1.4729,0,1233,0,0,1231,0,0,36,136,180,Saint-Bruno-de-Kamouraska,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,549
14018,2015,2015,245357427.22,0,226458336,0,168002744,0,35735128,0,20920328,0,1800136,0,0.7419,0,0.1578,0,0.0924,0,0.0079,0,130757,103081,140284,0,1.7851,0,2334,0,0,1840,0,0,77,174,183,Saint-Pascal,2 000 @ 9 999,V,AR140,Kamouraska,01,Bas-Saint-Laurent,3465
14025,2015,2015,62050239.51,0,61263090,0,41150760,0,2182425,0,17153955,0,775950,0,0.6717,0,0.0356,0,0.28,0,0.0127,0,117695,106224,104815,0,1.2778,0,1540,0,0,1390,0,0,87,118,109,Sainte-Helene-de-Kamouraska,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,916
14030,2015,2015,30811929.2,0,30540300,0,14757200,0,2643600,0,10911400,0,2228100,0,0.4832,0,0.0866,0,0.3573,0,0.073,0,101000,96299,71324,0,1.2207,0,1233,0,0,1176,0,0,59,113,126,Saint-Joseph-de-Kamouraska,1 @ 1 999,P,AR140,Kamouraska,01,Bas-Saint-Laurent,418
14035,2015,2015,166789074.7,0,161051632,0,100638272,0,29054144,0,28435680,0,2923536,0,0.6249,0,0.1804,0,0.1766,0,0.0182,0,145568,120366,138529,0,1.4252,0,2075,0,0,1715,0,0,76,139,126,Saint-Alexandre-de-Kamouraska,2 000 @ 9 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,2133
14040,2015,2015,60484649.112,0,59275789,0,33572097,0,5320781,0,18963558,0,1419353,0,0.5664,0,0.0898,0,0.3199,0,0.0239,0,137688,130744,137778,0,1.1899,0,1546,0,0,1468,0,0,115,110,81,Saint-Andre,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,661
14045,2015,2015,30827016,0,30827016,0,16987014,0,461241,0,12995433,0,383328,0,0.551,0,0.015,0,0.4216,0,0.0124,0,134050,132430,125313,0,1.1501,0,1542,0,0,1523,0,0,104,106,91,Saint-Germain,1 @ 1 999,P,AR140,Kamouraska,01,Bas-Saint-Laurent,278
14050,2015,2015,116813888.35,0,116286249,0,66112277,0,5673776,0,42885105,0,1615091,0,0.5685,0,0.0488,0,0.3688,0,0.0139,0,192357,173622,210097,0,0.9371,0,1803,0,0,1627,0,0,175,87,85,Kamouraska,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,577
14055,2015,2015,86850416.4,0,86359900,0,57416900,0,947500,0,25707700,0,2287800,0,0.6649,0,0.011,0,0.2977,0,0.0265,0,179239,166317,158776,0,0.7736,0,1409,0,0,1307,0,0,132,72,61,Saint-Denis-De La Bouteillerie,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,528
14060,2015,2015,52988697.632,0,52056160,0,31021640,0,6891456,0,13632736,0,510328,0,0.5959,0,0.1324,0,0.2619,0,0.0098,0,101956,85381,101901,0,1.2363,0,1282,0,0,1074,0,0,85,114,133,Saint-Philippe-de-Neri,1 @ 1 999,P,AR140,Kamouraska,01,Bas-Saint-Laurent,883
14065,2015,2015,136265299.78,0,131543612,0,86714257,0,6739932,0,33435747,0,4653676,0,0.6592,0,0.0512,0,0.2542,0,0.0354,0,147308,138241,153279,0,1.2284,0,1810,0,0,1698,0,0,128,114,91,Riviere-Ouelle,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,1019
