"cod_geo","nom_mun","designation","population","facteur_comparatif","RFU0100","RFU0200","RFU0300","RFU0400","RFU0500","RFU0600","RFU0700","RFU0710","RFU0750","RFU0755","RFU0760","RFU0800","RFU0900","RFU1000","RFU1100","RFU1300","RFU1400","RFU1501","RFU1502","RFU1600","RFU3000","no_classe_population","classe_population","cod_mrc","nom_mrc","cod_cm","nom_cm","no_reg","desc_reg" 
53005,"Saint-David","M",892,"0.99","49530492.00","1654587.00","728046.00","1206711.00","259884207.00","1387782.00","314391825.00","0.00","314391825.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","762920.73","0.00","0.00","315154745.73",1,"1 @ 1 999","AR530","Pierre-De Saurel",,,16,"Montérégie"
53010,"Massueville","VL",546,"0.99","29756529.00","4533903.00","284328.00","5516775.00","1548855.00","546480.00","42186870.00","0.00","42186870.00","0.00","0.00","0.00","0.00","0.00","74151.00","0.00","0.00","1056890.84","0.00","0.00","43317911.84",1,"1 @ 1 999","AR530","Pierre-De Saurel",,,16,"Montérégie"
53015,"Saint-Aimé","M",476,"1.00","27866800.00","904400.00","100300.00","1995100.00","217021800.00","100.00","247888500.00","0.00","247888500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19019.00","0.00","247907519.00",1,"1 @ 1 999","AR530","Pierre-De Saurel",,,16,"Montérégie"
53020,"Saint-Robert","M",1855,"1.00","134157500.00","5760900.00","4617000.00","13246400.00","165916800.00","2987000.00","326685600.00","0.00","326685600.00","0.00","0.00","0.00","0.00","0.00","71900.00","0.00","0.00","1211067.00","0.00","0.00","327968567.00",1,"1 @ 1 999","AR530","Pierre-De Saurel",,,16,"Montérégie"
53025,"Sainte-Victoire-de-Sorel","M",2510,"1.00","199062800.00","17975200.00","11132100.00","13150800.00","126933000.00","4829900.00","373083800.00","116265.00","372967535.00","100.00","116265.00","0.00","0.00","0.00","100.00","0.00","0.00","920848.50","0.00","0.00","374004748.50",2,"2 000 @ 9 999","AR530","Pierre-De Saurel",,,16,"Montérégie"
53032,"Saint-Ours","V",1765,"0.99","159993009.00","18593685.00","13241052.00","17308863.00","157488705.00","10108494.00","376733808.00","85958.73","376647849.27","100.00","85958.73","0.00","0.00","0.00","955251.00","0.00","0.00","1415629.22","0.00","0.00","379104688.22",1,"1 @ 1 999","AR530","Pierre-De Saurel",,,16,"Montérégie"
53040,"Saint-Roch-de-Richelieu","M",2590,"1.03","227960424.00","21187718.00","8026378.00","10786778.00","40621758.00","9715475.00","318298531.00","0.00","318298531.00","0.00","0.00","0.00","0.00","0.00","412000.00","0.00","0.00","3271973.71","73.65","0.00","321982578.35",2,"2 000 @ 9 999","AR530","Pierre-De Saurel",,,16,"Montérégie"
53050,"Saint-Joseph-de-Sorel","V",1614,"1.02","36649722.00","33208446.00","1731654.00","127566606.00","0.00","490212.00","199646640.00","0.00","199646640.00","0.00","0.00","0.00","0.00","0.00","0.00","395870.67","0.00","1834189.50","0.00","0.00","201876700.17",1,"1 @ 1 999","AR530","Pierre-De Saurel",,,16,"Montérégie"
53052,"Sorel-Tracy","V",35627,"1.09","2037592154.00","676694563.00","118873547.00","511875445.00","28182277.00","62407405.00","3435625391.00","0.00","3435625391.00","0.00","0.00","0.00","0.00","119345517.00","4217864.00","76238992.70","17474989.55","19854252.99","52301087.41","0.00","3725058094.65",4,"25 000 @ 99 999","AR530","Pierre-De Saurel",,,16,"Montérégie"
53065,"Sainte-Anne-de-Sorel","M",2790,"1.00","253884300.00","38020400.00","15974700.00","4312000.00","27497800.00","4566400.00","344255600.00","57526.00","344198074.00","100.00","57526.00","0.00","0.00","10000.00","276100.00","0.00","0.00","1923421.50","0.00","0.00","346465121.50",2,"2 000 @ 9 999","AR530","Pierre-De Saurel",,,16,"Montérégie"
53072,"Yamaska","M",1754,"1.05","108192000.00","13602540.00","16931985.00","5751270.00","116400480.00","4453050.00","265331325.00","0.00","265331325.00","0.00","0.00","0.00","0.00","0.00","0.00","381251.33","0.00","842641.80","40915.88","0.00","266596134.00",1,"1 @ 1 999","AR530","Pierre-De Saurel",,,16,"Montérégie"
53085,"Saint-Gérard-Majella","P",244,"1.00","11624100.00","189200.00","216800.00","1399200.00","104303700.00","312500.00","118045500.00","17340.00","118028160.00","100.00","17340.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","118045500.00",1,"1 @ 1 999","AR530","Pierre-De Saurel",,,16,"Montérégie"
54008,"Saint-Pie","V",5852,"1.00","408139200.00","83142200.00","15237500.00","85625700.00","380416700.00","6206600.00","978767900.00","6568253.00","972199647.00","100.00","6568253.00","0.00","0.00","56400.00","162400.00","768105.00","0.00","4113895.50","0.00","0.00","983868700.50",2,"2 000 @ 9 999","AR540","Les Maskoutains",,,16,"Montérégie"
54017,"Saint-Damase","M",2631,"0.99","192167415.00","23586849.00","5009301.00","35238654.00","310695363.00","2706462.00","569404044.00","49349538.81","520054505.19","75.00","37012154.11","0.00","0.00","0.00","148995.00","536897.79","0.00","1623383.19","0.00","0.00","559375935.28",2,"2 000 @ 9 999","AR540","Les Maskoutains",,,16,"Montérégie"
54025,"Sainte-Madeleine","VL",2314,"1.00","174818000.00","47782500.00","779700.00","23311600.00","18089900.00","1185600.00","265967300.00","435069.00","265532231.00","100.00","435069.00","0.00","0.00","0.00","0.00","1189591.00","0.00","3175315.00","0.00","0.00","270332206.00",2,"2 000 @ 9 999","AR540","Les Maskoutains",,,16,"Montérégie"
54030,"Sainte-Marie-Madeleine","P",2979,"1.00","266103000.00","32081900.00","44128000.00","36723900.00","191877400.00","4880800.00","575795000.00","4445336.00","571349664.00","100.00","4445336.00","0.00","0.00","447800.00","0.00","0.00","0.00","0.00","0.00","0.00","576242800.00",2,"2 000 @ 9 999","AR540","Les Maskoutains",,,16,"Montérégie"
54035,"La Présentation","M",2591,"1.08","225811800.00","42576192.00","6518340.00","31083588.00","369235584.00","5752404.00","680977908.00","45449217.72","635528690.28","75.00","34086913.29","0.00","0.00","0.00","0.00","1147959.54","0.00","2584476.18","0.00","0.00","673348039.29",2,"2 000 @ 9 999","AR540","Les Maskoutains",,,16,"Montérégie"
54048,"Saint-Hyacinthe","V",57785,"1.00","3042758500.00","1900192000.00","339611700.00","1679605400.00","631077700.00","129684500.00","7722929800.00","14836403.00","7708093397.00","100.00","14836403.00","0.00","0.00","89893400.00","53105400.00","157189435.00","163866371.50","35062885.00","141717862.00","0.00","8363765153.50",4,"25 000 @ 99 999","AR540","Les Maskoutains",,,16,"Montérégie"
54060,"Saint-Dominique","M",2733,"1.06","197105198.00","27610986.00","7917352.00","28831470.00","253916746.00","2868784.00","518250536.00","27797990.14","490452545.86","75.00","20848492.61","0.00","0.00","0.00","0.00","898476.67","0.00","1826690.58","0.00","0.00","514026205.72",2,"2 000 @ 9 999","AR540","Les Maskoutains",,,16,"Montérégie"
54065,"Saint-Valérien-de-Milton","M",1798,"1.08","114771924.00","7137396.00","7676640.00","25121124.00","177811092.00","1732968.00","334251144.00","0.00","334251144.00","0.00","0.00","0.00","0.00","0.00","151416.00","0.00","0.00","1310500.62","1930.50","0.00","335714991.12",1,"1 @ 1 999","AR540","Les Maskoutains",,,16,"Montérégie"
54072,"Saint-Liboire","M",3103,"1.19","237753551.00","20599733.00","5138301.00","29689786.00","183362935.00","3511571.00","480055877.00","0.00","480055877.00","0.00","0.00","0.00","0.00","0.00","208369.00","716454.38","0.00","1805503.70","0.00","0.00","482786204.08",2,"2 000 @ 9 999","AR540","Les Maskoutains",,,16,"Montérégie"
54090,"Saint-Simon","M",1437,"1.00","107065700.00","8895700.00","3176300.00","23502700.00","211474600.00","690100.00","354805100.00","37753.00","354767347.00","100.00","37753.00","0.00","0.00","0.00","0.00","0.00","0.00","772557.50","500.50","0.00","355578158.00",1,"1 @ 1 999","AR540","Les Maskoutains",,,16,"Montérégie"
54095,"Sainte-Hélène-de-Bagot","M",1650,"1.12","121589440.00","18291504.00","2217600.00","44006256.00","144885552.00","1264480.00","332254832.00","0.00","332254832.00","0.00","0.00","0.00","0.00","4368.00","0.00","0.00","0.00","994193.20","0.00","0.00","333253393.20",1,"1 @ 1 999","AR540","Les Maskoutains",,,16,"Montérégie"
54100,"Saint-Hugues","M",1375,"1.00","103159300.00","6686500.00","3441500.00","15792200.00","267398200.00","1057500.00","397535200.00","19320.00","397515880.00","100.00","19320.00","0.00","0.00","0.00","0.00","793286.00","0.00","724581.00","0.00","0.00","399053067.00",1,"1 @ 1 999","AR540","Les Maskoutains",,,16,"Montérégie"
54105,"Saint-Barnabé-Sud","M",858,"1.00","73661700.00","3021300.00","1847400.00","5364100.00","241101800.00","503600.00","325499900.00","4612521.00","320887379.00","100.00","4612521.00","0.00","0.00","0.00","0.00","0.00","0.00","3090730.50","0.00","0.00","328590630.50",1,"1 @ 1 999","AR540","Les Maskoutains",,,16,"Montérégie"
54110,"Saint-Jude","M",1431,"1.00","100583000.00","9135100.00","4118900.00","7941700.00","196675200.00","4771900.00","323225800.00","1130183.00","322095617.00","100.00","1130183.00","0.00","0.00","0.00","0.00","0.00","0.00","1507291.50","0.00","0.00","324733091.50",1,"1 @ 1 999","AR540","Les Maskoutains",,,16,"Montérégie"
54115,"Saint-Bernard-de-Michaudville","M",610,"1.00","47396800.00","2746800.00","2545200.00","2648700.00","181236000.00","1842000.00","238415500.00","2289.00","238413211.00","100.00","2289.00","0.00","0.00","0.00","0.00","0.00","0.00","1061060.00","0.00","0.00","239476560.00",1,"1 @ 1 999","AR540","Les Maskoutains",,,16,"Montérégie"
54120,"Saint-Louis","M",746,"1.04","54319720.00","875576.00","2505880.00","4681040.00","141580088.00","1061528.00","205023832.00","5330553.28","199693278.72","67.00","3571470.70","0.00","0.00","0.00","0.00","0.00","0.00","442665.08","1487.20","0.00","203708901.70",1,"1 @ 1 999","AR540","Les Maskoutains",,,16,"Montérégie"
54125,"Saint-Marcel-de-Richelieu","M",527,"1.00","29511000.00","624900.00","1368000.00","942100.00","176527000.00","534700.00","209507700.00","20685574.00","188822126.00","75.00","15514180.50","0.00","0.00","0.00","0.00","0.00","0.00","3069280.50","0.00","0.00","207405587.00",1,"1 @ 1 999","AR540","Les Maskoutains",,,16,"Montérégie"
55008,"Ange-Gardien","M",2908,"1.00","166470900.00","37317600.00","7777700.00","92224000.00","335821600.00","5419000.00","645030800.00","0.00","645030800.00","0.00","0.00","0.00","0.00","0.00","121900.00","2241785.00","0.00","4032242.50","0.00","0.00","651426727.50",2,"2 000 @ 9 999","AR550","Rouville",,,16,"Montérégie"
55015,"Saint-Paul-d'Abbotsford","M",2913,"1.05","231076230.00","22897560.00","16221765.00","27503490.00","231572250.00","9404115.00","538675410.00","7974330.00","530701080.00","67.00","5342801.10","0.00","0.00","105.00","119175.00","538738.20","0.00","1462235.78","0.00","0.00","538164135.08",2,"2 000 @ 9 999","AR550","Rouville",,,16,"Montérégie"
55023,"Saint-Césaire","V",5985,"1.00","398261600.00","107877400.00","21215400.00","93130400.00","359221500.00","8374900.00","988081200.00","28475450.00","959605750.00","100.00","28475450.00","0.00","0.00","0.00","495600.00","2108444.00","0.00","6836544.00","7518654.00","0.00","1005040442.00",2,"2 000 @ 9 999","AR550","Rouville",,,16,"Montérégie"
55030,"Sainte-Angèle-de-Monnoir","M",1774,"1.00","136371600.00","11530800.00","18457900.00","5614700.00","175545700.00","1621500.00","349142200.00","248965.00","348893235.00","100.00","248965.00","0.00","0.00","0.00","150100.00","0.00","0.00","1457241.50","0.00","0.00","350749541.50",1,"1 @ 1 999","AR550","Rouville",,,16,"Montérégie"
55037,"Rougemont","M",2840,"1.04","195230464.00","38029160.00","10067824.00","64641512.00","137964424.00","3962088.00","449895472.00","10708278.88","439187193.12","67.00","7174546.85","0.00","0.00","0.00","0.00","370853.60","0.00","1182026.56","0.00","0.00","447914620.13",2,"2 000 @ 9 999","AR550","Rouville",,,16,"Montérégie"
55048,"Marieville","V",11425,"1.00","816087300.00","236451700.00","33236400.00","136838800.00","221615200.00","12349000.00","1456578400.00","698336.00","1455880064.00","100.00","698336.00","0.00","0.00","1511200.00","0.00","12019618.00","0.00","14175375.50","16267108.00","0.00","1500551701.50",3,"10 000 @ 24 999","AR550","Rouville",,,16,"Montérégie"
55057,"Richelieu","V",5624,"1.15","446361575.00","174651075.00","49926445.00","86701030.00","94750455.00","12337660.00","864728240.00","0.00","864728240.00","0.00","0.00","0.00","0.00","41170.00","192625.00","5344722.18","0.00","4101136.33","0.00","0.00","874407893.50",2,"2 000 @ 9 999","AR550","Rouville","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
55065,"Saint-Mathias-sur-Richelieu","M",4596,"1.19","463055061.00","86391025.00","36393651.00","25122923.00","156063026.00","7238413.00","774264099.00","0.00","774264099.00","0.00","0.00","0.00","0.00","72114.00","74970.00","0.00","0.00","2927689.77","0.00","0.00","777338872.77",2,"2 000 @ 9 999","AR550","Rouville","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
56005,"Venise-en-Québec","M",1923,"1.09","242532630.00","19985368.00","37926986.00","36550316.00","16888351.00","13663368.00","367547019.00","0.00","367547019.00","0.00","0.00","0.00","0.00","0.00","188570.00","0.00","0.00","0.00","0.00","0.00","367735589.00",1,"1 @ 1 999","AR560","Le Haut-Richelieu",,,16,"Montérégie"
56010,"Saint-Georges-de-Clarenceville","M",1248,"1.14","134603904.00","5238756.00","31483608.00","2646852.00","131493528.00","11808006.00","317274654.00","0.00","317274654.00","0.00","0.00","0.00","0.00","0.00","1070802.00","0.00","0.00","693568.59","2200.77","0.00","319041225.36",1,"1 @ 1 999","AR560","Le Haut-Richelieu",,,16,"Montérégie"
56015,"Noyan","M",1559,"1.00","117130800.00","6558600.00","25766800.00","8518600.00","144053500.00","7345100.00","309373400.00","3479600.00","305893800.00","100.00","3479600.00","0.00","0.00","0.00","528600.00","0.00","0.00","0.00","0.00","0.00","309902000.00",1,"1 @ 1 999","AR560","Le Haut-Richelieu",,,16,"Montérégie"
56023,"Lacolle","M",2722,"1.14","212293650.00","34757460.00","9549552.00","55167678.00","149736036.00","8885388.00","470389764.00","0.00","470389764.00","0.00","0.00","0.00","0.00","897066.00","1752294.00","939506.49","0.00","1881413.82","0.00","0.00","475860044.31",2,"2 000 @ 9 999","AR560","Le Haut-Richelieu",,,16,"Montérégie"
56030,"Saint-Valentin","M",460,"1.01","31672994.00","1964349.00","828099.00","3524698.00","148602007.00","1043734.00","187635881.00","25743486.00","161892395.00","83.00","21367093.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","183259488.38",1,"1 @ 1 999","AR560","Le Haut-Richelieu",,,16,"Montérégie"
56035,"Saint-Paul-de-l'Île-aux-Noix","M",2281,"1.08","230685516.00","12110364.00","23307696.00","36485532.00","94306788.00","10352448.00","407248344.00","14262480.00","392985864.00","67.00","9555861.60","0.00","0.00","0.00","6352560.00","0.00","0.00","868184.46","0.00","0.00","409762470.06",2,"2 000 @ 9 999","AR560","Le Haut-Richelieu",,,16,"Montérégie"
56042,"Henryville","M",1478,"1.00","106947100.00","13426600.00","10663600.00","17095100.00","240723800.00","2269700.00","391125900.00","8266500.00","382859400.00","100.00","8266500.00","0.00","0.00","87500.00","127900.00","535054.00","0.00","941440.50","0.00","0.00","392817794.50",1,"1 @ 1 999","AR560","Le Haut-Richelieu",,,16,"Montérégie"
56050,"Saint-Sébastien","M",709,"1.00","48720900.00","2488700.00","817000.00","16337600.00","260892400.00","434600.00","329691200.00","11561700.00","318129500.00","100.00","11561700.00","492300.00","0.00","0.00","0.00","0.00","0.00","548047.50","1430.00","0.00","330732977.50",1,"1 @ 1 999","AR560","Le Haut-Richelieu",,,16,"Montérégie"
56055,"Saint-Alexandre","M",2675,"1.15","232762760.00","15297875.00","1238665.00","11422835.00","337116520.00","2129915.00","599968570.00","0.00","599968570.00","0.00","0.00","0.00","0.00","0.00","0.00","1114791.60","0.00","2596501.05","0.00","0.00","603679862.65",2,"2 000 @ 9 999","AR560","Le Haut-Richelieu",,,16,"Montérégie"
56060,"Sainte-Anne-de-Sabrevois","P",2180,"1.00","213786700.00","9775600.00","10488900.00","22438600.00","173705700.00","2849900.00","433045400.00","6338700.00","426706700.00","100.00","6338700.00","0.00","0.00","0.00","131000.00","917332.00","0.00","1494636.00","0.00","0.00","435588368.00",2,"2 000 @ 9 999","AR560","Le Haut-Richelieu",,,16,"Montérégie"
56065,"Saint-Blaise-sur-Richelieu","M",2134,"1.08","222214644.00","9571716.00","6834456.00","10225764.00","259438572.00","4948020.00","513233172.00","44531640.00","468701532.00","75.00","33398730.00","0.00","0.00","0.00","9288.00","1353750.84","0.00","1242392.58","2702.70","0.00","504708396.12",2,"2 000 @ 9 999","AR560","Le Haut-Richelieu",,,16,"Montérégie"
56083,"Saint-Jean-sur-Richelieu","V",99758,"1.00","7613451100.00","2912864700.00","424213600.00","1787941800.00","585742100.00","249458200.00","13573671500.00","1239269.00","13572432231.00","100.00","1239269.00","67371300.00","0.00","26696300.00","260080600.00","121952681.50","42847922.00","97695097.50","91154635.00","0.00","14281470036.00",4,"25 000 @ 99 999","AR560","Le Haut-Richelieu",,,16,"Montérégie"
56097,"Mont-Saint-Grégoire","M",3293,"1.10","367392410.00","28865540.00","8173110.00","30921550.00","257769160.00","6205980.00","699327750.00","30722890.00","668604860.00","67.00","20584336.30","0.00","0.00","0.00","214610.00","0.00","0.00","1728569.70","0.00","0.00","691132376.00",2,"2 000 @ 9 999","AR560","Le Haut-Richelieu",,,16,"Montérégie"
56105,"Sainte-Brigide-d'Iberville","M",1471,"1.00","122661900.00","11725600.00","1176600.00","22801200.00","285807300.00","6272700.00","450445300.00","9457300.00","440988000.00","100.00","9457300.00","0.00","0.00","0.00","565300.00","0.00","0.00","2004002.00","0.00","0.00","453014602.00",1,"1 @ 1 999","AR560","Le Haut-Richelieu",,,16,"Montérégie"
57005,"Chambly","V",31450,"1.19","3102877281.00","1043307986.00","23327689.00","523498255.00","23408014.00","24357872.00","4740777097.00","0.00","4740777097.00","0.00","0.00","0.00","0.00","520863.00","18151546.00","39113079.46","0.00","36147000.89","14791261.49","0.00","4849500847.84",4,"25 000 @ 99 999","AR570","La Vallée-du-Richelieu","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
57010,"Carignan","V",11743,"1.00","1871516900.00","263482100.00","5833000.00","73392400.00","112492500.00","77714400.00","2404431300.00","211542.00","2404219758.00","100.00","211542.00","10600.00","0.00","70400.00","762800.00","1680620.50","0.00","14386586.50","6792.50","0.00","2421349099.50",3,"10 000 @ 24 999","AR570","La Vallée-du-Richelieu","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
57020,"Saint-Basile-le-Grand","V",17414,"1.00","1763725300.00","356669800.00","69858600.00","169198100.00","67316000.00","25753800.00","2452521600.00","0.00","2452521600.00","0.00","0.00","3300.00","0.00","2700.00","674300.00","3662145.50","0.00","18015354.50","47762.00","0.00","2474927162.00",3,"10 000 @ 24 999","AR570","La Vallée-du-Richelieu","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
57025,"McMasterville","M",5950,"1.00","424485500.00","224574200.00","0.00","64199100.00","871800.00","7601800.00","721732400.00","0.00","721732400.00","0.00","0.00","0.00","0.00","0.00","0.00","2998905.00","0.00","8225932.00","14643343.00","0.00","747600580.00",2,"2 000 @ 9 999","AR570","La Vallée-du-Richelieu","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
57030,"Otterburn Park","V",8383,"1.00","985564400.00","112582000.00","1159300.00","14495500.00","7493200.00","32017800.00","1153312200.00","0.00","1153312200.00","0.00","0.00","0.00","0.00","0.00","0.00","1823679.00","0.00","7196403.50","0.00","0.00","1162332282.50",2,"2 000 @ 9 999","AR570","La Vallée-du-Richelieu","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
57033,"Saint-Jean-Baptiste","M",3293,"1.08","215818776.00","56183544.00","23927940.00","52836840.00","201961188.00","6599340.00","557327628.00","808488.00","556519140.00","0.00","0.00","0.00","0.00","0.00","231444.00","876734.82","17978.22","2266175.34","0.00","0.00","559911472.38",2,"2 000 @ 9 999","AR570","La Vallée-du-Richelieu","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
57035,"Mont-Saint-Hilaire","V",19247,"1.12","2542042944.00","539102480.00","68698336.00","300686624.00","59597216.00","74959696.00","3585087296.00","0.00","3585087296.00","0.00","0.00","0.00","0.00","3360.00","0.00","7477884.96","10546681.60","23688464.80","24819354.56","0.00","3651623041.92",3,"10 000 @ 24 999","AR570","La Vallée-du-Richelieu","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
57040,"Beloeil","V",24672,"1.16","2319612560.00","727088116.00","103515384.00","587881504.00","42457624.00","77225144.00","3857780332.00","0.00","3857780332.00","0.00","0.00","0.00","0.00","0.00","2291348.00","25099785.36","0.00","29248127.48","29130020.92","0.00","3943549613.76",3,"10 000 @ 24 999","AR570","La Vallée-du-Richelieu","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
57045,"Saint-Mathieu-de-Beloeil","M",2824,"1.00","393063300.00","79534400.00","11571600.00","181556400.00","95187000.00","19082600.00","779995300.00","0.00","779995300.00","0.00","0.00","0.00","0.00","2500.00","0.00","0.00","0.00","0.00","0.00","0.00","779997800.00",2,"2 000 @ 9 999","AR570","La Vallée-du-Richelieu","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
57050,"Saint-Marc-sur-Richelieu","M",2286,"1.19","272577354.00","31030678.00","7846979.00","17890817.00","129566605.00","7297675.00","466210108.00","0.00","466210108.00","0.00","0.00","0.00","0.00","0.00","0.00","557979.70","0.00","1973801.83","0.00","0.00","468741889.53",2,"2 000 @ 9 999","AR570","La Vallée-du-Richelieu",,,16,"Montérégie"
57057,"Saint-Charles-sur-Richelieu","M",1782,"1.05","225827385.00","15160635.00","9288195.00","21134400.00","127746885.00","3904845.00","403062345.00","21315.00","403041030.00","100.00","21315.00","0.00","0.00","6195.00","230895.00","0.00","0.00","741140.40","0.00","0.00","404040575.40",1,"1 @ 1 999","AR570","La Vallée-du-Richelieu",,,16,"Montérégie"
57068,"Saint-Denis-sur-Richelieu","M",2410,"1.11","240392145.00","18010638.00","15367062.00","28895964.00","242124633.00","3581637.00","548372079.00","0.00","548372079.00","0.00","0.00","0.00","0.00","0.00","220335.00","780374.40","0.00","1265157.47","0.00","0.00","550637945.87",2,"2 000 @ 9 999","AR570","La Vallée-du-Richelieu",,,16,"Montérégie"
57075,"Saint-Antoine-sur-Richelieu","M",1780,"1.14","186416220.00","15399690.00","4254252.00","8965872.00","159392634.00","1996368.00","376425036.00","47994.00","376377042.00","0.00","0.00","0.00","0.00","0.00","195738.00","0.00","0.00","2390932.83","0.00","0.00","378963712.83",1,"1 @ 1 999","AR570","La Vallée-du-Richelieu",,,16,"Montérégie"
58007,"Brossard","V",90787,"1.00","9945748400.00","4528698900.00","299715600.00","2559012600.00","9930100.00","431581000.00","17774686600.00","0.00","17774686600.00","0.00","0.00","0.00","1943200.00","49500.00","5094600.00","21062808.00","0.00","73158442.50","36769733.00","0.00","17912764883.50",4,"25 000 @ 99 999","AR581","Hors MRC - Longueuil","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
58012,"Saint-Lambert","V",22523,"1.00","3105456200.00","1765089800.00","151580100.00","269349900.00","0.00","12094500.00","5303570500.00","0.00","5303570500.00","0.00","0.00","0.00","0.00","0.00","6717200.00","11281679.50","30805404.50","18585424.00","51758063.50","0.00","5422718271.50",3,"10 000 @ 24 999","AR581","Hors MRC - Longueuil","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
58033,"Boucherville","V",42551,"1.00","5886529700.00","1763208600.00","115447800.00","2162410000.00","87455900.00","81903600.00","10096955600.00","0.00","10096955600.00","0.00","0.00","0.00","0.00","16538200.00","37565200.00","13391813.50","0.00","34089555.50","26671788.00","0.00","10225212157.00",4,"25 000 @ 99 999","AR581","Hors MRC - Longueuil","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
58037,"Saint-Bruno-de-Montarville","V",26873,"1.00","4074160200.00","798544900.00","40818300.00","1080623500.00","36850900.00","142475300.00","6173473100.00","0.00","6173473100.00","0.00","0.00","0.00","0.00","3004100.00","4954900.00","13407277.00","0.00","23167859.00","40965782.00","0.00","6258973018.00",4,"25 000 @ 99 999","AR581","Hors MRC - Longueuil","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
58227,"Longueuil","V",251639,"1.00","15696903300.00","12659796600.00","565179000.00","4156198900.00","45973300.00","489716300.00","33613767400.00","0.00","33613767400.00","0.00","0.00","0.00","0.00","55743000.00","188639300.00","432990759.50","225983251.00","197787375.50","295284346.50","0.00","35010195432.50",5,"100 000 et plus","AR581","Hors MRC - Longueuil","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
59010,"Sainte-Julie","V",30992,"1.00","3287336300.00","690952300.00","142441100.00","503216500.00","84394700.00","80233400.00","4788574300.00","0.00","4788574300.00","0.00","0.00","0.00","0.00","455500.00","2752600.00","7104084.00","0.00","33254078.00","30908663.50","0.00","4863049225.50",4,"25 000 @ 99 999","AR590","Marguerite-D'Youville","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
59015,"Saint-Amable","V",13356,"1.00","1027485800.00","321562700.00","52559800.00","70678800.00","77303300.00","27312200.00","1576902600.00","190691.00","1576711909.00","100.00","190691.00","0.00","0.00","0.00","303400.00","4082955.50","0.00","24047237.50","0.00","0.00","1605336193.00",3,"10 000 @ 24 999","AR590","Marguerite-D'Youville","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
59020,"Varennes","V",21530,"1.00","2298882400.00","480892300.00","33365900.00","976460100.00","209865400.00","68528700.00","4067994800.00","5984000.00","4062010800.00","100.00","5984000.00","0.00","0.00","101200.00","10804500.00","15007453.50","15822625.00","21922758.00","33025707.00","0.00","4164679043.50",3,"10 000 @ 24 999","AR590","Marguerite-D'Youville","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
59025,"Verchères","M",5826,"1.00","588002000.00","97010500.00","9970600.00","52873200.00","189903600.00","17434200.00","955194100.00","87373.00","955106727.00","100.00","87373.00","0.00","0.00","0.00","645400.00","1215870.50","0.00","6275269.00","0.00","0.00","963330639.50",2,"2 000 @ 9 999","AR590","Marguerite-D'Youville","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
59030,"Calixa-Lavallée","M",552,"1.25","66001875.00","2688000.00","1684625.00","2673625.00","101285500.00","5556750.00","179890375.00","0.00","179890375.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","179890375.00",1,"1 @ 1 999","AR590","Marguerite-D'Youville","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
59035,"Contrecoeur","V",9838,"1.00","777623900.00","189079900.00","25868100.00","293697200.00","73515300.00","59862400.00","1419646800.00","202115.00","1419444685.00","100.00","202115.00","2386400.00","0.00","21500.00","6173500.00","6880497.00","0.00","10812087.00","7293.00","0.00","1445928077.00",2,"2 000 @ 9 999","AR590","Marguerite-D'Youville","CM663","Communauté métropolitaine de Montréal",16,"Montérégie"
60005,"Charlemagne","V",6253,"1.12","262862768.00","366990176.00","343728.00","102772096.00","0.00","8293488.00","741262256.00","0.00","741262256.00","0.00","0.00","0.00","0.00","253792.00","0.00","1159434.64","0.00","4560636.08","0.00","0.00","747236118.72",2,"2 000 @ 9 999","AR600","L'Assomption","CM663","Communauté métropolitaine de Montréal",14,"Lanaudière"
