ï»¿NO_LAMPE,TYPE_LAMPE,NO_CIVIQUE,NOMRUEAC,TYPEAC,PARTAC 
91642-11-3,HM,2330,CoopÃ©rants,avenue,des
91642-11-4,HM,2330,CoopÃ©rants,avenue,des
91642-11-5,HM,2330,CoopÃ©rants,avenue,des
91642-11-6,HM,2330,CoopÃ©rants,avenue,des
91642-12-1,HM,2330,CoopÃ©rants,avenue,des
91642-12-2,HM,2330,CoopÃ©rants,avenue,des
91642-12-3,HM,2330,CoopÃ©rants,avenue,des
91642-12-4,HM,2330,CoopÃ©rants,avenue,des
91642-12-5,HM,2330,CoopÃ©rants,avenue,des
91642-12-6,HM,2330,CoopÃ©rants,avenue,des
91642-12-7,HM,2330,CoopÃ©rants,avenue,des
91642-13-1,HM,2330,CoopÃ©rants,avenue,des
91642-13-2,HM,2330,CoopÃ©rants,avenue,des
91642-13-3,HM,2330,CoopÃ©rants,avenue,des
91642-13-4,HM,2330,CoopÃ©rants,avenue,des
91642-13-5,HM,2330,CoopÃ©rants,avenue,des
91642-13-6,HM,2330,CoopÃ©rants,avenue,des
91642-13-7,HM,2330,CoopÃ©rants,avenue,des
91642-13-8,HM,2330,CoopÃ©rants,avenue,des
91642-14-1,HM,2330,CoopÃ©rants,avenue,des
91642-14-2,HM,2330,CoopÃ©rants,avenue,des
91642-14-3,HM,2330,CoopÃ©rants,avenue,des
91642-14-4,HM,2330,CoopÃ©rants,avenue,des
91642-14-5,HM,2330,CoopÃ©rants,avenue,des
91642-15-1,HM,2330,CoopÃ©rants,avenue,des
91642-15-2,HM,2330,CoopÃ©rants,avenue,des
91642-15-3,HM,2330,CoopÃ©rants,avenue,des
91642-15-4,HM,2330,CoopÃ©rants,avenue,des
80138-1-1,HM,2330,CoopÃ©rants,avenue,des
80138-1-2,HM,2330,CoopÃ©rants,avenue,des
80138-2,BOSL,2330,CoopÃ©rants,avenue,des
80138-3-1,HM,2330,CoopÃ©rants,avenue,des
80138-3-2,HM,2330,CoopÃ©rants,avenue,des
91300-1-1,SHP,166,Bonaventure,rue,
91300-2-1,SHP,166,Bonaventure,rue,
91300-3-1,SHP,166,Bonaventure,rue,
91300-4-1,SHP,166,Bonaventure,rue,
91300-5-1,SHP,166,Bonaventure,rue,
91300-6-1,HM,166,Bonaventure,rue,
91300-7-1,HM,166,Bonaventure,rue,
91335-1-1,DEL,840,Saint-Paul,rue,
91335-2-1,DEL,840,Saint-Paul,rue,
91335-3-1,DEL,840,Saint-Paul,rue,
91335-4-1,DEL,840,Saint-Paul,rue,
91335-5-1,DEL,840,Saint-Paul,rue,
91335-6-1,DEL,840,Saint-Paul,rue,
91335-7-1,DEL,840,Saint-Paul,rue,
91335-8-1,DEL,840,Saint-Paul,rue,
91335-9-1,HM,840,Saint-Paul,rue,
91335-9-2,HM,840,Saint-Paul,rue,
91335-10-1,HM,840,Saint-Paul,rue,
91335-10-2,HM,840,Saint-Paul,rue,
91335-11-1,HM,840,Saint-Paul,rue,
91335-11-2,HM,840,Saint-Paul,rue,
91335-12-1,HM,840,Saint-Paul,rue,
91335-12-2,HM,840,Saint-Paul,rue,
91335-13-1,HM,840,Saint-Paul,rue,
91335-13-2,HM,840,Saint-Paul,rue,
91335-13-3,HM,840,Saint-Paul,rue,
91335-14-1,HM,840,Saint-Paul,rue,
91335-14-2,SHP,840,Saint-Paul,rue,
80166-7,BOSL,,FranÃ§ois-Raymond,rue,
91404-1-1,HM,1225,De La TerriÃ¨re,rue,
91404-1-2,HM,1225,De La TerriÃ¨re,rue,
91404-2-1,HM,1225,De La TerriÃ¨re,rue,
91404-2-2,HM,1225,De La TerriÃ¨re,rue,
91404-2-3,HM,1225,De La TerriÃ¨re,rue,
91404-2-4,HM,1225,De La TerriÃ¨re,rue,
91404-3-1,HM,1225,De La TerriÃ¨re,rue,
91404-3-2,HM,1225,De La TerriÃ¨re,rue,
91404-4-1,HM,1225,De La TerriÃ¨re,rue,
91404-4-2,HM,1225,De La TerriÃ¨re,rue,
91404-4-3,HM,1225,De La TerriÃ¨re,rue,
91404-5-1,HM,1225,De La TerriÃ¨re,rue,
91404-5-2,HM,1225,De La TerriÃ¨re,rue,
91404-5-3,HM,1225,De La TerriÃ¨re,rue,
91404-5-4,HM,1225,De La TerriÃ¨re,rue,
91404-5-5,HM,1225,De La TerriÃ¨re,rue,
91404-5-6,HM,1225,De La TerriÃ¨re,rue,
91404-5-7,HM,1225,De La TerriÃ¨re,rue,
91404-6-1,HM,1225,De La TerriÃ¨re,rue,
91404-6-2,HM,1225,De La TerriÃ¨re,rue,
91404-6-3,HM,1225,De La TerriÃ¨re,rue,
91404-6-4,HM,1225,De La TerriÃ¨re,rue,
91404-7-1,HM,1225,De La TerriÃ¨re,rue,
91404-7-2,HM,1225,De La TerriÃ¨re,rue,
91404-7-3,HM,1225,De La TerriÃ¨re,rue,
91404-7-4,HM,1225,De La TerriÃ¨re,rue,
91404-7-5,HM,1225,De La TerriÃ¨re,rue,
91404-8-1,HM,1225,De La TerriÃ¨re,rue,
91404-8-2,HM,1225,De La TerriÃ¨re,rue,
91404-8-3,HM,1225,De La TerriÃ¨re,rue,
91404-8-4,HM,1225,De La TerriÃ¨re,rue,
91404-8-5,HM,1225,De La TerriÃ¨re,rue,
91404-8-6,HM,1225,De La TerriÃ¨re,rue,
91404-8-7,HM,1225,De La TerriÃ¨re,rue,
91404-9-1,HM,1225,De La TerriÃ¨re,rue,
91404-9-2,HM,1225,De La TerriÃ¨re,rue,
91404-9-3,HM,1225,De La TerriÃ¨re,rue,
91404-9-4,HM,1225,De La TerriÃ¨re,rue,
91404-10-1,HM,1225,De La TerriÃ¨re,rue,
91404-10-2,HM,1225,De La TerriÃ¨re,rue,
91404-10-3,HM,1225,De La TerriÃ¨re,rue,
91404-10-4,HM,1225,De La TerriÃ¨re,rue,
91404-10-5,HM,1225,De La TerriÃ¨re,rue,
91404-10-6,HM,1225,De La TerriÃ¨re,rue,
91404-10-7,HM,1225,De La TerriÃ¨re,rue,
91404-11-1,HM,1225,De La TerriÃ¨re,rue,
91404-11-2,HM,1225,De La TerriÃ¨re,rue,
91404-11-3,HM,1225,De La TerriÃ¨re,rue,
91404-12-1,HM,1225,De La TerriÃ¨re,rue,
91404-12-2,HM,1225,De La TerriÃ¨re,rue,
91404-12-3,HM,1225,De La TerriÃ¨re,rue,
91404-12-4,HM,1225,De La TerriÃ¨re,rue,
91404-12-5,HM,1225,De La TerriÃ¨re,rue,
91404-12-6,HM,1225,De La TerriÃ¨re,rue,
91404-12-7,HM,1225,De La TerriÃ¨re,rue,
91404-12-8,HM,1225,De La TerriÃ¨re,rue,
91404-13-1,HM,1225,De La TerriÃ¨re,rue,
91404-13-2,HM,1225,De La TerriÃ¨re,rue,
91404-13-3,HM,1225,De La TerriÃ¨re,rue,
91404-13-4,HM,1225,De La TerriÃ¨re,rue,
91650-1-1,HM,1225,De La TerriÃ¨re,rue,
91650-1-2,HM,1225,De La TerriÃ¨re,rue,
91650-1-3,HM,1225,De La TerriÃ¨re,rue,
91650-1-4,HM,1225,De La TerriÃ¨re,rue,
91650-1-5,HM,1225,De La TerriÃ¨re,rue,
91650-1-6,SHP,1225,De La TerriÃ¨re,rue,
91650-2-1,HM,1225,De La TerriÃ¨re,rue,
91650-2-2,HM,1225,De La TerriÃ¨re,rue,
91650-2-3,HM,1225,De La TerriÃ¨re,rue,
91650-2-4,HM,1225,De La TerriÃ¨re,rue,
91650-2-5,HM,1225,De La TerriÃ¨re,rue,
91650-2-6,HM,1225,De La TerriÃ¨re,rue,
91650-2-7,HM,1225,De La TerriÃ¨re,rue,
91650-2-8,HM,1225,De La TerriÃ¨re,rue,
91650-2-9,HM,1225,De La TerriÃ¨re,rue,
91650-2-10,HM,1225,De La TerriÃ¨re,rue,
91650-3-1,HM,1225,De La TerriÃ¨re,rue,
91650-3-2,HM,1225,De La TerriÃ¨re,rue,
91650-3-3,HM,1225,De La TerriÃ¨re,rue,
91650-3-4,HM,1225,De La TerriÃ¨re,rue,
91650-3-5,HM,1225,De La TerriÃ¨re,rue,
91650-4-1,HM,1225,De La TerriÃ¨re,rue,
91650-4-2,HM,1225,De La TerriÃ¨re,rue,
91650-4-3,HM,1225,De La TerriÃ¨re,rue,
91650-4-4,HM,1225,De La TerriÃ¨re,rue,
91650-4-5,HM,1225,De La TerriÃ¨re,rue,
91650-5-1,HM,1225,De La TerriÃ¨re,rue,
91650-5-2,HM,1225,De La TerriÃ¨re,rue,
91650-5-3,HM,1225,De La TerriÃ¨re,rue,
91650-5-4,HM,1225,De La TerriÃ¨re,rue,
91650-5-5,HM,1225,De La TerriÃ¨re,rue,
91650-6-1,HM,1225,De La TerriÃ¨re,rue,
91650-6-2,HM,1225,De La TerriÃ¨re,rue,
91650-6-3,HM,1225,De La TerriÃ¨re,rue,
91650-6-4,HM,1225,De La TerriÃ¨re,rue,
91650-6-5,HM,1225,De La TerriÃ¨re,rue,
91650-6-6,HM,1225,De La TerriÃ¨re,rue,
91650-6-7,HM,1225,De La TerriÃ¨re,rue,
91650-6-8,HM,1225,De La TerriÃ¨re,rue,
91650-6-9,HM,1225,De La TerriÃ¨re,rue,
91650-6-10,HM,1225,De La TerriÃ¨re,rue,
91650-7-1,HM,1225,De La TerriÃ¨re,rue,
91650-7-2,HM,1225,De La TerriÃ¨re,rue,
91650-7-3,HM,1225,De La TerriÃ¨re,rue,
91650-7-4,HM,1225,De La TerriÃ¨re,rue,
91650-7-5,HM,1225,De La TerriÃ¨re,rue,
91650-7-6,HM,1225,De La TerriÃ¨re,rue,
91650-7-7,HM,1225,De La TerriÃ¨re,rue,
91650-7-8,HM,1225,De La TerriÃ¨re,rue,
91650-7-9,HM,1225,De La TerriÃ¨re,rue,
91650-7-10,HM,1225,De La TerriÃ¨re,rue,
91650-8,BOSL,1225,De La TerriÃ¨re,rue,
91650-9,BOSL,1225,De La TerriÃ¨re,rue,
39-20-2,DEL,,RÃ©collets,boulevard,des
93422-1-1,DEL,10655,Sainte-Marguerite,chemin,
93422-1-2,DEL,10655,Sainte-Marguerite,chemin,
93422-2-1,DEL,10655,Sainte-Marguerite,chemin,
93422-2-2,DEL,10655,Sainte-Marguerite,chemin,
93422-3-1,DEL,10655,Sainte-Marguerite,chemin,
93422-3-2,DEL,10655,Sainte-Marguerite,chemin,
93422-4-1,DEL,10655,Sainte-Marguerite,chemin,
93422-4-2,DEL,10655,Sainte-Marguerite,chemin,
93422-5-1,DEL,10655,Sainte-Marguerite,chemin,
93422-5-2,DEL,10655,Sainte-Marguerite,chemin,
93422-6-1,DEL,10655,Sainte-Marguerite,chemin,
93422-6-2,DEL,10655,Sainte-Marguerite,chemin,
93422-7-1,DEL,10655,Sainte-Marguerite,chemin,
93422-7-2,DEL,10655,Sainte-Marguerite,chemin,
93422-8-1,DEL,10655,Sainte-Marguerite,chemin,
93422-8-2,DEL,10655,Sainte-Marguerite,chemin,
93422-9-1,DEL,10655,Sainte-Marguerite,chemin,
93422-9-2,DEL,10655,Sainte-Marguerite,chemin,
93422-10-1,DEL,10655,Sainte-Marguerite,chemin,
93422-10-2,DEL,10655,Sainte-Marguerite,chemin,
93422-11-1,DEL,10655,Sainte-Marguerite,chemin,
93422-11-2,DEL,10655,Sainte-Marguerite,chemin,
93422-11-3,DEL,10655,Sainte-Marguerite,chemin,
93422-11-4,DEL,10655,Sainte-Marguerite,chemin,
93422-11-5,DEL,10655,Sainte-Marguerite,chemin,
93422-11-6,DEL,10655,Sainte-Marguerite,chemin,
93422-11-7,DEL,10655,Sainte-Marguerite,chemin,
93422-11-8,DEL,10655,Sainte-Marguerite,chemin,
93422-12-1,DEL,10655,Sainte-Marguerite,chemin,
93422-12-2,DEL,10655,Sainte-Marguerite,chemin,
93422-12-3,DEL,10655,Sainte-Marguerite,chemin,
93422-12-4,DEL,10655,Sainte-Marguerite,chemin,
93422-12-5,DEL,10655,Sainte-Marguerite,chemin,
93422-13-1,DEL,10655,Sainte-Marguerite,chemin,
93422-13-2,DEL,10655,Sainte-Marguerite,chemin,
93422-13-3,DEL,10655,Sainte-Marguerite,chemin,
93422-13-4,DEL,10655,Sainte-Marguerite,chemin,
93422-13-5,DEL,10655,Sainte-Marguerite,chemin,
93422-13-6,DEL,10655,Sainte-Marguerite,chemin,
93422-14-1,DEL,10655,Sainte-Marguerite,chemin,
93422-14-2,DEL,10655,Sainte-Marguerite,chemin,
93422-14-3,DEL,10655,Sainte-Marguerite,chemin,
93422-14-4,DEL,10655,Sainte-Marguerite,chemin,
93422-14-5,DEL,10655,Sainte-Marguerite,chemin,
93422-14-6,DEL,10655,Sainte-Marguerite,chemin,
93422-15-1,DEL,10655,Sainte-Marguerite,chemin,
93422-15-2,DEL,10655,Sainte-Marguerite,chemin,
93422-15-3,DEL,10655,Sainte-Marguerite,chemin,
93422-15-4,DEL,10655,Sainte-Marguerite,chemin,
93422-15-5,DEL,10655,Sainte-Marguerite,chemin,
93422-15-6,DEL,10655,Sainte-Marguerite,chemin,
93422-16-1,DEL,10655,Sainte-Marguerite,chemin,
93422-16-2,DEL,10655,Sainte-Marguerite,chemin,
93422-16-3,DEL,10655,Sainte-Marguerite,chemin,
93422-16-4,DEL,10655,Sainte-Marguerite,chemin,
93422-16-5,DEL,10655,Sainte-Marguerite,chemin,
93422-16-6,DEL,10655,Sainte-Marguerite,chemin,
93422-16-7,DEL,10655,Sainte-Marguerite,chemin,
93422-16-8,DEL,10655,Sainte-Marguerite,chemin,
93422-17-1,DEL,10655,Sainte-Marguerite,chemin,
93422-17-2,DEL,10655,Sainte-Marguerite,chemin,
93422-17-3,DEL,10655,Sainte-Marguerite,chemin,
93422-17-4,DEL,10655,Sainte-Marguerite,chemin,
93422-18-1,DEL,10655,Sainte-Marguerite,chemin,
93422-18-2,DEL,10655,Sainte-Marguerite,chemin,
93422-18-3,DEL,10655,Sainte-Marguerite,chemin,
93422-18-4,DEL,10655,Sainte-Marguerite,chemin,
93422-19-1,DEL,10655,Sainte-Marguerite,chemin,
93422-19-2,DEL,10655,Sainte-Marguerite,chemin,
93422-19-3,DEL,10655,Sainte-Marguerite,chemin,
93422-19-4,DEL,10655,Sainte-Marguerite,chemin,
93422-20-1,DEL,10655,Sainte-Marguerite,chemin,
93422-20-2,DEL,10655,Sainte-Marguerite,chemin,
93422-20-3,DEL,10655,Sainte-Marguerite,chemin,
93422-20-4,DEL,10655,Sainte-Marguerite,chemin,
93422-21-1,HM,10655,Sainte-Marguerite,chemin,
93422-21-2,HM,10655,Sainte-Marguerite,chemin,
93422-22-1,HM,10655,Sainte-Marguerite,chemin,
93422-22-2,HM,10655,Sainte-Marguerite,chemin,
93422-22-3,HM,10655,Sainte-Marguerite,chemin,
93422-23,BOSL,10655,Sainte-Marguerite,chemin,
93422-24-1,HM,10655,Sainte-Marguerite,chemin,
93422-24-2,HM,10655,Sainte-Marguerite,chemin,
93422-24-3,HM,10655,Sainte-Marguerite,chemin,
93422-25-1,HM,10655,Sainte-Marguerite,chemin,
93422-26-1,HM,10655,Sainte-Marguerite,chemin,
93422-26-2,HM,10655,Sainte-Marguerite,chemin,
93422-27-1,HM,10655,Sainte-Marguerite,chemin,
93422-27-2,HM,10655,Sainte-Marguerite,chemin,
93422-27-3,HM,10655,Sainte-Marguerite,chemin,
93422-28-1,DEL,10655,Sainte-Marguerite,chemin,
93422-28-2,DEL,10655,Sainte-Marguerite,chemin,
93422-29-1,HM,10655,Sainte-Marguerite,chemin,
93422-29-2,HM,10655,Sainte-Marguerite,chemin,
91645-1-1,SHP,3881,Plaines,rue,des
91645-1-2,SHP,3881,Plaines,rue,des
91645-1-3,SHP,3881,Plaines,rue,des
91645-1-4,SHP,3881,Plaines,rue,des
91645-2-1,SHP,3881,Plaines,rue,des
91645-2-2,SHP,3881,Plaines,rue,des
91645-2-3,SHP,3881,Plaines,rue,des
91645-2-4,SHP,3381,Plaines,rue,des
91645-3-1,SHP,3881,Plaines,rue,des
91645-3-2,SHP,3881,Plaines,rue,des
91645-3-3,SHP,3881,Plaines,rue,des
91645-3-4,SHP,3881,Plaines,rue,des
91645-4-1,SHP,3881,Plaines,rue,des
91645-4-2,SHP,3881,Plaines,rue,des
91645-4-3,SHP,3881,Plaines,rue,des
91645-4-4,SHP,3881,Plaines,rue,des
91645-5-1,SHP,3881,Plaines,rue,des
91645-6-1,SHP,3881,Plaines,rue,des
80057-2-1,DEL,240,Hertel,rue,
80057-3-1,DEL,240,Hertel,rue,
80057-4-1,DEL,240,Hertel,rue,
80057-1,BOSL,240,Hertel,rue,
91337-1-1,DEL,10215,Forges,boulevard,des
91337-2-1,HM,10215,Forges,boulevard,des
91337-2-2,HM,10215,Forges,boulevard,des
91337-2-3,HM,10215,Forges,boulevard,des
91337-3-1,HM,10215,Forges,boulevard,des
91337-3-2,HM,10215,Forges,boulevard,des
91337-4-1,HM,10215,Forges,boulevard,des
91337-4-2,HM,10215,Forges,boulevard,des
91337-5-1,HM,10215,Forges,boulevard,des
91337-5-2,HM,10215,Forges,boulevard,des
91337-5-3,DEL,10215,Forges,boulevard,des
93422-30-1,HM,10655,Sainte-Marguerite,chemin,
93422-30-2,HM,10655,Sainte-Marguerite,chemin,
93422-31-1,DEL,10655,Sainte-Marguerite,chemin,
93422-31-2,DEL,10655,Sainte-Marguerite,chemin,
93422-31-3,DEL,10655,Sainte-Marguerite,chemin,
93422-31-4,DEL,10655,Sainte-Marguerite,chemin,
93422-31-5,DEL,10655,Sainte-Marguerite,chemin,
93422-32-1,DEL,10655,Sainte-Marguerite,chemin,
93422-32-2,DEL,10655,Sainte-Marguerite,chemin,
93422-32-3,DEL,10655,Sainte-Marguerite,chemin,
93422-32-4,DEL,10655,Sainte-Marguerite,chemin,
93422-32-5,DEL,10655,Sainte-Marguerite,chemin,
93422-33-1,DEL,10655,Sainte-Marguerite,chemin,
93422-33-2,DEL,10655,Sainte-Marguerite,chemin,
93422-33-3,DEL,10655,Sainte-Marguerite,chemin,
93422-33-4,DEL,10655,Sainte-Marguerite,chemin,
93422-33-5,DEL,10655,Sainte-Marguerite,chemin,
93422-33-6,DEL,10655,Sainte-Marguerite,chemin,
93422-34-1,DEL,10655,Sainte-Marguerite,chemin,
93422-34-2,DEL,10655,Sainte-Marguerite,chemin,
93422-34-3,DEL,10655,Sainte-Marguerite,chemin,
93422-34-4,DEL,10655,Sainte-Marguerite,chemin,
93422-34-5,DEL,10655,Sainte-Marguerite,chemin,
800391-1-1,HM,10655,Sainte-Marguerite,chemin,
800391-1-2,HM,10655,Sainte-Marguerite,chemin,
800391-2-1,HM,10655,Sainte-Marguerite,chemin,
800391-2-2,HM,10655,Sainte-Marguerite,chemin,
800391-3-1,HM,10655,Sainte-Marguerite,chemin,
800391-3-2,HM,10655,Sainte-Marguerite,chemin,
800391-4-1,HM,10655,Sainte-Marguerite,chemin,
800391-4-2,HM,10655,Sainte-Marguerite,chemin,
800391-5-1,HM,10655,Sainte-Marguerite,chemin,
93422-35-1,DEL,10655,Sainte-Marguerite,chemin,
93422-35-2,DEL,10655,Sainte-Marguerite,chemin,
93422-35-3,DEL,10655,Sainte-Marguerite,chemin,
93422-35-4,DEL,10655,Sainte-Marguerite,chemin,
93422-35-5,DEL,10655,Sainte-Marguerite,chemin,
93422-36-1,DEL,10655,Sainte-Marguerite,chemin,
93422-36-2,DEL,10655,Sainte-Marguerite,chemin,
93422-36-3,DEL,10655,Sainte-Marguerite,chemin,
93422-36-4,HM,10655,Sainte-Marguerite,chemin,
93422-37-1,DEL,10655,Sainte-Marguerite,chemin,
93422-37-2,DEL,10655,Sainte-Marguerite,chemin,
93422-37-3,DEL,10655,Sainte-Marguerite,chemin,
93422-38-1,DEL,10655,Sainte-Marguerite,chemin,
93422-38-2,DEL,10655,Sainte-Marguerite,chemin,
93422-38-3,DEL,10655,Sainte-Marguerite,chemin,
93422-38-4,DEL,10655,Sainte-Marguerite,chemin,
93422-39-1,DEL,10655,Sainte-Marguerite,chemin,
93422-39-2,DEL,10655,Sainte-Marguerite,chemin,
93422-39-3,DEL,10655,Sainte-Marguerite,chemin,
93422-39-4,DEL,10655,Sainte-Marguerite,chemin,
93422-39-5,DEL,10655,Sainte-Marguerite,chemin,
93422-40-1,DEL,10655,Sainte-Marguerite,chemin,
93422-40-2,DEL,10655,Sainte-Marguerite,chemin,
93422-40-3,DEL,10655,Sainte-Marguerite,chemin,
93422-40-4,DEL,10655,Sainte-Marguerite,chemin,
93422-40-5,DEL,10655,Sainte-Marguerite,chemin,
93422-41,BOSL,10655,Sainte-Marguerite,chemin,
800391-6-1,HM,10655,Sainte-Marguerite,chemin,
800391-7-1,HM,10655,Sainte-Marguerite,chemin,
800391-7-2,HM,10655,Sainte-Marguerite,chemin,
80322-1,BOSL,1875,De NouÃ«,rue,
80322-2,BOSL,1875,De NouÃ«,rue,
80322-3,BOSL,1875,De NouÃ«,rue,
80322-4,BOSL,1875,De NouÃ«,rue,
80322-5-1,DEL,1875,De NouÃ«,rue,
93530-1,BOSL,900,Puits,rue,des
80039-1,BOSL,10555,Sainte-Marguerite,chemin,
91135-1-1,IND,1350,Hippodrome,rue,de l'
91135-2-1,IND,1350,Hippodrome,rue,de l'
91135-3-1,IND,1350,Hippodrome,rue,de l'
91135-4-1,IND,1350,Hippodrome,rue,de l'
91135-5-1,IND,1350,Hippodrome,rue,de l'
91135-6-1,IND,1350,Hippodrome,rue,de l'
91135-7-1,IND,1350,Hippodrome,rue,de l'
91135-8-1,IND,1350,Hippodrome,rue,de l'
91135-9-1,IND,1350,Hippodrome,rue,de l'
91870-1-1,IND,,Hippodrome,rue,de l'
91870-2-1,IND,,Hippodrome,rue,de l'
91870-4-1,IND,,Hippodrome,rue,de l'
91870-5-1,IND,,Hippodrome,rue,de l'
91870-6-1,IND,,Hippodrome,rue,de l'
91870-7-1,IND,,Hippodrome,rue,de l'
91870-8-1,IND,,Hippodrome,rue,de l'
91870-9-1,IND,,Hippodrome,rue,de l'
91870-10-1,IND,,Hippodrome,rue,de l'
91870-11-1,IND,,Hippodrome,rue,de l'
91421-1-1,SHP,1400,Baigneurs,chemin,des
91421-1-2,SHP,1400,Baigneurs,chemin,des
91421-1-3,SHP,1400,Baigneurs,chemin,des
91421-2-1,SHP,1400,Baigneurs,chemin,des
91421-2-2,SHP,1400,Baigneurs,chemin,des
91421-2-3,SHP,1400,Baigneurs,chemin,des
91135-10-1,HM,1350,Hippodrome,rue,de l'
91135-10-2,HM,1350,Hippodrome,rue,de l'
91135-10-3,HM,1350,Hippodrome,rue,de l'
91135-10-4,HM,1350,Hippodrome,rue,de l'
91135-10-5,HM,1350,Hippodrome,rue,de l'
91135-10-6,HM,1350,Hippodrome,rue,de l'
91135-10-7,HM,1350,Hippodrome,rue,de l'
91135-10-8,HM,1350,Hippodrome,rue,de l'
91135-10-9,HM,1350,Hippodrome,rue,de l'
91135-10-10,HM,1350,Hippodrome,rue,de l'
91135-10-11,HM,1350,Hippodrome,rue,de l'
91135-10-12,HM,1350,Hippodrome,rue,de l'
91135-10-13,HM,1350,Hippodrome,rue,de l'
91135-10-14,HM,1350,Hippodrome,rue,de l'
91135-10-15,HM,1350,Hippodrome,rue,de l'
91135-10-16,HM,1350,Hippodrome,rue,de l'
91135-11-1,HM,1350,Hippodrome,rue,de l'
91135-11-2,HM,1350,Hippodrome,rue,de l'
91135-11-3,HM,1350,Hippodrome,rue,de l'
91135-11-4,HM,1350,Hippodrome,rue,de l'
91135-11-5,HM,1350,Hippodrome,rue,de l'
91135-11-6,HM,1350,Hippodrome,rue,de l'
91135-11-7,HM,1350,Hippodrome,rue,de l'
91135-11-8,HM,1350,Hippodrome,rue,de l'
91135-11-9,HM,1350,Hippodrome,rue,de l'
91135-11-10,HM,1350,Hippodrome,rue,de l'
91135-11-11,HM,1350,Hippodrome,rue,de l'
91135-11-12,HM,1350,Hippodrome,rue,de l'
91135-11-13,HM,1350,Hippodrome,rue,de l'
91135-11-14,HM,1350,Hippodrome,rue,de l'
91135-12-1,HM,1350,Hippodrome,rue,de l'
91135-12-2,HM,1350,Hippodrome,rue,de l'
91135-12-3,HM,1350,Hippodrome,rue,de l'
91135-12-4,HM,1350,Hippodrome,rue,de l'
91135-12-5,HM,1350,Hippodrome,rue,de l'
91135-12-6,HM,1350,Hippodrome,rue,de l'
91135-12-7,HM,1350,Hippodrome,rue,de l'
91135-12-8,HM,1350,Hippodrome,rue,de l'
91135-12-9,HM,1350,Hippodrome,rue,de l'
91135-12-10,HM,1350,Hippodrome,rue,de l'
91135-12-11,HM,1350,Hippodrome,rue,de l'
91135-12-12,HM,1350,Hippodrome,rue,de l'
91135-12-13,HM,1350,Hippodrome,rue,de l'
91135-12-14,HM,1350,Hippodrome,rue,de l'
91135-13-1,HM,1350,Hippodrome,rue,de l'
91135-13-2,HM,1350,Hippodrome,rue,de l'
91135-13-3,HM,1350,Hippodrome,rue,de l'
91135-13-4,HM,1350,Hippodrome,rue,de l'
91135-13-5,HM,1350,Hippodrome,rue,de l'
91135-13-6,HM,1350,Hippodrome,rue,de l'
91135-13-7,HM,1350,Hippodrome,rue,de l'
91135-13-8,HM,1350,Hippodrome,rue,de l'
91135-13-9,HM,1350,Hippodrome,rue,de l'
91135-13-10,HM,1350,Hippodrome,rue,de l'
91135-13-11,HM,1350,Hippodrome,rue,de l'
91135-13-12,HM,1350,Hippodrome,rue,de l'
91135-13-13,HM,1350,Hippodrome,rue,de l'
91135-13-14,HM,1350,Hippodrome,rue,de l'
91135-13-15,HM,1350,Hippodrome,rue,de l'
91135-13-16,HM,1350,Hippodrome,rue,de l'
91135-14-1,HM,1350,Hippodrome,rue,de l'
91135-14-2,HM,1350,Hippodrome,rue,de l'
91135-14-3,HM,1350,Hippodrome,rue,de l'
91135-14-4,HM,1350,Hippodrome,rue,de l'
91135-14-5,HM,1350,Hippodrome,rue,de l'
91135-14-6,HM,1350,Hippodrome,rue,de l'
91135-14-7,HM,1350,Hippodrome,rue,de l'
91135-14-8,HM,1350,Hippodrome,rue,de l'
91135-15-1,HM,1350,Hippodrome,rue,de l'
91135-15-2,HM,1350,Hippodrome,rue,de l'
91135-15-3,HM,1350,Hippodrome,rue,de l'
91135-15-4,HM,1350,Hippodrome,rue,de l'
91135-15-5,HM,1350,Hippodrome,rue,de l'
91135-15-6,HM,1350,Hippodrome,rue,de l'
91135-15-7,HM,1350,Hippodrome,rue,de l'
91135-15-8,HM,1350,Hippodrome,rue,de l'
91135-15-9,HM,1350,Hippodrome,rue,de l'
91150-1-1,SHP,1700,Gilles-Villeneuve,avenue,
91150-1-2,SHP,1700,Gilles-Villeneuve,avenue,
91150-1-3,SHP,1700,Gilles-Villeneuve,avenue,
91170-1-1,DEL,1700,Gilles-Villeneuve,avenue,
91170-2-1,DEL,1700,Gilles-Villeneuve,avenue,
91170-3-1,DEL,1700,Gilles-Villeneuve,avenue,
91170-4-1,HM,1700,Gilles-Villeneuve,avenue,
91170-4-2,HM,1700,Gilles-Villeneuve,avenue,
91170-4-3,HM,1700,Gilles-Villeneuve,avenue,
91170-5-1,HM,1700,Gilles-Villeneuve,avenue,
91170-5-2,HM,1700,Gilles-Villeneuve,avenue,
91170-6-1,HM,1700,Gilles-Villeneuve,avenue,
91170-6-2,HM,1700,Gilles-Villeneuve,avenue,
91170-7-1,SHP,1700,Gilles-Villeneuve,avenue,
91170-7-2,SHP,1700,Gilles-Villeneuve,avenue,
91170-8-1,SHP,1700,Gilles-Villeneuve,avenue,
91170-8-2,SHP,1700,Gilles-Villeneuve,avenue,
91170-9-1,SHP,1700,Gilles-Villeneuve,avenue,
91170-9-2,SHP,1700,Gilles-Villeneuve,avenue,
91170-10-1,SHP,1700,Gilles-Villeneuve,avenue,
