NUMÉRO,DATE D'APPROBATION,NOM DU FOURNISSEUR,SERVICE,DESCRIPTION,NUMÉRO ENTENTE-CADRE,MONTANT 
1548884,2022-08-15,Multi-Pressions L.C. inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Couvercles pour réservoirs d'eau,N/A,"329,62"
1548899,2022-08-15,Acklands-Grainger inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Sac nylon, clé hexagonale, pistolet pulvérisateur",N/A,"1 114,88"
1548910,2022-08-15,Solutions supérieures S.E.C.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Savon à main, sacs poubelle, papier hygiénique, poudre à balayer",N/A,"3 753,45"
1548919,2022-08-15,Fonderie Fondalco inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Pattes pour bancs de parc,N/A,"6 299,25"
1548924,2022-08-15,Équipements Stinson (Québec) inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Peinture à terrain de jeu,N/A,"2 241,27"
1548930,2022-08-16,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Vêtements pour employés,N/A,"725,58"
1548980,2022-08-16,Tenaquip Limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Vêtements de signaleurs pour des employés de la voirie,N/A,"8 196,62"
1549133,2022-08-16,GBI Experts-Conseils inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Serv. prof. Hygiène industrielle et Environnement lors des travaux de réfection et de rénovation_chalets Mackenzie-King et Van Horne_GDD 1214921003,N/A,"11 548,62"
1549151,2022-08-16,Quatro Air Technologies inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Filtres pour Découpe Laser BIC,N/A,"382,15"
1525474,2022-08-17,Hainault Gravel Huissiers de justice inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bon de commande ouvert pour service de huissier 2022,N/A,"10 574,55"
1549127,2022-08-17,Les instruments I.T.M. inc./I.T.M. instruments inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Certificat de calibrage thermo-hygromètre,N/A,"1 267,72"
1549145,2022-08-17,Chaussures Belmont inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bottes de sécurité,N/A,"267,70"
1549147,2022-08-17,Tabasko communications inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Impression d'accroche-portes_Inspecteurs des permis,N/A,"493,44"
1549156,2022-08-17,Northern Micro,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Cartes mémoires, câbles et rallonges",N/A,"155,38"
1549160,2022-08-17,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Stations d'accueil pour ordinateurs portables,1526425,"881,89"
1549167,2022-08-17,BF-Tech inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Silencieux de regard_aqueduc,N/A,"255,39"
1549174,2022-08-17,Distribution Sports Loisirs G.P. inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Rouleau de rechange pour tennis,N/A,"998,44"
1549176,2022-08-17,Tabasko communications inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Impression d'affiches,N/A,"987,94"
1549297,2022-08-17,Turcotte Design inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Conception graphique d'une bannière pour la Maison de la culture Notre-Dame-de-Grâce,N/A,"1 574,81"
1549298,2022-08-17,Aquam spécialiste aquatique inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Accessoires pour les piscines,N/A,"1 871,84"
1515372,2022-08-18,Recyclage Notre-Dame inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bc ouvert 2022_fourniture de sites pour l'élimination de résidus de balais de rue et de dépôts à neige,N/A,"113 848,44"
1539607,2022-08-18,Cojalac inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"2022- Contrat pour les travaux de réfection mineure de trottoirs, de bordures et de travaux d'utilités publiques, sur les différentes rues de l'arrondissement de CDN-NDG (RMTUP-2022). CDN-NDG-22-AO P-TP-008. GDD 1228241005. CA22 170132.",N/A,"609 626,55"
1542446,2022-08-18,SPI Santé Sécurité inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Consultation _analyse de risque du vide sanitaire_Le Manoir_GDD 1215302001,N/A,"2 288,73"
1544834,2022-08-18,9407-0729 Québec inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Inspection et élaboration de la liste de quincaillerie pour le Centre Notre-Dame-des-Neiges,N/A,"524,94"
1547646,2022-08-18,Groupe ABS inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contrôle qualitatif dans le cadre du CFA-2022. CDN-NDG-22-AO P-TP-027. GDD 1226609004. CA22 170174,1535310,"22 828,34"
1548623,2022-08-18,Les services EXP inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contrôle qualitatif des matériaux dans le cadre du RMTUP-2022. CDN-NDG-22-AOP-TP-008. GDD 1228241005. CA22 170132.,1535328,"28 654,24"
1549242,2022-08-18,Northern Micro,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Achat d'écrans pour les inspecteurs,1526433,"1 572,24"
1549294,2022-08-18,Brault & Bouthillier ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,WEDO et MicroBit Biblio CDN,N/A,"692,29"
1549375,2022-08-18,Ferronnerie Bronx,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bois pour réparer les bandes de patinoires,N/A,"2 684,53"
1549497,2022-08-18,Acklands-Grainger inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation: Protection respiratoire plus Fit-test quantitatif et cartes de certification_TP,N/A,"1 840,43"
1503523,2022-08-19,Publication 9417,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Impression bulletin Le Citoyen - printemps 2022,N/A,"55,12"
1513751,2022-08-19,Demix béton,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_béton prémélange de type 32/35 MPA,1479642,"9 438,37"
1531816,2022-08-19,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ordinateur_ajout au bc original pour paiement de facture,1526425,"0,21"
1549538,2022-08-19,Groupe S.D.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contrat gré à gré_fFourniture et application de peinture sur les bornes d'incendie dans l'arrondissement de Côte-des-Neiges-Notre-Dame-de-Grâce,N/A,"41 360,88"
1549554,2022-08-19,PGA Experts inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Services en détection incendie_projet de réfection des dalles d'entrée et installation d'un compteur d'eau_Centre sportif Notre-Dame-des-Neiges,N/A,"13 480,39"
1549568,2022-08-19,Bell Canada,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Gré à gré_déplacement du réseau de téléphonie_Centre Le Manoir,N/A,"40 576,97"
1549611,2022-08-19,Servi-glaces 2000,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Lavage des bandes de patinoires_2022,N/A,"2 992,14"
1511460,2022-08-22,Peintures M.F. inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_peinture et accessoires_unité graffiti,N/A,"1 574,81"
1549301,2022-08-22,Aquatechno spécialistes aquatiques inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Achat de chlore et Ph chaudière_piscine communautaire NDG,N/A,"1 585,31"
1549612,2022-08-22,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Perceuse, batterie et tournevis_aqueduc",N/A,"1 298,69"
1549616,2022-08-22,Boo! Desing inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Conception graphique et impression de la programmation AUT. 2022_Maison de la culture Côte-des-Neiges,N/A,"2 892,40"
1549657,2022-08-22,Boo! Design inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Impression de plusieurs panneaux,N/A,"514,43"
1549789,2022-08-23,Jean Guglia & Fils enr.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Tube de graisse, graisse, tête de débroussailleuse, rondelle de centrage de débroussailleuse",N/A,"1 129,86"
1549950,2022-08-23,Le groupe Sports Inter Plus inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ensemble de 4 buts de soccer,N/A,"829,30"
1533170,2022-08-24,Wolters Kluwer Canada ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Abonnement annuel,N/A,"1 231,50"
1549793,2022-08-24,Novafor Équipement inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Pelles, longes, élingues, mousquetons, pantalons, calepins hydrofuges",N/A,"3 156,63"
1549953,2022-08-24,Tabasko communications inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Billets de non-conformité et courtoisie_équipe d'inspecteurs d'arrondissement,N/A,"482,94"
1550001,2022-08-24,Prévention Côte-des-Neiges Notre-Dame-de-Grâce,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Entretien des placottoirs de la rue Somerled_saison 2022,N/A,"792,00"
1550011,2022-08-24,Société environnementale Côte-des-Neiges,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Entretien du placottoir sur l'avenue Darlington_année 2022,N/A,"419,95"
1550044,2022-08-24,PGVMédia,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Cartes professionnelles pour le bureau des élus,N/A,"543,84"
1550084,2022-08-24,Association des bibliothèques publiques du Québec,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Kits du projet 'Une naissance un livre""-2022_bibliothèque Benny",N/A,"1 920,16"
1514771,2022-08-25,Groupe SDM inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service de dégel au 3835 Northcliffe,N/A,"2 519,70"
1516374,2022-08-25,Groupe SDM inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service de dégel électrique d'entrée de service au 3405 Décarie,N/A,"682,42"
1517394,2022-08-25,Groupe SDM inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service de dégel au 332 Chemin Cote-Sainte-Catherine,N/A,"2 611,56"
1521486,2022-08-25,Groupe SDM inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service de dégel au 538 Chemin de la Côte-Sainte-Catherine,N/A,"2 060,53"
1534186,2022-08-25,Société canadienne des postes,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Services postaux_2022,N/A,"163,78"
1549668,2022-08-25,Boo! Design inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Campagne promotion Hors les Murs,N/A,"2 293,98"
1550026,2022-08-25,Troicé construction inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Travaux de création d'un local d'archive au clos madison_GDD 2228282002,N/A,"77 760,38"
1550046,2022-08-25,Leblanc illuminations-Canada inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Installation des décors de Noël_2022,N/A,"5 338,61"
1511813,2022-08-26,Matériaux paysagers Savaria ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bc ouvert 2022_terre de culture et compost bovin,1468667,"7 349,12"
1524405,2022-08-26,La compagnie de location d'autos Enterprise Canada,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bc ouvert 2022_location de 2 voitures sous-compactes_parcs,N/A,"3 727,06"
1549868,2022-08-26,GHD Consultants ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Parc Gilbert-Layton_contrôle qualitatif des matériaux dans le cadre de la construction d'un terrain de basketball,N/A,"14 665,55"
1550243,2022-08-26,Tessier Récréo-Parc inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Acquisition et installation de structures de jeu d'enfants_parc Benny_CDN-NDG-22-AOI-DAI-024,N/A,"52 733,43"
1550248,2022-08-26,Tessier Récréo-Parc inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Acquisition et installation de structures de jeu d'enfants_parc Benny_CDN-NDG-22-AOI-DAI-028,N/A,"81 497,13"
1550253,2022-08-26,Tessier Récréo-Parc inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Acquisition et installation de structures de jeu d'enfants_parc Gilbert-Layton_CDN-NDG-22-AOI-DAI-023,N/A,"91 085,03"
1550432,2022-08-26,Installations Praxis Sports,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Ancrages, pieux pour boîtes d'ancrages et installation",N/A,"5 973,77"
1513000,2022-08-29,Groupe Sanyvan inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Portion 2022 - Contrat pour le service de nettoyage et d'inspection par caméra des conduites d'égout incluant le transport et la disposition des résidus. Arr.CDN-NDG. GDD 1219143001. CA21 170244,1503130,"162 704,38"
1516427,2022-08-29,Groupe Sanyvan inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Portion année 2022 - Contrat  pour le service de nettoyage et vidange complète de puisards et chambres de vanne. Arrondissement de Côte-des-Neiges-Notre-Dame-de-Grâce. GDD 1207985003. CA20 170213,N/A,"162 433,16"
1550094,2022-08-29,Groupe de sécurité Garda SENC,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bc ouvert 2022_service de gardiennage lors d'événements,N/A,"1 259,85"
1550567,2022-08-29,Accès décor.com,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Location de sapin conique_place Guy Viau_2022,N/A,"6 666,71"
1550589,2022-08-29,Simon Guay,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Installation et démontage de décors de Noël dans CDN-NDG_2022,N/A,"21 679,92"
1516164,2022-08-30,Distributions LG inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Distribution de carton d'information aux résident_Jean-Brillant,N/A,"1 018,37"
1516552,2022-08-30,EBI Envirotech inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Année 2022- Contrat pour le service de nettoyage des chambres de vannes incluant  la disposition des résidus. CA20 170192 GDD: 1207985002,1421253,"3 571,67"
1550759,2022-08-30,Northern Micro,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Écran d'ordinateur,1526433,"207,86"
1550826,2022-08-30,Lavage de vitres Future inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Lavage de vitres intérieures et extérieures_aréna Bill-Durnan,N/A,"503,94"
1550839,2022-08-30,Lavage de vitres Future inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Lavage des vitres intérieures et extérieures de 2 cubes vitrés_aréna Bill-Durnan,N/A,"514,44"
1550841,2022-08-30,Maheu & Maheu inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Consultation - inspection Blatte germanique,N/A,"78,74"
1511596,2022-08-31,Regard Sécurité,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bc Ouvert 2022_lunettes protectrices pour les employés_aqueduc,1255847,"89,00"
1550889,2022-08-31,Les industries Simexco inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Acquisition et installation de structures de jeu d'enfants au parc William-Hurst_CDN-NDG-22 - AO I-DAI-022_GDD 2228424001,N/A,"67 097,97"
1537420,2022-09-01,Walter technologies pour surfaces,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Dégraisseur biodégradable pour asphalte,N/A,"33,26"
1550344,2022-09-01,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ordinateurs et stations d'accueil,1526425,"2 007,38"
1550344,2022-09-01,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ordinateurs et stations d'accueil,1526425,"582,56"
1551106,2022-09-01,Signalisation de l'Estrie inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Délinéateurs de chantier et pesées pour signalisation,N/A,"2 244,63"
1551110,2022-09-01,Xylème inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Rapport d'inspection d'arbre sur le domaine public,N/A,"262,47"
1551157,2022-09-01,Tenaquip Limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Échelle en aluminium,N/A,"586,25"
1519753,2022-09-02,Margaret Sankey,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_service de traduction,N/A,"2 099,75"
1551361,2022-09-02,Tabasko communications inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Accroche-portes Interruption d'eau,N/A,"1 259,85"
1551448,2022-09-02,Multi-surfaces - F. Giguère inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réfection du terrain de baseball_parc Notre-Dame-de-Grâce_2022,N/A,"15 883,96"
1551322,2022-09-06,Via Prévention,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation: Prévention lors de la collecte des matières résiduelles,N/A,"1 259,84"
1551369,2022-09-06,Addison électronique Montréal,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Fils de recharge Iphone,N/A,209.77
1511593,2022-09-07,Regard Sécurité,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,2022 - BC ouvert pour l'acquisition de lunettes protectrices avec prescription,1255847,"170,00"
1551808,2022-09-07,Transelec / Common inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Travaux de raccordement sous pression sur PVC,N/A,"4 519,71"
1518230,2022-09-08,UBA inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC annuel - chlore piscines NDG-MLK-Confédération - Pataugeoires MLK - Trenholme,1381890,"349,92"
1541655,2022-09-08,Mauricio Meza,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_services de décoration de salles pour les conseils et événements publics,N/A,"2 000,00"
1552009,2022-09-08,Cyclone santé inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bc ouvert 2022_expertises médicales,N/A,"2 624,69"
1552031,2022-09-08,Atelier Bruno Fiset inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Protecteurs d'arbres,N/A,"10 454,66"
1552139,2022-09-08,Solutions Graffiti - 9181-5084 Québec inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,2022- Gré à gré- Service de repérage de graffitis,N/A,"8 674,76"
1552020,2022-09-09,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Druide Antidote,N/A,"44,84"
1552134,2022-09-09,Carrelage B.L. inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réparation urgente des tuiles de céramique de la piscine_Centre Sportif CDN,N/A,"19 737,65"
1552462,2022-09-12,Location Guay,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Gré à gré_location d'une deuxième rétrocaveuse avec opérateur pour CDNNDG et Outremont,N/A,"15 748,12"
1549657,2022-09-13,BOO! Design inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Impression de panneaux,N/A,"131,23"
1552229,2022-09-14,Druide informatique inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ajout de licences Antidote,N/A,"145,51"
1552766,2022-09-14,C.CSI inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Gré à gré_réfection de la verrière_bibliothèque et maison de la culture Côte-des-Neiges,N/A,"23 399,61"
1552925,2022-09-14,Clôture Secur,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Matériaux et main-d'oeuvre pour réparation d'une clôture et installation de grillage,N/A,"1 207,36"
1549151,2022-09-15,Quatro air technologies inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Filtres pour découpe laser BIC,N/A,"41,99"
