NUMÉRO,DATE D'APPROBATION,NOM DU FOURNISSEUR,SERVICE,DESCRIPTION,NUMÉRO ENTENTE-CADRE,MONTANT 
1542352,2022-06-29,PME Mtl Centre-Ville,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contribution financière_nouveau concours entrepreneurial_GDD 1229223010,N/A,"40 000,00"
1542357,2022-06-29,Hilti Canada ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ancrages,N/A,"592,63"
1542368,2022-06-29,Duoson Multimédia inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Sonorisation et enregistrement_séance du 6 juillet 2022,N/A,"1 961,83"
1542377,2022-06-29,Les Constructions ARGOZY inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Travaux de dalles en béton_clos Darlington,N/A,"25 354,48"
1542381,2022-06-29,CIMA+ S.E.N.C.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Services professionnels en génie structural pour l'installation d'un treuil_Centre culturel NDG,N/A,"1 874,03"
1542385,2022-06-29,Spaenaur,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Goupille de verrouillage,N/A,"39,25"
1542386,2022-06-29,"Affleck De la Riva, Architectes",Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Rénovation du bâtiment du clos Madison_GDD 1216290035,N/A,"73 071,30"
1542397,2022-06-29,"Affleck De la Riva, Architectes",Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Construction d'une dalle et système de lavage d'équipements et matériel roulant et autres travaux de sécurisation_clos Madison_GDD 1216290036,N/A,"81 260,33"
1542398,2022-06-29,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Jeu de forets et serviettes,N/A,"323,32"
1542403,2022-06-29,Solutions Zoom inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Mobilier de bureau pour le 5160 boul. Décarie,N/A,"9 950,55"
1542446,2022-06-29,SPI Santé Sécurité inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Consultation - analyse de risque du vide sanitaire_Le Manoir_GDD 1215302001,N/A,"1 989,51"
1542456,2022-06-29,Les Constructions ARGOZY inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contrat gré à gré_Travaux de réfection des escaliers extérieurs_Pavillon du parc Martin Luther-King,N/A,"35 590,76"
1542484,2022-06-29,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Achat de 2 numériseurs Epson pour le Greffe,N/A,"7 805,82"
1542606,2022-06-30,Chaussures Belmont inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Chaussures de sécurité,N/A,"186,42"
1542658,2022-06-30,Société canadienne des postes,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Timbres pour le bureau des élus,N/A,"482,94"
1542726,2022-06-30,Conseil des Associations Canadiennes Philippines du Québec inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contribution financière_124e fête de l'indépendance Philippine et 161e anniversaire de naissance de Dr. Jose Rizal_GDD 1227616005,N/A,"2 250,00"
1542849,2022-07-04,Arium design inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Consultation signalisation dans le cadre du réaménagement, la rénovation et la mise aux normes du centre le Manoir - GDD 1215302001",N/A,"22 708,80"
1542860,2022-07-04,Les constructions Argozy inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Aménagement d'un terrain de soccer temporaire,N/A,"11 561,12"
1542864,2022-07-04,Groupe CLR inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Accessoires de radio mobiles pour les surveillants des bibliothèques,N/A,"669,00"
1542902,2022-07-04,Société de développement commercial Expérience Côte-des-Neiges,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contribution financière - projet de jardinières suspendues - GDD 1229223007,N/A,"8 400,00"
1542934,2022-07-04,Biblio RPL ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Fournitures de bureau pour bibliothèque,N/A,"294,86"
1543081,2022-07-05,8418748 Canada inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Évaluation de l'intégrité et de l'état de la façade du Théâtre Empress,N/A,"16 798,00"
1543085,2022-07-05,Les constructions Argozy inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Retrait d'une vitre au parc Jean-Brillant,N/A,"1 430,74"
1543089,2022-07-05,Trauma-Secours inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation «Secourisme en milieu de travail»,N/A,"135,43"
1543253,2022-07-05,Aquatechno spécialistes aquatiques inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits chimiques pour aréna Bill-Durnan,N/A,"3 661,97"
1537904,2022-07-06,Les Ymca du Québec,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contribution financière_Programme d'accompagnement en loisir de l'Île de Montréal (PALÎM)_GDD 1229501007,N/A,"2 710,00"
1543347,2022-07-06,Creusage RL,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Services d'excavation pneumatique - GDD 1229341001,N/A,"73 065,75"
1543412,2022-07-06,942931 Ontario inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Préfiltres pour purificateurs d'air,N/A,"408,75"
1543418,2022-07-06,Soupapes universelles valves,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Restauration de vanne. Cite Bonnet de Vanne complet avec opercule solide.,N/A,"1 528,09"
1543419,2022-07-06,CPU Service inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Cartouches pour l'imprimante du Fablab,N/A,"482,94"
1543592,2022-07-07,Briques & cie maçonnerie inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réparation et reconstruction de sections du mur- clos Madison,N/A,"22 556,56"
1543600,2022-07-07,Les traductions Terry Knowles inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Services de traduction-bc ouvert 2022,N/A,"524,94"
1543601,2022-07-07,Avec Plaisirs,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Repas pour Comité de démolition,N/A,"257,62"
1543614,2022-07-07,Ernest Hotte inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Vérification et analyse de l'état de la toiture_clos Darlington,N/A,"1 407,32"
1543704,2022-07-07,Gestion Para-Médical inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Produits de premiers soins (couvertures d'urgence, pansements, ruban, onguent, sacs) biomédicaux) pour la bibliothèque Benny",1474127,"16,08"
1543915,2022-07-08,Eco-Graffiti inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits nettoyants pour les graffitis,N/A,"5 354,36"
1543957,2022-07-08,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Gants en tricot,N/A,"924,09"
1543960,2022-07-08,Acklands-Grainger inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Échelle et tuyau,N/A,"152,19"
1543977,2022-07-08,Trauma-Secours inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation «Secourisme en milieu de travail»,N/A,"135,43"
1543979,2022-07-08,Acklands-Grainger inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Gants et manomètre,N/A,"1 084,39"
1544109,2022-07-11,Cégep Marie-Victorin,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Session préparation à la retraite,N/A,"181,06"
1544174,2022-07-11,AESL instrumentation inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réactif chlore libre,N/A,"763,26"
1544180,2022-07-11,BOO! Design inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Impression dépliant de programmation d'automne 2022 + carton famille automne 2022,N/A,"4 388,48"
1544186,2022-07-11,Bouty inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Chaises de bureau pour la Bibliothèque Benny,1437088,"2 113,44"
1544188,2022-07-11,Provencher Roy + Associés architectes inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Programme fonctionnel et technique - rénovation et l'agrandissement du centre Trenholme - GDD 1229487001,N/A,"94 405,81"
1544193,2022-07-11,SPI Santé Sécurité inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Gants Kevlar,N/A,"89,76"
1544300,2022-07-12,Giant Montréal,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Fourniture et livraison de vélo cargo à assistance électrique et ses accessoires,N/A,"6 838,86"
1544361,2022-07-12,Gestion Para-Médical inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits de premiers soins (onguent antibiot.) pour la bibliot. Benny,1474127,"16,80"
1544569,2022-07-13,Édifice 5160 Décarie inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Frais de stationnement - juillet à déc 2022,N/A,"16 803,25"
1544689,2022-07-14,Éco-Compteur inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Branchement et programmation du compteur piéton avec affichage numérique - Projet Jean-Brillant - GDD 1206880001,N/A,"2 624,69"
1544704,2022-07-14,Medigestal inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Expertises médicales - bc ouvert 2022,N/A,"4 514,46"
1544834,2022-07-14,9407-0729 Québec inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Inspection et élaboration de la liste de quincaillerie pour le Centre Notre-Dame-des-Neiges,N/A,"2 887,15"
1544879,2022-07-14,Solutions supérieures S.E.C,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits d'entretien pour les installations,N/A,"212,41"
1544884,2022-07-14,Les équipements Rapco inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Cartable SIMDUT,N/A,"216,26"
1545112,2022-07-15,Les constructions Argozy inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Fourniture de fibre de jeux et mise en place dans le parc Maurice-Cullen,N/A,"13 354,41"
1545115,2022-07-15,Clôture Secur,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Matériaux et main-d'oeuvre pour changement de grillage coupé au parc de la Savane,N/A,"1 023,63"
1545168,2022-07-18,Librairie Renaud-Bray inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Livres pour le Club de lecture TD 2022,N/A,"153,45"
1545171,2022-07-18,Quality digital solutions (2017) inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Vinyle transférable à la chaleur pour les ateliers de Fablab,N/A,"709,94"
1545195,2022-07-18,bicycles MCW,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Gré à gré - Acquisition de vélos à assistance électrique, de cadenas et casques",N/A,"25 049,73"
1545208,2022-07-18,Peintures Ennis Canada ULC,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Peinture de marquage,N/A,"1 648,30"
1545209,2022-07-18,Drain M.P.R.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service de dégel d'entrées de service - bc pour payer factures hiver 2022,N/A,"3 149,62"
1545285,2022-07-18,Novafor Équipement inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Haubans, graisse en aérosol, mousquetons, pantalons",N/A,"4 243,18"
1545291,2022-07-18,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ordinateur portable,N/A,"2 925,01"
1545369,2022-07-19,Industries Désormeau inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Vis à bois,N/A,"697,27"
1545398,2022-07-19,Agri-Flex inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Pièces et main-d'oeuvre pour réparation de tronçonneuse,N/A,"1 062,40"
1545404,2022-07-19,Ruigrok flowerbulbs,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bulbes de fleurs,N/A,"2 105,52"
1545455,2022-07-19,Biblio RPL ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ruban et crayon applicateur de décapant,N/A,"430,24"
1545459,2022-07-19,Loisirs sportifs Côte-des-Neiges - Notre-Dame-de-Grâce,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Collations et divertissements - Pré-fête des Jeux de Montréal,N/A,"2 825,60"
1545464,2022-07-19,Robotshop inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ensemble d'activité de souris robotique pour Fablab de Benny,N/A,"254,75"
1545470,2022-07-19,Magasins Best Buy ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Matériel électronique pour Fablab,N/A,"1 199,93"
1545472,2022-07-19,Association des bibliothèques publiques du Québec,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Adhésion pour la période du 1er janvier au 31 décembre 2022 (cotisation par habitant),N/A,"2 728,72"
1545476,2022-07-19,MP Reproductions inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Infographie, impression, transport et installation d'une bannière à la MC NDG",N/A,"609,34"
1545600,2022-07-20,Briques & cie maçonnerie inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Théâtre Empress - Réfection du mur démoli et de la portion extérieure du mur,N/A,"6 871,43"
1545627,2022-07-20,Entreprises Forlini-Division équipement de sécurité Universel inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bottes de sécurité,N/A,"333,34"
1545642,2022-07-20,Lee Valley tools ltd.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Accessoires d'affutages, lames, tampons antirouille",N/A,"386,14"
1545674,2022-07-20,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Adapteurs de douilles,N/A,"35,41"
1545689,2022-07-20,Acti-Sol inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Fumier de poulet,N/A,"1 057,43"
1545765,2022-07-20,Contour d'image inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Autocollants «Douches oculaires» et «Trousse de premiers soins»,N/A,"60,90"
1541700,2022-07-23,Santinel inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation «Secourisme en milieu de travail»,N/A,"135,43"
1546273,2022-07-25,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ventilateurs pour les bureaux de l'équipe d'aqueduc,N/A,"740,37"
1546285,2022-07-25,Surplus Dépôt inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Barils en plastique pour les parcs,N/A,"1 732,29"
1546293,2022-07-25,Jean Guglia & fils enr.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Jauges pour l'élagage,N/A,"131,03"
1546302,2022-07-25,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ensembles de douches oculaires,N/A,"238,02"
1546365,2022-07-26,Faronics corporation,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Licences pour le logiciel Deep Freeze,N/A,"335,12"
1546439,2022-07-26,Canadian playground safety institute,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ensemble d'inspection de jeux pour les parcs,N/A,"599,00"
1546462,2022-07-26,Uline Canada corp,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Cartons pour découpe laser et respirateur pour matières dangereuses,N/A,"428,36"
1546469,2022-07-26,Ample Man Danse,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Spectacle : Qui bougera à la salle Iro-Valaskakis-Tembeck de la Maison de la culture NDG,N/A,"5 249,37"
1546470,2022-07-26,BOO ! Design inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Panneau pour l'infirmerie,N/A,"299,22"
1546473,2022-07-26,Centaurecom inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,T-Shirts pour les surveillants,N/A,"1 227,42"
1546841,2022-07-28,Gym Plus inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réparation d'ancrages pour filet de badminton au CCNDG,N/A,"2 671,38"
1546843,2022-07-28,Les constructions Argozy inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Parc Nelson Mandela - Installation et réparation - pavé, bordure et surface gazonnée -Amendement du BC 1535861",N/A,"964,38"
1546845,2022-07-28,Les constructions Argozy inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ouverture des jeux d'eaux dans divers parcs,N/A,"4 561,71"
1546848,2022-07-28,Briques & cie maçonnerie inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Parc Herbert-Outerbridge - Réfection de brique et réparation de lézarde,N/A,"8 351,76"
1546852,2022-07-28,Forage expert Québec inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Parc Somerled - Tests de caméra en urgence dans une conduite électrique souterraine,N/A,"456,70"
1546853,2022-07-28,Clôture Solival inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Parc Benny - Fabrication et installation d'une clôture complète,N/A,"22 551,31"
1546876,2022-07-28,"Robillard, Mylène",Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Participation au Rendez-Vous du printemps,N/A,"1 386,09"
1546880,2022-07-28,Chaussures Belmont inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bottes de sécurité,N/A,"382,79"
1546890,2022-07-28,Novafor Équipement inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ensemble de haubans,N/A,"1 223,59"
1546928,2022-07-28,St-Germain égouts et aqueducs inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Pièces d'aqueduc,1277188,"11 993,23"
1546933,2022-07-28,Multi-Pressions L.C. inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Couvercle pour réservoir d'eau,N/A,"106,03"
1547033,2022-07-29,Fonderie Fondalco inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Pattes pour 12 bancs de parc,N/A,"6 299,25"
1547040,2022-07-29,P2K Montréal,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ajustements complets de regards et puisards,N/A,"20 787,52"
1547044,2022-07-29,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits divers de quincaillerie et soins pour les installations,N/A,"2 064,93"
1547045,2022-07-29,Affichage SST,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Panneau d'affichage pour l'infirmerie,N/A,"81,89"
1547116,2022-07-29,Institut québécois de la sécurité dans les aires de jeux (IQSAJ),Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation - Entretien et inspection,N/A,"3 481,39"
1533903,2022-08-01,Groupe Trium inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Polos hommes et femmes, manteaux",N/A,"211,66"
1547194,2022-08-01,Le groupe Bellon prestige inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Entreposage d'abri Passerelle_saison 2022,N/A,"713,91"
1547203,2022-08-01,Dallaire médical inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Accessoires pour les DEA,N/A,"3 548,57"
1547204,2022-08-01,Le groupe Bellon prestige inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Entreposage d'abri saisonnier_centre communautaire NDG,N/A,"1 742,79"
1510263,2022-08-02,Lafarge Canada inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bc ouvert 2022 _pierre concassée en vrac,N/A,"2 099,75"
1547304,2022-08-02,Gorl'eau inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,2022_service de localisation et  dépistage de fuite d'eau dans CDN/NDG & Outremont,N/A,"12 598,50"
1547370,2022-08-02,Shellex Groupe Conseil inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Surveillance de travaux dans le cadre du PRR-1-2022_montant supplémentaire. CDN-NDG-22-AO P-TP-002,N/A,"71 087,36"
1519287,2022-08-03,Boo! Design inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Gré à gré 2022_Service professionnel d'impression et de graphisme,N/A,"24 659,16"
1545702,2022-08-03,Shellex Groupe Conseil inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Surveillance des travaux réaménagement géométrique de deux intersections  (Saillies-1-2022). CDN-NDG-22-AO P-TP-005,N/A,"27 291,48"
1547490,2022-08-03,Acklands-Grainger inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Clés dynamométriques,N/A,"514,75"
1511560,2022-08-04,Loiselle inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bc ouvert_élimination et traitement de sols contaminés de type AB,N/A,"2 099,75"
1514440,2022-08-04,9373-5942 Québec inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bc ouvert 2022_ Signalisation routière_aqueduc,N/A,"3 149,62"
1518624,2022-08-04,Aux Aubépines 2002 inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Plantes vivaces,N/A,"102,63"
1538586,2022-08-04,Construction DJL inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bc ouvert 2022 _asphalte type EC-5,1534794,"15 853,11"
1547727,2022-08-04,Uline Canada corp,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Boitiers CD et étiquettes laser_BIC,N/A,"270,45"
1547744,2022-08-04,Déménagement Universel inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Triage, chargement et transport du mobilier désuet_Le Manoir",N/A,"22 677,30"
1547754,2022-08-04,Quincaillerie Notre-Dame-de-St-Henri inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Sable de construction et béton prémélangé,N/A,"240,94"
1543601,2022-08-05,Avec Plaisirs,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Repas pour Comité de démolition,N/A,"62,99"
1545470,2022-08-05,Magasins Best Buy ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Matériel électronique pour Fablab,N/A,"0,73"
1548044,2022-08-05,Korem logiciels et données géospatiaux inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Renouvellement licence Map Info 2022-2023,N/A,"1 077,17"
1548015,2022-08-08,Addison électronique Montréal,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Onduleurs et chargeurs muraux pour cellulaire et ordinateur portable,N/A,"230,85"
1548042,2022-08-08,Déménagement Brisson,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service de Déménagement de l'équipe des Sports et Loisirs du 5160 au Manoir,N/A,"9 370,13"
1548045,2022-08-08,Pyroform inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Production de plans d'évacuations pour divers chalets de parcs,N/A,"5 198,98"
1548046,2022-08-08,Cima+ S.E.N.C.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Projet de vérification de capacité portante_BAM,N/A,"2 939,65"
1548047,2022-08-08,FNX-Innov inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Conception de l'installation de bornes fontaines dans divers parcs,1437212,"29 153,48"
1548048,2022-08-08,Tessier Récréo-Parc inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Installation d'une nouvelle glissoire_parc Somerled,N/A,"2 755,92"
1548049,2022-08-08,Les Constructions Argozy inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Toit terrasse et amélioration du terrassement/gazonnement_parc Benny,N/A,"7 010,01"
1548050,2022-08-08,Les Constructions Argozy inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Installation d'un drain pluvial_pavillon de la Savane,N/A,"8 545,98"
1548064,2022-08-08,Entretiens Pierre A. Richer inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Nettoyage bassin piscine,N/A,"1 364,84"
1548148,2022-08-09,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Portables et stations d'accueil,N/A,"2 330,38"
1548172,2022-08-09,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ordinateur portable,N/A,"1 003,69"
1548174,2022-08-09,Distribution Sports Loisirs G.P. inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Épandeur de sable,N/A,"701,32"
1548175,2022-08-09,Novafor Équipement inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Cube pour poche à lancer et gants pour grimper,N/A,"276,63"
1548202,2022-08-09,Corporation de développement communautaire de Côte-des-Neiges,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contribution financière_réalisation du projet de logements sociaux_GDD 1226290014,N/A,"70 767,20"
1548212,2022-08-09,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ordinateur portable et station d'accueil pour nouvel employé de l'équipe de l'urbanisme,1526425,"1 387,58"
1547783,2022-08-10,Les services EXP inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Services professionnels en conception en vue de réaliser le projet de sécurisation des bandes cyclables en bordure de trottoir pour 7 rues totalisant 9 km linéaires. CDN-NDG-19-AO P-TP-002. GDD 2226880002,1437192,"91 377,20"
1548206,2022-08-10,Soverdi,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contribution financière_réalisation d'un projet temporaire de verdissement et de plantations sur le site de l'ancien Hippodrome_GDD 1226290010,N/A,"14 300,00"
1548466,2022-08-10,Centre de services scolaires de Montréal,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contribution financière_remboursement des coûts associés au service de transport scolaire_GDD 1213408001,N/A,"11 000,00"
1531859,2022-08-11,Solution Groupe DC inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Location des clôtures temporaires au 5771 Déom,N/A,"1 574,81"
1547885,2022-08-11,Centre d'écologie urbaine de Montréal,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contrat gré à gré 2022_accompagnement dans le cadre du projet de la rue Jean-Brillant_GDD 1206880002,N/A,"15 453,51"
1548321,2022-08-11,Stores J. Fauteux inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Rideaux intimité pour DOJO,N/A,"2 393,71"
1548641,2022-08-11,Entreprise T.R.A. (2011) inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Rafraichissement du marquage de la place Louis-Colin,N/A,"21 984,38"
1525225,2022-08-12,Trauma-Secours inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation secourisme au travail pour employés_ajout pour paiement de facture,N/A,"11,52"
1547875,2022-08-12,Hercules SLR inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Achat de baril de chaine,N/A,"811,97"
1548688,2022-08-12,Scellanxtra inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réparation et mise à niveau de pavé-uni_aqueduc,N/A,"1 931,77"
1548736,2022-08-12,La compagnie de location d'autos Enterprise Canada,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Paiement d'une facture de 2021 reçue en 2022 pour location d'un véhicule,N/A,"1 100,79"
1548883,2022-08-15,Office Municipal d'Habitation de Montréal (OMHM),Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Frais de copropriété selon le programme logement abordable Québec OMHM - Exploitation AccèsLogis - Victoria Barclay,N/A,"14 255,20"
