ANNEE_FINANCIERE,SUB_ID,ORG_ID,ORG_NOM,ORG_TYPE,BEN_NOM,BEN_TYPE,SUB_TYPE,TITRE_VERSON_ORIGINALW,TITRE_VERSION_DOUBLEE,LANGUE_VERSION_ORIGINALE,LANGUE_VERSION_DOUBLEE,PREMIER_MARCHE,FORMAT,CATEGORIE,ANIMATION,DESTINE_AUX_ENFANTS,DUREE_DE_L_OEUVRE_DOUBLEE,NBR_EPISODES,NO_PREMIER_EPISODE,NO_DERNIER_EPISODE
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,The Disappearance of the Millbrook Twins,Disparition : Les jumelles Millbrook,Anglais,Français,Télévision,Émission Unique,Documentaire,FAUX,FAUX,120,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Uncovered : the Cult of Yahweh Ben Yahweh,"Anges de la mort, Les",Anglais,Français,Télévision,Émission Unique,Documentaire,FAUX,FAUX,120,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,License to Kill II,Meurtres à l'hôpital II,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,12,201,212
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Ambulance VI,Ambulance VI - V.F.,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,8,601,608
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Gordon Ramsay's 24 Hours to Hell and Back - Save our Town,Gordon Ramsay : 24h en enfer sauvez notre ville,Anglais,Français,Télévision,Émission Unique,Documentaire,FAUX,FAUX,120,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Fish or Die,Pêche ou crève,Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,60,10,101,110
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Dual Survival VI,Unis pour survivre VI,Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,60,15,601,615
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Big Time RV IV,Grosse vie en VR IV,Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,30,13,401,413
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Property Brothers Forever Home IA,Les frères Scott : une maison pour la vie IA,Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,60,14,101,114
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Into the Unknown I,Mystères inexplorés I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,6,101,106
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,"Book of Boba Fett, The","Livre de Boba Fett, Le",Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,50,7,101,107
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,The Price of Duty,"Poids du devoir, Le",Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,60,13,201,213
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,An Animal Saved my Life,Animal à la rescousse,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,30,6,101,106
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Off The Grid On the Beach I,"Bord de mer, loin de tout I",Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,30,10,101,110
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,"Missing Children, The","Enfants disparus, Les",Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,3,101,103
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Where the Crawdads Sing,"Où chantent les écrevisses, Là",Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,126,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Lightyear,Lightyear - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,VRAI,VRAI,105,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Bullet Train,Bullet Train - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,127,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,Easter Sunday,Easter Sunday - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,96,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,DC League of Super-Pets,Krypto et les Super-Animaux,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction-Animation,VRAI,VRAI,105,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,"Porter, The","Porteur, Le",Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,60,8,101,108
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,Paws of Fury: The Legend of Hank,Paws of Fury: The Legend of Hank - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction-Animation,VRAI,FAUX,97,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,American Dad XIII,American Dad XIII - V.F.,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction-Animation,VRAI,FAUX,30,11,1312,1322
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,"Lost City, The","secret de la cité perdue, Le",Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,118,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Coroner IV,Coroner IV - V.F.,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,60,12,401,412
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,American Pickers X,"As de la brocante, Les X",Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,15,327,341
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Rebelde II,Rebel II,Espagnol,Anglais,Télévision,Série (7 épisodes et plus),Fiction,FAUX,VRAI,40,8,201,208
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Hidden Assets,Hidden Assets - V.F.,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Fiction,FAUX,FAUX,53,6,101,106
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Bakugan : Evolutions IV,Bakugan : Évolutions IV,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction-Animation,VRAI,VRAI,30,27,400,427
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Beast,Beast - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,93,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,3000 Years of Longing,3000 ans à tattendre,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,108,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Delias Gone,Delias Gone - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,91,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Bring it on : Cheer or Die,"Tout pour le tout : Gagner ou mourir, Le",Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,VRAI,86,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Beyond Oak Island 201 à 210,Au-delà dOak Island II,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,10,201,210
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Good Luck to you Leo Grande,Mes rendez-vous avec Léo,Anglais,Français,Télévision,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,97,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Competencia Oficial,Compétition officielle,Espagnol,Français,Télévision,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,115,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Lost Gold of the Aztecs 101 à 108,Lor perdu des Aztèques I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,8,101,108
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Martha knows best II,Au jardin avec Martha II,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,30,8,201,208
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,My Killer Body I,La beauté qui fait mal I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,8,101,108
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,Elvis,Elvis - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,162,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Ride with Norman Reedus III,À moto avec Norman Reedus III,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,5,301,305
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,Men,Men - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,100,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Camp Christmas,Le diplôme de Noël,Anglais,Français,Télévision,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,87,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,FireStarter,FireStarter - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,95,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Invitation (The),Le bal de Lenfer,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,99,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,Nope,Nope - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,149,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Departure II,Departure II - V.F.,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Fiction,FAUX,FAUX,60,6,201,206
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,"Terminal List, The I","Terminal List, The I - V.F.",Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,55,8,101,108
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Encounter UFO I,Rencontre dovnis I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,8,101,108
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,"Peripheral, The I","Périphérique, les mondes de Flynne I",Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,60,8,101,108
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Court Cam IV (part 1),Justice en direct IV,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,30,17,401,417
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Doubling Down with the Derricos III,Bienvenue chez les Derricos III,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,12,301,312
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Fantastic Friends I,"Amis fantastiques en voyage, Les I",Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,6,101,106
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Life after Lock up III,"Vie après la prison, La III",Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,0,18,301,318
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Disney Movie Shorts,Disney Movie Shorts - V.F.,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Fiction-Animation,VRAI,VRAI,10,2,1,2
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Marcel the Shell with Shoes on,Marcel the Shell with Shoes on - V.F.,Anglais,Français,Télévision,Long Métrage (75 minutes et plus),Fiction,VRAI,VRAI,90,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Woman King (The),The Woman King - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,135,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Shoresy I,Shoresy I - V.F.,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Fiction,FAUX,FAUX,30,6,101,106
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,"Luna, Chip & Inkie I","Luna, Chip & Inkie I - V.F.",Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction-Animation,VRAI,VRAI,11,20,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Scotts Vacation House Rules II,Rénover pour louer avec Scott McGillivray II,Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,60,13,201,213
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Arctic Vets II,Vétérinaires de lArctique II,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,30,10,201,210
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Family Law II,La famille fait la loi II,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,60,10,201,210
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,"Jack Ryan I, II, III","Jack Ryan I, II, III - V.F.",Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,52,24,301,324
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Operacion Marea Negra I,Operation Black Tide I,Espagnol,Anglais,Télévision,Minisérie (2 à 6 épisodes),Fiction,FAUX,FAUX,44,4,101,104
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Suriname,Narco-Saints,Autre,Anglais,Télévision,Minisérie (2 à 6 épisodes),Fiction,FAUX,FAUX,60,6,101,106
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Food that Built the World III,La bouffe qui a forgé le monde III,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,12,301,312
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Shipping Wars VIII,La guerre des transports VIII,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,16,1,16
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Halloween Ends,Halloween prend fin,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,111,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,"Deep, The IV",Sous les mers IV,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,22,13,401,413
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,Thirteen Lives,Treize vies,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,147,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Moonshine II,Moonshine II - V.F.,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,44,8,201,208
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,Gold,D'or et de sang,Anglais,Français,Télévision,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,99,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,"Lake, the","Lake, the - V.F.",Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,30,8,101,108
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,She Said,She Said - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,130,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,La Jefa,Sous sa coupe,"Anglais, Espagnol",Français,Télévision,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,110,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Ride with Norman Reedus IV,À moto avec Norman Reedus IV,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,6,401,406
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,A day to die,A day to die - V.F.,Anglais,Français,Télévision,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,105,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Lyle Lyle Crocodile,Enzo le Croco,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,VRAI,107,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,Don't Worry Darling,Ne t'inquiètes pas chérie,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,123,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Black Adam,Black Adam - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,124,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,Three Pines,"Village de Three Pines, Le",Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,50,8,101,108
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,Georgetown,Georgetown - V.F.,Anglais,Français,Télévision,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,95,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Adam Eats the 80s,Dévorer les années 80,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,30,10,101,110
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Fear Thy Neighbor VIII,Craindre son voisin VIII,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,14,801,814
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,Mrs Harris goes to Paris,Une robe pour Mrs Harris,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,116,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Pawn Stars XXI & XXII,Pawn Stars: Prêteurs sur gages XXI & XXII,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,18,1,18
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,The Boys I,The Boys I - V.F.,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,60,8,101,108
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,"Princess, The","Princesse, La",Anglais,Français,Télévision,Long Métrage (75 minutes et plus),Documentaire,FAUX,FAUX,108,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,The Boys II,The Boys II - V.F.,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,60,8,201,208
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Ride with Norman Reedus V,À moto avec Norman Reedus V,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,6,501,506
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,The Boys III,The Boys III - V.F.,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,60,8,301,308
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,Pixie,Pixie - V.F.,Anglais,Français,Télévision,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,93,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Cinélume Postproduction inc.,Entreprise,Crédit d'impôt,Sister of the Groom,Fiancé pour une semaine,Anglais,Français,Télévision,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,90,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Riveted - the History of Jeans,"Denim sous toutes ses coutures, le - lHistoire des jeans",Anglais,Français,Télévision,Émission Unique,Documentaire,FAUX,FAUX,60,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Paranormal Caught on Camera III,Paranormal sur le vif III,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,16,11,26
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,"Science of Success, The","Science du succès, La",Anglais,Français,Télévision,Émission Unique,Documentaire,FAUX,FAUX,60,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Too Large I,Trop gros I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,7,102,108
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Bathsheba Search for Evil I,"Bathsheba, lhistoire de La Conjuration I",Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,2,101,102
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Banished Prince Andrew,Prince Andrew: banni,Anglais,Français,Télévision,Émission Unique,Documentaire,FAUX,FAUX,79,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Amsterdam,Amsterdam - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,111,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Armageddon Time,Armageddon Time - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,115,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Moon Knight I,Moon Knight I - V.F.,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Fiction,FAUX,FAUX,50,6,101,106
