"No structure","IDE_STRCT","Groupe","Statut","Type structure","Charg. conception","Affichage sur place","Responsablilté de gestion","Centre de services","Role VM Inspection","Année de construction","Nom route","Nom obstacle","ICG","Catégorie ICG","Date Insp. Générale Fermee","Superficie du tablier","Superficie du mur","Longitude","Latitude","X","Y","lien_vers_rapport"
"81-05100",6015747,,"Actif Ville de Montréal","Pont à  pout. béton précont., préfabr.","13-H20-S16","Aucun affichage","Ville de Montréal","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",1965,"chemin des Floralies ","Canal Ouest",57.59,3,"2020-10-01",315,,-73.526848,45.5050155,302702.0084,5040566.383,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05100_inspection_generale_web.pdf"
"81-05101",6034625,,"Actif Ville de Montréal","Pont à  pout. béton précont., préfabr.","13-H20-S16","Aucun affichage","Ville de Montréal","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",1965,"Chemin des Floralies, à  l'Est de l'avenue Pierre-Dupuy ","Canal Nord",62.39,3,"2019-05-08",317,,-73.5280124611227,45.5086113795005,302611.1529,5040966.026,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05101_inspection_generale_web.pdf"
"81-05102",6017387,,"Actif Ville de Montréal","Pont à  pout. béton précont., préfabr.","98-Autre","Aucun affichage","Ville de Montréal","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",1965,"chemin des Floralies","Canal Nord",59.8,3,"2019-05-08",486,,-73.5273223482264,45.5101691206914,302665.1361,5041139.121,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05102_inspection_generale_web.pdf"
"81-05103",6033802,,"Actif Ville de Montréal","Pont à  pout. béton précont., préfabr.","13-H20-S16","Aucun affichage","Ville de Montréal","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",1965,"à l'extrémité Est du canal Sud","Canal Sud",69.27,3,"2020-09-23",348,,-73.526185,45.5112005,302754.0415,5041253.709,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05103_inspection_generale_web.pdf"
"81-05104",6057306,,"Actif Ville de Montréal","Pont à  pout. béton précont., préfabr.","98-Autre","Aucun affichage","Ville de Montréal","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",1965,"à l'Est du ch. des Floralies","Canal Sud",66.08,3,"2020-09-23",714,,-73.5259657267477,45.5096082506603,302771.1171,5041076.756,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05104_inspection_generale_web.pdf"
"81-05105",6056224,,"Actif Ville de Montréal","Pont à  pout. béton précont., préfabr.","13-H20-S16","Aucun affichage","Ville de Montréal","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",1965,"chemin des Floralies ","Canal Sud",69.03,3,"2020-09-23",316,,-73.5264664907826,45.5084019388976,302731.9448,5040942.71,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05105_inspection_generale_web.pdf"
"81-05106B",6015780,"P.O. Wellington / Canal Lachine","Actif Ville de Montréal","Pont à  poutres-caissons en acier","17-QS660","Aucun affichage","Ville de Montréal","21 - Arrondissement Le Sud-Ouest","Inspections annuelle et générale par la Ville Montréal",1995,"rue Wellington ","Canal Lachine",73.65,3,"2019-08-01",1883,,-73.557346,45.4901995,300317.6184,5038921.124,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05106B_inspection_generale_web.pdf"
"81-05106C",6015786,"P.O. Wellington / Canal Lachine","Actif Ville de Montréal","Mur",,,"Ville de Montréal","21 - Arrondissement Le Sud-Ouest","Inspections annuelle et générale par la Ville Montréal",1995,"rue Wellington ",,100,4,"2017-07-17",,190,-73.5577974794596,45.491054974919,300282.3974,5039016.219,"https://depot.ville.montreal.qc.ca/pontsettunnels/2017/81-05106C_inspection_generale_web.pdf"
"81-05107A",207709,,"Actif Ville de Montréal","Pont à  tablier inférieur, en acier","6-H20","Aucun affichage","Ville Montréal - MTQ - Municipalité","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1930,"boul. Laurentien (route 117)","Rivière des Prairies",99.19,4,"2020-10-24",3832,,-73.7280418042875,45.5328964519579,286988.8582,5043689.761,"Non disponible"
"81-05107B",207920,,"Actif Ville de Montréal","Pont à  tablier inférieur, en acier","14-H25-S20","Aucun affichage","Ville Montréal - MTQ - Municipalité","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1976,"boul. Laurentien (route 117)","Rivière des Prairies",93.87,4,"2020-10-15",4667,,-73.7284121063101,45.5329455808516,286959.9514,5043695.303,"Non disponible"
"81-05110A",6013205,,"Actif Ville de Montréal","Pont à  dalle pleine en béton armé","13-H20-S16","Aucun affichage","Ville de Montréal","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",1965,"avenue Pierre-Dupuy ","circuit Gilles-Villeneuve ",52.74,3,"2020-12-12",155,,-73.5294373428223,45.5078233999006,302499.7829,5040878.498,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05110A_inspection_generale_web.pdf"
"81-05110B",6013455,,"Actif Ville de Montréal","Pont à  dalle pleine en béton armé","13-H20-S16","Aucun affichage","Ville de Montréal","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",1965,"avenue Pierre-Dupuy ","circuit Gilles-Villeneuve ",96.5,4,"2020-12-12",205,,-73.5293944617011,45.5079908770831,302503.1405,5040897.108,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05110B_inspection_generale_web.pdf"
"81-05111",6013214,,"Actif Ville de Montréal","Pont à  poutres-caissons en acier","99-Inconnu","Aucun affichage","Ville de Montréal","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",1965,"Chemin Macdonald ","chemin Macdonald Nord",60.88,3,"2017-07-17",391,,-73.5326876124152,45.5080529538111,302245.8191,5040904.106,"https://depot.ville.montreal.qc.ca/pontsettunnels/2017/81-05111_inspection_generale_web.pdf"
"81-05112",6048977,,"Actif Ville de Montréal","Pont à  poutres en acier","98-Autre","Aucun affichage","Ville de Montréal","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",1965,"avenue Pierre-Dupuy ","Ch. Macdonald, direction Ouest",69.81,3,"2017-07-10",7197,,-73.534550169293,45.5077402568177,302100.2656,5040869.417,"https://depot.ville.montreal.qc.ca/pontsettunnels/2017/81-05112_inspection_generale_web.pdf"
"81-05123A",6041688,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal","18 - Arrondissement LaSalle","Inspections annuelle et générale par la Ville Montréal",1990,"Boulevard Angrignon, côté Ouest",,99.92,4,"2021-09-21",,364,-73.6246180655139,45.4511101715224,295052.6424,5034583.087,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05123A_inspection_generale_web.pdf"
"81-05123B",6036510,,"Actif Ville de Montréal","Pont à  pout. béton précont., préfabr.","17-QS660","Aucun affichage","Ville de Montréal","18 - Arrondissement LaSalle","Inspections annuelle et générale par la Ville Montréal",1990,"boulevard Angrignon ","Canal Lachine",70.8,3,"2017-04-18",3585,,-73.6251311977781,45.4520974862493,295012.6771,5034692.869,"https://depot.ville.montreal.qc.ca/pontsettunnels/2017/81-05123B_inspection_generale_web.pdf"
"81-05123C",6057309,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal","18 - Arrondissement LaSalle","Inspections annuelle et générale par la Ville Montréal",1990,"Boulevard Angrignon, côté Est",,99.84,4,"2021-09-21",,464,-73.6239889767425,45.4512106086027,295101.8656,5034594.173,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05123C_inspection_generale_web.pdf"
"81-05125A",6017100,,"Actif Ville de Montréal","Pont à  dalle évidée en béton armé","99-Inconnu","Aucun affichage","Ville Montréal - Canadien Pacifique ","27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grà¢ce","Inspections annuelle et générale par la Ville Montréal",1966,"Canadien Pacifique","Chemin Upper-Lachine dir. Ouest",97.28,4,"2019-08-15",273,,-73.605965,45.472202,296514.735,5036924.923,"Non disponible"
"81-05125B",6015806,,"Actif Ville de Montréal","Pont à  dalle évidée en béton armé","99-Inconnu","Aucun affichage","Ville Montréal - Canadien Pacifique ","27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grà¢ce","Inspections annuelle et générale par la Ville Montréal",1966,"Canadien Pacifique rail 1","Chemin Upper-Lachine dir. Ouest",98.09,4,"2019-08-15",770,,-73.6059608704388,45.4723248990526,296515.0759,5036938.581,"Non disponible"
"81-05125C",6015809,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal","27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grà¢ce","Inspections annuelle et générale par la Ville Montréal",1966,"Chemin Upper-Lachine ",,99.14,4,"2019-08-15",,177,-73.6060439635969,45.4725869486466,296508.6174,5036967.711,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05125C_inspection_generale_web.pdf"
"81-05125D",6015821,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal","27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grà¢ce","Inspections annuelle et générale par la Ville Montréal",1966,"Chemin Upper-Lachine ",,99.65,4,"2019-08-15",,207,-73.6058425159211,45.4719364018628,296524.273,5036895.395,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05125D_inspection_generale_web.pdf"
"81-05125E",6015823,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal","27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grà¢ce","Inspections annuelle et générale par la Ville Montréal",1966,"Boulevard De Maisonneuve Ouest ",,100,4,"2019-07-04",,152,-73.6063860141727,45.4725059855649,296481.8611,5036958.749,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05125E_inspection_generale_web.pdf"
"81-05127A",202338,,"Actif Ville de Montréal","Pont à  dalle évidée en béton armé","99-Inconnu","Aucun affichage","Ville de Montréal - MTQ","27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grà¢ce","Inspections annuelle et générale par la Ville Montréal",1966,"chemin Upper-Lachine ","Autoroute 15 Sud",100,4,"2021-09-14",1946,,-73.6064984069707,45.4712783163901,296472.8926,5036822.33,"Non disponible"
"81-05127B",6017281,,"Actif Ville de Montréal","Pont à  poutres en béton armé","99-Inconnu","Aucun affichage","Ville de Montréal","27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grà¢ce","Inspections annuelle et générale par la Ville Montréal",1966,"Chemin Upper-Lachine","Talus à  l'Ouest de l'autoroute Décarie",99.18,4,"2021-09-14",41,,-73.6070260986145,45.471149735572,296431.6133,5036808.095,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05127B_inspection_generale_web.pdf"
"81-05130A",6018062,"P.S. Aut. Bonaventure / Du canal Lachine à  Notre-Dame","Actif Ville de Montréal","Pont à  poutres en acier","18-CL625","Aucun affichage","Ville de Montréal","21 - Arrondissement Le Sud-Ouest","Inspections annuelle et générale par la Ville Montréal",1966,"Autoroute Bonaventure dir. Ouest","Canal Lachine",100,4,"2019-09-21",5349,,-73.5536935781481,45.4929064865983,300603.3066,5039221.755,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05130A_inspection_generale_web.pdf"
"81-05133",6037340,,"Actif Ville de Montréal","Pont à  dalle évidée en béton armé","99-Inconnu","Aucun affichage","Ville de Montréal","26 - Arrondissement Villeray-Saint-Michel-Parc-Extension","Inspections annuelle et générale par la Ville Montréal",1957,"Boulevard Crémazie Est","Boulevard Pie-IX, dir. Sud",99.51,4,"2020-11-08",371,,-73.5999730133106,45.5704181596958,296996.8293,5047839.168,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05133_inspection_generale_web.pdf"
"81-05134",6030311,,"Actif Ville de Montréal","Pont à  dalle évidée en béton armé","99-Inconnu","Aucun affichage","Ville de Montréal","26 - Arrondissement Villeray-Saint-Michel-Parc-Extension","Inspections annuelle et générale par la Ville Montréal",1957,"Boulevard Crémazie Est ","Boulevard Pie-IX, dir. Sud ",99.59,4,"2020-11-08",371,,-73.599549,45.570246,297029.901,5047819.995,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05134_inspection_generale_web.pdf"
"81-05135",6035585,,"Actif Ville de Montréal","Pont à  poutres en acier","13-H20-S16","Aucun affichage","Ville de Montréal","25 - Arrondissement Rosemont-La Petite-Patrie","Inspections annuelle et générale par la Ville Montréal",1971,"Boulevard Rosemont, dir. Ouest","Canadien Pacifique rail 1",68.36,3,"2021-09-13",10581,,-73.6006325109278,45.5294519886336,296939.6456,5043286.604,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05135_inspection_generale_web.pdf"
"81-05136",6018066,,"Actif Ville de Montréal","Pont à  pout. béton préc., coul. place","99-Inconnu","Aucun affichage","Ville de Montréal","25 - Arrondissement Rosemont-La Petite-Patrie","Inspections annuelle et générale par la Ville Montréal",1975,"rue Sherbrooke Est ","Accès Nord au stade Olympique",72.26,3,"2020-11-11",6620,,-73.5544112789321,45.5599943880816,300552.2634,5046677.335,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05136_inspection_generale_web.pdf"
"81-05140",6030326,,"Actif Ville de Montréal","Pont acier-bois","99-Inconnu","Tonnage réduit","Ville de Montréal","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1965,"avenue Oakridge ","Ruisseau Bertrand",75,4,"2019-02-28",36,,-73.7554314020515,45.5116404722745,284842.0874,5041334.007,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05140_inspection_generale_web.pdf"
"81-05141",6034521,,"Actif Ville de Montréal","Pont à  dalle pleine en béton armé","99-Inconnu","Aucun affichage","Ville Montréal - Canadien Pacifique ","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",1952,"rue Notre-Dame Est ","Canadien Pacifique rail 1",100,4,"2020-08-06",635,,-73.543191,45.5317925,301426.5128,5043542.689,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05141_inspection_generale_web.pdf"
"81-05144",6036521,,"Actif Ville de Montréal","Pont à  dalle pleine en béton armé","99-Inconnu","Aucun affichage","Ville de Montréal","21 - Arrondissement Le Sud-Ouest","Inspections annuelle et générale par la Ville Montréal",1999,"rue Notre-Dame Ouest ","Passage pour piétons, à  l'Ouest de St-Augustin",99.93,4,"2021-10-07",243,,-73.583358,45.478295,298283.0491,5037599.956,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05144_inspection_generale_web.pdf"
"81-05147",6018071,,"Actif Ville de Montréal","Pont à  poutres en béton armé","99-Inconnu","Aucun affichage","Ville de Montréal","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",1965,"avenue Pierre-Dupuy Est","Jetée Mackay",69.5,3,"2017-06-02",7240,,-73.5439317757509,45.503355561208,301366.9247,5040382.502,"https://depot.ville.montreal.qc.ca/pontsettunnels/2017/81-05147_inspection_generale_web.pdf"
"81-05155A",6041696,,"Actif Ville de Montréal","Pont à  dalle pleine en béton armé","99-Inconnu","Aucun affichage","Ville Montréal - Canadien Pacifique ","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1999,"Canadien Pacifique rail 1","rue Chabanel Ouest Dir. Est",99.73,4,"2021-07-13",462,,-73.6556935,45.5366165,292640.4039,5044089.669,"Non disponible"
"81-05155B",6041701,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1999,"Rue Chabanel Ouest, côté Nord ",,100,4,"2021-07-13",,121,-73.655693,45.536939,292640.5124,5044125.509,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05155B_inspection_generale_web.pdf"
"81-05155C",6041703,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1999,"Rue Chabanel Ouest, côté Sud ",,96.71,4,"2021-07-13",,127,-73.6552905,45.5369795,292671.956,5044129.949,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05155C_inspection_generale_web.pdf"
"81-05155D",6041705,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1999,"Voies du Canadien Pacifique, côté Est",,100,4,"2021-07-13",,236,-73.6552120226465,45.5365965036085,292678.0027,5044087.374,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05155D_inspection_generale_web.pdf"
"81-05156A",6041709,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1999,"Rue Chabanel Ouest, côté Sud",,98.49,4,"2021-07-13",,476,-73.6558155000104,45.5357749982717,292630.6942,5043996.171,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05156A_inspection_generale_web.pdf"
"81-05156B",6041714,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1999,"Rue Chabanel Ouest, côté Nord ",,98.31,4,"2021-07-13",,472,-73.6561470014353,45.5359429751208,292604.84,5044014.889,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05156B_inspection_generale_web.pdf"
"81-05156C",6036527,,"Actif Ville de Montréal","Pont à  dalle pleine en béton armé","99-Inconnu","Aucun affichage","Ville de Montréal","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1999,"Voie de service, à  l'Ouest du CP","Rue Chabanel Ouest, dir. Ouest ",99.8,4,"2021-07-13",359,,-73.655784,45.5364685,292633.3039,5044073.236,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05156C_inspection_generale_web.pdf"
