IDE_STRCT,No structure,Nom route,Nom obstacle,Groupe,Centre de services,Type structure,Année de construction,Superficie du tablier,Superficie du mur,Charg conception,Affichage sur place,Statut,Responsablilté de gestion,Role VM Inspection,ICG,Catégorie ICG,Date Insp Générale Fermee,X,Y,latitude,longitude
6042009,81-05199A,"Rue St-Denis, côté Ouest",,"P.I. St-Denis / CP, des Carrières",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1933,,224,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297316,368583623","5043313,70195571","45,5296999656229","-73,595809920855"
6042019,81-05199B,"CP, au Sud de des Carrières",Rue St-Denis dir Nord,,25 - Arrondissement Rosemont-La Petite-Patrie,Pont à poutres en acier enr. de béton,1933,619,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"297279,098155563","5043353,41117843","45,5300568829036","-73,596287688147"
6042024,81-05199C,"Rue St-Denis, côté Ouest, mur bas",,"P.I. St-Denis / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1933,,116,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297234,360726354","5043368,25174786","45,5301899396895","-73,5968606754616"
6042040,81-05199D,"Rue St-Denis, côté Est, mur bas",,"P.I. St-Denis / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1933,,170,,,Actif Ville de Montréal,Ville Montréal - Municipalité,Inspections annuelle et générale par la Ville Montréal,,,,"297244,715547026","5043387,06448009","45,5303593360277","-73,5967283960696"
6042042,81-05199E,"Rue St-Denis, côté Est",,"P.I. St-Denis / CP, des Carrières",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1933,,263,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297320,835644591","5043338,62667056","45,5299242955139","-73,5957531115112"
6036712,81-05200,Rue des Carrières,"Rue St-Hubert, dir. Nord",,25 - Arrondissement Rosemont-La Petite-Patrie,"Pont à pout. béton précont., préfabr.",1970,384,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297445,093491408","5043564,37933758","45,5319570248243","-73,5941656739771"
6042053,81-05201A,"Rue St-Hubert, côté Ouest",,"P.I. St-Hubert / CP, des Carrières",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1931,,289,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297511,045564862","5043507,12858038","45,5314425540916","-73,5933204315084"
6042055,81-05201B,"CP, au Sud de des Carrières",Rue St-Hubert dir Nord,"P.I. St-Hubert / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,Pont à poutres en acier enr. de béton,1931,604,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"297465,868789359","5043551,98718424","45,5318457345639","-73,5938995003621"
6042059,81-05201C,"Rue St-Hubert, côté Ouest",,"P.I. St-Hubert / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1931,,309,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297361,805424132","5043603,9481835","45,5323121960171","-73,5952326196687"
6042061,81-05201D,"Rue St-Hubert, côté Est",,"P.I. St-Hubert / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1931,,315,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297399,860654284","5043606,23802308","45,532333205991","-73,5947454265901"
6042063,81-05201E,"Rue St-Hubert, côté Est",,"P.I. St-Hubert / CP, des Carrières",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1931,,225,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297544,194321643","5043514,51174989","45,531509336526","-73,5928961381474"
6018124,81-05202A,Rue D'Iberville,,P.O. Wellington / Canal Lachine,22 - Arrondissement Le Plateau-Mont-Royal,Mur,1933,,357,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"299146,702898051","5044530,90303781","45,5406700443342","-73,572390960832"
6019540,81-05202B,Chemin de fer CN,Boulevard St-Joseph E. direction Ouest,"P.I. St-Joseph / CP, D'Iberville",25 - Arrondissement Rosemont-La Petite-Patrie,Pont à poutres en acier enr. de béton,1933,834,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,"44,53",3,2015-11-17,"299058,05095256","5044604,58316081","45,5413323197899","-73,5735270199464"
6018128,81-05202C,Boulevard St-Joseph E.,,"P.I. St-Joseph / CP, D'Iberville",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1933,,451,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"299106,881288264","5044701,70212279","45,5422066320897","-73,5729028658724"
6018130,81-05202D,Boulevard St-Joseph E.,,"P.I. St-Joseph / CP, D'Iberville",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1933,,406,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"299125,525671408","5044682,34752597","45,5420326245541","-73,5726638922637"
6009058,81-05203A,Boulevard Saint-Joseph Est,,"P.I. St-Joseph / CP, D'Iberville",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1933,,749,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,35",4,2015-11-26,"298981,54853994","5044471,96973548","45,5401383813092","-73,5745050745639"
6009059,81-05203B,Boulevard Saint-Joseph Est,,"P.I. St-Joseph / CP, D'Iberville",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1933,,767,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,36",4,2015-11-26,"298942,343988423","5044461,6989041","45,5400456321083","-73,5750069642047"
6009061,81-05203D,Rue D'Iberville,,"P.I. St-Joseph / CP, D'Iberville",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1933,,408,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,6",4,2015-11-26,"299119,66624538","5044529,40770451","45,5406563688639","-73,5727371498894"
6009063,81-05204A,boulevard Saint-Laurent,,"P.I. St-Laurent / CP, Sud de Bellechasse",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1910,,208,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,12",4,2016-05-11,"296672,719470595","5043129,66480504","45,5280367218185","-73,6040472349444"
6009064,81-05204B,Canadien Pacifique,boulevard Saint-Laurent,"P.I. St-Laurent / CP, Sud de Bellechasse",25 - Arrondissement Rosemont-La Petite-Patrie,Pont à poutres en acier,1910,610,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,100,4,2016-05-11,"296647,373973146","5043165,1499335","45,5283557343231","-73,6043723035779"
6009065,81-05204C,Boulevard Saint-Laurent,,"P.I. St-Laurent / CP, Sud de Bellechasse",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1910,,97,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,59",4,2016-05-11,"296582,861071878","5043192,36397933","45,5285998589046","-73,6051986716981"
6008361,81-05204D,boulevard Saint-Laurent,,"P.I. St-Laurent / CP, Sud de Bellechasse",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1910,,174,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,31",4,2016-05-11,"296620,93506934","5043195,65385096","45,528629910248","-73,6047112908847"
6008383,81-05204E,boulevard Saint-Laurent,,"P.I. St-Laurent / CP, Sud de Bellechasse",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1910,,192,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,96",4,2016-05-11,"296714,699951128","5043127,88004072","45,5280211500941","-73,6035097630182"
6059201,81-05205,"CN, au Nord de la rue Notre-Dame Ouest",Rue Ste-Marguerite,,21 - Arrondissement Le Sud-Ouest,Pont à dalle pleine en béton armé,1939,521,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,,,,"297949,605931004","5037316,92238785","45,4757449350674","-73,5876191038162"
6059206,81-05207,"CN, au Nord de la rue Turcot",Rue St-Rémi,,21 - Arrondissement Le Sud-Ouest,Pont à dalle pleine en béton armé,1930,1177,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,,,,"297431,907631126","5036913,45244982","45,4721090543281","-73,5942345990789"
6042067,81-05208B,"Rue St-Rémi, côté Ouest",,T.V. St-Rémi / Canal Lachine,21 - Arrondissement Le Sud-Ouest,Mur,1951,,274,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015-08-26,"298012,720847078","5036357,43290745","45,4671116141843","-73,5867985874943"
6029388,81-05208D,Rue St-Rémi,,T.V. St-Rémi / Canal Lachine,21 - Arrondissement Le Sud-Ouest,Mur,1951,,292,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,56",4,2015-08-25,"297911,232538805","5036547,38842966","45,4688199306316","-73,5880991239298"
6042069,81-05208E,"Rue St-Rémi, côté Est",,T.V. St-Rémi / Canal Lachine,21 - Arrondissement Le Sud-Ouest,Mur,1951,,209,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015-08-27,"297932,344046059","5036552,99629558","45,4688706007788","-73,5878292116089"
6042071,81-05208F,"Rue St-Rémi, côté Est",,T.V. St-Rémi / Canal Lachine,21 - Arrondissement Le Sud-Ouest,Mur,1951,,127,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015-08-29,"298034,701660462","5036356,02228325","45,4670991339686","-73,5865174684901"
6009066,81-05209A,Rue De Salaberry,,"P.I. De Salaberry / CP, Est de Bois-de-Boulogne",24 - Arrondissement Ahuntsic-Cartierville,Mur,1932,,99,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015-07-21,"289652,679087957","5044807,37992942","45,5430161405529","-73,6939708339364"
6009067,81-05209B,Rue De Salaberry,,"P.I. De Salaberry / CP, Est de Bois-de-Boulogne",24 - Arrondissement Ahuntsic-Cartierville,Mur,1932,,113,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015-07-21,"289630,884670651","5044818,79111926","45,543118347797","-73,6942502769618"
6009068,81-05209C,Canadien Pacifique,rue De Salaberry,"P.I. De Salaberry / CP, Est de Bois-de-Boulogne",24 - Arrondissement Ahuntsic-Cartierville,Pont à poutres en acier enr. de béton,1932,549,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,"58,55",3,2015-09-21,"289659,538843012","5044853,26780633","45,5434292032523","-73,6938844103521"
6009069,81-05209D,Rue De Salaberry,,"P.I. De Salaberry / CP, Est de Bois-de-Boulogne",24 - Arrondissement Ahuntsic-Cartierville,Mur,1932,,205,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,84",4,2015-07-15,"289675,75372676","5044917,98747384","45,5440119234014","-73,6936787680951"
6009070,81-05209E,Rue De Salaberry,,"P.I. De Salaberry / CP, Est de Bois-de-Boulogne",24 - Arrondissement Ahuntsic-Cartierville,Mur,1932,,187,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015-09-22,"289697,548138068","5044906,57627914","45,543909714737","-73,6933993217449"
6009071,81-05210A,"Rue Sauvé Ouest,",,"P.I. Sauvé / CP, entre l'Acadie et Meilleur",24 - Arrondissement Ahuntsic-Cartierville,Mur,1970,,491,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"291909,66466524","5044175,99428482","45,5373801412939","-73,6650522419598"
6009072,81-05210B,"Rue Sauvé Ouest,",,"P.I. Sauvé / CP, entre l'Acadie et Meilleur",24 - Arrondissement Ahuntsic-Cartierville,Mur,1970,,498,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"291882,515321517","5044168,49891903","45,5373121926515","-73,6653996722078"
6009073,81-05210C,Virage en U,rue Sauvé Ouest,"P.I. Sauvé / CP, entre l'Acadie et Meilleur",24 - Arrondissement Ahuntsic-Cartierville,Pont à dalle pleine en béton armé,1970,507,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"291911,047612959","5044249,99383446","45,5380460398382","-73,6650364821965"
6010420,81-05210D,Canadien Pacifique,rue Sauvé Ouest,"P.I. Sauvé / CP, entre l'Acadie et Meilleur",24 - Arrondissement Ahuntsic-Cartierville,Pont à dalle pleine en béton armé,1970,295,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"291912,290558765","5044262,97506668","45,5381628723376","-73,665020908654"
6009075,81-05210E,Chemin de fer CP,"Rue Sauvé Ouest, direction Est","P.I. Sauvé / CP, entre l'Acadie et Meilleur",24 - Arrondissement Ahuntsic-Cartierville,Pont à dalle pleine en béton armé,1970,364,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"291916,533486766","5044275,90023282","45,5382792558108","-73,664966920327"
6009076,81-05210F,Canadien Pacifique,Rue Sauvé Ouest direction Est,"P.I. Sauvé / CP, entre l'Acadie et Meilleur",24 - Arrondissement Ahuntsic-Cartierville,Pont à dalle pleine en béton armé,1970,221,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"291916,757750941","5044287,90015957","45,5383872393433","-73,6649643644838"
6011660,81-05210G,"Rue Sauvé Ouest, côté Nord",,"P.I. Sauvé / CP, entre l'Acadie et Meilleur",24 - Arrondissement Ahuntsic-Cartierville,Mur,1970,,491,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"291915,308941139","5044370,95571947","45,5391345744181","-73,6649851014672"
6018082,81-05210H,"Rue Sauvé Ouest,",,"P.I. Sauvé / CP, entre l'Acadie et Meilleur",24 - Arrondissement Ahuntsic-Cartierville,Mur,1970,,515,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"291940,1218985","5044360,48855778","45,5390408458165","-73,6646671044301"
6042075,81-05213A,"Avenue Victoria, côté Ouest",,"P.I. Victoria / CP, au Sud de Jean-Talon Ouest",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1960,,107,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"293447,599890429","5039753,76584063","45,4976140116744","-73,645257643425"
6042077,81-05213B,"CP, au Sud de la rue Jean-Talon Ouest",Avenue Victoria dir Nord,"P.I. Victoria / CP, au Sud de Jean-Talon Ouest",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Portique en béton armé,1960,657,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"293395,496875923","5039802,7551525","45,4980539878523","-73,6459254548719"
6042081,81-05213C,"Avenue Victoria, côté Ouest",,"P.I. Victoria / CP, au Sud de Jean-Talon Ouest",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1960,,208,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"293288,450444204","5039855,77162401","45,4985292937361","-73,6472963986731"
6042083,81-05213D,"Avenue Victoria, côté Est",,"P.I. Victoria / CP, au Sud de Jean-Talon Ouest",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1960,,234,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"293335,431293526","5039853,893866","45,4985131704761","-73,646695211833"
6042085,81-05213E,"Avenue Victoria, côté Est",,"P.I. Victoria / CP, au Sud de Jean-Talon Ouest",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1960,,107,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"293495,599383506","5039752,86941068","45,4976067245664","-73,644643455657"
6007860,81-05214A,"Rue Wellington, côté Sud",,"P.I. Wellington / CN, à l'Est de la Congrégation",21 - Arrondissement Le Sud-Ouest,Mur,1961,,157,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"96,27",4,2016-09-20,"300248,333330006","5037959,2255561","45,4815434457163","-73,5582234915105"
6008703,81-05214B,"Rue Wellington, côté Nord",,"P.I. Wellington / CN, à l'Est de la Congrégation",21 - Arrondissement Le Sud-Ouest,Mur,1961,,81,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-09-20,"300222,334111421","5037959,71098727","45,4815476438497","-73,5585560697054"
6008700,81-05214C,"CN, à l'Est de la Congrégation",Rue Wellington,"P.I. Wellington / CN, à l'Est de la Congrégation",21 - Arrondissement Le Sud-Ouest,Pont à poutres en acier,1961,1061,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,"95,96",4,2015-11-17,"300243,173682743","5038004,33622525","45,4819493385761","-73,5582899106497"
