NO,SRCGNR_NO,TYPPLL_CODE,DOM_INTERV,DTHR_ENREGISTRE,PROVENANCE,CDSREGPST_CODE_LIEU_PLN
20200783,1,ODEUR,A,2020-06-26,T,
20200784,1,ODEUR,A,2020-06-27,T,
20200785,1,ODEUR,A,2020-06-27,T,
20200786,1,ODEUR,A,2020-06-27,T,
20200787,1,ODEUR,A,2020-06-27,T,
20200788,1,ODEUR,A,2020-06-27,T,
20200789,1,ODEUR,A,2020-06-27,T,
20200790,1,ODEUR,A,2020-06-27,T,
20200791,1,ODEUR,A,2020-06-27,T,
20200792,1,ODEUR,A,2020-06-27,T,
20200793,1,ODEUR,A,2020-06-27,T,
20200794,1,ODEUR,A,2020-06-27,T,
20200795,1,ODEUR,A,2020-06-27,T,
20200796,1,ODEUR,A,2020-06-27,T,
20200797,1,ODEUR,A,2020-06-27,T,
20200798,1,ODEUR,A,2020-06-27,T,
20200799,1,ODEUR,A,2020-06-27,T,
20200800,1,ODEUR,A,2020-06-27,T,
20200801,1,ODEUR,A,2020-06-27,T,
20200802,1,ODEUR,A,2020-06-27,T,
20200803,1,ODEUR,A,2020-06-27,T,
20200804,1,ODEUR,A,2020-06-27,T,
20200805,1,ODEUR,A,2020-06-27,T,
20200806,1,ODEUR,A,2020-06-27,T,
20200807,1,ODEUR,A,2020-06-27,T,
20200808,1,ODEUR,A,2020-06-27,T,
20200809,1,ODEUR,A,2020-06-26,T,
20200810,1,ODEUR,A,2020-06-27,T,
20200811,1,ODEUR,A,2020-06-27,T,
20200812,8,PART,A,2020-06-28,T,H1Y
20200813,1,ODEUR,A,2020-06-27,I,
20200814,24,ODEUR,A,2020-06-29,I,H1K
20200815,4,PART,A,2020-06-29,T,H2V
20200816,4,PART,A,2020-06-25,I,H2G
20200817,1,ODEUR,A,2020-06-29,I,H4T
20200818,1,ODEUR,A,2020-06-29,T,
20200819,4,ODEUR,A,2020-06-28,I,H2L
20200820,8,PART,A,2020-06-30,I,H2G
20200821,2,ND EAU,E,2020-06-25,T,H2W
20200822,1,ODEUR,A,2020-06-29,I,
20200823,1,ODEUR,A,2020-06-26,T,
20200824,1,ODEUR,A,2020-06-26,T,
20200825,1,ODEUR,A,2020-06-27,T,
20200826,1,ODEUR,A,2020-06-27,T,
20200827,1,ODEUR,A,2020-06-27,T,
20200828,1,ODEUR,A,2020-06-30,T,
20200829,1,ODEUR,A,2020-06-27,T,
20200830,1,ODEUR,A,2020-06-30,T,
20200831,8,ND EAU,E,2020-06-30,I,H4G
20200832,1,ODEUR,A,2020-06-30,T,H1C
20200833,2,PART,A,2020-06-30,T,
20200834,1,ODEUR,A,2020-06-30,T,
20200835,1,PART,A,2020-06-30,T,
20200836,1,ND EAU,E,2020-07-01,T,
20200837,1,ODEUR,A,2020-07-01,T,
20200838,8,PART,A,2020-07-01,T,
20200839,8,PART,A,2020-07-02,I,
20200840,8,ND EAU,E,2020-07-02,T,
20200841,1,ODEUR,A,2020-07-02,T,
20200842,1,ODEUR,A,2020-07-02,I,
20200843,8,ND EAU,E,2020-07-02,T,
20200844,8,PART,A,2020-07-01,I,
20200845,24,PART,A,2020-07-02,I,H1K
20200846,8,ND EAU,E,2020-07-02,T,H4C
20200847,1,ODEUR,A,2020-07-03,T,
20200848,14,ND AIR,A,2020-07-03,I,H2N
20200849,1,ODEUR,A,2020-07-03,T,
20200850,1,ODEUR,A,2020-07-03,T,
20200851,24,ODEUR,A,2020-07-06,T,H8S
20200852,8,PART,A,2020-07-06,T,H1Y
20200853,8,ND EAU,E,2020-07-03,I,H1W
20200854,4,ODEUR,A,2020-06-25,I,H1X
20200855,24,ODEUR,A,2020-07-06,T,H1G
20200856,4,PART,A,2020-07-06,T,H1Y
20200857,25,FUMÉE,A,2020-07-06,I,H2J
20200858,2,ODEUR,A,2020-07-06,T,
20200859,24,ODEUR,A,2020-07-06,T,H1C
20200860,1,ODEUR,A,2020-07-06,T,
20200861,1,ODEUR,A,2020-07-06,T,
20200862,14,ND EAU,E,2020-07-07,T,H4N
20200863,1,ODEUR,A,2020-07-07,T,
20200864,1,ODEUR,A,2020-07-07,T,
20200865,1,ODEUR,A,2020-07-07,T,
20200866,1,ODEUR,A,2020-07-07,T,
20200867,1,ODEUR,A,2020-07-07,T,
20200868,1,ODEUR,A,2020-07-06,T,
20200869,1,ODEUR,A,2020-07-06,T,
20200870,1,ODEUR,A,2020-07-06,T,
20200871,1,ODEUR,A,2020-07-07,T,
20200872,1,ODEUR,A,2020-07-07,T,
20200873,1,ODEUR,A,2020-07-07,T,
20200874,1,ODEUR,A,2020-07-07,T,
20200875,1,ODEUR,A,2020-07-07,T,
20200876,1,ODEUR,A,2020-07-07,T,
20200877,1,ODEUR,A,2020-07-07,T,
20200878,1,ODEUR,A,2020-07-07,T,
20200879,1,ODEUR,A,2020-07-07,T,
20200880,1,ODEUR,A,2020-07-07,T,
20200881,2,ODEUR,A,2020-07-07,T,
20200882,2,ODEUR,A,2020-07-08,T,H1T
20200883,1,ODEUR,A,2020-07-08,T,
20200884,13,ND EAU,E,2020-07-08,T,H1T
20200885,1,ODEUR,A,2020-07-08,T,
20200886,1,ND EAU,E,2020-07-08,T,
20200887,8,ND EAU,E,2020-07-08,T,H2J
20200888,1,ODEUR,A,2020-07-08,T,
20200889,1,ODEUR,A,2020-07-08,T,
20200890,1,ODEUR,A,2020-07-08,T,
20200891,1,ODEUR,A,2020-07-08,T,
20200892,24,ND EAU,E,2020-07-09,T,H4H
20200893,1,ODEUR,A,2020-07-09,T,
20200894,8,PART,A,2020-07-09,T,H4E
20200895,8,FUMÉE,A,2020-07-09,I,H1H
20200896,1,ND EAU,E,2020-07-08,I,
20200897,1,ODEUR,A,2020-07-09,T,
20200898,2,PART,A,2020-07-09,T,
20200899,8,ODEUR,A,2020-07-09,T,H4R
20200900,2,FUMÉE,A,2020-07-09,I,H2G
20200901,8,PART,A,2020-07-09,I,H3K
20200902,1,ODEUR,A,2020-07-09,T,
20200903,1,ODEUR,A,2020-07-09,T,
20200904,1,ODEUR,A,2020-07-09,T,
20200905,1,ODEUR,A,2020-07-09,T,
20200906,1,ODEUR,A,2020-07-09,T,
20200907,1,ND AIR,A,2020-07-10,T,
20200908,4,PART,A,2020-07-10,T,H2J
20200909,4,PART,A,2020-07-10,T,H4A
20200910,1,ND EAU,E,2020-07-10,T,
20200911,1,ND AIR,A,2020-07-09,I,
20200912,8,PART,A,2020-07-10,T,
20200913,1,ODEUR,A,2020-07-10,T,
20200914,1,ODEUR,A,2020-07-10,T,
20200915,1,ODEUR,A,2020-07-10,T,
20200916,1,ODEUR,A,2020-07-10,T,
20200917,8,PART,A,2020-07-10,T,H8P
20200918,10,ODEUR,A,2020-07-10,T,H1T
20200919,1,ODEUR,A,2020-07-10,T,
20200920,1,ODEUR,A,2020-07-11,T,
20200921,1,ODEUR,A,2020-07-11,T,
20200922,1,ODEUR,A,2020-07-11,T,
20200923,1,ODEUR,A,2020-07-11,T,
20200924,1,ODEUR,A,2020-07-11,T,
20200925,1,ODEUR,A,2020-07-11,T,
20200926,1,ODEUR,A,2020-07-11,T,
20200927,1,ODEUR,A,2020-07-13,I,
20200928,1,ODEUR,A,2020-07-11,T,
20200929,1,ODEUR,A,2020-07-11,T,
20200930,1,ODEUR,A,2020-07-11,T,
20200931,1,ODEUR,A,2020-07-11,T,
20200932,2,ND EAU,E,2020-07-13,I,H1Z
20200933,1,ODEUR,A,2020-07-12,T,
20200934,1,ODEUR,A,2020-07-14,T,
20200935,4,PART,A,2020-07-11,I,H1H
20200936,8,PART,A,2020-07-14,I,H3A
20200937,1,PART,A,2020-07-14,I,
20200938,4,PART,A,2020-07-14,T,H2B
20200939,2,ODEUR,A,2020-07-15,T,
20200940,1,ND EAU,E,2020-07-15,I,
20200941,1,HC,A,2020-07-15,T,
20200942,1,ND EAU,E,2020-07-15,T,
20200943,24,ODEUR,A,2020-07-15,T,H2M
20200944,8,PART,A,2020-07-15,T,H4P
20200945,1,ODEUR,A,2020-07-15,T,
20200946,8,PART,A,2020-07-15,T,H3B
20200947,1,ND EAU,E,2020-07-15,I,
20200948,1,ODEUR,A,2020-07-15,T,
20200949,1,ODEUR,A,2020-07-15,T,
20200950,8,PART,A,2020-07-16,T,H1H
20200951,8,PART,E,2020-07-15,I,H8Y
20200952,8,PART,A,2020-07-15,T,H2K
20200953,24,ND EAU,E,2020-07-16,I,H8Z
20200954,1,ODEUR,A,2020-07-16,T,
20200955,14,ODEUR,A,2020-07-16,I,H2V
20200956,2,ODEUR,A,2020-07-16,T,H1X
20200957,1,ODEUR,A,2020-07-16,T,
20200958,1,ND EAU,E,2020-07-16,I,
20200959,1,ND EAU,E,2020-07-17,I,
20200960,1,FUMÉE,A,2020-07-17,I,
20200961,1,ODEUR,A,2020-07-17,T,
20200962,4,SOV,A,2020-07-18,T,H1R
20200963,1,ODEUR,A,2020-07-17,T,
20200964,1,ODEUR,A,2020-07-17,T,
20200965,1,ODEUR,A,2020-07-17,T,
20200966,1,ODEUR,A,2020-07-17,T,
20200967,1,ODEUR,A,2020-07-20,T,
20200968,1,ODEUR,A,2020-07-19,T,
20200969,1,ODEUR,A,2020-07-19,T,
20200970,1,ODEUR,A,2020-07-19,T,
20200971,1,ODEUR,A,2020-07-19,T,
20200972,1,ODEUR,A,2020-07-19,T,
20200973,1,ND EAU,E,2020-07-20,I,H2H
20200974,1,ODEUR,A,2020-07-18,T,
20200975,8,PART,A,2020-07-16,I,H1Y
20200976,2,ND EAU,E,2020-07-20,T,H1B
20200977,24,ODEUR,A,2020-07-21,T,H1L
20200978,1,ND EAU,E,2020-07-20,I,
20200979,1,ODEUR,A,2020-07-21,T,
20200980,2,ODEUR,A,2020-07-21,T,
20200981,8,ND EAU,E,2020-07-21,T,H2V
20200982,8,PART,A,2020-07-22,T,H2K
20200983,24,ODEUR,A,2020-07-22,T,H3C
20200984,2,PART,A,2020-07-22,T,
20200985,2,ODEUR,A,2020-07-22,I,
20200986,24,ND EAU,E,2020-07-23,T,H8T
20200987,24,ND EAU,E,2020-07-23,I,H8T
20200988,14,ND EAU,E,2020-07-23,T,
20200989,24,ODEUR,A,2020-07-23,T,H1G
20200990,14,ND EAU,E,2020-07-24,T,H2S
20200991,1,SOV,A,2020-07-24,T,
20200992,1,ODEUR,A,2020-07-25,T,
20200993,1,ODEUR,A,2020-07-25,T,
20200994,1,ODEUR,A,2020-07-25,T,
20200995,24,AUCUN,A,2020-07-27,T,H4A
20200996,24,ND EAU,E,2020-07-27,I,H2G
20200997,24,ND EAU,E,2020-07-27,I,H2G
20200998,1,ND EAU,E,2020-07-27,T,
20200999,1,ODEUR,A,2020-07-27,T,
20201000,1,SOV,A,2020-07-28,T,
20201001,2,FUMÉE,A,2020-07-29,T,H2J
20201002,24,ODEUR,A,2020-07-29,T,H1C
20201003,1,ODEUR,A,2020-07-29,T,
20201004,2,ND EAU,E,2020-07-29,T,H2A
20201005,10,ODEUR,A,2020-07-29,T,H1T
20201006,2,ODEUR,A,2020-07-29,T,H1S
20201007,17,ODEUR,A,2020-07-29,T,H3N
20201008,1,ODEUR,A,2020-07-29,T,
20201009,1,ODEUR,A,2020-07-29,T,
20201010,1,ODEUR,A,2020-07-29,T,
20201011,1,ODEUR,A,2020-07-29,T,
20201012,1,ODEUR,A,2020-07-30,T,
20201013,1,ODEUR,A,2020-07-30,T,
20201014,8,PART,A,2020-07-30,T,H1Z
20201015,24,ODEUR,A,2020-07-30,I,H4S
20201016,4,PART,A,2020-07-31,I,H2J
20201017,25,FUMÉE,A,2020-07-30,I,H9C
20201018,2,ODEUR,A,2020-07-31,T,
20201019,2,PART,A,2020-07-31,T,H1X
20201020,1,ND EAU,E,2020-07-29,I,H1J
20201021,1,ND EAU,E,2020-08-01,I,
20201022,1,ND EAU,E,2020-08-01,I,
20201023,1,ND EAU,E,2020-07-31,I,
20201024,24,ND EAU,E,2020-07-31,T,H4C
20201025,1,ND AIR,A,2020-07-31,T,
20201026,1,ODEUR,A,2020-08-01,T,
20201027,24,ODEUR,A,2020-08-01,I,H1A
20201028,1,ODEUR,A,2020-08-01,T,
20201029,24,FUMÉE,A,2020-08-01,T,H1T
20201030,1,ODEUR,A,2020-08-02,T,
20201031,1,ND EAU,E,2020-08-02,T,
20201032,8,PART,A,2020-07-31,I,H8S
20201033,1,SOV,A,2020-08-03,I,
20201034,2,FUMÉE,A,2020-08-03,T,
20201035,24,ND EAU,E,2020-08-04,I,H9P
20201036,1,ODEUR,A,2020-08-04,T,
20201037,2,ODEUR,A,2020-08-05,I,
20201038,4,PART,A,2020-08-05,T,H1W
20201039,1,ND EAU,E,2020-08-05,T,H1H
20201040,8,PART,A,2020-08-06,T,H1A
20201041,1,ND EAU,E,2020-08-05,T,
20201042,1,ND AIR,A,2020-08-06,I,
20201043,1,ODEUR,A,2020-08-05,I,H1W
20201044,4,PART,A,2020-08-06,T,H4L
20201045,2,ND EAU,E,2020-08-06,I,H1W
20201046,1,ODEUR,A,2020-08-07,T,
20201047,8,ND EAU,E,2020-08-07,T,H3C
20201048,8,PART,A,2020-08-07,T,H1Y
20201049,8,PART,A,2020-08-07,T,
20201050,7,ND EAU,E,2020-08-08,T,H1E
20201051,1,ODEUR,A,2020-08-09,T,
20201052,4,PART,A,2020-08-10,T,H9S
20201053,24,ODEUR,A,2020-08-08,I,H2X
20201054,1,ODEUR,A,2020-08-10,T,
20201055,1,ODEUR,A,2020-08-10,C,
20201056,2,SOV,A,2020-08-10,T,
20201057,1,ODEUR,A,2020-08-11,T,
20201058,1,ODEUR,A,2020-08-11,T,
20201059,1,ODEUR,A,2020-08-11,T,
20201060,24,ODEUR,A,2020-08-11,T,H4R
20201061,1,ODEUR,A,2020-08-11,T,
20201062,1,ODEUR,A,2020-08-11,T,
20201063,8,PART,A,2020-08-10,I,H1Y
20201064,4,PART,A,2020-08-10,I,H1T
20201065,24,ODEUR,A,2020-08-08,I,H1L
20201066,24,ODEUR,A,2020-08-11,T,H1A
20201067,1,ODEUR,A,2020-08-11,T,
20201068,1,ODEUR,A,2020-08-11,T,
20201069,1,ODEUR,A,2020-08-11,T,
20201070,1,ODEUR,A,2020-08-11,T,
20201071,1,ODEUR,A,2020-08-11,T,
20201072,1,SOV,A,2020-08-11,T,
20201073,24,ODEUR,A,2020-08-11,I,H4K
20201074,4,PART,A,2020-08-12,T,H2J
20201075,1,ODEUR,A,2020-08-12,T,
20201076,1,ND AIR,A,2020-08-13,T,
20201077,8,ND EAU,E,2020-08-13,T,
20201078,1,ND EAU,E,2020-08-13,T,
20201079,1,ND EAU,E,2020-08-14,I,
20201080,8,PART,A,2020-08-14,I,H3K
20201081,4,PART,A,2020-08-14,I,H2C
20201082,8,PART,A,2020-08-14,T,
20201083,4,PART,A,2020-08-14,T,H2J
20201084,24,ODEUR,A,2020-08-14,T,H2A
20201085,8,PART,A,2020-08-14,T,H2V
20201086,24,ODEUR,A,2020-08-14,T,H2S
20201087,1,ODEUR,A,2020-08-14,T,
20201088,1,PART,A,2020-08-14,T,
20201089,1,ND EAU,E,2020-08-14,T,
20201090,4,FUMÉE,A,2020-08-17,T,H4K
20201091,24,ODEUR,A,2020-08-17,T,H1B
20201092,2,GAZ ECHA,A,2020-08-17,T,H3A
20201093,1,PART,A,2020-08-17,T,
20201094,2,FUMÉE,A,2020-08-15,T,
20201095,7,ODEUR,A,2020-08-15,T,
20201096,1,FUMÉE,A,2020-08-18,T,
20201097,8,PART,A,2020-08-18,T,H1Y
20201098,23,ODEUR,A,2020-08-18,T,H8Z
20201099,1,ODEUR,A,2020-08-18,T,
20201100,24,ODEUR,A,2020-08-19,T,
20201101,4,ND EAU,E,2020-08-19,I,
20201102,8,PART,A,2020-08-20,T,H4G
20201103,1,PART,A,2020-08-20,T,
20201104,17,ND EAU,E,2020-08-20,T,
20201105,2,FUMÉE,A,2020-08-21,T,
20201106,2,ODEUR,A,2020-08-22,T,
20201107,2,ODEUR,A,2020-08-22,T,
20201108,1,ODEUR,A,2020-08-23,T,
20201109,2,ODEUR,A,2020-08-23,I,H2R
20201110,2,ODEUR,A,2020-08-24,T,
20201111,24,ODEUR,A,2020-08-24,I,H8R
20201112,2,ODEUR,A,2020-08-24,I,
20201113,2,PART,A,2020-08-24,T,H2X
20201114,1,ODEUR,A,2020-08-20,T,
20201115,8,PART,A,2020-08-21,T,H4C
20201116,1,ODEUR,A,2020-08-24,T,
20201117,24,ND EAU,E,2020-08-25,T,H9S
20201118,1,PART,A,2020-08-25,T,
20201119,8,PART,A,2020-08-25,T,H3E
20201120,1,ODEUR,A,2020-08-25,T,
20201121,10,ODEUR,A,2020-08-25,I,H3L
20201122,1,ODEUR,A,2020-08-25,T,
20201123,4,PART,A,2020-08-25,T,H3E
20201124,8,PART,A,2020-08-26,I,H3W
20201125,1,PART,A,2020-08-26,T,H2X
20201126,8,ODEUR,A,2020-08-26,T,H1L
20201127,2,ODEUR,A,2020-08-24,T,
20201128,8,PART,A,2020-08-27,T,H2V
20201129,8,PART,A,2020-08-27,T,H4C
20201130,2,ODEUR,A,2020-08-27,I,H1Y
20201131,7,ND EAU,E,2020-08-19,T,
20201132,1,ODEUR,A,2020-08-28,T,
20201133,1,ND EAU,E,2020-08-29,T,H1B
20201134,14,ND EAU,E,2020-08-29,T,H9H
20201135,1,ODEUR,A,2020-08-29,T,
20201136,1,ND EAU,E,2020-08-30,T,
20201137,8,ND EAU,E,2020-08-31,T,H3J
20201138,4,ND EAU,E,2020-08-31,T,H1P
20201139,4,FUMÉE,A,2020-08-31,T,H1E
20201140,8,ND EAU,E,2020-08-31,T,H3C
20201141,1,ODEUR,A,2020-08-31,T,
20201142,24,ODEUR,A,2020-09-01,T,H1R
20201143,1,ND EAU,E,2020-09-01,I,H8T
20201144,25,AUCUN,A,2020-09-01,T,H1P
20201145,1,ND EAU,E,2020-09-01,I,H2K
20201146,14,ND EAU,E,2020-09-02,I,H1X
20201147,24,ODEUR,A,2020-09-02,T,H1M
20201148,24,AUCUN,A,2020-09-02,T,H1B
20201149,1,ODEUR,A,2020-09-02,T,
20201150,1,ODEUR,A,2020-09-02,T,
20201151,1,ODEUR,A,2020-09-02,T,
20201152,1,ODEUR,A,2020-09-03,T,
20201153,24,ODEUR,A,2020-09-03,T,H4C
20201154,8,ND EAU,E,2020-09-03,T,H2V
20201155,24,ND EAU,E,2020-09-03,T,H4G
20201156,1,ODEUR,A,2020-09-03,I,
20201157,1,PART,A,2020-09-04,T,
20201158,1,ND EAU,E,2020-09-04,T,
20201159,1,ND EAU,E,2020-09-04,T,
20201160,8,ND EAU,E,2020-09-04,T,H3Z
20201161,1,PART,A,2020-09-04,T,
20201162,1,FUMÉE,A,2020-09-06,T,
20201163,2,FUMÉE,A,2020-09-06,T,
20201164,4,FUMÉE,A,2020-09-08,T,H2K
20201165,2,ODEUR,A,2020-09-08,T,
20201166,4,PART,A,2020-09-08,I,H2S
20201167,1,ODEUR,A,2020-09-09,I,
20201168,8,PART,A,2020-09-10,I,H2X
20201169,8,PART,A,2020-09-10,T,H1W
20201170,8,ODEUR,A,2020-09-10,T,H4C
20201171,1,ODEUR,A,2020-09-10,C,
20201172,24,ODEUR,A,2020-09-10,I,H1Y
20201173,6,ND EAU,E,2020-09-10,T,
20201174,8,PART,A,2020-09-11,T,H3L
20201175,1,ODEUR,A,2020-06-12,T,
20201176,4,ND EAU,E,2020-09-11,T,H9H
20201177,4,ND EAU,E,2020-09-11,T,H9H
20201178,4,ND EAU,E,2020-09-12,T,H1B
20201179,1,ODEUR,A,2020-09-14,T,
20201180,8,PART,A,2020-09-14,T,H1Y
20201181,14,ND EAU,E,2020-09-14,T,
20201182,25,FUMÉE,A,2020-09-15,I,
20201183,4,PART,A,2020-09-15,T,H2C
20201184,4,PART,A,2020-09-15,T,H3E
20201185,1,ND EAU,E,2020-09-16,T,
20201186,4,PART,A,2020-09-16,I,H3T
20201187,1,ODEUR,A,2020-09-16,T,
20201188,4,PART,A,2020-09-17,I,H1T
20201189,1,ODEUR,A,2020-09-17,T,
20201190,1,ODEUR,A,2020-09-17,T,
20201191,1,ODEUR,A,2020-09-17,T,
20201192,1,ODEUR,A,2020-09-17,T,
20201193,1,ODEUR,A,2020-09-18,T,
20201194,1,ND EAU,E,2020-09-18,I,
20201195,2,ND EAU,E,2020-09-08,T,
20201196,25,ODEUR,A,2020-09-21,I,H1P
20201197,1,ND EAU,E,2020-09-18,T,
20201198,25,FUMÉE,A,2020-09-22,T,
20201199,8,ND EAU,E,2020-09-22,I,H3J
20201200,24,ODEUR,A,2020-09-22,T,H1K
20201201,8,PART,A,2020-09-22,T,H1H
20201202,1,AUCUN,E,2020-09-18,T,
20201203,10,PART,A,2020-09-19,T,H8R
20201204,1,ODEUR,A,2020-09-20,T,
20201205,1,PART,A,2020-09-23,T,
20201206,2,PART,A,2020-09-22,I,H2K
20201207,25,FUMÉE,A,2020-09-22,I,H1M
20201208,1,ODEUR,A,2020-09-22,T,
20201209,1,ODEUR,A,2020-09-22,T,
20201210,25,FUMÉE,A,2020-09-23,T,H1T
20201211,8,PART,A,2020-09-23,T,
20201212,7,ODEUR,A,2020-09-23,I,H2X
20201213,15,ND EAU,E,2020-09-23,T,
20201214,1,ODEUR,A,2020-09-23,T,
20201215,8,PART,A,2020-09-24,I,H3S
20201216,1,PART,A,2020-09-24,T,
20201217,4,PART,A,2020-09-24,T,H3K
20201218,24,ODEUR,A,2020-09-24,T,H3C
20201219,1,ND EAU,E,2020-09-25,T,
20201220,1,PART,A,2020-09-25,T,
20201221,14,ND EAU,E,2020-09-25,T,
20201222,1,ODEUR,A,2020-09-24,I,H1L
20201223,8,ODEUR,A,2020-09-25,I,H2X
20201224,4,PART,A,2020-09-26,I,H3T
20201225,8,PART,A,2020-09-28,I,H3V
20201226,4,PART,A,2020-09-26,T,H1G
20201227,1,PART,A,2020-09-28,T,
20201228,4,ND EAU,E,2020-09-28,T,H8N
20201229,1,ODEUR,A,2020-09-28,T,
20201230,1,ODEUR,A,2020-09-29,T,
20201231,25,FUMÉE,A,2020-09-29,I,H4H
20201232,24,HC,E,2020-09-29,T,H9R
20201233,1,ODEUR,A,2020-09-29,T,
20201234,1,ODEUR,A,2020-09-29,T,
20201235,1,ODEUR,A,2020-09-29,T,
20201236,14,ND EAU,E,2020-09-29,T,H1J
20201237,17,ND EAU,E,2020-09-30,T,
20201238,1,ND EAU,E,2020-09-30,T,
20201239,4,PART,A,2020-09-30,T,H3E
20201240,1,ODEUR,A,2020-09-30,T,
20201241,1,ODEUR,A,2020-09-30,T,
20201242,1,ODEUR,A,2020-09-30,T,
20201243,1,ODEUR,A,2020-09-30,T,
20201244,8,ND EAU,E,2020-10-01,T,H2V
20201245,2,ODEUR,A,2020-10-01,T,H2R
20201246,4,PART,A,2020-10-01,T,H2X
20201247,24,ODEUR,A,2020-10-01,T,H2J
20201248,7,PART,A,2020-10-01,T,H2Y
20201249,4,ND AIR,A,2020-10-01,I,H4A
20201250,25,FUMÉE,A,2020-10-01,T,
20201251,2,ND EAU,E,2020-10-01,T,
20201252,24,ND EAU,E,2020-10-01,T,
20201253,1,ND EAU,E,2020-10-01,T,H9R
20201254,1,ODEUR,A,2020-10-01,T,
20201255,1,ODEUR,A,2020-10-01,T,
20201256,24,ODEUR,A,2020-10-02,T,H1N
20201257,25,FUMÉE,A,2020-10-02,T,H8Z
20201258,1,ND EAU,E,2020-10-02,T,
20201259,8,PART,A,2020-10-02,T,H4V
20201260,8,PART,A,2020-10-02,T,H4V
20201261,1,ND AIR,A,2020-10-04,T,
20201262,24,ND EAU,E,2020-10-04,T,H2L
20201263,2,FUMÉE,A,2020-10-05,T,
20201264,24,ND EAU,E,2020-10-05,I,H3K
20201265,24,ODEUR,A,2020-10-05,T,H2S
20201266,1,HC,A,2020-10-06,T,
20201267,1,PART,A,2020-10-06,T,
20201268,14,ND EAU,E,2020-10-06,T,H3Z
20201269,8,PART,A,2020-10-06,I,H3K
20201270,1,ODEUR,A,2020-10-06,T,
20201271,25,FUMÉE,A,2020-10-05,T,
20201272,24,ND EAU,E,2020-10-07,T,H9R
20201273,14,ND EAU,E,2020-10-07,T,H1B
20201274,8,PART,A,2020-10-07,T,H4C
20201275,7,FUMÉE,A,2020-10-07,T,H2X
20201276,8,ODEUR,A,2020-10-07,T,H4P
20201277,1,ODEUR,A,2020-10-07,T,
20201278,1,ODEUR,A,2020-10-07,T,
20201279,1,ND AIR,A,2020-10-08,T,
20201280,1,PART,A,2020-10-08,T,H1B
20201281,24,ODEUR,A,2020-10-08,T,H1E
20201282,2,FUMÉE,A,2020-10-09,I,H3H
20201283,2,ND EAU,E,2020-10-09,I,H9B
20201284,4,FUMÉE,A,2020-10-09,I,H2H
20201285,4,PART,A,2020-10-09,T,H4V
20201286,2,ODEUR,A,2020-10-09,T,H4G
20201287,1,ODEUR,A,2020-10-10,T,
20201288,1,ODEUR,A,2020-10-10,T,
20201289,1,ODEUR,A,2020-10-10,T,
20201290,1,ODEUR,A,2020-10-10,T,
20201291,1,ND EAU,E,2020-10-10,T,
20201292,1,ODEUR,A,2020-10-13,T,
20201293,1,FUMÉE,A,2020-10-13,T,
20201294,1,PART,A,2020-10-13,T,H1A
20201295,24,ND EAU,E,2020-10-13,T,H3R
20201296,24,ND EAU,E,2020-10-13,I,H3E
20201297,25,FUMÉE,A,2020-10-13,T,H4J
20201298,25,FUMÉE,A,2020-10-13,T,H1H
20201299,25,FUMÉE,A,2020-10-14,I,H8Z
20201300,25,FUMÉE,A,2020-10-14,I,H4M
20201301,2,ND EAU,E,2020-10-14,T,H1K
20201302,25,FUMÉE,A,2020-10-14,I,H8Y
20201303,1,ODEUR,A,2020-10-12,T,
20201304,25,FUMÉE,A,2020-10-15,T,
20201305,2,ODEUR,A,2020-10-15,T,
20201306,1,ODEUR,A,2020-10-15,T,
20201307,8,ND EAU,E,2020-10-16,T,H2V
20201308,7,ND EAU,E,2020-10-16,I,H3A
20201309,14,ND EAU,E,2020-10-16,T,H9P
20201310,25,FUMÉE,A,2020-10-19,T,
20201311,1,ND AIR,A,2020-10-17,I,
20201312,8,ND EAU,E,2020-10-20,T,H2V
20201313,4,PART,A,2020-10-20,I,H1X
20201314,25,FUMÉE,A,2020-10-20,I,
20201315,1,ODEUR,A,2020-10-10,T,
20201316,25,FUMÉE,A,2020-10-21,T,H4J
20201317,24,ND EAU,E,2020-10-22,T,H1X
20201318,1,ODEUR,A,2020-10-22,T,H1C
20201319,1,ODEUR,A,2020-10-22,T,
20201320,7,ODEUR,A,2020-10-23,T,H1N
20201321,1,ODEUR,A,2020-10-23,T,
20201322,14,ODEUR,A,2020-10-23,T,H1W
20201323,24,ODEUR,E,2020-10-11,T,H9C
20201324,14,ND EAU,E,2020-10-26,I,
20201325,25,FUMÉE,A,2020-10-23,I,H1M
20201326,25,FUMÉE,A,2020-10-26,I,
20201327,24,ODEUR,A,2020-10-26,I,H4E
20201328,25,FUMÉE,A,2020-10-26,I,
20201329,25,FUMÉE,A,2020-10-26,I,H8R
20201330,14,ND EAU,E,2020-10-26,T,
20201331,24,ODEUR,A,2020-10-26,T,H1E
20201332,24,ND EAU,E,2020-10-28,T,
20201333,24,FUMÉE,A,2020-10-27,T,H2S
20201334,24,FUMÉE,A,2020-10-22,T,H2X
20201335,24,FUMÉE,A,2020-10-22,T,H2X
20201336,24,FUMÉE,A,2020-10-27,T,H2X
20201337,24,FUMÉE,A,2020-10-28,T,H3C
20201338,24,ODEUR,A,2020-10-27,T,
20201339,1,ND AIR,A,2020-10-28,T,
20201340,25,FUMÉE,A,2020-10-28,I,H2C
20201341,24,PART,A,2020-10-30,I,H1N
20201342,1,ODEUR,A,2020-10-31,T,
