ï»¿ID,DATE_ATTRIB,TYPE_LIEU,TYPE_DOSSIER_INTERV,SECTEUR_SCIAN,REGION
221,2022-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,SAGUENAY-LAC-ST-JEAN
222,2022-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LANAUDIERE
223,2022-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LANAUDIERE
224,2022-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
225,2022-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
226,2022-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
227,2022-01-07,ETABLISSEMENT,PLAINTE,"SERVICES PROFESSIONNELS, SCIENTIFIQUES ET TECHNIQUES",LAVAL
228,2022-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
229,2022-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
230,2022-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
231,2022-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
232,2022-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
233,2022-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
234,2022-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
235,2022-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
236,2022-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
237,2022-01-08,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS NON DURABLES,ESTRIE
238,2022-01-07,ETABLISSEMENT,PLAINTE,FINANCE ET ASSURANCES,ESTRIE
239,2022-01-07,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,ESTRIE
240,2022-01-07,ETABLISSEMENT,PLAINTE,COMMERCE DE GROS,ESTRIE
241,2022-01-09,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAVAL
242,2022-01-09,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAVAL
243,2022-01-09,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAVAL
244,2022-01-09,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAVAL
245,2022-01-09,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAVAL
246,2022-01-09,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAVAL
247,2022-01-09,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAVAL
248,2022-01-09,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAVAL
249,2022-01-09,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAVAL
250,2022-01-10,ETABLISSEMENT,PLAINTE,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
251,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,SAGUENAY-LAC-ST-JEAN
252,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,SAGUENAY-LAC-ST-JEAN
253,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,SAGUENAY-LAC-ST-JEAN
254,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,SAGUENAY-LAC-ST-JEAN
255,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,SAGUENAY-LAC-ST-JEAN
256,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,SAGUENAY-LAC-ST-JEAN
257,2022-01-10,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,GASPESIE-ILES-DE-LA-MADELEINE
258,2022-01-10,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
259,2022-01-10,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
260,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,SERVICES D'ENSEIGNEMENT,GASPESIE-ILES-DE-LA-MADELEINE
261,2022-01-10,ETABLISSEMENT,PLAINTE,AUTRES SERVICES,CAPITALE-NATIONALE
262,2022-01-10,ETABLISSEMENT,PLAINTE,HEBERGEMENT ET SERVICES DE RESTAURATION,CAPITALE-NATIONALE
263,2022-01-10,ETABLISSEMENT,PLAINTE,COMMERCE DE DETAIL,CAPITALE-NATIONALE
264,2022-01-10,LIEU NON CLASSE,ENQUETE,INDETERMINE (AUTRES),ABITIBI-TEMISCAMINGUE
265,2022-01-10,ETABLISSEMENT,PLAINTE,COMMERCE DE GROS,MONTREAL
266,2022-01-10,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
267,2022-01-10,ETABLISSEMENT,PLAINTE,HEBERGEMENT ET SERVICES DE RESTAURATION,CAPITALE-NATIONALE
268,2022-01-10,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),GASPESIE-ILES-DE-LA-MADELEINE
269,2022-01-10,ETABLISSEMENT,PLAINTE,"SERVICES AUX ENTREPRISES, SERVICES RELATIFS AUX BATIMENTS ET AUTRES SERVICES DE SOUTIEN",LAURENTIDES
270,2022-01-10,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
271,2022-01-10,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
272,2022-01-10,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,CAPITALE-NATIONALE
273,2022-01-10,ETABLISSEMENT,PLAINTE,COMMERCE DE DETAIL,CAPITALE-NATIONALE
274,2022-01-10,ETABLISSEMENT,ENQUETE,"SERVICES AUX ENTREPRISES, SERVICES RELATIFS AUX BATIMENTS ET AUTRES SERVICES DE SOUTIEN",MONTREAL
275,2022-01-10,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,LAURENTIDES
276,2022-01-10,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
277,2022-01-10,ETABLISSEMENT,PLAINTE,AGRICULTURE,SAGUENAY-LAC-ST-JEAN
278,2022-01-10,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,SAGUENAY-LAC-ST-JEAN
279,2022-01-10,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
280,2022-01-10,ETABLISSEMENT,PLAINTE,"INFORMATION, CULTURE ET LOISIRS",SAGUENAY-LAC-ST-JEAN
281,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,SAGUENAY-LAC-ST-JEAN
282,2022-01-10,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
283,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,SAGUENAY-LAC-ST-JEAN
284,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,SAGUENAY-LAC-ST-JEAN
285,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,SAGUENAY-LAC-ST-JEAN
286,2022-01-10,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,MONTREAL
287,2022-01-10,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
288,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,BAS-ST-LAURENT
289,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
290,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
291,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
292,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
293,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
294,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
295,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
296,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
297,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
298,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
299,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
300,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
301,2022-01-10,ETABLISSEMENT,PLAINTE,CONSTRUCTION,ABITIBI-TEMISCAMINGUE
302,2022-01-10,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAVAL
303,2022-01-10,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LONGUEUIL
304,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,"INFORMATION, CULTURE ET LOISIRS",MONTREAL
305,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,ABITIBI-TEMISCAMINGUE
306,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
307,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
308,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
309,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
310,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
311,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
312,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
313,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
314,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
315,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
316,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
317,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
318,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
319,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
320,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
321,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
322,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
323,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
324,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
325,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,"EXTRACTION MINIERE, EXPLOITATION EN CARRIERE ET EXTRACTION DE PETROLE ET DE GAZ",SAGUENAY-LAC-ST-JEAN
326,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
327,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,MAURICIE ET CENTRE-DU-QUEBEC
328,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
329,2022-01-10,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CHAUDIERE-APPALACHES
330,2022-01-10,ETABLISSEMENT,PLAINTE,ADMINISTRATIONS PUBLIQUES,MAURICIE ET CENTRE-DU-QUEBEC
331,2022-01-10,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,MAURICIE ET CENTRE-DU-QUEBEC
332,2022-01-10,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
333,2022-01-10,ETABLISSEMENT,PLAINTE,"SERVICES PROFESSIONNELS, SCIENTIFIQUES ET TECHNIQUES",MAURICIE ET CENTRE-DU-QUEBEC
334,2022-01-10,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,MAURICIE ET CENTRE-DU-QUEBEC
335,2022-01-10,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
336,2022-01-10,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,CHAUDIERE-APPALACHES
337,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
338,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
339,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
340,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
341,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
342,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
343,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
344,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
345,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
346,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
347,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
348,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
349,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
350,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
351,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
352,2022-01-10,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
353,2022-01-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
354,2022-01-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
355,2022-01-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
356,2022-01-11,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,MAURICIE ET CENTRE-DU-QUEBEC
357,2022-01-10,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
358,2022-01-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MAURICIE ET CENTRE-DU-QUEBEC
359,2022-01-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ESTRIE
360,2022-01-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ESTRIE
361,2022-01-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ESTRIE
362,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
363,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
364,2022-01-11,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,MONTREAL
365,2022-01-11,ETABLISSEMENT,PLAINTE,"SERVICES PROFESSIONNELS, SCIENTIFIQUES ET TECHNIQUES",ABITIBI-TEMISCAMINGUE
366,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
367,2022-01-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LANAUDIERE
368,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
369,2022-01-11,ETABLISSEMENT,PLAINTE,COMMERCE DE GROS,LONGUEUIL
370,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
371,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ABITIBI-TEMISCAMINGUE
372,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,LONGUEUIL
373,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
374,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
375,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
376,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
377,2022-01-11,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,LAURENTIDES
378,2022-01-10,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
379,2022-01-10,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
380,2022-01-10,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
381,2022-01-11,CHANTIER,ENQUETE,INDETERMINE (CHANTIER),OUTAOUAIS
382,2022-01-10,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
383,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,COTE-NORD
384,2022-01-11,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),BAS-ST-LAURENT
385,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,BAS-ST-LAURENT
386,2022-01-11,ETABLISSEMENT,PLAINTE,HEBERGEMENT ET SERVICES DE RESTAURATION,SAGUENAY-LAC-ST-JEAN
387,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
388,2022-01-11,ETABLISSEMENT,PLAINTE,"EXTRACTION MINIERE, EXPLOITATION EN CARRIERE ET EXTRACTION DE PETROLE ET DE GAZ",SAGUENAY-LAC-ST-JEAN
389,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
390,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
391,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
392,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
393,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
394,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
395,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,ST-JEAN-SUR-RICHELIEU
396,2022-01-11,ETABLISSEMENT,PLAINTE,AUTRES SERVICES,LONGUEUIL
397,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,LONGUEUIL
398,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ABITIBI-TEMISCAMINGUE
399,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ABITIBI-TEMISCAMINGUE
400,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ABITIBI-TEMISCAMINGUE
401,2022-01-11,ETABLISSEMENT,PLAINTE,"SERVICES AUX ENTREPRISES, SERVICES RELATIFS AUX BATIMENTS ET AUTRES SERVICES DE SOUTIEN",MONTREAL
402,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ABITIBI-TEMISCAMINGUE
403,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
404,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
405,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
406,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
407,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
408,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
409,2022-01-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MAURICIE ET CENTRE-DU-QUEBEC
410,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
411,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
412,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
413,2022-01-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
414,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
415,2022-01-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
416,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
417,2022-01-11,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS NON DURABLES,MAURICIE ET CENTRE-DU-QUEBEC
418,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
419,2022-01-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
420,2022-01-11,ETABLISSEMENT,PLAINTE,HEBERGEMENT ET SERVICES DE RESTAURATION,LAVAL
421,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
422,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
423,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
424,2022-01-11,ETABLISSEMENT,PLAINTE,AUTRES SERVICES,MONTREAL
425,2022-01-11,ETABLISSEMENT,PLAINTE,COMMERCE DE GROS,ABITIBI-TEMISCAMINGUE
426,2022-01-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
427,2022-01-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
428,2022-01-11,ETABLISSEMENT,PLAINTE,ADMINISTRATIONS PUBLIQUES,LAURENTIDES
429,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,TRANSPORT ET ENTREPOSAGE,LAVAL
430,2022-01-11,ETABLISSEMENT,PLAINTE,COMMERCE DE DETAIL,LAVAL
431,2022-01-11,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,LAVAL
432,2022-01-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
433,2022-01-12,ETABLISSEMENT,PLAINTE,SERVICES PUBLICS,MONTREAL
434,2022-01-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LONGUEUIL
435,2022-01-12,ETABLISSEMENT,PLAINTE,AGRICULTURE,ST-JEAN-SUR-RICHELIEU
436,2022-01-12,ETABLISSEMENT,LOI ET REGLEMENTS,"SERVICES AUX ENTREPRISES, SERVICES RELATIFS AUX BATIMENTS ET AUTRES SERVICES DE SOUTIEN",MAURICIE ET CENTRE-DU-QUEBEC
437,2022-01-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
438,2022-01-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MAURICIE ET CENTRE-DU-QUEBEC
439,2022-01-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
440,2022-01-12,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,CAPITALE-NATIONALE
441,2022-01-12,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,YAMASKA
442,2022-01-12,ETABLISSEMENT,PLAINTE,"SERVICES AUX ENTREPRISES, SERVICES RELATIFS AUX BATIMENTS ET AUTRES SERVICES DE SOUTIEN",YAMASKA
443,2022-01-12,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,YAMASKA
444,2022-01-12,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,YAMASKA
445,2022-01-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MAURICIE ET CENTRE-DU-QUEBEC
446,2022-01-12,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,YAMASKA
447,2022-01-12,ETABLISSEMENT,PMSD,SOINS DE SANTE ET ASSISTANCE SOCIALE,CAPITALE-NATIONALE
448,2022-01-12,ETABLISSEMENT,PLAINTE,AUTRES SERVICES,YAMASKA
