Instance,Type_assemblee,Publique,Diffusion_web,Date,Heure,Endroit,Salle,Rue,No_civique
Commission sur le développement économique et urbain et l'habitation,Régulière,Oui,Oui,2019-12-10,19:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-12-10,17:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-12-11,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil municipal,Extraordinaire,Oui,Oui,2019-12-11,14:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2019-12-13,09:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2019-12-16,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2019-12-19,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission de la sécurité publique,Régulière,Oui,Oui,2019-12-19,09:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2019-12-20,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-01-08,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
"Commission sur l'eau, l'environnement, le développement durable et les grands parcs",Consultation publique,Oui,Oui,2020-01-09,14:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
"Commission sur l'eau, l'environnement, le développement durable et les grands parcs",Consultation publique,Oui,Oui,2020-01-10,14:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur le développement économique et urbain et l'habitation,Consultation publique,Oui,Oui,2020-01-14,19:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
"Commission sur l'eau, l'environnement, le développement durable et les grands parcs",Consultation publique,Oui,Oui,2020-01-14,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-01-15,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Commission sur le développement économique et urbain et l'habitation,Consultation publique,Oui,Oui,2020-01-15,14:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur le développement économique et urbain et l'habitation,Consultation publique,Oui,Oui,2020-01-15,19:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur le développement économique et urbain et l'habitation,Consultation publique,Oui,Oui,2020-01-16,14:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
"Commission sur l'eau, l'environnement, le développement durable et les grands parcs",Consultation publique,Oui,Oui,2020-01-16,19:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
"Commission sur l'eau, l'environnement, le développement durable et les grands parcs",Consultation publique,Oui,Oui,2020-01-20,19:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur le développement économique et urbain et l'habitation,Consultation publique,Oui,Oui,2020-01-21,14:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission de la sécurité publique,Consultation publique,Oui,Oui,2020-01-21,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-01-22,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
"Commission sur l'eau, l'environnement, le développement durable et les grands parcs",Consultation publique,Oui,Oui,2020-01-22,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2020-01-27,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2020-01-30,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-02-05,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-02-12,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Commission sur le développement social et la diversité Montréalaise,Consultation publique,Oui,Oui,2020-02-12,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur le développement social et la diversité Montréalaise,Consultation publique,Oui,Oui,2020-02-13,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur le développement social et la diversité Montréalaise,Consultation publique,Oui,Oui,2020-02-18,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-02-19,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Commission sur le développement social et la diversité Montréalaise,Consultation publique,Oui,Oui,2020-02-20,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2020-02-24,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-02-26,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2020-02-27,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission de la sécurité publique,Consultation publique,Oui,Oui,2020-03-10,19:00:00,Futur centre culturel et communauraire de Cartierville,-,Grenet,12225
Comité exécutif ,Régulière,Non,Oui,2020-03-11,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-03-18,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil municipal,Régulière,Non,Oui,2020-03-23,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Non,Oui,2020-03-26,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Extraordinaire,Non,Oui,2020-03-29,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Non,Oui,2020-03-29,15:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-04-01,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil municipal,Extraordinaire,Non,Oui,2020-04-02,14:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Non,Oui,2020-04-02,16:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-04-08,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-04-15,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil municipal,Régulière,Non,Oui,2020-04-20,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Non,Oui,2020-04-23,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-04-29,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-05-06,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Commission sur le développement économique et urbain et l'habitation,Consultation publique,Non,Oui,2020-05-07,14:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-05-13,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
"Commission sur l'eau, l'environnement, le développement durable et les grands parcs",Consultation publique,Non,Oui,2020-05-13,14:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Extraordinaire,Non,Oui,2020-05-14,14:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Non,Oui,2020-05-14,16:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-05-20,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil municipal,Régulière,Non,Oui,2020-05-25,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Non,Oui,2020-05-28,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-06-03,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-06-10,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil municipal,Régulière,Non,Oui,2020-06-15,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Non,Oui,2020-06-18,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Extraordinaire,Non,Oui,2020-06-30,14:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Non,Oui,2020-06-30,16:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-07-08,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-08-05,07:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-08-12,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-08-19,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil municipal,Régulière,Non,Oui,2020-08-24,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Non,Oui,2020-08-27,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Extraordinaire,Non,Oui,2020-08-31,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Non,Oui,2020-08-31,16:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission de la sécurité publique,Consultation publique,Non,Oui,2020-09-01,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-09-02,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-09-09,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-09-16,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Non,Oui,2020-09-18,16:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Non,Oui,2020-09-21,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Non,Oui,2020-09-24,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-09-30,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-10-07,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-10-14,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Non,Oui,2020-10-14,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Non,Oui,2020-10-19,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Non,Oui,2020-10-22,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-10-28,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-11-04,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-11-11,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil municipal,Extraordinaire,Non,Oui,2020-11-12,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Non,Oui,2020-11-12,17:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Non,Oui,2020-11-16,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Consultation publique,Non,Oui,2020-11-18,14:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Consultation publique,Non,Oui,2020-11-18,19:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Non,Oui,2020-11-19,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Consultation publique,Non,Oui,2020-11-19,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Consultation publique,Non,Oui,2020-11-19,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Consultation publique,Non,Oui,2020-11-20,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Consultation publique,Non,Oui,2020-11-20,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Consultation publique,Non,Oui,2020-11-23,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Consultation publique,Non,Oui,2020-11-23,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Consultation publique,Non,Oui,2020-11-24,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Consultation publique,Non,Oui,2020-11-24,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-11-25,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Commission sur les finances et l'administration,Consultation publique,Non,Oui,2020-11-25,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Consultation publique,Non,Oui,2020-11-26,09:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Consultation publique,Non,Oui,2020-11-26,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-12-02,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
"Commission sur l'eau, l'environnement, le développement durable et les grands parcs",Consultation publique,Non,Oui,2020-12-03,19:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Consultation publique,Non,Oui,2020-12-07,14:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-12-09,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil municipal,Extraordinaire,Non,Oui,2020-12-09,14:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Non,Oui,2020-12-11,11:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Non,Oui,2020-12-11,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Non,Oui,2020-12-14,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Non,Oui,2020-12-17,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2020-12-23,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-01-05,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-01-06,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-01-10,10:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-01-13,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-01-15,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-01-19,08:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-01-20,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-01-25,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-01-29,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-02-03,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-02-08,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-02-10,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-02-12,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-02-17,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-02-22,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-02-24,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-02-26,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-03-03,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-03-08,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-03-10,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-03-12,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-03-17,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-03-18,10:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-03-22,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-03-24,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-03-26,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-03-31,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-04-05,10:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-04-07,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-04-09,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-04-14,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-04-16,08:50:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-04-19,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-04-23,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-04-28,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-05-03,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-05-05,08:34:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-05-07,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-05-12,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-05-17,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-05-19,10:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-05-21,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-05-26,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-05-31,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-06-02,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-06-04,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-06-08,11:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-06-09,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-06-14,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-06-18,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-06-23,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Oui,2021-06-28,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-06-30,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-07-02,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-07-07,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-07-12,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-07-16,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-07-21,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-07-26,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-07-30,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-08-04,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-08-09,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-08-11,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-08-13,07:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-08-18,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-08-23,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-09-01,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-09-08,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-09-13,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-09-15,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-09-22,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-09-24,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
