responseid,survc,lang,qa,qx,postal6,sexe,age,q9,q9_99_other,cible,q1_1,q1_2,q1_3,q2_1,q2_2,q2_3,q2_4,q2_5,q2_6,q2_7,q3,q10_1,q10_2,q10_3,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q5,q5_7_other,q6,q7,q8,q8_7_other,POND,,
328,MW12000_112D,FR,9, ,G8Y3V8,1,2,1, ,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,2,1,2,2,2,3,4, ,2,4,2, ,.370421916246414,,
329,MW12000_112D,EN,1,13,H2G1B7,1,2,2, ,2,4,4,4,2,3,3,3,2,2,2,3,8,1,1,3,4,4,3,4,4,4, ,2,3,2, ,3.78145980834961,,
330,MW12000_112D,FR,1,10,H8Z3G4,1,4,1, ,1,2,4,4,2,2,2,3,1,2,1,3,10,5,10,2,1,2,3,4,4,2, ,1,4,1, ,.468883454799652,,
331,MW12000_112D,FR,8, ,g6y0a3,2,4,1, ,1,2,2,2,2,2,2,3,2,2,1,1,3,3,4,8,8,8,8,8,8,2, ,1,4,1, ,.424308836460114,,
332,MW12000_112D,FR,2, ,G1r1m5,1,3,1, ,1,3,3,4,4,3,4,3,3,3,3,3,5,4,4,3,3,3,3,3,3,4, ,2,3,2, ,1.25286614894867,,
333,MW12000_112D,FR,3, ,H7V3R8,2,4,1, ,1,2,4,3,2,2,2,4,3,1,1,2,1,1,1,2,2,4,4,4,4,1, ,2,4,1, ,.788424968719482,,
334,MW12000_112D,FR,7, ,G7S4N9,2,5,1, ,1,2,3,2,2,3,2,3,2,2,2,2,6,98,6,2,2,2,2,2,2,1, ,1,99,3, ,.34767347574234,,
335,MW12000_112D,FR,5, ,J4K5E4,1,1,1, ,1,2,2,2,1,1,2,2,1,2,2,2,10,10,10,3,3,3,3,3,3,99, ,99,99,99, ,.582456529140472,,
336,MW12000_112D,FR,4, ,J8V2P9,1,6,1, ,1,1,1,1,2,2,1,3,2,2,2,2,10,10,10,8,8,8,8,8,8,1, ,1,4,3, ,.320790022611618,,
337,MW12000_112D,FR,2, ,99,1,4,1, ,1,2,2,2,2,2,2,3,2,1,2,2,1,1,8,1,1,3,1,3,4,1, ,1,4,2, ,1.7866575717926,,
338,MW12000_112D,FR,2, ,G1L2K3,2,3,1, ,1,3,3,2,3,2,3,2,2,2,2,2,8,1,1,2,2,2,2,2,3,2, ,1,3,1, ,1.79989194869995,,
339,MW12000_112D,FR,7, ,g7n1z9,1,4,1, ,1,3,4,2,2,2,2,3,2,2,2,3,10,1,10,4,4,4,4,4,4,1, ,1,2,2, ,.322396665811539,,
340,MW12000_112D,FR,6, ,j1n1l2,1,3,1, ,1,1,3,2,2,1,2,2,2,1,1,1,8,3,3,1,1,1,3,2,3,1, ,1,4,1, ,.475177586078644,,
341,MW12000_112D,FR,3, ,h7h1c4,2,6,1, ,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1, ,1,4,3, ,1.03825962543488,,
342,MW12000_112D,FR,7, ,G7X3V1,2,1,1, ,1,3,2,2,2,2,2,2,3,2,2,2,9,4,4,2,2,2,2,2,2,5, ,2,3,4, ,.253914773464203,,
343,MW12000_112D,EN,1,18,H2K4H9,1,4,1, ,1,3,4,3,4,3,4,4,3,3,2,4,6,98,10,8,3,8,3,8,4,1, ,1,2,1, ,.652058303356171,,
344,MW12000_112D,FR,2, ,G1K4S8,2,2,1, ,1,4,2,2,2,2,2,3,3,2,1,2,4,1,7,2,2,2,2,8,8,2, ,1,4,1, ,1.88308048248291,,
345,MW12000_112D,FR,7, ,G7X1C1,2,3,1, ,1,3,3,2,2,2,2,3,2,1,2,2,8,3,8,2,2,2,2,3,3,2, ,1,3,1, ,.471347510814667,,
346,MW12000_112D,EN,1,10,99,1,1,1, ,1,3,3,2,3,3,3,4,3,2,2,3,8,1,2,2,2,2,2,2,4,5, ,99,2,2, ,.530777156352997,,
347,MW12000_112D,FR,2, ,G1T1X4,2,6,1, ,1,4,4,4,4,3,4,4,4,2,1,4,1,1,10,4,4,4,4,4,4,4, ,1,4,3, ,1.8624552488327,,
348,MW12000_112D,FR,5, ,j4l1n9,2,5,1, ,1,2,2,2,2,2,2,3,2,2,2,2,8,10,7,1,1,1,1,1,1,7,séparer avec 1 enfant adulte,2,2,1, ,.63576602935791,,
349,MW12000_112D,FR,2, ,g2a3s4,2,1,1, ,1,4,3,2,2,2,2,3,2,1,2,2,9,2,9,2,2,1,1,3,3,4, ,2,3,4, ,.657943844795227,,
350,MW12000_112D,EN,9, ,g8t8n1,1,4,2, ,2,2,2,2,2,2,2,2,2,2,2,2,4,2,5,3,3,3,4,4,4,5, ,1,2,3, ,.316120088100433,,
351,MW12000_112D,FR,8, ,G6k1b1,1,4,1, ,1,2,3,2,3,3,3,3,3,2,2,3,6,1,1,1,1,1,1,1,2,2, ,1,3,2, ,.263012439012527,,
352,MW12000_112D,EN,1,18,h3z2e8,1,2,2, ,2,2,3,4,2,2,3,2,3,2,4,3,7,8,8,3,2,8,3,4,4,5, ,1,3,1, ,2.35462665557861,,
353,MW12000_112D,FR,4, ,J9A3B9,1,6,1, ,1,3,2,2,3,3,3,3,2,2,2,3,10,7,10,1,2,2,2,2,1,1, ,1,3,3, ,.320790022611618,,
354,MW12000_112D,FR,7, ,G7B4J7,2,1,1, ,1,1,2,1,2,2,2,2,2,1,1,1,10,98,98,1,1,1,1,1,1,1, ,2,3,1, ,.253914773464203,,
355,MW12000_112D,FR,5, ,J4L4N3,2,5,1, ,1,2,2,2,2,2,1,2,1,2,1,2,10,98,10,2,2,2,2,2,8,7,Veuve domiciliant seule,1,3,3, ,.63576602935791,,
356,MW12000_112D,FR,1,7,H1K4S8,2,5,1, ,1,2,2,3,2,2,3,2,2,2,1,2,4,7,7,2,2,4,2,4,4,1, ,1,3,3, ,1.6674530506134,,
357,MW12000_112D,FR,1,19,h1z2m7,2,6,7, ,2,2,3,3,2,2,2,4,3,1,3,3,1,98,1,8,8,8,8,8,9,1, ,1,1,3, ,5.23254013061523,,
358,MW12000_112D,FR,2, ,G3k1a6,2,1,1, ,1,2,3,2,2,2,2,4,1,1,1,1,10,1,8,2,2,2,2,2,8,4, ,99,4,1, ,.657943844795227,,
359,MW12000_112D,FR,9, ,G8W2B4,2,5,1, ,1,3,3,3,3,3,3,3,3,4,3,4,5,1,8,3,3,3,2,2,3,1, ,1,3,3, ,.344858318567276,,
360,MW12000_112D,FR,1,1,H2b2v8,2,4,1, ,1,2,3,3,3,3,3,4,3,2,3,3,4,2,1,3,3,3,3,4,4,2, ,1,3,1, ,1.9109263420105,,
361,MW12000_112D,FR,9, ,g8y3s9,2,4,1, ,1,2,3,1,2,2,2,3,2,1,1,2,10,98,9,2,1,2,1,8,8,7,couple avec enfant adulte,1,3,1, ,.308151513338089,,
362,MW12000_112D,FR,7, ,G7J4T9,1,6,1, ,1,3,3,3,3,3,3,3,3,2,2,3,7,7,7,2,2,2,2,2,2,1, ,1,3,3, ,.399696797132492,,
363,MW12000_112D,FR,8, ,G6C0E4,2,6,1, ,1,1,3,3,4,3,4,4,3,4,3,3,2,1,98,3,3,4,4,4,4,1, ,99,1,3, ,.389285206794739,,
364,MW12000_112D,FR,9, ,G9P2L8,1,4,1, ,1,2,4,4,3,3,3,3,3,2,2,3,1,1,5,1,1,1,1,1,1,4, ,2,2,1, ,.316120088100433,,
365,MW12000_112D,FR,1,2,H1K2V3,2,6,1, ,1,4,4,4,4,3,4,4,3,4,4,4,8,6,6,3,3,4,3,4,4,4, ,1,3,3, ,1.11480355262756,,
366,MW12000_112D,FR,1,11,H2X2K5,2,3,1, ,1,3,4,4,3,4,3,4,4,1,1,3,4,4,10,2,2,2,2,2,2,4, ,1,3,2, ,1.31639957427979,,
367,MW12000_112D,FR,3, ,H7J1C2,2,5,1, ,1,3,2,2,3,2,2,3,2,2,2,2,8,10,5,2,2,2,2,3,4,4, ,1,4,1, ,.788402616977692,,
368,MW12000_112D,EN,1,7,H1K2C7,1,5,1, ,1,1,4,2,2,3,3,4,2,2,2,3,10,7,10,2,2,2,2,3,4,4, ,1,2,1, ,.967834889888763,,
369,MW12000_112D,FR,1,19,H1Z3V4,2,3,1, ,1,2,2,2,2,1,1,1,2,1,2,2,7,98,7,2,2,2,2,2,3,4, ,2,3,1, ,3.95590043067932,,
370,MW12000_112D,FR,4, ,J8T2G9,1,6,1, ,1,2,3,3,3,3,3,4,3,3,2,3,9,9,10,3,3,4,4,4,2,1, ,1,2,3, ,.320790022611618,,
371,MW12000_112D,FR,9, ,G8y2w1,1,3,1, ,1,2,2,2,2,2,2,2,2,2,2,2,8,5,8,2,2,2,2,2,2,2, ,1,2,1, ,.215202271938324,,
373,MW12000_112D,FR,8, ,G6Z3r4,2,3,1, ,1,2,3,2,2,2,2,2,2,2,2,2,9,7,9,2,2,2,2,8,8,2, ,1,3,1, ,.564269065856934,,
374,MW12000_112D,FR,2, ,G2K1w6,1,2,1, ,1,2,2,3,2,2,2,3,2,2,2,2,10,7,1,1,1,1,1,1,1,4, ,2,3,1, ,1.41344463825226,,
375,MW12000_112D,EN,1,7,H1v2y3,1,1,8, ,2,2,2,3,2,2,2,2,2,2,2,2,10,10,10,3,2,2,4,2,1,1, ,2,4,4, ,2.69787502288818,,
376,MW12000_112D,FR,8, ,G6X2H5,2,6,1, ,1,2,2,3,2,2,2,2,2,2,2,2,7,2,1,2,1,2,1,2,3,1, ,2,2,3, ,.389285206794739,,
377,MW12000_112D,FR,8, ,G6C1S7,1,4,1, ,1,1,3,4,3,2,2,2,3,1,1,2,7,1,7,2,2,4,2,2,4,2, ,1,4,1, ,.263012439012527,,
378,MW12000_112D,FR,8, ,G6W3J4,2,3,1, ,1,3,3,3,3,1,3,3,1,1,1,3,10,10,10,4,4,4,4,4,4,1, ,2,1,6, ,.564269065856934,,
379,MW12000_112D,FR,7, ,G7k0b4,1,3,1, ,1,1,3,2,2,2,2,2,2,1,2,2,8,5,10,1,1,1,1,1,2,4, ,1,4,4, ,.407764583826065,,
380,MW12000_112D,EN,1,11,H2W2J4,2,2,2, ,2,2,4,2,3,3,4,3,2,3,3,2,8,7,8,3,3,3,3,3,4,2, ,2,2,1, ,2.538907289505,,
382,MW12000_112D,FR,1,1,H2b2z2,2,5,1, ,1,2,2,2,2,2,2,2,2,1,1,2,7,7,5,2,2,2,2,2,2,4, ,2,3,2, ,2.63885688781738,,
383,MW12000_112D,FR,3, ,H7V4B9,1,6,1, ,1,1,1,2,2,2,2,2,2,1,1,1,10,98,10,1,1,1,1,1,1,1, ,1,4,3, ,.8204625248909,,
384,MW12000_112D,FR,9, ,G9A1A1,2,5,1, ,1,2,2,2,2,2,2,2,2,2,1,2,10,10,10,1,1,2,2,2,9,4, ,1,4,3, ,.344858318567276,,
385,MW12000_112D,FR,1,4,H8s3x9,2,5,1, ,1,2,3,3,2,2,2,3,3,3,3,2,8,5,10,8,8,8,8,8,8,1, ,1,3,3, ,1.20438396930695,,
386,MW12000_112D,FR,8, ,G6Z7P4,1,2,1, ,1,2,2,2,2,2,2,3,2,2,2,2,8,1,8,2,8,8,8,4,4,4, ,1,4,7,Travailleur autonome,.552191853523254,,
387,MW12000_112D,FR,2, ,g2a2b4,1,4,1, ,1,3,3,3,3,3,3,4,3,2,2,3,5,1,5,3,3,4,3,4,4,99, ,2,2,1, ,1.7866575717926,,
388,MW12000_112D,FR,1,16,H4E1G3,2,1,1, ,1,3,3,2,3,3,3,3,2,3,3,2,1,1,1,1,1,1,1,1,4,4, ,2,2,1, ,.86866170167923,,
389,MW12000_112D,FR,1,19,H2A1J2,1,5,1, ,1,2,2,1,2,2,2,3,2,2,2,2,6,7,7,2,2,2,2,2,3,1, ,2,4,2, ,2.28498387336731,,
390,MW12000_112D,EN,1,4,h8r1e2,1,5,2, ,2,1,3,3,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,3,3,5, ,2,2,6, ,1.96843886375427,,
391,MW12000_112D,FR,1,2,H1M1H7,1,5,2, ,2,2,4,4,3,3,3,4,2,2,2,3,1,1,1,4,4,4,4,4,4,99, ,1,4,3, ,2.57466506958008,,
392,MW12000_112D,FR,4, ,j8v2h4,1,3,1, ,1,2,2,2,2,2,2,2,2,2,2,2,8,5,9,2,2,2,2,3,3,1, ,1,4,1, ,.602959096431732,,
393,MW12000_112D,FR,9, ,G9A6H6,2,6,1, ,1,1,1,1,1,1,1,1,1,1,1,1,98,2,2,1,1,1,2,1,2,4, ,2,3,3, ,.507809340953827,,
394,MW12000_112D,FR,5, ,J3Y5N4,1,1,1, ,1,2,2,2,2,2,3,2,2,2,2,2,10,6,10,2,2,2,3,2,8,2, ,2,2,4, ,.582456529140472,,
395,MW12000_112D,FR,6, ,J1g1s9,2,4,1, ,1,3,4,2,3,3,2,4,3,3,3,3,5,1,5,3,3,4,3,4,4,2, ,1,3,2, ,.387236773967743,,
396,MW12000_112D,FR,6, ,J1k1z9,2,4,1, ,1,2,2,2,2,2,2,3,2,2,2,2,7,5,8,2,2,3,2,4,4,3, ,1,4,1, ,.387236773967743,,
397,MW12000_112D,EN,3, ,99,2,1,2, ,2,3,2,2,2,2,2,2,2,2,1,2,1,1,1,2,3,3,4,3,4,4, ,2,2,1, ,1.34239602088928,,
398,MW12000_112D,FR,4, ,J9a2g3,1,3,1, ,1,2,2,2,2,2,2,2,2,3,2,2,7,5,3,2,2,2,2,2,3,3, ,1,4,1, ,.602959096431732,,
399,MW12000_112D,FR,8, ,g6j1g3,2,4,1, ,1,4,4,4,3,4,4,4,4,3,2,4,3,5,1,2,2,2,2,3,4,2, ,1,3,1, ,.424308836460114,,
400,MW12000_112D,FR,7, ,G7H4Y7,2,1,1, ,1,4,3,2,3,3,2,3,3,3,3,3,8,5,7,1,2,2,2,8,3,1, ,2,4,6, ,.253914773464203,,
401,MW12000_112D,FR,3, ,h7m3s2,1,6,1, ,1,1,2,2,1,1,1,1,1,1,1,1,9,3,2,1,1,1,1,1,1,4, ,2,3,3, ,.8204625248909,,
402,MW12000_112D,FR,3, ,H7M2M6,2,6,1, ,1,2,2,2,2,2,2,3,2,1,1,2,10,1,10,3,2,2,2,2,2,7,Divorcée vivant seule,1,4,3, ,1.03825962543488,,
403,MW12000_112D,FR,4, ,j8r3r5,1,4,1, ,1,3,2,3,3,3,3,3,3,2,2,2,8,6,8,1,1,1,1,3,4,1, ,1,3,1, ,.652162432670593,,
404,MW12000_112D,FR,9, ,G8T4B5,1,3,1, ,1,2,3,2,2,2,1,3,2,2,1,2,7,1,8,2,2,3,2,2,4,4, ,1,4,1, ,.215202271938324,,
405,MW12000_112D,FR,8, ,G6c1l8,2,2,1, ,1,2,3,3,2,2,3,2,2,2,1,2,10,1,7,2,2,2,2,2,3,4, ,2,4,1, ,.253619134426117,,
406,MW12000_112D,FR,1,12,h1a3a1,1,6,1, ,1,2,4,4,4,4,4,4,4,4,3,4,3,1,1,2,2,2,2,1,1,1, ,1,3,1, ,1.9181193113327,,
407,MW12000_112D,FR,2, ,g1e5b2,1,2,1, ,1,1,1,1,1,1,1,1,1,1,1,1,10,98,10,1,1,1,1,1,1,2, ,2,4,1, ,1.41344463825226,,
408,MW12000_112D,FR,1,7,h1n3b6,1,4,1, ,1,2,2,2,2,2,2,2,2,2,2,2,98,1,1,8,8,8,8,4,4,2, ,2,2,1, ,.846377789974213,,
409,MW12000_112D,EN,5, ,J3Y6K9,2,2,2, ,2,2,3,2,2,2,2,2,2,1,1,2,98,8,7,2,2,2,2,8,2,4, ,1,4,1, ,.921400189399719,,
"""410",MW12000_112D,FR,4, ,j8p2t3,1,6,1, ,1,2,2,2,2,2,2,2,2,1,1,2,10,10,10,1,1,1,1,1,4,1, ,1,4,7,"""""Retraité au travail",,"""""",".320790022611618"""
411,MW12000_112D,FR,1,4,H8S0B1,2,6,1, ,1,2,3,3,2,2,2,3,2,2,1,2,8,8,8,2,2,2,2,2,4,4, ,1,4,3, ,.852316081523895,,
412,MW12000_112D,FR,4, ,J8R1J2,1,1,1, ,1,2,2,2,2,2,2,2,3,2,2,2,98,6,5,2,2,2,3,8,3,3, ,2,2,6, ,1.56314992904663,,
413,MW12000_112D,FR,1,12,H1AJ2,2,4,1, ,1,2,3,3,2,2,2,3,2,2,1,2,10,8,8,2,2,2,2,3,4,7,Celibataire aidant naturel,1,2,1, ,1.76744449138641,,
414,MW12000_112D,FR,2, ,G3J0B7,1,5,1, ,1,2,2,2,2,2,2,2,2,2,1,2,5,1,4,2,2,4,2,4,4,1, ,1,4,1, ,1.44697201251984,,
415,MW12000_112D,FR,5, ,J4N1R6,2,6,1, ,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,1,1,1,1,1,2,1, ,1,4,3, ,.497556060552597,,
416,MW12000_112D,FR,1,16,H4G2T7,1,4,1, ,1,4,1,3,3,3,3,3,3,3,1,3,1,1,1,1,1,4,1,4,4,1, ,2,4,1, ,.93326598405838,,
417,MW12000_112D,FR,7, ,G7G4G7,1,6,1, ,1,2,4,2,2,3,2,3,2,2,2,3,7,6,10,1,1,1,1,1,1,1, ,1,3,3, ,.399696797132492,,
418,MW12000_112D,FR,8, ,G6K0C3,1,2,1, ,1,2,2,3,1,1,1,1,1,1,1,1,10,1,10,1,1,2,2,2,3,2, ,1,4,1, ,.552191853523254,,
419,MW12000_112D,EN,1,7,H1M3M5,1,5,1, ,1,3,3,4,3,3,3,3,4,3,3,3,7,7,9,3,3,3,3,3,4,4, ,2,2,3, ,.967834889888763,,
420,MW12000_112D,FR,8, ,G6x3p5,1,3,2, ,2,2,2,3,1,1,2,2,2,1,1,2,9,1,1,1,1,3,2,3,3,1, ,2,2,1, ,.333730548620224,,
421,MW12000_112D,FR,8, ,G6V0P4,2,4,1, ,1,3,4,2,3,3,3,3,3,3,3,3,8,3,6,3,3,3,3,3,3,4, ,2,2,6, ,.424308836460114,,
422,MW12000_112D,FR,3, ,H7E3A1,2,6,1, ,1,2,2,3,2,2,2,3,2,2,2,2,6,98,8,2,2,3,2,4,4,99, ,1,4,3, ,1.03825962543488,,
423,MW12000_112D,FR,6, ,J1r0k4,1,3,1, ,1,1,2,2,2,1,2,2,2,1,1,1,9,3,9,2,2,2,2,2,2,2, ,1,4,1, ,.475177586078644,,
424,MW12000_112D,FR,1,16,h4c2a3,1,1,1, ,1,2,4,3,2,3,3,2,2,2,2,2,7,2,7,2,2,2,2,2,4,7,pere et fils,2,2,6, ,1.05646133422852,,
425,MW12000_112D,FR,6, ,J1J1B1,2,4,1, ,1,4,3,3,3,3,4,4,3,3,4,3,1,1,1,2,2,4,4,4,4,2, ,1,4,4, ,.387236773967743,,
426,MW12000_112D,FR,2, ,G6Z2K9,1,5,1, ,1,1,2,2,1,1,2,2,1,1,1,1,8,7,9,2,2,2,2,2,8,1, ,1,3,3, ,1.44697201251984,,
427,MW12000_112D,FR,3, ,h7k1p3,1,4,1, ,1,2,3,2,2,3,2,3,2,2,2,2,8,7,8,2,2,2,2,2,3,4, ,2,3,1, ,.784232974052429,,
428,MW12000_112D,FR,2, ,G1Y3L6,2,1,1, ,1,3,2,2,2,3,2,1,2,1,2,2,5,1,7,2,3,2,2,2,4,5, ,2,4,4, ,.657943844795227,,
429,MW12000_112D,FR,4, ,J8p2x9,1,5,1, ,1,2,4,4,2,2,3,3,1,1,1,2,10,10,10,2,2,3,2,8,8,1, ,1,2,3, ,.527850091457367,,
430,MW12000_112D,EN,4, ,j9a0c4,1,1,1, ,1,3,2,2,3,3,3,3,3,3,2,3,2,2,5,1,2,2,2,3,2,1, ,1,3,1, ,1.56314992904663,,
431,MW12000_112D,FR,9, ,g8t1z5,1,6,1, ,1,2,2,2,2,2,2,2,2,2,2,2,2,99,8,3,3,3,3,9,9,1, ,1,4,3, ,.43664225935936,,
433,MW12000_112D,FR,5, ,J3y2p4,1,5,1, ,1,3,4,3,2,2,2,3,3,4,2,3,1,1,1,4,4,4,4,4,4,4, ,2,2,3, ,.559750616550446,,
434,MW12000_112D,FR,9, ,g8z1y9,2,6,1, ,1,1,2,2,2,2,2,2,2,2,2,2,4,3,3,4,3,3,4,3,4,4, ,1,4,3, ,.507809340953827,,
435,MW12000_112D,FR,9, ,G8Y5P1,2,4,1, ,1,1,2,1,2,2,2,2,2,2,1,2,8,1,9,1,2,1,8,1,1,2, ,1,4,1, ,.308151513338089,,
436,MW12000_112D,FR,3, ,H7G1A6,1,6,1, ,1,1,2,1,1,1,1,1,1,2,1,1,3,1,8,1,1,1,1,1,8,1, ,2,4,3, ,.8204625248909,,
437,MW12000_112D,FR,1,12,H1b3b3,1,2,1, ,1,2,3,3,2,2,2,2,2,1,1,2,6,3,5,2,2,2,2,3,3,2, ,1,3,1, ,1.58874428272247,,
439,MW12000_112D,FR,4, ,J8M1B1,2,3,1, ,1,2,2,2,2,3,3,4,2,2,2,2,5,1,5,2,2,4,2,3,4,2, ,1,3,1, ,.633559107780457,,
440,MW12000_112D,FR,7, ,G7X1C1,1,1,1, ,1,2,2,2,2,3,2,2,2,1,2,2,8,5,1,1,2,2,2,2,2,4, ,1,3,4, ,.60523647069931,,
441,MW12000_112D,EN,9, ,G8Y6M9,1,3,4, ,2,2,3,2,3,2,2,3,2,2,3,2,9,8,7,1,1,1,2,1,4,5, ,1,3,6, ,.215202271938324,,
443,MW12000_112D,FR,1,19,H2R2E8,1,5,1, ,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,1,1,1,1,1,1,2, ,2,2,6, ,2.28498387336731,,
444,MW12000_112D,FR,8, ,G6Z1W5,1,5,1, ,1,2,2,2,2,2,2,2,2,2,2,2,8,8,8,2,2,2,2,2,2,1, ,1,4,3, ,.517014980316162,,
445,MW12000_112D,FR,7, ,g7s5c6,1,4,1, ,1,3,4,2,4,4,4,4,4,2,4,4,8,1,6,2,2,8,2,8,8,1, ,1,4,1, ,.322396665811539,,
446,MW12000_112D,FR,1,13,H1X3B2,2,5,1, ,1,2,3,3,2,3,2,3,2,2,1,2,3,8,5,2,2,2,3,3,3,4, ,2,3,3, ,2.06306624412537,,
447,MW12000_112D,FR,9, ,G8y6h1,1,6,1, ,1,2,2,2,2,2,2,2,2,1,1,2,7,1,98,4,2,8,3,8,4,4, ,2,2,3, ,.43664225935936,,
448,MW12000_112D,FR,4, ,j9j2s3,1,3,1, ,1,2,3,2,3,3,2,3,2,2,2,3,8,2,5,2,2,2,2,2,3,2, ,1,4,1, ,.602959096431732,,
449,MW12000_112D,FR,9, ,G8Y0E8,2,6,1, ,1,2,2,2,2,2,2,2,2,2,2,2,98,98,7,3,3,4,8,4,4,1, ,1,2,3, ,.507809340953827,,
450,MW12000_112D,FR,1,12,h1a3p3,1,3,1, ,1,3,2,2,3,3,2,2,2,2,1,2,8,5,10,2,3,4,2,3,4,2, ,2,2,1, ,2.48486113548279,,
451,MW12000_112D,FR,7, ,g7s1k8,1,4,1, ,1,4,4,2,3,3,3,4,3,4,3,3,9,5,8,2,2,2,2,3,3,1, ,1,4,1, ,.322396665811539,,
452,MW12000_112D,FR,4, ,J8t4k1,2,2,1, ,1,3,4,4,3,3,3,3,2,3,3,3,3,3,5,2,2,2,2,3,3,1, ,1,4,1, ,.781999945640564,,
453,MW12000_112D,FR,3, ,H7N0B8,1,5,1, ,1,2,2,2,2,2,2,2,2,2,2,2,7,7,7,2,2,2,2,2,2,5, ,1,4,3, ,.594921886920929,,
454,MW12000_112D,FR,5, ,J4H1Y7,2,1,1, ,1,2,3,2,3,3,3,3,3,3,3,3,4,4,98,2,2,3,2,2,3,4, ,2,4,4, ,.815439224243164,,
455,MW12000_112D,FR,6, ,J1L1V7,2,1,1, ,1,3,3,2,2,2,2,2,2,2,2,2,6,8,7,1,2,1,1,2,3,5, ,2,3,4, ,.382609486579895,,
456,MW12000_112D,EN,1,10,H9K2T9,1,4,2, ,2,1,1,2,2,2,2,2,2,1,2,2,6,7,7,3,3,3,3,4,4,4, ,1,4,1, ,1.32030189037323,,
458,MW12000_112D,FR,6, ,J1C0T6,1,5,1, ,1,1,1,1,1,2,2,2,1,1,1,1,10,10,10,1,1,1,1,1,1,1, ,1,4,3, ,.359161078929901,,
459,MW12000_112D,FR,2, ,G3K0M5,1,2,1, ,1,2,2,2,2,2,2,2,2,2,2,1,7,8,8,1,1,2,1,2,4,2, ,1,4,1, ,1.41344463825226,,
460,MW12000_112D,FR,1,13,H1T3S1,2,4,1, ,1,2,2,4,2,2,3,2,2,2,1,2,98,1,7,2,2,3,3,4,4,1, ,2,4,1, ,1.49397468566895,,
461,MW12000_112D,FR,7, ,g7b2l7,2,5,1, ,1,1,2,1,2,2,2,2,2,1,2,2,8,98,8,2,2,2,2,4,4,1, ,1,2,3, ,.34767347574234,,
462,MW12000_112D,FR,1,12,H1E2E3,2,2,1, ,1,2,3,3,2,2,2,3,2,3,2,3,7,98,8,2,2,2,2,2,2,3, ,2,2,99, ,2.51851987838745,,
463,MW12000_112D,FR,7, ,g7x6h9,1,4,1, ,1,2,3,2,3,2,2,3,3,1,2,2,1,4,2,3,3,4,4,4,2,4, ,1,4,1, ,.322396665811539,,
464,MW12000_112D,FR,4, ,J9H3X5,1,6,1, ,1,2,3,2,2,2,2,4,3,2,3,3,5,98,5,2,2,2,2,2,2,1, ,1,4,3, ,.320790022611618,,
465,MW12000_112D,FR,5, ,j3y0e9,1,2,1, ,1,2,3,3,3,3,3,3,2,2,2,2,10,10,10,1,1,1,1,1,3,2, ,1,3,1, ,1.11950123310089,,
466,MW12000_112D,FR,2, ,G1J4e2,1,4,1, ,1,2,2,1,2,2,2,2,2,1,1,2,98,98,8,1,1,1,1,1,1,3, ,1,2,1, ,1.7866575717926,,
467,MW12000_112D,FR,1,11,h2j3c8,2,6,1, ,1,2,2,2,2,2,2,2,2,1,1,2,1,1,8,3,2,4,4,4,4,7,seul,2,4,3, ,.927065849304199,,
468,MW12000_112D,FR,6, ,J1N2H8,1,5,1, ,1,2,2,2,3,1,2,4,3,2,2,2,5,2,6,2,4,4,2,2,4,1, ,1,3,1, ,.359161078929901,,
469,MW12000_112D,EN,1,11,H4P2A2,1,2,2, ,2,2,1,1,2,2,2,2,1,1,1,1,10,10,10,1,1,1,1,1,1,4, ,2,4,1, ,2.40116357803345,,
470,MW12000_112D,FR,4, ,J8p4x7,2,2,1, ,1,3,2,2,2,2,2,3,2,1,2,2,9,98,8,2,2,2,2,8,3,4, ,2,2,6, ,.781999945640564,,
471,MW12000_112D,FR,1,1,H2C2Z5,1,6,1, ,1,1,1,1,1,2,2,2,1,2,1,1,6,8,6,2,1,1,2,2,2,1, ,1,4,3, ,2.07383441925049,,
472,MW12000_112D,FR,9, ,G8Y5Y7,2,5,1, ,1,1,1,2,2,2,2,2,2,1,1,2,8,5,10,1,1,2,1,8,4,1, ,1,4,2, ,.344858318567276,,
473,MW12000_112D,FR,5, ,J3y7b5,1,3,1, ,1,2,2,2,2,2,1,1,2,1,2,1,10,6,10,2,3,2,2,8,8,2, ,1,3,1, ,.591231763362885,,
474,MW12000_112D,FR,7, ,G7S1T2,2,1,1, ,1,3,3,2,3,3,2,3,3,2,2,3,6,5,10,1,1,1,1,8,8,4, ,1,4,4, ,.253914773464203,,
475,MW12000_112D,FR,9, ,g8t6r7,2,5,1, ,1,3,2,1,2,3,2,3,2,2,2,2,1,1,6,3,2,2,4,3,4,1, ,1,2,7,autonome,.344858318567276,,
476,MW12000_112D,FR,1,13,H1x2z8,1,4,1, ,1,2,2,4,2,2,2,2,2,1,2,2,7,2,10,1,1,1,1,1,4,2, ,1,4,1, ,1.04718744754791,,
477,MW12000_112D,FR,1,17,H4g2a8,2,1,1, ,1,2,2,3,3,3,3,3,3,3,3,4,1,1,1,9,9,9,9,9,9,99, ,99,99,99, ,1.16411960124969,,
