ï»¿OBJECTID,NBRE_SORTIE,MODELE,PROP,ID_POT_INC,PRISE_SORZ,ANNEE_INSTALL,MUNICIPALITE 
42114,3 sorties,MUELLER,VILLE,25P1220,1,2017,37067
69751,3 sorties,,VILLE,11P1165,1,2022,37067
20302,2 sorties,CONCORD-D67M,VILLE,11P0618,2,1989,37067
20471,2 sorties,CONCORD-D67M,VILLE,11P0006,2,1989,37067
20889,2 sorties,CANRON-CT,VILLE,42P3164,2,1980,37067
21135,2 sorties,CONCORD D67M PREMIER,VILLE,42P2232,2,2003,37067
21553,2 sorties,MCAVITY-M67,VILLE,26P0194,2,1971,37067
25635,3 sorties,,VILLE,13P1079,1,2014,37067
18456,3 sorties,CONCORD D67M PREMIER,VILLE,43P4068,2,1970,37067
18997,2 sorties,CANRON-CT,VILLE,24P1272,2,1985,37067
19120,3 sorties,CONCORD D67M PREMIER,VILLE,23P2440,2,1996,37067
19538,2 sorties,CANRON-CT,VILLE,61P0033,2,1974,37067
19661,3 sorties,CONCORD D67M PREMIER,VILLE,37P0477,2,2005,37067
19784,2 sorties,CANRON-CT,VILLE,11P0182,2,1984,37067
20202,2 sorties,CANRON-CT,VILLE,12P0098,2,1970,37067
20325,2 sorties,MCAVITY-M59M,VILLE,54P4016,2,1964,37067
20866,3 sorties,CONCORD D67M PREMIER,VILLE,12P0882,2,1950,37067
20989,2 sorties,LUDLOW,VILLE,42P4056,2,1970,37067
21530,2 sorties,CONCORD D67M PREMIER,VILLE,37P0276,2,1996,37067
17686,2 sorties,CANRON-CT,VILLE,13P0212,2,1984,37067
17769,2 sorties,CONCORD D67M PREMIER,VILLE,13P0660,2,1920,37067
18018,2 sorties,CONCORD D67M PREMIER,VILLE,43P2004,2,1950,37067
18765,2 sorties,MCAVITY-M67,VILLE,23P2332,2,1976,37067
19014,2 sorties,CANRON-CT,VILLE,11P0564,2,1970,37067
19097,3 sorties,MCAVITY-M67,VILLE,23P2168,2,1990,37067
19346,2 sorties,CANADA IRON,VILLE,12P0622,2,1950,37067
20093,3 sorties,MCAVITY-BRIGADIERM67,VILLE,25P0006,2,2004,37067
22014,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,25P1199,1,2010,37067
32081,3 sorties,MUELLER,VILLE,26P0493,1,2015,37067
36077,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,13P1086,1,2014,37067
18078,2 sorties,LUDLOW,VILLE,13P0158,2,1950,37067
18373,2 sorties,MCAVITY-BRIGADIERM67,VILLE,54P2098,2,1974,37067
18410,2 sorties,CANRON-C61A,VILLE,43P3132,2,1970,37067
18705,2 sorties,CONCORD D67M PREMIER,VILLE,11P0390,2,1998,37067
19406,2 sorties,CONCORD D67M PREMIER,VILLE,11P0519,2,2002,37067
19701,3 sorties,CONCORD D67M PREMIER,VILLE,37P0076,2,1999,37067
20033,2 sorties,CANRON-CT,VILLE,54P3008,2,1974,37067
21576,3 sorties,CONCORD D67M PREMIER,VILLE,23P2482,2,1996,37067
21908,3 sorties,CONCORD D67M PREMIER,VILLE,11P1030,1,2012,37067
23236,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,11P1044,1,2013,37067
34062,3 sorties,MUELLER,VILLE,42P5366,1,2015,37067
17640,2 sorties,CANRON-CT,VILLE,43P1086,2,1980,37067
17723,2 sorties,CANRON-CT,VILLE,43P3008,2,1980,37067
17972,2 sorties,AUTRE,VILLE,13P0084,2,1960,37067
20640,3 sorties,MUELLER,VILLE,54P7024,2,2003,37067
20972,2 sorties,CONCORD-D67M,VILLE,42P4090,2,2000,37067
23637,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,25P1195,1,2013,37067
17577,2 sorties,CANRON-CT,VILLE,61P0156,2,1983,37067
18327,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,43P2104,1,2012,37067
18659,2 sorties,LUDLOW,VILLE,12P0768,2,1950,37067
21327,3 sorties,MCAVITY-BRIGADIERM67,VILLE,37P0564,2,2008,37067
21659,3 sorties,CONCORD D67M PREMIER,VILLE,15P0082,2,2010,37067
50541,3 sorties,,VILLE,42P5391,1,2019,37067
17932,2 sorties,McAvity M67 Brigadier,VILLE,26P0098,1,1971,37067
18513,2 sorties,CANRON-CT,VILLE,61P0094,2,1974,37067
19598,2 sorties,CANRON-CT,VILLE,37P0434,2,1976,37067
19847,2 sorties,CANRON-CT,VILLE,12P0014,2,1970,37067
20926,2 sorties,CANRON-CT,VILLE,42P4150,2,1950,37067
21175,2 sorties,CONCORD-D67M,VILLE,37P0410,2,1975,37067
21513,3 sorties,MCAVITY-M67B,VILLE,26P0420,2,2010,37067
21762,3 sorties,MCAVITY-M67B,VILLE,11P0990,2,2010,37067
17826,2 sorties,DAIGLE-D67M,VILLE,43P1042,2,1990,37067
17832,2 sorties,LUDLOW,VILLE,26P0120,2,1988,37067
18619,2 sorties,LUDLOW,VILLE,11P0780,2,1960,37067
19160,2 sorties,CANRON-CT,VILLE,24P1548,2,1971,37067
19947,2 sorties,CANRON-CT,VILLE,61P0113,2,1980,37067
20285,3 sorties,AUTRE,VILLE,54P7000,2,2003,37067
20826,2 sorties,AUTRE,VILLE,42P3030,2,1990,37067
21613,3 sorties,CONCORD D67M PREMIER,VILLE,42P5254,2,2010,37067
18224,2 sorties,MCAVITY-M67,VILLE,54P2088,2,1991,37067
19306,2 sorties,CANRON-CT,VILLE,24P1328,2,1981,37067
19552,3 sorties,CONCORD-D67M,VILLE,25P0126,2,2003,37067
20139,2 sorties,CANRON-CT,VILLE,61P0172,2,1974,37067
20388,2 sorties,CONCORD D67M PREMIER,VILLE,11P0446,2,1998,37067
20634,3 sorties,AUTRE,VILLE,54P7026,2,2003,37067
21221,3 sorties,MUELLER,VILLE,11P0818,2,2005,37067
21467,2 sorties,CANRON-CT,VILLE,54P3006,2,1974,37067
21716,3 sorties,MCAVITY-BRIGADIERM67,VILLE,15P0052,2,2009,37067
18911,2 sorties,CANRON-CT,VILLE,11P0796,2,1984,37067
19452,3 sorties,MCAVITY-M67,VILLE,23P2428,2,1986,37067
19993,2 sorties,MCAVITY-M67,VILLE,24P1433,2,2003,37067
20239,2 sorties,LUDLOW,VILLE,12P0670,2,1999,37067
20534,2 sorties,CANRON-CT,VILLE,11P0224,2,1990,37067
20780,2 sorties,CANRON-CT,VILLE,42P3048,2,1985,37067
21075,3 sorties,MUELLER,VILLE,42P5008,2,2006,37067
21321,3 sorties,CONCORD D67M PREMIER,VILLE,11P0894,2,2008,37067
21862,3 sorties,AUTRE,VILLE,26P9065,2,2007,37067
17680,2 sorties,CANRON-CT,VILLE,43P1011,2,1980,37067
17846,2 sorties,DAIGLE-D67M,VILLE,13P0674,2,1920,37067
19767,2 sorties,CANRON-C61A,VILLE,11P0226,2,1960,37067
20265,2 sorties,LUDLOW,VILLE,12P0720,2,1950,37067
20763,2 sorties,DAIGLE-D67M,VILLE,42P5134,2,1990,37067
20929,2 sorties,LUDLOW,VILLE,42P4122,2,1950,37067
21261,3 sorties,MCAVITY-BRIGADIERM67,VILLE,43P5200,2,2007,37067
21427,2 sorties,CONCORD D67M PREMIER,VILLE,13P0894,2,1970,37067
21759,3 sorties,MCAVITY-M67B,VILLE,37P0602,2,2011,37067
21925,3 sorties,CONCORD D67M PREMIER,VILLE,37P0596,2,2011,37067
62549,3 sorties,,VILLE,11P1135,1,2022,37067
17703,2 sorties,CONCORD D67M PREMIER,VILLE,43P2062,2,1960,37067
18201,2 sorties,DROLET-500,VILLE,13P0848,2,1920,37067
18699,2 sorties,MCAVITY-M67,VILLE,61P0009,2,1990,37067
18865,2 sorties,CONCORD D67M PREMIER,VILLE,13P0538,2,1920,37067
18914,2 sorties,CONCORD-D67M,VILLE,11P0788,2,1984,37067
19246,2 sorties,MCAVITY-M67,VILLE,25P0098,2,,37067
68145,3 sorties,,VILLE,26P0576,1,2021,37067
19412,2 sorties,AUTRE,VILLE,11P0518,2,1999,37067
19744,2 sorties,CANRON-C61A,VILLE,12P0166,2,1960,37067
19910,2 sorties,CANRON-CT,VILLE,61P0125,2,1980,37067
20408,2 sorties,CANRON-CT,VILLE,11P0282,2,1993,37067
20906,2 sorties,CANRON-CT,VILLE,42P3148,2,1980,37067
21404,2 sorties,CANRON-CT,VILLE,11P0704,2,1970,37067
18058,2 sorties,DAIGLE-D67M,VILLE,13P0454,2,1930,37067
18722,2 sorties,LUDLOW-45,VILLE,23P2064,2,1970,37067
18891,2 sorties,MCAVITY-M67,VILLE,24P1250,2,1988,37067
19054,3 sorties,MCAVITY-M67,VILLE,23P2032,2,1990,37067
19555,3 sorties,MCAVITY-BRIGADIERM67,VILLE,25P0122,2,1996,37067
19887,2 sorties,MCAVITY-M67,VILLE,61P0144,2,1989,37067
20551,2 sorties,CANRON-CT,VILLE,11P0202,2,1970,37067
46113,3 sorties,MUELLER,VILLE,54P0060,1,2017,37067
59346,,,VILLE,43P5326,1,2021,37067
17540,3 sorties,MCAVITY-M67B,VILLE,37P0542,2,2007,37067
17872,3 sorties,CONCORD D67M PREMIER,VILLE,12P0814,1,2018,37067
18081,2 sorties,LUDLOW,VILLE,13P0096,2,1950,37067
18536,3 sorties,MCAVITY-M67,VILLE,24P1046,2,1996,37067
19077,3 sorties,MCAVITY-M67B,VILLE,23P2262,2,2003,37067
19532,3 sorties,MCAVITY-BRIGADIERM67,VILLE,25P0078,2,2001,37067
20073,2 sorties,CANRON-CT,VILLE,37P0406,2,1975,37067
20786,2 sorties,CANRON-CT,VILLE,42P3062,2,1990,37067
21118,2 sorties,CONCORD D67M PREMIER,VILLE,42P2266,2,2003,37067
61742,,,VILLE,37P0671,1,2020,37067
69353,,,VILLE,43P5342,1,2023,37067
17517,2 sorties,MCAVITY-M59M,VILLE,54P1000,2,2005,37067
18015,2 sorties,LUDLOW,VILLE,43P2016,2,1950,37067
18181,2 sorties,LUDLOW,VILLE,43P4166,2,1950,37067
18679,2 sorties,CANRON-CT,VILLE,13P0330,2,1940,37067
19930,3 sorties,MCAVITY-BRIGADIERM67,VILLE,37P0840,2,2006,37067
20428,2 sorties,CANRON-CT,VILLE,12P0106,2,1980,37067
20594,3 sorties,MUELLER,VILLE,54P8004,2,2003,37067
21092,3 sorties,CONCORD D67M PREMIER,VILLE,42P2152,2,1998,37067
52141,3 sorties,MUELLER,VILLE,26P0558,1,2020,37067
19787,2 sorties,LUDLOW,VILLE,11P0184,2,1990,37067
19953,2 sorties,CANRON-CT,VILLE,61P0043,2,1974,37067
20451,2 sorties,CANRON,VILLE,12P0696,1,2014,37067
21453,2 sorties,CANRON-CT,VILLE,11P0276,2,2009,37067
21994,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,43P5249,1,2012,37067
28443,3 sorties,,VILLE,12P1099,2,2013,37067
17889,2 sorties,CONCORD-D67M,VILLE,13P0034,2,1970,37067
18556,2 sorties,CANRON-CT,VILLE,12P0602,2,1950,37067
19220,2 sorties,DAIGLE-D67M,VILLE,37P0128,2,1987,37067
19389,3 sorties,CONCORD-D67M,VILLE,24P1188,2,1996,37067
20053,2 sorties,LUDLOW,VILLE,12P0836,2,1950,37067
20720,2 sorties,CANADA IRON,VILLE,42P4042,2,1970,37067
21802,3 sorties,CONCORD D67M PREMIER,VILLE,25P1180,2,2011,37067
42111,3 sorties,AVK,VILLE,13P1177,1,2018,37067
61344,,,VILLE,43P5325,1,2020,37067
17866,2 sorties,MCAVITY-M59M,VILLE,26P0186,2,1995,37067
17915,3 sorties,MUELLER,VILLE,26P0284,1,2022,37067
18038,2 sorties,LUDLOW,VILLE,43P5160,2,1950,37067
18579,2 sorties,CONCORD D67M PREMIER,VILLE,37P0202,2,1995,37067
20079,2 sorties,DAIGLE-D67M,VILLE,37P0176,2,1988,37067
20620,3 sorties,AUTRE,VILLE,54P7040,2,2003,37067
20743,2 sorties,LUDLOW,VILLE,42P4002,2,1970,37067
21161,2 sorties,CONCORD D67M PREMIER,VILLE,12P0904,2,1950,37067
21284,3 sorties,MCAVITY-BRIGADIERM67,VILLE,13P0974,2,2009,37067
21825,3 sorties,MCAVITY-M67B,VILLE,11P0912,2,2011,37067
27235,3 sorties,,VILLE,12P1087,2,2013,37067
52539,3 sorties,,VILLE,26P0560,1,2020,37067
17603,2 sorties,CANRON-CT,VILLE,43P1034,2,1980,37067
17852,2 sorties,CONCORD D67M PREMIER,VILLE,43P3082,2,1970,37067
18101,3 sorties,CONCORD D67M PREMIER,VILLE,23P0122,2,1995,37067
18350,2 sorties,MCAVITY-BRIGADIERM67,VILLE,61P9051,2,2001,37067
18599,2 sorties,CANRON-CT,VILLE,12P0942,2,1970,37067
18848,2 sorties,CANRON,VILLE,13P0700,2,1981,37067
19761,2 sorties,LUDLOW,VILLE,11P0338,2,1960,37067
20010,2 sorties,CONCORD-D67M,VILLE,12P0158,2,1987,37067
21682,2 sorties,LUDLOW,VILLE,43P2092,2,1950,37067
21931,3 sorties,CONCORD D67M PREMIER,VILLE,11P0834,2,2005,37067
40488,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,61P0292,1,2014,37067
17746,3 sorties,MCAVITY-M67,VILLE,26P0320,2,1997,37067
18244,3 sorties,MUELLER,VILLE,13P0752,1,2019,37067
18742,2 sorties,CONCORD D67M PREMIER,VILLE,11P0628,2,1960,37067
19240,3 sorties,MCAVITY-M67B,VILLE,23P2310,2,2002,37067
19369,2 sorties,CANRON-CT,VILLE,12P0552,2,1970,37067
19867,2 sorties,CANRON-CT,VILLE,11P0366,2,1970,37067
20365,2 sorties,CONCORD D67M PREMIER,VILLE,12P0862,2,1992,37067
20863,2 sorties,CANRON-CT,VILLE,42P3094,2,2000,37067
20912,2 sorties,CANRON-CT,VILLE,42P3159,2,1980,37067
25240,3 sorties,CONCORD D67M PREMIER,VILLE,43P5266,1,2013,37067
71354,3 sorties,,VILLE,11P1150,1,2024,37067
17554,2 sorties,CANRON-CT,VILLE,37P0222,2,1969,37067
18387,2 sorties,LUDLOW,VILLE,43P2128,2,1950,37067
18636,2 sorties,CANRON-CT,VILLE,24P1602,2,1976,37067
19226,2 sorties,LUDLOW,VILLE,12P0138,2,1960,37067
19973,3 sorties,CONCORD D67M PREMIER,VILLE,61P0109,2,1990,37067
20222,3 sorties,CONCORD D67M PREMIER,VILLE,12P0566,2,2000,37067
20308,2 sorties,CANRON-CT,VILLE,54P6006,2,2000,37067
21055,2 sorties,LUDLOW,VILLE,42P5048,2,1950,37067
21304,3 sorties,MCAVITY-BRIGADIERM67,VILLE,11P0001,2,2008,37067
21633,3 sorties,CONCORD D67M PREMIER,VILLE,25P1158,2,2010,37067
17909,2 sorties,MCAVITY-M67,VILLE,26P0236,2,1992,37067
17995,3 sorties,MUELLER,VILLE,13P0420,2,2022,37067
18991,2 sorties,MCAVITY-M67,VILLE,24P1266,2,1988,37067
19618,2 sorties,LUDLOW,VILLE,12P0470,2,1960,37067
20614,3 sorties,AUTRE,VILLE,54P7060,2,2003,37067
20700,2 sorties,CANRON-CT,VILLE,26P0160,2,1971,37067
21241,3 sorties,MCAVITY-M67,VILLE,24P1212,2,1988,37067
21696,3 sorties,MCAVITY-M67B,VILLE,23P2532,2,2009,37067
27647,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,37P0632,1,2013,37067
49336,3 sorties,,VILLE,13P1180,1,2018,37067
18685,3 sorties,CONCORD D67M PREMIER,VILLE,37P0073,2,2004,37067
18934,3 sorties,CONCORD D67M PREMIER,VILLE,11P0554,2,1992,37067
19177,2 sorties,MCAVITY-M67,VILLE,24P1308,2,1966,37067
19183,2 sorties,CANRON-CT,VILLE,24P1242,2,1975,37067
19432,3 sorties,MCAVITY-M67B,VILLE,25P0052,2,2002,37067
20849,2 sorties,CANADA IRON,VILLE,42P4066,2,1970,37067
21098,2 sorties,DAIGLE-D67M,VILLE,42P2100,2,1990,37067
21347,3 sorties,MCAVITY-BRIGADIERM67,VILLE,42P5230,2,2008,37067
21596,2 sorties,CANRON,VILLE,37P0250,2,1969,37067
47315,3 sorties,MUELLER,VILLE,37P0663,1,2016,37067
66542,3 sorties,,VILLE,43P5338,1,2022,37067
17660,2 sorties,CANRON,VILLE,37P0274,2,1996,37067
18785,2 sorties,MCAVITY-M67,VILLE,24P1304,2,1985,37067
19283,2 sorties,DROLET-400,VILLE,24P1422,2,1986,37067
19326,3 sorties,MCAVITY-BRIGADIERM67,VILLE,25P0046,1,2012,37067
19824,2 sorties,CONCORD D67M PREMIER,VILLE,13P0918,2,1920,37067
20949,2 sorties,LUDLOW,VILLE,42P4076,2,1950,37067
21447,2 sorties,CONCORD-D67M,VILLE,11P0150,2,1991,37067
21490,2 sorties,CANRON-CT,VILLE,61P0245,2,1974,37067
21988,3 sorties,CONCORD D67M PREMIER,VILLE,13P1071,1,2012,37067
34474,3 sorties,MUELLER,VILLE,26P0513,1,2015,37067
18393,2 sorties,LUDLOW,VILLE,43P2088,2,1960,37067
18642,2 sorties,MCAVITY-M67,VILLE,24P1246,2,1988,37067
19475,2 sorties,CONCORD D67M PREMIER,VILLE,37P0042,2,1998,37067
19724,2 sorties,MCAVITY-M67,VILLE,54P6030,2,1966,37067
20557,3 sorties,MUELLER,VILLE,54P8078,2,2003,37067
20806,2 sorties,CANRON,VILLE,42P5044,2,1970,37067
21639,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,11P0984,1,2010,37067
21888,3 sorties,,VILLE,25P1188,2,2011,37067
17952,2 sorties,LUDLOW,VILLE,43P2048,2,1960,37067
18493,2 sorties,MCAVITY,VILLE,43P4170,2,1950,37067
19034,2 sorties,CANRON-CT,VILLE,11P0600,2,1970,37067
19575,2 sorties,LUDLOW,VILLE,26P0042,2,1960,37067
20116,2 sorties,CANRON-CT,VILLE,61P0239,2,1974,37067
20657,2 sorties,CONCORD D67M PREMIER,VILLE,11P0106,2,1999,37067
21198,2 sorties,CONCORD D67M PREMIER,VILLE,13P0436,2,1984,37067
21739,3 sorties,CONCORD D67M PREMIER,VILLE,11P0898,2,2004,37067
17597,3 sorties,CONCORD D67M PREMIER,VILLE,42P9006,2,2006,37067
17929,2 sorties,CONCORD D67M PREMIER,VILLE,26P0068,2,1988,37067
19850,2 sorties,CANRON-CT,VILLE,12P0094,2,1970,37067
20182,2 sorties,CANRON-C61A,VILLE,12P0164,2,1960,37067
20514,2 sorties,CANRON-CT,VILLE,11P0268,2,1970,37067
20846,2 sorties,DAIGLE-D67M,VILLE,42P3002,2,1990,37067
21178,2 sorties,CANRON-CT,VILLE,13P0460,2,1920,37067
21510,3 sorties,MCAVITY-M67B,VILLE,13P1018,2,2010,37067
21842,2 sorties,CONCORD D67M PREMIER,VILLE,11P0523,2,2004,37067
54142,3 sorties,MUELLER,VILLE,37P0680,1,2021,37067
20537,2 sorties,CANRON-CT,VILLE,11P0218,2,1970,37067
20869,2 sorties,CANRON,VILLE,42P3118,2,1975,37067
21201, , ,VILLE,15P0162,2,2004,37067
21533,3 sorties,CONCORD D67M PREMIER,VILLE,37P0044,2,1998,37067
21865,3 sorties,AUTRE,VILLE,26P0036,2,2007,37067
47335,3 sorties,,VILLE,26P0544,1,2018,37067
18144,2 sorties,MCAVITY,VILLE,43P5098,2,1950,37067
18476,3 sorties,CONCORD D67M PREMIER,VILLE,43P5082,2,1950,37067
18808,2 sorties,CANRON-CT,VILLE,13P0464,2,1930,37067
19140,3 sorties,CONCORD-D67M,VILLE,23P2030,2,1966,37067
19472,2 sorties,CANRON,VILLE,37P0422,2,1969,37067
19804,2 sorties,CANRON-CT,VILLE,12P0062,2,1970,37067
20136,2 sorties,MCAVITY-M67,VILLE,61P0129,2,1988,37067
20468,2 sorties,LUDLOW,VILLE,12P0838,2,1950,37067
63342,3 sorties,MUELLER,VILLE,54P0067,1,2022,37067
18831,2 sorties,CANRON,VILLE,37P0318,2,1968,37067
19163,2 sorties,CANRON-CT,VILLE,24P1504,2,1971,37067
19495,3 sorties,MCAVITY-M67,VILLE,23P2268,2,1996,37067
19827,2 sorties,CANRON-CT,VILLE,61P0192,2,1974,37067
20159,3 sorties,MCAVITY-M67,VILLE,61P0275,2,1988,37067
20491,3 sorties,CONCORD D67M PREMIER,VILLE,12P0998,2,1950,37067
20823,2 sorties,LUDLOW,VILLE,12P1040,2,1950,37067
21155,2 sorties,DAIGLE-D67M,VILLE,42P2060,2,1990,37067
21487,2 sorties,CANADA IRON,VILLE,43P3010,2,1970,37067
32061,3 sorties,CONCORD D67M PREMIER,VILLE,26P0465,1,2014,37067
47713,3 sorties,,VILLE,11P1094,1,2018,37067
17766,2 sorties,MCAVITY-M67,VILLE,26P0242,2,1995,37067
18430,2 sorties,CANRON-CT,VILLE,43P4048,2,1980,37067
19017,2 sorties,CANRON-CT,VILLE,11P0568,2,1970,37067
19094,2 sorties,CANRON-CT,VILLE,23P2294,2,1981,37067
19681,2 sorties,MCAVITY-M67,VILLE,54P5002,2,1974,37067
20345,2 sorties,DAIGLE-D67M,VILLE,12P1012,2,1986,37067
21009,2 sorties,CANADA IRON,VILLE,42P1046,2,1970,37067
21015,2 sorties,CANRON,VILLE,42P1040,2,2005,37067
21679,3 sorties,MCAVITY-M67B,VILLE,54P0014,2,2010,37067
32084,3 sorties,MUELLER,VILLE,26P0496,1,2015,37067
17789,2 sorties,LUDLOW,VILLE,13P0520,2,1920,37067
18453,2 sorties,DAIGLE-D67M,VILLE,43P5114,2,1950,37067
18994,2 sorties,MCAVITY-M67,VILLE,24P1302,2,1985,37067
19117,2 sorties,CANRON-CT,VILLE,23P2468,2,1987,37067
19658,3 sorties,MUELLER,VILLE,37P0490,2,2005,37067
19781,2 sorties,LUDLOW,VILLE,11P0252,2,1960,37067
20322,2 sorties,MCAVITY-M59M,VILLE,54P4036,2,1964,37067
20992,3 sorties,MCAVITY-BRIGADIERM67,VILLE,42P9107,2,2005,37067
21656,3 sorties,CONCORD D67M PREMIER,VILLE,15P0076,2,2010,37067
17474,3 sorties,MCAVITY-M67B,VILLE,11P0858,2,2007,37067
17643,2 sorties,LUDLOW,VILLE,13P0682,2,1920,37067
18138,3 sorties,CONCORD D67M PREMIER,VILLE,13P0662,2,1920,37067
18307,2 sorties,CANRON-CT,VILLE,24P1174,2,1976,37067
18971,2 sorties,DAIGLE-D67M,VILLE,24P1014,2,1989,37067
19635,2 sorties,CONCORD-D67M,VILLE,11P0008,2,1989,37067
21556,3 sorties,CONCORD D67M PREMIER,VILLE,11P0946,2,2009,37067
50939,3 sorties,,VILLE,11P1104,1,2019,37067
17497,3 sorties,MCAVITY-M67B,VILLE,15P0024,2,2008,37067
17620,2 sorties,LUDLOW,VILLE,43P1120,2,1950,37067
17743,2 sorties,MCAVITY-M67,VILLE,26P0270,2,1966,37067
18161,2 sorties,DAIGLE-D67M,VILLE,43P5044,2,1950,37067
18284,2 sorties,DAIGLE-D67M,VILLE,11P1110,2,1986,37067
18407,2 sorties,CANRON,VILLE,43P3068,2,1970,37067
18825,2 sorties,CANRON,VILLE,37P0380,2,1976,37067
21702,3 sorties,CONCORD D67M PREMIER,VILLE,25P1142,2,2009,37067
27653,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,37P0638,1,2024,37067
28440,3 sorties,MCAVITY-M67B,VILLE,12P1096,2,2013,37067
59744,,,VILLE,13P1200,1,2021,37067
60949,,,VILLE,12P1135,1,2021,37067
17935,2 sorties,MCAVITY-M67,VILLE,26P0096,2,1976,37067
18267,3 sorties,MCAVITY-BRIGADIERM67,VILLE,61P9045,2,2004,37067
18516,2 sorties,CANRON-CT,VILLE,61P0134,2,1974,37067
19263,2 sorties,LUDLOW,VILLE,24P1586,2,1976,37067
19512,3 sorties,MCAVITY-M67,VILLE,23P2412,2,1987,37067
19595,3 sorties,CANRON-CT,VILLE,61P0080,2,1974,37067
19844,2 sorties,CANRON-CT,VILLE,12P0004,2,1970,37067
21765,3 sorties,MCAVITY-M67B,VILLE,11P0994,2,2010,37067
27670,3 sorties,CONCORD D67M PREMIER,VILLE,25P1207,1,2014,37067
56140,,,VILLE,25P1229,1,2020,37067
17580,2 sorties,CANRON-CT,VILLE,61P0153,2,1981,37067
18576,2 sorties,CANRON-CT,VILLE,37P0206,2,1979,37067
18871,2 sorties,CONCORD-D67M,VILLE,13P0536,2,1920,37067
18908,2 sorties,CONCORD-D67M,VILLE,11P0794,2,1960,37067
19203,2 sorties,CANRON-CT,VILLE,37P0094,2,2003,37067
20199,2 sorties,MCAVITY-M59M,VILLE,54P3032,2,1998,37067
20531,2 sorties,CANRON-CT,VILLE,11P0166,2,1990,37067
21078,3 sorties,CONCORD D67M PREMIER,VILLE,42P2108,2,2005,37067
21410,3 sorties,CONCORD D67M PREMIER,VILLE,11P0071,2,2004,37067
17637,2 sorties,CANRON-CT,VILLE,43P1074,2,1980,37067
19309,2 sorties,CANRON-CT,VILLE,24P1326,2,1976,37067
19558,3 sorties,CONCORD D67M PREMIER,VILLE,25P1122,2,1996,37067
19641,2 sorties,CANRON,VILLE,37P0324,2,1985,37067
19890,2 sorties,CANRON-CT,VILLE,61P0100,2,1989,37067
20391,2 sorties,LUDLOW,VILLE,11P0632,2,1960,37067
20637,3 sorties,MUELLER,VILLE,54P9092,2,2003,37067
20723,2 sorties,CANADA IRON,VILLE,42P4072,2,1970,37067
20886,2 sorties,CANRON-CT,VILLE,42P3136,2,1980,37067
20969,2 sorties,CONCORD D67M PREMIER,VILLE,42P4086,2,2000,37067
21218,3 sorties,CONCORD D67M PREMIER,VILLE,11P9168,2,2005,37067
59343,,,VILLE,43P5328,1,2021,37067
18622,2 sorties,MCAVITY-M67,VILLE,24P1366,2,1988,37067
18954,3 sorties,MCAVITY-M67,VILLE,23P2132,2,1996,37067
19704,3 sorties,CONCORD D67M PREMIER,VILLE,12P0442,2,1960,37067
19950,2 sorties,CANRON-CT,VILLE,61P0168,2,1974,37067
20036,2 sorties,CANRON-CT,VILLE,54P3016,2,1974,37067
20245,2 sorties,LUDLOW,VILLE,12P0520,2,1960,37067
20282,3 sorties,MUELLER,VILLE,54P7004,2,2003,37067
20577,3 sorties,MUELLER,VILLE,54P8038,2,2003,37067
21032,2 sorties,DAIGLE-D67M,VILLE,42P5126,2,1990,37067
21364,3 sorties,MCAVITY-BRIGADIERM67,VILLE,61P0278,2,2007,37067
21573,3 sorties,MCAVITY,VILLE,23P2500,2,1996,37067
21905,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,26P0446,1,2012,37067
17683,2 sorties,MCAVITY-M59M,VILLE,26P0286,2,1966,37067
18762,2 sorties,CONCORD-D67M,VILLE,23P2314,2,1989,37067
18768,2 sorties,CANRON-CT,VILLE,23P2420,2,1976,37067
19011,2 sorties,CONCORD D67M PREMIER,VILLE,11P0701,2,2005,37067
19349,2 sorties,CANRON-CT,VILLE,12P0598,2,1970,37067
20096,3 sorties,MCAVITY-BRIGADIERM67,VILLE,25P1118,2,2005,37067
20677,2 sorties,LUDLOW,VILLE,13P0358,2,1960,37067
20683,2 sorties,LUDLOW,VILLE,13P0496,2,1920,37067
20932,2 sorties,CONCORD D67M PREMIER,VILLE,42P4142,2,1950,37067
22011,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,13P1072,1,2010,37067
36080,,,VILLE,11P1045,2,,37067
17783,2 sorties,CONCORD-D67M,VILLE,11P0096,2,1989,37067
18121,2 sorties,AUTRE,VILLE,43P5152,2,1950,37067
18324,2 sorties,CANRON-CT,VILLE,43P2118,2,1950,37067
18662,2 sorties,LUDLOW,VILLE,12P0756,2,1950,37067
19449,2 sorties,MCAVITY-M67,VILLE,23P2330,2,1986,37067
19455,3 sorties,MCAVITY-M67,VILLE,23P2376,2,1980,37067
19990,2 sorties,CANRON-CT,VILLE,61P0266,2,1974,37067
19996,2 sorties,CONCORD D67M PREMIER,VILLE,24P1362,2,1986,37067
