ï»¿OBJECTID,NBRE_SORTIE,MODELE,PROP,ID_POT_INC,PRISE_SORZ,ANNEE_INSTALL,MUNICIPALITE
21898,3 sorties,CONCORD D67M PREMIER,VILLE,13P1066,1,2011,37067
21904,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,26P0447,1,2012,37067
17919,2 sorties,CONCORD-D67M,VILLE,11P0074,2,1989,37067
17962,2 sorties,CANRON-CT,VILLE,13P0146,2,1970,37067
18085,2 sorties,AUTRE,VILLE,13P0116,2,1950,37067
18460,3 sorties,CONCORD D67M PREMIER,VILLE,43P4192,2,1950,37067
18626,3 sorties,MCAVITY-M67,VILLE,24P1214,2,1988,37067
18632,2 sorties,CANRON-CT,VILLE,24P1554,2,1978,37067
58543,3 sorties,,VILLE,11P1134,1,2021,37067
62551,3 sorties,,VILLE,11P1137,1,2022,37067
64543,3 sorties,MUELLER,VILLE,37P0687,1,2023,37067
21755,3 sorties,CONCORD D67M PREMIER,VILLE,37P0600,2,2011,37067
21804,3 sorties,CONCORD D67M PREMIER,VILLE,25P1184,2,2011,37067
21921,3 sorties,MCAVITY-M67B,VILLE,37P0574,2,2009,37067
21927,3 sorties,MCAVITY-M67B,VILLE,37P0614,1,2023,37067
35274,3 sorties,MUELLER,VILLE,11P1062,1,2016,37067
47723,3 sorties,MUELLER,VILLE,26P0554,1,2018,37067
19763,2 sorties,CONCORD D67M PREMIER,VILLE,11P0336,2,1960,37067
20126,2 sorties,CANRON-CT,VILLE,61P0185,2,1974,37067
20624,3 sorties,AUTRE,VILLE,54P7032,2,2003,37067
20790,2 sorties,DAIGLE-D67M,VILLE,42P3090,2,1990,37067
21263,3 sorties,MCAVITY-BRIGADIERM67,VILLE,43P5196,2,2007,37067
21429,2 sorties,CONCORD D67M PREMIER,VILLE,13P0960,2,1920,37067
17942,2 sorties,CANRON-CT,VILLE,43P3044,2,1970,37067
18111,3 sorties,MCAVITY-M67,VILLE,26P0276,2,1993,37067
18775,2 sorties,CONCORD D67M PREMIER,VILLE,11P0064,2,2001,37067
19193,2 sorties,CONCORD-D67M,VILLE,24P1356,2,1987,37067
19857,2 sorties,CONCORD-D67M,VILLE,11P0356,2,1995,37067
20032,2 sorties,MCAVITY-M67,VILLE,54P2084,2,1989,37067
24434,3 sorties,CONCORD D67M PREMIER,VILLE,37P0626,1,2013,37067
36087,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,37P0646,1,2010,37067
47325,3 sorties,,VILLE,26P0549,1,2017,37067
49738,3 sorties,,VILLE,13P1182,1,2015,37067
20524,2 sorties,CONCORD-D67M,VILLE,11P0116,2,1991,37067
20696,2 sorties,CANRON-CT,VILLE,26P0204,2,1971,37067
21114,3 sorties,CONCORD D67M PREMIER,VILLE,42P2186,2,1998,37067
21357,3 sorties,MCAVITY-BRIGADIERM67,VILLE,54P0004,2,2006,37067
21778,3 sorties,MCAVITY-M67B,VILLE,54P0026,2,2010,37067
22021,3 sorties,CONCORD D67M PREMIER,VILLE,43P5254,1,2010,37067
17842,2 sorties,CANRON-CT,VILLE,26P0172,2,1975,37067
18752,3 sorties,MCAVITY-M67,VILLE,23P2194,2,2002,37067
19293,2 sorties,MCAVITY-M67,VILLE,24P1334,2,1960,37067
19834,2 sorties,MCAVITY-BRIGADIER,VILLE,61P9067,2,2001,37067
20006,2 sorties,MCAVITY-M67,VILLE,24P1394,2,1989,37067
20055,2 sorties,LUDLOW,VILLE,12P0672,2,1950,37067
20547,2 sorties,CANRON-CT,VILLE,11P0258,2,1970,37067
20596,3 sorties,AUTRE,VILLE,54P8002,2,2003,37067
21137,2 sorties,LUDLOW,VILLE,12P0746,2,1950,37067
21998,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,26P0455,1,2012,37067
25244,3 sorties,CONCORD D67M PREMIER,VILLE,43P5270,1,2013,37067
17650,3 sorties,CONCORD-D67M,VILLE,12P1056,2,1940,37067
17899,2 sorties,CANRON-CT,VILLE,13P0014,2,1970,37067
18148,2 sorties,LUDLOW,VILLE,43P5036,2,1950,37067
18397,2 sorties,CANRON-C61A,VILLE,43P3124,2,1970,37067
19322,2 sorties,CANRON-CT,VILLE,11P0696,2,1970,37067
19820,2 sorties,CONCORD D67M PREMIER,VILLE,13P0902,2,1920,37067
66942,3 sorties,MUELLER,VILLE,54P0076,1,2021,37067
20069,3 sorties,CONCORD D67M PREMIER,VILLE,37P0180,2,1988,37067
20318,2 sorties,CANRON-CT,VILLE,54P4044,2,1964,37067
20567,3 sorties,MUELLER,VILLE,54P8062,2,2003,37067
20816,2 sorties,CANRON,VILLE,42P5154,2,1970,37067
21729,3 sorties,CONCORD D67M PREMIER,VILLE,42P5326,2,2011,37067
21978,2 sorties,CONCORD D67M PREMIER,VILLE,12P1058,2,1940,37067
17507,3 sorties,MCAVITY-BRIGADIERM67,VILLE,26P0394,2,2007,37067
17556,3 sorties,MCAVITY-BRIGADIERM67,VILLE,37P0560,2,2008,37067
18005,2 sorties,CONCORD D67M PREMIER,VILLE,13P0412,2,1930,37067
18054,2 sorties,CONCORD-D67M,VILLE,13P0270,2,1998,37067
18503,2 sorties,MCAVITY-M59M,VILLE,54P2040,2,1983,37067
18681,3 sorties,CONCORD D67M PREMIER,VILLE,13P0314,2,1930,37067
21386,2 sorties,MCAVITY-M67,VILLE,61P0005,2,1990,37067
21835,3 sorties,CONCORD D67M PREMIER,VILLE,24P1628,2,2010,37067
47317,3 sorties,MUELLER,VILLE,37P0665,1,2016,37067
19179,2 sorties,CANRON-CT,VILLE,24P1232,2,1975,37067
19714,3 sorties,MCAVITY-M67,VILLE,61P0026,2,1988,37067
20212,2 sorties,LUDLOW,VILLE,12P0005,2,1960,37067
20710,3 sorties,MCAVITY,VILLE,26P0116,2,1998,37067
21208,2 sorties,CONCORD-D67M,VILLE,12P0732,2,1950,37067
21337,3 sorties,MCAVITY-BRIGADIERM67,VILLE,42P5242,2,2007,37067
17613,2 sorties,LUDLOW,VILLE,43P1128,2,1950,37067
17862,3 sorties,LUDLOW,VILLE,43P2032,2,1950,37067
17948,2 sorties,LUDLOW,VILLE,43P3128,2,1970,37067
18695,3 sorties,MCAVITY-BRIGADIERM67,VILLE,61P9042,2,2001,37067
18944,3 sorties,MCAVITY-M67,VILLE,23P2184,2,1986,37067
19273,2 sorties,MCAVITY-M67,VILLE,24P1352,2,1987,37067
19522,2 sorties,LUDLOW,VILLE,23P2484,2,1979,37067
20355,2 sorties,LUDLOW,VILLE,13P0366,2,1940,37067
20604,3 sorties,MUELLER,VILLE,54P7070,2,2003,37067
20945,3 sorties,MCAVITY,VILLE,42P4114,2,1950,37067
21194,3 sorties,CONCORD D67M PREMIER,VILLE,13P0840,2,1920,37067
46913,3 sorties,MUELLER,VILLE,42P5384,1,2018,37067
18254,2 sorties,LUDLOW,VILLE,43P2066,2,1960,37067
18340,2 sorties,LUDLOW,VILLE,24P1522,2,1960,37067
18881,2 sorties,CONCORD-D67M,VILLE,11P0420,2,1991,37067
18930,2 sorties,CONCORD-D67M,VILLE,11P0542,2,1985,37067
19336,3 sorties,CONCORD D67M PREMIER,VILLE,12P0126,2,1960,37067
19877,2 sorties,LUDLOW,VILLE,12P0664,2,1960,37067
19963,2 sorties,MCAVITY-M67,VILLE,61P0049,2,1990,37067
20012,2 sorties,CONCORD-D67M,VILLE,12P0162,2,1986,37067
20553,3 sorties,MUELLER,VILLE,54P8086,2,2003,37067
20959,3 sorties,CONCORD D67M PREMIER,VILLE,42P2208,2,1999,37067
21586,3 sorties,MCAVITY-M67B,VILLE,11P0928,2,2008,37067
21635,3 sorties,CONCORD D67M PREMIER,VILLE,11P0958,2,2010,37067
18489,2 sorties,LUDLOW,VILLE,43P4108,2,1950,37067
18738,2 sorties,MCAVITY-M59M,VILLE,25P0136,2,1996,37067
18981,2 sorties,MCAVITY-M67,VILLE,24P1084,2,1989,37067
18987,2 sorties,MCAVITY-M67,VILLE,23P2082,2,1990,37067
19230,2 sorties,CANRON-CT,VILLE,23P2344,2,1981,37067
19236,2 sorties,CANRON-CT,VILLE,23P2322,2,1986,37067
21400,2 sorties,CONCORD D67M PREMIER,VILLE,13P0626,2,1920,37067
25236,3 sorties,CONCORD D67M PREMIER,VILLE,43P5262,1,2013,37067
27637,3 sorties,CONCORD D67M PREMIER,VILLE,15P0095,1,2014,37067
27643,3 sorties,CONCORD D67M PREMIER,VILLE,15P0101,1,2014,37067
19479,2 sorties,LUDLOW,VILLE,12P0288,2,1941,37067
20653,2 sorties,LUDLOW,VILLE,12P0534,2,1960,37067
20902,2 sorties,CANRON-CT,VILLE,42P3192,2,1980,37067
21145,2 sorties,DAIGLE-D67M,VILLE,42P2000,2,1990,37067
21151,2 sorties,DAIGLE-D67M,VILLE,42P2070,2,1990,37067
21394,2 sorties,CANRON-CT,VILLE,13P0378,2,1940,37067
17464,3 sorties,MCAVITY-BRIGADIERM67,VILLE,43P5204,2,2007,37067
18097,2 sorties,LUDLOW,VILLE,13P0168,2,1950,37067
18589,2 sorties,CONCORD D67M PREMIER,VILLE,11P0499,2,2004,37067
18595,3 sorties,CONCORD D67M PREMIER,VILLE,11P0391,2,2005,37067
18638,2 sorties,MCAVITY-M67,VILLE,24P1292,2,1988,37067
19087,3 sorties,MCAVITY-M67,VILLE,23P2366,2,1986,37067
21294,3 sorties,MCAVITY-BRIGADIERM67,VILLE,13P0994,1,2009,37067
21792,3 sorties,MCAVITY-M67,VILLE,11P1008,2,2011,37067
30448,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,11P1050,1,2014,37067
32071,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,26P0482,1,2014,37067
19130,3 sorties,MCAVITY-M67,VILLE,23P2290,2,1986,37067
19628,2 sorties,LUDLOW,VILLE,12P0634,2,1960,37067
20261,2 sorties,DAIGLE-D67M,VILLE,12P0710,2,1960,37067
20753,2 sorties,DAIGLE-D67M,VILLE,42P5116,2,1990,37067
20802,2 sorties,CANADA IRON,VILLE,42P5094,2,1970,37067
21251,3 sorties,CONCORD D67M PREMIER,VILLE,43P4102,2,1970,37067
17607,2 sorties,LUDLOW,VILLE,43P1114,2,1970,37067
17856,2 sorties,CANRON,VILLE,43P3086,2,1980,37067
17954,2 sorties,LUDLOW,VILLE,43P2056,2,1950,37067
18197,3 sorties,MCAVITY-BRIGADIERM67,VILLE,37P0494,2,1998,37067
18446,3 sorties,MUELLER,VILLE,43P5334,1,2022,37067
18689,3 sorties,CONCORD D67M PREMIER,VILLE,37P0482,2,2004,37067
51739,3 sorties,CONCORD D67M PREMIER,VILLE,37P0677,1,2024,37067
20610,3 sorties,MUELLER,VILLE,54P7052,2,2003,37067
20853,2 sorties,DAIGLE-D67M,VILLE,42P3076,2,1990,37067
21102,2 sorties,DAIGLE-D67M,VILLE,42P2094,2,1990,37067
21443,2 sorties,CONCORD-D67M,VILLE,11P0144,2,1991,37067
21692,3 sorties,MCAVITY-BRIGADIERM67,VILLE,11P0902,2,2009,37067
21935,3 sorties,CONCORD D67M PREMIER,VILLE,11P9166,2,2006,37067
18938,3 sorties,CANRON-CT,VILLE,23P2100,2,1971,37067
19279,2 sorties,CANRON-CT,VILLE,24P1506,2,1984,37067
19528,3 sorties,CANRON-CT,VILLE,23P2452,2,1987,37067
19771,2 sorties,LUDLOW,VILLE,11P0236,2,1950,37067
20020,2 sorties,MCAVITY-M67,VILLE,54P6026,2,1966,37067
20361,2 sorties,CONCORD D67M PREMIER,VILLE,12P0894,2,1950,37067
17756,2 sorties,LUDLOW,VILLE,13P0178,2,1950,37067
17805,2 sorties,CANRON-CT,VILLE,61P0041,2,1974,37067
18297,2 sorties,CANRON-CT,VILLE,24P1164,2,1976,37067
18346,2 sorties,MCAVITY-M67,VILLE,61P0252,2,1990,37067
18838,2 sorties,CANRON,VILLE,13P0850,2,1920,37067
18887,2 sorties,CANRON-CT,VILLE,11P0558,2,1984,37067
28035,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,42P5359,1,2011,37067
60544,,,VILLE,25P1233,1,2021,37067
19379,3 sorties,MCAVITY-M67,VILLE,24P1044,2,1991,37067
19428,3 sorties,CONCORD D67M PREMIER,VILLE,11P0524,2,1995,37067
19920,2 sorties,CONCORD-D67M,VILLE,37P0138,2,1987,37067
19969,2 sorties,SENTINEL,VILLE,61P0085,2,1990,37067
20461,2 sorties,LUDLOW,VILLE,12P0852,2,1998,37067
21002,2 sorties,LUDLOW,VILLE,42P1022,2,1970,37067
18403,2 sorties,CANRON-CT,VILLE,43P3052,2,1970,37067
18735,3 sorties,MCAVITY-M67,VILLE,25P0108,2,1996,37067
19067,2 sorties,CANRON-CT,VILLE,24P1516,2,1976,37067
19731,2 sorties,MCAVITY-M67,VILLE,54P6036,2,1966,37067
19992,3 sorties,MCAVITY-M67B,VILLE,24P1431,2,2003,37067
20063,2 sorties,CANRON-CT,VILLE,12P0702,2,1960,37067
56940,3 sorties,,VILLE,11P1120,1,2021,37067
20324,2 sorties,MCAVITY-M59M,VILLE,54P4032,2,1964,37067
20395,2 sorties,CONCORD-D67M,VILLE,11P0766,2,1990,37067
20988,2 sorties,LUDLOW,VILLE,42P4058,2,1970,37067
21320,3 sorties,CONCORD D67M PREMIER,VILLE,11P0896,2,2008,37067
21984,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,11P1031,1,2012,37067
32063,3 sorties,CONCORD D67M PREMIER,VILLE,26P0468,1,2014,37067
17716,2 sorties,LUDLOW,VILLE,13P0658,2,1920,37067
18048,2 sorties,LUDLOW,VILLE,13P0258,2,1940,37067
18380,3 sorties,CONCORD D67M PREMIER,VILLE,43P4146,1,2019,37067
18712,2 sorties,CANRON-CT,VILLE,24P1160,2,1985,37067
19044,2 sorties,CANRON-CT,VILLE,11P0736,2,1970,37067
19376,2 sorties,CANRON-CT,VILLE,12P0370,2,1982,37067
19708,2 sorties,CANRON-C61A,VILLE,12P0066,2,1970,37067
21011,2 sorties,DAIGLE-D67M,VILLE,12P1026,2,1940,37067
22007,3 sorties,CONCORD D67M PREMIER,VILLE,54P0050,1,2010,37067
44514,3 sorties,,VILLE,11P1091,1,2017,37067
17785,2 sorties,CONCORD-D67M,VILLE,11P0070,2,1989,37067
18117,2 sorties,CONCORD D67M PREMIER,VILLE,13P0416,2,1930,37067
18781,2 sorties,MCAVITY-90-PORTE,VILLE,24P1072,2,1989,37067
19113,2 sorties,CANRON-CT,VILLE,61P0069,2,1974,37067
19777,2 sorties,CANRON-CT,VILLE,11P0248,2,1950,37067
20109,2 sorties,CANRON-CT,VILLE,61P0231,2,1974,37067
60143,3 sorties,,VILLE,11P1115,1,2021,37067
20441,2 sorties,CANRON-CT,VILLE,12P0258,2,1970,37067
20773,2 sorties,CANRON-CT,VILLE,42P3108,2,1980,37067
21034,2 sorties,CANADA IRON,VILLE,12P0912,2,1950,37067
21105,2 sorties,DAIGLE-D67M,VILLE,42P2064,2,1990,37067
21437,3 sorties,MUELLER,VILLE,25P0012,1,2022,37067
28436,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,12P1092,2,2013,37067
18094,3 sorties,MUELLER,VILLE,13P0194,1,2020,37067
18758,2 sorties,MCAVITY-M67,VILLE,23P2300,2,1976,37067
19090,2 sorties,MCAVITY-M67,VILLE,23P2232,2,1988,37067
19422,2 sorties,CONCORD-D67M,VILLE,11P0674,2,1994,37067
19754,2 sorties,MCAVITY-M67,VILLE,54P2086,2,1990,37067
20086,3 sorties,MCAVITY-BRIGADIERM67,VILLE,37P0468,2,2004,37067
30451,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,11P1053,1,2014,37067
57341,3 sorties,MUELLER,VILLE,23P2554,1,2016,37067
20418,2 sorties,MCAVITY-M59M,VILLE,54P4058,2,1964,37067
20750,2 sorties,DROLET-400,VILLE,42P5098,2,1990,37067
21082,2 sorties,LUDLOW,VILLE,12P0291,2,1950,37067
21180,2 sorties,DROLET-500,VILLE,13P0650,2,1920,37067
21512,3 sorties,MCAVITY-M67B,VILLE,26P0422,2,2010,37067
26037,3 sorties,CONCORD D67M PREMIER,VILLE,13P1082,1,2013,37067
17570,2 sorties,CANRON-CT,VILLE,61P0164,2,1974,37067
17576,2 sorties,MCAVITY-M67,VILLE,61P0216,2,1989,37067
18234,2 sorties,CANRON-CT,VILLE,54P1686,2,1984,37067
18240,2 sorties,CANRON-CT,VILLE,13P0064,2,1970,37067
18827,2 sorties,MCAVITY-M67,VILLE,37P0376,2,1980,37067
18898,2 sorties,CANRON-CT,VILLE,24P1576,2,1974,37067
21483,2 sorties,CANADA IRON,VILLE,43P5030,2,1950,37067
21560,2 sorties,CANRON-CT,VILLE,24P1230,2,1985,37067
19562,3 sorties,MCAVITY-BRIGADIERM67,VILLE,25P0148,2,2004,37067
19568,3 sorties,MCAVITY-BRIGADIERM67,VILLE,25P0134,2,2003,37067
20232,2 sorties,LUDLOW,VILLE,12P0498,2,1960,37067
20493,2 sorties,LUDLOW,VILLE,12P0730,2,1950,37067
20819,2 sorties,CANRON-CT,VILLE,42P5172,2,1970,37067
20896,2 sorties,CANRON-CT,VILLE,42P3186,2,1980,37067
17593,3 sorties,MCAVITY-BRIGADIERM67,VILLE,61P9002,2,2006,37067
18257,2 sorties,LUDLOW,VILLE,43P2070,2,1960,37067
18263,2 sorties,CANRON-CT,VILLE,43P2188,2,1950,37067
18804,2 sorties,CANRON-CT,VILLE,13P0502,2,1920,37067
18921,2 sorties,CONCORD D67M PREMIER,VILLE,11P0752,2,1988,37067
19585,2 sorties,CONCORD-D67M,VILLE,11P0484,2,1986,37067
20919,2 sorties,CANRON-CT,VILLE,42P3170,2,1980,37067
21460,2 sorties,SENTINEL,VILLE,54P1014,2,1974,37067
21583,3 sorties,MCAVITY-M67B,VILLE,11P0926,2,2008,37067
21798,3 sorties,CONCORD D67M PREMIER,VILLE,12P1076,2,2010,37067
19591,2 sorties,CANRON-CT,VILLE,61P0064,2,1974,37067
20132,2 sorties,CANRON-CT,VILLE,61P0177,2,1974,37067
20249,2 sorties,LUDLOW,VILLE,12P0492,1,2013,37067
20255,2 sorties,LUDLOW,VILLE,12P0486,2,1960,37067
20470,2 sorties,LUDLOW,VILLE,12P0828,2,1950,37067
20796,2 sorties,CANRON-CT,VILLE,42P3034,2,1985,37067
17524,3 sorties,SENTINEL,VILLE,43P5164,2,2000,37067
18286,3 sorties,CONCORD D67M PREMIER,VILLE,11P9037,1,2005,37067
18357,2 sorties,MCAVITY-M67,VILLE,61P0146,2,1990,37067
19021,2 sorties,CANRON-CT,VILLE,11P0578,2,1970,37067
19783,2 sorties,LUDLOW-OR-90-PORTE,VILLE,11P0188,2,1960,37067
20278,3 sorties,AUTRE,VILLE,54P7108,2,2003,37067
20447,2 sorties,CANRON,VILLE,12P0700,2,1960,37067
20865,2 sorties,DROLET-400,VILLE,42P4149,2,1990,37067
20942,2 sorties,LUDLOW,VILLE,42P4124,2,1950,37067
21529,2 sorties,CONCORD D67M PREMIER,VILLE,37P0338,2,1995,37067
21775,3 sorties,MCAVITY-BRIGADIERM67,VILLE,12P1064,2,2010,37067
17547,3 sorties,MCAVITY-BRIGADIERM67,VILLE,37P0558,2,2007,37067
17670,2 sorties,DROLET-500,VILLE,12P0784,2,1950,37067
18211,2 sorties,AUTRE,VILLE,12P0782,2,1950,37067
18432,2 sorties,CANRON-CT,VILLE,43P4052,2,1980,37067
18973,2 sorties,CONCORD-D67M,VILLE,24P1050,2,1989,37067
19514,3 sorties,CONCORD D67M PREMIER,VILLE,23P2414,2,1996,37067
22834,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,23P2535,1,2013,37067
41695,3 sorties,,VILLE,61P0294,1,2017,37067
42113,3 sorties,MUELLER,VILLE,25P1219,1,2017,37067
52146,,,VILLE,18P0010,1,2020,37067
19760,2 sorties,LUDLOW,VILLE,11P0342,2,1950,37067
20301,2 sorties,CONCORD-D67M,VILLE,11P0624,2,1960,37067
20842,3 sorties,CONCORD D67M PREMIER,VILLE,42P3230,2,1999,37067
21088,3 sorties,MCAVITY-BRIGADIERM67,VILLE,42P2136,2,2004,37067
21629,3 sorties,MCAVITY-M67B,VILLE,11P0978,2,2010,37067
21752,3 sorties,MCAVITY-M67B,VILLE,37P0588,2,2011,37067
17484,3 sorties,MCAVITY-BRIGADIERM67,VILLE,15P0034,2,2008,37067
17733,3 sorties,MCAVITY-M67,VILLE,26P0330,2,2000,37067
18065,2 sorties,CONCORD D67M PREMIER,VILLE,43P5130,2,1950,37067
18326,2 sorties,CONCORD D67M PREMIER,VILLE,43P2122,2,1950,37067
18480,2 sorties,LUDLOW,VILLE,43P4182,2,1970,37067
18658,2 sorties,LUDLOW,VILLE,12P0776,2,1950,37067
21575,3 sorties,CONCORD D67M PREMIER,VILLE,23P2490,2,1987,37067
21658,3 sorties,CONCORD D67M PREMIER,VILLE,15P0080,2,2010,37067
34061,3 sorties,MUELLER,VILLE,42P5365,1,2016,37067
34464,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,26P0477,1,2015,37067
41294,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,37P0650,1,2017,37067
46120,3 sorties,MUELLER,VILLE,37P0659,1,2018,37067
19654,2 sorties,CONCORD D67M PREMIER,VILLE,37P0346,2,1997,37067
19737,2 sorties,CANRON-CT,VILLE,12P0040,2,1970,37067
20733,2 sorties,LUDLOW,VILLE,42P4032,2,1970,37067
20982,3 sorties,MCAVITY-BRIGADIERM67,VILLE,42P4166,2,2003,37067
21065,2 sorties,CANADA IRON,VILLE,42P5090,2,1970,37067
21314,3 sorties,CONCORD D67M PREMIER,VILLE,11P0882,2,2009,37067
17722,2 sorties,LUDLOW,VILLE,43P3000,2,1950,37067
17839,2 sorties,CANRON-CT,VILLE,26P0202,2,1971,37067
18171,2 sorties,DAIGLE-D67M,VILLE,43P5002,2,1950,37067
18718,3 sorties,MCAVITY-M67,VILLE,23P2160,2,1992,37067
19050,3 sorties,MCAVITY-M67,VILLE,23P2020,2,1987,37067
19167,2 sorties,LUDLOW,VILLE,24P1544,2,1960,37067
21669,3 sorties,CONCORD D67M PREMIER,VILLE,42P5312,2,2010,37067
21706,2 sorties,CONCORD D67M PREMIER,VILLE,43P4150,2,1950,37067
22001,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,26P0458,1,2012,37067
48135,3 sorties,MUELLER,VILLE,12P1123,1,2017,37067
50139,3 sorties,,VILLE,25P1226,1,2020,37067
19345,2 sorties,LUDLOW,VILLE,12P0620,2,1950,37067
20046,2 sorties,CONCORD-D67M,VILLE,11P0478,2,1986,37067
20341,2 sorties,CONCORD D67M PREMIER,VILLE,12P0353,2,1950,37067
20378,2 sorties,LUDLOW,VILLE,13P0368,2,1960,37067
20673,2 sorties,LUDLOW,VILLE,13P0564,2,1940,37067
21374,2 sorties,CANRON,VILLE,13P0966,2,1970,37067
17530,3 sorties,CONCORD D67M PREMIER,VILLE,13P0206,2,1930,37067
18031,2 sorties,MCAVITY-M67,VILLE,26P0140,2,1988,37067
18526,2 sorties,DAIGLE-D67M,VILLE,11P0092,2,1989,37067
18612,2 sorties,LUDLOW,VILLE,11P0726,2,1960,37067
18858,2 sorties,DAIGLE-D67M,VILLE,37P0056,2,1988,37067
19359,2 sorties,CANRON-CT,VILLE,12P0364,2,1983,37067
20936,2 sorties,CONCORD D67M PREMIER,VILLE,11P0014,2,2001,37067
21019,2 sorties,LUDLOW,VILLE,42P4000,2,1970,37067
42917,3 sorties,,VILLE,26P0527,1,2017,37067
47331,3 sorties,,VILLE,26P0540,1,2018,37067
19608,2 sorties,CANRON,VILLE,37P0016,2,1977,37067
19691,2 sorties,CANRON-CT,VILLE,54P3028,2,1975,37067
19854,2 sorties,CANRON-CT,VILLE,12P0104,2,1970,37067
19940,3 sorties,MCAVITY-BRIGADIERM67,VILLE,37P0457,2,2004,37067
19952,2 sorties,CANRON-CT,VILLE,61P0131,2,1974,37067
20687,2 sorties,CANRON-CT,VILLE,13P0524,2,1920,37067
17639,2 sorties,CANRON-CT,VILLE,43P1071,2,1980,37067
17676,2 sorties,CANRON-CT,VILLE,43P1002,2,1980,37067
18672,2 sorties,LUDLOW,VILLE,13P0498,2,1930,37067
19004,2 sorties,MCAVITY-M67,VILLE,24P1340,2,1966,37067
19213,3 sorties,CONCORD D67M PREMIER,VILLE,37P0110,2,2005,37067
19299,2 sorties,CANRON-CT,VILLE,24P1332,2,1984,37067
20971,2 sorties,CONCORD-D67M,VILLE,42P4091,2,2000,37067
21623,3 sorties,CONCORD D67M PREMIER,VILLE,42P5288,2,2011,37067
21967,3 sorties,CONCORD D67M PREMIER,VILLE,42P5352,1,2012,37067
27672,3 sorties,CONCORD D67M PREMIER,VILLE,25P1209,1,2014,37067
62542,3 sorties,,VILLE,11P1140,1,2022,37067
19545,2 sorties,CANRON-CT,VILLE,61P0073,2,1974,37067
20000,2 sorties,MCAVITY-M67,VILLE,24P1364,2,1991,37067
20295,2 sorties,DAIGLE-D67M,VILLE,13P0792,2,1940,37067
20332,2 sorties,CANRON-CT,VILLE,54P4068,2,1974,37067
20541,2 sorties,CANRON-CT,VILLE,11P0306,2,1970,37067
20627,3 sorties,MUELLER,VILLE,54P7020,2,2004,37067
18317,2 sorties,MCAVITY-M67,VILLE,24P1490,2,1966,37067
18566,2 sorties,LUDLOW,VILLE,12P0290,2,1960,37067
18572,2 sorties,DAIGLE-D67M,VILLE,37P0212,2,1979,37067
18910,2 sorties,CANRON-CT,VILLE,11P0798,2,1984,37067
19153,2 sorties,LUDLOW,VILLE,23P2070,2,1960,37067
19900,2 sorties,DAIGLE-D67M,VILLE,37P0050,2,1990,37067
20238,2 sorties,DAIGLE-D67M,VILLE,12P0648,2,1960,37067
20481,2 sorties,LUDLOW,VILLE,12P0968,2,1950,37067
21074,3 sorties,MUELLER,VILLE,42P5004,2,2006,37067
21566,2 sorties,MCAVITY-M67,VILLE,24P1390,2,1988,37067
21815,3 sorties,MCAVITY-M67B,VILLE,42P5336,1,2011,37067
17587,2 sorties,CANRON-CT,VILLE,42P0210,2,2002,37067
17630,2 sorties,LUDLOW,VILLE,43P1094,2,1950,37067
17925,2 sorties,DAIGLE-D67M,VILLE,11P0030,2,1989,37067
18466,3 sorties,MUELLER,VILLE,43P4074,1,2021,37067
19253,3 sorties,MCAVITY-M67B,VILLE,25P0018,2,2004,37067
19259,2 sorties,CANRON-CT,VILLE,24P1574,2,1974,37067
21915,3 sorties,MCAVITY-M67B,VILLE,25P1138,2,2009,37067
19794,2 sorties,CANRON-CT,VILLE,12P0266,2,1982,37067
19800,2 sorties,CONCORD D67M PREMIER,VILLE,12P0194,2,1960,37067
20587,3 sorties,MUELLER,VILLE,54P8022,2,2003,37067
20925,2 sorties,LUDLOW,VILLE,12P0880,2,1950,37067
21128,2 sorties,DAIGLE-D67M,VILLE,42P2048,2,1990,37067
21466,2 sorties,MCAVITY,VILLE,43P5094,2,1950,37067
17779,2 sorties,LUDLOW,VILLE,43P2138,2,1960,37067
18025,2 sorties,LUDLOW,VILLE,43P2044,2,1960,37067
18274,2 sorties,MCAVITY-M67,VILLE,24P1313,2,1986,37067
19107,2 sorties,LUDLOW,VILLE,12P0320,2,1960,37067
19451,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,23P2284,1,2013,37067
20192,2 sorties,CANRON-CT,VILLE,12P0030,2,1970,37067
68144,3 sorties,,VILLE,26P0575,1,2021,37067
70554,3 sorties,,VILLE,37P0694,1,2024,37067
20533,2 sorties,CANRON-CT,VILLE,11P0168,2,1990,37067
20779,2 sorties,CONCORD D67M PREMIER,VILLE,42P3042,2,1985,37067
21274,3 sorties,MCAVITY-BRIGADIERM67,VILLE,42P9009,2,2006,37067
21520,3 sorties,CONCORD D67M PREMIER,VILLE,25P1156,2,2009,37067
