OBJECTID,NO_AIPL,SUPERFICIE,TRAIT_REA,LONGI,LAT,NO_REG_ADM,NO_UA,PRIORITE,INVEST_ANT,TRAIT_SITE,TR_REG_ART,PROC_REGE,TRAIT_EDUC,REMARQUE,DATE_EFFEC,DATE_MAJ,DATE_PUBLI,Shape_Leng,Shape_Area
"359","1126377",447.39000000000,,-65.59548700000,49.00938000000,"11","11263","0",N,N,N,N,N,,2013-2018,17/05/15,2021/02/01,17926.25833050000,4430242.28975000046
"360","1126378",175.75000000000,"Procédé de régénération,",-65.05609900000,49.16141200000,"11","11263","0",O,N,N,O,N,,2013-2018,17/05/15,2021/02/01,15132.16192830000,1739701.45900000003
"361","1126379",2708.65000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-65.13656600000,49.12592700000,"11","11263","0",O,O,O,O,O,,2013-2018,17/05/15,2021/02/01,189412.97425500001,26813585.01170000061
"362","011014",899.16000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.39795900000,47.51026400000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,52851.87050750000,8941897.76879999973
"363","011067",1048.89000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.38275900000,47.38931400000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,34133.87081450000,10435093.02539999969
"364","011063",311.79000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.49409000000,47.39820500000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,19323.00411830000,3101801.07819999987
"365","011018",643.65000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération,",-69.36457700000,47.33054900000,"01","01171","1",O,O,O,O,N,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,31820.91149360000,6404365.37925000023
"366","011020",609.17000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.64406000000,47.36938500000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,36624.47082010000,6060850.97039999999
"367","011010",1165.08000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.34658500000,47.40853900000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,40749.07348550000,11590064.96020000055
"368","011054",2462.24000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.55789600000,47.25984500000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,70649.26087790000,24504169.95930000022
"369","011039",587.77000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.92936500000,47.74904900000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,25237.75753310000,5840735.27039999980
"370","011011",696.10000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.40354700000,47.32286900000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,30330.85462140000,6926932.64054999966
"371","011024",350.84000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération,",-69.49372600000,47.33751300000,"01","01171","1",O,O,O,O,N,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,14134.78904220000,3491010.39784999983
"372","011064",1073.83000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.48211400000,47.36654300000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,35332.20837000000,10683986.36409999989
"373","011022",263.27000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.26471400000,47.75297300000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,15960.83082810000,2616119.33240000019
"374","011068",1337.67000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.34859200000,47.67307600000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,51999.08587750000,13295358.55639999919
"375","011070",1086.64000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.28114300000,47.67283200000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,53474.24769210000,10800730.83510000072
"376","011074",2197.27000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.94254900000,47.33488100000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,92157.66790879999,21862618.86059999838
"377","011032",595.07000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.96092100000,47.75727300000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,35400.27866810000,5913117.74749999959
"378","011066",2277.01000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.46067300000,47.28546400000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,43021.77508750000,22660877.04369999841
"379","011016",755.08000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.24949000000,47.69691600000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,30184.80662800000,7504321.93494999968
"380","011071",902.75000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération,",-69.02212600000,47.69828200000,"01","01171","1",O,O,O,O,N,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,54793.55898160000,8971887.36369000003
"381","011065",144.05000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.45920400000,47.35150000000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,11006.14506830000,1433333.70054999995
"382","011052",302.58000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.60024800000,47.35681300000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,11360.66770020000,3010601.79479999980
"383","011030",1773.03000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.47274400000,48.02799100000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,50594.28484230000,17603919.67920000106
"384","011069",1457.52000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.29542000000,47.77849300000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,64085.04827260000,14482545.20930000022
"385","011073",1369.57000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.89325700000,47.46868800000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,35532.02526860000,13622031.80340000056
"386","011058",238.25000000000,"Procédé de régénération, Traitement d'éducation",-69.56025100000,47.52452900000,"01","01171","1",O,N,N,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,11843.47324500000,2369171.80764999986
"387","011060",378.26000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération,",-69.51224200000,47.48454100000,"01","01171","1",O,O,O,O,N,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,21589.71116930000,3761982.69904999994
"388","011059",888.25000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération,",-69.51780000000,47.50984000000,"01","01171","1",O,O,O,O,N,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,46323.42409130000,8833179.99835000001
"389","011061",399.39000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.42921600000,47.47987000000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,23765.85506930000,3972137.20190000022
"390","011092",602.46000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération,",-68.67924700000,47.49085000000,"01","01171","1",O,O,O,O,N,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,19288.32339740000,5991707.92905000038
"391","011093",949.56000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.60286800000,47.50538800000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,44024.23821940000,9443155.56065000035
"392","011094",1300.74000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.56844900000,47.55791100000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,51391.79593590000,12932607.84579999931
"393","011029",1947.90000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.43580700000,47.61424900000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,55637.60116390000,19364553.91230000183
"394","011050",278.43000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.49483500000,47.51305000000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,17326.49752590000,2768902.37429999979
"395","011080",512.99000000000,"Procédé de régénération,",-68.70285900000,47.78807300000,"01","01171","1",O,N,N,O,N,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,28054.00380960000,5096996.35720000044
"396","011078",752.44000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.79099000000,47.82432400000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,40966.28977850000,7475246.15079999994
"397","011035",741.79000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.48244700000,47.71373000000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,27368.06567170000,7372087.96719999984
"398","011096",994.20000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.47912100000,47.63903900000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,30803.85851350000,9882943.21275000088
"399","011036",703.10000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.41170300000,47.97893200000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,27253.24987040000,6982059.60790000018
"400","011082",132.21000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération,",-68.50888800000,48.02614800000,"01","01171","1",O,O,O,O,N,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,9787.73791164000,1312678.57415000000
"401","011051",698.06000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.61752400000,47.37767000000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,28917.35663890000,6944888.24425000045
"402","011081",546.81000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.57040200000,48.01385400000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,23221.61079030000,5429263.58359999955
"403","011007",1854.97000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.64537000000,47.32780100000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,57332.07823300000,18458336.90709999949
"404","011046",106.82000000000,Traitement d'éducation,-69.67418300000,47.36259100000,"01","01171","1",O,N,N,N,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,7071.45075407000,1062837.98359999992
"405","011001",3404.71000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.02665700000,47.52276800000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,128555.93520199999,33857434.51049999893
"406","011002",2956.38000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.69641100000,47.13892400000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,98682.03462799999,29437206.68160000071
"407","011028",3587.25000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.54489900000,47.61975800000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,145106.05676499999,35660890.09880000353
"408","011072",891.10000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.94379400000,47.73348100000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,44270.59621890000,8855554.26435000077
"409","011015",891.10000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.00493200000,47.33029600000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,44270.59621890000,8855554.26435000077
"410","011034",946.73000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.84258000000,47.48293800000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,32460.13194410000,9415873.25834999979
"411","011008",2121.14000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.20925800000,47.55004300000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,70303.85050000000,21090906.93430000171
"412","011006",1422.34000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.45043700000,47.51306700000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,50520.84359320000,14144749.60749999993
"413","011003",2012.18000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.59123600000,47.50038000000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,69105.08471610000,20011271.03110000119
"414","011017",826.08000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.14369500000,47.58171100000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,37511.90305790000,8213308.28780000005
"415","011012",1328.84000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.71575400000,47.20256700000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,36446.64399760000,13228341.62419999950
"416","011019",602.44000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.55410900000,47.23902800000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,18464.36880390000,5996626.32220000029
"417","011004",1868.38000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.49279900000,47.45062700000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,95275.87311130000,18584188.10029999912
"418","011021",537.54000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.48336100000,47.23204500000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,15491.19438660000,5350650.83411000017
"419","011057",662.66000000000,"Procédé de régénération, Traitement d'éducation",-69.53415400000,47.50607600000,"01","01171","1",O,N,N,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,37852.74973890000,6590103.87215000018
"420","011023",388.44000000000,"Procédé de régénération,",-69.57594500000,47.53344600000,"01","01171","1",O,N,N,O,N,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,18313.19137050000,3862547.04440000001
"421","011005",1711.32000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.56026500000,47.45524700000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,51813.01385410000,17020607.98580000177
"422","011055",284.15000000000,"Procédé de régénération,",-69.55415500000,47.57529700000,"01","01171","1",O,N,N,O,N,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,22595.52185910000,2825233.80819999985
"423","011013",921.56000000000,"Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.52481900000,47.52509500000,"01","01171","1",O,N,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,37834.63155140000,9163976.64894999936
"424","011056",281.07000000000,"Procédé de régénération,",-69.55467500000,47.55097200000,"01","01171","1",O,N,N,O,N,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,17939.82041330000,2794743.08900000015
"425","011044",615.76000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-68.39750200000,47.73053800000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,15046.03610550000,6119228.11309999973
"426","011062",570.14000000000,"Traitement de site, Traitement de régénération artificielle, Procédé de régénération, Traitement d'éducation",-69.53581000000,47.39440100000,"01","01171","1",O,O,O,O,O,Réalisée selon le Guide d'identification des AIPL. Consultée et approuvée par les TLGIRT,2018-2023,2021/02/01,2021/02/01,26224.90090200000,5672089.92855000030
