ROUTE_CMM,WKT
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 277430.91954343 5042702.07006470, 277434.83104343 5042701.52236470, 277439.22314343 5042700.51696470, 277449.59484343 5042697.65946470, 277457.32074343 5042695.80736470, 277515.37044343 5042682.20776470, 277533.40174343 5042677.85536470, 277548.95934343 5042673.83366470, 277563.88184343 5042669.86496470, 277577.85184343 5042666.53116470, 277613.72944343 5042658.59366470, 277619.70904343 5042657.48246470, 277638.33574343 5042654.67786470, 277673.10204343 5042648.16906470, 277737.66054343 5042636.15696470, 277799.30854343 5042624.30356470, 277814.91904343 5042621.12856470, 277817.63014343 5042620.29726470, 277820.15774343 5042619.01196470, 277828.62444343 5042615.51946470, 277832.32864343 5042614.14356470, 277848.73284343 5042608.64026470, 277852.48994343 5042607.21146470, 277870.05834343 5042600.54396470, 277901.49084343 5042588.05566470, 277905.40674343 5042586.62686470, 277935.67514343 5042576.99596470, 277996.58234343 5042558.63386470, 278044.20744343 5042544.34636470, 278048.96994343 5042543.18216470, 278080.77284343 5042534.87426470, 278090.54004343 5042532.23046470, 278100.24624343 5042529.37096470, 278134.53634343 5042519.58126470, 278137.18214343 5042518.78756470, 278162.37054343 5042510.95586470, 278204.28064343 5042498.67916470, 278252.80534343 5042484.70916470, 278267.62204343 5042480.52876470, 278271.74954343 5042479.04706470, 278284.39664343 5042474.81376470, 278287.88914343 5042473.38496470, 278320.00964343 5042460.36746470, 278322.70834343 5042458.99156470, 278344.77464343 5042448.35536470, 278347.52764343 5042447.16036470, 278350.38384343 5042446.23866470, 278389.70104343 5042430.78696470, 278393.77564343 5042429.67576470, 278445.52824343 5042415.17656470, 278448.36054343 5042414.42806470, 278451.24324343 5042413.90656470, 278487.49124343 5042406.97446470, 278516.01334343 5042401.73566470, 278520.14084343 5042401.10066470, 278555.80674343 5042395.75606470, 278573.16344343 5042393.21606470, 278578.87844343 5042392.21066470, 278622.58774343 5042384.74936470, 278625.64124343 5042384.19246470, 278628.72604343 5042383.84976470, 278655.44904343 5042381.25686470, 278667.77864343 5042380.30436470, 278711.65984343 5042377.88346470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 278768.48334343 5042373.77286470, 278795.51224343 5042370.88436470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 278711.65984343 5042377.88346470, 278733.09114343 5042376.95736470, 278750.81854343 5042375.71316470, 278768.48334343 5042373.77286470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 278708.87334343 5042386.77076470, 278666.68064343 5042388.06986470, 278658.61084343 5042388.66526470, 278628.11754343 5042391.70796470, 278623.15654343 5042392.36936470, 278565.94034343 5042402.15896470, 278520.56414343 5042408.70746470, 278514.74334343 5042409.76576470, 278471.81464343 5042417.70326470, 278466.58904343 5042418.69546470, 278451.37554343 5042421.60586470, 278446.08384343 5042422.92886470, 278395.54834343 5042437.15016470, 278391.91024343 5042438.34086470, 278368.82534343 5042447.33666470, 278364.85654343 5042448.79186470, 278351.49514343 5042454.08356470, 278347.26174343 5042455.93566470, 278325.03674343 5042466.25446470, 278321.72944343 5042467.64346470, 278302.15024343 5042475.77946470, 278289.71474343 5042480.93886470, 278274.96564343 5042486.12056470, 278260.05554343 5042490.81866470, 278245.00004343 5042495.02796470, 278190.76044343 5042510.57226470, 278181.30154343 5042512.88736470, 278170.98274343 5042515.73166470, 278169.88784343 5042516.01596470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 276345.65474343 5042565.96646470, 276344.82494343 5042565.80406470, 276343.33004343 5042565.23526470, 276340.90914343 5042564.08436470, 276340.15754343 5042563.50446470, 276339.47964343 5042562.83996470, 276338.88504343 5042562.09996470, 276336.78154343 5042559.00426470, 276336.43064343 5042558.47166470, 276336.00804343 5042557.99396470, 276335.52204343 5042557.58086470, 276334.98254343 5042557.24076470, 276334.40034343 5042556.98026470, 276313.16744343 5042547.16416470, 276274.71664343 5042529.33756470, 276272.22314343 5042528.31256470, 276261.37514343 5042524.40996470, 276258.46424343 5042523.21166470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 276352.79684343 5042567.36386470, 276345.65474343 5042565.96646470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 276261.89724343 5042515.84536470, 276264.55014343 5042517.00166470, 276275.26584343 5042521.16886470, 276277.81414343 5042522.22876470, 276338.44844343 5042550.33916470, 276339.09994343 5042550.65066470, 276339.79024343 5042550.86286470, 276340.50424343 5042550.97106470, 276341.22644343 5042550.97286470, 276341.94094343 5042550.86836470, 276343.89884343 5042550.55086470, 276345.06084343 5042550.40816470, 276346.23004343 5042550.46866470, 276347.37114343 5042550.73056470, 276348.44974343 5042551.18586470, 276350.83094343 5042552.56166470, 276351.40984343 5042553.13686470, 276351.88624343 5042553.79956470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 276351.88624343 5042553.79956470, 276352.19544343 5042554.40576470, 276352.41844343 5042555.04876470, 276352.84184343 5042556.16006470, 276353.23594343 5042556.84996470, 276353.72424343 5042557.47676470, 276354.29674343 5042558.02766470, 276354.94184343 5042558.49146470, 276355.64644343 5042558.85876470, 276356.85924343 5042559.39656470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 276764.76474343 5042631.27696470, 276761.80914343 5042631.55316470, 276738.65804343 5042633.73606470, 276698.04434343 5042636.77876470, 276671.78444343 5042638.30006470, 276641.02654343 5042640.08606470, 276631.30584343 5042640.41806470, 276621.57964343 5042640.48286470, 276597.83324343 5042640.08606470, 276567.80294343 5042640.35066470, 276529.10764343 5042640.48286470, 276522.10784343 5042640.02416470, 276515.16234343 5042639.04026470, 276508.31054343 5042637.53686470, 276501.59124343 5042635.52246470, 276495.04244343 5042633.00836470, 276481.15174343 5042627.12146470, 276461.70484343 5042618.25786470, 276414.67504343 5042595.63596470, 276357.12804343 5042568.44996470, 276356.10694343 5042568.03606470, 276355.04344343 5042567.74806470, 276353.95304343 5042567.59006470, 276352.79684343 5042567.36386470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 276949.14974343 5042586.99796470, 276936.86644343 5042582.96226470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 276356.85924343 5042559.39656470, 276361.25554343 5042561.34586470, 276382.21064343 5042570.87086470, 276419.30524343 5042588.59796470, 276476.50834343 5042616.16766470, 276497.88674343 5042625.37516470, 276505.48434343 5042628.22656470, 276513.32294343 5042630.32676470, 276521.32844343 5042631.65586470, 276529.42514343 5042632.20146470, 276594.30104343 5042632.20146470, 276600.49234343 5042632.20146470, 276624.78114343 5042632.83646470, 276627.79954343 5042632.90776470, 276630.81364343 5042632.73056470, 276686.79954343 5042629.97896470, 276705.74374343 5042628.76186470, 276761.62394343 5042624.15806470, 276764.06624343 5042623.91086470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 276939.97654343 5042574.03746470, 276952.75314343 5042578.64656470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 277154.36354343 5042653.48896470, 277140.09784343 5042649.21416470, 277100.14574343 5042637.63866470, 277078.31754343 5042630.82556470, 277050.33784343 5042621.56516470, 276972.21944343 5042594.57756470, 276949.14974343 5042586.99796470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 277160.51004343 5042655.35176470, 277159.08174343 5042654.90276470, 277154.36354343 5042653.48896470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 276952.75314343 5042578.64656470, 276966.67634343 5042584.04716470, 276982.65724343 5042589.97386470, 276993.98144343 5042593.99556470, 277061.23864343 5042617.27886470, 277076.79484343 5042622.47446470, 277092.45954343 5042627.33306470, 277125.21504343 5042637.12266470, 277156.75684343 5042646.43306470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 277156.75684343 5042646.43306470, 277162.76704343 5042648.23356470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 277255.22674343 5042685.39986470, 277214.37984343 5042672.23296470, 277188.11984343 5042664.03086470, 277160.51004343 5042655.35176470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 277162.76704343 5042648.23356470, 277176.96764343 5042652.52146470, 277207.71224343 5042662.31106470, 277257.80734343 5042678.38986470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 281812.79574343 5042028.90226470, 281803.36224343 5042028.89116470, 281793.95034343 5042029.52936470, 281757.96694343 5042033.63036470, 281753.00604343 5042034.35796470, 281737.92474343 5042037.40066470, 281729.65644343 5042039.18666470, 281721.25594343 5042041.17106470, 281715.83194343 5042042.62626470, 281694.20224343 5042049.76996470, 281688.11684343 5042051.82056470, 281647.23864343 5042066.76956470, 281639.96254343 5042069.34916470, 281600.60574343 5042082.71066470, 281595.64474343 5042084.29816470, 281561.38114343 5042095.34456470, 281556.75094343 5042096.40286470, 281495.79514343 5042108.50416470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 281508.80834343 5042097.43476470, 281553.47004343 5042088.43896470, 281560.71964343 5042086.69266470, 281608.76814343 5042070.92346470, 281650.62524343 5042056.74176470, 281714.60164343 5042035.09886470, 281719.09834343 5042033.65556470, 281723.75624343 5042032.87636470, 281752.86044343 5042026.94966470, 281757.72884343 5042026.20876470, 281784.24014343 5042023.19256470, 281796.13154343 5042021.94256470, 281808.05164343 5042021.00496470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 281808.05164343 5042021.00496470, 281812.72334343 5042021.09946470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 281812.72334343 5042021.09946470, 281821.78314343 5042021.28256470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 281426.71464343 5042112.07616470, 281428.89604343 5042111.67386470, 281456.88894343 5042106.43516470, 281462.65694343 5042105.48256470, 281468.95404343 5042104.74176470, 281474.74174343 5042104.02076470, 281476.51684343 5042103.67336470, 281478.23284343 5042103.10136470, 281479.86144343 5042102.31426470, 281483.19524343 5042100.25046470, 281485.49564343 5042099.14506470, 281487.92364343 5042098.35886470, 281490.43534343 5042097.90616470, 281492.98514343 5042097.79516470, 281494.11194343 5042097.88466470)"
