NO_ID_PRO,TITRE_PRODUCTION,REALISATEUR,ANNEE_PROD,PERIODE_DE,PERIODE_AU,NB_JOURTOURNAGEMONTREAL,NB_JOURTOURNAGEVIEUXMONTREAL,NO_TYPEPRODUCTION,NO_PROVENANCE,NOM_TYPEPRODUCTION,NOM_PROVENANCE 
25760,MELCC (Ministère de l'environnement),Jérémie Comte,2021,2021-04-30,2021-05-01,1,0,15,6,Message publicitaire,Canadienne
25761,L'Ordre du Temple Solaire,Jean-François Poisson,2021,2021-02-23,2021-07-16,13,0,22,6,Documentaire,Canadienne
25762,Québecor culture du possible,Simon-Édouard Pilon,2021,2021-04-27,2021-04-28,1,0,15,6,Message publicitaire,Canadienne
25763,Si on s'aimait III,Dominic Robert,2021,2021-04-24,2021-09-21,55,0,14,6,Télévision générale,Canadienne
25764,SKRIT CAMPAIGN 21,Ana Jovmir,2021,2021-04-22,2021-04-23,1,0,18,6,Photographie,Canadienne
25765,SKRIT CAMPAIGN 21,Ana Jovmir,2021,2021-04-22,2021-04-23,0,0,18,6,Photographie,Canadienne
25767,Pour emporter 4,Guillaume St-Arnaud,2021,2021-05-14,2021-06-02,9,0,14,6,Télévision générale,Canadienne
25768,Mais pourquoi? Saison 2,Jean-Philippe Pariseau,2021,2021-04-26,2021-06-30,10,0,22,6,Documentaire,Canadienne
25769,Koraly,Guy Tourville,2021,2021-04-23,2021-04-27,0,0,20,6,Multimédia,Canadienne
25770,Fragments,Xavier Yavitov,2021,2021-04-28,2021-12-31,7,0,22,6,Documentaire,Canadienne
25771,Un doute raisonnable,Claude Desrosiers,2021,2021-05-16,2021-08-17,54,0,13,6,Série télévisée,Canadienne
25772,Discussions avec mes parents IV,Pascal L'Heureux,2021,2021-05-05,2021-07-09,32,0,13,6,Série télévisée,Canadienne
25773,Audrey est revenue,Guillaume Lonergan,2021,2021-04-28,2021-06-11,26,0,13,6,Série télévisée,Canadienne
25774,Caracol - Clip Infini,Bobby Leon,2021,2021-04-27,2021-04-30,1,0,20,6,Multimédia,Canadienne
25775,Qui a tuer Marie-Josée ?,Jean-François Poisson,2021,2021-04-21,2021-11-30,0,0,22,6,Documentaire,Canadienne
25777,Dans le passeport de…,Marc-André Gauthier,2021,2021-04-29,2021-06-16,5,0,14,6,Télévision générale,Canadienne
25778,DIVERS PHOTO,Divers,2021,2021-05-04,2021-05-07,0,0,18,6,Photographie,Canadienne
25779,E77,Stephen Caple Jr.,2021,2021-05-25,2021-09-20,56,0,11,7,Long métrage,Etrangère
25780,Yanni,Rachid Allaoua,2021,2021-06-04,2021-06-08,1,0,16,6,Court métrage,Canadienne
25781,The Jackie Robinson Myth,Henri Pardo,2021,2021-01-01,2021-10-01,25,0,22,6,Documentaire,Canadienne
25782,Canons Numériques - Montréal Complètement Cirque,Kiril Shmidov,2021,2021-06-07,2021-06-18,6,0,27,6,Série web,Canadienne
25783,Gala Artis,Raphael Malo,2021,2021-04-22,2021-04-22,1,0,14,6,Télévision générale,Canadienne
25784,Dime,Martin C. Pariseau,2021,2021-05-09,2021-05-09,0,0,15,6,Message publicitaire,Canadienne
25785,Raconte-Moi,Jeanne Desrochers,2021,2021-05-24,2021-06-12,3,0,27,6,Série web,Canadienne
25786,Grillz,Charles Sama,2021,2021-05-05,2021-05-05,1,0,27,6,Série web,Canadienne
25787,Le prochain stand up 2,Luc Sirois,2021,2021-05-07,2021-08-24,7,0,14,6,Télévision générale,Canadienne
25788,Bijoux de famille 2,Raphaël Malo,2021,2021-06-11,2021-08-06,6,0,14,6,Télévision générale,Canadienne
25789,Niagara,Guillaume Lambert,2021,2021-05-12,2021-06-23,7,0,11,6,Long métrage,Canadienne
25790,La nuit où Laurier Gaudreault s'est réveillé,Xavier Dolan,2021,2021-05-31,2022-01-31,20,0,13,6,Série télévisée,Canadienne
25791,Tennis Canada,Martin Pariseau,2021,2021-05-04,2021-05-04,0,0,15,6,Message publicitaire,Canadienne
25792,L'avant-match des foodies S2,Maxime Rivet,2021,2021-05-18,2021-05-19,9,0,14,6,Télévision générale,Canadienne
25793,Divers publicité,Divers,2021,2021-05-03,2021-12-31,0,0,15,6,Message publicitaire,Canadienne
25794,TCA X Soia & Kyo,,2021,2021-05-14,2021-05-14,1,0,15,6,Message publicitaire,Canadienne
25795,Patrick Sénécal présente…,Stéphane Lapointe et Patrick Sénécal,2021,2021-05-18,2021-05-30,3,0,13,6,Série télévisée,Canadienne
25796,"Mon Île, Mon quartier 2",Louis-François Joubert,2021,2021-06-10,2021-06-22,6,0,14,6,Télévision générale,Canadienne
25797,En quête de sommeil,Estelle Bouchard,2021,2021-06-06,2021-06-30,12,0,22,6,Documentaire,Canadienne
25798,Fido 221-027,Jeremy Saindon,2021,2021-05-11,2021-05-12,0,0,15,6,Message publicitaire,Canadienne
25799,Léo III,Jean-Francois Chagnon,2021,2021-05-08,2021-07-09,3,0,13,6,Série télévisée,Canadienne
25801,Coke,Didier Charrette,2021,2021-05-12,2021-05-14,2,0,15,6,Message publicitaire,Canadienne
25802,Toute la vie S3,Jean-Philippe Duval,2021,2021-05-17,2021-12-23,104,0,14,6,Télévision générale,Canadienne
25803,Divers publicité,Divers,2021,2021-05-05,2021-12-31,0,0,15,6,Message publicitaire,Canadienne
25804,Hema-Québec - Campagne été 2021,Bruno Florin,2021,2021-05-11,2021-05-12,1,0,15,6,Message publicitaire,Canadienne
25805,Love Song For Noel,Pat Kiely,2021,2021-05-07,2021-05-31,0,0,11,6,Long métrage,Canadienne
25806,Love in bloom,Éric Tessier,2021,2021-05-25,2021-06-18,13,0,11,6,Long métrage,Canadienne
25807,Divers,Divers,2021,2021-05-06,2021-12-31,0,0,15,6,Message publicitaire,Canadienne
25808,NPD - Osez,Alexandre Claude,2021,2021-05-17,2021-05-20,3,0,15,6,Message publicitaire,Canadienne
25809,Violence conjugale,Nicolas Monette,2021,2021-05-11,2021-05-11,1,0,15,6,Message publicitaire,Canadienne
25810,Divers,Divers,2021,2021-05-07,2021-12-31,0,0,15,6,Message publicitaire,Canadienne
25811,Icône,Marie Thibault,2021,2021-05-18,2021-05-18,0,0,15,6,Message publicitaire,Canadienne
25812,Capsules de la Fondation des aveugles QC,Evelyne Girard,2021,2021-05-22,2021-05-22,2,0,16,6,Court métrage,Canadienne
25813,BJM entrevue Patrick Watson,Julien Cloutier Labbé,2021,2021-05-13,2021-05-13,1,0,16,6,Court métrage,Canadienne
25814,Divers Publicités,,2021,2021-05-10,2021-12-31,0,0,15,6,Message publicitaire,Canadienne
25815,SSENS2104,Norman Wong,2021,2021-05-09,2021-05-10,0,0,15,6,Message publicitaire,Canadienne
25816,No Man Ever Told Ya,Véa,2021,2021-05-10,2021-05-12,2,1,20,6,Multimédia,Canadienne
25817,À la rencontre de votre monde!,Stéphane E Roy,2021,2021-05-11,2021-05-12,0,1,15,6,Message publicitaire,Canadienne
25818,Disappointment Boulevard,Ari Aster,2021,2021-06-28,2021-09-28,65,0,11,7,Long métrage,Etrangère
25819,Imperial Tobacco,Audric Gagnon,2021,2021-05-10,2021-05-11,1,0,20,6,Multimédia,Canadienne
25820,Nous,Yannick Savard,2021,2021-05-10,2021-12-20,95,0,13,6,Série télévisée,Canadienne
25821,La maison où j’ai grandi,Vanessa Cournoyer,2021,2021-03-12,2021-08-13,15,0,27,6,Série web,Canadienne
25822,Ça vaut le coût IX,Divers,2021,2021-05-25,2021-12-10,50,0,14,6,Télévision générale,Canadienne
25823,Catch Coin,Ariel Levesque,2021,2021-05-19,2021-05-19,1,0,28,6,Publicité web,Canadienne
25824,Jowanne,Raphaël Malo,2021,2021-05-25,2021-05-28,3,0,27,6,Série web,Canadienne
25825,DIVERS,DIVERS,2021,2021-05-24,2021-05-29,5,0,15,6,Message publicitaire,Canadienne
25826,C'est comme ça que je t'aime Saison 2,JF Rivard,2021,2021-06-14,2021-10-08,25,0,13,6,Série télévisée,Canadienne
25827,Aldo FW2021,Adrian Villagomez,2021,2021-05-24,2021-05-29,5,0,15,6,Message publicitaire,Canadienne
25828,Divers vidéocips,,2021,2021-05-17,2021-12-31,0,0,17,6,Vidéo,Canadienne
25829,J'espère encore,Gabriel Lapointe,2021,2021-05-17,2021-05-17,2,0,17,6,Vidéo,Canadienne
25831,Oasis,Ivan Grabovich,2021,2021-05-27,2021-05-28,2,0,15,6,Message publicitaire,Canadienne
25832,Federico,Carlos Guerra,2021,2021-05-22,2021-05-23,0,0,17,6,Vidéo,Canadienne
25833,UberEats,Emmanuel Hoss-Demarais,2021,2021-05-18,2021-05-20,2,0,15,6,Message publicitaire,Canadienne
25834,Gala OCTAS,Pierre Ségion,2021,2021-06-16,2021-06-17,1,0,26,6,Evénement média,Canadienne
25835,Audible,François St-Arnaud,2021,2021-05-28,2021-05-28,1,0,15,6,Message publicitaire,Canadienne
25836,Passe-Partout IV,,2021,2021-05-19,2021-10-18,0,0,14,6,Télévision générale,Canadienne
25837,Capsules Option Consommateur,Hugo Duford-Proulx,2021,2021-05-25,2021-05-25,1,0,16,6,Court métrage,Canadienne
25838,BRP 2021 Ryker Spyder,Benoit Lalande,2021,2021-05-28,2021-05-31,2,0,15,6,Message publicitaire,Canadienne
25839,Moozoom,Alexandre Pelletier,2021,2021-05-22,2021-05-22,5,0,27,6,Série web,Canadienne
25840,Gala des artisans Québec Cinéma 2021,Sylvie Gagné,2021,2021-05-01,2021-06-04,2,0,14,6,Télévision générale,Canadienne
25841,Tournage Stok,N/A,2021,2021-05-26,2021-05-26,1,0,15,6,Message publicitaire,Canadienne
25842,KINO MONTREAL,Divers,2021,2021-06-07,2021-10-25,0,0,16,6,Court métrage,Canadienne
25843,DIVERS PHOTO,JDIVERS,2021,2021-05-25,2021-12-31,0,0,18,6,Photographie,Canadienne
25844,Finding Karakuchi,Brunos Destombes,2021,2021-05-25,2021-05-30,3,0,27,6,Série web,Canadienne
25845,DIVERS PHOTOS,Les Garçons,2021,2021-05-27,2021-12-31,3,0,18,6,Photographie,Canadienne
25846,Format Familial 8,Sébastien Diaz,2021,2021-04-16,2021-09-26,20,0,14,6,Télévision générale,Canadienne
25847,PHAC,Mélanie Charbonneau,2021,2021-06-08,2021-06-10,2,0,15,6,Message publicitaire,Canadienne
25848,Tennis Canada / Everybody IN,Martin C. Pariseau,2021,2021-06-01,2021-06-01,1,0,15,6,Message publicitaire,Canadienne
25850,C'est plus qu'un jardin 2,Marie-Julie Parent,2021,2021-06-01,2021-11-01,5,0,1,6,À déterminer,Canadienne
25851,Sans rendez-vous,Patrice Ouimet,2021,2021-06-07,2021-07-13,25,0,13,6,Série télévisée,Canadienne
25852,Peoplefor Bike,Maxime Forget,2021,2021-05-27,2021-05-27,0,1,22,6,Documentaire,Canadienne
25853,IGA - Contenu été - photoreportage,N/A,2021,2021-05-31,2021-06-01,1,0,15,6,Message publicitaire,Canadienne
25854,Étrangers - Léa Jarry,Anthony Coveney,2021,2021-05-27,2021-05-29,1,0,15,1,Message publicitaire,À déterminer
25855,Coors light,Hémile Lavoie,2021,2021-05-31,2021-06-01,1,0,15,6,Message publicitaire,Canadienne
25857,Contre-offre 2,Martin Roy,2021,2021-05-30,2021-07-30,3,0,14,6,Télévision générale,Canadienne
25859,Le Bal Mammouth II,Patrice Ouimet,2021,2021-06-06,2021-06-15,5,0,14,6,Télévision générale,Canadienne
25860,L'avenir nous appartient II,Divers,2021,2021-06-02,2021-12-25,40,0,14,6,Télévision générale,Canadienne
25861,Le monde de Gilles,Yves Bisaillon,2021,2021-06-15,2021-06-15,12,0,22,6,Documentaire,Canadienne
25862,St-Hubert,Yves-Christian Fournier,2021,2021-06-07,2021-06-09,0,0,15,6,Message publicitaire,Canadienne
25863,Tournage Sports Experts - Campagne Course à Pied,Julien Grimard,2021,2021-06-02,2021-06-03,1,0,15,6,Message publicitaire,Canadienne
25864,Maman pourquoi tu pleures?,Patricia Beaulieu,2021,2021-06-09,2021-09-05,4,0,22,6,Documentaire,Canadienne
25865,Dynamite- City escape,Richard Bernardin,2021,2021-06-10,2021-06-11,2,0,18,6,Photographie,Canadienne
25866,Les Blonds,Gabrielle Demers,2021,2021-06-14,2021-06-23,7,0,16,6,Court métrage,Canadienne
25867,Moi non plus,Charles-Olivier Michaud,2021,2021-06-14,2021-07-29,28,0,13,6,Série télévisée,Canadienne
25868,Chanteurs masqués - Tournage portraits,Jean-François Perreault,2021,2021-06-10,2021-07-15,12,0,14,6,Télévision générale,Canadienne
25869,L'homme qui aimait trop,Yves-Chritian Fournier,2021,2021-07-19,2021-10-10,15,0,13,6,Série télévisée,Canadienne
25870,DIVERS PHOTOGRAPHIES,DIVERS,2021,2021-06-08,2021-12-31,0,0,18,6,Photographie,Canadienne
25871,ALDO F21,David Picard,2021,2021-06-17,2021-06-18,1,1,18,6,Photographie,Canadienne
25872,Plat Préf,Xavier Havitov,2021,2021-06-08,2021-08-20,14,0,27,6,Série web,Canadienne
25873,DIVERS VIDÉOCLIPS,DIVERS,2021,2021-06-08,2021-12-31,0,0,17,6,Vidéo,Canadienne
25874,ZUM ZUM,Jose Fernandez,2021,2021-06-12,2021-06-12,1,0,17,6,Vidéo,Canadienne
25875,Reitman's Fall 2021 part 2,Photographe,2021,2021-06-21,2021-06-23,2,0,18,6,Photographie,Canadienne
25876,Lowkey Labs,Avejan Jeyanthan,2021,2021-06-25,2021-06-25,1,0,27,6,Série web,Canadienne
25877,Photographie,,2021,2021-06-10,2021-12-31,0,0,18,6,Photographie,Canadienne
25878,West Groupe,Garret Naccaestro,2021,2021-06-14,2021-06-14,5,1,18,6,Photographie,Canadienne
25879,La vie compliquée de Léa Olivier - saison 2,Martin Cadotte,2021,2021-07-06,2021-07-08,3,0,14,6,Télévision générale,Canadienne
25880,Birks The moment you know,Adrian Villagomez,2021,2021-06-30,2021-07-01,4,0,15,6,Message publicitaire,Canadienne
25881,Ligne de fuite,"Catherine Chabot, Myriam Bouchard",2021,2021-08-01,2021-09-14,13,0,11,6,Long métrage,Canadienne
25882,The 2021 Governor General Performing Arts Awards,M.Miller and P.Szporer,2021,2021-06-22,2021-08-10,1,0,20,6,Multimédia,Canadienne
25883,Curieuse rentrée 2021,"Mireille Veillet, Pascal Brouard",2021,2021-06-12,2021-07-09,5,0,14,6,Télévision générale,Canadienne
25884,L'invincible,Vincent René Lortier,2021,2021-06-23,2021-07-03,5,0,16,6,Court métrage,Canadienne
25885,Somehow Continue,Dana Gingras / Pascal Huot,2021,2021-06-28,2021-07-05,2,0,22,6,Documentaire,Canadienne
25886,LA FABRIQUE CULTURELLE,DIVERS,2021,2021-06-22,2021-12-31,0,0,20,6,Multimédia,Canadienne
25887,Intact Assurance,Ivan Grabovic,2021,2021-07-05,2021-07-06,2,0,15,6,Message publicitaire,Canadienne
25888,TOURISME MONTRÉAL,DIVERS,2021,2021-06-28,2021-12-31,0,0,14,7,Télévision générale,Etrangère
25889,Booster Station,Christelle Gilibert et Mélanie S.Dubois,2021,2021-07-11,2021-07-11,0,0,27,6,Série web,Canadienne
25890,Chuck and the First Peoples`Kitchen 2,Charles Philippe Martel,2021,2021-07-26,2021-07-30,2,0,22,6,Documentaire,Canadienne
25891,Petites Morts,Terence Chotard,2021,2021-08-09,2021-08-13,5,0,16,6,Court métrage,Canadienne
25892,CLUB SOLY,"D.Belisle,A.Pronovost,I Garneau",2021,2021-07-05,2021-11-30,24,0,14,6,Télévision générale,Canadienne
25893,Soirées Cartes Blanches -Galas,Marie-Josée Lévesque,2021,2021-07-18,2021-07-24,7,0,14,6,Télévision générale,Canadienne
25894,Booster Station,Mélanie S. DUBOIS / Christelle GILIBERT,2021,2021-07-11,2021-07-11,1,0,27,6,Série web,Canadienne
25895,Fondation des Aveugles du Qc,Evelyne Girard,2021,2021-07-19,2021-07-19,0,0,24,6,Vidéo corporatif,Canadienne
25896,Women Performing ARTS + SPORTS Femmes en performance,Caroline St-Laurent,2021,2021-07-17,2021-07-18,2,0,24,6,Vidéo corporatif,Canadienne
25897,Banque Nationale,Martin Parisesau,2021,2021-07-09,2021-07-10,2,0,15,6,Message publicitaire,Canadienne
25898,Campus,Philippe Gagnon,2021,2021-07-05,2021-08-11,26,0,14,6,Télévision générale,Canadienne
25899,BMO,Mathieu Renoult,2021,2021-07-14,2021-07-15,2,0,15,6,Message publicitaire,Canadienne
25900,Lowes Contenu,,2021,2021-07-05,2021-07-22,12,0,15,6,Message publicitaire,Canadienne
25901,Cette année-là - Saison 4,Éric D. Savage,2021,2021-08-24,2022-03-01,12,0,14,6,Télévision générale,Canadienne
25903,La force d'un village,Jean-Françcois Legentil,2021,2021-05-11,2021-08-20,12,0,14,6,Télévision générale,Canadienne
25904,Quartier recherché,Aurélien Offner,2021,2021-07-28,2021-08-03,4,0,14,6,Télévision générale,Canadienne
25905,L'Œil du tigre,Félix St-Jacques,2021,2021-05-29,2021-09-30,10,0,14,6,Télévision générale,Canadienne
25906,Farmer Seeking Love,Caroline Labrèche,2021,2021-07-04,2021-07-30,2,0,11,6,Long métrage,Canadienne
25907,Tim Horton The new artisan sandwich,Alexandre Franchi,2021,2021-07-26,2021-07-27,1,0,15,6,Message publicitaire,Canadienne
25908,AMAZON,Tamir Moscovici,2021,2021-07-10,2021-07-12,3,0,21,7,Publicité étrangère,Etrangère
25909,LOUD CINÉTIQUE,William Fradette,2021,2021-07-23,2021-07-23,1,0,14,6,Télévision générale,Canadienne
25910,DESJARDINS,Olivier Staub,2021,2021-07-20,2021-07-20,1,0,15,6,Message publicitaire,Canadienne
25911,Louis T. veut savoir II,Xavier Havitov,2021,2021-07-15,2021-10-31,17,0,14,6,Télévision générale,Canadienne
25912,Oikos,Benjamin Nicolas,2021,2021-07-24,2021-07-26,1,0,15,6,Message publicitaire,Canadienne
25913,Gazebo,Mathieu Handfield,2021,2021-08-18,2021-09-14,15,0,27,6,Série web,Canadienne
25914,Cochon Dingue 6,Simon Lamontagne,2021,2021-07-13,2021-12-31,51,0,14,6,Télévision générale,Canadienne
25915,The End is Nye,Brannon Braga,2021,2021-08-21,2021-10-20,30,0,13,7,Série télévisée,Etrangère
25916,Pfizer,Fredrik Callinggard,2021,2021-07-13,2021-07-24,5,0,15,7,Message publicitaire,Etrangère
25917,VANLAB saison 2,Alexandre Lepage,2021,2021-07-13,2021-10-15,15,0,14,6,Télévision générale,Canadienne
25918,Autant en emporte les framboises,Philippe Falardeau,2021,2021-06-01,2021-09-07,5,0,13,6,Série télévisée,Canadienne
25919,J't'en crack tu une - Bleus Jeans Bleus,JP Chartrand,2021,2021-08-03,2021-08-04,2,0,15,6,Message publicitaire,Canadienne
25920,Dans ma tête,Marc Carbonneau/Frederic Nassif,2021,2021-07-26,2021-09-25,26,0,14,6,Télévision générale,Canadienne
25921,Je ne suis pas un robot,Mélanie Charbonneau,2021,2021-08-31,2021-09-12,10,0,27,6,Série web,Canadienne
25922,Le Coyote,Katherine Jerkivic,2021,2021-09-26,2021-11-12,24,0,11,6,Long métrage,Canadienne
25924,Que ta volonté soit faite,Nathalie St-Pierre,2021,2021-08-04,2021-09-22,25,0,11,6,Long métrage,Canadienne
25925,St-Hubert,Martin Pariseau,2021,2021-08-16,2021-08-18,2,0,15,6,Message publicitaire,Canadienne
25926,Mégantic,Alexis Durant-Brault,2021,2021-08-16,2021-10-24,12,0,13,6,Série télévisée,Canadienne
25927,GHOSTS S1,Divers,2021,2021-08-02,2021-10-29,60,0,13,7,Série télévisée,Etrangère
25928,Manuel de la vie sauvage,Christian Laurence,2021,2021-08-09,2021-10-29,30,0,13,6,Série télévisée,Canadienne
25929,Un été comme ça,Denis Côté,2021,2021-08-07,2021-09-11,3,0,11,7,Long métrage,Etrangère
25930,Métamorphose,Gaïa Ziad Guenoun,2021,2021-08-12,2021-11-01,6,0,16,6,Court métrage,Canadienne
25931,DIVERS,,2021,2021-08-04,2021-12-31,0,0,18,1,Photographie,À déterminer
25932,ALDO,Kelly Jacob,2021,2021-08-04,2021-08-06,2,0,18,6,Photographie,Canadienne
25933,Les Mecs II,Ricardo Trogi,2021,2021-08-01,2021-09-13,25,0,13,6,Série télévisée,Canadienne
25934,Les fourchettes III,Catherine Therrien,2021,2021-07-29,2021-08-08,8,0,27,6,Série web,Canadienne
25935,Apple Pie,Lindsey Beer,2021,2021-08-09,2021-09-25,35,0,11,7,Long métrage,Etrangère
25936,DESJARDINS - S'engager à fond,,2021,2021-07-30,2021-07-30,1,0,18,6,Photographie,Canadienne
25937,"Be Mine, Valentine",Louise Archambault,2021,2021-08-16,2021-09-10,16,0,11,6,Long métrage,Canadienne
25938,DIVERS PHOTOS,DIVERS,2021,2021-08-03,2021-12-31,0,0,18,6,Photographie,Canadienne
25939,DIVERS,,2021,2021-07-28,2021-12-31,0,0,18,6,Photographie,Canadienne
25940,TRISTAN,,2021,2021-07-28,2021-07-29,2,0,18,6,Photographie,Canadienne
25941,Three Pines,Sam Donovan,2021,2021-08-23,2021-12-17,83,0,13,7,Série télévisée,Etrangère
25942,EDC Exportation Développement Canada,JF Lemire,2021,2021-08-03,2021-08-06,1,0,18,6,Photographie,Canadienne
25943,Vidéotron Notoriété,Jean-Marc Piché,2021,2021-08-10,2021-08-12,2,0,15,6,Message publicitaire,Canadienne
25944,Entrelacés (Saison 1),Gabriel Bergeron,2021,2021-08-24,2021-09-10,12,0,27,6,Série web,Canadienne
25945,MAGI MERLIN - NO EGO,Maïlis Roy-Lessard,2021,2021-08-10,2021-08-10,1,0,16,6,Court métrage,Canadienne
25946,Bird Song,Sami Zenderoudi,2021,2021-08-24,2021-08-27,4,0,16,6,Court métrage,Canadienne
25947,L'ÉQUIPEUR,Edith Jorisch,2021,2021-08-06,2021-08-09,4,0,15,6,Message publicitaire,Canadienne
25948,Massi en mission 2 - Mission corps humain,Marianne L'Heureux,2021,2021-08-23,2021-09-19,5,0,14,6,Télévision générale,Canadienne
25949,DIVERS PUBLICITÉS,DIVERS RÉALISATEURS,2021,2021-08-16,2021-12-31,0,0,15,6,Message publicitaire,Canadienne
25950,RIASQ X OKOK,Laurence Tremblay,2021,2021-08-09,2021-08-19,2,0,15,6,Message publicitaire,Canadienne
25951,Aldo Holiday 2021,Lili & Lilac,2021,2021-08-12,2021-08-13,2,2,15,6,Message publicitaire,Canadienne
25954,Retour vers la culture,Jean-François Fontaine,2021,2021-08-16,2021-11-24,34,0,14,6,Télévision générale,Canadienne
25955,DIVERS,DIVERS,2021,2021-08-17,2021-12-31,0,0,15,6,Message publicitaire,Canadienne
25956,ÉducÉpargne,Alexandre de Bellefeuille,2021,2021-08-17,2021-08-18,1,0,15,6,Message publicitaire,Canadienne
25957,CIDC - 121-049,Jonathan Bensimon,2021,2021-08-23,2021-08-24,1,0,15,6,Message publicitaire,Canadienne
25958,DIVERS AUTOPROMOTION,DIVERS,2021,2021-08-13,2021-12-31,0,0,15,6,Message publicitaire,Canadienne
25960,Vidéotron Révolution,William Fradette,2021,2021-08-16,2021-08-16,1,0,15,6,Message publicitaire,Canadienne
25961,Une Affaire Criminelle,Stéphane Lapointe,2021,2021-08-22,2021-11-09,8,0,13,6,Série télévisée,Canadienne
25962,La force d'un vilage,JF Legentil,2021,2021-05-11,2021-08-20,0,0,14,6,Télévision générale,Canadienne
25963,Arrive en campagne - saison 7,Pierre Gagnon,2021,2021-08-02,2021-10-25,10,0,14,6,Télévision générale,Canadienne
25964,Classé Secret,Stephan Beaudoin,2021,2021-09-20,2021-12-20,43,0,13,6,Série télévisée,Canadienne
25965,Larry,Patrice Sauvé,2021,2021-09-14,2021-12-22,45,0,13,6,Série télévisée,Canadienne
25966,Desjardins,,2021,2021-08-31,2021-09-01,1,0,15,6,Message publicitaire,Canadienne
25967,FADOC,Philippe Grenier,2021,2021-08-31,2021-09-01,1,0,15,6,Message publicitaire,Canadienne
25968,Héma Québec Cellules souches,Philippe Grenier,2021,2021-09-02,2021-09-02,1,0,15,6,Message publicitaire,Canadienne
25969,C'est juste de la TV saison 15,Stéphane Rocheleau,2021,2021-09-10,2021-11-26,23,0,14,6,Télévision générale,Canadienne
25970,Les aventures du Pharmachien saison 6,"Simon Lamontagne,Noémie Jolicoeur-Laforest",2021,2021-08-24,2021-12-01,26,0,14,6,Télévision générale,Canadienne
25971,Activia 121-029,Mélanie Charbonneau,2021,2021-08-27,2021-08-27,1,0,15,6,Message publicitaire,Canadienne
25972,Les Petits Géants,Guillaume Lonergan,2021,2021-09-07,2021-09-20,35,0,14,6,Télévision générale,Canadienne
25973,Richelieu,Pier-Philippe Chevigny,2021,2021-09-07,2021-10-20,27,0,11,6,Long métrage,Canadienne
25974,POUR TOUJOURS PLUS UN JOUR 2,Marie-Claude Blouin,2021,2021-08-24,2021-11-04,26,0,13,6,Série télévisée,Canadienne
25975,La mélancolite,Arnaud Bouquet,2021,2021-09-21,2021-10-22,16,0,27,6,Série web,Canadienne
25976,Pas d'chicane dans ma cabane,Sandrine Brodeur-Desrosiers,2021,2021-09-07,2021-10-08,21,0,11,6,Long métrage,Canadienne
25977,Au-delà du 4e mur,François Blouin,2021,2021-08-30,2021-08-30,1,0,14,6,Télévision générale,Canadienne
25978,La maison des folles 2,Mara Joly,2021,2021-09-07,2021-10-29,0,0,14,6,Télévision générale,Canadienne
25979,Vidéo campagne NPD,Alexandre Claude,2021,2021-09-02,2021-09-02,0,0,28,6,Publicité web,Canadienne
25980,Aller simple,Yan Lanouette Turgeon,2021,2021-09-08,2021-11-06,10,0,13,6,Série télévisée,Canadienne
25981,C'est humain,"Guillaume St-Arnaud, Vanessa Cournoyer",2021,2021-08-30,2021-11-22,23,0,14,6,Télévision générale,Canadienne
25982,NPD - Camion poutine,Alexandre Claude,2021,2021-09-02,2021-09-02,1,0,28,6,Publicité web,Canadienne
25983,Larry,Patrice Sauvé,2021,2021-09-14,2021-12-22,45,0,13,6,Série télévisée,Canadienne
25984,Sur ta rue 2,Sylvio Jacques et Chantal Limoges,2021,2021-09-08,2021-09-17,4,0,22,6,Documentaire,Canadienne
25985,Sir Rodolphe,Marie-Hélène Grenier,2021,2021-08-30,2021-08-31,13,1,22,6,Documentaire,Canadienne
25986,Dors avec moi,Charles Grenier,2021,2021-09-11,2021-09-23,1,0,14,6,Télévision générale,Canadienne
25987,"Captations Télé-Québec, Cabaret du bout de la nuit",Dominique Jacques,2021,2021-09-28,2021-10-01,2,0,14,6,Télévision générale,Canadienne
25988,La Tour II,Olivier Roberge,2021,2021-09-01,2022-04-05,85,0,14,6,Télévision générale,Canadienne
25989,"McDo McJoueurs ""Changement de trio""",François Jaros,2021,2021-09-18,2021-09-19,2,0,15,6,Message publicitaire,Canadienne
25990,CPA,Khoa Le,2021,2021-10-03,2021-10-04,2,0,15,6,Message publicitaire,Canadienne
25991,Des Idées de grandeur dans ma cour VIII,David Noiseux,2021,2021-07-16,2021-10-22,3,0,14,6,Télévision générale,Canadienne
25992,La vie en bleu,Lisette Marcotte,2021,2021-09-20,2021-12-15,7,0,22,6,Documentaire,Canadienne
25993,RUFFLES,Mathieu Grimard,2021,2021-09-18,2021-09-20,3,0,15,6,Message publicitaire,Canadienne
25994,Pas d'chicane dans ma cabane,Sandrine Brodeur-Desrosiers,2021,2021-09-07,2021-10-08,21,0,11,6,Long métrage,Canadienne
25995,Bracelets Rouges,Yan England,2021,2021-09-27,2021-12-10,55,0,13,6,Série télévisée,Canadienne
25996,Uber,Guillaume DeFontenay,2021,2021-09-29,2021-09-30,1,0,15,6,Message publicitaire,Canadienne
25997,Chevrolet Spark et trail Blazer 2021,À déterminer,2021,2021-09-20,2021-09-22,1,0,15,6,Message publicitaire,Canadienne
25998,Maxi-Bingo,David Tomassini,2021,2021-09-15,2021-09-15,1,0,15,6,Message publicitaire,Canadienne
25999,Brunet,François Jaros,2021,2021-09-28,2021-09-28,1,0,15,6,Message publicitaire,Canadienne
