Date,CorridorKM1,CorridorKM1_Pietons_IN_-_dir_Ouest_-_Amherst,CorridorKM1_Pietons_OUT_-_dir_Est_-_Morin-Heights,CorridorKM1_Velos_IN_-_dir_Ouest_-_Amherst,CorridorKM1_Velos_OUT_-_dir_Est_-_Morin-Heights,MontLaurierKM199,MontLaurierKM199_Pietons_direction_SUD_vers_St-Jerome,MontLaurierKM199_Pietons_direction_NORD_vers_gare_Mont-Laurier,MontLaurierKM199_Velos_direction_SUD_vers_St-Jerome,MontLaurierKM199_Velos_direction_NORD_vers_gare_Mont-Laurier,Mirabel,BoisesMirabel_Verskm0,BoisesMirabel_Sud,BoisesMirabel_IN,BoisesMirabel_OUT,GareNominingue,GareNominingue_Pietons_direction_SUD,GareNominingue_Pietons_direction_NORD,GareNominingue_Velos_direction_SUD,GareNominingue_Velos_direction_NORD,Gare_de_Tremblant,Gare_de_Tremblant_A_IN,Gare_de_Tremblant_A_OUT,Gare_de_Tremblant_B_IN,Gare_de_Tremblant_B_OUT,Prevost,IN,OUT,MT_ROLLAND_NORD,MT_ROLLAND_NORD_A_IN,MT_ROLLAND_NORD_A_OUT,MT_ROLLAND_NORD_B_IN,MT_ROLLAND_NORD_B_OUT,Mont_Rolland_(5238A),5238A_Sens_IN,5238A_Sens_OUT,Blainville_(7282A),7282A_Sens_IN,7282A_Sens_OUT,Prevost_suite,Prevost_suite_Cyclists,Prevost_suite_Cars,Compteur_lac_Mercier_Tremblant,Compteur_lac_Mercier_Tremblant_IN,Compteur_lac_Mercier_Tremblant_OUT 
2015-09-05,527,173,172,102,80,343,24,21,183,115,1724,17,4,936,767,417,25,27,196,169,0,0,0,0,0,0,0,0,1813,1417,0,396,0,,,,,,,,,,,,
2015-09-06,587,182,166,137,102,271,19,11,145,96,1546,0,0,777,769,417,34,27,206,150,0,0,0,0,0,0,0,0,13383,13086,1,295,1,,,,,,,,,,,,
2015-09-07,371,117,107,91,56,195,22,20,97,56,1734,0,0,874,860,178,22,20,91,45,0,0,0,0,0,0,0,0,15121,14645,0,424,52,,,,,,,,,,,,
2015-09-08,132,46,37,24,25,234,18,16,115,85,689,0,0,349,340,105,13,13,51,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2015-09-09,93,39,39,7,8,83,7,10,47,19,562,1,0,288,273,56,4,4,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2015-09-10,144,53,51,22,18,203,25,22,86,70,1139,22,0,667,450,104,18,13,45,28,0,0,0,0,0,0,0,0,2630,2541,0,89,0,,,,,,,,,,,,
2015-09-11,175,57,59,30,29,127,17,17,54,39,1111,19,0,589,503,82,5,8,40,29,0,0,0,0,0,0,0,0,704,619,0,85,0,,,,,,,,,,,,
2015-09-12,99,37,44,10,8,129,7,10,83,29,195,4,0,102,89,115,20,24,57,14,0,0,0,0,0,0,0,0,29,28,0,1,0,,,,,,,,,,,,
2015-09-13,66,34,32,0,0,31,6,8,15,2,46,0,0,25,21,18,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2015-09-14,100,44,38,10,8,116,15,15,52,34,259,3,0,133,123,68,11,11,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2015-09-15,195,65,71,31,28,220,16,13,132,59,1211,15,0,616,580,92,11,11,49,21,0,0,0,0,0,0,0,0,21200,20857,0,293,50,,,,,,,,,,,,
2015-09-16,157,65,52,13,27,169,13,14,74,68,1197,2,0,614,581,120,7,10,77,26,0,0,0,0,0,0,0,0,307,287,0,20,0,,,,,,,,,,,,
2015-09-17,152,59,46,22,25,162,10,11,74,67,811,4,0,415,392,86,5,4,45,32,0,0,0,0,0,0,0,0,18892,18437,0,314,141,,,,,,,,,,,,
2015-09-18,189,60,56,43,30,219,23,19,94,83,1210,10,0,625,575,119,11,12,67,29,0,0,0,0,0,0,0,0,41643,41162,0,453,28,,,,,,,,,,,,
2015-09-19,356,115,93,68,80,57,9,7,32,9,1271,4,0,649,618,90,7,5,50,28,0,0,0,0,0,0,0,0,24749,24679,0,70,0,,,,,,,,,,,,
2015-09-20,409,143,153,55,58,230,20,18,106,86,1443,83,14,1013,333,148,44,37,30,37,0,0,0,0,0,0,0,0,12192,11827,0,342,23,,,,,,,,,,,,
2015-09-21,178,88,59,12,19,169,22,21,76,50,934,27,5,551,351,83,12,14,36,21,0,0,0,0,0,0,0,0,32510,32142,0,361,7,,,,,,,,,,,,
2015-09-22,168,73,64,11,20,148,19,20,53,56,950,34,2,587,327,68,1,2,39,26,0,0,0,0,0,0,0,0,16634,16215,0,316,103,,,,,,,,,,,,
2015-09-23,230,100,88,20,22,148,18,14,67,49,1108,20,1,602,485,70,13,16,27,14,0,0,0,0,0,0,0,0,14713,14285,0,335,93,,,,,,,,,,,,
2015-09-24,178,70,82,17,9,163,21,23,61,58,778,25,8,454,291,58,6,9,25,18,0,0,0,0,0,0,0,0,2069,1680,0,223,166,,,,,,,,,,,,
2015-09-25,156,56,51,22,27,109,14,8,54,33,434,8,3,237,186,70,7,13,36,14,0,0,0,0,0,0,0,0,346,121,0,117,108,,,,,,,,,,,,
2015-09-26,369,129,133,55,52,182,42,21,62,57,1065,39,31,568,427,161,16,15,84,46,0,0,0,0,0,0,0,0,16042,15298,0,543,201,,,,,,,,,,,,
2015-09-27,490,172,177,83,58,221,47,16,70,88,1636,27,13,943,653,140,19,19,60,42,0,0,0,0,0,0,0,0,19639,18738,0,846,55,,,,,,,,,,,,
2015-09-28,158,62,69,11,16,75,12,14,28,21,265,0,0,137,128,38,5,6,22,5,0,0,0,0,0,0,0,0,5560,5456,0,76,28,,,,,,,,,,,,
2015-09-29,52,26,25,1,0,19,4,3,6,6,100,0,0,56,44,9,2,3,2,2,0,0,0,0,0,0,0,0,863,841,0,14,8,,,,,,,,,,,,
2015-09-30,182,91,88,2,1,65,14,13,18,20,203,8,1,104,90,59,9,9,31,10,0,0,0,0,0,0,0,0,1457,1390,0,38,29,,,,,,,,,,,,
2015-10-01,141,62,54,14,11,96,37,20,15,24,449,20,6,310,113,57,9,11,18,19,0,0,0,0,0,0,0,0,10328,10170,1,137,20,,,,,,,,,,,,
2015-10-02,101,38,44,11,8,72,38,20,2,12,442,33,0,373,36,85,33,18,26,8,0,0,0,0,0,0,0,0,2048,1840,0,110,98,,,,,,,,,,,,
2015-10-03,351,134,153,37,27,101,61,28,1,11,379,38,0,284,57,114,12,11,70,21,8191,8191,0,0,0,0,0,0,465,100,0,191,174,,,,,,,,,,,,
2015-10-04,478,176,192,62,48,64,25,13,8,18,714,29,5,482,198,106,13,21,46,26,0,0,0,0,0,0,0,0,801,235,0,291,275,,,,,,,,,,,,
2015-10-05,164,71,81,8,4,104,14,7,55,28,425,12,0,212,201,43,1,3,25,14,0,0,0,0,0,0,0,0,794,678,0,63,53,,,,,,,,,,,,
2015-10-06,95,37,38,12,8,77,12,10,24,31,414,6,0,211,197,60,11,6,33,10,0,0,0,0,0,0,0,0,742,489,0,130,123,,,,,,,,,,,,
2015-10-07,134,62,60,5,7,51,12,7,15,17,562,14,0,321,227,44,16,12,8,8,0,0,0,0,0,0,0,0,716,504,0,111,101,,,,,,,,,,,,
2015-10-08,100,39,47,9,5,37,21,13,0,3,396,17,0,237,142,35,7,8,10,10,0,0,0,0,0,0,0,0,764,585,0,99,80,,,,,,,,,,,,
2015-10-09,24,12,11,1,0,9,3,3,1,2,33,0,0,19,14,22,4,5,6,7,0,0,0,0,0,0,0,0,40,0,0,22,18,,,,,,,,,,,,
2015-10-10,568,268,229,40,31,94,38,15,14,27,404,10,0,264,130,125,20,26,52,27,0,0,0,0,0,0,0,0,421,25,0,215,181,,,,,,,,,,,,
2015-10-11,547,232,231,44,40,50,8,9,16,17,303,9,0,158,136,248,91,84,38,35,0,0,0,0,0,0,0,0,473,1,0,239,233,,,,,,,,,,,,
2015-10-12,861,323,335,114,89,228,29,16,83,100,2102,50,2,1372,678,138,21,17,56,44,0,0,0,0,0,0,0,0,1351,42,0,668,641,,,,,,,,,,,,
2015-10-13,44,22,20,2,0,27,12,8,3,4,90,1,0,48,41,5,1,2,1,1,0,0,0,0,0,0,0,0,31,2,0,17,12,,,,,,,,,,,,
2015-10-14,128,55,66,4,3,39,9,10,10,10,182,12,0,96,74,13,3,3,3,4,0,0,0,0,0,0,0,0,1241,1176,0,38,27,,,,,,,,,,,,
2015-10-15,52,21,22,4,5,30,8,7,7,8,122,2,0,64,56,6,0,2,3,1,0,0,0,0,0,0,0,0,122,33,0,48,41,,,,,,,,,,,,
2015-10-16,75,35,36,3,1,32,8,7,10,7,123,8,0,76,39,23,5,5,8,5,0,0,0,0,0,0,0,0,197,106,0,49,42,,,,,,,,,,,,
2015-10-17,188,85,83,13,7,39,21,6,6,6,91,8,2,51,30,25,15,6,2,2,0,0,0,0,0,0,0,0,1570,1499,0,42,29,,,,,,,,,,,,
2015-10-18,261,114,101,27,19,21,11,10,0,0,107,6,0,65,36,33,13,12,3,5,0,0,0,0,0,0,0,0,4323,4250,0,53,20,,,,,,,,,,,,
2015-10-19,98,49,44,3,2,24,12,12,0,0,71,4,0,39,28,9,4,3,0,2,0,0,0,0,0,0,0,0,640,538,86,11,5,,,,,,,,,,,,
2015-10-20,74,36,32,4,2,58,32,25,0,1,209,4,0,113,92,22,9,5,4,4,0,0,0,0,0,0,0,0,420,361,0,32,27,,,,,,,,,,,,
2015-10-21,117,55,56,3,3,41,17,21,3,0,196,25,0,127,44,13,1,2,5,5,0,0,0,0,0,0,0,0,5518,5454,0,38,26,,,,,,,,,,,,
2015-10-22,59,24,28,3,4,27,10,11,4,2,114,0,0,61,53,29,13,11,4,1,0,0,0,0,0,0,0,0,89,40,0,27,22,,,,,,,,,,,,
2015-10-23,120,53,53,8,6,37,19,18,0,0,162,11,0,116,35,10,5,3,1,1,0,0,0,0,0,0,0,0,1296,1231,0,35,30,,,,,,,,,,,,
2015-10-24,319,139,131,21,28,30,15,15,0,0,205,6,0,110,89,24,9,10,3,2,0,0,0,0,0,0,0,0,1295,1217,0,45,33,,,,,,,,,,,,
2015-10-25,167,79,72,5,11,25,12,10,2,1,56,2,0,31,23,11,4,4,1,2,0,0,0,0,0,0,0,0,73,36,0,22,15,,,,,,,,,,,,
2015-10-26,129,56,61,6,6,33,16,17,0,0,188,22,1,126,39,17,3,5,4,5,0,0,0,0,0,0,0,0,92,51,0,24,17,,,,,,,,,,,,
2015-10-27,102,40,49,8,5,39,11,19,8,1,238,12,0,172,54,24,7,9,3,5,0,0,0,0,0,0,0,0,67,18,0,27,22,,,,,,,,,,,,
2015-10-28,50,26,24,0,0,6,3,3,0,0,88,1,0,48,39,14,5,5,2,2,0,0,0,0,0,0,0,0,528,522,1,3,2,,,,,,,,,,,,
2015-10-29,49,24,20,3,2,11,5,6,0,0,13,0,0,9,4,5,3,2,0,0,0,0,0,0,0,0,0,0,17,6,0,9,2,,,,,,,,,,,,
2015-10-30,87,41,42,2,2,11,5,6,0,0,126,18,1,89,18,7,2,4,1,0,0,0,0,0,0,0,0,0,76,53,0,15,8,,,,,,,,,,,,
2015-10-31,265,115,134,10,6,8,1,3,4,0,204,2,3,110,89,25,6,6,8,5,0,0,0,0,0,0,0,0,89,34,0,30,25,,,,,,,,,,,,
2015-11-01,35,19,16,0,0,5,3,2,0,0,5,0,0,3,2,8,1,1,1,5,0,0,0,0,0,0,0,0,5,1,0,3,1,,,,,,,,,,,,
2015-11-02,88,43,38,3,4,30,15,15,0,0,178,2,0,91,85,20,11,8,0,1,0,0,0,0,0,0,0,0,771,733,0,22,16,,,,,,,,,,,,
2015-11-03,137,58,59,12,8,31,9,14,6,2,341,17,0,226,98,18,4,5,3,6,0,0,0,0,0,0,0,0,1009,931,0,42,36,,,,,,,,,,,,
2015-11-04,130,60,64,5,1,49,24,19,4,2,348,37,5,252,54,22,5,7,4,6,0,0,0,0,0,0,0,0,1492,1395,0,52,45,,,,,,,,,,,,
2015-11-05,158,74,70,8,6,48,29,18,0,1,461,25,0,357,79,32,8,7,9,8,0,0,0,0,0,0,0,0,1281,1140,0,77,64,,,,,,,,,,,,
2015-11-06,29,14,13,1,1,16,4,7,1,4,54,10,0,34,10,16,6,5,4,1,0,0,0,0,0,0,0,0,3331,3315,0,10,6,,,,,,,,,,,,
2015-11-07,280,110,131,20,19,37,19,17,1,0,240,44,0,188,8,29,10,15,2,2,0,0,0,0,0,0,0,0,1572,1520,0,31,21,,,,,,,,,,,,
2015-11-08,318,145,144,16,13,26,12,12,1,1,153,33,1,115,4,37,12,15,5,5,0,0,0,0,0,0,0,0,665,606,0,33,26,,,,,,,,,,,,
2015-11-09,124,61,56,3,4,55,29,26,0,0,244,28,2,198,16,29,7,9,6,7,0,0,0,0,0,0,0,0,2130,2098,0,19,13,,,,,,,,,,,,
2015-11-10,128,61,54,6,7,75,36,37,1,1,317,26,8,220,63,38,12,6,11,9,0,0,0,0,0,0,0,0,6555,6495,0,38,22,,,,,,,,,,,,
2015-11-11,106,48,45,5,8,31,14,17,0,0,225,54,5,116,50,26,10,12,3,1,0,0,0,0,0,0,0,0,2788,2761,0,16,11,,,,,,,,,,,,
2015-11-12,9,4,5,0,0,8,5,3,0,0,6,0,0,5,1,10,3,3,2,2,0,0,0,0,0,0,0,0,922,914,0,5,3,,,,,,,,,,,,
2015-11-13,44,28,16,0,0,8,3,4,1,0,24,0,0,17,7,7,2,5,0,0,0,0,0,0,0,0,0,0,908,904,0,4,0,,,,,,,,,,,,
2015-11-14,159,69,72,10,8,10,5,5,0,0,49,5,2,25,17,16,6,9,1,0,0,0,0,0,0,0,0,0,34162,34129,0,31,2,,,,,,,,,,,,
2015-11-15,258,118,122,6,12,16,8,7,1,0,100,8,7,57,28,14,6,8,0,0,0,0,0,0,0,0,0,0,55117,55058,0,50,9,,,,,,,,,,,,
2015-11-16,128,56,60,8,4,27,15,11,0,1,137,11,16,58,52,29,12,13,2,2,0,0,0,0,0,0,0,0,34231,34210,1,15,5,,,,,,,,,,,,
2015-11-17,90,45,43,1,1,30,8,7,8,7,99,10,10,44,35,29,13,12,2,2,0,0,0,0,0,0,0,0,23424,23402,0,17,5,,,,,,,,,,,,
2015-11-18,90,43,42,4,1,23,7,10,5,1,148,7,7,85,49,18,7,7,2,2,0,0,0,0,0,0,0,0,17940,17929,0,8,3,,,,,,,,,,,,
2015-11-19,16,7,8,1,0,14,8,6,0,0,16,0,0,11,5,9,3,6,0,0,0,0,0,0,0,0,0,0,8729,8729,0,0,0,,,,,,,,,,,,
2015-11-20,117,51,56,5,5,15,8,7,0,0,121,17,11,57,36,22,9,7,3,3,0,0,0,0,0,0,0,0,17866,17856,0,8,2,,,,,,,,,,,,
2015-11-21,199,96,95,7,1,10,3,4,2,1,110,4,0,65,41,37,16,13,4,4,0,0,0,0,0,0,0,0,9878,9852,0,19,7,,,,,,,,,,,,
2015-11-22,164,79,71,8,6,3,1,1,1,0,60,10,7,26,17,13,5,8,0,0,0,0,0,0,0,0,0,0,17452,17434,1,13,4,,,,,,,,,,,,
2015-11-23,94,45,47,1,1,23,8,9,4,2,69,10,9,21,29,19,7,10,0,2,0,0,0,0,0,0,0,0,5961,5948,0,10,3,,,,,,,,,,,,
2015-11-24,56,30,26,0,0,12,6,6,0,0,12,2,0,7,3,10,3,6,1,0,0,0,0,0,0,0,0,0,18980,18968,0,9,3,,,,,,,,,,,,
2015-11-25,81,35,44,1,1,17,5,6,4,2,28,5,5,12,6,13,5,7,0,1,0,0,0,0,0,0,0,0,35759,34986,762,8,3,,,,,,,,,,,,
2015-11-26,50,28,18,1,3,9,5,4,0,0,76,3,1,44,28,11,4,7,0,0,0,0,0,0,0,0,0,0,4837,4607,222,5,3,,,,,,,,,,,,
2015-11-27,23,7,9,2,5,9,3,6,0,0,8,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,16561,16543,17,1,0,,,,,,,,,,,,
2015-11-28,219,93,116,4,6,17,10,7,0,0,35,3,3,17,12,16,9,6,1,0,0,0,0,0,0,0,0,0,1861,1846,2,11,2,,,,,,,,,,,,
2015-11-29,166,79,84,1,2,9,5,4,0,0,30,1,0,18,11,14,4,5,4,1,0,0,0,0,0,0,0,0,840,599,237,3,1,,,,,,,,,,,,
2015-11-30,84,40,43,1,0,17,9,8,0,0,22,3,4,13,2,6,2,4,0,0,0,0,0,0,0,0,0,0,1610,1372,225,8,5,,,,,,,,,,,,
2015-12-01,52,22,30,0,0,18,8,9,1,0,21,0,2,13,6,25,16,8,1,0,0,0,0,0,0,0,0,0,827,701,124,2,0,,,,,,,,,,,,
2015-12-02,36,15,19,1,1,12,6,6,0,0,3,0,0,3,0,14,6,4,2,2,0,0,0,0,0,0,0,0,627,356,269,2,0,,,,,,,,,,,,
2015-12-03,57,27,28,1,1,18,10,6,0,2,18,0,0,13,5,8,4,2,1,1,0,0,0,0,0,0,0,0,1204,694,508,2,0,,,,,,,,,,,,
2015-12-04,43,22,17,1,3,5,3,2,0,0,25,0,0,16,9,14,2,3,4,5,0,0,0,0,0,0,0,0,638,435,201,1,1,,,,,,,,,,,,
2015-12-05,215,113,94,4,4,50,24,15,3,8,77,0,1,40,36,29,14,10,2,3,0,0,0,0,0,0,0,0,1112,1065,23,16,8,,,,,,,,,,,,
2015-12-06,216,98,97,13,8,19,8,10,0,1,107,6,2,57,42,11,4,6,1,0,0,0,0,0,0,0,0,0,165,135,14,11,5,,,,,,,,,,,,
2015-12-07,92,43,47,2,0,16,7,5,2,2,72,4,1,40,27,20,13,7,0,0,0,0,0,0,0,0,0,0,1491,829,655,5,2,,,,,,,,,,,,
2015-12-08,70,29,35,3,3,16,5,8,2,1,76,7,10,39,20,12,5,7,0,0,0,0,0,0,0,0,0,0,858,465,386,4,3,,,,,,,,,,,,
2015-12-09,78,34,36,5,3,24,12,11,0,1,68,18,10,25,15,9,4,5,0,0,0,0,0,0,0,0,0,0,407,216,177,8,6,,,,,,,,,,,,
2015-12-10,34,16,15,2,1,19,9,10,0,0,13,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2411,1250,1161,0,0,,,,,,,,,,,,
2015-12-11,71,30,36,3,2,17,8,9,0,0,120,4,4,67,45,7,0,1,5,1,0,0,0,0,0,0,0,0,37230,18425,18799,3,3,,,,,,,,,,,,
2015-12-12,152,71,67,5,9,13,6,7,0,0,240,31,0,170,39,26,4,7,8,7,0,0,0,0,0,0,0,0,55429,28412,27002,4,11,,,,,,,,,,,,
2015-12-13,188,87,93,4,4,17,9,7,0,1,143,37,0,97,9,37,21,13,2,1,0,0,0,0,0,0,0,0,50258,23278,26959,5,16,,,,,,,,,,,,
2015-12-14,30,17,13,0,0,5,3,2,0,0,6,0,0,5,1,11,4,6,1,0,32,7,7,3,15,0,0,0,18135,10373,7760,0,2,,,,,,,,,,,,
2015-12-15,29,14,13,1,1,8,5,1,2,0,6,0,0,5,1,0,0,0,0,0,893,127,127,127,512,0,0,0,7594,4316,3276,0,2,,,,,,,,,,,,
2015-12-16,87,42,41,1,3,21,12,9,0,0,25,0,0,17,8,8,4,4,0,0,0,0,0,0,0,0,0,0,14841,7272,7560,3,6,,,,,,,,,,,,
2015-12-17,8,4,4,0,0,11,5,6,0,0,4,0,0,3,1,6,3,3,0,0,0,0,0,0,0,0,0,0,7939,4042,3897,0,0,,,,,,,,,,,,
2015-12-18,74,31,33,6,4,12,6,6,0,0,35,0,0,19,16,5,3,2,0,0,0,0,0,0,0,0,0,0,22247,11562,10678,3,4,,,,,,,,,,,,
2015-12-19,134,61,63,8,2,7,2,3,1,1,22,1,0,13,8,15,7,6,2,0,0,0,0,0,0,0,0,0,91194,46541,44637,4,12,,,,,,,,,,,,
2015-12-20,123,58,61,2,2,13,4,4,0,5,41,9,10,17,5,7,3,4,0,0,0,0,0,0,0,0,0,0,115773,66467,49302,1,3,,,,,,,,,,,,
2015-12-21,84,36,39,6,3,7,4,3,0,0,5,0,0,4,1,7,1,2,1,3,0,0,0,0,0,0,0,0,133932,87876,46053,2,1,,,,,,,,,,,,
2015-12-22,18,9,7,2,0,1,0,1,0,0,0,0,0,0,0,12,5,3,3,1,0,0,0,0,0,0,0,0,114419,109876,4537,6,0,,,,,,,,,,,,
2015-12-23,71,36,31,1,3,2,1,1,0,0,7,0,0,6,1,11,4,2,4,1,0,0,0,0,0,0,0,0,90171,89365,805,1,0,,,,,,,,,,,,
2015-12-24,131,59,56,9,7,9,6,3,0,0,185,0,0,97,88,8,0,0,5,3,0,0,0,0,0,0,0,0,31599,30941,650,6,2,,,,,,,,,,,,
2015-12-25,232,110,110,6,6,10,5,5,0,0,154,27,0,108,19,56,20,25,6,5,0,0,0,0,0,0,0,0,27210,26684,516,7,3,,,,,,,,,,,,
2015-12-26,280,140,130,4,6,15,7,7,1,0,107,32,0,73,2,27,10,11,5,1,0,0,0,0,0,0,0,0,34532,27609,6904,13,6,,,,,,,,,,,,
2015-12-27,121,65,51,2,3,3,1,2,0,0,0,0,0,0,0,53,25,25,0,3,0,0,0,0,0,0,0,0,9743,6300,3438,3,2,,,,,,,,,,,,
2015-12-28,185,90,93,2,0,10,5,5,0,0,0,0,0,0,0,19,9,6,0,4,0,0,0,0,0,0,0,0,10560,7748,2810,1,1,,,,,,,,,,,,
2015-12-29,163,87,71,0,5,6,4,2,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,704,569,132,3,0,,,,,,,,,,,,
2015-12-30,373,181,188,2,2,9,5,4,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,2041,1589,448,2,2,,,,,,,,,,,,
2015-12-31,269,122,143,2,2,28,15,12,1,0,0,0,0,0,0,26,18,8,0,0,0,0,0,0,0,0,0,0,2642,2221,421,0,0,,,,,,,,,,,,
2016-01-01,480,245,228,2,5,30,14,14,1,1,0,0,0,0,0,30,12,18,0,0,0,0,0,0,0,0,0,0,5339,5317,22,0,0,,,,,,,,,,,,
2016-01-02,568,291,276,0,1,36,18,18,0,0,0,0,0,0,0,56,30,26,0,0,0,0,0,0,0,0,0,0,10309,10297,8,4,0,,,,,,,,,,,,
2016-01-03,386,192,190,2,2,29,16,12,0,1,2,0,0,1,1,51,26,25,0,0,0,0,0,0,0,0,0,0,17761,17722,1,38,0,,,,,,,,,,,,
2016-01-04,91,50,40,1,0,12,6,6,0,0,12,12,0,0,0,17,8,9,0,0,0,0,0,0,0,0,0,0,75,52,22,0,1,,,,,,,,,,,,
2016-01-05,103,50,53,0,0,15,10,5,0,0,0,0,0,0,0,25,12,13,0,0,0,0,0,0,0,0,0,0,4642,2319,2317,3,3,,,,,,,,,,,,
2016-01-06,111,62,49,0,0,27,13,13,1,0,0,0,0,0,0,34,17,17,0,0,0,0,0,0,0,0,0,0,9265,7060,2198,2,5,,,,,,,,,,,,
2016-01-07,97,48,48,1,0,20,8,11,0,1,10,10,0,0,0,40,21,19,0,0,0,0,0,0,0,0,0,0,7867,5152,2715,0,0,,,,,,,,,,,,
2016-01-08,169,81,83,1,4,49,28,21,0,0,3,3,0,0,0,55,28,25,0,2,0,0,0,0,0,0,0,0,2307,807,1500,0,0,,,,,,,,,,,,
2016-01-09,406,204,200,2,0,35,18,16,0,1,1,0,0,1,0,79,36,42,0,1,0,0,0,0,0,0,0,0,4753,1735,3018,0,0,,,,,,,,,,,,
2016-01-10,65,33,32,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,9417,4592,4825,0,0,,,,,,,,,,,,
2016-01-11,24,11,11,1,1,12,6,6,0,0,7,4,0,3,0,18,10,7,1,0,0,0,0,0,0,0,0,0,7348,3021,4327,0,0,,,,,,,,,,,,
2016-01-12,36,19,16,0,1,2,1,1,0,0,0,0,0,0,0,6,1,3,2,0,0,0,0,0,0,0,0,0,257,144,113,0,0,,,,,,,,,,,,
2016-01-13,71,37,33,0,1,14,9,5,0,0,0,0,0,0,0,32,28,4,0,0,0,0,0,0,0,0,0,0,5640,2745,2895,0,0,,,,,,,,,,,,
2016-01-14,109,56,46,6,1,5,2,3,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,4755,2640,2115,0,0,,,,,,,,,,,,
2016-01-15,134,64,68,1,1,27,13,14,0,0,0,0,0,0,0,43,24,19,0,0,0,0,0,0,0,0,0,0,3469,2070,1399,0,0,,,,,,,,,,,,
2016-01-16,448,214,232,2,0,99,40,59,0,0,0,0,0,0,0,162,73,88,0,1,0,0,0,0,0,0,0,0,8518,4873,3645,0,0,,,,,,,,,,,,
2016-01-17,452,215,234,0,3,71,35,36,0,0,0,0,0,0,0,82,40,42,0,0,0,0,0,0,0,0,0,0,3371,1820,1551,0,0,,,,,,,,,,,,
2016-01-18,109,49,58,1,1,24,8,16,0,0,0,0,0,0,0,38,14,23,0,1,0,0,0,0,0,0,0,0,816,407,409,0,0,,,,,,,,,,,,
2016-01-19,77,33,44,0,0,11,3,8,0,0,0,0,0,0,0,22,14,8,0,0,0,0,0,0,0,0,0,0,791,314,477,0,0,,,,,,,,,,,,
2016-01-20,87,40,42,3,2,59,30,28,1,0,0,0,0,0,0,29,14,15,0,0,0,0,0,0,0,0,0,0,329,189,140,0,0,,,,,,,,,,,,
2016-01-21,100,44,55,1,0,52,18,34,0,0,4,4,0,0,0,40,18,22,0,0,0,0,0,0,0,0,0,0,63,46,17,0,0,,,,,,,,,,,,
2016-01-22,146,71,73,2,0,70,35,34,1,0,2,2,0,0,0,86,44,42,0,0,0,0,0,0,0,0,0,0,193,95,98,0,0,,,,,,,,,,,,
2016-01-23,524,248,276,0,0,195,87,107,0,1,5,4,1,0,0,158,57,101,0,0,0,0,0,0,0,0,0,0,29,9,20,0,0,,,,,,,,,,,,
2016-01-24,379,180,199,0,0,101,61,40,0,0,2,0,0,1,1,74,37,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2016-01-25,83,38,43,1,1,39,19,20,0,0,0,0,0,0,0,30,14,15,0,1,0,0,0,0,0,0,0,0,48,24,24,0,0,,,,,,,,,,,,
2016-01-26,42,21,21,0,0,28,23,5,0,0,0,0,0,0,0,28,19,9,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,,,,,,,,,,,,
2016-01-27,74,37,35,0,2,31,22,9,0,0,2,2,0,0,0,30,14,16,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,,,,,,,,,,,,
2016-01-28,100,50,48,0,2,61,29,32,0,0,0,0,0,0,0,38,22,16,0,0,0,0,0,0,0,0,0,0,49,28,21,0,0,,,,,,,,,,,,
2016-01-29,101,45,49,3,4,116,60,54,1,1,0,0,0,0,0,71,30,41,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,,,,,,,,,,,,
2016-01-30,503,239,263,0,1,206,98,108,0,0,0,0,0,0,0,247,105,141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2016-01-31,256,125,131,0,0,97,55,42,0,0,5,5,0,0,0,72,44,28,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,,,,,,,,,,,,
2016-02-01,23,15,8,0,0,26,14,12,0,0,0,0,0,0,0,51,18,33,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,,,,,,,,,,,,
2016-02-02,53,24,29,0,0,29,13,16,0,0,12,12,0,0,0,30,19,11,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,,,,,,,,,,,,
2016-02-03,12,6,6,0,0,7,5,2,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
