TSPID,SCIAN,SCIAL,Q1_1,Q2,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7A,Q2_7B,Q2_7C,Q2_7D,Q3A,Q3B,Q3C,Q3D,Q4,Q5,Q6,Q8,Q9,Q10AM1,Q10AM2,Q10AM3,Q10AM4,Q10AM5,Q11,Q12AM1,Q12AM2,Q12AM3,Q13,Q14,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q15,Q16,Q17,Q18,Q19,Q20M1,Q20M2,Q20M3,Q20M4,Q20M5,Q20M6,QENT1,Q21,Q24,Q25,Q26,Q23,Poids
8672,414110,Grossistes-distributeurs de vêtements et d'accessoires vestimentaires,1,1,2,1,1,1,1,1,90,,,,1,2,1,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,2,,0.958601620301467
8684,417230,"Grossistes-distributeurs de machines, matériel et fournitures industriels",2,2,4,2,4,9,1,2,90,,,,3,3,3,3,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,2,1,1,1,,0.958601620301467
8721,417930,"Grossistes-distributeurs de machines, matériel et fournitures d'usage profession",2,2,1,9,3,1,1,2,,,,90,2,1,1,2,2,1,1,2,1,99,,,,,,,,,,,,,,,,,,,,,,90,9,,,,,,1,2,1,1,2,,0.958601620301467
8749,418120,Grossistes-distributeurs de papier et carton recyclables,2,2,4,9,4,1,1,2,,,,90,2,2,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,90,4,1,2,,0.958601620301467
8773,487210,Transport par eau de tourisme et d'agrément,2,9,2,2,2,3,2,2,,90,,,4,4,4,2,2,1,1,2,1,90,4,,,,90,1,,,1,3,3,3,3,1,3,3,3,4,3,3,4,90,6,,,,,,1,2,1,2,2,,0.886177530449585
8788,417230,"Grossistes-distributeurs de machines, matériel et fournitures industriels",2,9,3,9,4,2,2,2,,90,,,2,2,2,4,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,2,4,3,2,,0.972624747313544
8792,418990,Tous les autres grossistes-distributeurs,1,2,2,9,3,9,9,9,,,90,,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.958601620301467
8802,484121,"Transport par camion de marchandises diverses sur de longues distances, charge c",3,2,3,2,2,2,2,2,,90,,,2,2,2,2,2,2,2,3,1,6,,,,,6,1,,,1,2,1,2,1,1,1,1,1,1,1,2,2,90,9,,,,,,1,1,4,3,2,,0.972624747313544
8814,414520,"Grossistes-distributeurs d'articles de toilette, de cosmétiques et d'autres prod",2,2,2,2,2,2,2,3,,,,90,2,2,2,9,2,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,4,1,1,,0.958601620301467
8839,418220,Grossistes-distributeurs d'autres papiers et de produits en plastique jetables,1,2,4,1,3,1,1,1,,,,90,2,2,2,4,3,2,2,1,1,90,,,,,90,1,,,1,2,1,1,1,1,3,2,2,3,1,2,2,90,2,3,5,6,,,1,2,1,1,1,,0.958601620301467
8857,413210,Grossistes-distributeurs de boissons non alcoolisées,4,4,3,4,3,3,2,4,,90,,,2,3,4,3,3,3,2,2,1,90,,,,,90,1,,,1,2,2,2,2,2,2,2,3,2,3,3,3,90,6,3,,,,,2,2,90,1,2,,0.958601620301467
8899,417930,"Grossistes-distributeurs de machines, matériel et fournitures d'usage profession",2,1,1,1,1,2,1,1,,90,,,1,1,1,1,1,2,1,1,1,5,,,,,5,1,,,1,1,1,1,1,1,1,1,1,1,1,2,1,90,9,,,,,,1,1,1,1,2,,0.958601620301467
8980,414110,Grossistes-distributeurs de vêtements et d'accessoires vestimentaires,3,2,2,2,3,2,1,3,,,,90,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,2,,0.958601620301467
8986,414520,"Grossistes-distributeurs d'articles de toilette, de cosmétiques et d'autres prod",3,2,2,2,3,3,2,2,,,,90,2,3,2,2,2,3,2,2,1,90,,,,,90,1,4,,1,4,2,4,4,5,2,2,2,3,4,4,4,90,5,,,,,,1,2,4,1,1,,0.958601620301467
9022,417930,"Grossistes-distributeurs de machines, matériel et fournitures d'usage profession",4,2,2,3,3,2,2,9,,,,90,4,4,3,4,3,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,0.958601620301467
9064,417910,Grossistes-distributeurs de machines et matériel de bureau et de magasin,1,3,4,2,4,2,1,2,,,90,,3,3,3,3,3,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,1,1,2,,0.958601620301467
9107,483213,"Transport sur les eaux intérieures, sauf le transport par traversier",2,2,4,1,2,1,1,1,,,,90,2,1,3,9,3,9,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,90,1,2,,0.958601620301467
9153,491110,Services postaux,2,2,1,2,4,2,1,3,90,,,,3,2,4,4,3,2,2,3,1,2,,,,,2,1,,,4,2,3,3,2,3,2,2,2,2,4,4,4,90,9,,,,,,2,2,1,2,2,,0.886177530449585
9155,416310,Grossistes-distributeurs de fournitures générales de construction,2,2,2,2,2,1,1,3,,90,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,6,,1,2,1,1,1,,0.958601620301467
9158,493110,Entreposage général,1,9,2,9,3,9,1,9,,,,99,3,3,3,9,9,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,0.958601620301467
9165,413210,Grossistes-distributeurs de boissons non alcoolisées,1,2,4,4,4,1,1,4,,,90,,2,2,2,4,3,3,2,4,1,2,,,,,2,4,,,4,2,2,3,3,1,2,2,2,2,2,2,2,90,9,,,,,,1,2,4,1,1,,0.958601620301467
9174,722210,Établissements de restauration à service restreint,3,2,2,2,2,1,1,2,,,99,,2,2,2,2,2,2,2,2,1,6,,,,,6,1,,,1,2,2,1,1,1,1,1,1,1,1,2,1,99,9,,,,,,1,1,90,1,9,,1.081499524958800
9186,722210,Établissements de restauration à service restreint,2,2,2,2,2,2,1,2,,99,,,9,2,3,2,9,9,2,3,1,90,,,,,90,4,,,4,2,2,1,2,1,2,2,1,5,2,2,2,99,9,,,,,,1,2,2,1,1,,1.081499524958800
9232,722210,Établissements de restauration à service restreint,2,2,1,1,1,1,2,2,,99,,,2,2,1,2,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,2,4,1,1,,1.081499524958800
9240,722110,Restaurants à service complet,4,2,2,2,2,2,2,4,,,99,,2,3,4,4,3,1,2,2,1,90,,,,,90,1,,,1,3,2,5,2,2,4,2,3,1,3,4,4,90,3,,,,,,1,2,1,1,2,,1.081499524958800
9267,722210,Établissements de restauration à service restreint,1,2,3,2,3,2,2,3,,,,90,2,3,2,3,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,2,1,1,1,,1.081499524958800
9307,722210,Établissements de restauration à service restreint,4,2,4,2,4,2,2,2,,90,,,9,9,3,4,9,9,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,2,2,4,1,1,,1.081499524958800
9308,722210,Établissements de restauration à service restreint,2,2,1,2,1,2,2,2,,,,90,2,1,1,2,2,2,2,2,1,99,,,,,,,,,,,,,,,,,,,,,,90,1,2,3,4,5,6,1,1,4,2,2,,1.098721672518350
9404,722110,Restaurants à service complet,3,1,2,9,4,1,1,1,,,99,,2,2,4,1,2,3,3,4,1,90,,,,,90,1,,,4,4,4,4,1,1,1,3,1,4,4,4,4,90,9,,,,,,1,2,1,1,1,,1.081499524958800
9458,722320,Traiteurs,4,4,4,3,4,4,2,9,,90,,,4,4,4,4,4,4,4,4,1,5,2,,,,5,1,,,1,4,1,1,2,1,4,5,2,3,4,4,4,90,9,,,,,,2,2,3,1,1,,1.081499524958800
9460,722210,Établissements de restauration à service restreint,3,1,2,2,2,2,2,2,,90,,,2,3,3,4,2,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,1,1,1,,1.081499524958800
9496,722110,Restaurants à service complet,3,2,3,2,2,1,2,1,,,,90,2,1,2,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,1,1,2,,1.081499524958800
9511,722110,Restaurants à service complet,2,2,2,9,4,2,2,1,90,,,,2,2,2,3,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,1,1,1,,1.081499524958800
9554,721198,Tous les autres services d'hébergement des voyageurs,4,2,4,2,2,2,4,2,,,,90,4,4,4,4,4,4,4,4,1,2,,,,,2,1,,,1,2,4,4,4,2,4,4,4,2,4,4,4,90,1,,,,,,1,1,1,1,2,,1.081499524958800
9555,722210,Établissements de restauration à service restreint,3,4,3,1,3,3,1,1,90,,,,4,1,3,3,3,3,3,2,1,90,,,,,90,2,,,2,2,1,1,1,1,2,2,2,2,1,2,2,99,4,,,,,,1,2,1,1,2,,1.081499524958800
9569,722410,Débits de boissons (alcoolisées),2,2,3,2,2,2,2,2,,90,,,4,4,2,4,4,3,2,2,1,90,,,,,90,1,,,1,1,2,2,2,1,3,1,1,2,2,2,4,90,6,,,,,,1,1,4,1,2,,1.081499524958800
9610,722410,Débits de boissons (alcoolisées),3,4,4,9,2,3,2,1,90,,,,3,3,3,4,3,3,3,3,1,5,,,,,5,1,,,1,2,2,1,1,1,2,2,2,3,4,2,2,90,9,,,,,,1,2,1,1,1,,1.081499524958800
9617,722110,Restaurants à service complet,2,2,3,2,3,2,2,2,90,,,,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,1,4,2,1,,1.098721672518350
9625,722210,Établissements de restauration à service restreint,3,2,2,2,3,1,1,1,,,,99,2,2,3,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,1.081499524958800
9658,722410,Débits de boissons (alcoolisées),2,2,2,2,2,1,1,1,90,,,,2,2,2,3,2,2,2,2,1,90,,,,,90,2,,,2,3,2,2,2,2,2,2,3,1,2,2,2,90,3,4,,,,,1,1,1,1,1,,1.081499524958800
9704,722110,Restaurants à service complet,3,4,3,1,2,2,1,2,,99,,,3,2,3,3,3,3,3,2,1,1,,,,,1,1,,,1,2,2,2,2,2,4,3,1,4,3,4,4,90,9,,,,,,1,1,4,1,1,,1.081499524958800
9736,722210,Établissements de restauration à service restreint,1,2,4,1,3,1,1,9,,90,,,2,1,2,4,2,2,2,1,1,2,,,,,2,1,,,4,1,5,1,1,1,4,2,1,4,4,4,4,90,9,,,,,,1,1,3,1,1,,1.081499524958800
9770,722110,Restaurants à service complet,1,3,2,2,3,1,2,3,,,99,,2,2,2,3,3,2,2,2,1,90,8,,,,90,1,,,1,2,2,2,1,1,1,1,3,1,2,1,1,90,6,,,,,,1,1,1,1,1,,1.081499524958800
9775,722210,Établissements de restauration à service restreint,3,9,2,9,3,2,1,1,,,,90,2,2,3,4,2,2,2,2,1,12,,,,,12,99,,,99,2,2,5,5,5,5,5,5,1,2,2,2,90,1,2,3,4,5,,2,2,2,1,2,,1.081499524958800
9787,722410,Débits de boissons (alcoolisées),3,1,4,1,2,3,1,4,,,99,,2,2,4,2,2,3,2,1,1,7,,,,,7,2,,,2,3,1,4,3,1,3,1,1,4,4,4,2,90,3,,,,,,1,1,4,1,2,,1.081499524958800
9792,722210,Établissements de restauration à service restreint,2,2,2,2,1,1,1,2,,,90,,2,2,2,2,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,,,,1,2,4,1,2,,1.081499524958800
9806,721111,Hôtels,2,2,2,1,2,2,2,3,90,,,,2,2,2,2,2,2,2,2,1,12,90,,,,90,1,4,2,2,2,3,3,4,2,4,3,2,2,3,3,3,90,2,,,,,,1,2,4,1,1,,1.081499524958800
9819,722210,Établissements de restauration à service restreint,2,2,2,3,2,2,2,2,,,90,,2,4,2,3,3,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,2,2,4,1,2,,1.081499524958800
9839,722210,Établissements de restauration à service restreint,3,4,4,9,3,3,1,3,,,99,,4,3,9,4,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,1.081499524958800
9841,722210,Établissements de restauration à service restreint,2,1,2,2,2,1,1,3,90,,,,2,1,1,2,2,2,2,2,1,90,,,,,90,4,,,1,4,2,3,2,2,4,2,2,4,4,2,3,90,9,,,,,,1,2,2,1,1,,1.081499524958800
9871,722210,Établissements de restauration à service restreint,3,2,3,9,4,2,1,2,90,,,,1,3,3,2,3,3,3,3,1,6,,,,,6,1,,,1,4,4,4,3,2,4,3,4,3,4,2,3,90,1,,,,,,1,1,1,1,2,,1.081499524958800
9882,722110,Restaurants à service complet,1,3,2,4,4,3,1,3,90,,,,2,2,4,4,2,2,2,3,1,1,,,,,1,1,,,1,3,2,2,2,2,4,4,3,4,4,4,4,90,1,2,3,4,6,,1,1,1,1,2,,1.081499524958800
9942,722110,Restaurants à service complet,2,2,2,2,2,3,1,2,,,90,,2,2,2,3,3,3,3,3,1,5,,,,,5,1,,,1,4,2,4,3,2,3,2,2,2,2,3,3,90,1,3,5,6,,,1,2,1,2,2,,1.098721672518350
9953,722110,Restaurants à service complet,3,2,4,2,3,2,2,1,,,,90,3,3,3,3,3,2,2,2,1,99,,,,,,,,,,,,,,,,,,,,,,90,2,,,,,,2,2,1,1,9,,1.081499524958800
9967,722410,Débits de boissons (alcoolisées),1,1,2,1,1,9,1,1,90,,,,2,1,1,1,2,1,1,1,1,12,,,,,12,2,,,2,1,1,1,1,1,1,1,1,1,2,2,1,90,6,,,,,,1,2,1,1,1,,1.081499524958800
10007,722110,Restaurants à service complet,2,2,2,1,1,1,2,1,90,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,1,2,2,,1.098721672518350
10016,722410,Débits de boissons (alcoolisées),1,3,3,2,4,2,2,3,,90,,,3,3,3,4,4,4,4,1,1,90,7,,,,7,1,,,1,3,3,3,3,4,3,3,3,3,3,4,3,90,3,,,,,,1,1,1,2,1,,1.098721672518350
10029,722210,Établissements de restauration à service restreint,2,2,3,2,4,2,1,1,,,99,,2,2,2,9,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,3,2,2,,1.098721672518350
10033,722210,Établissements de restauration à service restreint,2,2,2,2,2,2,2,2,,,99,,2,2,2,2,2,1,2,3,1,90,,,,,90,1,2,,1,4,4,2,3,2,2,2,2,1,2,2,2,99,9,,,,,,1,2,4,2,2,,1.098721672518350
10052,722110,Restaurants à service complet,3,3,4,2,3,9,2,2,,,,90,4,2,4,4,3,4,3,2,1,8,90,,,,8,1,,,1,2,1,1,2,1,2,2,1,5,2,2,9,90,9,,,,,,1,2,3,1,1,,1.081499524958800
10085,722210,Établissements de restauration à service restreint,3,3,3,3,3,9,2,3,,,,90,3,3,3,4,3,4,3,3,1,90,,,,,90,1,,,2,2,2,2,2,1,3,5,3,1,4,3,3,90,3,,,,,,1,2,1,2,1,,1.098721672518350
10101,722210,Établissements de restauration à service restreint,3,3,4,2,2,1,1,2,,90,,,4,4,4,4,4,2,4,2,1,2,90,,,,90,1,,,1,2,2,2,2,2,4,1,2,5,2,3,4,90,9,,,,,,1,2,2,3,9,,1.345456683521760
10116,721111,Hôtels,1,2,1,1,1,9,1,1,,,90,,1,1,1,2,2,2,2,1,1,4,,,,,4,1,,,1,1,1,1,1,1,1,1,1,1,2,2,1,90,9,,,,,,1,1,4,3,2,,1.345456683521760
10136,722410,Débits de boissons (alcoolisées),1,2,3,3,3,3,1,1,,,,90,9,4,9,4,3,4,9,1,1,10,11,9,12,,12,2,1,4,2,4,4,4,5,2,4,2,1,2,3,3,3,90,6,,,,,,1,2,1,2,2,,1.098721672518350
10157,722110,Restaurants à service complet,1,2,2,9,2,2,2,3,,90,,,2,3,3,3,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,1.081499524958800
10173,722110,Restaurants à service complet,2,2,2,9,3,2,2,3,,,90,,3,2,4,4,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,1,1,1,2,,1.081499524958800
10178,722110,Restaurants à service complet,2,1,2,2,2,2,1,1,,90,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,2,1,1,1,,1.081499524958800
10183,722320,Traiteurs,1,2,1,1,1,1,1,1,90,,,,2,2,2,2,2,2,2,2,1,4,,,,,4,1,,,1,2,2,2,2,1,2,2,4,1,2,2,2,90,6,,,,,,2,2,4,1,1,,1.081499524958800
10229,721310,Maisons de chambres et pensions de famille,9,2,2,9,2,2,2,2,,,99,,2,2,2,2,2,2,2,3,1,5,,,,,5,1,,,1,2,5,5,5,5,3,2,2,1,9,2,3,90,9,,,,,,1,99,4,1,1,,1.081499524958800
10238,722210,Établissements de restauration à service restreint,2,1,1,1,2,1,1,1,,,90,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,1.081499524958800
10240,722210,Établissements de restauration à service restreint,2,2,2,2,2,9,2,3,,90,,,2,2,3,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,3,2,,1.345456683521760
10243,722210,Établissements de restauration à service restreint,1,2,3,9,2,9,2,2,,90,,,2,2,2,2,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,2,2,2,,1.098721672518350
10248,722210,Établissements de restauration à service restreint,3,2,2,9,4,1,2,2,90,,,,3,3,2,4,3,3,3,3,1,5,,,,,5,1,,,2,4,3,2,2,2,4,1,1,2,3,3,3,90,2,3,5,6,,,1,2,4,2,2,,1.098721672518350
10269,722210,Établissements de restauration à service restreint,3,3,3,2,3,1,1,1,,,90,,2,2,1,3,3,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,1,1,2,,1.081499524958800
10288,722210,Établissements de restauration à service restreint,1,1,1,9,2,1,1,2,,,90,,1,1,1,3,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,1,1,1,,1.081499524958800
10292,722210,Établissements de restauration à service restreint,3,3,3,2,2,3,2,2,,99,,,3,2,2,4,3,4,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,1.081499524958800
10310,722110,Restaurants à service complet,4,2,4,2,2,3,4,2,,,,99,3,3,3,3,3,3,3,4,1,6,4,,,,6,1,,,1,4,3,2,2,2,3,3,3,4,3,3,4,90,1,2,3,,,,1,2,1,1,1,,1.081499524958800
10337,722210,Établissements de restauration à service restreint,2,2,3,1,2,3,1,1,,,,90,3,2,3,4,3,3,2,3,1,12,,,,,12,2,4,1,2,3,2,3,2,1,3,3,1,1,2,2,2,90,1,2,3,4,,,1,2,1,2,1,,1.098721672518350
10367,722210,Établissements de restauration à service restreint,2,9,3,2,2,2,2,9,,,,90,2,2,3,3,2,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,1,2,2,1,2,,1.081499524958800
10368,722210,Établissements de restauration à service restreint,3,3,4,4,3,3,2,2,,,90,,4,4,3,4,4,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,2,2,4,1,2,,1.081499524958800
10428,722210,Établissements de restauration à service restreint,3,2,3,2,2,2,1,3,,,,90,3,2,2,3,3,2,3,2,1,90,,,,,90,1,,,1,1,1,1,1,1,1,1,1,4,2,1,2,90,4,,,,,,1,1,1,1,2,,1.081499524958800
10448,722210,Établissements de restauration à service restreint,1,9,4,9,4,9,9,1,,,90,,2,2,2,4,2,1,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,4,1,2,,1.081499524958800
10458,722210,Établissements de restauration à service restreint,2,2,4,3,3,2,2,2,,,,99,2,2,2,3,2,9,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,90,1,2,,1.081499524958800
10465,722210,Établissements de restauration à service restreint,2,3,2,2,4,2,1,2,90,,,,2,3,3,3,3,2,2,2,1,1,12,,,,12,1,2,,1,2,2,2,2,2,2,2,2,1,2,2,2,90,9,,,,,,1,2,4,1,2,,1.081499524958800
10498,722210,Établissements de restauration à service restreint,3,2,4,2,2,2,1,2,,,90,,2,2,2,4,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,1.081499524958800
10515,722110,Restaurants à service complet,2,2,3,2,2,9,2,2,90,,,,2,2,2,3,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,1.081499524958800
10518,722210,Établissements de restauration à service restreint,4,2,2,2,2,3,2,2,99,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,2,1,1,2,,1.081499524958800
10550,722210,Établissements de restauration à service restreint,2,2,2,2,2,2,2,2,,,,90,4,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,4,1,2,,1.081499524958800
10601,722110,Restaurants à service complet,2,2,3,1,1,9,1,1,,90,,,2,2,2,9,2,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,2,4,2,2,,1.098721672518350
10602,722110,Restaurants à service complet,2,2,4,3,2,2,2,2,,90,,,3,2,2,4,3,3,3,3,1,12,,,,,12,1,2,,2,5,3,3,2,2,4,3,2,4,4,3,4,90,9,,,,,,1,1,1,2,2,,1.098721672518350
10604,722110,Restaurants à service complet,2,3,3,1,2,1,1,1,,90,,,4,3,3,3,3,3,3,3,1,90,,,,,90,4,,,4,5,5,2,1,5,5,5,5,2,2,2,2,90,9,,,,,,1,99,4,3,2,,1.345456683521760
10638,721111,Hôtels,2,9,3,2,2,2,2,2,90,,,,2,2,3,3,2,2,2,3,1,1,90,5,,,1,1,4,6,1,2,2,2,2,2,3,2,2,2,2,2,2,90,1,2,3,,,,1,1,4,1,2,,1.081499524958800
10645,722110,Restaurants à service complet,1,1,2,9,2,4,2,2,90,,,,2,2,2,4,2,2,2,2,1,5,,,,,5,1,,,1,1,1,1,1,1,1,1,1,1,1,2,1,90,6,,,,,,1,2,1,1,2,,1.081499524958800
10646,722110,Restaurants à service complet,2,2,4,2,3,9,2,2,90,,,,3,3,3,3,3,3,3,3,1,90,12,,,,12,1,2,,4,3,4,4,2,2,4,4,4,4,4,4,4,90,1,2,3,4,,,1,2,1,3,1,,1.345456683521760
10653,722210,Établissements de restauration à service restreint,2,2,3,2,4,1,1,1,90,,,,2,2,2,3,2,2,2,4,1,5,90,,,,99,90,,,4,3,5,5,5,5,5,5,2,1,2,2,2,90,9,,,,,,1,2,1,1,2,,1.081499524958800
10656,722110,Restaurants à service complet,3,3,2,9,9,3,2,1,90,,,,3,4,3,3,4,3,3,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,1,,1.081499524958800
10668,722210,Établissements de restauration à service restreint,3,2,4,2,2,2,2,2,,,90,,2,3,2,4,4,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,1,1,2,,1.081499524958800
10698,531210,Bureaux d'agents et de courtiers immobiliers,1,2,2,9,2,1,1,1,,90,,,2,2,2,3,2,2,2,1,1,5,,,,,5,1,,,99,3,2,3,2,2,5,2,2,3,1,2,2,90,3,,,,,,1,1,90,1,2,,0.950170924751477
10703,541430,Services de design graphique,4,2,3,1,2,1,1,2,,,90,,2,2,1,9,3,9,9,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,1,1,2,,0.950170924751477
10766,561590,Autres services de préparation de voyages et de réservation,4,2,2,1,2,2,1,1,90,,,,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,,1,2,4,1,1,,0.950170924751477
10768,541510,Conception de systèmes informatiques et services connexes,4,2,4,3,2,2,1,2,,,90,,3,3,9,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
10792,561722,"Services de conciergerie, sauf le nettoyage de vitres",9,2,2,2,2,2,1,2,90,,,,2,2,1,3,2,2,3,2,1,90,,,,,90,1,,,99,2,2,2,2,1,3,1,1,1,2,2,2,99,6,,,,,,1,2,1,1,1,,0.950170924751477
10824,541340,Services de dessin technique,3,9,9,9,9,9,1,1,99,,,,2,4,4,4,4,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,9,,0.950170924751477
10837,561510,Agences de voyage,1,2,3,2,3,2,2,2,,90,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,90,1,2,,0.950170924751477
10857,523930,Services de conseils en placement,2,2,4,3,4,9,2,4,,,,90,4,3,3,4,4,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,2,3,2,2,,1.098721672518350
10876,541690,Autres services de conseils scientifiques et techniques,4,3,2,9,4,1,1,1,90,,,,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,90,1,2,,0.950170924751477
10910,541510,Conception de systèmes informatiques et services connexes,3,2,4,3,3,2,1,2,90,,,,4,4,4,4,4,4,4,3,1,12,5,,,,12,1,,,4,3,2,3,3,2,4,4,4,2,4,3,3,90,3,4,,,,,1,1,1,1,1,,0.950170924751477
10930,524291,Experts en sinistres,2,3,2,2,2,2,2,2,90,,,,2,2,2,2,2,2,2,9,1,90,,,,,90,1,4,5,1,5,5,5,1,1,5,5,1,1,1,2,2,90,9,,,,,,2,2,1,1,1,,0.950170924751477
10937,541510,Conception de systèmes informatiques et services connexes,3,2,2,4,2,2,2,1,,,90,,2,2,2,2,3,2,2,3,1,90,,,,,90,1,,,1,3,3,3,2,3,3,3,2,4,4,3,3,90,4,,,,,,1,2,3,1,2,,0.950170924751477
10942,561622,Serruriers,2,3,1,9,3,1,2,2,90,,,,2,2,2,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,3,1,2,,0.950170924751477
10946,531120,"Bailleurs d'immeubles non résidentiels, sauf les mini-entrepôts",2,2,3,2,3,2,2,2,,,,99,2,3,3,9,2,2,2,2,1,6,90,,,,90,1,,,1,2,2,2,2,1,3,2,1,1,2,2,2,90,9,,,,,,1,1,4,1,1,,0.950170924751477
10957,524210,Agences et courtiers d'assurance,2,2,2,2,2,2,2,2,,,,90,2,2,2,2,2,2,2,2,1,90,,,,,90,1,,,1,2,2,2,2,2,2,2,2,1,2,2,2,90,2,3,4,,,,1,2,4,3,2,,1.345456683521760
10973,541110,Études d'avocats,3,9,2,2,2,9,9,1,,,90,,2,3,3,9,3,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,2,2,4,1,2,,0.950170924751477
10982,523920,Gestion de portefeuille,3,2,4,2,4,1,1,1,,,90,,3,3,2,3,3,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,2,2,,1.098721672518350
10989,561510,Agences de voyage,2,2,2,2,2,1,1,2,,,,90,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,1,2,1,,1.098721672518350
