ï»¿id,municipalite,arrondissement,secteur,nom,type,sous_type,localisation,nb_aire_jeu,nb_amenagement_paysager,nb_infrastructure,nb_infrastructure_aquatique,nb_jeux_module,nb_mobilier_urbain,nb_terrain_sport,geom 
444,94068,JonquiÃ¨re,JonquiÃ¨re,PARC DES JOYAUX,Parcs,Parc de voisinage,4025 rue de l'Ãmeraude,3,0,5,0,8,8,0,"POLYGON ((-71.20019246364217 48.40524754988288,-71.2004069234506 48.4051321287003,-71.20054707401654 48.40505669869455,-71.20063756136658 48.405034663015336,-71.20086191111525 48.40536203826053,-71.2006158352028 48.40542920610885,-71.20053478394466 48.40545046750104,-71.20045293806352 48.40547033062053,-71.20037034868103 48.40548877986476,-71.20019246364217 48.40524754988288))"
445,94068,JonquiÃ¨re,Shipshaw,PARC DU CENTRE MULTISERVICE,Parcs,Parc de quartier,4100 rue des Ormes,1,0,5,1,9,13,5,"POLYGON ((-71.26408163901576 48.50727388940942,-71.26418674745607 48.506882476348494,-71.26444383700986 48.50592507581598,-71.26573219423422 48.506038070729105,-71.26567389329841 48.506331567939654,-71.26577613572236 48.50634053453652,-71.26573723691891 48.506536202260946,-71.26569401607907 48.50675360702229,-71.26561066706866 48.507172849239055,-71.26554381191076 48.507446699630336,-71.26408163901576 48.50727388940942))"
446,94068,JonquiÃ¨re,JonquiÃ¨re,GARE MULTIMODALE,Parcs,Placette et place publique,2439 rue Saint-Dominique,0,0,3,0,0,16,0,"POLYGON ((-71.25464337457645 48.41216552627682,-71.25458582345297 48.41214755609945,-71.25443458574091 48.41191857750195,-71.25456729370991 48.41178034745387,-71.25463844984804 48.41176800160466,-71.25471557204182 48.41173960647975,-71.25476365240408 48.41174278164201,-71.25477564576072 48.41174393693605,-71.25478743618888 48.411745803181276,-71.25479892755392 48.41174836571872,-71.25481002904456 48.41175160445817,-71.25482064837888 48.411755491224504,-71.25483070270403 48.41175999598208,-71.25484010908716 48.41176508329935,-71.25484879259392 48.41177071049719,-71.25485668503052 48.41177683395291,-71.2548637208117 48.41178340373092,-71.25486984375455 48.41179036623636,-71.25487500440364 48.41179766603149,-71.25487916271928 48.41180524491852,-71.25488228266099 48.411813041075916,-71.25488434168318 48.41182099169413,-71.25488532129273 48.411829033937025,-71.25488521510073 48.411837101291454,-71.25488396042479 48.41185264114444,-71.25464337457645 48.41216552627682))"
447,94068,La Baie,La Baie,PARC LOUIS-GEORGES-MARTIN,Parcs,Placette et place publique,"450 Boulevard de la Grande-Baie Sud
(intersection Avenue du Port et Grande-Baie Sud)",0,0,0,0,0,1,0,"POLYGON ((-70.88003882667908 48.331768024054355,-70.88041824291648 48.33166315911383,-70.88052835510273 48.331839940502256,-70.8801489377839 48.33194480580559,-70.88003882667908 48.331768024054355))"
448,94068,JonquiÃ¨re,JonquiÃ¨re,PLACE DES SOUVENIRS,Parcs,Placette et place publique,2068 rue Sainte-Famille (intersection rue du Roi-Georges et Sainte-Famille),0,0,0,0,0,0,0,"POLYGON ((-71.24078587206583 48.4247435790232,-71.24059471307154 48.424705107705236,-71.24044568593378 48.42465096199526,-71.24054584245886 48.424570465934025,-71.24084609249083 48.424607712470035,-71.24078587206583 48.4247435790232))"
449,94068,JonquiÃ¨re,JonquiÃ¨re,PLACE ANCIEN HOTEL-DE-VILLE,Parcs,Placette et place publique,1970 rue Saint-Hubert (intersection rue du Roi-Georges et Saint-Hubert),0,0,0,0,0,4,0,"POLYGON ((-71.23950659769662 48.42429551880769,-71.23941999524045 48.42427850484567,-71.23941441347273 48.424277229401945,-71.23940901895283 48.42427563437032,-71.23940385510079 48.42427373206332,-71.23939896132221 48.424271537517356,-71.23939437298225 48.4242690666943,-71.23939012549822 48.42426633915317,-71.23938625293621 48.42426337446172,-71.23938278402292 48.42426019671896,-71.23937974476956 48.42425682914194,-71.23937715718608 48.424253298571,-71.23937504462047 48.424249630938455,-71.23937341965058 48.42424585494407,-71.2393722961923 48.42424199837956,-71.23937168278299 48.42423809086992,-71.2393715852837 48.42423416385625,-71.2393720013964 48.42423024523441,-71.2393729302133 48.424226365589504,-71.23945547693761 48.423957750091766,-71.23947801071436 48.42393947805559,-71.2395911940179 48.42399889020324,-71.23979066444446 48.4240253775329,-71.23975240792424 48.42415301591913,-71.2397100873197 48.424294210852736,-71.23950659769662 48.42429551880769))"
452,94068,JonquiÃ¨re,JonquiÃ¨re,ESPACE VERT DE MONTCALM,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",2085 rue Sainte-Famille,0,0,0,0,0,1,0,"POLYGON ((-71.24109260418328 48.423930287627755,-71.24089478650993 48.42382768814289,-71.24092937979503 48.423727042093326,-71.24093843627628 48.42369749454367,-71.24131299616083 48.42375248030461,-71.24109260418328 48.423930287627755))"
453,94068,JonquiÃ¨re,JonquiÃ¨re,ESPACE VERT CHEMIN SAINT-ANDRE,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",4012 chemin Saint-AndrÃ©,0,0,1,0,0,8,0,"POLYGON ((-71.26032003767862 48.43303898294624,-71.26040071844294 48.43289000189705,-71.26034209068206 48.43286318005146,-71.26041423193898 48.43277558662424,-71.26044489649088 48.43278618116042,-71.26045142159154 48.432778662308536,-71.26045892872396 48.43277156147857,-71.26046736061049 48.43276493481101,-71.26047664641945 48.432758835837824,-71.26048671390083 48.43275331360332,-71.26049748260252 48.43274841091035,-71.26050886662668 48.43274416789957,-71.26052077322475 48.432740618461246,-71.26053310956773 48.43273779108985,-71.26054577597586 48.4327357080294,-71.26055866998608 48.43273438614605,-71.2605716917309 48.4327338350937,-71.26058473453213 48.432734060973786,-71.26059769563159 48.432735060867934,-71.26061046948773 48.43273682647989,-71.26062295588399 48.43273934408191,-71.26063505452325 48.4327425945505,-71.26064666904152 48.432746550641646,-71.26065770571053 48.43275118059706,-71.26070043576256 48.432770407699714,-71.26074388746287 48.4327889042078,-71.26078803358126 48.432806656809646,-71.2606918154213 48.433109809966155,-71.26032003767862 48.43303898294624))"
454,94068,JonquiÃ¨re,JonquiÃ¨re,ESPACE VERT DE LA VOYE,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",4011 rue De La Voye,0,0,0,0,0,0,0,"POLYGON ((-71.26170926448523 48.40375007144521,-71.26210319359778 48.403807365222065,-71.26174209239582 48.40408868663601,-71.26154697604856 48.40425275697637,-71.26146666697572 48.40422066476578,-71.26138214325809 48.40419379619168,-71.26129416899634 48.4041723953213,-71.2612035385988 48.404156655657225,-71.25984963456868 48.40397644251866,-71.25989953337006 48.4038154460247,-71.25989511412563 48.40373377600698,-71.26029554990775 48.403838802541394,-71.2604178698995 48.403870884145,-71.26092908025596 48.404004961554634,-71.26122507367741 48.40398829222055,-71.26158338152473 48.40396811305421,-71.26164332099066 48.40395108917937,-71.26170926448523 48.40375007144521))"
455,94068,JonquiÃ¨re,JonquiÃ¨re,ESPACE VERT CHESNIER/SAINT-DOMINIQUE,Parcs,Placette et place publique,2472 rue Saint-Dominique,0,0,0,0,0,7,0,"POLYGON ((-71.25675863503633 48.410252924273166,-71.25666452153546 48.41044092736306,-71.2564115798787 48.41034685185917,-71.25657224016696 48.41019808456433,-71.25675863503633 48.410252924273166))"
456,94068,Chicoutimi,Chicoutimi,ESPACE VERT ROUSSEL/DU PONT,Parcs,Placette et place publique,2241 rue Roussel,0,0,0,0,0,1,0,"POLYGON ((-71.0670345881964 48.4372067169098,-71.0669371417101 48.43720652249433,-71.06695752010533 48.437055403615766,-71.06714703444106 48.43707182609698,-71.06713746511237 48.43714421531388,-71.0671362849683 48.4371501498778,-71.0671343293329 48.43715599382814,-71.06713161662708 48.4371617021048,-71.06712816393035 48.437167230553705,-71.06712399915466 48.437172536766084,-71.06711915430667 48.43717758191058,-71.06711366678937 48.43718232622983,-71.0671075780904 48.43718673264448,-71.06710093381227 48.43719076945121,-71.0670937849637 48.437194404920106,-71.0670861866482 48.43719761089854,-71.06707819807401 48.437200363710666,-71.06706987711793 48.43720264148595,-71.06706128982616 48.43720442770994,-71.06705250091336 48.43720570767349,-71.06704357786747 48.437206472949576,-71.0670345881964 48.4372067169098))"
457,94068,JonquiÃ¨re,Lac-KÃ©nogami,PATINOIRE DU LAC JEROME,Parcs,Espace spÃ©cialisÃ©,Face au 3600 Chemin du Lac-JÃ©rÃ´me,0,0,0,0,0,0,1,"POLYGON ((-71.35525420537243 48.41364711961821,-71.35570426487513 48.414036954030436,-71.35562678860047 48.41407831328637,-71.35555193169844 48.41412175759815,-71.35547982129128 48.41416721407411,-71.35533951468015 48.41425937403336,-71.35531850809456 48.41427205427296,-71.35529596228287 48.414283502986,-71.35527203796148 48.41429363623252,-71.35524690956714 48.41430238256228,-71.35522075706113 48.414309677679185,-71.35519376872146 48.41431546981697,-71.35516613839594 48.41431971706155,-71.35513806821871 48.41432238823014,-71.35510975783363 48.41432346475016,-71.35508141246899 48.41432293880054,-71.35505323618332 48.41432081336173,-71.35502543326118 48.41431710490378,-71.35499820274946 48.41431183982907,-71.35497174117403 48.41430505535171,-71.35494623985299 48.41429680041678,-71.35492188084406 48.414287135730525,-71.35489884363847 48.41427613011282,-71.3548772903467 48.414263863305635,-71.35482241549657 48.41422985114053,-71.35506803560516 48.41361996637156,-71.35513430735365 48.413603399855724,-71.35518818278456 48.41358993121859,-71.35525420537243 48.41364711961821))"
458,94068,JonquiÃ¨re,JonquiÃ¨re,PARC DE L'OREE-DES-CHAMPS,Parcs,Parc de voisinage,3201 rue de la VallÃ©e,1,0,1,0,9,5,0,"POLYGON ((-71.20648296281088 48.43263951699192,-71.20645735353443 48.432642479410916,-71.2064322576439 48.432646988319526,-71.20640788817168 48.432653007334096,-71.20638444711493 48.43266048394996,-71.20636213364376 48.432669356686006,-71.20634113322772 48.43267955065454,-71.20632162172741 48.432690980234305,-71.20590475811697 48.43242373596005,-71.2062991210234 48.432277479506666,-71.20648296281088 48.43263951699192))"
459,94068,Chicoutimi,Chicoutimi,PARC XXX QUARTIER DES BOIS-VINS,Parcs,Parc de voisinage,530 rue du Sauvignon,1,0,1,0,7,6,0,"POLYGON ((-71.0859355028374 48.39421123637413,-71.08541482295153 48.39413002570999,-71.0855158754932 48.39401805790007,-71.08581898284825 48.39391151901796,-71.08602936097854 48.39394433135825,-71.0859355028374 48.39421123637413))"
460,94068,Chicoutimi,Chicoutimi,PARC LACORDAIRE,Parcs,Parc de voisinage,188 rue Lacordaire,1,0,1,0,6,3,0,"POLYGON ((-71.05188348864685 48.45454049507966,-71.05156536188187 48.45448301532333,-71.05163665098301 48.45430843540083,-71.05195477808641 48.45436591495918,-71.051960038129 48.45436670367256,-71.05196538270891 48.45436718349211,-71.05197076853237 48.454367351927324,-71.05197615638117 48.454367208266895,-71.05198150433303 48.45436675181252,-71.05198677323796 48.45436598814828,-71.05199192122242 48.45436492107255,-71.05199691052748 48.4543635597603,-71.05200170069988 48.454361914298744,-71.05200625942771 48.454359997434295,-71.05201054765858 48.454357823744395,-71.05201453583338 48.4543554104591,-71.05201819303124 48.454352773915645,-71.05202148974193 48.4543499358408,-71.05202440320546 48.454346917029575,-71.05202690934887 48.45434374188075,-71.05202898948778 48.45434043296857,-71.05203062902311 48.454337015545796,-71.05192694382058 48.4545909291028,-71.05192812549132 48.4545874311343,-71.05192884548974 48.45458387692003,-71.05192909601571 48.454580295277644,-71.05192887736179 48.454576713187244,-71.05192818981075 48.454573156729516,-71.05192703907296 48.454569653757936,-71.05192543489532 48.45456623030783,-71.05192338703448 48.45456291331386,-71.05192091333967 48.454559727873104,-71.05191803164068 48.45455669728396,-71.05191476383298 48.45455384572472,-71.0519111344869 48.454551194662706,-71.05190717220928 48.45454876374708,-71.05190290693946 48.45454657082192,-71.05189836997855 48.45454463462406,-71.05189359662515 48.45454296847497,-71.05188862352021 48.45454158479022,-71.05188348864685 48.45454049507966))"
464,94068,JonquiÃ¨re,JonquiÃ¨re,PARC DES ELUS,Parcs,Parc de voisinage,2340 rue Johnson,1,0,2,0,3,3,0,"POLYGON ((-71.15139160941021 48.39869302298082,-71.15119499707666 48.398528057639616,-71.15116564219397 48.398484077077086,-71.15165810646197 48.398581883292564,-71.15166432558476 48.398583118910466,-71.15153045226644 48.398882032120305,-71.15139160941021 48.39869302298082))"
465,94068,La Baie,La Baie,PARC MAURICE-TAILLEFER,Parcs,Parc de voisinage,7551 rue des Hirondelles,1,0,1,0,6,3,0,"POLYGON ((-71.01147798172666 48.34337474984158,-71.01159372741404 48.34324976550985,-71.01140528993628 48.34326471229311,-71.0113567671417 48.34311746975008,-71.01141677251249 48.343108681181775,-71.01143532834278 48.34310596344368,-71.01165608969791 48.34308041732529,-71.01170888906175 48.343240630738705,-71.01175710823927 48.343386945402806,-71.01175916130705 48.34339338136162,-71.01176108638336 48.34339983497839,-71.01176288345911 48.343406305353795,-71.01177173606646 48.343451269192485,-71.0117743739862 48.343496584463196,-71.01177077584626 48.34354186991625,-71.0117609702088 48.34358674587768,-71.01174504232549 48.34363083511848,-71.01172428403117 48.343671782659435,-71.01169824360393 48.34371136592076,-71.01166711768394 48.34374928272559,-71.01129042344856 48.343573562040135,-71.0113740077769 48.34348701998481,-71.01139293424853 48.34346658334717,-71.01147798172666 48.34337474984158))"
466,94068,La Baie,La Baie,PARC DES PARULINES,Parcs,Parc de voisinage,3092 rue des Parulines,1,0,1,0,5,5,0,"POLYGON ((-70.89773542004477 48.31843488940332,-70.89773012864299 48.31843177328754,-70.89772526511068 48.31842836158781,-70.89772086605863 48.31842468026023,-70.89771696406636 48.318420757073625,-70.8977135903857 48.31841662249962,-70.89771076952637 48.31841230703316,-70.89770852332202 48.318407843876635,-70.89770686956801 48.318403267145776,-70.89770581932439 48.31839861187905,-70.89770538230273 48.318393913119486,-70.89770556013102 48.31838920683756,-70.89770635174017 48.31838452901298,-70.89770775200893 48.31837991474011,-70.89770975042916 48.3183754000313,-70.89771233107803 48.318371018219416,-70.89771547398736 48.318366802651326,-70.89771915649213 48.31836278668318,-70.89772334915713 48.318359000096955,-70.89793082595855 48.31818777490015,-70.8981720528576 48.31831779216692,-70.89791371157762 48.31853099524155,-70.89773542004477 48.31843488940332))"
467,94068,JonquiÃ¨re,JonquiÃ¨re,PARC DES VETERANS,Parcs,Espace commÃ©moratif,"1884 boulevard Mellon
Intersection rue Edison et boulevard Mellon sur la piste cyclable",0,0,1,0,0,10,0,"POLYGON ((-71.18236027907209 48.42929921669536,-71.18211135868722 48.42930069250627,-71.182109557721 48.429166128530106,-71.18235847744877 48.429164652726136,-71.18236027907209 48.42929921669536))"
469,94068,La Baie,La Baie,PARC A CHIENS LA BAIE,Parcs,Espace spÃ©cialisÃ©,1201 Chemin St-Jean,0,0,2,1,0,2,0,"POLYGON ((-70.86116123742214 48.31505968098272,-70.86036368525968 48.31524623152504,-70.86026085703571 48.315063805206464,-70.8610596827639 48.314868528078485,-70.86116123742214 48.31505968098272))"
470,94068,JonquiÃ¨re,JonquiÃ¨re,PARC DE LA PAIX,Parcs,Espace spÃ©cialisÃ©,3251 rue des PensÃ©es,0,0,2,0,0,15,3,"POLYGON ((-71.20839430781083 48.42009226198114,-71.2082248585403 48.42059517771681,-71.20806305689209 48.42057102292159,-71.20780975620026 48.42036142867183,-71.20741824230576 48.42027333784614,-71.20744479254354 48.42019569389522,-71.20796861183925 48.42002871198273,-71.20839430781083 48.42009226198114))"
471,94068,Chicoutimi,Chicoutimi,JARDIN COMMUNAUTAIRE DES MARAICHERS ET MARAICHERES URBAINS DE CHICOUTIMI,Espace de loisir,Jardin Communautaire,326 rue de l'HÃ´tel-de-Ville,0,0,1,0,0,0,0,"POLYGON ((-71.06405792800038 48.426996906258175,-71.06387391337803 48.42698491540757,-71.06387039929845 48.42686173372288,-71.06405595441873 48.42681856482884,-71.06405792800038 48.426996906258175))"
472,94068,La Baie,La Baie,CENTRE DE SKI MONT-BELU,Parcs,Grand Ã©quipement,4855 boulevard de la Grande-Baie-Sud,0,0,1,0,0,1,1,"POLYGON ((-70.82976436524812 48.323340202480416,-70.82659626500663 48.323089763922255,-70.82193823760606 48.318739463081414,-70.82442391055194 48.318359313231944,-70.82651576047097 48.31803934765304,-70.828685241296 48.31770746325336,-70.8308573018036 48.31737513833798,-70.83323499539625 48.31701116725684,-70.83967945300668 48.32224050568563,-70.83975911150196 48.32230513513584,-70.83958747982625 48.32244167621743,-70.83987095422073 48.322600167638974,-70.83999999490828 48.32271084416929,-70.83996040708315 48.32274233224853,-70.8402018251472 48.322933829199364,-70.83991653530119 48.323042438730496,-70.83978617903396 48.32316830814552,-70.8396634225222 48.32334205699863,-70.83929139259905 48.32361428804518,-70.83902028283491 48.32382032145103,-70.83899176329764 48.32380055575556,-70.83890204936858 48.32386538802407,-70.83882265939484 48.32392275177589,-70.83887143425046 48.3239566053966,-70.83857102676501 48.324137900610495,-70.8385479091746 48.32412129378595,-70.8383297986238 48.324278898762294,-70.83831593349353 48.3242889228798,-70.83811367199274 48.32443508453144,-70.83834406056123 48.324610265763646,-70.83813214683839 48.32474335427796,-70.83791274973053 48.324870936673506,-70.83768619034569 48.32499282578946,-70.83740756908576 48.32513027749474,-70.83711984411042 48.325259120069234,-70.83682361389344 48.3253790863699,-70.83665502966772 48.32544390585444,-70.83628249761111 48.3251857751883,-70.83614193265274 48.32508837636866,-70.835887414394 48.325186236134506,-70.83555184780587 48.32534689492216,-70.83545015319038 48.32538599433229,-70.83509402842756 48.325522914522466,-70.8347556609199 48.32565300675269,-70.83469591908194 48.32559781807812,-70.83452915026196 48.32566193572293,-70.83436237832579 48.325726053134055,-70.83400522577868 48.32586335337543,-70.83354086899436 48.326041877990335,-70.83291827220945 48.3262812426957,-70.83241317252623 48.32581026167679,-70.82976436524812 48.323340202480416))"
473,94068,JonquiÃ¨re,JonquiÃ¨re,PLACE DU CONTE,Parcs,Placette et place publique,2850 Place Davis,1,0,0,0,0,0,0,"POLYGON ((-71.18249136912006 48.42642908238966,-71.182251823161 48.42646950043995,-71.18220191709314 48.42647792140773,-71.18208248374803 48.42616437561012,-71.18282706033553 48.42603874175689,-71.18285743196918 48.4261184551799,-71.1829768766583 48.42643199561712,-71.18289702103705 48.42644547383103,-71.18284112999721 48.426454904633495,-71.18252173507578 48.4265087968286,-71.18249136912006 48.42642908238966))"
474,94068,JonquiÃ¨re,JonquiÃ¨re,LE NORVEGIEN,Parcs,Grand Ã©quipement,4885 Chemin St-BenoÃ®t,0,0,0,0,0,1,0,"POLYGON ((-71.32105884686283 48.39931583271466,-71.31932936811532 48.39907800003172,-71.3191309727454 48.3990507156412,-71.31948404777256 48.39791224596987,-71.31820741218276 48.39773666597742,-71.31829743402952 48.39739642782013,-71.31832286260301 48.39706202561218,-71.31832265268726 48.39694468726208,-71.31830243095747 48.39684609887157,-71.31847862115227 48.39627799872396,-71.31851605303983 48.3961275501783,-71.31851585539303 48.39591224757247,-71.31851086662196 48.395902994988454,-71.31858330484552 48.395669418797326,-71.32031266181592 48.395907263525814,-71.32145969860599 48.39606500390917,-71.32204203729266 48.39614508213933,-71.32105884686283 48.39931583271466))"
