cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,RFU0700,RFU0702,PRR0202,PRR0203,RFU0400,RFU0401,RFU0500,RFU0501,RFU0600,RFU0601,PRC1400,PRC1401,PRC1500,PRC1501,PRC1600,PRC1601,PRC2200,PRC2201,PRC2300,PRC2000,RAT0130,RAT0131,IND0102,RAT0200,RAT0201,PRC3300,PRC3302,PRC3301,PRC3400,PRC3402,PRC3401,IND0200,IND0400,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population 
78102,2016,2016,3732106070.4,0,3701042766,0,2217349134,0,1115831142,0,21210492,0,346651998,0,0.5991,0,0.3015,0,0.0057,0,0.0937,0,306350,235815,311502,0,164,0.396,0.7587,1215,1113,2328,935,857,1792,73,73,Mont-Tremblant,2 000 @ 9 999,V,AR780,Les Laurentides,15,Laurentides,9620
78115,2016,2016,301062719,0,301062719,0,260170849,0,5389865,0,15172119,0,20329886,0,0.8642,0,0.0179,0,0.0504,0,0.0675,0,218361,192236,152437,0,125,0.9325,0,2036,0,0,1793,0,0,87,76,La Conception,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,1334
78120,2016,2016,405695094.71,0,402155639,0,333092445,0,33764704,0,10098990,0,25199500,0,0.8283,0,0.084,0,0.0251,0,0.0627,0,174837,142497,149980,0,79,0.9989,0,1760,0,0,1435,0,0,96,107,Labelle,2 000 @ 9 999,M,AR780,Les Laurentides,15,Laurentides,2525
78127,2016,2016,168289596,0,168289596,0,133666104,0,1221246,0,447372,0,32954874,0,0.7943,0,0.0073,0,0.0027,0,0.1958,0,774879,773661,566632,0,465,0.1569,0.5196,1227,2815,4042,1225,2811,4036,48,46,Lac-Tremblant-Nord,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,64
78130,2016,2016,391140404.04,0,390490510,0,342703042,0,6251791,0,9612166,0,31923511,0,0.8776,0,0.016,0,0.0246,0,0.0818,0,220853,197870,144386,0,119,0.8992,0,1986,0,0,1779,0,0,83,81,La Minerve,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,1144
79005,2016,2016,407314203.02,0,405738766,0,345314943,0,18383068,0,3948743,0,38092012,0,0.8511,0,0.0453,0,0.0097,0,0.0939,0,168747,149384,144900,0,119,0.6877,0,1167,0,0,1033,0,0,64,65,Notre-Dame-du-Laus,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,1633
79010,2016,2016,186944084.44,0,186363894,0,153775968,0,9058440,0,8094,0,23521392,0,0.8251,0,0.0486,0,0,0,0.1262,0,205725,186157,142271,0,117,0.7318,0,1505,0,0,1362,0,0,68,72,Notre-Dame-de-Pontmain,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,719
79015,2016,2016,109915200,0,109915200,0,92931900,0,3832600,0,4435700,0,8715000,0,0.8455,0,0.0349,0,0.0404,0,0.0793,0,179601,169918,149953,0,123,0.8595,0,1544,0,0,1460,0,0,80,92,Lac-du-Cerf,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,412
79022,2016,2016,92053100,0,91985400,0,69189400,0,6458800,0,6135900,0,10201300,0,0.7522,0,0.0702,0,0.0667,0,0.1109,0,149617,131579,110508,0,91,0,0,0,0,0,0,0,0,0,0,Saint-Aime-du-Lac-des-Iles,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,815
79025,2016,2016,104610538.64,0,104183712,0,74310804,0,5526036,0,16518276,0,7828596,0,0.7133,0,0.053,0,0.1585,0,0.0751,0,153701,136455,138741,0,114,0.9257,0,1423,0,0,1263,0,0,86,108,Kiamika,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,759
79030,2016,2016,448804150.97,0,448113130,0,382015400,0,17199000,0,4286600,0,44612130,0,0.8525,0,0.0384,0,0.0096,0,0.0996,0,178743,157922,120517,0,64,0.9063,0,1624,0,0,1435,0,0,87,80,Nominingue,2 000 @ 9 999,M,AR790,Antoine-Labelle,15,Laurentides,2018
79037,2016,2016,594630962.74,0,545014392,0,427495744,0,56519424,0,9529624,0,51469600,0,0.7844,0,0.1037,0,0.0175,0,0.0944,0,160737,126330,148918,0,79,1.1067,1.1067,1779,0,1779,1398,0,1398,107,100,Riviere-Rouge,2 000 @ 9 999,V,AR790,Antoine-Labelle,15,Laurentides,4524
79047,2016,2016,216821088,0,190401552,0,173739456,0,6133149,0,577467,0,9951480,0,0.9125,0,0.0322,0,0.003,0,0.0523,0,165202,157441,158843,0,130,0.8353,0.8353,1380,0,1380,1315,0,1315,77,75,La Macaza,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,1036
79050,2016,2016,114325054.08,0,113622696,0,99755667,0,3681909,0,1310463,0,8874657,0,0.878,0,0.0324,0,0.0115,0,0.0781,0,117047,106582,82844,0,68,1.2383,0,1449,0,0,1319,0,0,115,125,L'Ascension,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,817
79060,2016,2016,85177242,0,85125120,0,63656466,0,3661800,0,147900,0,17658954,0,0.7478,0,0.043,0,0.0017,0,0.2074,0,140504,126974,92786,0,76,0.8008,0,1125,0,0,1017,0,0,74,69,Lac-Saguay,1 @ 1 999,VL,AR790,Antoine-Labelle,15,Laurentides,438
79065,2016,2016,148751815.02,0,148432024,0,133211324,0,3104740,0,814969,0,11300991,0,0.8975,0,0.0209,0,0.0055,0,0.0761,0,157234,145983,124167,0,102,0.8748,0,1375,0,0,1277,0,0,81,95,Chute-Saint-Philippe,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,909
79078,2016,2016,248905783.2,0,246423500,0,200742500,0,20183600,0,7262900,0,18234500,0,0.8146,0,0.0819,0,0.0295,0,0.074,0,144983,122255,112525,0,59,1.0829,0,1570,0,0,1324,0,0,104,116,Lac-des-Ecorces,2 000 @ 9 999,M,AR790,Antoine-Labelle,15,Laurentides,2691
79088,2016,2016,1352285187.9,0,1249809900,0,889920000,0,266688700,0,34108600,0,59092600,0,0.712,0,0.2134,0,0.0273,0,0.0473,0,171577,124462,191406,0,76,1.1499,1.1499,2006,0,2006,1455,0,1455,106,111,Mont-Laurier,10 000 @ 24 999,V,AR790,Antoine-Labelle,15,Laurentides,13959
79097,2016,2016,268206565.43,0,265802985,0,173101005,0,38809050,0,22199310,0,31693620,0,0.6512,0,0.146,0,0.0835,0,0.1192,0,138648,112016,130705,0,69,1.1603,0,1638,0,0,1323,0,0,112,121,Ferme-Neuve,2 000 @ 9 999,M,AR790,Antoine-Labelle,15,Laurentides,2784
79105,2016,2016,84167424,0,84142908,0,67044456,0,1446660,0,4731156,0,10920636,0,0.7968,0,0.0172,0,0.0562,0,0.1298,0,155691,146313,98212,0,81,0.9687,0,1508,0,0,1417,0,0,90,84,Lac-Saint-Paul,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,493
79110,2016,2016,60687787.251,0,60255615,0,43700160,0,1130430,0,8198610,0,7226415,0,0.7252,0,0.0188,0,0.1361,0,0.1199,0,110733,99571,99652,0,82,1.0175,0,1125,0,0,1011,0,0,94,98,Mont-Saint-Michel,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,582
79115,2016,2016,79292900.486,0,78495650,0,54756208,0,3570504,0,10703880,0,9465058,0,0.6976,0,0.0455,0,0.1364,0,0.1206,0,136948,116018,98378,0,81,1.107,0,1516,0,0,1284,0,0,103,118,Sainte-Anne-du-Lac,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,594
80005,2016,2016,47016914,0,47016914,0,37059930,0,4051009,0,5098884,0,807091,0,0.7882,0,0.0862,0,0.1084,0,0.0172,0,146996,133404,132070,0,108,1.1424,0,1679,0,0,1524,0,0,106,80,Fassett,1 @ 1 999,M,AR800,Papineau,07,Outaouais,458
80010,2016,2016,106078729.39,0,103872541,0,72352562,0,24634203,0,1107869,0,5777907,0,0.6966,0,0.2372,0,0.0107,0,0.0556,0,161371,128242,140502,0,115,2.0556,0,3318,0,0,2637,0,0,191,146,Montebello,1 @ 1 999,M,AR800,Papineau,07,Outaouais,973
80015,2016,2016,88722690,0,88704840,0,61768350,0,9503025,0,4871790,0,12561675,0,0.6963,0,0.1071,0,0.0549,0,0.1416,0,218291,212042,290894,0,239,0.9553,0,2085,0,0,2025,0,0,89,76,Notre-Dame-de-Bonsecours,1 @ 1 999,M,AR800,Papineau,07,Outaouais,259
80020,2016,2016,78596644,0,78553090,0,58112341,0,4233901,0,13109397,0,3097451,0,0.7398,0,0.0539,0,0.1669,0,0.0394,0,161152,145989,140602,0,115,0.9327,0,1503,0,0,1362,0,0,87,81,Notre-Dame-de-la-Paix,1 @ 1 999,M,AR800,Papineau,07,Outaouais,707
80027,2016,2016,342170899.3,0,329688765,0,261561510,0,36537165,0,23166885,0,8423205,0,0.7934,0,0.1108,0,0.0703,0,0.0255,0,167174,136672,151739,0,80,1.1096,0,1864,0,0,1524,0,0,107,120,Saint-Andre-Avellin,2 000 @ 9 999,M,AR800,Papineau,07,Outaouais,3759
80037,2016,2016,211710015.82,0,192971792,0,148062512,0,28387216,0,9430512,0,7091552,0,0.7673,0,0.1471,0,0.0489,0,0.0367,0,164061,131270,180640,0,95,1.3941,0,2287,0,0,1830,0,0,135,111,Papineauville,2 000 @ 9 999,M,AR800,Papineau,07,Outaouais,2142
80045,2016,2016,90729097.935,0,87759735,0,72222780,0,5771535,0,7945035,0,1820385,0,0.823,0,0.0658,0,0.0905,0,0.0207,0,157928,133134,137886,0,113,1.519,0,2399,0,0,2022,0,0,141,126,Plaisance,1 @ 1 999,M,AR800,Papineau,07,Outaouais,1120
80050,2016,2016,233321272.39,0,229695100,0,162553400,0,62691000,0,248700,0,4202000,0,0.7077,0,0.2729,0,0.0011,0,0.0183,0,154350,122340,197562,0,104,1.1973,0,1848,0,0,1465,0,0,116,138,Thurso,2 000 @ 9 999,V,AR800,Papineau,07,Outaouais,2738
80055,2016,2016,46560852,0,46560852,0,23821128,0,1398168,0,20674980,0,666576,0,0.5116,0,0.03,0,0.444,0,0.0143,0,178358,164442,184035,0,151,1.0574,0,1886,0,0,1739,0,0,98,96,Lochaber,1 @ 1 999,CT,AR800,Papineau,07,Outaouais,456
80060,2016,2016,105067622,0,104733078,0,66200572,0,14900186,0,20486185,0,3146135,0,0.6321,0,0.1423,0,0.1956,0,0.03,0,265884,223775,246638,0,202,0.8835,0,2371,0,0,1995,0,0,82,88,Lochaber-Partie-Ouest,1 @ 1 999,CT,AR800,Papineau,07,Outaouais,721
80065,2016,2016,99263016,0,98894384,0,86398892,0,1865462,0,4244460,0,6385570,0,0.8736,0,0.0189,0,0.0429,0,0.0646,0,246309,232237,166829,0,137,0.6063,0,1513,0,0,1426,0,0,56,60,Mayo,1 @ 1 999,M,AR800,Papineau,07,Outaouais,647
80070,2016,2016,51051500,0,51051500,0,36722100,0,1574700,0,7203200,0,5551500,0,0.7193,0,0.0308,0,0.1411,0,0.1087,0,199882,174541,151040,0,124,0.8289,0,1657,0,0,1447,0,0,77,97,Saint-Sixte,1 @ 1 999,M,AR800,Papineau,07,Outaouais,501
80078,2016,2016,202513838.34,0,200047210,0,171404970,0,7579000,0,9282900,0,11780340,0,0.8568,0,0.0379,0,0.0464,0,0.0589,0,185241,168690,146219,0,120,1.0784,0,2008,0,0,1829,0,0,100,94,Ripon,1 @ 1 999,M,AR800,Papineau,07,Outaouais,1568
80085,2016,2016,146083419.16,0,146081604,0,118598526,0,1032163,0,3013162,0,23437753,0,0.8119,0,0.0071,0,0.0206,0,0.1604,0,212251,191167,150913,0,124,0.6852,0,1473,0,0,1327,0,0,64,74,Mulgrave-et-Derry,1 @ 1 999,M,AR800,Papineau,07,Outaouais,337
80090,2016,2016,122901248,0,122901248,0,111061398,0,4082096,0,48616,0,7709138,0,0.9037,0,0.0332,0,0.0004,0,0.0627,0,125629,120042,89972,0,74,1.2852,0,1615,0,0,1543,0,0,119,112,Montpellier,1 @ 1 999,M,AR800,Papineau,07,Outaouais,990
80095,2016,2016,380793600,0,380793600,0,341266300,0,10968500,0,784600,0,27774200,0,0.8962,0,0.0288,0,0.0021,0,0.0729,0,244216,223866,163431,0,134,0.759,0,1854,0,0,1699,0,0,70,53,Lac-Simon,1 @ 1 999,M,AR800,Papineau,07,Outaouais,986
80103,2016,2016,89332178.75,0,88297500,0,61894600,0,16824900,0,2327900,0,7250100,0,0.701,0,0.1905,0,0.0264,0,0.0821,0,141691,121978,103754,0,85,1.455,0,2062,0,0,1775,0,0,135,137,Cheneville,1 @ 1 999,M,AR800,Papineau,07,Outaouais,790
80110,2016,2016,57894387.51,0,56868800,0,46253900,0,4023600,0,1688500,0,4902800,0,0.8133,0,0.0708,0,0.0297,0,0.0862,0,130123,118260,100686,0,83,1.1038,0,1440,0,0,1309,0,0,102,94,Namur,1 @ 1 999,M,AR800,Papineau,07,Outaouais,566
80115,2016,2016,85818448,0,85818448,0,71843620,0,2996832,0,1735008,0,9242988,0,0.8372,0,0.0349,0,0.0202,0,0.1077,0,181022,171250,106607,0,88,0.8553,0,1548,0,0,1465,0,0,79,96,Boileau,1 @ 1 999,M,AR800,Papineau,07,Outaouais,368
80125,2016,2016,70693329,0,70693329,0,59437489,0,2791609,0,592765,0,7871466,0,0.8408,0,0.0395,0,0.0084,0,0.1113,0,122541,116118,95146,0,78,0.9272,0,1143,0,0,1083,0,0,86,69,Saint-Emile-de-Suffolk,1 @ 1 999,M,AR800,Papineau,07,Outaouais,556
80130,2016,2016,127686100,0,127682100,0,109854200,0,3115900,0,46900,0,14665100,0,0.8604,0,0.0244,0,0.0004,0,0.1149,0,157833,144443,117792,0,97,1,0,1578,0,0,1444,0,0,93,85,Lac-des-Plages,1 @ 1 999,M,AR800,Papineau,07,Outaouais,523
80135,2016,2016,275377662,0,275223554,0,240345350,0,12385634,0,390816,0,22101754,0,0.8733,0,0.045,0,0.0014,0,0.0803,0,213772,213921,196839,0,162,0.769,0,1670,0,0,1671,0,0,71,68,Duhamel,1 @ 1 999,M,AR800,Papineau,07,Outaouais,420
80140,2016,2016,172864700,0,172661800,0,151166400,0,9938800,0,1356700,0,10199900,0,0.8755,0,0.0576,0,0.0079,0,0.0591,0,183459,165790,119712,0,98,0.7332,0,1345,0,0,1216,0,0,68,65,Val-des-Bois,1 @ 1 999,M,AR800,Papineau,07,Outaouais,885
80145,2016,2016,111572500,0,111572500,0,94006700,0,5432000,0,1056100,0,11077700,0,0.8426,0,0.0487,0,0.0095,0,0.0993,0,165859,153842,107178,0,88,0.7036,0,1167,0,0,1082,0,0,65,56,Bowman,1 @ 1 999,M,AR800,Papineau,07,Outaouais,639
81017,2016,2016,33665824922,0,30662268820,0,24761965576,0,5129955741,0,104518537,0,665828966,0,0.8076,0,0.1673,0,0.0034,0,0.0217,0,252516,197347,346281,0,104,1.1751,0,2879,0,0,2250,0,0,101,92,Gatineau,100 000 et plus,V,AR811,Hors MRC - Gatineau,07,Outaouais,278589
82005,2016,2016,646232806.76,0,644961198,0,523051104,0,34835754,0,48149610,0,38924730,0,0.811,0,0.054,0,0.0747,0,0.0604,0,277626,256173,203538,0,107,0.7721,0,2177,0,0,2008,0,0,74,82,L'Ange-Gardien,2 000 @ 9 999,M,AR820,Les Collines-de-l'Outaouais,07,Outaouais,5546
82010,2016,2016,98293180.474,0,97585848,0,73954794,0,5716182,0,12037734,0,5877138,0,0.7578,0,0.0586,0,0.1234,0,0.0602,0,179702,165171,116599,0,96,0.9878,0,1793,0,0,1648,0,0,92,99,Notre-Dame-de-la-Salette,1 @ 1 999,M,AR820,Les Collines-de-l'Outaouais,07,Outaouais,747
82015,2016,2016,1875769748.9,0,1867500725,0,1666417430,0,29874841,0,31907443,0,139301011,0,0.8923,0,0.016,0,0.0171,0,0.0746,0,284466,258595,176743,0,70,0.9404,0,2675,0,0,2432,0,0,87,77,Val-des-Monts,10 000 @ 24 999,M,AR820,Les Collines-de-l'Outaouais,07,Outaouais,11552
82020,2016,2016,1270661422.4,0,1257445800,0,1152231300,0,26446000,0,9994100,0,68774400,0,0.9163,0,0.021,0,0.0079,0,0.0547,0,314490,281632,242817,0,96,0.854,0,2746,0,0,2459,0,0,79,70,Cantley,10 000 @ 24 999,M,AR820,Les Collines-de-l'Outaouais,07,Outaouais,10842
82025,2016,2016,1470356435.4,0,1329800316,0,1219315752,0,49686138,0,5523096,0,55275330,0,0.9169,0,0.0374,0,0.0042,0,0.0416,0,426398,399103,373376,0,197,0.7863,0,3381,0,0,3164,0,0,76,76,Chelsea,2 000 @ 9 999,M,AR820,Les Collines-de-l'Outaouais,07,Outaouais,7039
82030,2016,2016,825909452.6,0,762729951,0,621359574,0,13493160,0,98852049,0,29025168,0,0.8147,0,0.0177,0,0.1296,0,0.0381,0,269327,247313,213193,0,112,0.7435,0,2008,0,0,1844,0,0,72,70,Pontiac,2 000 @ 9 999,M,AR820,Les Collines-de-l'Outaouais,07,Outaouais,5878
82035,2016,2016,1306703695.8,0,1271466000,0,1066706500,0,58545800,0,59334100,0,86879600,0,0.839,0,0.046,0,0.0467,0,0.0683,0,254926,229404,164324,0,87,0.8161,0,2128,0,0,1915,0,0,79,71,La Peche,2 000 @ 9 999,M,AR820,Les Collines-de-l'Outaouais,07,Outaouais,7903
83005,2016,2016,104515425,0,104515425,0,95266815,0,549360,0,3441060,0,5258190,0,0.9115,0,0.0053,0,0.0329,0,0.0503,0,135583,130183,120271,0,99,1.3093,0,1775,0,0,1705,0,0,121,128,Denholm,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,557
83010,2016,2016,173143319.9,0,172633656,0,124413536,0,5386680,0,22355112,0,20478328,0,0.7207,0,0.0312,0,0.1295,0,0.1186,0,121513,111064,113835,0,93,0.8501,0,1033,0,0,944,0,0,79,85,Low,1 @ 1 999,CT,AR830,La Vallee-de-la-Gatineau,07,Outaouais,927
83015,2016,2016,148186156.83,0,147509700,0,119478497,0,5936794,0,7286977,0,14807432,0,0.81,0,0.0402,0,0.0494,0,0.1004,0,108191,100638,93670,0,77,0.8185,0,886,0,0,824,0,0,76,77,Kazabazua,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,884
83020,2016,2016,252725001.96,0,252347000,0,205175700,0,5612700,0,6793600,0,34765000,0,0.8131,0,0.0222,0,0.0269,0,0.1378,0,163276,143117,132664,0,109,0.8548,0,1397,0,0,1224,0,0,79,83,Lac-Sainte-Marie,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,600
83032,2016,2016,474883991.77,0,469608516,0,384648480,0,19036728,0,24915384,0,41007924,0,0.8191,0,0.0405,0,0.0531,0,0.0873,0,125710,109822,140665,0,74,0.9955,0,1252,0,0,1094,0,0,96,100,Gracefield,2 000 @ 9 999,V,AR830,La Vallee-de-la-Gatineau,07,Outaouais,2301
83040,2016,2016,147410150.79,0,147271080,0,133969990,0,1090100,0,1244320,0,10966670,0,0.9097,0,0.0074,0,0.0084,0,0.0745,0,111464,101655,90049,0,74,1.1501,0,1282,0,0,1169,0,0,107,106,Cayamant,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,839
83045,2016,2016,168104798.49,0,167924776,0,151442094,0,1045372,0,1508168,0,13929142,0,0.9018,0,0.0062,0,0.009,0,0.0829,0,146569,140102,110377,0,91,0.8612,0,1266,0,0,1210,0,0,80,85,Blue Sea,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,620
83050,2016,2016,128083050.96,0,127804151,0,100994178,0,2897493,0,8737593,0,15174887,0,0.7902,0,0.0227,0,0.0684,0,0.1187,0,105563,92661,99987,0,82,1.0055,0,1061,0,0,932,0,0,93,101,Bouchette,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,784
83055,2016,2016,103503843.98,0,103300400,0,89256272,0,2240896,0,1688624,0,10114608,0,0.864,0,0.0217,0,0.0163,0,0.0979,0,120151,115266,96283,0,79,1.1229,0,1349,0,0,1294,0,0,104,108,Sainte-Therese-de-la-Gatineau,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,527
83060,2016,2016,210973938.99,0,210677598,0,186845838,0,7866203,0,4643400,0,11322157,0,0.8869,0,0.0373,0,0.022,0,0.0537,0,158236,141553,127941,0,105,0.9531,0,1508,0,0,1349,0,0,88,68,Messines,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,1593
83065,2016,2016,259073665.51,0,232227380,0,162067510,0,67392820,0,200750,0,2566300,0,0.6979,0,0.2902,0,0.0009,0,0.0111,0,103669,75950,149927,0,79,2.0506,0,2125,0,0,1557,0,0,198,243,Maniwaki,2 000 @ 9 999,V,AR830,La Vallee-de-la-Gatineau,07,Outaouais,3763
83070,2016,2016,117968446.41,0,117786800,0,102243600,0,3072700,0,5081800,0,7388700,0,0.868,0,0.0261,0,0.0431,0,0.0627,0,107886,96565,80360,0,66,1.3467,0,1459,0,0,1305,0,0,125,138,Deleage,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,1834
83075,2016,2016,45088692,0,44479446,0,25276314,0,11556090,0,3783792,0,3863250,0,0.5683,0,0.2598,0,0.0851,0,0.0869,0,125055,105909,113288,0,93,1.1932,0,1492,0,0,1264,0,0,111,120,Egan-Sud,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,538
83085,2016,2016,35461660.005,0,35099217,0,19443510,0,11365833,0,1993336,0,2296538,0,0.554,0,0.3238,0,0.0568,0,0.0654,0,97007,90866,100174,0,82,1.2237,0,1187,0,0,1112,0,0,114,116,Bois-Franc,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,447
83088,2016,2016,53927190.086,0,53503008,0,40318928,0,4110184,0,4325776,0,4748120,0,0.7536,0,0.0768,0,0.0809,0,0.0887,0,87024,78258,78269,0,64,1.199,0,1075,0,0,967,0,0,111,166,Montcerf-Lytton,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,689
83090,2016,2016,80196048,0,80196048,0,64106316,0,1577664,0,3930768,0,10581300,0,0.7994,0,0.0197,0,0.049,0,0.1319,0,115488,107904,80036,0,66,1.2486,0,1539,0,0,1438,0,0,116,122,Aumond,1 @ 1 999,CT,AR830,La Vallee-de-la-Gatineau,07,Outaouais,728
83095,2016,2016,105396971.22,0,104994900,0,79878700,0,13755700,0,2175900,0,9184600,0,0.7608,0,0.131,0,0.0207,0,0.0875,0,102147,91464,91969,0,75,1.2163,0,1295,0,0,1159,0,0,113,140,Grand-Remous,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,1129
84005,2016,2016,197804723.93,0,197804160,0,148182588,0,3912408,0,34762500,0,10946664,0,0.7491,0,0.0198,0,0.1757,0,0.0553,0,150418,135231,118945,0,98,0.6872,0,1073,0,0,964,0,0,64,78,Bristol,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,1134
84010,2016,2016,141370306.92,0,112081619,0,92423787,0,15573089,0,1536412,0,2548331,0,0.8246,0,0.1389,0,0.0137,0,0.0227,0,147945,119977,168700,0,138,1.1964,0,1794,0,0,1455,0,0,111,127,Shawville,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,1624
84015,2016,2016,182543862.06,0,182496720,0,94219545,0,8423940,0,69499920,0,10353315,0,0.5163,0,0.0462,0,0.3808,0,0.0567,0,133078,84783,120810,0,99,0.6389,0,850,0,0,542,0,0,59,96,Clarendon,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,1159
84020,2016,2016,18807200,0,18799600,0,16305300,0,1263500,0,0,0,1230800,0,0.8673,0,0.0672,0,0,0,0.0655,0,94103,88571,76143,0,63,2.5602,0,2409,0,0,2268,0,0,238,215,Portage-du-Fort,1 @ 1 999,VL,AR840,Pontiac,07,Outaouais,256
84025,2016,2016,32740600,0,32678700,0,29798500,0,2251000,0,0,0,629200,0,0.9119,0,0.0689,0,0,0,0.0193,0,107732,94808,92227,0,76,2.3792,0,2563,0,0,2256,0,0,221,221,Bryson,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,604
84030,2016,2016,39569541.97,0,33350400,0,27843600,0,4433400,0,369500,0,703900,0,0.8349,0,0.1329,0,0.0111,0,0.0211,0,94083,82163,101201,0,83,2.139,0,2012,0,0,1757,0,0,198,214,Campbell's Bay,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,767
84035,2016,2016,86367525.444,0,85838243,0,58023608,0,399331,0,18024897,0,9390407,0,0.676,0,0.0047,0,0.21,0,0.1094,0,134860,113117,96608,0,79,0.9449,0,1274,0,0,1069,0,0,88,96,L'Ile-du-Grand-Calumet,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,691
84040,2016,2016,93048110,0,93048110,0,56503295,0,8030105,0,17536695,0,10978015,0,0.6072,0,0.0863,0,0.1885,0,0.118,0,137934,114134,104548,0,86,0.8068,0,1113,0,0,921,0,0,75,83,Litchfield,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,452
84045,2016,2016,127112850,0,127105782,0,108772074,0,1487928,0,4587360,0,12258420,0,0.8558,0,0.0117,0,0.0361,0,0.0964,0,161561,146802,112589,0,92,0.5263,0,850,0,0,773,0,0,49,55,Thorne,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,285
84050,2016,2016,54351231.15,0,54349805,0,46212750,0,190900,0,860315,0,7085840,0,0.8503,0,0.0035,0,0.0158,0,0.1304,0,109423,100852,72565,0,60,0,0,0,0,0,0,0,0,0,0,Alleyn-et-Cawood,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,201
84055,2016,2016,204749840.37,0,204202395,0,182282705,0,3052675,0,1561470,0,17305545,0,0.8927,0,0.0149,0,0.0076,0,0.0847,0,141059,125594,108967,0,89,0.7277,0,1026,0,0,914,0,0,68,75,Otter Lake,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,1076
84060,2016,2016,59051052.65,0,56517200,0,51700000,0,3673500,0,0,0,1143700,0,0.9148,0,0.065,0,0,0,0.0202,0,97107,76619,95244,0,78,2.476,0,2404,0,0,1897,0,0,230,249,Fort-Coulonge,1 @ 1 999,VL,AR840,Pontiac,07,Outaouais,1348
84065,2016,2016,236455736.08,0,227800305,0,185329374,0,13451424,0,9300579,0,19718928,0,0.8136,0,0.059,0,0.0408,0,0.0866,0,157552,139377,113245,0,60,0,0,0,0,0,0,0,0,0,0,Mansfield-et-Pontefract,2 000 @ 9 999,M,AR840,Pontiac,07,Outaouais,2248
84070,2016,2016,56586269.905,0,51352560,0,41975115,0,1419330,0,1911185,0,6046930,0,0.8174,0,0.0276,0,0.0372,0,0.1178,0,110372,106112,86391,0,71,0.8426,0,930,0,0,894,0,0,78,93,Waltham,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,357
84082,2016,2016,310200723.16,0,307445028,0,252814452,0,4828032,0,26526060,0,23276484,0,0.8223,0,0.0157,0,0.0863,0,0.0757,0,196967,169676,154714,0,127,0.6511,0,1282,0,0,1105,0,0,60,63,L'Isle-aux-Allumettes,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,1306
84090,2016,2016,36275697.068,0,36264858,0,25278179,0,778003,0,6754981,0,3453695,0,0.697,0,0.0215,0,0.1863,0,0.0952,0,107663,99359,81518,0,67,0.996,0,1072,0,0,990,0,0,92,117,Chichester,1 @ 1 999,CT,AR840,Pontiac,07,Outaouais,357
84095,2016,2016,71054016,0,70100622,0,56278194,0,1004088,0,5714244,0,7104096,0,0.8028,0,0.0143,0,0.0815,0,0.1013,0,171435,148008,122931,0,101,0.6765,0,1160,0,0,1001,0,0,63,75,Sheenboro,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,110
