NODENUM,TYPE_NOEUD,X,Y,GEOMETRY
19350,,305396.673,5057536.681,POINT(-73.4923436472964 45.657722332236816)
19351,,305376.384,5057624.645,POINT(-73.49260388625883 45.65851386571844)
19352,,305331.983,5057869.147,POINT(-73.49317336900926 45.66071397479562)
19353,,303936.117,5058329.568,POINT(-73.51108652987418 45.66485659072819)
19354,,303948.403,5058414.583,POINT(-73.51092900795265 45.66562158563843)
19355,,303437.610,5057770.054,POINT(-73.51748249309517 45.659821181398485)
19356,Limite ville,303678.763,5052448.163,POINT(-73.51437570941192 45.611934070919325)
19357,,294666.272,5049344.219,POINT(-73.62986289816843 45.58393100564602)
19358,,304696.450,5058155.466,POINT(-73.50132885837496 45.66329052057219)
19359,,304459.978,5058141.171,POINT(-73.50436349634994 45.66316181603348)
19360,Limite ville,293306.021,5048963.171,POINT(-73.6472853834963 45.580481085306616)
19361,,305173.662,5059277.570,POINT(-73.49520392892376 45.67338730876981)
19362,,305180.840,5059346.285,POINT(-73.49511174317259 45.674005613445445)
19363,,305169.991,5059418.653,POINT(-73.4952509400063 45.67465679810595)
19364,,305133.952,5059493.502,POINT(-73.49571347111619 45.67533031954051)
19365,Change id_voie même ville,286965.632,5034497.052,POINT(-73.72800516179983 45.45017639532548)
19366,Change id_voie même ville,287120.580,5034493.207,POINT(-73.72602408679536 45.450145729198944)
19367,,286443.679,5034729.217,POINT(-73.73468672633975 45.45225200324212)
19368,Limite ville,293005.599,5049143.370,POINT(-73.65113936837635 45.58209753732769)
19369,Limite ville,303669.021,5052450.474,POINT(-73.51450061981456 45.61195485010689)
19370,Change id_voie même ville,295691.658,5042980.187,POINT(-73.61660419554957 45.52667953311815)
19371,,286366.973,5034714.713,POINT(-73.7356668612155 45.452119467710766)
19372,,286857.346,5035005.199,POINT(-73.72940808166044 45.45474614906769)
19373,Limite ville,296960.765,5048233.937,POINT(-73.60044140066593 45.573969997567474)
19374,Change id_voie même ville,286657.298,5035660.564,POINT(-73.73198997845915 45.46063824275116)
19375,,303078.858,5049380.090,POINT(-73.52205644853846 45.58432546680914)
19376,,304693.704,5057774.454,POINT(-73.5013640145713 45.65986210581281)
19377,Change id_voie même ville,285459.599,5041483.725,POINT(-73.74753416007229 45.51300508081449)
19378,,305341.255,5059409.142,POINT(-73.49305267278453 45.67457110409069)
19379,Cul de sac,305263.006,5059393.438,POINT(-73.49405705981023 45.67442985366314)
19380,,299774.005,5050629.616,POINT(-73.56442100929264 45.59555303291958)
19381,Limite ville,297076.422,5047969.388,POINT(-73.59895534396446 45.571590800818115)
19382,,305859.192,5061374.947,POINT(-73.48640036085828 45.692259104125306)
19383,Limite ville,297113.715,5047945.709,POINT(-73.59847717022967 45.57137814275336)
19385,,285446.249,5041462.064,POINT(-73.74770416754937 45.512809797599544)
19386,,295633.486,5046129.799,POINT(-73.61740788021932 45.555020087819635)
19387,,303792.038,5057760.583,POINT(-73.51293436990171 45.65973656798559)
19388,Change id_voie même ville,303814.395,5057876.333,POINT(-73.51264771491572 45.660778139592)
19389,,303674.812,5058395.396,POINT(-73.5144401057246 45.66544854785934)
19390,,303395.482,5058449.806,POINT(-73.51802504561728 45.66593762908676)
19391,,296440.794,5045342.004,POINT(-73.60705416035158 45.54794140166767)
19392,,298921.858,5048770.082,POINT(-73.57532106688456 45.578813726481386)
19393,Limite ville,298809.996,5048825.067,POINT(-73.57675511189255 45.579307544045406)
19394,,305589.507,5060848.907,POINT(-73.48986387289106 45.687526085154694)
19395,,298951.568,5048833.954,POINT(-73.57494113514134 45.57938871641278)
19396,Limite ville,298858.404,5048879.651,POINT(-73.57613548260461 45.57979912240491)
19397,Limite ville,298906.234,5048933.856,POINT(-73.57552324446915 45.5802872821159)
19398,,299288.014,5048989.430,POINT(-73.57063171230578 45.58079048316471)
19399,Limite ville,299316.293,5049051.228,POINT(-73.57027002838751 45.58134678043884)
19400,Change id_voie même ville,305297.908,5061263.873,POINT(-73.49360715659432 45.69126027620411)
19401,,305324.822,5061340.968,POINT(-73.4932615134938 45.691953967322156)
19402,Change id_voie même ville,305335.145,5061421.752,POINT(-73.49312888164656 45.69268086442184)
19403,,296482.979,5045408.499,POINT(-73.60651503915525 45.54854025151116)
19404,,296522.898,5045471.226,POINT(-73.60600486341676 45.54910516607898)
19405,,295880.449,5046057.145,POINT(-73.61424337448594 45.55436953033922)
19406,,299919.413,5052198.294,POINT(-73.56257292363902 45.60966945275541)
19407,Voie ferrée,303340.658,5054169.560,POINT(-73.51871580686463 45.62742299307178)
19408,,297249.188,5037147.103,POINT(-73.59657508889241 45.47420959879989)
19409,,292594.174,5039885.554,POINT(-73.65618074361308 45.498785487027455)
19410,Passage,295646.182,5043216.247,POINT(-73.61719078539748 45.52880309449195)
19411,,300177.092,5040525.902,POINT(-73.55915896392159 45.50463906464992)
19412,,300143.218,5040469.116,POINT(-73.55959190728794 45.50412785486868)
19414,Même id_voie,296128.828,5042915.707,POINT(-73.61100644797351 45.5261048912439)
19415,Limite arrondissement,296101.479,5042928.126,POINT(-73.61135678866884 45.526216304465194)
19416,,296112.135,5045910.542,POINT(-73.61127329909972 45.55305328022453)
19417,Même id_voie,296079.374,5042946.871,POINT(-73.6116401100269 45.5263847075407)
19418,,304705.913,5059612.141,POINT(-73.50120770144287 45.676397925900865)
19420,,304709.283,5059654.887,POINT(-73.50116445207512 45.67678256151294)
19421,,294159.604,5044111.603,POINT(-73.63624194424206 45.536838718175815)
19422,,294072.480,5044142.187,POINT(-73.63735816570073 45.537112587812814)
19423,Change id_voie même ville,288601.944,5042746.939,POINT(-73.7073579130216 45.52445198483203)
19424,,294076.641,5044151.711,POINT(-73.63730509581974 45.53719835215328)
19425,,300453.416,5039234.601,POINT(-73.55561143453332 45.493021154082264)
19426,,303751.087,5057894.559,POINT(-73.5134601501672 45.660942047601026)
19428,,296237.716,5045830.998,POINT(-73.60966347525395 45.552339071604536)
19429,,295199.644,5041295.855,POINT(-73.6228699058791 45.51151666884815)
19430,,305616.056,5056674.118,POINT(-73.48953002814265 45.64996060182043)
19431,,295243.103,5041253.983,POINT(-73.6223128811071 45.511140482876264)
19432,,303615.952,5057970.796,POINT(-73.51519445221682 45.66162782434822)
19433,Même id_voie,294575.565,5041478.346,POINT(-73.63086096023086 45.513149923243994)
19434,,299119.077,5043573.527,POINT(-73.5727336017102 45.53205499800892)
19435,Change id_voie même ville,286742.801,5034637.231,POINT(-73.7308590871303 45.451432066134174)
19436,,286908.836,5035373.515,POINT(-73.72876315307462 45.45806174016525)
19437,Même id_voie,286934.723,5035356.830,POINT(-73.72843154857769 45.457912263775945)
19438,,300059.573,5040328.244,POINT(-73.56066092972506 45.502859662927875)
19439,,300017.045,5040256.768,POINT(-73.56120444272311 45.502216200695194)
19440,,298446.992,5037173.786,POINT(-73.58125550567405 45.4744616258094)
19442,,297438.918,5036028.549,POINT(-73.59413168506062 45.46414634816378)
19443,,294939.768,5046285.422,POINT(-73.6262963807121 45.556410957826444)
19444,Voie ferrée,297689.215,5037100.442,POINT(-73.59094646370383 45.47379434096486)
19446,,294296.285,5034934.900,POINT(-73.63429543537171 45.45426498887418)
19447,Cul de sac,299342.392,5042995.281,POINT(-73.56986803417949 45.526853501925046)
19448,,299172.545,5043108.465,POINT(-73.57204370568046 45.52787062449499)
19449,,301707.317,5038583.465,POINT(-73.53956456761017 45.48716862594801)
19450,Cul de sac,294371.529,5034888.321,POINT(-73.63333241680911 45.453846975516356)
19451,,295772.192,5042086.536,POINT(-73.61555674007971 45.51863916765739)
19452,,295721.412,5042128.305,POINT(-73.61620751208056 45.519014367962974)
19453,,298883.827,5038082.950,POINT(-73.57567930522544 45.48264654451128)
19454,,298823.246,5038124.062,POINT(-73.5764547531783 45.48301597291325)
19455,,297669.473,5034547.659,POINT(-73.59116193392087 45.450822964471605)
19456,,297649.631,5034623.318,POINT(-73.59141670825736 45.45150357931514)
19457,,295780.322,5042099.331,POINT(-73.6154529220985 45.51875440588429)
19458,,287474.853,5035976.425,POINT(-73.7215471541168 45.463501251190024)
19459,Limite arrondissement,300440.876,5044409.590,POINT(-73.5558178907135 45.53958772478731)
19461,,288295.040,5036824.974,POINT(-73.71108749159787 45.47115671388314)
19463,,297607.523,5034783.273,POINT(-73.59195739294728 45.45294250212074)
19464,,297587.946,5034855.971,POINT(-73.59220875489251 45.453596473107496)
19465,,287569.733,5036424.264,POINT(-73.72034956934607 45.46753343977062)
19466,,287459.971,5036290.974,POINT(-73.72174854931082 45.46633132399972)
19467,Limite arrondissement,300697.794,5044373.475,POINT(-73.55252779535475 45.53926430880491)
19469,,288270.752,5037179.887,POINT(-73.71141005706428 45.474349794553426)
19470,Limite arrondissement,300982.019,5044311.981,POINT(-73.54888788489546 45.538712579462576)
19471,,297805.797,5034774.787,POINT(-73.58942229892706 45.45286815349064)
19473,,297810.041,5034846.354,POINT(-73.58936905572905 45.45351219147394)
19474,,297699.342,5035000.989,POINT(-73.59078661179893 45.45490255784503)
19475,,290109.674,5039945.423,POINT(-73.68797301867882 45.4992763180169)
19477,Réservé privée,297045.316,5033495.668,POINT(-73.5991250251361 45.44134997110861)
19478,,297777.094,5035233.999,POINT(-73.58979582996255 45.457000082644285)
19479,,297715.132,5035237.621,POINT(-73.59058813825736 45.4570320469298)
19480,,296566.488,5045540.087,POINT(-73.6054477657774 45.549725317554184)
19481,,297814.393,5034920.695,POINT(-73.58931446990108 45.45418119226975)
19482,,297549.815,5035006.954,POINT(-73.59269849890052 45.454954698386814)
19483,,297565.153,5034945.423,POINT(-73.5925014872899 45.45440117096636)
19485,,297443.688,5035115.716,POINT(-73.59405703407634 45.45593227970099)
19486,,296074.565,5045851.531,POINT(-73.6117534391736 45.552521809108555)
19487,Cul de sac,297490.687,5043459.160,POINT(-73.59358036967204 45.531010700301564)
19489,,298023.674,5037861.425,POINT(-73.58667925858501 45.48064534238186)
19490,Change id_voie même ville,297941.651,5037915.920,POINT(-73.58772921418596 45.481134912205675)
19491,,297890.318,5037866.708,POINT(-73.58838515815867 45.480691573169665)
19492,,297983.438,5037802.058,POINT(-73.58719310826966 45.480110739584696)
19493,,297840.045,5037815.951,POINT(-73.58902749855444 45.48023434010428)
19494,,297745.397,5037722.183,POINT(-73.59023682787654 45.47938962583336)
19495,,297815.501,5037590.289,POINT(-73.58933824098531 45.478203485184)
19496,,297694.562,5037672.346,POINT(-73.59088635222095 45.47894064950154)
19497,,297660.336,5037631.509,POINT(-73.59132354223962 45.47857283011684)
19498,,297619.567,5037581.779,POINT(-73.59184428579731 45.47812492231785)
19499,,297730.930,5037487.256,POINT(-73.59041850045624 45.477275500074235)
19500,Change id_voie même ville,297581.117,5037533.122,POINT(-73.59233538639756 45.47768668625957)
19501,,297690.001,5037437.804,POINT(-73.59094129353805 45.47683008836873)
19502,Cul de sac,297473.298,5036997.091,POINT(-73.59370647865407 45.47286210423569)
19503,,297349.832,5037076.685,POINT(-73.59528678336966 45.47357702601608)
19504,Cul de sac,298015.578,5036767.006,POINT(-73.58676770356206 45.470797174711024)
19505,,297996.127,5036892.776,POINT(-73.58701820863372 45.47192872304996)
19506,,297791.031,5037028.896,POINT(-73.58964322481468 45.47315156609249)
19507,,297559.750,5036830.081,POINT(-73.59259832612112 45.4713601761594)
19508,,301165.300,5052941.597,POINT(-73.54660522726302 45.6163655128149)
19509,,295978.999,5044578.988,POINT(-73.61295448586834 45.54106982340836)
19510,,297629.438,5036785.782,POINT(-73.59170641432452 45.470962271994374)
19511,Même id_voie,297535.273,5036794.831,POINT(-73.59291084897593 45.471042728413664)
19512,,297789.018,5036679.441,POINT(-73.58966398430636 45.47000698589995)
19513,,297500.744,5036603.212,POINT(-73.59334960537387 45.46931808801694)
19514,,297390.617,5036479.530,POINT(-73.59475614409956 45.46820397932323)
19515,,296030.911,5045782.237,POINT(-73.61231130548413 45.551897724968704)
19516,,293006.982,5044956.404,POINT(-73.65102066789979 45.544421969313504)
19517,,292964.072,5044854.458,POINT(-73.65156770370508 45.54350389738221)
19519,,292996.204,5044960.889,POINT(-73.65115879798313 45.54446214428696)
19520,,292953.561,5044858.676,POINT(-73.65170240634419 45.543541673688345)
19521,,292936.658,5044788.149,POINT(-73.6519171571591 45.54290675640374)
19522,,301025.795,5052763.014,POINT(-73.54839261722204 45.614757834543745)
19523,,299405.770,5049077.255,POINT(-73.56912373378509 45.581581681863796)
19524,,299342.625,5049107.907,POINT(-73.56993323987571 45.58185700524794)
19525,,301091.010,5052722.115,POINT(-73.54755613353656 45.61439016713126)
19526,,301143.562,5052836.968,POINT(-73.54688317400384 45.61542392460211)
19527,,300466.600,5052146.027,POINT(-73.55555709967075 45.60920276793375)
19528,,300711.097,5052009.562,POINT(-73.55242133809935 45.60797630253756)
19529,,300639.776,5052038.766,POINT(-73.55333595182259 45.60823866067005)
19530,,300653.390,5051808.793,POINT(-73.55315945617895 45.606169386614575)
19531,,300922.931,5052127.469,POINT(-73.5497064844881 45.60903847361409)
19532,,300806.125,50520510000,POINT(-73.5512033848573 45.608349724314216)
19533,Limite arrondissement,296108.182,5042933.399,POINT(-73.6112710688643 45.52626384102453)
19534,,288385.123,5044059.427,POINT(-73.71017748952592 45.53625711047041)
19535,,297255.734,5035744.636,POINT(-73.59646983527568 45.461589609579946)
19536,Même id_voie,293211.843,5046142.757,POINT(-73.64842533398452 45.555100598593)
19537,Même id_voie,293225.887,5046136.433,POINT(-73.64824530430434 45.555043926806974)
19539,,297252.645,5035545.229,POINT(-73.59650627887193 45.45979521743984)
19540,,297217.151,5035679.615,POINT(-73.59696220343838 45.46100409785395)
19541,,297091.226,5035502.225,POINT(-73.59856962995178 45.45940648455123)
19542,,297144.909,5035660.126,POINT(-73.59788565549785 45.46082794371194)
19543,,297055.842,5035636.141,POINT(-73.59902417649876 45.460611129164)
19544,Même id_voie,293110.449,5046570.486,POINT(-73.64973424258942 45.55894774371554)
19545,,295821.043,5037543.763,POINT(-73.61484831819428 45.47776202246069)
19546,,295533.580,5037728.366,POINT(-73.6185286836776 45.4794194072635)
19547,,295496.036,5037670.322,POINT(-73.61900781612847 45.47889660199462)
19548,,295991.184,5045719.152,POINT(-73.61281897606126 45.55132956605005)
19549,,295744.944,5037425.514,POINT(-73.61581950576681 45.47669698163587)
19550,,295706.302,5037364.821,POINT(-73.6163126351416 45.47615033627399)
19551,,295141.685,5045998.807,POINT(-73.62370444121714 45.55383473491231)
19552,Même id_voie,301064.556,5050468.535,POINT(-73.5478780694188 45.5941117097962)
19553,Même id_voie,301029.075,5050486.254,POINT(-73.54833297271712 45.594270961344925)
19554,Pont,297092.377,5035997.727,POINT(-73.59856267539078 45.463865259250525)
19555,,299515.637,5049025.322,POINT(-73.56771529511417 45.581115216356594)
19556,,296095.135,5036643.687,POINT(-73.61132650843152 45.469666193049406)
19557,,295838.692,5036811.774,POINT(-73.6146092212344 45.47117547397411)
19558,,295949.801,5045652.590,POINT(-73.61334778421765 45.550730089592335)
19560,,296595.458,5036853.735,POINT(-73.60493139842094 45.47156236316631)
19561,Cul de sac,296264.302,5036726.302,POINT(-73.60916447928096 45.470411690246046)
19562,Cul de sac,296061.681,5036579.263,POINT(-73.61175320493768 45.46908605852617)
19563,Cul de sac,296128.888,5036627.488,POINT(-73.61089455785584 45.46952085307645)
19564,,299854.423,5044265.139,POINT(-73.56332586481982 45.53828398540004)
19565,Limite arrondissement,298581.717,5044616.378,POINT(-73.57962673334093 45.54143436517721)
19566,,300853.459,5051096.758,POINT(-73.55058882251285 45.59976347046666)
19567,,300794.707,5051289.680,POINT(-73.55134351934859 45.60149909915984)
19568,,299357.191,5048956.001,POINT(-73.56974489235948 45.58049022360594)
19569,Cul de sac,300814.498,5051021.387,POINT(-73.55108762926433 45.599085039292056)
19570,,295491.210,5036210.963,POINT(-73.6190418948773 45.46576455856656)
19571,Change id_voie même ville,295539.441,5036179.538,POINT(-73.61842452216146 45.46548241914985)
19572,,300795.864,5051132.391,POINT(-73.5513273910557 45.60008377482505)
19573,Cul de sac,300761.106,5051058.524,POINT(-73.55177233381866 45.59941890392089)
19574,,300669.555,5051035.500,POINT(-73.55294568055479 45.59921118596852)
19575,,295097.658,5045349.690,POINT(-73.62425546552724 45.547993147928345)
19576,,295575.151,5036799.337,POINT(-73.61797949616738 45.47106013200657)
19577,,299281.104,5045433.046,POINT(-73.57068011639723 45.548788926830454)
19578,Limite arrondissement,298279.416,5044487.793,POINT(-73.58349606224166 45.54027454323225)
19579,,295238.475,5036374.595,POINT(-73.6222770797497 45.467233578275476)
