"Code de la
municipalité";Nom de la municipalité;"Type de
municipalité";"Code
de la
MRC";Nom de la MRC;"Code de la
région
administrative";"Nom de la région
administrative";"Code de
l'arrondissement";Nom de l'arrondissement;Nom du district électoral;"Identifiant
du poste";"Code
du
type
de
poste";Type de poste;Nom;Prénom;Sexe;Sortant;"Nom du parti ou de
l'équipe";"Nombre
d'électeurs";"Nombre
de votes
reçus
par le
candidat";"Nombre
de
votes
rejetés";"Statut du
candidat" 
64015;Mascouche;Ville;640;Les Moulins;14;Lanaudière;.; ;Du Côteau;5;CV;Conseiller;Goulet;Dany;M;"Nouveau
candidat"; ;4880;369;21;Non élu
64015;Mascouche;Ville;640;Les Moulins;14;Lanaudière;.; ;Des Hauts-Bois;6;CV;Conseiller;Ladouceur;Éric;M;"Nouveau
candidat";"Vision démocratique de
Mascouche - Équipe
Guillaume Tremblay";4093;1020;14;Élu
64015;Mascouche;Ville;640;Les Moulins;14;Lanaudière;.; ;Des Hauts-Bois;6;CV;Conseiller;Bugeaud;Pierre-Alexandre;M;"Nouveau
candidat"; ;4093;218;14;Non élu
64015;Mascouche;Ville;640;Les Moulins;14;Lanaudière;.; ;Du Rucher;7;CV;Conseiller;Gagnon;Lise;F;"Nouveau
candidat";"Vision démocratique de
Mascouche - Équipe
Guillaume Tremblay";5151;1183;41;Élu
64015;Mascouche;Ville;640;Les Moulins;14;Lanaudière;.; ;Du Rucher;7;CV;Conseiller;Robert;Fabienne;F;"Nouveau
candidat"; ;5151;260;41;Non élu
64015;Mascouche;Ville;640;Les Moulins;14;Lanaudière;.; ;Du Manoir;8;CV;Conseiller;Lebel;Patricia;F;"Nouveau
candidat";"Vision démocratique de
Mascouche - Équipe
Guillaume Tremblay";4531;1156;34;Élu
64015;Mascouche;Ville;640;Les Moulins;14;Lanaudière;.; ;Du Manoir;8;CV;Conseiller;Durupt;Stéphane;M;"Nouveau
candidat"; ;4531;190;34;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ; ;0;MA;Maire;Boyer;Stéphane;M;"Sortant
(autre
poste)";"Mouvement lavallois -
Équipe Stéphane Boyer";311562;36620;1434;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ; ;0;MA;Maire;Trottier;Michel;M;"Sortant
(autre
poste)";"Parti Laval - Équipe Michel
Trottier";311562;22188;1434;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ; ;0;MA;Maire;Trottier;Sophie;F;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";311562;21300;1434;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ; ;0;MA;Maire;Poissant;Michel;M;"Sortant
(autre
poste)";"Laval citoyens - Équipe
Michel Poissant";311562;4166;1434;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ; ;0;MA;Maire;Anthian;Pierre;M;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";311562;1785;1434;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ; ;0;MA;Maire;Lemire;Nicolas;M;"Nouveau
candidat"; ;311562;932;1434;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ; ;0;MA;Maire;Yahmi;Redouane;M;"Nouveau
candidat"; ;311562;797;1434;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ; ;0;MA;Maire;Goupil;Hélène;F;"Nouveau
candidat"; ;311562;388;1434;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-François;1;CV;Conseiller;Piché;Isabelle;F;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";13162;1575;63;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-François;1;CV;Conseiller;Morasse;Éric;M;"Sortant
(même
poste)";"Mouvement lavallois -
Équipe Stéphane Boyer";13162;1106;63;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-François;1;CV;Conseiller;Bédard;Anne-Marie;F;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";13162;1092;63;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-François;1;CV;Conseiller;Demers;Rachel;F;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";13162;96;63;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-François;1;CV;Conseiller;Takla;Elie;M;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";13162;20;63;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-François;1;CV;Conseiller;Bédard;Anne-Marie;F;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";13162;0;63;Désistement
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Auteuil;10;CV;Conseiller;Frédéric-Gauthier;Jocelyne;F;"Sortant
(même
poste)";"Mouvement lavallois -
Équipe Stéphane Boyer";15433;1865;72;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Auteuil;10;CV;Conseiller;Try;Seylac;F;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";15433;1000;72;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Auteuil;10;CV;Conseiller;Sassy;Dayila;F;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";15433;916;72;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Auteuil;10;CV;Conseiller;Cantin;Michel;M;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";15433;276;72;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Auteuil;10;CV;Conseiller;Vaillancourt;Cédric;M;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";15433;250;72;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Auteuil;10;CV;Conseiller;Unubemba;Christelle;F;"Nouveau
candidat"; ;15433;54;72;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Auteuil;10;CV;Conseiller;Unubemba;Christelle;F;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";15433;0;72;Désistement
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Laval-des-Rapides;11;CV;Conseiller;Warnet;Alexandre;M;"Nouveau
candidat";"Mouvement lavallois -
Équipe Stéphane Boyer";12499;1173;66;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Laval-des-Rapides;11;CV;Conseiller;Fiola;Andréanne;F;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";12499;1111;66;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Laval-des-Rapides;11;CV;Conseiller;Tassoni;Isabella;F;"Sortant
(même
poste)";"Action Laval - Équipe
Sophie Trottier";12499;995;66;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Laval-des-Rapides;11;CV;Conseiller;Nasr;Hanane;F;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";12499;474;66;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Laval-des-Rapides;11;CV;Conseiller;Boucher Granger;Micheline;F;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";12499;124;66;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Souvenir-Labelle;12;CV;Conseiller;El-Helou;Sandra;F;"Sortant
(même
poste)";"Mouvement lavallois -
Équipe Stéphane Boyer";13238;1905;66;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Souvenir-Labelle;12;CV;Conseiller;Cherifi;Hocine;M;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";13238;739;66;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Souvenir-Labelle;12;CV;Conseiller;Monette;Viviane;F;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";13238;620;66;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Souvenir-Labelle;12;CV;Conseiller;Potvin;Lyne;F;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";13238;85;66;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Souvenir-Labelle;12;CV;Conseiller;Taillon;François;M;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";13238;78;66;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;L'Abord-à-Plouffe;13;CV;Conseiller;Karidogiannis;Vasilios;M;"Sortant
(même
poste)";"Mouvement lavallois -
Équipe Stéphane Boyer";13518;1582;86;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;L'Abord-à-Plouffe;13;CV;Conseiller;Durand;Lynne;F;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";13518;675;86;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;L'Abord-à-Plouffe;13;CV;Conseiller;Senattore Perez;Silvana;F;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";13518;631;86;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;L'Abord-à-Plouffe;13;CV;Conseiller;Martin;Hugo;M;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";13518;109;86;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;L'Abord-à-Plouffe;13;CV;Conseiller;Drouin;Éric;M;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";13518;81;86;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Chomedey;14;CV;Conseiller;Revelakis;Aglaia;F;"Sortant
(même
poste)";"Action Laval - Équipe
Sophie Trottier";13230;1620;93;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Chomedey;14;CV;Conseiller;Waedh;Omar;M;"Nouveau
candidat";"Mouvement lavallois -
Équipe Stéphane Boyer";13230;704;93;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Chomedey;14;CV;Conseiller;Tsakiris;Evangelia;F;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";13230;669;93;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Chomedey;14;CV;Conseiller;Duval;Marie-Josée;F;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";13230;111;93;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-Martin;15;CV;Conseiller;Dib;Aline;F;"Sortant
(même
poste)";"Mouvement lavallois -
Équipe Stéphane Boyer";16391;1869;73;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-Martin;15;CV;Conseiller;Macrozonaris;Nicolas;M;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";16391;1184;73;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-Martin;15;CV;Conseiller;Essayh;Abderrahman;M;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";16391;780;73;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-Martin;15;CV;Conseiller;Rodney;Chantal;F;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";16391;104;73;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-Martin;15;CV;Conseiller;Pierre-Lys;Emmanuel;M;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";16391;45;73;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-Martin;15;CV;Conseiller;Mellado;Marco;M;"Nouveau
candidat"; ;16391;39;73;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Sainte-Dorothée;16;CV;Conseiller;Khalil;Ray;M;"Sortant
(même
poste)";"Mouvement lavallois -
Équipe Stéphane Boyer";17237;1726;60;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Sainte-Dorothée;16;CV;Conseiller;Aboulian;Lydia;F;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";17237;1424;60;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Sainte-Dorothée;16;CV;Conseiller;Blanchette;Céline;F;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";17237;1267;60;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Sainte-Dorothée;16;CV;Conseiller;Nedelcu;Adrian;M;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";17237;122;60;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Sainte-Dorothée;16;CV;Conseiller;Hervieux-Plouffe;Marie Anne;F;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";17237;51;60;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Laval-les-Îles;17;CV;Conseiller;Borne;Nicholas;M;"Sortant
(même
poste)";"Mouvement lavallois -
Équipe Stéphane Boyer";16391;2301;80;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Laval-les-Îles;17;CV;Conseiller;Dufour;Liane;F;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";16391;1200;80;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Laval-les-Îles;17;CV;Conseiller;Le Bouc;Christian;M;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";16391;554;80;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Laval-les-Îles;17;CV;Conseiller;Beaumont;Louis-Martin;M;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";16391;265;80;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;L'Orée-des-Bois;18;CV;Conseiller;Langlois;Yannick;M;"Sortant
(même
poste)";"Mouvement lavallois -
Équipe Stéphane Boyer";16898;2268;84;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;L'Orée-des-Bois;18;CV;Conseiller;Guillemette;Denis;M;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";16898;976;84;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;L'Orée-des-Bois;18;CV;Conseiller;Roy;Marc Patrick;M;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";16898;719;84;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;L'Orée-des-Bois;18;CV;Conseiller;Romanado;Howard;M;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";16898;143;84;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;L'Orée-des-Bois;18;CV;Conseiller;Bergeron;Grégoire;M;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";16898;100;84;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Marc-Aurèle-Fortin;19;CV;Conseiller;Lortie;Louise;F;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";16697;2416;78;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Marc-Aurèle-Fortin;19;CV;Conseiller;LeBlanc;Francine;F;"Nouveau
candidat";"Mouvement lavallois -
Équipe Stéphane Boyer";16697;1718;78;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Marc-Aurèle-Fortin;19;CV;Conseiller;Nassif;Elias;M;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";16697;843;78;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Marc-Aurèle-Fortin;19;CV;Conseiller;Ould El Gadia;Khalid;M;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";16697;235;78;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Marc-Aurèle-Fortin;19;CV;Conseiller;Prévost;Pierre;M;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";16697;47;78;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-Vincent-de-Paul;2;CV;Conseiller;Galati;Paolo;M;"Sortant
(même
poste)";"Action Laval - Équipe
Sophie Trottier";13375;1995;54;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-Vincent-de-Paul;2;CV;Conseiller;Senghor;Annick;F;"Nouveau
candidat";"Mouvement lavallois -
Équipe Stéphane Boyer";13375;1244;54;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-Vincent-de-Paul;2;CV;Conseiller;Leboeuf;Alain;M;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";13375;741;54;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-Vincent-de-Paul;2;CV;Conseiller;Caron;Yann;M;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";13375;232;54;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-Vincent-de-Paul;2;CV;Conseiller;Abdo;Rojar;M;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";13375;50;54;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Fabreville;20;CV;Conseiller;Larochelle;Claude;M;"Sortant
(même
poste)";"Parti Laval - Équipe Michel
Trottier";17656;2623;106;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Fabreville;20;CV;Conseiller;Langlois;Marc;M;"Nouveau
candidat";"Mouvement lavallois -
Équipe Stéphane Boyer";17656;1721;106;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Fabreville;20;CV;Conseiller;Njomo;Philippe;M;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";17656;785;106;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Fabreville;20;CV;Conseiller;Pawchuk;Danny;M;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";17656;323;106;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Sainte-Rose;21;CV;Conseiller;Novac;Flavia Alexandra;F;"Nouveau
candidat";"Mouvement lavallois -
Équipe Stéphane Boyer";17006;2512;111;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Sainte-Rose;21;CV;Conseiller;Roberge;Jacques;M;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";17006;1560;111;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Sainte-Rose;21;CV;Conseiller;Dubé;Marie-Hélène;F;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";17006;685;111;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Sainte-Rose;21;CV;Conseiller;Gervais;Gilles;M;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";17006;185;111;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Sainte-Rose;21;CV;Conseiller;Kaya Riverin;Daphnée;F;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";17006;69;111;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Val-des-Arbres;3;CV;Conseiller;Cifelli;Achille;M;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";13815;1671;49;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Val-des-Arbres;3;CV;Conseiller;Brunet;Anick;F;"Nouveau
candidat";"Mouvement lavallois -
Équipe Stéphane Boyer";13815;1608;49;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Val-des-Arbres;3;CV;Conseiller;Veilleux;Pascale;F;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";13815;1034;49;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Val-des-Arbres;3;CV;Conseiller;Bute;Julius;M;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";13815;100;49;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Val-des-Arbres;3;CV;Conseiller;El Rayes;Laure;F;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";13815;32;49;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Duvernay-Pont-Viau;4;CV;Conseiller;Poirier;Christine;F;"Nouveau
candidat";"Mouvement lavallois -
Équipe Stéphane Boyer";12818;3106;89;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Duvernay-Pont-Viau;4;CV;Conseiller;Di Genova;Vittorino;M;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";12818;557;89;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Duvernay-Pont-Viau;4;CV;Conseiller;Napoleoni;Claudio;M;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";12818;541;89;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Duvernay-Pont-Viau;4;CV;Conseiller;Gatore;Oréa;F;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";12818;96;89;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Marigot;5;CV;Conseiller;Macedo;Cecilia;F;"Nouveau
candidat";"Mouvement lavallois -
Équipe Stéphane Boyer";12417;1600;84;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Marigot;5;CV;Conseiller;Beddek;Amel;F;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";12417;715;84;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Marigot;5;CV;Conseiller;Zitouni;Mongi;M;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";12417;373;84;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Marigot;5;CV;Conseiller;Guimond;Mélanie;F;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";12417;222;84;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Marigot;5;CV;Conseiller;Asrir;Youness;M;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";12417;119;84;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Concorde-Bois-de-Boulogne;6;CV;Conseiller;Desmeules;Sandra;F;"Sortant
(même
poste)";"Mouvement lavallois -
Équipe Stéphane Boyer";12513;1758;73;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Concorde-Bois-de-Boulogne;6;CV;Conseiller;Vallée;Tommy;M;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";12513;782;73;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Concorde-Bois-de-Boulogne;6;CV;Conseiller;Bouchard;Nicolas;M;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";12513;447;73;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Concorde-Bois-de-Boulogne;6;CV;Conseiller;Blanchard;Benoit;M;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";12513;95;73;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Concorde-Bois-de-Boulogne;6;CV;Conseiller;Reyes;Mauro;M;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";12513;56;73;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Renaud;7;CV;Conseiller;Topouzian;Seta;F;"Nouveau
candidat";"Mouvement lavallois -
Équipe Stéphane Boyer";16848;1722;103;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Renaud;7;CV;Conseiller;Ghazal;Grace;F;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";16848;1699;103;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Renaud;7;CV;Conseiller;Leclair;Alain;M;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";16848;884;103;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Renaud;7;CV;Conseiller;Daoudi;Hafida;F;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";16848;275;103;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Vimont;8;CV;Conseiller;Brabant;Pierre;M;"Nouveau
candidat";"Mouvement lavallois -
Équipe Stéphane Boyer";14610;1518;83;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Vimont;8;CV;Conseiller;Brazeau;France;F;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";14610;1134;83;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Vimont;8;CV;Conseiller;Hawkins;Raynald;M;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";14610;892;83;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Vimont;8;CV;Conseiller;Millette Bilodeau;Jacynthe;F;"Nouveau
candidat";"Action Laval - Équipe
Sophie Trottier";14610;870;83;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Vimont;8;CV;Conseiller;Luc;Lindsay;F;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";14610;53;83;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-Bruno;9;CV;Conseiller;De Cotis;David;M;"Sortant
(même
poste)";"Action Laval - Équipe
Sophie Trottier";15810;2744;60;Élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-Bruno;9;CV;Conseiller;Laquerre;Paul-Yanic;M;"Nouveau
candidat";"Mouvement lavallois -
Équipe Stéphane Boyer";15810;1025;60;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-Bruno;9;CV;Conseiller;Ethier;Karine;F;"Nouveau
candidat";"Parti Laval - Équipe Michel
Trottier";15810;747;60;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-Bruno;9;CV;Conseiller;Del Bello;Anna;F;"Nouveau
candidat";"Laval citoyens - Équipe
Michel Poissant";15810;440;60;Non élu
65005;Laval;Ville; ;Hors MRC;13;Laval;.; ;Saint-Bruno;9;CV;Conseiller;Lepage;Emile;M;"Nouveau
candidat";"Ma ville maintenant -
Équipe Pierre Anthian";15810;47;60;Non élu
66007;Montréal-Est;Ville; ;Hors MRC;6;Montréal;.; ; ;0;MA;Maire;St-Laurent;Anne;F;"Sortant
(autre
poste)";"Équipe Anne St-Laurent en
Action";3085;779;38;Élu
66007;Montréal-Est;Ville; ;Hors MRC;6;Montréal;.; ; ;0;MA;Maire;Coutu;Robert;M;"Sortant
(même
poste)";Équipe Coutu;3085;621;38;Non élu
66007;Montréal-Est;Ville; ;Hors MRC;6;Montréal;.; ; ;0;MA;Maire;Ruel;Anik;F;"Nouveau
candidat"; ;3085;148;38;Non élu
66007;Montréal-Est;Ville; ;Hors MRC;6;Montréal;.; ; ;1;CV;Conseiller;Dahm;Jean-Paul;M;"Nouveau
candidat";Équipe Coutu;501;116;8;Élu
66007;Montréal-Est;Ville; ;Hors MRC;6;Montréal;.; ; ;1;CV;Conseiller;Dion;Alain;M;"Sortant
(même
poste)";"Équipe Anne St-Laurent en
Action";501;88;8;Non élu
66007;Montréal-Est;Ville; ;Hors MRC;6;Montréal;.; ; ;2;CV;Conseiller;Major;Yan;M;"Sortant
(même
poste)";"Équipe Anne St-Laurent en
Action";520;268;5;Élu
