NO_REF_BIO,SUPERFICIE,NO_REG_ADM,NM_REG_ADM,MODE_GEST,STATUT,DTMAJ,DATE_PUBLI 
09551R021,132.1,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R043,191.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R057,168.1,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02352R072,534.5,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R315,106.3,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02651R025,112.1,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R098,2588.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08751R007,207.3,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R056,95.6,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08451R030,181.8,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20210225000000,2023-04-01
02666R013,229.9,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
04151R013,279.8,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R017,141.1,07,Outaouais,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06451R025,98.7,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R034,115.3,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R035,186.7,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
09452R023,629.9,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R021,162.7,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R120,561.7,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
03151R034,110.4,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
11256R168,311.6,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
02751R010,187.3,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R001,121.5,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R048,420.9,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09452R004,203.1,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R051,107.7,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R145,224.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R002,73.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
04151R071,165.9,03,Capitale-Nationale,59,Refuge biologique désigné,20200619000000,2023-04-01
02451R019,105,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R044,57.1,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
02352R061,251.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
11256R165,111.4,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
08551R069,165.3,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02751R028,147.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R010,293.6,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
08451R052,129.8,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
07251R041,119,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
03351R013,215.3,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
08664R018,163.4,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
09551R028,118.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R175,140.6,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
11152R025,592.5,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R089,123.5,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08251R031,87.6,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
11153R048_P,11.2,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09451R418,188.7,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
03351R030,53.9,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
09351R231,367.7,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
06152R012,117.6,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R044,50.4,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R110,54.1,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R091,34.1,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R003,84.4,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
088-017,43.5,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06252R035,111.9,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
08666R001,565.5,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
08651R001,178.2,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20220725000000,2023-04-01
09352R032,390.6,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R318,105.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R015,115,09,Côte-Nord,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08152R078,68.5,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08551R056,208.2,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
03551R016,283.9,12,Chaudière-Appalaches,55,Projet de refuge biologique exclu de la production forestière,20230228000000,2023-04-01
02651R026,114,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
03351R039,148.5,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20230228000000,2023-04-01
06251R005,121.2,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
11255R105,270.9,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02452R049,129,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06252R009,121.8,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
08652R007,152.3,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R050,307.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07351R007,100.8,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
087-010,77.5,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09351R104,185.5,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
08652R004,264.1,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08151R009,81.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R113,104,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
087-011,51.7,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06451R143,92.3,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
11153R057,252.8,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
11255R133,217.1,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08764R001,103.7,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
02664R024,163.1,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
11153R058,285.3,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R023,231.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
06252R006,130,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
941-003,5.3,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
04251R079,112.7,04,Mauricie,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09451R042,226.8,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
01254R011,148.8,01,Bas-Saint-Laurent,59,Refuge biologique désigné,20200619000000,2023-04-01
07251R015,113.7,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R039,51.7,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
02661R055,182.5,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
08152R044,174.2,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R026,488.7,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
06451R015,128,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R043,128.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08751R012,496.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08151R028,163.5,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08666R019,254,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
08666R006,271.9,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
08152R091,68.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
06151R008,90.5,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
06452R023,99.2,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R046,137.3,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R121,73.8,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R051,71,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R117,158.9,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02451R027,240.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R122,47.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02651R009,111.6,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08151R032,65.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R018,232.3,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
11257R184,6867.6,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07152R040,59.4,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R133,217.3,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08551R034,104.2,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R128,91.9,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R809,66.4,04,Mauricie,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09351R341,125,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
09352R016,281.1,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
08351R008,247.3,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
03151R041,58.9,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
06451R170,58,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R158,130.1,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R048,189.6,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
03151R022,163,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
08351R016,199.3,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02665R032,110.9,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
06152R002,85,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R014,55.9,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R065,116.3,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
04151R087,83.2,04,Mauricie,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02665R022,197.8,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
06452R024,99,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R055,109.3,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
07351R032,94.5,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02661R061,176.4,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
08551R021,130.1,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R037,220.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
03152R003,125.8,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
02551R079,141.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09551R006,136.9,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02451R008,123.7,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R052,159.2,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08551R016,143.7,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07152R055,60.9,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02451R033,596.3,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
01251R067,63.6,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
04352R993,68,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R110,62.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08451R001,111.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02666R003,122.7,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
07451R041,109.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08151R049,107.8,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08652R029,366.9,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
09551R003,106.1,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08651R016,132.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20210225000000,2023-04-01
07152R076,82.1,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R046,119.7,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02662R014,237.9,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
07451R559,181.9,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
11152R028,213.1,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09452R061,346.9,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
03351R042,124.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20230228000000,2023-04-01
11256R151,162.6,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08351R018,136.9,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08251R020,543.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R110,142.9,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R511,203.3,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
06151R002,61.8,15,Laurentides,59,Refuge biologique désigné,20220215000000,2023-04-01
08551R032,166.2,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R119,333,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R028,630.3,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
03351R012,128.1,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
09352R004,589,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R031,65.9,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R118,247,09,Côte-Nord,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09351R014,116.5,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
11154R093,283.3,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
04151R048,63.5,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02451R013,136,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R180,118.8,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
06152R001,58.4,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
09551R001,150.6,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R017,100.2,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R013,166.8,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R108,533.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07151R002,88,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R038,165.7,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R008,207.3,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02664R022,188.5,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
08151R051,17.7,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
06151R001,118.6,15,Laurentides,55,Projet de refuge biologique exclu de la production forestière,20200811000000,2023-04-01
09451R039,255.8,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
03151R013,53.1,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
08551R005,141.9,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09451R091,210.1,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R002,199.2,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R124,260.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
11153R066,203.9,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09452R007,424.4,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R023,104.8,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R207,514.7,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
03151R010,173.4,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
07151R013,62.7,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08451R012,198.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
01152R003,230.8,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
11257R186,1826.2,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07251R031,90.1,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R105,215.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R108,359.7,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
06451R074,103.4,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R044,95.2,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08751R006,157.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20230304000000,2023-04-01
087-018,38.1,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02551R011,511.3,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
11257R199,4.6,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08762R020,246.4,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
03152R009,104.2,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
02751R029,308.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R049,70.4,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
08151R008,207.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R005,123.9,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R102,211,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20230304000000,2023-04-01
07451R080,92.7,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R025,53.3,14,Lanaudière,59,Refuge biologique désigné,20220826000000,2023-04-01
08551R055,142.4,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06452R032,70.7,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R012,168.1,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
08462R002,108.7,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08764R014,201.5,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
08551R036,195.1,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R100,144.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08652R018,121,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02452R050,114.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R036,153.9,09,Côte-Nord,55,Projet de refuge biologique exclu de la production forestière,20200715000000,2023-04-01
02551R072,135.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02751R013,537.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
04151R106,80.6,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02352R080,338.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08451R035,104,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08652R024,138.5,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
06152R011,187.5,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R057,52,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02352R057,161.5,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07251R053,114.3,07,Outaouais,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06451R177,125.1,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
09551R019,145,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R067,91.4,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R131,267.7,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R103,150.8,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
04151R005,61,03,Capitale-Nationale,59,Refuge biologique désigné,20200619000000,2023-04-01
08551R023,214.8,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R045,105.9,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R111,66.7,09,Côte-Nord,55,Projet de refuge biologique exclu de la production forestière,20200715000000,2023-04-01
08551R042,108.4,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
03151R016,76.5,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
06452R044,54,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
086-010,47.8,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09351R027,183.9,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
08351R094,109.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20230306000000,2023-04-01
02551R140,144.7,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R011,57.2,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
04151R053,101.7,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R036,72.7,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R029,623.6,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
08462R004,156.1,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09351R053,223.4,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
06251R015,143,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R009,71.7,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R037_P,130.5,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08462R006,164,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02452R024,486.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08451R049,394.2,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R013,97.2,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R034,104.9,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R017,153,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R021,152.4,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
