NO_REF_BIO,SUPERFICIE,NO_REG_ADM,NM_REG_ADM,MODE_GEST,STATUT,DTMAJ,DATE_PUBLI 
06251R027,86,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
03153R013,140.6,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
02551R095,597.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08666R007,129.8,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
07351R042,60.6,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R063,325.9,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
007-003,68.7,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09351R017,479.4,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
02751R005,147,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
01151R008,133.5,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
11152R020,288.2,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
09452R016,340,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R730,129.4,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08451R031,291.5,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
07351R024,176.4,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
01254R010,145.5,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
03351R059,67.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20230228000000,2023-04-01
03351R015,210.7,03,Capitale-Nationale,55,Projet de refuge biologique exclu de la production forestière,20230228000000,2023-04-01
09751R078,55.3,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
07351R037,82.1,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R080,111.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R081,186.4,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
03351R060,54.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20230228000000,2023-04-01
06451R085,132.7,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
06452R029,154.1,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
02651R012,130.8,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02662R012,213.7,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
08651R029,105.3,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20210225000000,2023-04-01
09451R118,109.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
088-008,39.4,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08551R012,107.3,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
07351R052,147.5,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R054,93,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
09352R065,154.9,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
06452R035,79.8,15,Laurentides,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02662R022,161.3,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
02551R069,283.3,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09352R043,234.9,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
09452R044,259.7,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08451R002,155.5,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
087-014,68.8,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08151R016,124.5,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R085,102.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
11255R136,107.9,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
09352R023,153.8,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
02452R046,259.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R006,120,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R089,117,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08151R026,117.5,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
03151R008,23.3,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
08462R010,108.6,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02666R009,209.1,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
03152R007,109.8,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
02551R020,317.7,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R320,229.1,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R135,122.7,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R030,197.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R022,1380.2,09,Côte-Nord,55,Projet de refuge biologique exclu de la production forestière,20200715000000,2023-04-01
08351R135,120.3,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R058,88.4,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R514,103.3,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
09452R008,156.7,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R119,426.2,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R101,139.8,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
093-003,57.9,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08251R009,243.4,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06451R082,61.3,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
08665R013,170.1,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
02551R036,180.8,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07152R061,172.5,07,Outaouais,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
04351R049,219.2,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R066,253.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R095,180.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02665R015,146,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
02551R044,97.7,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09352R029,354,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
08351R129,172.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R073,120.9,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R131,184.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02666R016,180.6,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
079-003X,21.9,15,Laurentides,58,Forêt d'expérimentation et projet de refuge biologique,20200619000000,2023-04-01
03452R008,80,12,Chaudière-Appalaches,59,Refuge biologique désigné,20230228000000,2023-04-01
09751R305,29.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02351R018,146.8,03,Capitale-Nationale,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R014,381.9,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
01151R013,125.3,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07151R047,76.3,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
07151R034,90.3,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R024,78.8,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R001,140.6,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
09352R009,344.5,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
03152R013,250.8,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
087-013,94.4,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02665R013,113.1,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
03151R039,83.2,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
02451R058,1519.2,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08152R002,193,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02663R007,258.4,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
06251R043,53.5,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
02352R023,117.5,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R127,316.7,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08551R009,118.2,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R018,185.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
03152R017,324.4,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
09451R003,197.4,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09352R022,320.9,09,Côte-Nord,55,Projet de refuge biologique exclu de la production forestière,20200715000000,2023-04-01
04351R034,149.6,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R121,123.5,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
03351R051,132.3,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
06451R093,104.9,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
03152R014,112.4,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
06451R030,124.4,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R938,317.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08763R008,233.4,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
02551R160,128,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R043,87.4,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R750,152.7,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R076,118.3,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06152R022,83.1,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
01152R002,209.8,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08251R018,185.8,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02451R016,112.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R051,165.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R062,72.5,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R090,93.5,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R057,80.1,07,Outaouais,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08151R043,94.5,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R022,96,04,Mauricie,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08351R024,104.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
11153R043,600.2,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R023,172,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02352R040,219.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09452R049,174,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R090,113.8,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R106,103.6,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07451R004,103.3,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08651R014,188.5,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R035,146.9,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R084,174.7,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
06452R028,75.2,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
006-002,61,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07152R095,90.5,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R110,106.1,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
11151R002,296,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
03152R018,143.7,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
08351R032,143.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08751R003,407.3,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R996,163.2,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R026,74.8,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
04151R072,129.7,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R013,102.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08651R040,151.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
03351R004,120.9,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
08551R072,179,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02251R018,113.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08451R050,216.2,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R026,367.8,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
11154R086,457.5,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
4151R095,85.8,04,Mauricie,55,Projet de refuge biologique exclu de la production forestière,20210630000000,2023-04-01
02751R049,403.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06252R038,112.7,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R025,160.7,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02351R312,63,03,Capitale-Nationale,59,Refuge biologique désigné,20200619000000,2023-04-01
