PrjName,RecordNo,JOUR,PERIO,QC,QB,Q13,Q1AM1,Q1AM1O,Q1AM2,Q1AM2O,Q1AM3,Q1AM3O,Q1AM4,Q1AM4O,Q1AM5,Q1AM5O,Q1B,Q1BO,Q1C,Q2AA,Q2AB,Q2AC,Q2AD,Q2AE,Q2BA,Q2BB,Q2BC,Q2BD,Q2BE,Q3,Q4M1,Q4M1O,Q4M2,Q4M2O,Q4M3,Q4M3O,Q4M4,Q4M4O,Q4M5,Q4M5O,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q10,Q11,Q12,Q14,Q14O,Q15,Q16,Q16B,Q16BO,Q16C,Q16CO,Q17,LANG;,,,,, 
12000_112B,9538,1,1,H2W2H1,11,3,3,pour avoir des informations sur les activités culturelles dans le parc lafontaine, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,2,2,2,2,2,2,1,1,1, ,2,4,2, ,1, ,2,FR;,,,,,
12000_112B,9580,2,1,H1A3M6,12,6,27,a propos d'une maison inhabitée  derrière chez moi dont le jardin n'était pas entretenu et des jeunes s'introduisaient dans la maison., , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,4,4,3,2,2,2,2,2,2,3,3,8,1, ,1,2,3, ,1, ,2,FR;,,,,,
12000_112B,9619,2,1,H7E1N4,19,2,25,Comment reserver au parc angrignon, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,1,1,1,2, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,9636,2,1,H1A1V9,12,4,97,Achat d'une maison, , , , , , , , , , ,99,1,2,2,2,1,1, , , ,1,2, , , , , , , , , , ,1,2, ,5,2,1,1,1,1,1,1,1,2,1,9,1, ,1,2,1, ,1, ,1,FR;,,,,,
"""12000_112B",9644,4,1,H8Y1Z4,10,4,27,"""""La ville on casser son murret et la ville ne la pas bien reparer. Une flaque ce créé"," ce qui peut etre dangeureux.""""", , , , , , , , , , ,2,2,2,2,2,2, , , , , ,1,11,Temps d'attente de 15 minutes au telephone, , , , , , , , ,1,2, ,5,3,2,2,2,2,3,2,2,3,3,10,2, ,1,4,1, ,1, ,2,"FR"";",,,,
12000_112B,9720,3,1,H3M1A8,1,3,14,Pour ramasser des branches,14,Pour obtenir un permis pour abattre un arbre mort, , , , , , ,14,Les branches,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,5,2, ,1,4,6, ,1, ,2,FR;,,,,,
"""12000_112B",9730,2,1,H1A4X7,12,4,14,"""""Pour un arbre ","des bronches qui etaient cassées qui sont tombe un peu partout et d'apres moi l'arabre est malade.""""", , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,2,2,2,2,2,1,2,1,2,2,2,8,2, ,1,3,1, ,1, ,2,"FR"";",,,,
12000_112B,9735,4,1,H2V3N5,9,5,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,2,1,2,1,1,2,2,1,2,2,3,4, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,9742,2,1,H1E7H2,12,3,10, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,2,2, ,1,2,1, ,1, ,2,FR;,,,,,
12000_112B,9783,2,1,999999,18,6,3,carte acces montreal, , , , , , , , , , ,1,2,1,2,2,2, ,1, , , ,2, , , , , , , , , , ,1,2, ,1,3,1,1,1,1,1,1,1,1,1,5,1, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,9787,1,1,999999,17,3,1, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,1,10, , , , , , , , , ,1,2, ,4,4,2,9,3,2,3,4,1,4,4,8,4, ,1,2,1, ,1, ,1,FR;,,,,,
12000_112B,9792,2,1,H1A1T7,12,6,14,un arbre devant la maison il peut tambe, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,8,1, ,2,3,3, ,1, ,2,FR;,,,,,
12000_112B,9798,1,1,999999,13,3,4,dos d`ane,4,Une demande d'evaluation pour fair mettre un nouveau arret stop., , , , , , ,4,les dos d`ane,3,2,1,1,2,2, ,1,1, , ,1,10,Jai du appeler 3 fois parce qu'Il n'avais pas d'appelle de suivi., , , , , , , , ,1,2, ,1,3,2,3,2,2,3,3,2,3,2,7,3, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,9805,1,1,H4C1K3,16,3,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,2,2,2,2,2,2,2,2,1,1,2,3, ,2,2,5, ,1, ,2,FR;,,,,,
"""12000_112B",9807,4,1,H2V2W8,9,6,14,Elaguage d'un arbre.,20,Plantage d'un arbre., , , , , , ,20,"""""Faire planter un arbre"," et leur donner mon choix d'arbre que je voulais.""""",4,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,1,1,1,1,1,1,1,1,1,2,1,1,5, ,1,4,1, ,1, ,2,"FR"";",,,,
12000_112B,9811,3,2,H9C2X4,6,3,14,branches d'arbres, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,1,2, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,9816,3,1,H8R3M4,5,6,27,help because she's a hoarder, , , , , , , , , , ,2,2,1,2,2,2, ,100, , , ,1,1, , , , , , , , , ,9,2, ,3,2,2,3,4,2,3,3,2,3,3,7,4, ,2,2,3, ,2, ,2,EN;,,,,,
12000_112B,9843,3,2,H9H1E2,6,3,15,Private contractor left the street damaged....dirty it with mud, , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,1,9,9,1,2,2,3,9,1,3,2,10,9, ,9,9,99, ,99,do not want to answer,2,EN;,,,,,
12000_112B,9872,2,1,H2K0A2,18,4,4, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,1,3,difficulté a etre transférée au bon endroit, , , , , , , , ,9,2, ,4,3,2,4,3,1,9,2,3,4,4,7,4, ,1,4,8,travailleur autonome,2, ,2,EN;,,,,,
12000_112B,9904,3,1,H1M1X7,7,2,6,Véhicule récreatif dans la cours de la maison, , , , , , , , , , ,1,2,2,2,1,2, , , ,1, ,2, , , , , , , , , , ,1,2, ,1,3,2,2,2,2,1,2,2,2,2,2,2, ,1,4,1, ,1, ,2,FR;,,,,,
12000_112B,9909,3,1,H1L3H7,7,5,4, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,2,1,1,1,2,1,2,1,4,1, ,1,3,1, ,2, ,1,EN;,,,,,
12000_112B,9918,3,1,H8S3S7,4,6,1,un stop....et les vidanges du bâtiment voisin....rien N'a été fait...,1, , , , , , , ,1, ,6,1,2,2,2,2,2, , , , ,1,10, ,18,On a les mains liées qu'ils nous disent..., , , , , , ,2,2, ,4,4,9,4,9,1,4,3,3,4,4,5,1, ,1,3,3, ,1, ,1,FR;,,,,,
12000_112B,9923,3,1,H1L6E4,7,4,10, , , , , , , , , , , ,99,1,2,2,2,2,4, , , , ,2, , , , , , , , , , ,1,2, ,5,1,1,1,1,1,1,2,1,2,1,4,4, ,1,3,1, ,1, ,1,FR;,,,,,
12000_112B,10011,1,1,H1P1B9,15,6,25,Information disponibility in english. She receive a paper about waste collection in french she wanted it in english., , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,5,4,1,1,1,1,9,1,4,4,4,98,1, ,1,9,3, ,2, ,2,EN;,,,,,
12000_112B,10054,3,1,H1W3W1,7,2,13, , , , , , , , , , , ,2,1,2,2,1,2,1, , ,1, ,1,7, , , , , , , , , ,2,1,2,1,2,2,3,3,3,2,3,2,4,4,8,5, ,2,4,4, ,1, ,2,FR;,,,,,
12000_112B,10113,4,1,H1H4X8,8,6,24,malpropreté des balcons dans un immeuble en condos, , , , , , , , , , ,2,2,1,2,2,2, ,1, , , ,2, , , , , , , , , , ,1,2, ,4,3,3,2,2,1,3,3,3,3,4,10,4, ,2,4,3, ,1, ,2,FR;,,,,,
12000_112B,10119,1,1,H1Y3B8,13,2,16,les stationnements autour de chez moi, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,2,1,2,2,1,2,2,1,2,1,6,4, ,2,4,1, ,1, ,1,FR;,,,,,
12000_112B,10159,2,1,H4H1R8,17,6,14,Pour venir ramasser des branches d'arbres que j'avais coupées sur mon terrain, , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,1,3,2,2,2,2,3,2,3,2,2,7,4, ,1,4,3, ,1, ,1,FR;,,,,,
12000_112B,10164,4,1,H4C3A6,16,4,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,2,2,2,2,2,2,2,2,2,2,2,5,5, ,2,2,6, ,1, ,2,FR;,,,,,
12000_112B,10172,2,1,H1E2P5,12,5,4, , , , , , , , , , , ,99,1,1,1,2,2,2,5,2, , ,1,1, ,3, ,7, ,6, , , ,1,1,4,4,2,4,3,4,2,3,2,4,3,4,10,4, ,1,4,3, ,1, ,1,FR;,,,,,
12000_112B,10228,1,1,H1Y2C9,13,2,25,Je cherchais un lieu de tournage, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,2,2,2,2,2,2,2,2,2,2,6,2, ,1,3,1, ,1, ,2,FR;,,,,,
12000_112B,10246,4,2,999999,9,5,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,10354,2,1,H1A2M4,12,3,14,Branches à ramasser,1, , , , , , , ,1, ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,2,2,2,2,2,2,2,2,2,1,1,3, ,1,2,2, ,1, ,2,FR;,,,,,
12000_112B,10397,2,1,H1Z2N9,19,4,24,propriétaire avait fait une ligne pour délimiter l'entree de garage, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,1,1,1,1,1,1,1,1,1,2,1,5,2, ,2,3,1, ,1, ,2,FR;,,,,,
12000_112B,10412,3,1,H8T1J9,4,6,7,jetté près de l'eau, , , , , , , , , , ,6,2,2,2,2,2, , , , , ,1,10, , , , , , , , , ,1,2, ,4,4,4,4,3,2,3,3,3,3,4,10,9, ,2,2,3, ,2, ,2,EN;,,,,,
"""12000_112B",10417,2,1,H2P2P8,19,5,14,"""""Arbre malade"," information pour le sauvergarder""""", , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,4,2,2,2,1,2,1,1,3,3,5,2, ,1,4,6, ,1, ,2,"FR"";",,,,
12000_112B,10480,4,1,H8Z2B8,10,4,7, , , , , , , , , , , ,1,1,2,2,2,2,1, , , , ,2, , , , , , , , , , ,1,2, ,2,3,2,2,2,2,2,2,2,2,2,7,2, ,1,2,5, ,2, ,2,FR;,,,,,
12000_112B,10510,1,1,H3C0P7,16,3,16,probl;eme avce lentree ddu stationnemwnt souterain, , , , , , , , , , ,4,2,2,1,2,2, , ,3, , ,1,18,tout les fois ou il a contacter ca cest fais mal faite, , , , , , , , ,1,2, ,2,4,2,3,2,2,4,4,4,4,3,10,4, ,2,4,1, ,1, ,1,FR,,,,,
12000_112B,10584,2,1,H1A3T2,12,6,1, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,2,1,1,1,1,1,2,1,1,4, ,2,2,3, ,1, ,1,FR;,,,,,
12000_112B,10588,3,1,999999,1,4,10,évaluation des taxes foncières, , , , , , , , , , ,4,2,2,2,2,2, , , , , ,1,3, ,4, , , , , , , ,2,2, ,4,4,3,4,3,2,4,3,4,4,4,10,1, ,1,4,1, ,2, ,2,FR;,,,,,
12000_112B,10595,1,1,H2H1X8,11,2,25,information sur la salubrité d'u appartement, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,2,2,1,2,2,2,2,2,6,5, ,2,4,1, ,1, ,1,FR;,,,,,
12000_112B,10660,3,1,999999,1,2,4, , , , , , , , , , , ,3,2,2,2,2,2, , , , , ,1,10, , , , , , , , , ,9,2, ,4,4,1,1,2,1,3,1,2,2,2,7,5, ,2,4,1, ,1, ,2,FR;,,,,,
12000_112B,10789,3,1,H1L5T9,7,3,97,orticulture, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,5,2,1,2,2,1,3,9,1,9,3,1,2, ,1,3,1, ,1, ,2,FR;,,,,,
12000_112B,10796,3,1,H2K2C9,18,3,1, , , , , , , , , , , ,3,2,2,2,1,1, , , ,1,1,2, , , , , , , , , , ,1,2, ,1,1,1,2,1,1,1,1,1,2,1,1,4, ,2,3,1, ,1, ,1,FR;,,,,,
12000_112B,10870,3,2,H9H3A4,10,2,14,TO PICK UP BRANCHES, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,1,13,THEY DID NOT UNDERSTOOD THE FIRST TIME I CALLED. SO I HAD TO CALL BACK., , , , , , , , ,1,2, ,1,2,1,2,1,1,2,1,1,2,1,6,1, ,1,4,6, ,2, ,2,EN;,,,,,
12000_112B,10887,2,1,H2M1M4,1,3,27,Plainte concernant la mauvaise gestion de champtier., , , , , , , , , , ,1,2,1,2,2,2, ,1, , , ,1,11,le temps d'attente et les réponses n'était pas clair., , , , , , , , ,1,2, ,3,9,3,3,9,1,3,1,3,4,4,10,2, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,10937,4,1,H2V1A8,9,5,27,plainte pour bris de cloture, , , , , , , , , , ,99,2,2,1,1,2, , ,2,2, ,1,3,refus de référer au bon numéro, , , , , , , , ,9,2, ,4,4,4,4,9,2,3,3,4,4,4,10,4, ,1,4,8,homme d'affaires,1, ,1,FR;,,,,,
12000_112B,10978,4,1,H9C2C3,6,3,25,état civil, , , , , , , , , , ,1,2,1,2,2,2, ,999, , , ,2, , , , , , , , , , ,9,2, ,1,2,1,1,1,1,1,1,1,2,1,1,5, ,2,2,6, ,1, ,2,FR;,,,,,
12000_112B,11001,3,1,H1L3E9,7,6,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,2,1,2,9,2,2,1,8,4, ,2,3,3, ,1, ,2,FR;,,,,,
12000_112B,11005,2,1,H4C2C4,16,3,7, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,2,1,2,2,1,1,1,1,2,2,3,4, ,2,4,2, ,2, ,1,EN;,,,,,
"""12000_112B",11041,1,1,H2W1V7,11,4,19,"""""Permis de construction et de renovation (modification sur le bâtiment de mon logement"," info pour verifier faits)""""",15,Animaux morts, , , , , , ,19,Permis de construction,1,2,2,1,1,2, , ,1,1, ,1,12,J'ai trouvé la répondante était bête et arrogante, , , , , , , , ,2,2, ,3,2,3,9,3,3,2,3,3,4,4,7,1, ,2,4,8,Travailleure autonome,1, ,2,"FR"";",,,,
12000_112B,11082,4,1,H9K1J8,10,5,19,Permis de construction et rénovation., , , , , , , , , , ,2,1,2,2,2,2,2, , , , ,2, , , , , , , , , , ,9,1,3,1,3,2,2,2,2,2,2,2,2,2,8,1, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,11157,1,1,H2A1C9,19,6,14,arbres, , , , , , , , , , ,1,1,1,2,1,2,1,1, ,6, ,2, , , , , , , , , , ,1,2, ,1,2,1,1,1,1,1,1,1,1,1,3,3, ,1,4,3, ,2, ,1,FR;,,,,,
12000_112B,11183,3,2,H9C2Y8,6,3,7, , , , , , , , , , , ,4,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,1,3,2,2,2,2,2,2,2,2,2,8,2, ,1,4,5, ,2, ,2,FR;,,,,,
"""12000_112B",11204,4,1,H1G5K7,8,4,4,"""""travaux qui concernent la garderie"," j'ai payé pour la construction du trottoir de la garderie mais cela n' n'a pas eté fait""""", , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,4,4,2,3,9,2,3,4,9,4,4,8,2, ,1,4,8,travailleure  autonome,1, ,2,"FR"";",,,,
12000_112B,11215,1,1,H3K2G8,16,3,14,tree on the sidewalk, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,2,2,9,9,2,2,1,5,2, ,1,4,1, ,2, ,2,EN;,,,,,
12000_112B,11237,3,1,H2P2P6,19,4,14,Arbre dans la cours du voisin., , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,2,2,2,3,2,3,2,2,2,4,10,2, ,1,2,8,entreprenneur,2, ,1,FR;,,,,,
12000_112B,11238,3,1,H8P2G7,5,4,18,grille du frêne pour l'infestation pour faire traiter les arbres  lorsque j'ai demandé la subvention je n'étais pas dans le bon secteur, , , , , , , , , , ,2,2,2,1,1,2, , ,4,3, ,1,1, ,15,le personnel ne détenait pas les renseignements  ils n'étaient pas informés, , , , , , ,1,2, ,4,1,3,1,1,1,3,2,1,3,2,10,1, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,11247,1,1,H2J2N2,11,2,18,punaises de lit, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,9,1,1,1,1,1,1,1,2,1,4,5, ,2,4,1, ,1, ,2,FR;,,,,,
12000_112B,11288,3,1,H3W2L9,3,6,20,pour un arbre avec une branche cassée devant ma porte, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,4,4,2,3,2,3,2,2,2,3,4,6,1, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,11304,4,1,H1G4G6,8,4,1,PARCE QUE LES GENS AMASSENT TOUT LEUR DÉCHET A LA MEME PLACE ET CA SENT MAUVAIS., , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,2,4,2,2,2,1,2,2,3,3,3,5,2, ,2,2,2, ,1, ,1,FR;,,,,,
12000_112B,11354,2,1,999999,12,5,14,ENLEVER LE BOIS, , , , , , , , , , ,2,1,1,2,2,2,2,2, , , ,1,10,Le service n'a rien fait, , , , , , , , ,1,2, ,4,1,1,1,1,1,4,3,1,9,4,7,2, ,1,9,3, ,7, ,2,FR;,,,,,
12000_112B,11445,3,1,H1L7H5,7,6,7,nettoyage du canal d.égout a l'avant, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,1,1,1,1,9,2,1,1,1,1, ,1,2,3, ,1, ,1,FR;,,,,,
12000_112B,11462,1,1,H1X2N6,13,5,4,des trous dans les trottoirs devant chez moi, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,4,2,3,1,1,2,4,2,4,4,2,4, ,1,3,3, ,7, ,1,FR;,,,,,
12000_112B,11488,1,1,H2J1N1,11,2,1,pour avoir  un bac de compostage, , , , , , , , , , ,1,2,2,2,1,2, , , ,1, ,2, , , , , , , , , , ,9,2, ,1,1,1,1,1,1,1,1,1,2,1,2,1, ,2,4,2, ,1, ,2,FR;,,,,,
12000_112B,11492,2,1,H2E2X3,19,4,12, , , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,4,3,3,4,3,4,3,2,4,4,6,1, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,11523,3,1,H2B1Z6,1,3,10, , , , , , , , , , , ,8,2,2,1,2,2, , ,5, , ,2, , , , , , , , , , ,2,2, ,4,4,4,4,4,4,4,4,2,4,4,10,4, ,1,3,1, ,2, ,1,FR;,,,,,
12000_112B,11598,1,1,H2G2N1,13,2,16,Stationnement., , , , , , , , , , ,99,1,1,2,2,2,2,1, , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,2,2,2,2,1,2,2,6,2, ,2,4,6, ,1, ,2,FR;,,,,,
12000_112B,11605,1,1,999999,14,3,22,Un glissade pour enfant au park c'est brisser et c'etait dangereux pour les enfants. Et il y a vait un jeux d'eau d'enfant qui marchait pas., , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,2,2,2,2,2,2,2,1,1,2,2,2, ,1,4,1, ,8, ,2,FR;,,,,,
12000_112B,11650,1,1,H3K1T8,16,2,6,circulation, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,3,2,2,2,2,3,3,2,2,4,4,1, ,1,4,2, ,2, ,1,FR;,,,,,
12000_112B,11686,2,1,H1L3C7,18,2,97,Terrains vagues, , , , , , , , , , ,1,2,2,1,2,2, , ,1, , ,1,3, , , , , , , , , ,1,2, ,4,2,3,2,2,1,2,4,4,3,4,5,1, ,2,4,2, ,1, ,1,FR;,,,,,
12000_112B,11734,1,1,H4N0J9,14,2,1, , , , , , , , , , , ,2,2,2,2,1,2, , , ,1, ,2, , , , , , , , , , ,1,2, ,1,2,2,2,2,2,2,2,2,2,2,7,3, ,2,2,1, ,3, ,1,FR;,,,,,
12000_112B,11745,3,1,H8N0C5,5,4,12, , , , , , , , , , , ,4,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,2,2,9,2,2,9,2,2,3,3,9,1, ,1,4,1, ,5, ,1,EN;,,,,,
"""12000_112B",11752,1,1,H1X1P6,13,4,21,"""""Un rat dans la ruelle.  J'ai appelé", on m'a écoutée, on m'a dit que quelqu'un viendrait voir, mais personne n'est venu vérifier. Finalement," le rat a disparu au bout de plusieurs mois.""""", , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,3,2,2,2,2,2,9,2,2,3,3,4,2, ,1,4,1, ,1, ,2,"FR"";",
12000_112B,11756,1,1,H4R3M4,14,2,14,Un arbre ....on avait peur qu' il ait une maladie.., , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,5,2,1,3,2,2,3,2,3,3,3,5,5, ,1,4,4, ,99,pas mandarin ni cantonais mais une troisième langue...chao chow (chinois),1,FR;,,,,,
12000_112B,11768,1,1,H2X3H6,11,6,15,nettoyage de la rue, , , , , , , , , , ,5,2,9,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,3,9,2,9,2,2,9,9,2,2,2,7,4, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,11775,4,2,H3L1X5,1,6,1, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,9,1,1,1,1,1,1,1,1,1,5, ,1,4,3, ,1, ,1,FR;,,,,,
12000_112B,11834,1,1,H4C3G5,16,4,7, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,9,5, ,2,2,2, ,1, ,2,FR;,,,,,
12000_112B,11863,4,1,H1G3F2,8,6,10, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,1,1,1,1,1,1,1,1,1,2,1,10,1, ,1,4,3, ,2, ,1,EN;,,,,,
12000_112B,11876,3,1,H8S1T8,16,5,16,stationnement à l'école, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,1,1,2,1,1,2,1,1,2,1,2,4, ,2,2,1, ,1, ,2,FR;,,,,,
12000_112B,11879,2,1,H1K4J8,7,6,3, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,1,2,2,2,2,1,2,1,3,4, ,1,2,3, ,1, ,2,FR;,,,,,
12000_112B,11882,1,1,999999,13,5,14,Des arbres, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,1,9, ,9,9,99, ,1, ,2,FR;,,,,,
12000_112B,11896,2,1,999999,19,6,14,pour couper des branches car elles risquent de faire tomber ma goutière, , , , , , , , , , ,3,2,1,2,2,2, ,3, , , ,2, , , , , , , , , , ,1,2, ,4,4,3,4,3,2,4,4,4,3,4,7,4, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,11929,3,1,H1W2M5,7,5,6,Il y avait un gars qui roulait avec un rouleau de tracteur (gars de la ville) sur le terrain de baseball et il faisait un gros nuage de malade.,25,Pour savoir quand ils enlevaient les filets de tennis, , , , , , ,25,Pour connaître quand ils enlèvent les filets de tennis,1,1,2,2,2,2,3, , , , ,2, , , , , , , , , , ,1,2, ,2,1,2,2,2,2,2,2,2,3,2,6,3, ,2,3,8,Travailleur autonome,1, ,1,FR;,,,,,
"""12000_112B",11931,1,1,H1T2V7,13,6,4,"""""J'ai appelé la Ville pour les féliciter pour le beau travail de réfection de la rue Beaubien. Il faut bien le dire quand le travail est bien fait"," ce n'était pas juste du patchage.""""", , , , , , , , , , ,1,9,9,9,9,9, , , , , ,2, , , , , , , , , , ,1,2, ,1,9,9,1,9,1,9,9,1,9,1,1,4,Veuve,1,2,3, ,1, ,2,"FR"";",,,,
12000_112B,11978,3,1,H2M3W9,1,5,4,déplacement de signalisation, , , , , , , , , , ,1,1,2,2,2,2,1, , , , ,2, , , , , , , , , , ,1,2, ,5,3,2,2,2,2,2,2,2,2,2,7,4, ,1,4,1, ,1, ,2,FR;,,,,,
12000_112B,12002,1,1,H1X2H6,13,6,14,pour couper des branches devant  ma maison:  ces branchent passent au-dessus du transformateur et cela represente un danger  lors des orages ..., , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,3,2,3,2,2,3,3,2,4,4,98,4,veuve,1,9,3, ,1, ,2,FR;,,,,,
12000_112B,12005,4,1,H9H2E4,10,3,19,Construction permit, , , , , , , , , , ,2,1,1,2,1,1,1,1, ,1,1,2, , , , , , , , , , ,1,2, ,2,3,1,2,1,1,2,2,2,3,2,6,2, ,1,4,1, ,2, ,2,EN;,,,,,
"""12000_112B",12006,3,1,H1M2J1,7,3,14,"""""Les arbres "," insalubrité""""", , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,4,2,2,2,2,2,2,2,4,4,1,3, ,1,3,1, ,1, ,1,"FR"";",,,,
12000_112B,12029,4,1,H2V2W8,9,6,3, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,2,9,2,2,1,1,2,2,2,2,2,1, ,1,4,3, ,1, ,2,FR;,,,,,
"""12000_112B",12033,2,1,H2K4E9,18,4,15,"""""J' ai juste demandé pour le parking au bord de la rue"," S'ils allaient passer le balai ou non...""""", , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,2,2,2,2,2,2,2,5,1, ,2,3,1, ,1, ,2,"FR"";",,,,
