PrjName,RecordNo,JOUR,PERIO,QC,QB,Q13,Q1AM1,Q1AM1O,Q1AM2,Q1AM2O,Q1AM3,Q1AM3O,Q1AM4,Q1AM4O,Q1AM5,Q1AM5O,Q1B,Q1BO,Q1C,Q2AA,Q2AB,Q2AC,Q2AD,Q2AE,Q2BA,Q2BB,Q2BC,Q2BD,Q2BE,Q3,Q4M1,Q4M1O,Q4M2,Q4M2O,Q4M3,Q4M3O,Q4M4,Q4M4O,Q4M5,Q4M5O,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q10,Q11,Q12,Q14,Q14O,Q15,Q16,Q16B,Q16BO,Q16C,Q16CO,Q17,LANG;,,,,, 
12000_112B,2650,5,2,H8Z1M6,10,3,25,DEMANDE DE SUBVENTION, , , , , , , , , , ,1,1,2,2,1,2,1, , ,10, ,2, , , , , , , , , , ,1,2, ,5,9,1,1,1,1,1,1,1,2,1,3,2, ,1,4,1, ,1,50-50 ARABE  FRANCAIS,1,FR;,,,,,
12000_112B,2666,5,1,H2E2N6,19,4,1, , , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,3,3,2,2,3,2,2,2,9,2, ,1,4,1, ,7, ,2,FR;,,,,,
12000_112B,2668,5,2,H3K1R8,16,5,13, , , , , , , , , , , ,5,2,1,2,2,2, ,2, , , ,1,3, ,1, ,7, , , , , ,1,2, ,1,3,1,1,2,1,1,1,1,1,2,10,2, ,2,4,3, ,2, ,1,EN;,,,,,
12000_112B,2669,3,1,H2M2E8,1,5,14,un arbre à l extèrieur, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,2,2,1,2,2,1,2,2,7,1, ,2,3,3, ,1, ,2,FR;,,,,,
12000_112B,2692,2,2,H4G2Z2,17,2,4,acces a la ruelle, , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,1,2, ,1,4,2, ,1, ,1,FR;,,,,,
12000_112B,2710,1,1,H1Y3E8,13,5,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,1,1,1,1,1,1,1,1,1,2,1,1,4,Seule (divorcée),2,4,3, ,1, ,2,FR;,,,,,
12000_112B,2711,3,2,H9H1J6,6,4,10,payment mes taxes, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,1,1,1,9,1,2,2,1,5,1, ,1,3,8,travaile autonomne,1, ,1,FR;,,,,,
12000_112B,2718,2,2,H1H2B3,17,5,1, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,1,1,2,1,2,1,2,1,1,1,1,1, ,2,2,3, ,2, ,2,EN;,,,,,
12000_112B,2719,3,2,H3S1N1,3,6,14,branches tombées sur mon terrain, , , , , , , , , , ,10,2,1,1,2,2, ,1,1, , ,1,11,temps d'attente, , , , , , , , ,1,2, ,2,4,3,4,3,2,3,3,3,3,4,10,1, ,1,4,3, ,1, ,1,FR;,,,,,
12000_112B,2724,3,2,H4V2S5,3,6,7, ,14,Coupe de branches d'arbres., , , , , , ,7, ,5,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,3,2,2,2,2,1,1,3,2,3,8,4,Veuve.,1,3,2, ,2, ,2,FR;,,,,,
"""12000_112B",2729,1,1,H2X2H4,11,6,22,"""""Travaux non complété: plantation d'arbres"," réparation de trotoirs""""",14, , , , , , , , , ,2,2,2,1,2,2, , ,3, , ,2, , , , , , , , , , ,1,2, ,1,2,1,2,2,1,2,1,2,2,2,7,1, ,2,4,3, ,1, ,1,"FR"";",,,,
"""12000_112B",2731,4,2,H1G1M4,8,5,1,PROBLEMES DE VIDANGES.,7,"""""JE SUIS PLOMBIER"," J'APPELLE SOUVENT POUR FERMER L'EAU.""""", , , , , , ,1,VIDANGES,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,2,2,2,2,2,2,2,2,2,2,8,2, ,1,2,1, ,2, ,1,"FR"";",,,,
12000_112B,2743,5,2,H4E2Y8,5,2,7, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,2,1,1,1,1,1,1,1,2,2,10,4, ,2,2,1, ,1, ,2,FR;,,,,,
12000_112B,2761,1,1,H2J1Z7,11,2,4, ,13, , , , , , , ,13, ,2,2,2,2,1,2, , , ,2, ,2, , , , , , , , , , ,1,2, ,1,2,2,2,1,1,2,1,2,1,1,4,1, ,2,4,1, ,1, ,1,FR;,,,,,
"""12000_112B",2764,2,2,H2L1V8,18,2,26,"""""DES COMMERCES METTAIENT LEURS BACS DANS LE PARC. ET LA VILLE LEUR A DIT DE LES METTRE DEVANT MA VITRINE ! (NOTE DE L'INTERVIEWER : MEME SI LA RÉPONDANTE DIT NE PAS AVOIR ÉTÉ CAPABLE DE RÉGLER CE PROBLÈME"," ELLE DONNE UNE TRÈS BONNE NOTE AU SERVICE T""""", , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,4,1,1,1,1,4,9,1,4,4,10,2, ,1,4,1, ,1, ,2,"FR"";",,,,
12000_112B,2765,5,1,H1W3J9,13,5,4, ,14,tai dabre,22,construction aproximite, , , , ,14,tai dabre,8,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,4,4,3,3,1,3,2,2,4,3,5,2, ,1,4,8,travaile autonomne,1, ,1,FR;,,,,,
12000_112B,2766,5,2,H3M2R6,19,3,18,Punaise de lit., , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,2,2,1,2,2,1,2,2,1,3,2,5,2, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,2768,4,2,H3L2P5,9,4,13, , , , , , , , , , , ,1,2,1,2,2,2, ,1, , , ,1,4, , , , , , , , , ,1,2, ,4,3,2,2,2,1,3,2,3,3,2,5,2, ,2,2,1, ,1, ,1,FR;,,,,,
12000_112B,2774,5,2,999999,3,5,7, , , , , , , , , , , ,99,2,1,2,2,2, ,1, , , ,2, , , , , , , , , , ,1,2, ,1,3,1,1,9,1,1,3,1,3,1,5,1, ,1,4,8,Running a company,2, ,1,EN;,,,,,
12000_112B,2777,4,2,H9G1T9,10,2,26,glass in the park, , , , , , , , , , ,3,2,2,2,2,2, , , , , ,1,4, , , , , , , , , ,1,2, ,1,4,1,1,1,1,1,1,1,2,2,10,1, ,1,3,1, ,2, ,2,EN;,,,,,
"""12000_112B",2778,2,1,H1A1C1,12,3,13, , , , , , , , , , , ,2,1,2,2,2,2,2, , , , ,1,18,"""""mauvais service"," ils m'ont enlevé mon stationnemen et m'ont envoyer dans un autre stationnement ou je  n'ai pas le droit..""""", , , , , , , , ,1,2, ,3,4,2,2,2,3,1,3,2,2,2,6,1, ,1,3,8,travailleur autonome,2, ,1,"FR"";",,,,
12000_112B,2796,5,1,H2J1K6,13,3,99, , , , , , , , , , , ,99,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,9,2,2,1,9,2,2,2,2,3,2, ,2,4,1, ,1, ,2,FR;,,,,,
12000_112B,2798,3,1,999999,7,6,17,lampadaires défectueux depuis 2 ans, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,1,1,1,1,1,1,1,2,1,2,2,1,4, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,2803,3,2,H8S2W4,4,5,14,ramasser les branches ce qui a entrainé un dégat d'eau, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,1,15,on vous a envoyé quelqu'un compétent, , , , , , , , ,1,2, ,4,4,4,4,4,4,4,4,4,4,4,10,1, ,1,2,1, ,1, ,1,FR;,,,,,
12000_112B,2828,5,2,H2M2C9,1,6,14,Arbre tombé, , , , , , , , , , ,2,2,1,2,2,2, ,1, , , ,1,12,Personne arrogante avec moi, , , , , , , , ,1,2, ,3,3,2,3,3,3,3,1,1,3,3,1,4, ,2,2,3, ,1, ,1,FR;,,,,,
12000_112B,2841,4,2,H1G4B1,8,5,1, , , , , , , , , , , ,2,1,2,2,1,2,2, , ,4, ,2, , , , , , , , , , ,1,2, ,2,1,2,2,2,2,3,2,3,3,2,8,1, ,2,4,1, ,1, ,1,FR;,,,,,
12000_112B,2845,3,2,H1L6P4,7,5,1, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,1,1,1,1,1,2,2,1,7,4, ,2,2,3, ,1, ,2,FR;,,,,,
12000_112B,2846,1,1,H4E1H4,16,5,21,rats,16,stationnements, , , , , , ,21,rats,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,2,2,1,1,1,2,1,2,2,2,8,3, ,2,9,5, ,1, ,2,FR;,,,,,
12000_112B,2850,1,1,H1Y2E5,13,6,1, ,3,carte dacces montreal, , , , , , ,3,carte dacces montreal,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4, ,2,4,3, ,1, ,2,FR;,,,,,
12000_112B,2854,5,2,H1B2J8,12,2,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,1,1,2,1,1,2,2,1,3, ,2,2,1, ,1, ,1,FR;,,,,,
12000_112B,2865,2,1,H1B4A6,12,5,1,ramasser des planches de clotures., , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,1,5, ,1,2,3, ,1, ,2,FR;,,,,,
12000_112B,2870,3,1,H1L5B7,7,5,1,Des depots sauvage (des gens qui mettent n'importe quoi dans la coin des rues.) les gens mettent des ordure menagers avant le temps. Les trou de la chaussé, , , , , , , , , , ,3,1,2,2,2,2,1, , , , ,2, , , , , , , , , , ,9,2, ,5,1,1,1,1,1,2,1,1,2,1,10,1, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,2871,1,2,H1P1G7,15,4,7, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,3,2,2,2,2,2,2,2,2,3,3,10,2, ,1,3,5, ,2, ,2,FR;,,,,,
12000_112B,2879,3,2,H3V1H3,3,3,3,cartes accès montréal, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,2,1,1,2,1,2,2, ,2,4,8,autonome,1, ,2,FR;,,,,,
12000_112B,2883,1,2,H1R0A3,15,2,18,Au sujet des punaises., , , , , , , , , , ,1,2,2,2,2,2, , , , , ,1,3,TRÈS DIFFICILE DE SAVOIR A QUI JE DEVAIS PARLER., , , , , , , , ,2,2, ,4,2,3,2,2,1,9,9,2,4,4,6,2, ,1,3,4, ,1, ,1,FR;,,,,,
12000_112B,2894,5,2,H1L5G6,7,3,4,TARVAUX RUE, , , , , , , , , , ,1,2,1,2,2,2, ,1, , , ,2, , , , , , , , , , ,1,2, ,1,2,1,1,1,1,1,1,1,1,1,7,2, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,2910,4,2,H1H2T1,8,6,24,plainte malpropreté cour du voisin,27,plainte construction logement interdit., , , , , , ,27,plainte construction logement interdit.,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,1,2,1,1,1,1,1,1,1,2,1,2,1, ,1,2,3, ,1, ,2,FR;,,,,,
12000_112B,2911,5,2,H4H1Z4,17,4,1, , , , , , , , , , , ,1,2,2,1,2,2, , ,1, , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,1,1,4,2, ,1,4,1, ,1, ,2,FR;,,,,,
12000_112B,2917,2,2,H2L2K3,13,6,99, , , , , , , , , , , ,99,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,1,1,1,2,1,1,2,2,98,4, ,2,3,3, ,1, ,2,FR;,,,,,
12000_112B,2918,4,2,H1G5G8,8,6,21,plainte contre chien qui jappe, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,2,1,1,2,2,2,1,8,4, ,2,2,3, ,1, ,2,FR;,,,,,
12000_112B,2936,5,2,H1H4Y2,8,4,1, ,25,pour avoir le numero de telephone de quelqu'un qui travaille a la Ville, , , , , , ,1, ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,5,3,2,3,3,3,2,9,2,4,4,7,3,separée avec 2 enfants,2,4,1, ,1, ,2,FR;,,,,,
12000_112B,2944,1,2,H4L4Y6,14,6,16,Stationnement, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,3,4, ,1,3,3, ,1, ,2,FR;,,,,,
12000_112B,2950,3,1,H3L1E9,1,2,7, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,9,9,2,2,1,1,2,1,2,2,2,2, ,2,4,1, ,1, ,1,FR;,,,,,
12000_112B,2973,5,2,H1A5L4,12,2,10, , , , , , , , , , , ,1,2,1,2,2,2, ,1, , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,1,1,1,1,1,2,1,5,1, ,1,4,2, ,1, ,1,FR;,,,,,
12000_112B,2974,5,2,H1W1V6,7,5,7, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,1,1,10,2, ,2,3,1, ,1, ,1,FR;,,,,,
12000_112B,2976,1,1,H3C0N3,16,2,10, ,4,L'urbanisme., , , , , , ,22,L'urbanisme.,3,2,1,1,1,2, ,3,1,3, ,2, , , , , , , , , , ,9,2, ,2,2,9,2,3,2,3,9,2,3,3,7,4, ,1,4,1, ,1, ,2,FR;,,,,,
"""12000_112B",2982,2,2,H2K2C4,18,4,4,"""""DES PANNEAUX MOBILES DE DÉFENSE DE STATIONNEMENT SONT APPARUS DANS LA RUE SOUDAINEMENT ET RIEN NE SE PASSAIT. ON VOULAIT LES FAIRE ENLEVER"," ON LES A ENLEVÉS NOUS-MEMES.""""", , , , , , , , , , ,3,2,2,1,2,2, , ,2, , ,2, , , , , , , , , , ,9,2, ,4,4,1,1,1,1,4,1,1,3,4,10,1, ,1,4,1, ,1, ,1,"FR"";",,,,
12000_112B,2990,3,1,H4E1L8,16,5,10, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,2,1,2,2,2,2,2,2,2,1,8,4, ,2,1,2, ,1, ,2,FR;,,,,,
12000_112B,2991,3,1,999999,2,3,1,collecte de gros objets, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,2,1,1,1,1,2,1,1,4, ,2,3,1, ,1, ,1,FR;,,,,,
12000_112B,3002,2,2,H4V3L5,3,2,4, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,1,2,1,1,1,1,1,1,2,2,6,1, ,1,4,1, ,2, ,1,FR;,,,,,
12000_112B,3008,3,2,H8R2P6,5,6,7,egouts odeurs,4, , , , , , , ,7,egouts odeurs,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,2,3,1,3,2,1,2,2,1,3,2,6,1, ,1,2,3, ,1, ,2,FR;,,,,,
12000_112B,3023,1,2,H1S1S3,15,4,14,Couper les arbres., , , , , , , , , , ,4,2,2,2,2,2, , , , , ,1,5, , , , , , , , , ,1,2, ,5,9,4,3,1,1,3,3,3,4,4,9,2, ,1,4,1, ,2, ,1,FR;,,,,,
12000_112B,3025,3,2,H8P2Y4,5,2,14,cutting a tree, , , , , , , , , , ,10,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,4,2,2,2,2,2,3,4,3,4,8,2, ,1,4,1, ,2, ,1,EN;,,,,,
12000_112B,3027,4,1,H9H1V5,10,6,27,odeurs dans le quartier.,1, , , , , , , ,27,odeurs dans le quartier.,3,2,2,2,2,2, , , , , ,1,15,pas de réponse, , , , , , , , ,2,2, ,4,4,1,9,1,1,4,3,2,9,9,5,1, ,1,4,3, ,2, ,2,FR;,,,,,
12000_112B,3035,5,1,H8T1P7,4,5,6, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,2,1,1,1,2,9,1,1,2,1,3,1, ,1,3,6, ,1, ,2,FR;,,,,,
12000_112B,3049,3,1,H8R2J8,5,5,14,branches a ramasser, , , , , , , , , , ,3,2,2,2,2,2, , , , , ,1,11,attente très longue, , , , , , , , ,2,2, ,4,4,4,4,2,1,4,4,4,4,4,10,1, ,2,2,3, ,1, ,2,FR;,,,,,
12000_112B,3053,5,1,H1V1N9,7,5,99, , , , , , , , , , , ,99,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,2,2,2,2,2,2,2,2,2,8,4, ,2,3,99, ,1, ,1,FR;,,,,,
12000_112B,3058,4,2,H1G1S6,8,4,1,BAC DE RECYLAGE.,14,COUPER DES BRANCHES D'ARBRES, , , , , , ,1,BAC DE RECYCLAGE,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,3,2,2,3,2,3,2,2,2,2,8,2, ,1,3,1, ,7, ,2,FR;,,,,,
12000_112B,3059,3,1,H8S3B5,4,4,22,réparation de dommages causés par travaux,1, , , , , , , ,1, ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,3,2,2,2,2,2,2,1,2,2,8,1, ,1,3,1, ,1, ,2,FR;,,,,,
12000_112B,3066,3,1,H9E1E4,6,5,1, , , , , , , , , , , ,1,2,1,2,9,2, ,1, , , ,2, , , , , , , , , , ,1,2, ,1,2,1,9,2,1,1,1,2,2,1,4,1, ,1,3,1, ,2, ,1,EN;,,,,,
12000_112B,3073,5,2,H1K0J6,7,3,1, , , , , , , , , , , ,4,2,2,2,2,2, , , , , ,1,11,trop longe pour prendre le service, , , , , , , , ,2,2, ,1,4,2,3,2,2,3,2,2,3,2,8,2, ,1,4,1, ,2, ,1,FR;,,,,,
12000_112B,3079,5,1,H1A3J2,12,3,1, , , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,1,1,1,1,1,1,1,1,2,1, ,1,3,2, ,1, ,2,FR;,,,,,
12000_112B,3091,2,1,H1Z3C4,19,5,4, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,2,1,1,1,1,2,1,1,5, ,1,4,3, ,2, ,2,FR;,,,,,
12000_112B,3092,2,1,H2L1K3,18,6,4,Au niveau du pavé Simone Monet et Chartrand.....nôtre entrée.ils avaient posté un panneau....e t une byciclette accrochée...C'était difficile de passer..., , , , , , , , , , ,1,2,2,2,2,2, , , , , ,1,2, ,1, , , , , , , ,1,2, ,1,3,1,1,1,1,1,1,1,1,1,8,4, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,3098,5,2,H1X2K2,13,3,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,4,4,4,3,2,3,4,2,4,4,8,4, ,2,4,8,travaile autonomne,1, ,2,FR;,,,,,
12000_112B,3104,5,2,H1M1E1,13,5,14,couper des branches dessus de la maison des branches,15,nettoyer l'aqueduc dans  la rue qui risquait le driverway, , , , , , ,14,les branches,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,9, ,5,3,1,1,1,1,2,1,1,3,9,5,1, ,2,2,3, ,1, ,2,FR;,,,,,
12000_112B,3105,2,1,H1P2Y1,19,1,1,date des matières résiduelles,10,évaluation fonciere, , , , , , ,10,évaluation fonciere,1,2,2,2,1,2, , , ,1, ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,1,5, ,2,2,4,étudiant et travaille temps partiel,1, ,1,FR;,,,,,
12000_112B,3112,1,1,H1S2G8,15,3,6,parc fréquentation et sécurité  pas assez de jeux ajout de jets d'eau,3, , , , , , , , , ,2,1,2,2,2,2,1, , , , ,2, , , , , , , , , , ,1,2, ,4,3,4,4,4,2,4,2,4,4,4,7,2, ,2,4,1, ,1, ,1,FR;,,,,,
12000_112B,3114,1,2,H4N2K2,14,3,20,plant trees, , , , , , , , , , ,3,2,2,1,2,1, , ,2, ,20,1,12,just don't care didn't careM. De Suza told me that he didnn't care about bike path, , , , , , , , ,2,2, ,4,4,4,2,4,2,4,2,4,4,4,10,2, ,1,1,1, ,2, ,2,EN;,,,,,
12000_112B,3121,5,2,H3W1E5,3,2,27,odeurs,1, , , , , , , ,1, ,1,2,2,2,1,1, , , ,5,3,2, , , , , , , , , , ,9,2, ,3,2,1,2,2,1,2,9,2,3,3,5,1, ,2,4,1, ,1, ,2,FR;,,,,,
12000_112B,3122,5,2,H4L3E5,14,3,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,2,2,3,2,2,3,2,1,3,2,9,2, ,1,4,1, ,1, ,2,FR;,,,,,
12000_112B,3125,1,1,H1Y2Z6,13,6,3,piscine de rosemont, , , , , , , , , , ,1,2,2,1,1,2, , ,1,1, ,2, , , , , , , , , , ,2,2, ,1,9,9,9,9,9,9,9,9,2,2,4,1, ,1,2,3, ,1, ,2,FR;,,,,,
12000_112B,3162,2,1,H1B3H6,12,5,15,nettoyage de la rue de mon côté, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,4,4,2,2,2,1,4,2,2,2,2,10,1, ,1,3,3, ,1, ,2,FR;,,,,,
12000_112B,3163,5,1,H1E4J7,12,2,3,cAMPS D'ÉTÉ., , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,1,1,2,2,2,2,2,2,2, ,2,3,1, ,1, ,2,FR;,,,,,
12000_112B,3168,3,1,H8N1J8,5,3,1, ,25,LES REGLES DE LA PISTE CYCLABLE SUR LE BOULEVARD LAPIERRE., , , , , , ,1, ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,4,2,2,2,1,4,3,1,4,3,8,1, ,2,4,1, ,1, ,2,FR;,,,,,
12000_112B,3175,2,2,H8Z2S7,10,4,7, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,3,2,2,2,1,3,2,3,3,2,10,3, ,1,4,6, ,2, ,2,EN;,,,,,
12000_112B,3197,5,2,H1A5H3,12,4,6, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,5,9,1,2,2,2,1,2,1,3,2,8,2, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,3198,3,2,H2B2B3,1,4,17,lampadaire,1, , , , , , , ,17,lampadaire,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,1,2,2,1,2,2,1,2,2, ,1,4,1, ,5, ,1,FR;,,,,,
"""12000_112B",3206,1,1,H1Y3A8,13,3,22,"""""Ils ont pas complete les travaux sur ma rue ","ils ont neglige la finition.""""", , , , , , , , , , ,3,2,2,1,2,2, , ,2, , ,2, , , , , , , , , , ,9,2, ,5,4,2,3,2,1,3,2,3,4,4,8,2, ,1,4,1, ,1, ,2,"FR"";",,,,
12000_112B,3209,5,2,H2S1P5,13,3,12, , , , , , , , , , , ,7,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,5,9,2,2,2,2,2,2,2,2,3,7,4, ,1,4,1, ,2, ,1,EN;,,,,,
12000_112B,3211,5,2,H8Y1Y5,10,2,14,Couper un arbre., , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,2,2,2,3,2,1,2,2,2,2,5,1, ,2,4,6, ,9, ,2,FR;,,,,,
12000_112B,3218,1,1,H1T3M7,13,6,1, , , , , , , , , , , ,3,2,2,2,1,2, , , ,2, ,1,3, , , , , , , , , ,1,2, ,3,3,9,2,1,1,2,9,2,3,3,8,4, ,1,4,3, ,1, ,1,FR;,,,,,
"""12000_112B",3222,3,1,H3E2L3,1,6,24,"""""Les voisins abusent de l' eau potable ","ils arrosent trop et ils profitent de la fin de semaine pour le faire car ils savent qu'il n 'y a pas d'inspecteurs...""""", , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,5,1,1,1,1,1,1,2,1,2,2,5,4, ,2,4,2, ,1, ,1,"FR"";",,,,
12000_112B,3225,5,2,H2X2K2,11,6,3,A cause de la fermeture d'une rue dû à un évnement., , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,1,1,1,4, ,2,4,3, ,1, ,1,FR;,,,,,
12000_112B,3233,3,2,H8S3J3,4,4,16,Faire tracer une ligne pour empêcher les autos de se stationner dans votre espace,1,Ravoir un nouveau bac de recyclage., , , , , , ,1,Bac,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,1,1,1,1,1,1,1,1,2,1,8,1, ,2,1,1, ,1, ,1,FR;,,,,,
12000_112B,3241,5,2,999999,3,2,97,Logement, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,2,2,2,2,2,2,1,2,2,2,4,5, ,2,4,1, ,99,Créole,2,FR;,,,,,
12000_112B,3252,2,2,H2L3N9,18,4,16,street parking,12, , , , , , , ,12, ,6,1,2,2,2,2,2, , , , ,2, , , , , , , , , , ,1,2, ,4,4,3,3,3,2,4,2,2,4,4,10,2, ,2,4,1, ,2, ,2,EN;,,,,,
12000_112B,3255,5,2,H1H1B3,8,4,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,2,1,1,2,1,1,1,2,2,2,5,2, ,2,2,1, ,1, ,1,FR;,,,,,
12000_112B,3259,5,2,H2E2B1,13,6,1, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,2,2,2,2,2,2,2,2,2,2,10,4, ,2,3,3, ,1, ,2,FR;,,,,,
12000_112B,3264,2,1,H2C2W3,1,4,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,1,1,1,2,1,1,2,2,1,3, ,1,4,1, ,1, ,1,FR;,,,,,
"""12000_112B",3265,3,2,H8T1T9,4,4,21,ABOIEMENTS DE CHIEN A LONGUEUR DE JOURNÉE.,1,ILS ONT OUBLIÉ MON COMPOST DEUX FOIS., , , , , , ,12,LES ABOIEMENTS INCESSANTS DU CHIEN.,3,2,2,2,2,2, , , , , ,1,5,"""""QUAND JE DIS 'MONTRÉAL'"," CA RÉPOND PLUS VITE QUE LORSUQE JE DIS 'LACHINE'.""""", , , , , , , , ,9,2, ,3,4,2,2,2,2,3,2,3,3,3,8,4, ,2,3,2, ,1, ,2,"FR"";",,,,
"""12000_112B",3267,1,1,H2S0A8,13,5,12,"""""Il y avait une fête dans un parc avec des mégaphones", très bruillant," passé minuit.""""", , , , , , , , , , ,1,2,1,2,2,2, ,1, , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,2,2, ,2,3,1, ,1, ,2,"FR"";",,,
