"ProblÃ¨me","Date rÃ©alisÃ©e","secteur","District","CoordonnÃ©e x","CoordonnÃ©e y","Emplacement pour tri" 
"EGPUISARD","2018-10-02","03","12","285873,09999999998","5045491","CH;Chomedey;Boulevard;1111"
"EGPUISARD","2018-10-01","02","06","289173,79999999999","5047582,7000000002","LR;18e;Rue;89"
"EGPUISARD","2018-10-03","06","08","287951,90000000002","5050904,4000000004","VI;Chopin;Rue;1633"
"EGREGARD","2018-12-20","03","14","284793,79999999999","5043684,5","CH;95e;Avenue;470"
"EGENTRÃESERVICE","2018-11-29","04","","0","0","FA;4e;Avenue"
"EGREGARD","2018-10-11","03","14","284288,09999999998","5043369,7999999998","CH;4e;Rue;4751"
"EGCONDUITEMAITR","2018-10-01","03","13","285681,09999999998","5044616,7999999998","CH;80e;Avenue;807"
"EGENTRÃESERVICE","2018-10-01","02","06","289880,29999999999","5048736","PV;Goineau;Boulevard;609"
"EGENTRÃESERVICE","2018-10-01","02","06","290634,70000000001","5049448,7999999998","DU;Taschereau;Rue;1835"
"EGENTRÃESERVICE","2018-12-09","05","19","281979,79999999999","5048930,7000000002","FA;GisÃ¨le;Rue;3083"
"EGPUISARD","2018-06-13","05","19","279108,79999999999","5048957,7000000002","FA;Liverpool;Rue;1051"
"EGREGARD","2018-10-06","05","20","282925,5","5049659","RO;Oiseaux;Boulevard;2645"
"EGPUISARD","2018-10-06","02","04","291444,59999999998","5047953,9000000004","DU;Cartier Est;Boulevard;1790"
"EGPUISARD","2018-10-01","03","","0","0","CH;92e;Avenue"
"EGREGARD","2018-10-11","04","17","275309,70000000001","5045044,7000000002","LO;17e;Avenue;3150"
"EGCONDUITEMAITR","2018-09-27","02","04","291107","5047529,5999999996","PV;Sarrazin;Terrasse;66"
"EGPUISARD","2018-10-02","03","15","284237,90000000002","5045183,0999999996","CH;Pilon;Terrasse;1565"
"EGPUISARD","2018-09-30","01","03","289850,94140000001","5052766,7750000004","DU;Botticelli;Rue;3311"
"EGPUISARD","2018-09-30","05","","281485,70000000001","5051764","RO;Sainte-Rose;Boulevard"
"EGENTRÃESERVICE","2018-10-02","04","18","278507,20000000001","5047390,9000000004","FA;Sylvio;Rue;4184"
"EGPUISARD","2018-12-08","05","19","279355,09999999998","5048298,9000000004","FA;Nancy;Rue;3915"
"EGREGARD","2018-10-02","02","11","288078,79999999999","5045491,7000000002","LR;Cartier Ouest;Boulevard;437"
"EGPUISARD","2018-10-16","06","08","288971,40000000002","5051714,0999999996","VI;Antoine-Forestier;Rue;403"
"EGPUISARD","2018-10-17","05","20","282519,59999999998","5050988,7999999998","RO;Sittelles;Rue;6915"
"EGPUISARD","2018-09-30","07","08","287107,29999999999","5050859,2999999998","VI;Dumas;Rue;1751"
"EGREGARD","2018-12-18","06","09","287535,45250000001","5052896,0066999998","VI;Lausanne;Rue;254"
"EGPUISARD","2018-10-06","06","","287612,29999999999","5052264","VI;RenÃ©-Laennec;Boulevard"
"EGPUISARD","2018-10-06","05","19","283723,04330000002","5048547,1633000001","CH;GÃ©rard-De Nerval;Rue;3081"
"EGPUISARD","2018-10-01","05","21","282225,29999999999","5052045,2999999998","RO;Roi-du-Nord;Boulevard;280"
"EGCONDUITEMAITR","2018-10-06","03","15","283673,5","5044295,0999999996","CH;Souvenir;Chemin;4845"
"EGENTRÃESERVICE","2018-10-01","02","04","290678,05829999998","5047212","PV;Jubinville;Rue;60"
"EGENTRÃESERVICE","2018-10-25","01","01","299249,79999999999","5058843,4000000004","FR;Emma;Rue;560"
"EGCONDUITEMAITR","2018-10-02","05","19","282016,90000000002","5048896,2999999998","FA;GisÃ¨le;Rue;3074"
"EGENTRÃESERVICE","2018-10-08","02","06","290634,70000000001","5049448,7999999998","DU;Taschereau;Rue;1835"
"EGENTRÃESERVICE","2018-10-08","02","06","290634,70000000001","5049448,7999999998","DU;Taschereau;Rue;1835"
"EGENTRÃESERVICE","2018-10-08","02","06","289880,29999999999","5048736","PV;Goineau;Boulevard;609"
"EGPUISARD","2018-10-03","02","04","291244,79999999999","5048575,0999999996","DU;J.-J.-Joubert;Avenue;425"
"EGPUISARD","2018-10-03","06","08","286094","5052100,5999999996","VI;Bellerose Ouest;Boulevard;60"
"EGPUISARD","2018-10-16","05","20","284293,40000000002","5050868,5","RO;Becs-Scies;Rue;2029"
"EGPUISARD","2018-10-03","03","14","283873,40000000002","5043613,5999999996","CH;Bennett;Rue;4921"
"EGPUISARD","2018-11-06","05","20","282901,29999999999","5050582,0999999996","RO;Outardes;Place;6450"
"EGCONDUITEMAITR","2018-10-15","02","04","290907","5047865,0999999996","PV;LÃ©ger;Boulevard;182"
"EGCONDUITEMAITR","2018-10-16","03","12","0","0","CH;Chomedey;Boulevard;1550"
"EGREGARD","2018-10-09","04","16","282446,5","5042613","DO;Lamarche;Rue;205"
"EGPUISARD","2018-10-04","06","08","288336,09999999998","5052677,0999999996","VI;Norman-Bethune;Boulevard;2045"
"EGENTRÃESERVICE","2018-10-03","05","21","281702","5050683,7000000002","RO;Cayer;Rue;511"
"EGCONDUITEMAITR","2018-10-06","03","14","283593,70000000001","5044115,5999999996","CH;Melville;Rue;1025"
"EGPUISARD","2018-10-04","04","17","276195,09999999998","5042521,5999999996","LL;Ãrables;Rue;50"
"EGENTRÃESERVICE","2018-10-03","02","07","286666","5048266,5999999996","CH;Jean-Deslauriers;Rue;2013"
"EGCONDUITEMAITR","2018-10-08","04","18","276336,59999999998","5046828,7000000002","FA;7e;Avenue;1065"
"EGPUISARD","2018-10-06","06","","287612,29999999999","5052264","VI;RenÃ©-Laennec;Boulevard"
"EGCONDUITEMAITR","2018-10-06","04","18","276529","5045942,2999999998","FA;1re;Avenue;685"
"EGPUISARD","2018-10-15","05","20","285561,29999999999","5051326,7999999998","VI;Bellerose Ouest;Boulevard;230"
"EGENTRÃESERVICE","2018-10-09","04","17","275936","5045748","LO;41e;Avenue;4875"
"EGENTRÃESERVICE","2018-10-09","03","13","284436,5","5042680,2000000002","CH;Saint-Judes;Rue;146"
"EGREGARD","2018-10-09","02","05","289641,59999999998","5045804,9000000004","LR;Prairies;Boulevard;187"
"EGPUISARD","2018-12-08","05","","281547,59999999998","5051342","RO;P.-Ã.-Borduas;Rue"
"EGPUISARD","2018-10-06","01","03","291102,70000000001","5053792,2999999998","DU;Pie-IX;Boulevard;3330"
"EGAUTRES","2018-10-08","03","12","285323,90000000002","5045702,0999999996","CH;Souvenir;Chemin;3575"
"EGPUISARD","2018-10-11","05","19","283306,0098","5047819,2921000002","CH;Saint-ElzÃ©ar Ouest;Boulevard;3731"
"EGPUISARD","2018-10-09","06","09","286165,29999999999","5052216,5999999996","VI;Bellerose Ouest;Boulevard;35"
"EGPUISARD","2018-10-08","05","19","282857,33069999999","5048363,7005000003","CH;AndrÃ©-Du Bouchet;Rue;3671"
"EGPUISARD","2018-10-08","03","15","282584,20000000001","5044144,0999999996","CH;Brunel;Place;1177"
"EGPUISARD","2018-10-08","04","","0","0","DO;Principale;Rue"
"EGENTRÃESERVICE","2018-10-15","01","02","292631,79999999999","5050894,2999999998","VP;Jacques-Brodeur;Avenue;677"
"EGENTRÃESERVICE","2018-10-12","03","14","284038,79999999999","5043209,7000000002","CH;Curie;Rue;4931"
"EGPUISARD","2018-10-16","03","12","287222,70000000001","5044520,5999999996","CH;62e;Avenue;260"
"EGENTRÃESERVICE","2018-10-23","05","","281668,20000000001","5051947","RO;Ãle-Gagnon;Rue"
"EGREGARD","2018-10-16","02","","0","0","CH;Verceil;Rue"
"EGPUISARD","2018-10-09","05","21","281628,29999999999","5050639","RO;Jean-Paul-Lemieux;Rue;6839"
"EGPUISARD","2018-10-09","02","","0","0","LR;Grenon Ouest;Rue"
"EGREGARD","2018-10-10","06","","289348,40740000003","5051760","DU;Papineau (A-19);Autoroute"
"EGREGARD","2018-11-12","01","01","299065,09999999998","5059560,2999999998","FR;De LÃ©ry;Rue;8765"
"EGPUISARD","2018-11-12","01","01","299546,5","5059046,5999999996","FR;Duchesneau;Rue;545"
"EGPUISARD","2018-11-12","01","01","299324,29999999999","5059264,2999999998","FR;Duchesneau;Rue;752"
"EGENTRÃESERVICE","2018-10-09","04","17","275072","5045462,0999999996","LO;Riviera;Rue;1790"
"EGENTRÃESERVICE","2018-10-15","01","03","291306,09999999998","5050708,7000000002","DU;SÃ©rigny;Place;2896"
"EGPUISARD","2018-10-16","03","13","285687,90000000002","5043320,2999999998","CH;Loire;Rue;4185"
"EGFOSSÃ","2018-10-10","05","21","283380,61550000001","5052824,6155000003","RO;Damien-Cyr;Rue;439"
"EGPUISARD","2018-10-16","06","08","287049,20000000001","5052049,2999999998","VI;ClÃ©mency;Croissant;2145"
"EGREGARD","2018-10-09","03","15","283934,79999999999","5044656,5999999996","CH;Ethier;Rue;1241"
"EGREGARD","2018-10-15","06","09","286780,40000000002","5052770,9000000004","VI;Lorca;Rue;2210"
"EGPUISARD","2018-10-10","02","","0","0","LR;18e;Rue"
"EGPUISARD","2018-10-10","05","20","282573,90000000002","5050624,0999999996","RO;Colibri;Rue;2870"
"EGENTRÃESERVICE","2018-10-10","05","21","281327,29999999999","5051678,0999999996","RO;Bertrand;Rue;48"
"EGREGARD","2018-10-11","03","15","284212,40000000002","5045213,2000000002","CH;Pilon;Terrasse;1582"
"EGPUISARD","2018-10-15","06","","0","0","AU;PÃ©ladeau;Rue"
"EGREGARD","2018-10-10","04","18","276413,20000000001","5046783,5","FA;8e;Avenue;1044"
"EGREGARD","2018-11-15","02","05","288910","5046780,7000000002","LR;Noirmoutier;Rue;340"
"EGREGARD","2018-11-15","02","05","289078,59999999998","5046882,7999999998","LR;Noirmoutier;Rue;190"
"EGREGARD","2018-11-15","02","11","287890,79999999999","5046709,2999999998","LR;Deauville;Place;458"
"EGPUISARD","2018-10-22","05","20","281589,70000000001","5048305,4000000004","FA;Flore;Rue;320"
"EGENTRÃESERVICE","2018-10-23","03","13","284801,79999999999","5042265","CH;ChÃ¢telets;Place;68"
"EGREGARD","2018-10-11","05","20","284540,27000000002","5050841,4857999999","RO;GrÃ¨bes;Rue;1885"
"EGCONDUITEMAITR","2018-10-16","02","","288984,29999999999","5046201","LR;AmpÃ¨re;Avenue"
"EGPUISARD","2018-10-11","05","19","281028","5048950,2000000002","FA;Flavie;Rue;3330"
"EGPUISARD","2018-10-11","03","","287467,79999999999","5045334","LR;Micro;Avenue"
"EGREGARD","2018-10-11","02","07","287648,29999999999","5049375,7000000002","CH;Valois;Rue;500"
"EGCONDUITEMAITR","2018-10-10","05","20","281083,79999999999","5048773,0999999996","FA;FÃ©lix;Rue;567"
"EGAUTRES","2018-10-17","03","","0","0","CH;Chomedey;Boulevard;1550"
"EGPUISARD","2018-10-11","02","05","289465","5047433,0999999996","LR;14e Rue;Place;33"
"EGENTRÃESERVICE","2018-10-11","02","07","287404,20000000001","5049666,5999999996","CH;Valiquette;Rue;2374"
"EGPUISARD","2018-10-22","02","20","285733,78629999998","5049724,2938000001","CH;Saint-ElzÃ©ar Ouest;Boulevard;1500"
"EGPUISARD","2018-10-22","04","17","276727,71710000001","5044877,7152000004","LO;Arthur-SauvÃ©;Boulevard;7909"
"EGPUISARD","2018-10-18","06","10","285608","5054340,0999999996","AU;Provence;Rue;5575"
"EGPUISARD","2018-10-14","03","13","285687,90000000002","5043320,2999999998","CH;Loire;Rue;4185"
"EGPUISARD","2018-10-18","03","15","282938,77750000003","5044955,3650000002","CH;Le Boutillier;Rue;1056"
"EGPUISARD","2018-10-16","04","16","280741,59999999998","5042087,5999999996","DO;Cyr;Terrasse;584"
"EGPUISARD","2018-10-15","05","21","282621,5","5054301,0999999996","RO;Patriotes;Rue;120"
"EGPUISARD","2018-10-14","05","","282210,70909999998","5049240","FA;CurÃ©-Labelle;Boulevard"
"EGPUISARD","2018-10-18","04","16","281833,09999999998","5043302,5999999996","DO;Josaphat-Demers;Avenue;820"
"EGPUISARD","2018-10-22","06","09","286874,09999999998","5053727,7000000002","AU;Grammont;Rue;2300"
"EGPUISARD","2018-10-18","06","09","286929,59999999998","5054097,2000000002","AU;MÃ¢con;Rue;2532"
"EGPUISARD","2018-10-14","01","02","292072,40000000002","5050951,7999999998","VP;Juge-Wilson;Rue;3575"
"EGCONDUITEMAITR","2018-11-13","01","02","292491,09999999998","5052726,9000000004","VP;ChÃ©nier;Place;4620"
"EGAUTRES","2018-10-16","01","01","298130,09999999998","5058087,5","DU;LÃ©vesque Est;Boulevard;8000"
"EGPUISARD","2018-10-23","05","19","281028","5048950,2000000002","FA;Flavie;Rue;3330"
"EGPUISARD","2018-11-14","04","16","281682,29999999999","5042072,4000000004","DO;Bord-de-l'Eau;Chemin;407"
"EGPUISARD","2018-10-17","05","20","282535,6091","5050887,1827999996","RO;Sittelles;Rue;6815"
"EGPUISARD","2018-10-17","05","20","282524,79999999999","5050756,9000000004","RO;Sittelles;Rue;6730"
"EGREGARD","2018-10-18","02","04","290907","5047865,0999999996","PV;LÃ©ger;Boulevard;182"
"EGPUISARD","2018-12-09","05","21","282816","5053147,2999999998","RO;Sainte-Rose;Boulevard;113"
"EGAUTRES","2018-10-17","03","14","284710,09999999998","5044234,2999999998","CH;Notre-Dame;Boulevard;4320"
"EGENTRÃESERVICE","2018-11-09","04","17","280121","5042607","DO;Gravel;MontÃ©e;780"
"EGAUTRES","2018-10-17","05","10","283035,40000000002","5054576,2999999998","RO;LÃ©tourneau;Rue;27"
"EGPUISARD","2018-10-18","04","17","277251,79999999999","5041821,5","IL;Trilles;Chemin;22"
"EGREGARD","2018-11-19","05","20","283523,5","5051261,9000000004","RO;Bernaches;Rue;2392"
"EGREGARD","2018-11-19","05","20","283497,70000000001","5051257,2000000002","RO;Bernaches;Rue;2400"
"EGENTRÃESERVICE","2018-10-24","01","","290146,6654","5051326,1354","DU;LotbiniÃ¨re;Rue;2380"
"EGPUISARD","2018-10-18","06","10","285311,29999999999","5055588,5999999996","AU;Prince-Rupert;Rue;6269"
"EGREGARD","2018-10-22","05","19","283306,0098","5047819,2921000002","CH;Saint-ElzÃ©ar Ouest;Boulevard;3731"
"EGPUISARD","2018-10-22","05","19","283306,0098","5047819,2921000002","CH;Saint-ElzÃ©ar Ouest;Boulevard;3731"
"EGPUISARD","2018-10-21","05","20","282574,76559999998","5050957,1266000001","RO;Grand-Duc;Rue;6850"
"EGPUISARD","2018-10-21","05","20","282621,79999999999","5050912,4000000004","RO;Grand-Duc;Rue;6815"
"EGPUISARD","2018-10-21","05","20","282637","5050861","RO;Grand-Duc;Rue;6785"
"EGENTRÃESERVICE","2018-10-18","01","04","291344,5","5049494,4000000004","DU;CurÃ©-Cloutier;Avenue;800"
"EGENTRÃESERVICE","2018-10-25","04","17","276929,29999999999","5041883,9000000004","IL;Tour;Chemin;245"
"EGENTRÃESERVICE","2018-10-23","01","02","292014,29999999999","5050715,5999999996","VP;Marsolais;Rue;750"
"EGREGARD","2018-10-23","02","05","290192,20000000001","5046654","LR;Cartier Ouest;Boulevard;38"
"EGPUISARD","2018-10-22","06","","287415,5","5051404","VI;Capitol;Rue"
"EGCONDUITEMAITR","2018-10-18","02","06","290034,09999999998","5048964","PV;Roussillon;Rue;196"
"EGPUISARD","2018-10-23","03","14","284556,90000000002","5045191,2999999998","CH;Marquis;Rue;1137"
"EGPUISARD","2018-10-18","06","","285081,90000000002","5054679","AU;Laurentides;Boulevard"
"EGPUISARD","2018-10-18","04","17","279446,98440000002","5042299,9435999999","DO;Bord-de-l'Eau;Chemin;860"
"EGPUISARD","2018-10-30","01","03","290802,90000000002","5050581,9000000004","DU;Cap-SantÃ©;Rue;2500"
"EGPUISARD","2018-10-23","05","19","279431,20000000001","5048665,4000000004","FA;Nina;Rue;3853"
"EGPUISARD","2018-10-18","04","16","282054,83720000001","5043367,4515000004","DO;Basinet;Rue;618"
"EGCONDUITEMAITR","2018-10-19","02","06","289880,29999999999","5048736","PV;Goineau;Boulevard;609"
"EGPUISARD","2018-12-20","06","08","289021,09999999998","5051562,0999999996","VI;Louis-Durocher;Rue;1565"
"EGREGARD","2018-10-21","02","11","288108,70000000001","5045616,7000000002","LR;Dussault;Avenue;142"
"EGREGARD","2018-10-22","04","17","280216,09999999998","5042145","DO;Laflamme;Rue;688"
"EGENTRÃESERVICE","2018-10-18","03","13","284442,5","5042671,7999999998","CH;Saint-Judes;Rue;140"
"EGREGARD","2018-10-21","02","11","288108,70000000001","5045616,7000000002","LR;Dussault;Avenue;142"
"EGPUISARD","2018-10-20","02","06","290047,29999999999","5049888,5999999996","DU;Montmagny;Rue;1585"
"EGPUISARD","2018-10-21","02","11","287716,20000000001","5045975,4000000004","LR;Beauchemin;Rue;416"
"EGPUISARD","2018-10-20","06","09","286874,09999999998","5053727,7000000002","AU;Grammont;Rue;2300"
"EGCONDUITEMAITR","2018-10-23","05","18","280359,65629999997","5047231,8437999999","FA;Jacob;Rue;363"
"EGENTRÃESERVICE","2018-10-22","01","02","293064,79999999999","5051848,7000000002","VP;Dyonnet;Rue;4522"
"EGPUISARD","2018-11-18","05","20","281154,40000000002","5047597","FA;Huguette;Rue;390"
"EGENTRÃESERVICE","2018-10-25","05","19","280992,70000000001","5049256,2000000002","FA;Fabiola;Rue;680"
"EGPUISARD","2018-12-09","05","19","280649,20000000001","5049463,7999999998","FA;Fridolin;Rue;755"
"EGPUISARD","2018-10-22","01","01","298029,20000000001","5058616,7000000002","FR;LÃ©a;Rue;920"
"EGPUISARD","2018-10-25","03","12","287904,29999999999","5044814,7000000002","LR;Desrochers;Rue;61"
"EGPUISARD","2018-11-21","02","05","290166,79999999999","5047023,7000000002","LR;Ãtoile;Avenue;91"
"EGPUISARD","2018-10-31","02","","290640,59999999998","5048583","PV;Alouettes;Rue"
"EGPUISARD","2018-10-25","04","18","276710,59999999998","5046533,5999999996","FA;9e;Avenue;889"
"EGPUISARD","2018-12-09","05","19","283770,36959999998","5048795,7982999999","CH;Jules-Brillant;Rue;3265"
"EGREGARD","2018-10-23","02","06","290488,29999999999","5048925,4000000004","PV;Limoilou;Rue;537"
"EGPUISARD","2018-10-30","06","09","285246,09999999998","5052800,9000000004","AU;Olivier-Chauveau;Rue;325"
"EGPUISARD","2018-12-09","05","19","280247,70000000001","5049798,2000000002","FA;Calvi;Rue;3577"
"EGPUISARD","2018-12-09","05","19","280270,5","5049835,2999999998","FA;Calvi;Rue;3582"
"EGPUISARD","2018-10-23","05","20","281982,09999999998","5048249,7000000002","FA;Ãdouard;Rue;303"
"EGREGARD","2018-10-25","04","17","275678,90000000002","5045447,5","LO;Sainte-Rose;Boulevard;3101"
"EGCONDUITEMAITR","2018-10-25","06","10","284792,40000000002","5054720,7999999998","AU;SÃ©bastien;Rue;5985"
"EGENTRÃESERVICE","2018-10-29","03","12","287067,09999999998","5045026,9000000004","LR;Daniel-Johnson;Boulevard;130"
"EGENTRÃESERVICE","2018-12-06","02","11","288153","5045000,7000000002","LR;Sauriol;Avenue;31"
"EGCONDUITEMAITR","2018-10-24","06","10","286050,20000000001","5053969,2999999998","AU;Portal;Rue;5330"
"EGPUISARD","2018-12-08","05","21","281515,40000000002","5051345,7000000002","RO;P.-Ã.-Borduas;Rue;205"
"EGREGARD","2018-10-24","02","05","288887,29999999999","5046811","LR;Noirmoutier;Rue;345"
"EGCONDUITEMAITR","2018-10-25","03","15","283240","5046549,9000000004","CH;Genest;Rue;20"
"EGCONDUITEMAITR","2018-10-30","06","10","284630,09999999998","5055351,7999999998","AU;Saindon;Rue;6350"
"EGPUISARD","2018-10-30","03","13","284372,90000000002","5043039,0999999996","CH;Coronet;Place;10"
"EGREGARD","2018-10-26","05","21","281807","5052127","RO;Sainte-Rose;Boulevard;330"
"EGENTRÃESERVICE","2018-10-25","01","01","297588,40000000002","5057542,4000000004","DU;LÃ©vesque Est;Boulevard;7770"
"EGCONDUITEMAITR","2018-10-25","03","13","284861,31630000001","5042335,4921000004","CH;Havre-des-Ãles;Avenue;2525"
"EGPUISARD","2018-10-24","03","13","286318","5044235,5999999996","CH;76e;Avenue;321"
"EGENTRÃESERVICE","2018-12-04","","","0","0","LO;51e;Avenue"
"EGPUISARD","2018-10-25","02","","288434,60129999998","5047585","CH;Souvenir;Boulevard"
"EGENTRÃESERVICE","2018-10-25","02","07","287089,40000000002","5049548,2999999998","CH;Francis-Hughes;Avenue;2305"
"EGPUISARD","2018-10-25","06","","284759,79999999999","5054381","AU;Sainte-Rose Est;Boulevard"
"EGENTRÃESERVICE","2018-10-31","05","19","280421,79999999999","5047675,7000000002","FA;Julio;Rue;3609"
"EGPUISARD","2018-10-25","05","20","281750,09999999998","5048481,5999999996","FA;Esther;Rue;3150"
"EGPUISARD","2018-10-25","05","20","280754","5047948,4000000004","FA;Ignace;Rue;3548"
"EGPUISARD","2018-10-31","03","14","283783,16139999998","5043680,5514000002","CH;Du Calvet;Rue;824"
"EGREGARD","2018-10-30","02","07","286798,40000000002","5048658,2999999998","CH;McNamara;Boulevard;2157"
"EGPUISARD","2018-10-30","01","03","289525,59999999998","5053581,5999999996","DU;Haut-Saint-FranÃ§ois;Rang;2945"
"EGREGARD","2018-11-06","05","20","284192,59999999998","5050554,7000000002","RO;Orioles;Rue;2095"
"EGPUISARD","2018-10-30","06","09","287047","5054587","AU;Aveiro;Rue;2421"
"EGCONDUITEMAITR","2018-10-30","05","21","283093,90000000002","5052644","RO;Taillefer;Rue;1695"
"EGPUISARD","2018-10-28","05","","0","0","FA;Dagenais Ouest;Boulevard;2965"
"EGCONDUITEMAITR","2018-10-30","03","13","284783","5042531,5","CH;Havre-des-Ãles;Avenue;2555"
"EGENTRÃESERVICE","2018-10-29","06","09","286730,70000000001","5052495,7999999998","VI;Marc;Rue;2105"
"EGPUISARD","2018-10-30","02","07","286972,59999999998","5048011,4000000004","CH;QuÃ©bec;Rue;1530"
"EGCONDUITEMAITR","2018-11-01","02","06","289147,5","5048415,0999999996","PV;Paul-Comtois;Terrasse;182"
"EGENTRÃESERVICE","2018-10-28","03","12","286687,79999999999","5044396,4000000004","CH;69e;Avenue;330"
"EGENTRÃESERVICE","2018-11-14","03","12","286687,79999999999","5044396,4000000004","CH;69e;Avenue;330"
"EGENTRÃESERVICE","2018-10-29","04","18","277922,10100000002","5047241,2489999998","FA;Gaston-Miron;Rue;3910"
"EGENTRÃESERVICE","2018-12-10","01","01","298415,09999999998","5059331,9000000004","FR;Coteau;Rue;1085"
"EGENTRÃESERVICE","2018-10-31","02","06","289110,09999999998","5048597,4000000004","PV;Paul-Comtois;Terrasse;100"
"EGENTRÃESERVICE","2018-10-31","03","13","284991,49819999997","5042910,5011","CH;Cageux;Chemin;4500"
"EGREGARD","2018-10-31","01","02","296540,2708","5057215,8090000004","DU;Colline;Rue;425"
"EGCONDUITEMAITR","2018-11-20","06","10","284630,09999999998","5055351,7999999998","AU;Saindon;Rue;6350"
"EGREGARD","2018-10-30","04","","275354,79999999999","5046302","LO;4e;Rue"
"EGPUISARD","2018-11-04","06","10","284760,79999999999","5054881,9000000004","AU;SÃ©vignÃ©;Rue;185"
"EGCONDUITEMAITR","2018-11-04","01","02","292014,29999999999","5050715,5999999996","VP;Marsolais;Rue;750"
"EGAUTRES","2018-10-31","02","11","288397,79999999999","5045634,0999999996","LR;Desmarteau;Avenue;78"
"EGPUISARD","2018-11-01","02","07","286972,59999999998","5048011,4000000004","CH;QuÃ©bec;Rue;1530"
"EGPUISARD","2018-12-09","05","19","282686,41519999999","5047941,9983999999","CH;CurÃ©-Labelle;Boulevard;3625"
"EGPUISARD","2018-10-31","07","16","279983,09999999998","5043424,7000000002","DO;Principale;Rue;567"
"EGPUISARD","2018-12-27","03","13","285335,59999999998","5044523,2999999998","CH;Notre-Dame;Boulevard;3940"
"EGPUISARD","2018-11-18","03","12","285227,40000000002","5045355,2000000002","CH;Marguerite-Bourgeoys;Rue;733"
"EGPUISARD","2018-11-13","01","02","293186,90000000002","5052574,5","VP;Desnoyers;Avenue;1076"
"EGPUISARD","2018-11-01","05","19","282857,33069999999","5048363,7005000003","CH;AndrÃ©-Du Bouchet;Rue;3671"
"EGENTRÃESERVICE","2018-11-08","01","03","290472,29999999999","5050455,9000000004","DU;Mauricie;Avenue;1690"
"EGPUISARD","2018-11-18","03","","285548,40000000002","5044011","CH;85e;Avenue"
"EGPUISARD","2018-11-14","04","17","276233,20000000001","5045318,0999999996","LO;Arthur-SauvÃ©;Boulevard;6200"
"EGCONDUITEMAITR","2018-11-14","01","04","291344,5","5049494,4000000004","DU;CurÃ©-Cloutier;Avenue;800"
"EGREGARD","2018-11-02","02","11","287891,70000000001","5045997,4000000004","LR;D'Argenteuil;Rue;415"
"EGREGARD","2018-11-02","02","11","287882,20000000001","5045983,2000000002","LR;D'Argenteuil;Rue;419"
"EGPUISARD","2018-11-14","03","13","284585,90000000002","5042981,5999999996","CH;Denonville;Avenue;151"
"EGAUTRES","2018-11-03","05","19","279151,70000000001","5048755,7000000002","FA;BrÃ©tigny;Rue;961"
"EGPUISARD","2018-11-03","04","18","277520,85509999999","5046211,7750000004","FA;Dagenais Ouest;Boulevard;4521"
"EGENTRÃESERVICE","2018-11-04","06","08","287035,90000000002","5051137,9000000004","VI;Dublin;Rue;1787"
"EGPUISARD","2018-11-14","01","02","295869","5056659","DU;Merlot;Rue;7161"
"EGPUISARD","2018-11-14","01","02","295744,08130000002","5057158,7516999999","DU;Souchet;Rue;680"
"EGPUISARD","2018-11-03","05","21","283187,79379999998","5052324,8328","RO;Ãquerre;Chemin;152"
"EGPUISARD","2018-11-14","04","18","277129,40000000002","5046742,7999999998","FA;Dionne;Rue;955"
"EGENTRÃESERVICE","2018-11-04","03","12","287177,09999999998","5044659,2999999998","CH;62e;Avenue;329"
"EGAUTRES","2018-11-07","06","10","286722,29999999999","5059600,2000000002","AU;Debussy;Rue;8"
"EGAUTRES","2018-11-05","06","08","287035,90000000002","5051137,9000000004","VI;Dublin;Rue;1787"
"EGPUISARD","2018-11-12","03","14","284503,70000000001","5045061,0999999996","CH;Louis;Rue;1485"
"EGPUISARD","2018-11-06","05","19","280200,90000000002","5048700,2999999998","FA;Laurent;Rue;685"
"EGPUISARD","2018-11-14","05","20","280961,29999999999","5047383,2000000002","FA;Imelda;Rue;397"
"EGFOSSÃ","2018-11-12","04","17","276770,5","5042737,5","DO;Fontenelle;Terrasse;1354"
"EGENTRÃESERVICE","2018-12-06","02","05","289535,40000000002","5046551,5999999996","LR;MoliÃ¨re;Rue;302"
"EGENTRÃESERVICE","2018-11-21","03","14","283463,70000000001","5043290,2000000002","CH;Clarendon;Avenue;5087"
"EGPUISARD","2018-11-20","05","21","282131,59999999998","5052471,5","RO;Sainte-Rose;Boulevard;274"
"EGREGARD","2018-11-21","03","15","284196,90000000002","5044947,5","CH;Souvenir;Chemin;4375"
"EGPUISARD","2018-11-13","03","15","284172,90000000002","5045061,5999999996","CH;Guimont;Avenue;4329"
"EGPUISARD","2018-11-08","01","03","290784,64120000001","5052897,5235000001","DU;Aristocrates;Avenue;2996"
"EGPUISARD","2018-12-02","07","21","281294,79999999999","5051845,2000000002","RO;Bertrand;Rue;30"
"EGPUISARD","2018-11-07","05","19","281028","5048950,2000000002","FA;Flavie;Rue;3330"
"EGREGARD","2018-11-07","05","19","280990,59999999998","5048949,0999999996","FA;Flavie;Rue;3342"
"EGREGARD","2018-11-07","05","19","280833,90000000002","5048908,5","FA;Flavie;Rue;3382"
"EGCONDUITEMAITR","2018-11-24","04","17","275121","5045493,7000000002","LO;19e;Avenue;2055"
"EGPUISARD","2018-11-08","02","","290249","5047279","PV;Laurentides;Boulevard"
"EGPUISARD","2018-11-08","01","02","293924,09999999998","5054244","DU;Limoges;Rue;260"
"EGPUISARD","2018-11-12","03","15","284447,09999999998","5045330,7000000002","CH;Lebrun;Rue;1531"
