titre,url_fiche,description,date_debut,date_fin,type_evenement,public_cible,emplacement,inscription,cout,arrondissement,titre_adresse,adresse_principale,adresse_secondaire,code_postal,lat,long,X,Y
"Constellation de cordes - Centre des musiciens du monde","https://montreal.ca/evenements/constellation-de-cordes-centre-des-musiciens-du-monde-75444","Venez vivre un automne culturel à Pierrefonds-Roxboro, avec des activités pour toute la famille!","2024-10-05","2024-10-05","Musique","Pour tous","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.504773,-73.783267,282664.5,5040578.1
"Florence K : Brésil, mon amour","https://montreal.ca/evenements/florence-k-bresil-mon-amour-75458","Venez vivre un automne culturel à Pierrefonds-Roxboro, avec des activités pour toute la famille!","2024-10-19","2024-10-19","Musique","Pour tous","En ligne","Avec billet","Payant","Pierrefonds-Roxboro","Le Théâtre - Collège Beaubois","4901, rue du Collège-Beaubois","None","H8Y3T4",45.50742,-73.7789,283006.8,5040871.1
"Ciné-piano : spécial Épouvante! dans le cinéma muet","https://montreal.ca/evenements/cine-piano-special-epouvante-dans-le-cinema-muet-75459","Venez vivre un automne culturel à Pierrefonds-Roxboro, avec des activités pour toute la famille!","2024-10-27","2024-10-27","Film","Pour tous","En salle","Avec billet","Payant","Pierrefonds-Roxboro","nan","nan","nan","nan",45.496618,-73.84891,277531,5039692
"Séance du conseil de Verdun","https://montreal.ca/evenements/seance-du-conseil-de-verdun-42430","Séance du conseil d'arrondissement de Verdun du 3 octobre 2023.","2023-10-03","2023-10-03","Conseil et comité","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.455735,-73.552312,300708.6,5035090.8
"Séance du conseil de Verdun","https://montreal.ca/evenements/seance-du-conseil-de-verdun-42432","Séance du conseil d'arrondissement de Verdun du 6 février 2024.","2024-02-06","2024-02-06","Conseil et comité","Pour tous","En ligne","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.455735,-73.552312,300708.6,5035090.8
"Séance du conseil de Verdun","https://montreal.ca/evenements/seance-du-conseil-de-verdun-63122","Séance du conseil d'arrondissement de Verdun du 4 juin 2024.","2024-06-04","2024-06-04","Conseil et comité","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.455735,-73.552312,300708.6,5035090.8
"Séance du conseil de Verdun","https://montreal.ca/evenements/seance-du-conseil-de-verdun-63126","Séance du conseil d'arrondissement de Verdun du 1er octobre 2024.","2024-10-01","2024-10-01","Conseil et comité","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.455735,-73.552312,300708.6,5035090.8
"Westie en plein air - West Coast Swing","https://montreal.ca/evenements/westie-en-plein-air-west-coast-swing-67344","West Coast Swing. Verdun. Verdun actif. Piste de danse. Westie Montréal.","2024-08-04","2024-08-04","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Westie en plein air - West Coast Swing","https://montreal.ca/evenements/westie-en-plein-air-west-coast-swing-67345","West Coast Swing. Verdun. Verdun actif. Piste de danse. Westie Montréal.","2024-09-15","2024-09-15","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Swing l'été","https://montreal.ca/evenements/swing-lete-67354","Swing. Piste de danse. Verdun actif. Verdun. Montréal. Cat's Corner.","2024-07-20","2024-07-20","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Swing l'été","https://montreal.ca/evenements/swing-lete-67355","Swing. Piste de danse. Verdun actif. Verdun. Montréal. Cat's Corner.","2024-08-10","2024-08-10","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Swing l'été","https://montreal.ca/evenements/swing-lete-67356","Swing. Piste de danse. Verdun actif. Verdun. Montréal. Cat's Corner.","2024-09-21","2024-09-21","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Soirée DJ - musique pop.","https://montreal.ca/evenements/soiree-dj-musique-pop-67413","The Mita Ritsouko. Musique pop. Verdun. Verdun actif .Piste de danse. Montréal. 80's. 90's.","2024-09-20","2024-09-20","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73230","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-07-21","2024-07-21","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73231","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-07-28","2024-07-28","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73232","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-08-04","2024-08-04","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73233","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-08-18","2024-08-18","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73234","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-08-25","2024-08-25","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73235","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-09-01","2024-09-01","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73236","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-09-08","2024-09-08","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73237","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-09-15","2024-09-15","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73238","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-09-22","2024-09-22","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73239","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-09-29","2024-09-29","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73240","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-10-06","2024-10-06","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73241","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-10-13","2024-10-13","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Isla salsa avec DJ Will","https://montreal.ca/evenements/isla-salsa-avec-dj-will-73245","Salsa. Verdun. Verdun actif. Piste de danse.","2024-07-22","2024-07-22","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Isla salsa avec DJ Will","https://montreal.ca/evenements/isla-salsa-avec-dj-will-73246","Salsa. Verdun. Verdun actif. Piste de danse.","2024-07-29","2024-07-29","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Isla salsa avec DJ Will","https://montreal.ca/evenements/isla-salsa-avec-dj-will-73247","Salsa. Verdun. Verdun actif. Piste de danse.","2024-08-05","2024-08-05","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Isla salsa avec DJ Will","https://montreal.ca/evenements/isla-salsa-avec-dj-will-73248","Salsa. Verdun. Verdun actif. Piste de danse.","2024-08-12","2024-08-12","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Isla salsa avec DJ Will","https://montreal.ca/evenements/isla-salsa-avec-dj-will-73249","Salsa. Verdun. Verdun actif. Piste de danse.","2024-08-19","2024-08-19","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Isla salsa avec DJ Will","https://montreal.ca/evenements/isla-salsa-avec-dj-will-73250","Salsa. Verdun. Verdun actif. Piste de danse.","2024-08-26","2024-08-26","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Isla salsa avec DJ Will","https://montreal.ca/evenements/isla-salsa-avec-dj-will-73251","Salsa. Verdun. Verdun actif. Piste de danse.","2024-09-02","2024-09-02","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Isla salsa avec DJ Will","https://montreal.ca/evenements/isla-salsa-avec-dj-will-73252","Salsa. Verdun. Verdun actif. Piste de danse.","2024-09-09","2024-09-09","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Isla salsa avec DJ Will","https://montreal.ca/evenements/isla-salsa-avec-dj-will-73253","Salsa. Verdun. Verdun actif. Piste de danse.","2024-09-16","2024-09-16","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Isla salsa avec DJ Will","https://montreal.ca/evenements/isla-salsa-avec-dj-will-73254","Salsa. Verdun. Verdun actif. Piste de danse.","2024-09-23","2024-09-23","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Isla salsa avec DJ Will","https://montreal.ca/evenements/isla-salsa-avec-dj-will-73255","Salsa. Verdun. Verdun actif. Piste de danse.","2024-09-30","2024-09-30","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Isla salsa avec DJ Will","https://montreal.ca/evenements/isla-salsa-avec-dj-will-73256","Salsa. Verdun. Verdun actif. Piste de danse.","2024-10-07","2024-10-07","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73260","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-07-23","2024-07-23","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73261","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-07-30","2024-07-30","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73262","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-08-06","2024-08-06","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73263","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-08-13","2024-08-13","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73265","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-08-20","2024-08-20","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73266","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-08-27","2024-08-27","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73267","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-09-03","2024-09-03","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73268","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-09-10","2024-09-10","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73269","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-09-17","2024-09-17","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73270","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-09-24","2024-09-24","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73271","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-10-01","2024-10-01","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73272","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-10-08","2024-10-08","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Soirées tango","https://montreal.ca/evenements/soirees-tango-73274","Tango. Tango Libre. Verdun. Verdun actif. Piste de danse.","2024-07-17","2024-07-17","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Soirées tango","https://montreal.ca/evenements/soirees-tango-73275","Tango. Tango Libre. Verdun. Verdun actif. Piste de danse.","2024-07-24","2024-07-24","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Soirées tango","https://montreal.ca/evenements/soirees-tango-73276","Tango. Tango Libre. Verdun. Verdun actif. Piste de danse.","2024-07-31","2024-07-31","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Soirées tango","https://montreal.ca/evenements/soirees-tango-73277","Tango. Tango Libre. Verdun. Verdun actif. Piste de danse.","2024-08-07","2024-08-07","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Soirées tango","https://montreal.ca/evenements/soirees-tango-73278","Tango. Tango Libre. Verdun. Verdun actif. Piste de danse.","2024-08-14","2024-08-14","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Soirées tango","https://montreal.ca/evenements/soirees-tango-73279","Tango. Tango Libre. Verdun. Verdun actif. Piste de danse.","2024-08-21","2024-08-21","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Soirées tango","https://montreal.ca/evenements/soirees-tango-73280","Tango. Tango Libre. Verdun. Verdun actif. Piste de danse.","2024-08-28","2024-08-28","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73285","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-07-18","2024-07-18","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73286","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-07-25","2024-07-25","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73287","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-08-01","2024-08-01","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73288","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-08-08","2024-08-08","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73289","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-08-15","2024-08-15","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73290","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-08-22","2024-08-22","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73291","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-08-29","2024-08-29","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73292","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-09-05","2024-09-05","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73293","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-09-12","2024-09-12","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73294","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-09-19","2024-09-19","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73295","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-09-26","2024-09-26","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73296","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-10-03","2024-10-03","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73297","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-10-10","2024-10-10","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Cours de danse en ligne","https://montreal.ca/evenements/cours-de-danse-en-ligne-73301","Piste de danse. Verdun. Arrondissement Verdun. Verdun actif. Îlot John Gallagher. Sud-Ouest. Danse en ligne. Danse.","2024-07-18","2024-07-18","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Cours de danse en ligne","https://montreal.ca/evenements/cours-de-danse-en-ligne-73302","Piste de danse. Verdun. Arrondissement Verdun. Verdun actif. Îlot John Gallagher. Sud-Ouest. Danse en ligne. Danse.","2024-07-25","2024-07-25","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Cours de danse en ligne","https://montreal.ca/evenements/cours-de-danse-en-ligne-73303","Piste de danse. Verdun. Arrondissement Verdun. Verdun actif. Îlot John Gallagher. Sud-Ouest. Danse en ligne. Danse.","2024-08-01","2024-08-01","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Cours de danse en ligne","https://montreal.ca/evenements/cours-de-danse-en-ligne-73304","Piste de danse. Verdun. Arrondissement Verdun. Verdun actif. Îlot John Gallagher. Sud-Ouest. Danse en ligne. Danse.","2024-08-08","2024-08-08","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Cours de danse en ligne","https://montreal.ca/evenements/cours-de-danse-en-ligne-73305","Piste de danse. Verdun. Arrondissement Verdun. Verdun actif. Îlot John Gallagher. Sud-Ouest. Danse en ligne. Danse.","2024-08-15","2024-08-15","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Cours de danse en ligne","https://montreal.ca/evenements/cours-de-danse-en-ligne-73306","Piste de danse. Verdun. Arrondissement Verdun. Verdun actif. Îlot John Gallagher. Sud-Ouest. Danse en ligne. Danse.","2024-08-22","2024-08-22","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Cours de danse en ligne","https://montreal.ca/evenements/cours-de-danse-en-ligne-73307","Piste de danse. Verdun. Arrondissement Verdun. Verdun actif. Îlot John Gallagher. Sud-Ouest. Danse en ligne. Danse.","2024-08-29","2024-08-29","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Cours de danse en ligne","https://montreal.ca/evenements/cours-de-danse-en-ligne-73308","Piste de danse. Verdun. Arrondissement Verdun. Verdun actif. Îlot John Gallagher. Sud-Ouest. Danse en ligne. Danse.","2024-09-05","2024-09-05","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73314","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-07-20","2024-07-20","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73315","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-07-27","2024-07-27","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73316","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-08-03","2024-08-03","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73317","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-08-10","2024-08-10","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
