ï»¿Annee,No_MRC,Nombre_d_exploitants_declarants,Nom_MRC,Region_Administrative,Superficie_agricole_en_2015_,Charge_P2O5_produite_par_les_animaux,Charge_P2O5_importee_par_ententes_d_epandage_,Charge_P2O5_des_engrais,Charge_P2O5_des_MRF,Charge_P2O5_detruite,Charge_P2O5_traitee_en_produits_utiles,Charge_P2O5_exportee_par_ententes_d_epandage,Nombre_hectares_totaux_declares,Saturation_des_sols_en_P,Charge_P2O5_disponible_epandage,Nombre_de_lieux_d_elevage,Nombre_de_lieux_d_epandage,Superficie_classe_saturation_1,Superficie_classe_saturation_2,Superficie_classe_saturation_3,Superficie_classe_saturation_4,Longitude,Latitude,Charge_P2O5_de_dejections_animales_disponibles
2016,810,15,Gatineau,07,85,23809.9,4195.4,32810.3,24709.3,0.0,0.0,21.5,1777.6,6.26,45.7,12,3,1458.3,84.0,2.6,232.7,-75.59977179220,45.52258853730,27984.0
2017,810,16,Gatineau,07,85,22610.1,3987.5,39686.4,23248.6,0.0,0.0,0.0,1912.5,6.71,44.6,12,4,1447.9,150.3,151.6,162.7,-75.59977179200,45.52258853700,26598.0
2018,810,18,Gatineau,07,85,23694.9,1463.6,48341.2,1676.5,0.0,0.0,21.5,2220.8,6.81,33.8,14,5,1688.1,175.4,79.3,278.1,-75.59977179200,45.52258853700,25137.0
2012,820,48,Les Collines-de-l'Outaouais,07,307,154570.2,43300.6,116316.6,2110.0,0.0,0.0,45009.1,8074.7,7.94,33.3,72,4,5583.8,548.1,287.7,1591.4,-75.90443167380,45.62088205990,152862.0
2013,820,49,Les Collines-de-l'Outaouais,07,307,136875.9,25088.0,119422.6,44461.1,0.0,0.0,34998.8,8456.0,6.47,34.1,67,3,6351.5,805.4,317.4,779.8,-75.90443167380,45.62088205990,126965.0
2014,820,45,Les Collines-de-l'Outaouais,07,307,125877.2,19475.7,83506.1,2690.0,0.0,0.0,15591.7,7725.7,6.62,26.4,57,2,5927.4,655.1,317.3,825.8,-75.90443167380,45.62088205990,129761.0
2015,820,44,Les Collines-de-l'Outaouais,07,307,126768.2,12966.8,112481.3,3027.0,0.0,0.0,12070.7,7167.3,5.27,32.3,56,2,6243.2,368.0,256.6,299.5,-75.90443167380,45.62088205990,127664.0
2016,820,43,Les Collines-de-l'Outaouais,07,307,124777.6,14358.0,102052.2,1839.0,0.0,0.0,13566.9,6993.0,5.34,30.9,54,2,6140.5,267.7,146.6,438.2,-75.90443167380,45.62088205990,125569.0
2017,820,44,Les Collines-de-l'Outaouais,07,307,117846.2,13520.7,127759.3,8531.6,0.0,0.0,11112.9,7090.4,4.88,33.4,55,2,6330.7,403.8,214.7,141.2,-75.90443167400,45.62088206000,120254.0
2018,820,45,Les Collines-de-l'Outaouais,07,307,122267.5,13462.5,137048.3,21286.9,0.0,0.0,10658.3,7148.0,4.78,39.6,58,2,6408.5,469.8,134.3,135.4,-75.90443167400,45.62088206000,125072.0
2012,830,35,La VallÃ©e-de-la-Gatineau,07,292,114498.4,10178.8,35427.1,3894.0,0.0,0.0,10450.0,4659.5,6.31,32.9,48,1,3879.9,98.9,13.0,667.8,-75.98097654950,46.16396142760,114227.0
2013,830,35,La VallÃ©e-de-la-Gatineau,07,292,112474.7,11011.4,35154.5,5102.5,0.0,0.0,11011.4,4735.7,5.29,31.4,49,1,4225.7,118.4,34.1,357.6,-75.98097654950,46.16396142760,112475.0
2014,830,33,La VallÃ©e-de-la-Gatineau,07,292,104297.9,14983.1,31205.7,10406.1,0.0,0.0,7345.6,4646.0,6.20,31.0,37,1,3862.6,125.1,108.4,549.9,-75.98097654950,46.16396142760,111935.0
2015,830,34,La VallÃ©e-de-la-Gatineau,07,292,111599.7,21310.1,44911.9,11624.3,0.0,0.0,6306.9,5173.8,5.86,32.9,39,1,4427.6,129.6,71.5,545.1,-75.98097654950,46.16396142760,126603.0
2016,830,29,La VallÃ©e-de-la-Gatineau,07,292,104609.9,9645.8,44389.5,0.0,0.0,0.0,2466.8,4968.5,6.13,28.8,33,1,4185.1,114.8,16.5,652.1,-75.98097654950,46.16396142760,111789.0
2017,830,29,La VallÃ©e-de-la-Gatineau,07,292,109746.5,12445.1,23350.2,5903.4,0.0,0.0,2466.8,4925.6,6.20,27.2,34,0,4123.6,75.6,141.6,584.8,-75.98097654900,46.16396142800,119725.0
2018,830,25,La VallÃ©e-de-la-Gatineau,07,292,96888.8,13252.8,18306.1,9838.9,0.0,0.0,3895.8,4603.8,6.16,29.2,29,0,3898.0,64.2,8.1,633.6,-75.98097654900,46.16396142800,106246.0
2012,840,123,Pontiac,07,451,422394.7,85160.8,266111.3,0.0,0.0,0.0,88505.9,20336.4,5.25,33.6,214,2,17628.1,1032.1,205.7,1215.0,-76.64599645450,45.72246226280,419050.0
2013,840,124,Pontiac,07,451,389714.3,80777.2,268506.7,2273.5,0.0,0.0,79715.8,21025.3,5.00,31.3,212,2,18487.7,1129.6,644.7,582.1,-76.64599645450,45.72246226280,390776.0
2014,840,119,Pontiac,07,451,389487.1,78019.5,293838.5,0.0,0.0,918.0,69220.3,20920.2,4.85,32.2,206,1,18608.3,1274.3,564.8,394.6,-76.64599645450,45.72246226280,397368.0
2015,840,107,Pontiac,07,451,353877.6,27122.0,274533.9,12388.3,0.0,0.0,17107.9,20245.7,4.61,31.1,194,0,18410.1,1297.5,217.0,321.1,-76.64599645450,45.72246226280,363892.0
2016,840,103,Pontiac,07,451,384498.6,19230.1,243501.7,83342.2,0.0,0.0,12514.5,20947.8,4.64,33.0,194,0,19105.3,1171.6,265.4,405.6,-76.64599645450,45.72246226280,391214.0
2017,840,97,Pontiac,07,451,383022.1,31162.0,267626.0,62347.6,0.0,0.0,20492.2,19217.7,4.56,34.2,181,0,17726.0,900.7,258.7,332.4,-76.64599645400,45.72246226300,393692.0
2018,840,83,Pontiac,07,451,358815.1,29472.2,302027.9,75913.4,0.0,0.0,15766.2,18861.3,4.53,39.8,169,1,17502.2,783.1,216.4,359.6,-76.64599645400,45.72246226300,372521.0
2012,850,156,TÃ©miscamingue,08,519,426796.7,12595.0,785006.5,0.0,0.0,0.0,23785.4,33482.7,8.37,35.3,168,13,20058.7,277.6,1109.6,6982.8,-79.32258998520,47.47919656160,415606.0
2013,850,152,TÃ©miscamingue,08,519,423880.6,19302.6,901691.3,10311.2,0.0,0.0,14497.9,33672.4,7.31,38.1,161,15,23227.4,309.3,1072.1,5527.5,-79.32258998520,47.47919656160,428685.0
2014,850,149,TÃ©miscamingue,08,519,427070.5,21279.4,873199.8,3908.2,0.0,0.0,11941.2,34045.4,7.31,36.3,159,15,24673.0,530.4,1487.0,5561.3,-79.32258998520,47.47919656160,436409.0
2015,850,139,TÃ©miscamingue,08,519,395861.5,60426.1,761181.0,55726.3,0.0,0.0,31080.0,32480.5,5.94,35.9,144,14,26786.7,423.4,1829.5,2550.2,-79.32258998520,47.47919656160,425208.0
2016,850,130,TÃ©miscamingue,08,519,357954.2,99063.8,934781.1,5636.5,0.0,0.0,38043.4,31408.7,5.96,41.2,135,13,26048.2,483.7,2887.8,1676.8,-79.32258998520,47.47919656160,418975.0
2017,850,129,TÃ©miscamingue,08,519,383607.0,106919.9,772155.4,250.0,0.0,0.0,83549.5,31442.0,5.60,35.6,133,13,27330.4,488.8,1618.1,1407.7,-79.32258998500,47.47919656200,406977.0
2018,850,129,TÃ©miscamingue,08,519,382360.5,140872.8,806201.8,13520.6,0.0,0.0,106894.4,30869.9,5.87,40.0,131,13,26537.8,467.8,585.3,3280.1,-79.32258998500,47.47919656200,416339.0
2012,860,16,Rouyn-Noranda,08,180,89329.0,31053.5,25669.8,0.0,0.0,0.0,27882.5,5664.0,,21.5,26,1,,,,,-79.02455068990,48.17910672660,92500.0
2013,860,14,Rouyn-Noranda,08,180,100355.4,36177.5,15712.6,0.0,0.0,0.0,32131.5,4918.5,,21.2,24,1,,,,,-79.02455068990,48.17910672660,104401.0
2014,860,14,Rouyn-Noranda,08,180,94617.9,32004.7,44276.7,0.0,0.0,0.0,32004.7,5002.4,,24.0,27,0,,,,,-79.02455068990,48.17910672660,94618.0
2015,860,14,Rouyn-Noranda,08,180,82028.7,45931.6,53134.5,0.0,0.0,0.0,39444.8,5324.7,,23.6,22,0,,,,,-79.02455068990,48.17910672660,88515.0
2016,860,13,Rouyn-Noranda,08,180,74715.9,45653.1,37262.7,4896.6,0.0,0.0,34587.3,5215.2,,21.7,21,0,,,,,-79.02455068990,48.17910672660,85782.0
2017,860,12,Rouyn-Noranda,08,180,68554.6,37097.8,33378.8,0.0,0.0,0.0,28374.5,5101.9,,19.0,20,0,,,,,-79.02455069000,48.17910672700,77278.0
2018,860,12,Rouyn-Noranda,08,180,76024.9,44075.9,14717.0,16969.0,0.0,0.0,34062.0,4977.5,,23.7,21,0,,,,,-79.02455069000,48.17910672700,86039.0
2012,870,82,Abitibi-Ouest,08,667,476509.4,195604.0,243505.3,52204.0,0.0,0.0,171036.0,32028.5,,24.3,140,2,,,,,-79.18298900540,48.74073958890,501077.0
2013,870,80,Abitibi-Ouest,08,667,613959.2,292576.0,322544.4,33680.6,0.0,0.0,260125.0,29894.3,,30.3,138,2,,,,,-79.18298900540,48.74073958890,646410.0
2014,870,81,Abitibi-Ouest,08,667,513888.3,265678.6,388566.0,37837.2,0.0,0.0,231071.1,29534.9,,29.5,136,2,,,,,-79.18298900540,48.74073958890,548496.0
2015,870,76,Abitibi-Ouest,08,667,432221.2,210022.8,419607.2,37705.3,0.0,0.0,173613.3,29339.6,,28.6,133,0,,,,,-79.18298900540,48.74073958890,468631.0
2016,870,77,Abitibi-Ouest,08,667,417602.2,201497.4,394114.4,40422.5,0.0,0.0,159282.8,28257.7,,28.7,128,3,,,,,-79.18298900540,48.74073958890,459817.0
2017,870,78,Abitibi-Ouest,08,667,430650.4,201396.0,359241.4,65562.2,0.0,0.0,169746.3,28905.2,,27.8,129,3,,,,,-79.18298900500,48.74073958900,462300.0
2018,870,76,Abitibi-Ouest,08,667,442326.4,209616.1,326007.5,29387.0,0.0,0.0,170808.6,28307.2,,29.6,134,1,,,,,-79.18298900500,48.74073958900,481134.0
2012,880,62,Abitibi,08,446,187894.3,15414.8,201758.2,50449.1,0.0,0.0,16411.3,12560.3,9.02,35.0,73,3,8312.4,48.8,798.0,3368.6,-78.05198459570,48.55854938720,186898.0
2013,880,67,Abitibi,08,446,194057.0,25629.5,312378.7,103154.7,0.0,0.0,20901.5,14775.9,8.73,40.7,79,4,9913.0,2.3,1367.2,3360.6,-78.05198459570,48.55854938720,198785.0
2014,880,68,Abitibi,08,446,203714.9,20705.2,433141.2,45034.4,0.0,0.0,14180.2,15018.5,7.64,43.3,71,7,11019.8,2.3,1070.3,2633.8,-78.05198459570,48.55854938720,210240.0
2015,880,65,Abitibi,08,446,203365.3,34260.7,493992.8,50789.5,0.0,0.0,13463.3,15416.7,7.64,47.4,70,5,11316.1,545.7,659.7,2895.2,-78.05198459570,48.55854938720,224163.0
2016,880,60,Abitibi,08,446,172545.5,41232.0,375581.8,28364.8,0.0,0.0,10808.3,14097.6,7.15,41.0,62,5,10783.7,463.4,631.1,2219.4,-78.05198459570,48.55854938720,202969.0
2017,880,57,Abitibi,08,446,168026.2,31142.4,323704.6,87839.0,0.0,0.0,11142.1,13278.1,6.70,43.0,60,5,10760.0,174.4,556.3,1787.4,-78.05198459600,48.55854938700,188027.0
2018,880,57,Abitibi,08,446,166178.3,36616.5,290153.5,53061.9,0.0,0.0,9148.2,12991.6,7.34,41.3,58,6,10103.9,11.9,257.9,2617.9,-78.05198459600,48.55854938700,193647.0
2012,890,16,La VallÃ©e-de-l'Or,08,97,110915.3,14266.5,24364.1,3672.5,0.0,38128.6,18637.0,2879.0,7.83,33.2,18,0,1957.5,28.8,230.4,474.2,-77.62114661150,48.25163842180,68416.0
2013,890,15,La VallÃ©e-de-l'Or,08,97,114789.6,16208.0,37528.9,5486.4,0.0,45271.4,21502.5,2620.0,7.46,35.2,17,0,1948.8,22.4,318.7,330.1,-77.62114661150,48.25163842180,64224.0
2014,890,11,La VallÃ©e-de-l'Or,08,97,113545.1,17057.1,33369.0,0.0,0.0,49215.0,25382.2,2061.2,6.95,35.4,12,0,1583.6,61.2,195.9,220.5,-77.62114661150,48.25163842180,56005.0
2015,890,11,La VallÃ©e-de-l'Or,08,97,109502.6,18003.4,35442.6,0.0,0.0,39842.3,25249.3,2112.3,6.43,39.5,12,0,1650.7,101.1,275.2,85.3,-77.62114661150,48.25163842180,62414.0
2016,890,11,La VallÃ©e-de-l'Or,08,97,102083.6,21854.0,36917.9,2719.5,0.0,39836.2,21174.5,1878.9,6.10,45.5,12,0,1527.5,99.4,125.0,126.9,-77.62114661150,48.25163842180,62927.0
2017,890,12,La VallÃ©e-de-l'Or,08,97,122710.7,25399.7,30151.0,10974.7,0.0,69546.7,9682.3,2181.2,5.70,39.7,13,0,1819.2,112.8,187.0,62.2,-77.62114661100,48.25163842200,68881.0
2018,890,11,La VallÃ©e-de-l'Or,08,97,99666.0,20261.9,37806.2,4991.6,0.0,61250.0,11804.2,1721.4,5.26,52.1,12,0,1550.1,13.2,44.7,113.4,-77.62114661100,48.25163842200,46874.0
2012,950,31,La Haute-CÃ´te-Nord,09,67,29503.7,3620.4,75410.3,25056.7,0.0,0.0,1622.4,3657.7,4.28,35.2,16,17,3472.6,5.2,0.0,102.7,-69.63944689670,48.29327308290,31502.0
2013,950,31,La Haute-CÃ´te-Nord,09,67,27937.4,3870.4,86612.5,16856.2,0.0,0.0,1361.5,3752.4,4.01,34.8,16,17,3701.5,5.2,0.0,45.7,-69.63944689670,48.29327308290,30446.0
2014,950,32,La Haute-CÃ´te-Nord,09,67,26012.6,3661.1,61179.1,10773.4,0.0,0.0,1519.3,3696.4,3.91,25.8,15,18,3638.0,21.7,2.0,14.7,-69.63944689670,48.29327308290,28154.0
2015,950,33,La Haute-CÃ´te-Nord,09,67,28659.4,3797.9,67030.9,13325.2,0.0,0.0,1725.6,3846.9,3.90,27.5,16,18,3802.7,35.1,0.0,9.1,-69.63944689670,48.29327308290,30732.0
2016,950,32,La Haute-CÃ´te-Nord,09,67,27405.2,22783.6,69356.1,21071.3,0.0,0.0,1459.6,4256.4,4.63,31.5,15,18,4017.9,35.1,0.0,203.4,-69.63944689670,48.29327308290,48729.0
2017,950,32,La Haute-CÃ´te-Nord,09,67,31338.4,22242.7,66237.2,16343.2,0.0,0.0,2393.6,4555.4,6.00,28.2,16,18,4189.9,35.1,0.0,330.4,-69.63944689700,48.29327308300,51187.0
2018,950,29,La Haute-CÃ´te-Nord,09,67,30870.9,22489.0,60415.2,13958.2,0.0,0.0,2916.0,4537.8,5.17,27.5,15,18,4135.8,34.6,0.0,367.4,-69.63944689700,48.29327308300,50444.0
2012,960,15,Manicouagan,09,19,1118.9,0.0,20127.5,5791.0,0.0,0.0,0.0,645.8,4.93,41.4,2,13,590.3,10.0,22.4,23.1,-68.32512281120,49.11847990270,1119.0
2013,960,14,Manicouagan,09,19,360.8,0.0,19307.2,9292.5,0.0,0.0,0.0,563.7,4.38,51.2,1,13,534.8,6.5,22.4,0.0,-68.32512281120,49.11847990270,361.0
2014,960,12,Manicouagan,09,19,0.0,0.0,19482.7,569.0,0.0,0.0,0.0,804.8,4.08,24.9,0,13,770.4,34.4,0.0,0.0,-68.32512281120,49.11847990270,0.0
2015,960,13,Manicouagan,09,19,0.0,0.0,21409.9,40831.0,0.0,0.0,0.0,875.7,4.05,71.1,0,14,842.2,33.6,0.0,0.0,-68.32512281120,49.11847990270,0.0
2016,960,12,Manicouagan,09,19,0.0,0.0,11977.9,3583.0,0.0,0.0,0.0,726.6,4.09,21.4,0,13,694.9,31.7,0.0,0.0,-68.32512281120,49.11847990270,0.0
2017,960,12,Manicouagan,09,19,0.0,0.0,15131.8,781.0,0.0,0.0,0.0,739.8,4.15,21.5,0,13,708.1,26.8,0.0,5.0,-68.32512281100,49.11847990300,0.0
2018,960,13,Manicouagan,09,19,0.0,0.0,13048.0,781.0,0.0,0.0,0.0,681.0,4.03,20.3,0,13,656.7,24.4,0.0,0.0,-68.32512281100,49.11847990300,0.0
2012,971,3,Sept-RiviÃ¨res,09,1,,,,,,,,,,,0,3,,,,,-66.24411781650,50.21597343310,
2013,971,4,Sept-RiviÃ¨res,09,1,0.0,0.0,7592.7,0.0,0.0,0.0,0.0,492.1,3.80,15.4,0,4,492.1,0.0,0.0,0.0,-66.24411781650,50.21597343310,0.0
2014,971,3,Sept-RiviÃ¨res,09,1,,,,,,,,,,,0,3,,,,,-66.24411781650,50.21597343310,
2015,971,4,Sept-RiviÃ¨res,09,1,0.0,0.0,8167.9,0.0,0.0,0.0,0.0,396.8,3.83,20.6,0,4,395.4,0.8,0.6,0.0,-66.24411781650,50.21597343310,0.0
2016,971,4,Sept-RiviÃ¨res,09,1,0.0,0.0,6628.9,0.0,0.0,0.0,0.0,617.6,3.82,10.7,0,4,615.8,1.3,0.5,0.0,-66.24411781650,50.21597343310,0.0
2017,971,4,Sept-RiviÃ¨res,09,1,0.0,0.0,16639.6,0.0,0.0,0.0,0.0,650.8,3.81,25.6,0,4,649.9,0.4,0.5,0.0,-66.24411781600,50.21597343300,0.0
2018,971,5,Sept-RiviÃ¨res,09,1,0.0,0.0,4556.9,0.0,0.0,0.0,0.0,500.7,3.84,9.1,0,5,497.9,2.3,0.5,0.0,-66.24411781600,50.21597343300,0.0
2012,981,2,Minganie,09,1,,,,,,,,,,,0,2,,,,,-63.70000000000,50.50000000000,
2013,981,2,Minganie,09,1,,,,,,,,,,,0,2,,,,,-63.70000000000,50.50000000000,
2014,981,2,Minganie,09,1,,,,,,,,,,,0,2,,,,,-63.70000000000,50.50000000000,
2015,981,2,Minganie,09,1,,,,,,,,,,,0,2,,,,,-63.70000000000,50.50000000000,
2016,981,2,Minganie,09,1,,,,,,,,,,,0,2,,,,,-63.70000000000,50.50000000000,
2017,981,3,Minganie,09,1,0.0,,,,,,,,,,0,3,744.8,0.0,0.0,0.0,-63.70000000000,50.50000000000,
2018,981,3,Minganie,09,1,0.0,,,,,,,,,,0,3,792.7,0.0,0.0,0.0,-63.70000000000,50.50000000000,
2012,991,5,JamÃ©sie,10,117,10720.0,5549.0,3314.1,0.0,0.0,0.0,3152.0,1588.6,,10.3,4,3,,,,,-79.01711162570,50.69447917610,13117.0
2013,991,5,JamÃ©sie,10,117,11857.0,7725.0,1859.9,1993.6,0.0,0.0,3943.0,1377.9,,13.4,4,3,,,,,-79.01711162570,50.69447917610,15639.0
2014,991,5,JamÃ©sie,10,117,14560.0,10060.0,5032.9,637.9,0.0,0.0,7648.0,1384.6,,14.3,5,3,,,,,-79.01711162570,50.69447917610,16972.0
2015,991,5,JamÃ©sie,10,117,14802.3,8612.3,4283.8,6813.8,0.0,0.0,7982.3,1459.5,,16.1,6,3,,,,,-79.01711162570,50.69447917610,15432.0
2016,991,5,JamÃ©sie,10,117,14762.2,8726.2,11274.3,2689.2,0.0,0.0,7942.2,1650.1,,16.1,6,3,,,,,-79.01711162570,50.69447917610,15546.0
2017,991,5,JamÃ©sie,10,117,13955.2,9169.2,5379.1,0.0,0.0,0.0,8385.2,1762.7,,9.8,6,3,,,,,-79.01711162600,50.69447917600,14739.0
2018,991,4,JamÃ©sie,10,117,14801.2,10285.2,4588.4,6077.7,0.0,0.0,9372.2,1625.3,,16.2,6,3,,,,,-79.01711162600,50.69447917600,15714.0
2012,010,3,Les Ãles-de-la-Madeleine,11,12,,,,,,,,,,,2,1,,,,,-61.88507809800,47.31763765070,
2013,010,3,Les Ãles-de-la-Madeleine,11,12,,,,,,,,,,,2,1,,,,,-61.88507809800,47.31763765070,
2014,010,3,Les Ãles-de-la-Madeleine,11,12,,,,,,,,,,,2,1,,,,,-61.88507809800,47.31763765070,
2015,010,2,Les Ãles-de-la-Madeleine,11,12,,,,,,,,,,,2,0,,,,,-61.88507809800,47.31763765070,
2016,010,3,Les Ãles-de-la-Madeleine,11,12,,,,,,,,,,,2,1,,,,,-61.88507809800,47.31763765070,
2017,010,3,Les Ãles-de-la-Madeleine,11,12,,,,,,,,,,,1,0,,,,,-61.88507809800,47.31763765100,
2018,010,3,Les Ãles-de-la-Madeleine,11,12,,,,,,,,,,,1,0,,,,,-61.88507809800,47.31763765100,
2012,020,8,Le Rocher-PercÃ©,11,57,16418.0,1601.0,10349.9,5102.5,0.0,0.0,0.0,1492.8,4.12,22.4,7,1,1438.3,40.8,2.6,11.1,-64.53379422450,48.39861794070,18019.0
2013,020,7,Le Rocher-PercÃ©,11,57,15379.9,1790.6,6564.0,5600.7,0.0,0.0,0.0,1375.1,4.50,20.5,6,1,1293.4,35.9,5.5,40.3,-64.53379422450,48.39861794070,17170.0
2014,020,7,Le Rocher-PercÃ©,11,57,18051.8,2968.5,9214.3,5014.0,0.0,0.0,0.0,1370.6,4.30,23.1,6,1,1313.1,25.5,1.9,30.1,-64.53379422450,48.39861794070,21020.0
2015,020,6,Le Rocher-PercÃ©,11,57,13314.3,2950.2,8272.4,1593.0,0.0,0.0,0.0,1172.8,4.56,20.0,5,1,1103.1,25.5,0.0,44.2,-64.53379422450,48.39861794070,16265.0
2016,020,6,Le Rocher-PercÃ©,11,57,12500.4,700.0,6769.7,1510.0,0.0,0.0,0.0,1189.8,4.80,16.0,5,1,1101.2,25.5,1.9,61.3,-64.53379422450,48.39861794070,13200.0
2017,020,4,Le Rocher-PercÃ©,11,57,11218.0,0.0,6071.5,1216.0,0.0,0.0,0.0,811.8,4.30,18.5,4,0,780.3,9.7,0.0,21.8,-64.53379422400,48.39861794100,11218.0
2018,020,4,Le Rocher-PercÃ©,11,57,10617.5,0.0,6752.4,1540.0,0.0,0.0,0.0,837.7,4.80,20.7,4,0,781.0,9.7,0.0,47.0,-64.53379422400,48.39861794100,10618.0
2012,030,1,La CÃ´te-de-GaspÃ©,11,14,,,,,,,,,,,1,0,,,,,-64.51320639940,48.92575952610,
2013,030,1,La CÃ´te-de-GaspÃ©,11,14,,,,,,,,,,,1,0,,,,,-64.51320639940,48.92575952610,
2014,030,1,La CÃ´te-de-GaspÃ©,11,14,,,,,,,,,,,1,0,,,,,-64.51320639940,48.92575952610,
2015,030,1,La CÃ´te-de-GaspÃ©,11,14,,,,,,,,,,,1,0,,,,,-64.51320639940,48.92575952610,
2016,030,1,La CÃ´te-de-GaspÃ©,11,14,,,,,,,,,,,1,0,,,,,-64.51320639940,48.92575952610,
2017,030,1,La CÃ´te-de-GaspÃ©,11,14,,,,,,,,,,,1,0,,,,,-64.51320639900,48.92575952600,
2018,030,1,La CÃ´te-de-GaspÃ©,11,14,,,,,,,,,,,1,0,,,,,-64.51320639900,48.92575952600,
2012,040,5,La Haute-GaspÃ©sie,11,62,7737.5,4040.0,229.0,0.0,0.0,0.0,0.0,811.4,3.90,14.8,5,0,801.8,7.7,0.0,1.9,-66.40219401740,49.06994367580,11778.0
2013,040,5,La Haute-GaspÃ©sie,11,62,8826.4,3166.0,0.0,6025.8,0.0,0.0,0.0,874.6,4.19,20.6,5,0,849.3,7.7,0.0,17.6,-66.40219401740,49.06994367580,11992.0
2014,040,5,La Haute-GaspÃ©sie,11,62,9872.5,2030.7,1094.0,0.0,0.0,0.0,0.0,907.8,4.11,12.2,5,0,884.7,9.4,0.0,13.7,-66.40219401740,49.06994367580,11903.0
2015,040,6,La Haute-GaspÃ©sie,11,62,9679.4,2020.6,539.3,0.0,0.0,0.0,0.0,1054.6,4.12,9.9,6,0,1028.2,9.4,0.0,17.0,-66.40219401740,49.06994367580,11700.0
2016,040,6,La Haute-GaspÃ©sie,11,62,8585.9,1795.8,541.9,0.0,0.0,0.0,0.0,1067.6,4.05,8.7,6,0,1048.3,4.6,0.0,14.7,-66.40219401740,49.06994367580,10382.0
2017,040,7,La Haute-GaspÃ©sie,11,62,9315.2,2314.2,689.0,0.0,0.0,0.0,0.0,1048.9,4.60,11.1,7,0,996.0,0.6,4.8,47.6,-66.40219401700,49.06994367600,11629.0
2018,040,5,La Haute-GaspÃ©sie,11,62,3068.0,2073.7,515.3,0.0,0.0,0.0,0.0,839.3,4.12,8.6,5,3,821.6,0.5,4.8,12.5,-66.40219401700,49.06994367600,5142.0
2012,050,36,Bonaventure,11,171,59891.4,9971.8,103506.5,0.0,0.0,1058.0,2131.2,6215.5,4.78,26.9,32,4,5517.9,527.9,34.6,135.1,-65.53911899650,48.12479149070,66674.0
2013,050,39,Bonaventure,11,171,58046.1,13106.0,98347.3,0.0,0.0,646.0,1971.0,6505.0,5.23,25.6,34,5,5468.2,519.2,29.2,323.6,-65.53911899650,48.12479149070,68535.0
2014,050,33,Bonaventure,11,171,64635.8,9995.1,105799.8,0.0,0.0,740.0,3472.9,6107.9,4.79,26.8,30,3,5468.1,439.2,29.5,171.2,-65.53911899650,48.12479149070,70418.0
2015,050,33,Bonaventure,11,171,61930.4,11218.0,102047.8,0.0,0.0,0.0,2367.1,6208.5,4.80,26.0,30,3,5628.9,326.9,21.4,231.3,-65.53911899650,48.12479149070,70781.0
2016,050,32,Bonaventure,11,171,62350.3,12656.6,99448.8,0.0,0.0,815.0,4353.8,6220.3,4.48,25.3,30,3,5787.9,282.5,15.6,134.3,-65.53911899650,48.12479149070,69838.0
2017,050,33,Bonaventure,11,171,64937.9,13735.0,101709.9,0.0,0.0,760.0,2367.1,6407.5,4.67,26.4,29,4,5855.5,348.8,14.2,189.1,-65.53911899600,48.12479149100,75546.0
2018,050,28,Bonaventure,11,171,60717.3,12635.0,99467.5,0.0,0.0,798.0,2037.5,5582.0,4.74,30.5,29,3,5104.2,258.9,3.6,215.3,-65.53911899600,48.12479149100,70517.0
2012,060,25,Avignon,11,122,65412.1,7095.8,89182.3,8339.3,0.0,0.0,4772.3,3915.3,4.81,41.4,25,2,3550.0,203.0,0.0,160.6,-66.61094740810,48.06485197010,67736.0
2013,060,24,Avignon,11,122,66683.0,8882.3,70527.5,2713.3,0.0,0.0,4076.1,4007.9,5.03,34.7,23,2,3501.0,43.1,8.2,265.4,-66.61094740810,48.06485197010,71489.0
2014,060,22,Avignon,11,122,67463.9,9979.4,51929.3,2921.9,0.0,0.0,5285.0,3941.8,4.63,29.4,20,3,3354.1,39.7,8.2,159.7,-66.61094740810,48.06485197010,72158.0
2015,060,22,Avignon,11,122,71274.7,9589.6,68146.4,2772.4,0.0,0.0,5577.6,4387.4,4.79,30.2,21,3,3855.5,49.7,8.2,225.1,-66.61094740810,48.06485197010,75287.0
2016,060,20,Avignon,11,122,64841.3,7747.0,83244.8,3044.2,0.0,0.0,4504.4,3922.0,5.25,36.1,19,3,3548.4,40.4,5.9,327.3,-66.61094740810,48.06485197010,68084.0
2017,060,19,Avignon,11,122,70167.4,11918.5,85029.9,3044.2,0.0,0.0,4333.3,4113.6,5.86,36.9,18,3,3574.4,31.9,0.0,507.4,-66.61094740800,48.06485197000,77753.0
2018,060,20,Avignon,11,122,70922.4,8659.2,120307.6,972.0,0.0,0.0,4539.1,3950.3,5.10,49.7,19,3,3609.7,43.4,0.0,297.3,-66.61094740800,48.06485197000,75043.0
2012,170,167,L'Islet,12,286,661565.2,366173.7,131507.0,8150.5,0.0,0.0,395933.6,15506.6,4.82,49.7,184,14,13724.4,1239.4,310.4,232.4,-70.15381891890,47.12412896190,631805.0
2013,170,161,L'Islet,12,286,657601.5,351390.1,150366.5,69.1,0.0,0.0,359711.5,15353.4,4.84,50.8,175,16,13510.4,1335.6,303.9,203.6,-70.15381891890,47.12412896190,649280.0
2014,170,162,L'Islet,12,286,692929.2,330895.8,149778.2,14590.9,0.0,0.0,353744.7,15688.5,4.85,49.4,181,14,13904.1,1164.2,353.5,266.7,-70.15381891890,47.12412896190,670080.0
