NUMÉRO_DE_LOT,ÉTAT,SERVICE_RESPONSABLE,ARRONDISSEMENT,NUMÉRO_UEV,PUBLICATION_ASSUJ,LOC_X,LOC_Y,LONGITUDE,LATITUDE
"1361071","Assujetti","Urbanisme","Mercier - Hochelaga-Maisonneuve","5037804","24401437",302697,5047144.25,-73.52694,45.564206
"2755639","Assujetti","Urbanisme","Mercier - Hochelaga-Maisonneuve","5123850","24406839",302560.95,5047203.12,-73.528683,45.564735
"2755640","Assujetti","Urbanisme","Mercier - Hochelaga-Maisonneuve","5123888","24427174",302444.59,5047301.57,-73.530175,45.56562
"3359933","Assujetti","Urbanisme","Mercier - Hochelaga-Maisonneuve","5123888","24427174",302530.28,5047405.49,-73.529077,45.566556
"4714585","Assujetti","Urbanisme","Mercier - Hochelaga-Maisonneuve","5037799","24401440",302844.98,5047436.62,-73.525046,45.566837
"4332928","Assujetti","Urbanisme","Mercier - Hochelaga-Maisonneuve","5169090","24401443",302568.12,5047643.69,-73.528594,45.568699
"1361160","Assujetti","Urbanisme","Mercier - Hochelaga-Maisonneuve","2055198","24749406",301412.6,5047850.73,-73.543399,45.570558
"1360271","Assujetti","Urbanisme","Mercier - Hochelaga-Maisonneuve","2020406","24406838",301125.61,5047772.92,-73.547075,45.569856
"2161761","Assujetti","Urbanisme","Ville-Marie","1003012","24406813",300009.33,5041823,-73.561318,45.51631
"2161774","Assujetti","Urbanisme","Ville-Marie","1003016","24406835",299984.59,5041825.43,-73.561635,45.516331
"2161770","Assujetti","Urbanisme","Ville-Marie","1003018","24413241",299966.73,5041838.61,-73.561864,45.51645
"2161768","Assujetti","Urbanisme","Ville-Marie","1003020","24413241",299961.53,5041842.06,-73.561931,45.516481
"2161766","Assujetti","Urbanisme","Ville-Marie","1003022","24406816",299953.65,5041846.96,-73.562031,45.516525
"2161762","Assujetti","Urbanisme","Ville-Marie","1003024","24406814",299934.78,5041859.37,-73.562273,45.516636
"4657481","Assujetti","Urbanisme","Sud-Ouest","5202443","24798176",300691.34,5038929.43,-73.552565,45.490277
"4657482","Assujetti","Urbanisme","Sud-Ouest","5202443","24798175",300620.1,5038973.41,-73.553477,45.490672
"4657483","Assujetti","Urbanisme","Sud-Ouest","5271391","24749408",300616.03,5038944.26,-73.553528,45.49041
"4657485","Assujetti","Urbanisme","Sud-Ouest","1004605","24749407",300549.49,5038873.9,-73.554379,45.489776
"3323961","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3066898","27447908",293152.9,5036693.23,-73.648956,45.470069
"2173856","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","5023047","27439748",294243.59,5040312.25,-73.635085,45.502652
"2174026","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3042739","27439749",294704.53,5041034.02,-73.629201,45.509154
"2651610","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3041582","27439741",293466.87,5039855.73,-73.645013,45.498532
"2648735","Assujetti","Urbanisme","Côte-des-Neiges - Notre-Dame-de-Grâce","3040029","28526098",293129.77,5039482.13,-73.649318,45.495164
"2648724","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","5012503","27678055",293061.6,5039533.55,-73.650191,45.495626
"2648664","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3040022","27688261",293045.2,5039511.07,-73.650401,45.495423
"2648665","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3040020","27688260",293016.2,5039537.44,-73.650772,45.49566
"2648682","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3040018","27688261",293002.12,5039552.92,-73.650953,45.495799
"2648710","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3005320","22688247",293011.2,5039454.59,-73.650834,45.494915
"2648711","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3005322","27678057",292991.3,5039491.8,-73.65109,45.495249
"2648708","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3005324","27678057",292971.73,5039501.33,-73.65134,45.495335
"2648707","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3040606","27695879",292969.64,5039513.68,-73.651367,45.495446
"2648574","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","5004821","27678053",292384.93,5040105.54,-73.658864,45.500761
"2648575","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","5004820","27688251",292412.32,5040111.49,-73.658513,45.500815
"2648733","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","5015647","27678056",292730.18,5039950.07,-73.654442,45.499368
"2648732","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","5015646","27678056",292723.97,5039984.08,-73.654522,45.499674
"2648727","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3040400","27688263",292802.31,5040006.12,-73.65352,45.499874
"2648702","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3005332","27678054",292813.6,5039654.27,-73.653367,45.496708
"2648628","Assujetti","Urbanisme","Côte-des-Neiges - Notre-Dame-de-Grâce","5200675","24378271",292850.49,5039535.41,-73.652892,45.495639
"2648706","Assujetti","Urbanisme","Côte-des-Neiges - Notre-Dame-de-Grâce","3040482","24368018",292907.34,5039567.08,-73.652166,45.495925
"2648745","Assujetti","Urbanisme","Côte-des-Neiges - Notre-Dame-de-Grâce","3040446","24519574",293032.22,5039906.38,-73.650576,45.49898
"2648746","Assujetti","Urbanisme","Côte-des-Neiges - Notre-Dame-de-Grâce","3040448","24519574",293072.25,5039928.09,-73.650065,45.499176
"2648698","Assujetti","Urbanisme","Côte-des-Neiges - Notre-Dame-de-Grâce","3005334","24370262",292787.69,5039672.92,-73.653699,45.496876
"2648647","Assujetti","Urbanisme","Côte-des-Neiges - Notre-Dame-de-Grâce","3040141","24372856",292160.44,5040107.87,-73.661736,45.500778
"4458876","Assujetti","Urbanisme","Verdun","5202629","24439137",302101.89,5036431.54,-73.534505,45.467806
"4458877","Assujetti","Urbanisme","Verdun","5267995","24439138",302140.07,5036553.97,-73.534017,45.468908
"4458879","Assujetti","Urbanisme","Verdun","5202631","24454272",302169.45,5036473.54,-73.533641,45.468184
"4458880","Assujetti","Urbanisme","Verdun","5267996","24439138",302189.53,5036388.29,-73.533384,45.467417
"4458881","Assujetti","Urbanisme","Verdun","5202632","24454272",302187.75,5036347.95,-73.533407,45.467054
"4458882","Assujetti","Urbanisme","Verdun","5266851","24454272",302182.82,5036341.69,-73.53347,45.466998
"4458884","Assujetti","Urbanisme","Verdun","5266851","24454272",302145.82,5036323.79,-73.533943,45.466837
"2922450","Assujetti","Urbanisme","Verdun","1054070","24439140",301357.69,5036357.61,-73.544022,45.467138
"2871593","Assujetti","Urbanisme","Verdun","1054070","24439141",301399.12,5036300.83,-73.543492,45.466627
"2871596","Assujetti","Urbanisme","Verdun","1054070","24439141",301338.84,5036397.89,-73.544263,45.4675
"2871597","Assujetti","Urbanisme","Verdun","1054070","24439141",301415.56,5036391.18,-73.543282,45.46744
"2871603","Assujetti","Urbanisme","Verdun","1054070","24439140",301370.31,5036250.92,-73.54386,45.466178
"2871605","Assujetti","Urbanisme","Verdun","1054070","24439140",301465.67,5036260,-73.54264,45.46626
"2871606","Assujetti","Urbanisme","Verdun","1054070","24439140",301368.61,5036389.26,-73.543882,45.467423
"2871608","Assujetti","Urbanisme","Verdun","1054070","24439140",301393.19,5036345.96,-73.543568,45.467033
"2871609","Assujetti","Urbanisme","Verdun","1054070","24439140",301466.53,5036412.04,-73.54263,45.467628
"3578388","Assujetti","Urbanisme","Verdun","5106939","24439139",301297.45,5036334.62,-73.544792,45.466931
"3578389","Assujetti","Urbanisme","Verdun","5106939","24439139",301290.69,5036306.5,-73.544878,45.466677
"4657479","Assujetti","Urbanisme","Sud-Ouest","5202431","24398220",300452.53,5038797.93,-73.555619,45.489092
"1381625","Assujetti","Urbanisme","Sud-Ouest","1121175","24387277",300654.48,5038533.27,-73.553033,45.486711
"1854013","Assujetti","Urbanisme","Ville-Marie","1040941","24398219",300749.22,5039115.49,-73.551826,45.491951
"1182642","Assujetti","Urbanisme","Ville-Marie","1112987","24353253",301192.02,5042320.16,-73.546184,45.520791
"2335573","Assujetti","Urbanisme","Rosemont - La Petite-Patrie","3113540","24389847",296854.56,5043371.1,-73.601723,45.530211
"2335574","Assujetti","Urbanisme","Rosemont - La Petite-Patrie","3113541","24389847",296916.07,5043331.65,-73.600935,45.529857
"2507145","Assujetti","Urbanisme","Rosemont - La Petite-Patrie","5088143","24406836",298819.44,5044666.67,-73.576583,45.541889
"2334570","Assujetti","Habitation","Plateau-Mont-Royal","5091459","27702681",297005.43,5043008.01,-73.599786,45.526946
"2334571","Assujetti","Habitation","Plateau-Mont-Royal","1031438","27688248",296997.41,5043013.33,-73.599889,45.526994
"2212342","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","2144647","27618349",294666.23,5048462.77,-73.629845,45.575999
"1741050","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","2026054","27618317",295244.13,5047538.9,-73.622422,45.567694
"2167427","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","2012046","27627147",296853.97,5045628.74,-73.601767,45.550526
"1064556","Assujetti","Habitation","Ville-Marie","1037579","27618276",298361.07,5039183.16,-73.582381,45.492542
"1425188","Assujetti","Habitation","Ville-Marie","1019220","27618297",300873.33,5043546.79,-73.550274,45.531827
"1851334","Assujetti","Habitation","Ville-Marie","1114550","-",299100.67,5039336.8,-73.57292,45.493931
"2925346","Assujetti","Habitation","Ville-Marie","1114550","27618308",299114.83,5039344.2,-73.572739,45.493998
"1451219","Assujetti","Arrondissement","LaSalle","4037666","27558308",294249.3,5031261.33,-73.634817,45.421208
"1153579","Assujetti","Habitation","Verdun","5013657","27825747",299814.11,5036214.45,-73.56376,45.46584
"1260157","Assujetti","Habitation","Verdun","5013657","27825747",299759.62,5036235.46,-73.564457,45.466029
"1260158","Assujetti","Habitation","Verdun","5013657","27825747",299722.91,5036238.56,-73.564927,45.466056
"1260160","Assujetti","Habitation","Verdun","5013657","27825747",299804.27,5036180.09,-73.563886,45.465531
"1260161","Assujetti","Habitation","Verdun","5013657","27825747",299811.2,5036143.3,-73.563797,45.4652
"1260162","Assujetti","Habitation","Verdun","5013657","27825747",299759.3,5036197.8,-73.564461,45.46569
"1260164","Assujetti","Habitation","Verdun","5013657","27825747",299787.33,5036218.99,-73.564103,45.465881
"1260163","Assujetti","Habitation","Verdun","5013657","27825747",299778.21,5036164.49,-73.564219,45.46539
"1929988","Assujetti","Habitation","LaSalle","5123627","27822666",292795.26,5032360.22,-73.653424,45.431073
"2248517","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3116811","27713931",294224.6,5043673.6,-73.6354,45.532898
"2248718","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3082327","27702682",294304.37,5043643.34,-73.634378,45.532627
"2248775","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3082330","27695877",294230.24,5043701.7,-73.635329,45.533151
"6031150","Assujetti","Habitation","Ville-Marie","1022320","27678064",300612.67,5042522.6,-73.553602,45.522609
"6286015","Assujetti","Grands parcs","Anjou","5161034","24253264",300305.19,5053672.76,-73.557641,45.62294
"6286016","Assujetti","Grands parcs","Anjou","5260730","24253264",300156.75,5054135.73,-73.559548,45.627105
"5703557","Assujetti","Grands parcs","Anjou","5192878","24253262",300565.98,5053972.84,-73.554299,45.625641
"1066080","Assujetti","Habitation","Ville-Marie","5095808","27439734",298573.58,5039389.21,-73.579664,45.494398
"1179845","Assujetti","Arrondissement","Ville-Marie","1036464","27453322",300270.63,5040208.64,-73.557959,45.501785
"1180719","Assujetti","Arrondissement","Ville-Marie","1036614","27453321",300248.44,5040270.46,-73.558244,45.502341
"1180787","Assujetti","Arrondissement","Ville-Marie","1036639","27453323",300249.99,5040366.33,-73.558225,45.503204
"1180992","Assujetti","Arrondissement","Ville-Marie","1000398","27711236",300434.96,5040321.82,-73.555857,45.502804
"1181028","Assujetti","Arrondissement","Ville-Marie","1091276","27453324",300441.24,5040367.4,-73.555777,45.503214
"1181029","Assujetti","Arrondissement","Ville-Marie","1091277","27711236",300456.82,5040356.01,-73.555578,45.503112
"1424155","Assujetti","Arrondissement","Ville-Marie","1119710","28049544",300581.1,5043476.95,-73.554014,45.531196
"1424154","Assujetti","Arrondissement","Ville-Marie","1119710","28049544",300602.04,5043507.96,-73.553746,45.531476
"1424211","Assujetti","Arrondissement","Ville-Marie","1119710","28049544",300618.11,5043534.4,-73.553541,45.531714
"1425257","Assujetti","Arrondissement","Ville-Marie","1119710","28049544",300649.51,5043576.42,-73.553139,45.532092
"1425151","Assujetti","Arrondissement","Ville-Marie","1119710","28049544",300679.82,5043623.6,-73.552752,45.532517
"1425148","Assujetti","Arrondissement","Ville-Marie","1119710","28049544",300643.23,5043645.8,-73.55322,45.532716
"1425146","Assujetti","Arrondissement","Ville-Marie","1119710","28049544",300520.49,5043718.29,-73.554792,45.533368
"1725356","Assujetti","Arrondissement","LaSalle","4043426","27558327",295119.95,5033065.31,-73.623728,45.437453
"1449376","Assujetti","Arrondissement","LaSalle","4133271","27558348",295188.92,5033397.27,-73.622853,45.440441
"1449244","Assujetti","Arrondissement","LaSalle","4043419","27887298",295337.5,5033320.67,-73.620952,45.439754
"1449245","Assujetti","Arrondissement","LaSalle","4043418","27558225",295354.12,5033339.11,-73.62074,45.43992
"1449382","Assujetti","Arrondissement","LaSalle","4043417","27558224",295481.08,5033410.56,-73.619118,45.440565
"1449407","Assujetti","Arrondissement","LaSalle","4043413","27558304",295570.46,5033507.47,-73.617978,45.441438
"1724847","Assujetti","Arrondissement","LaSalle","4038259","27558227",294434.6,5032136.74,-73.632468,45.429088
"2249813","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3078595","27713926",295598.31,5043319.07,-73.617806,45.529728
"2249816","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3078595","27713926",295583.29,5043332.61,-73.617998,45.529849
"2334493","Assujetti","Habitation","Plateau-Mont-Royal","1031367","27695861",297235.88,5042810.34,-73.596833,45.52517
"2335567","Assujetti","Habitation","Plateau-Mont-Royal","1031374","27713929",297147.46,5042867.5,-73.597965,45.525683
"2590264","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3078595","27713926",295602.57,5043318.36,-73.617751,45.529721
"6034617","Assujetti","Habitation","Outremont","3033608","27688255",295781.08,5042994.33,-73.61546,45.526808
"2249346","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3081999","27913677",295077.66,5043333.63,-73.624472,45.529852
"2652421","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3110937","25743674",292991.37,5039816.93,-73.651097,45.498175
"1193790","Assujetti","Habitation","Plateau-Mont-Royal","1034983","25697224",298408.92,5044006.2,-73.581831,45.535942
"1203541","Assujetti","Habitation","Plateau-Mont-Royal","5015411","27667050",298404.35,5042550.43,-73.581871,45.522843
"1203542","Assujetti","Habitation","Plateau-Mont-Royal","1015416","27667048",298448.49,5042521.76,-73.581306,45.522585
"1340332","Assujetti","Habitation","Plateau-Mont-Royal","1000482","27667030",299079.58,5041079.25,-73.57321,45.50961
"1444888","Assujetti","Habitation","Plateau-Mont-Royal","1026025","27712445",298358.94,5043067.66,-73.582459,45.527496
"2003862","Assujetti","Habitation","Plateau-Mont-Royal","1018236","27695881",298239.17,5042177.59,-73.58398,45.519486
"2003865","Assujetti","Habitation","Plateau-Mont-Royal","1014068","27695881",298219.83,5042195.69,-73.584228,45.519649
"1380984","Assujetti","Habitation","Sud-Ouest","1019040","25535687",299456.11,5037649.08,-73.568354,45.478747
"1573179","Assujetti","Habitation","Sud-Ouest","1005862","27691499",297786.3,5036004.85,-73.589689,45.463937
"1573180","Assujetti","Habitation","Sud-Ouest","1009990","27691498",297787.46,5036025.04,-73.589675,45.464118
"1573291","Assujetti","Habitation","Sud-Ouest","1035647","27667069",298436.92,5037492.06,-73.581388,45.477326
"1573541","Assujetti","Habitation","Sud-Ouest","1046449","27667072",297724.42,5036567.11,-73.590489,45.468996
"1851514","Assujetti","Habitation","Sud-Ouest","1127499","27688243",299581.18,5038206.85,-73.56676,45.483767
"1851517","Assujetti","Habitation","Sud-Ouest","5018432","27660841",299689.27,5038063.68,-73.565376,45.482479
"1243265","Assujetti","Habitation","Sud-Ouest","1119701","27667027",297204.28,5035848.27,-73.597129,45.462522
"1380977","Assujetti","Habitation","Sud-Ouest","1019162","25535687",299479.48,5037622.05,-73.568055,45.478504
"2091785","Assujetti","Habitation","Sud-Ouest","1035633","27667069",298455.18,5037517.97,-73.581155,45.477559
"2091790","Assujetti","Habitation","Sud-Ouest","1035631","25679402",298477.35,5037500.72,-73.580871,45.477404
"2091791","Assujetti","Habitation","Sud-Ouest","1035632","27667069",298467.28,5037507.66,-73.581,45.477466
"4140514","Assujetti","Habitation","Sud-Ouest","1102061","27678027",297401.47,5036988.82,-73.594625,45.472787
"4140515","Assujetti","Habitation","Sud-Ouest","1102062","27678027",297428.24,5036976.43,-73.594282,45.472676
"2246657","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3081620","27712450",295313.19,5042865.99,-73.621447,45.525647
"2247284","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3081622","27702677",295303.12,5042855.45,-73.621576,45.525552
"2590440","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","5090857","27713932",295323.37,5042884.91,-73.621317,45.525817
"3604064","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","5157600","27688246",295330.23,5042872.38,-73.621229,45.525705
"3604065","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","5157600","27688246",295319.45,5042879.03,-73.621367,45.525764
"3604066","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","5157602","27688246",295316.22,5042872.59,-73.621408,45.525706
"1064407","Assujetti","Habitation","Ville-Marie","1037680","25535029",298094.55,5039031.25,-73.585789,45.491173
"1065651","Assujetti","Habitation","Ville-Marie","1096705","27666498",298486.73,5039313.9,-73.580775,45.49372
"1066188","Assujetti","Habitation","Ville-Marie","1036949","27666500",298883.61,5039445.69,-73.575699,45.494909
"1179318","Assujetti","Habitation","Ville-Marie","1045045","27667025",299705.96,5039728.19,-73.56518,45.497458
"1179689","Assujetti","Habitation","Ville-Marie","1058564","27666502",300011.99,5040896.35,-73.561275,45.507971
"1179713","Assujetti","Habitation","Ville-Marie","1004400","27638195",300108.88,5039981.67,-73.560027,45.499741
"1179759","Assujetti","Habitation","Ville-Marie","5022807","27666503",300205.49,5040060.62,-73.558791,45.500452
"1180610","Assujetti","Habitation","Ville-Marie","1113971","27666501",300035.17,5041000.4,-73.56098,45.508908
"1180612","Assujetti","Habitation","Ville-Marie","1128501","27666501",300066.25,5040980.76,-73.560582,45.508731
"1180697","Assujetti","Habitation","Ville-Marie","1118821","27695868",300216.9,5041076.62,-73.558655,45.509595
"1180851","Assujetti","Habitation","Ville-Marie","1020763","27678020",300243.84,5040962.81,-73.558309,45.508571
"1180879","Assujetti","Habitation","Ville-Marie","1000422","27667047",300396.34,5040295.15,-73.556351,45.502564
"1180889","Assujetti","Habitation","Ville-Marie","1000411","27666500",300349.08,5040389.56,-73.556957,45.503413
"1181224","Assujetti","Habitation","Ville-Marie","1091421","27650630",300511.43,5040648.29,-73.554882,45.505743
"1181812","Assujetti","Habitation","Ville-Marie","1091075","27691497",300715.61,5041019.65,-73.552272,45.509085
"1284447","Assujetti","Habitation","Ville-Marie","5022809","27666503",300101.62,5039820.38,-73.560118,45.49829
"1284449","Assujetti","Habitation","Ville-Marie","5022809","27666503",300242.51,5039989.15,-73.558317,45.49981
"1338869","Assujetti","Habitation","Ville-Marie","1036952","27667029",298843.28,5039877.07,-73.57622,45.49879
"1338921","Assujetti","Habitation","Ville-Marie","1037667","27850004",298938.96,5040208.91,-73.574999,45.501777
"1338923","Assujetti","Habitation","Ville-Marie","1037665","27667046",298945.58,5040204.32,-73.574915,45.501736
"1338925","Assujetti","Habitation","Ville-Marie","1037663","276670449",298951.96,5040199.92,-73.574833,45.501697
"1340084","Assujetti","Habitation","Ville-Marie","1037544","27678022",299032.49,5040029.64,-73.573801,45.500165
"1340222","Assujetti","Habitation","Ville-Marie","1037516","27667026",299135.18,5039906.98,-73.572485,45.499062
"1341137","Assujetti","Habitation","Ville-Marie","5001906","27667051",298988.74,5039655.98,-73.574356,45.496802
"1423912","Assujetti","Habitation","Ville-Marie","1025464","27667089",300411.69,5043307.16,-73.556182,45.529668
"1423913","Assujetti","Habitation","Ville-Marie","1022747","27667089",300359.71,5043362.1,-73.556848,45.530162
"1423916","Assujetti","Habitation","Ville-Marie","1025466","27667092",300446.24,5043350.37,-73.55574,45.530056
"1424612","Assujetti","Habitation","Ville-Marie","1018358","27678024",300477.73,5043195.03,-73.555335,45.528659
"2870770","Assujetti","Arrondissement","LaSalle","5090184","27558347",295282.64,5030568.85,-73.6216,45.414991
"1234508","Assujetti","Arrondissement","LaSalle","5014302","27558267",295301.28,5030578.38,-73.621362,45.415077
"4991676","Assujetti","Arrondissement","LaSalle","5014302","27558267",295316.06,5030580.84,-73.621173,45.415099
"4991680","Assujetti","Arrondissement","LaSalle","5014302","27558267",295307.27,5030589.44,-73.621286,45.415177
"4991679","Assujetti","Arrondissement","LaSalle","5014302","27558267",295297.25,5030589.84,-73.621414,45.41518
"2514483","Assujetti","Arrondissement","LaSalle","5034825","27558266",295364.18,5030576.35,-73.620558,45.41506
"1234785","Assujetti","Arrondissement","LaSalle","5080394","27558226",295660.2,5030665.42,-73.616778,45.415865
"2020649","Assujetti","Arrondissement","LaSalle","5080394","27558226",295661.17,5030654.2,-73.616765,45.415764
"3361551","Assujetti","Habitation","Plateau-Mont-Royal","5125313","27439738",299806.14,5044184.85,-73.563943,45.537561
"3361552","Assujetti","Habitation","Plateau-Mont-Royal","1023800","27439738",299762.81,5044211.38,-73.564498,45.5378
"3360765","Assujetti","Habitation","Plateau-Mont-Royal","5125313","27439738",299794.29,5044191.74,-73.564095,45.537623
"3360766","Assujetti","Habitation","Plateau-Mont-Royal","5125313","27439738",299780.89,5044199.64,-73.564267,45.537694
"3795035","Assujetti","Habitation","Rosemont - La Petite-Patrie","3114669","27439765",297649.57,5044119.79,-73.591556,45.536957
"1179826","Assujetti","Habitation","Ville-Marie","1000196","27439744",300331.76,5040082.12,-73.557176,45.500647
"1340528","Assujetti","Habitation","Ville-Marie","1119249","27439731",299330.4,5040907.13,-73.569998,45.508063
"2216562","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","2009678","27439742",297146.39,5047362.61,-73.598049,45.566132
"2216563","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","2009676","27439742",297160.26,5047344.99,-73.597871,45.565973
"1243837","Assujetti","Habitation","Sud-Ouest","1006260","27482270",297410.81,5035825.02,-73.594488,45.462315
"1243838","Assujetti","Habitation","Sud-Ouest","1006260","27482270",297433.99,5035824.17,-73.594192,45.462307
"1243839","Assujetti","Habitation","Sud-Ouest","1006260","27482270",297460.23,5035823,-73.593856,45.462297
"1243841","Assujetti","Habitation","Sud-Ouest","1006260","27482270",297490.4,5035821.65,-73.59347,45.462285
"1243842","Assujetti","Habitation","Sud-Ouest","1006260","27482270",297517.27,5035820.47,-73.593127,45.462275
"1243890","Assujetti","Habitation","Sud-Ouest","1006260","27482270",297495.59,5035922.24,-73.593405,45.46319
"1243891","Assujetti","Habitation","Sud-Ouest","1006260","27482270",297525.66,5035921.51,-73.593021,45.463184
"1243892","Assujetti","Habitation","Sud-Ouest","1006260","27482270",297501.56,5035907.65,-73.593329,45.463059
"1243896","Assujetti","Habitation","Sud-Ouest","1006260","27482270",297473.34,5035893.41,-73.593689,45.462931
"1243897","Assujetti","Habitation","Sud-Ouest","1006260","27482270",297500.44,5035893.04,-73.593343,45.462928
"1243898","Assujetti","Habitation","Sud-Ouest","1006260","27482270",297523.47,5035892.02,-73.593048,45.462919
"1567215","Assujetti","Habitation","Ville-Marie","1034291","27439736",300149.74,5042977.57,-73.559532,45.5267
"1567695","Assujetti","Habitation","Ville-Marie","1022020","27439751",300630.72,5042315.81,-73.553369,45.520748
"1573174","Assujetti","Habitation","Sud-Ouest","1005840","27482269",297534.73,5036027.38,-73.592906,45.464137
"1573596","Assujetti","Habitation","Sud-Ouest","1005842","27558223",297561.09,5036018.12,-73.592569,45.464054
"1573599","Assujetti","Habitation","Sud-Ouest","5085503","27482279",297471.37,5036050.78,-73.593717,45.464347
"2135187","Assujetti","Habitation","Lachine","5056008","27482268",291575.99,5032718.95,-73.669016,45.434279
"2135191","Assujetti","Habitation","Lachine","5055988","27482281",291574.65,5032816.39,-73.669036,45.435155
"4140918","Assujetti","Habitation","Sud-Ouest","1045633","27610931",297856.11,5037436.57,-73.588817,45.476821
"1382544","Assujetti","Habitation","Sud-Ouest","1004648","27600993",300226.92,5038069.86,-73.558498,45.482539
"1154270","Assujetti","Habitation","Verdun","1044365","27580836",299680.81,5036118.13,-73.565464,45.464972
"1567355","Assujetti","Habitation","Ville-Marie","1034210","27580797",300321.36,5042805.61,-73.557334,45.525154
"1064588","Assujetti","Habitation","Ville-Marie","1037488","27637528",298435,5039005.6,-73.581433,45.490945
"2249895","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3016090","27580832",295318.8,5044049.97,-73.621398,45.536301
"2649234","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3005748","27618326",294016.55,5039901.65,-73.637981,45.498954
"2649154","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3042781","27618320",294115.9,5040058.62,-73.636713,45.500368
"2649172","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3042791","27618310",293941.95,5039844.95,-73.638934,45.498442
"2649232","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3005752","27635146",294060.39,5039971.06,-73.637422,45.499579
"4141027","Assujetti","Habitation","Sud-Ouest","1035756","27618325",297987.37,5037737.92,-73.587142,45.479534
"1938659","Assujetti","Habitation","Sud-Ouest","1011732","27618392",297675.36,5034680.6,-73.591089,45.452019
"2160709","Assujetti","Habitation","Ville-Marie","1020804","27439752",299969.58,5041222.62,-73.561821,45.510907
"2316922","Assujetti","Habitation","Ville-Marie","1034554","27439737",300153.78,5043017.54,-73.559481,45.52706
"2316931","Assujetti","Habitation","Ville-Marie","1035388","27439753",299815.93,5043024.56,-73.563806,45.52712
"2317368","Assujetti","Habitation","Ville-Marie","1034554","27439737",300141.09,5043025.94,-73.559643,45.527135
"2357100","Assujetti","Habitation","Sud-Ouest","1005842","27558223",297562.57,5036034.57,-73.592551,45.464202
"2357101","Assujetti","Habitation","Sud-Ouest","1005842","27558223",297562.24,5036029.54,-73.592555,45.464157
"2357102","Assujetti","Habitation","Sud-Ouest","1005842","27558223",297568.36,5036017.7,-73.592476,45.46405
"2357103","Assujetti","Habitation","Sud-Ouest","1005842","27558223",297554.16,5036018.61,-73.592658,45.464058
"2648672","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3040005","27439764",292694.17,5039826.64,-73.6549,45.498257
"2648673","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3040003","27439764",292682.74,5039836.71,-73.655046,45.498348
"2648674","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3040001","27469768",292667.11,5039852.67,-73.655247,45.498491
