Identifiant_unique;Nom_ministere_organisme;Nombre_sites;Nom_site;Adresse;Description_localisation;Longitude;Latitude;Probabilite_contamination;Activite_site;Eaux_souterraines_contaminants;Eaux_surface_contaminants;Sols_contaminants;Sediments_contaminants;Cote_classification_risques_exp;Cote_planif_intervention_exp;Etat_caract;Etat_rehab;Etat_post_rehab;Etat_avancement_global;Niveau_avancement;Annee_rehabilitation;Couts_encourus_caract;Couts_encourus_rehab;Couts_encourus_post_rehab;Couts_encourus_total_cumul;URL 
4700-2010-002;Centre intégré de santé et de services sociaux de l'Outaouais;1;Hôpital de Maniwaki lot 3 905 140 et Épicerie Métro lot 2 983 600, Site entre l'hôpital Maniwaki et l'épicerie Métro lot 2 983 604;309 Boulevard Desjardins, Maniwaki J9E2E7;-;-75,97862761;46,39100661;Certaine;"Établissement de santé;Commerciale";"Hydrocarbures aromatiques polycycliques; Paramètres intégrateurs (HP C10 - C50)";Non appréhendée;"Hydrocarbures aromatiques polycycliques; Paramètres intégrateurs (HP C10 - C50)";Non appréhendée;Classification non requise;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;En cours;Na pas commencé;Réhabilitation;En cours;À venir;0;250873;0;3989052;https://sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=767233&cisss
4800-2010-001;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;1;Hôpital de Val D'Or, terrain du bloc C;725 6e Rue, Val-d'Or J9P3Y1;-;-77,79683298;48,096081;Certaine;Établissement de santé;Investigation à venir;Non appréhendée;Autre;Investigation à venir;Réhabilitation jugée peu prioritaire;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir;0;0;0;0;https://sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=767234&cisss
4900-2010-001;Centre intégré de santé et de services sociaux de la Côte-Nord;1;Foyer du Havre-Saint-Pierre ;933 Rue Boréale, Havre-Saint-Pierre G0G1P0;Numéro matricule 6867-41-5035-0-000-0000 Numéro d'unité de voisinage 5204;-63,60772027;50,23800943;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir;0;0;0;21000;https://www.cisss-cotenord.gouv.qc.ca/
4950-2023-001;Centre intégré de santé et de services sociaux de la Montérégie-Centre;1;Pavillon Jean Marc Lepage;3141 Taschereau, Greenfield Park, Qc, J4V 2H2;-;-73,48391;45,49779;Certaine;Établissement de santé;Non appréhendée;Non appréhendée;"Hydrocarbures aromatiques monocycliques;Autre;Hydrocarbures aromatiques polycycliques;Métaux et métalloïdes;Hydrocarbures aliphatiques chlorés";Non appréhendée;Réhabilitation jugée moyennement prioritaire;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir;52141;0;0;52141;https://www.santemonteregie.qc.ca/centre/nous-joindre/demande-dacces-linformation
4951-2010-001;Centre intégré de santé et de services sociaux de la Montérégie-Est;1;Centre d'hébergement Élisabeth-Lafrance;151 Rue George, Sorel-Tracy, J3P1C8;-;-73,10881637;46,04632627;Probable;Établissement de santé;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir;0;0;0;0;https://www.santemonteregie.qc.ca/est/salle-de-presse/acces-linformation
4952-2012-001;Centre intégré universitaire de santé et de services sociaux de l'Estrie  Centre hospitalier universitaire de Sherbrooke;1;CRDI-TSA de Brigham;278 Avenue des Érables, Brigham J2K4C9;-;-72,84544436;45,24725328;Certaine;Établissement de santé;Respect des critères;Non appréhendée;"Paramètres intégrateurs (HP C10 - C50);Hydrocarbures aromatiques polycycliques;Hydrocarbures aromatiques monocycliques";Non appréhendée;Réhabilitation jugée moyennement prioritaire;Délai recommandé de moins de 5 ans pour commencer l'intervention en réhabilitation;Terminé;Na pas commencé;Na pas commencé;Réhabilitation;Terminé;À venir;0;0;0;0;https://sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=767210&cisss
4952-2013-003;Centre intégré de santé et de services sociaux de la Montérégie-Ouest;1;Terrain de la résidence à assistance continue Moffat;1271 Rue Henriette-Feller, Saint-Blaise-sur-Richelieu J0J1W0;-;-73,3048085;45,22135255;Probable;"Établissement de santé;Résidentielle";Investigation à venir;Non appréhendée;Paramètres intégrateurs (HP C10 - C50);Non appréhendée;Classification selon les risques à venir;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Terminé;À venir;0;0;0;8258;https://sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=767250&cisss
5004-2010-001;Université du Québec à Rimouski;1;Station Aquicole de Pointe-au-Père;981 Rue Marconi, Rimouski G5M1L7;-;-68,46799947;48,51428897;Certaine;Établissement d'enseignement supérieur;Paramètres intégrateurs (HP C10 - C50);Hydrocarbures aromatiques monocycliques;Paramètres intégrateurs (HP C10 - C50);Non appréhendée;Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Terminé;Terminé;En cours;Suivi post-réhabilitation;En cours;En suivi post-réhabilitation;0;0;0;131326;https://www.uqar.ca/a-propos/nous-joindre/communiquez-avec-nous
5010-2010-001;École de technologie supérieure;1;Résidence phase 4;355 rue de la Montagne, Montréal, H3C 0L7;-;-73,56307167;45,4924131;Certaine;Résidentielle;Autre;Autre;"Hydrocarbures aromatiques polycycliques; Autres composés inorganiques";Autre;Réhabilitation jugée non prioritaire;Priorisation non requise de l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Non applicable;Caractérisation;Na pas commencé;À venir;0;0;0;1372000;https://www.etsmtl.ca/ets/nous-joindre/coordonnes-heures-ouverture
5010-2010-002;École de technologie supérieure;5;Ancienne Brasserie Okeefe (quadrilatère des rues Notre-Dame Ouest, Peel , Williams, de l'Insepecteur, Montfort);-;Le point 990 sur la carte est au centre du site de l'ancienne brasserie Dow, qui comprend 5 sites contaminés (400 rue Montfort, 1000 rue Notre-Dame Ouest, 355 rue Peel, 984 rue Notre-Dame Ouest et 990 rue Notre-Dame Ouest) situés sur une distance de 118 m de large par 156 m de haut par rapport au point, à l'intersection des rues Peel et Notre-Dame Ouest (coin sud-est) à Montréal.;-73,56186307;45,49561228;Certaine;Autre;Autre;Autre;"Métaux et métalloïdes; Autre; Paramètres intégrateurs (HP C10 - C50); Hydrocarbures aromatiques polycycliques";Autre;Classification selon les risques à venir;Délai recommandé de moins de 5 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir;0;0;0;775000;https://www.etsmtl.ca/ets/nous-joindre/coordonnes-heures-ouverture
5010-2014-004;École de technologie supérieure;1;Planétarium;1000 rue Saint-Jacques, Montréal, H3C 1G7;-;-73,56407162;45,49616966;Site réhabilité;Établissement scolaire;Autre;Autre;Autres composés inorganiques;Autre;Réhabilitation jugée non prioritaire;Priorisation non requise de l'intervention en réhabilitation;Terminé;Terminé;Non applicable;Site réhabilité;Site réhabilité;2021-2022;0;0;0;227660;https://www.etsmtl.ca/ets/nous-joindre/coordonnes-heures-ouverture
5010-2016-001B;École de technologie supérieure;1;Pavillon A;1100 rue Notre-Dame Ouest, Montréal, H3C1K3;-;-73,56260284;45,49452127;Certaine;Établissement scolaire;Autre;Autre;"Métaux et métalloïdes; Hydrocarbures aromatiques polycycliques; Paramètres intégrateurs (HP C10 - C50)";Autre;Réhabilitation jugée moyennement prioritaire;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;En cours;Non applicable;Caractérisation;Terminé;À venir;0;64241;0;376994;https://www.etsmtl.ca/ets/nous-joindre/coordonnes-heures-ouverture
5010-2016-002;École de technologie supérieure;1;Résidence phase 1 et 2;311 rue Peel, Montréal, H3C3R9;-;-73,56035445;45,49453919;Certaine;Résidentielle;"Paramètres intégrateurs (HP C10 - C50); Métaux et métalloïdes";Autre;"Métaux et métalloïdes; Paramètres intégrateurs (HP C10 - C50); Hydrocarbures aromatiques polycycliques; Autres composés inorganiques";Autre;Réhabilitation jugée non prioritaire;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Non applicable;Caractérisation;Na pas commencé;À venir;0;0;0;0;https://www.etsmtl.ca/ets/nous-joindre/coordonnes-heures-ouverture
5104-2010-001;Cégep André-Laurendeau;1;ÉDIFICE PRINCIPAL;1111 Rue Lapierre, Montréal H8N2J4;-;-73,60713546;45,43668357;Certaine;Établissement d'enseignement supérieur;Non appréhendée;Non appréhendée;"Métaux et métalloïdes; Hydrocarbures aromatiques polycycliques; Hydrocarbures aromatiques monocycliques; Paramètres intégrateurs (HP C10 - C50)";Non appréhendée;Réhabilitation jugée moyennement prioritaire;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;En cours;Na pas commencé;Réhabilitation;En cours;À venir;0;0;0;94000;https://claurendeau.qc.ca/contact
5107-2010-001;Cégep de Bois-de-Boulogne;1;Puits de l'ascenseur ASC3 - Aile Y - Pavillon Ignace-Bourget;10500 Avenue du Bois-de-Boulogne, Montréal H4N1L4;-;-73,6739899;45,53639426;Certaine;Établissement d'enseignement supérieur;Respect des critères;Non appréhendée;Paramètres intégrateurs (HP C10 - C50);Non appréhendée;Réhabilitation jugée non prioritaire;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Na pas commencé;Réhabilitation;Na pas commencé;À venir;0;0;0;30100;https://www.bdeb.qc.ca/nous-joindre/
5108-2011-001;Cégep régional Champlain;1;CENTRE ADMINISTRATIF;1301 Boulevard de Portland, Sherbrooke J1J1S2;-;-71,90883904;45,4039389;Probable;Établissement scolaire;Respect des critères;Respect des critères;Respect des critères;Respect des critères;Classification non requise;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir;0;0;0;20000;https://www.crc-sher.qc.ca/fr/nous-contacter/
5108-2011-002;Cégep régional Champlain;1;Champlain Reg. College - St-Lambert-Stationnement;900 Rue Riverside, Saint-Lambert J4P3P2;-;-73,52038983;45,51635045;Certaine;Établissement scolaire;Respect des critères;Respect des critères;Paramètres intégrateurs (HP C10 - C50);Respect des critères;Réhabilitation jugée non prioritaire;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Na pas commencé;Réhabilitation;Na pas commencé;À venir;0;0;0;45000;https://www.crc-sher.qc.ca/fr/nous-contacter/
5109-2010-001;Cégep de Chicoutimi;1;Coulée de Val-Lomberette - Secteur A et Secteur B;534 Rue Jacques-Cartier Est, Saguenay G7H1Z6;-;-71,05215659;48,42314869;Certaine;Établissement scolaire;Non appréhendée;Non appréhendée;"Hydrocarbures aromatiques polycycliques; Paramètres intégrateurs (HP C10 - C50)";Non appréhendée;Réhabilitation jugée peu prioritaire;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Non applicable;Caractérisation;En cours;À venir;30244;0;0;99421;https://cchic.ca/nous-joindre/
5109-2010-003;Cégep de Chicoutimi;1;Centre québécois formation aéronautique-ATELIER DE RÉPARATION ET D'ENTRETIEN;1 Rue de l'Aéroport, Saint-Honoré G0V1L0;-;-71,05808393;48,52606069;Certaine;Établissement scolaire;Hydrocarbures aromatiques monocycliques;Non appréhendée;Hydrocarbures aromatiques monocycliques;Non appréhendée;Classification selon les risques à venir;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Non applicable;Caractérisation;En cours;À venir;0;0;0;74373;https://cchic.ca/nous-joindre/
5110-2010-001;Collège Dawson;1;DAWSON COLLEGE;3040 Rue Sherbrooke Ouest, Montréal H3Z1A4;-;-73,58739351;45,49034938;Certaine;Établissement scolaire;Non appréhendée;Métaux et métalloïdes;"Hydrocarbures aromatiques polycycliques; Paramètres intégrateurs (HP C10 - C50); Métaux et métalloïdes";Non appréhendée;Classification non requise;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir;0;0;0;696317;https://www.dawsoncollege.qc.ca/about-dawson/contact-us
5110-2010-002;Collège Dawson;1;DAWSON GARDERIE - DAYCARE;-;Le site visé se retrouve au coin de l'avenue Wood, et le boulevard De Maisonneuve;-73,58852753;45,48782376;Certaine;Établissement scolaire;Non appréhendée;Métaux et métalloïdes;"Hydrocarbures aromatiques polycycliques; Paramètres intégrateurs (HP C10 - C50); Métaux et métalloïdes";Non appréhendée;Classification non requise;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir;0;0;0;638000;https://www.dawsoncollege.qc.ca/about-dawson/contact-us
5122-2011-002;Cégep de Saint-Jérôme;1;CÉGEP DE SAINT-JÉRÔME;210/216 rue Georges Thurston et 303 Parent;-;-74,00028415;45,77760069;Certaine;Établissement scolaire;Non appréhendée;Non appréhendée;Autre;Respect des critères;Classification selon les risques à venir;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir;0;0;0;6000;https://www.cstj.qc.ca/nous-joindre/
5124-2010-003;Cégep de Jonquière;1;PAVILLON GÉRARD-ARGUIN;2505 Rue Saint-Hubert, Saguenay G7X7W2;-;-71,24837774;48,40609503;Certaine;Établissement scolaire;Respect des critères;Respect des critères;Autre;Respect des critères;Réhabilitation jugée non prioritaire;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Non applicable;Réhabilitation;Na pas commencé;À venir;0;0;0;91000;https://www.cegepjonquiere.ca/nous-joindre.html
5124-2010-004;Cégep de Jonquière;1;PAVILLON LIONEL-GAUDREAU;3710 Rue Panet, Saguenay G7X3W1;-;-71,24027454;48,40330547;Certaine;Établissement scolaire;Respect des critères;Respect des critères;Hydrocarbures aromatiques polycycliques;Respect des critères;Réhabilitation jugée non prioritaire;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Non applicable;Réhabilitation;Na pas commencé;À venir;0;0;0;31398;https://www.cegepjonquiere.ca/nous-joindre.html
