VELO_EXP,WKT 
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 279320.95860000 5043075.89950000, 279319.99630000 5043077.68710000, 279319.42060000 5043078.29510000, 279318.63290000 5043078.78760000, 279317.84910000 5043079.08180000, 279317.07590000 5043079.23320000, 279316.09470000 5043079.07090000, 279314.81440000 5043078.77580000, 279313.73640000 5043078.28620000, 279312.55780000 5043077.66740000, 279311.36540000 5043076.93730000, 279310.20830000 5043076.03330000, 279306.55020000 5043072.72200000, 279304.97280000 5043071.38890000, 279303.32900000 5043070.20530000, 279299.69150000 5043067.67880000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 279299.69150000 5043067.67880000, 279294.35120000 5043065.70930000, 279290.51810000 5043064.42700000, 279276.13140000 5043060.41210000, 279266.92650000 5043058.01450000, 279261.30170000 5043056.52430000, 279255.36640000 5043055.16080000, 279247.93110000 5043053.44800000, 279238.34670000 5043051.53340000, 279232.23650000 5043050.58720000, 279221.48190000 5043048.96720000, 279215.06010000 5043048.24780000, 279205.01230000 5043047.34780000, 279196.51300000 5043046.71750000, 279190.34530000 5043046.53240000, 279184.02000000 5043046.29120000, 279178.83090000 5043046.40040000, 279166.18820000 5043046.59560000, 279154.88620000 5043046.96550000, 279143.05980000 5043047.54670000, 279114.31360000 5043049.04440000, 279098.06760000 5043049.98350000, 279083.49750000 5043050.75470000, 279068.92730000 5043051.52580000, 279050.81530000 5043052.61870000, 279030.10880000 5043053.76630000, 279017.26530000 5043054.47620000, 279001.81290000 5043055.43110000, 278974.55690000 5043056.96810000, 278942.85860000 5043058.86210000, 278919.49240000 5043060.14780000, 278892.63510000 5043061.86210000, 278872.64790000 5043063.03450000, 278854.13050000 5043064.81800000, 278843.17230000 5043066.32940000, 278835.25360000 5043067.66360000, 278829.32740000 5043068.70790000, 278826.21060000 5043069.34510000, 278823.62650000 5043069.94520000, 278813.77810000 5043072.37400000, 278805.32600000 5043074.76890000, 278802.35360000 5043075.73700000, 278792.27920000 5043079.34910000, 278785.67330000 5043081.84340000, 278779.83950000 5043084.26930000, 278773.75390000 5043086.90150000, 278757.36710000 5043094.98300000, 278746.79950000 5043100.93640000, 278744.65600000 5043102.17590000, 278742.30150000 5043103.69400000, 278720.94310000 5043118.56860000, 278719.88290000 5043119.29580000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 278719.88290000 5043119.29580000, 278712.94620000 5043124.05370000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 279305.17980000 5043056.61050000, 279313.48510000 5043059.46840000, 279314.52170000 5043059.81160000, 279315.75020000 5043059.91520000, 279316.75970000 5043059.84780000, 279317.89830000 5043059.67970000, 279319.14550000 5043059.24380000, 279321.38080000 5043058.30350000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 284394.32170000 5047252.86400000, 284397.44850000 5047248.74140000, 284411.48930000 5047231.08770000, 284418.19080000 5047222.72510000, 284426.78240000 5047212.07250000, 284436.88400000 5047199.57060000, 284445.08420000 5047189.37030000, 284453.38540000 5047179.06890000, 284457.28150000 5047174.17370000, 284478.60160000 5047147.87390000, 284500.58400000 5047120.67060000, 284517.48360000 5047099.67100000, 284557.38400000 5047050.37060000, 284595.17730000 5047003.27890000, 284597.57100000 5047000.48640000, 284613.17090000 5046981.41320000, 284623.68830000 5046968.46540000, 284632.87370000 5046956.57620000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 284663.09240000 5046959.30330000, 284650.27790000 5046974.98150000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 284632.87370000 5046956.57620000, 284644.99260000 5046939.99560000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 283816.18930000 5048026.68290000, 283823.64060000 5048015.21600000, 283827.94640000 5048008.16240000, 283844.87800000 5047981.02810000, 283869.47680000 5047940.73300000, 283886.83820000 5047912.49490000, 283891.04730000 5047905.71070000, 283894.77280000 5047899.97540000, 283901.34400000 5047890.16800000, 283903.76460000 5047886.85480000, 283926.32700000 5047857.22420000, 283939.44000000 5047840.44030000, 283957.41710000 5047817.21590000, 283967.62720000 5047804.04000000, 283972.99780000 5047796.73620000, 283975.39570000 5047793.23730000, 283978.92230000 5047788.18620000, 283981.76810000 5047784.11400000, 283985.17260000 5047779.21930000, 283990.89510000 5047770.17580000, 283993.83210000 5047766.84640000, 283996.54750000 5047764.01550000, 283998.76290000 5047761.71710000, 284007.86370000 5047751.78750000, 284014.88280000 5047744.09280000, 284038.35920000 5047713.07760000, 284070.07140000 5047672.38030000, 284094.30840000 5047641.03610000, 284112.45480000 5047617.27250000, 284128.69370000 5047595.62810000, 284147.96900000 5047570.31220000, 284170.23340000 5047541.70770000, 284182.41450000 5047526.54620000, 284186.65140000 5047520.37110000, 284192.08730000 5047512.44670000, 284198.68940000 5047501.74020000, 284199.81820000 5047500.18780000, 284200.92920000 5047498.87340000, 284206.69070000 5047493.21790000, 284216.81940000 5047482.83240000, 284220.29710000 5047478.91820000, 284239.22220000 5047454.58780000, 284259.86900000 5047428.16110000, 284282.09430000 5047398.85440000, 284285.09160000 5047394.48100000, 284286.86230000 5047391.24760000, 284290.94120000 5047383.01860000, 284292.25090000 5047381.02000000, 284293.86840000 5047378.84210000, 284297.12470000 5047375.42640000, 284300.42170000 5047371.95850000, 284303.80110000 5047368.14860000, 284307.09360000 5047363.85830000, 284321.13690000 5047346.08890000, 284336.54670000 5047326.90250000, 284351.22340000 5047308.65430000, 284368.60580000 5047286.72820000, 284383.67270000 5047266.93320000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 284404.43770000 5047284.03440000, 284402.83280000 5047285.70170000, 284401.54560000 5047286.96240000, 284397.14560000 5047290.27360000, 284395.14390000 5047291.93300000, 284393.17650000 5047293.87100000, 284391.40750000 5047295.81300000, 284389.44990000 5047298.06090000, 284378.87090000 5047312.76180000, 284369.99050000 5047325.86860000, 284357.34040000 5047343.73600000, 284342.91540000 5047364.64870000, 284336.18820000 5047373.84560000, 284334.63810000 5047375.75890000, 284332.78500000 5047377.93730000, 284330.88410000 5047379.72580000, 284323.98590000 5047385.71870000, 284322.06050000 5047387.53840000, 284320.35110000 5047389.27510000, 284304.97320000 5047408.18430000, 284297.29510000 5047417.49620000, 284280.94960000 5047439.57780000, 284260.53250000 5047466.03290000, 284241.28130000 5047490.93110000, 284222.70460000 5047514.64380000, 284203.26180000 5047539.59380000, 284192.84900000 5047553.11500000, 284182.60330000 5047566.61580000, 284164.31970000 5047589.95320000, 284146.57170000 5047613.50760000, 284131.75000000 5047634.41240000, 284118.19390000 5047652.73040000, 284116.69750000 5047654.12990000, 284114.75550000 5047655.58410000, 284112.92110000 5047657.22310000, 284104.24790000 5047667.87300000, 284089.63430000 5047687.47990000, 284067.83820000 5047715.82900000, 284051.18870000 5047736.81700000, 284034.44940000 5047759.14490000, 284032.10270000 5047762.59970000, 284024.23790000 5047774.53580000, 284022.67020000 5047776.73570000, 284021.07120000 5047778.91130000, 284017.71690000 5047783.14010000, 284014.41920000 5047786.90960000, 284010.76880000 5047791.25960000, 284002.07130000 5047801.94080000, 283956.28370000 5047859.64370000, 283943.69320000 5047875.69420000, 283932.70580000 5047889.54230000, 283930.79270000 5047892.05940000, 283928.93500000 5047894.58380000, 283926.18380000 5047898.42770000, 283921.58440000 5047905.27140000, 283918.87430000 5047909.28650000, 283913.77020000 5047916.37910000, 283912.46440000 5047918.17930000, 283911.07860000 5047920.01770000, 283905.91120000 5047928.82340000, 283897.53320000 5047943.02780000, 283890.93010000 5047954.18690000, 283883.50300000 5047966.46500000, 283876.00940000 5047978.89260000, 283869.96080000 5047989.00760000, 283863.45880000 5047999.61110000, 283858.45490000 5048007.93680000, 283851.06340000 5048020.00330000, 283843.63880000 5048032.57320000, 283836.31390000 5048044.44540000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 284383.67270000 5047266.93320000, 284394.32210000 5047252.86340000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 284416.65030000 5047268.29320000, 284404.43770000 5047284.03440000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 276310.00000000 5045504.40000000, 276331.50000000 5045516.10000000, 276389.60000000 5045547.60000000, 276415.10000000 5045561.50000000, 276417.90000000 5045563.10000000, 276420.40000000 5045564.50000000, 276423.10000000 5045566.00000000, 276425.20000000 5045567.20000000, 276429.10000000 5045569.40000000, 276432.50000000 5045571.30000000, 276436.80000000 5045574.00000000, 276440.20000000 5045576.10000000, 276443.00000000 5045578.00000000, 276445.80000000 5045580.10000000, 276448.50000000 5045582.10000000, 276451.50000000 5045584.40000000, 276454.20000000 5045586.60000000, 276457.40000000 5045589.20000000, 276460.90000000 5045592.10000000, 276467.90000000 5045597.80000000, 276472.90000000 5045601.80000000, 276478.80000000 5045606.40000000, 276485.70000000 5045611.50000000, 276490.10000000 5045614.70000000, 276494.80000000 5045618.10000000, 276495.60000000 5045618.60000000, 276500.00000000 5045621.50000000, 276511.40000000 5045629.10000000, 276512.20000000 5045629.60000000, 276516.60000000 5045632.30000000, 276518.50000000 5045633.40000000, 276520.90000000 5045634.80000000, 276527.20000000 5045638.40000000, 276529.80000000 5045639.80000000, 276532.40000000 5045641.20000000, 276536.90000000 5045643.80000000, 276556.70000000 5045655.20000000, 276574.30000000 5045665.10000000, 276584.30000000 5045670.50000000, 276612.30000000 5045686.00000000, 276663.40000000 5045713.10000000, 276670.45430000 5045717.00920000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 276673.79440000 5045726.51920000, 276667.04520000 5045722.90060000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 276670.45430000 5045717.00920000, 276678.06690000 5045721.22790000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 286675.55820000 5044106.87340000, 286678.00590000 5044102.88230000, 286698.59300000 5044069.70000000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 286704.82320000 5044134.56610000, 286701.40590000 5044140.58230000, 286700.20590000 5044142.18230000, 286688.60590000 5044159.18230000, 286677.80590000 5044174.58230000, 286673.80590000 5044180.98230000, 286668.90590000 5044188.98230000, 286660.70590000 5044201.98230000, 286658.00590000 5044206.28230000, 286626.40590000 5044256.38230000, 286622.40010000 5044262.44780000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 283728.50440000 5045405.79210000, 283757.64450000 5045418.23480000, 283786.94020000 5045430.58500000, 283808.90000000 5045439.90000000, 283823.96120000 5045446.51000000, 283856.40000000 5045460.10000000, 283882.28610000 5045471.17780000, 283937.81590000 5045494.44780000, 283963.26160000 5045504.96400000, 283986.14640000 5045514.38640000, 284021.32590000 5045528.89820000, 284061.29200000 5045545.33170000, 284067.48810000 5045547.93250000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 284263.87960000 5045626.65560000, 284266.19610000 5045627.87360000, 284287.56470000 5045639.10890000, 284304.10000000 5045647.60000000, 284323.49240000 5045658.40680000, 284350.41370000 5045675.37890000, 284369.89580000 5045688.04230000, 284383.45780000 5045697.55490000, 284423.74250000 5045725.71570000, 284441.58650000 5045738.37850000, 284447.93580000 5045742.49970000, 284451.79630000 5045744.00490000, 284453.90730000 5045744.31120000, 284456.05360000 5045743.94490000, 284456.64880000 5045743.83030000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 275654.99670000 5046193.05680000, 275651.00000000 5046195.20000000, 275639.70000000 5046199.80000000, 275637.50000000 5046200.70000000, 275626.20000000 5046205.30000000, 275619.90000000 5046207.90000000, 275619.20000000 5046208.20000000, 275606.40000000 5046216.00000000, 275590.10000000 5046223.00000000, 275583.12120000 5046225.07920000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 275896.80000000 5045992.10000000, 275890.80000000 5046000.00000000, 275872.40000000 5046025.10000000, 275866.80000000 5046032.70000000, 275863.90000000 5046036.60000000, 275859.20000000 5046042.90000000, 275855.20000000 5046048.30000000, 275852.80000000 5046051.60000000, 275841.50000000 5046064.80000000, 275840.30000000 5046066.20000000, 275836.00000000 5046071.20000000, 275832.70000000 5046074.90000000, 275829.80000000 5046078.20000000, 275826.40000000 5046081.90000000, 275824.30000000 5046084.00000000, 275823.70000000 5046084.80000000, 275815.60000000 5046092.80000000, 275804.90000000 5046102.90000000, 275802.80000000 5046104.70000000, 275801.50000000 5046105.80000000, 275794.89010000 5046111.19550000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 286622.40010000 5044262.44780000, 286591.20590000 5044309.68230000, 286566.80590000 5044346.48230000, 286556.90590000 5044360.98230000, 286536.83680000 5044385.84660000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 283532.58460000 5048285.51820000, 283473.48190000 5048325.69990000, 283423.81990000 5048360.89260000, 283393.55570000 5048382.33900000, 283376.01130000 5048394.77170000, 283363.12120000 5048403.89980000, 283350.82470000 5048412.03540000, 283340.63120000 5048418.11410000, 283325.25150000 5048426.47840000, 283310.61200000 5048434.35870000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 285193.34250000 5046269.49060000, 285173.42460000 5046295.52140000, 285155.72280000 5046318.87700000, 285137.12520000 5046343.37920000, 285123.67660000 5046361.07600000, 285116.08330000 5046372.72890000, 285109.60500000 5046382.52500000, 285105.21900000 5046389.21310000, 285100.62460000 5046395.73840000, 285096.30710000 5046401.64070000, 285092.06290000 5046407.18040000, 285084.92980000 5046416.63280000, 285074.91180000 5046429.45510000, 285063.95390000 5046443.64170000, 285058.80550000 5046450.39720000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 290105.81310000 5052937.23630000, 290118.11630000 5052920.90900000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 290394.52130000 5052650.43760000, 290379.77650000 5052672.17870000, 290293.24900000 5052781.69920000, 290288.07430000 5052788.40710000, 290283.09130000 5052794.73170000, 290278.68330000 5052799.52310000, 290273.89190000 5052804.69770000, 290268.52560000 5052809.48910000, 290261.62600000 5052816.00530000, 290253.38480000 5052823.28820000, 290243.61050000 5052831.33760000, 290233.06950000 5052839.57880000, 290219.27040000 5052847.82000000, 290205.85460000 5052855.48610000, 290196.68410000 5052861.05940000, 290184.40740000 5052868.25600000, 290179.11570000 5052872.06610000, 290173.82400000 5052876.51110000, 290170.01400000 5052881.16770000, 290166.62740000 5052885.82440000, 290131.72710000 5052930.81640000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 290131.72710000 5052930.81640000, 290118.84140000 5052947.42810000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 290118.11630000 5052920.90900000, 290157.31400000 5052868.89110000, 290162.39400000 5052862.96440000, 290167.68570000 5052857.67270000, 290173.82400000 5052852.59270000, 290180.17410000 5052848.35930000, 290188.21740000 5052843.70270000, 290210.20000000 5052831.70000000, 290220.22870000 5052826.16300000, 290225.78670000 5052822.52160000, 290231.15300000 5052818.30520000, 290238.62750000 5052812.93890000, 290245.71870000 5052806.61430000, 290253.00150000 5052799.71470000, 290259.13450000 5052793.96510000, 290265.65080000 5052787.44890000, 290360.61300000 5052657.73040000, 290375.40370000 5052640.20050000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 290044.75790000 5053018.75280000, 290105.81310000 5052937.23630000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 290118.84140000 5052947.42810000, 290098.47060000 5052974.93630000, 290079.15590000 5053000.86550000, 290058.62180000 5053028.24440000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 290058.62180000 5053028.24440000, 289928.84930000 5053198.82450000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 289915.85150000 5053186.12160000, 290044.75790000 5053018.75280000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 290404.96300000 5052635.04140000, 290394.52130000 5052650.43760000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 289928.84930000 5053198.82450000, 289918.23480000 5053212.77680000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 290991.80740000 5051695.83640000, 291010.64240000 5051768.96810000, 290889.72030000 5051873.46060000, 290913.20920000 5051906.46750000, 290720.79150000 5052175.92100000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 287620.26890000 5052259.87240000, 287633.80000000 5052264.80000000, 287656.60000000 5052274.30000000, 287680.20000000 5052285.00000000, 287691.90000000 5052290.90000000, 287699.90000000 5052295.10000000, 287705.69440000 5052298.18630000, 287707.20000000 5052299.00000000, 287713.00000000 5052302.30000000, 287722.30000000 5052307.70000000, 287733.10000000 5052314.20000000, 287743.60000000 5052321.00000000, 287743.90000000 5052321.20000000, 287750.10000000 5052325.40000000, 287750.60000000 5052325.70000000, 287760.90000000 5052332.90000000, 287771.10000000 5052340.30000000, 287778.00000000 5052345.60000000, 287784.40000000 5052350.60000000, 287788.20000000 5052353.70000000, 287790.40000000 5052355.40000000, 287798.30000000 5052362.00000000, 287805.90000000 5052368.50000000, 287811.50000000 5052373.40000000, 287815.60000000 5052377.10000000, 287819.80000000 5052381.00000000, 287821.10000000 5052382.30000000, 287827.90000000 5052388.80000000, 287834.80000000 5052395.70000000, 287845.00000000 5052406.20000000, 287845.10000000 5052406.30000000, 287849.50000000 5052411.10000000, 287849.90000000 5052411.60000000, 287854.80000000 5052417.10000000, 287866.20000000 5052430.20000000, 287877.30000000 5052443.60000000, 287878.60000000 5052445.20000000, 287883.10000000 5052450.70000000, 287886.20000000 5052454.60000000, 287894.50000000 5052465.50000000, 287902.30460000 5052475.55680000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 291737.83790000 5052338.57190000, 291746.28360000 5052342.72800000, 291761.63250000 5052351.44610000, 291778.23230000 5052361.14160000, 291794.77840000 5052371.55060000, 291808.68080000 5052381.15330000, 291824.84080000 5052393.02340000, 291842.07590000 5052406.74080000, 291855.89030000 5052416.77830000, 291866.97800000 5052424.18190000, 291910.27840000 5052448.69440000, 291944.00090000 5052467.73860000, 291959.81900000 5052476.82330000, 291969.83170000 5052482.37960000, 291978.73010000 5052488.07280000, 291984.56970000 5052491.87970000, 292018.00000000 5052513.60000000, 292049.96730000 5052535.16740000, 292063.89280000 5052543.33830000, 292088.05430000 5052556.95270000, 292097.94410000 5052562.07450000, 292145.14900000 5052583.84570000, 292185.29260000 5052603.37390000, 292256.78880000 5052643.36800000, 292277.31760000 5052655.12580000, 292293.93700000 5052663.82940000, 292300.09710000 5052666.31000000, 292304.59500000 5052667.76530000, 292309.22530000 5052668.82360000, 292314.38460000 5052669.35280000, 292319.94090000 5052669.61730000, 292325.10030000 5052669.22040000, 292330.39200000 5052668.69120000, 292335.28680000 5052667.89750000, 292340.97530000 5052665.78090000, 292346.13470000 5052663.39960000, 292351.29410000 5052660.62150000, 292353.72910000 5052659.10790000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 292353.72910000 5052659.10790000, 292364.61420000 5052678.10340000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 287580.40000000 5047995.30000000, 287588.85500000 5048000.54540000, 287599.11390000 5048006.95190000, 287612.00400000 5048014.41780000, 287625.65630000 5048021.71920000, 287636.53800000 5048028.48370000, 287643.74410000 5048033.44220000, 287647.92380000 5048037.54710000, 287656.56970000 5048047.32400000, 287661.11420000 5048051.16980000, 287705.32620000 5048076.82450000, 287721.43820000 5048086.06820000, 287754.95450000 5048106.02240000, 287777.92730000 5048120.90070000, 287795.80000000 5048133.40000000, 287820.70920000 5048151.59780000, 287848.68850000 5048173.79240000, 287866.56500000 5048188.51620000, 287926.21380000 5048237.30570000, 287958.37250000 5048263.18630000, 287974.75230000 5048277.99820000, 288002.63030000 5048303.55620000, 288030.15640000 5048330.85370000, 288065.56450000 5048367.07950000, 288080.36110000 5048381.66180000, 288083.61280000 5048385.19510000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 285252.75250000 5046236.02570000, 285258.26260000 5046239.52410000, 285286.19270000 5046257.74100000, 285362.79240000 5046307.42640000, 285422.53690000 5046346.40730000, 285473.10330000 5046379.24470000, 285510.77060000 5046403.84710000, 285539.41430000 5046423.29200000, 285555.56890000 5046434.65720000, 285572.84260000 5046446.89280000, 285603.62770000 5046469.82400000, 285622.85350000 5046484.52450000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 285687.20000000 5046535.60000000, 285756.40160000 5046590.99540000, 285879.03610000 5046689.09150000, 285909.71030000 5046713.87390000, 285954.66000000 5046749.58290000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 286953.11760000 5047509.14310000, 286962.90000000 5047516.50000000, 287039.16780000 5047575.15650000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 285158.68380000 5046214.13310000, 285150.50540000 5046208.79530000, 285056.78220000 5046147.78720000, 284990.96400000 5046105.40470000, 284947.60500000 5046077.73930000, 284915.14390000 5046057.24780000, 284884.46010000 5046037.75720000, 284835.56050000 5046006.55910000, 284772.15260000 5045965.92280000, 284719.51390000 5045932.51960000, 284677.92890000 5045906.24120000, 284650.82770000 5045888.92880000, 284606.89050000 5045861.14870000, 284566.17520000 5045835.04630000, 284537.99900000 5045815.88670000, 284526.64530000 5045807.65890000, 284504.25210000 5045792.03890000, 284495.58650000 5045785.94010000, 284477.39800000 5045772.70830000, 284456.35440000 5045758.32970000, 284443.93830000 5045750.62450000, 284414.55580000 5045729.97960000, 284401.79850000 5045720.93250000, 284391.33780000 5045713.49170000, 284378.05160000 5045704.26090000, 284364.01030000 5045694.75690000, 284355.29600000 5045688.92430000, 284344.50000000 5045681.70000000, 284330.16170000 5045672.73030000, 284315.70000000 5045664.70000000, 284297.70000000 5045655.80000000, 284281.96280000 5045648.11780000, 284272.40000000 5045643.50000000, 284258.41270000 5045636.97510000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 287561.91790000 5047985.14130000, 287567.50000000 5047988.80000000, 287572.21370000 5047990.48340000, 287575.53990000 5047992.24270000, 287580.40000000 5047995.30000000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 288774.04180000 5049145.81080000, 288741.06350000 5049121.47640000, 288733.31340000 5049115.92490000, 288730.45750000 5049114.50320000, 288724.42950000 5049111.50230000, 288720.98930000 5049108.81460000, 288692.23160000 5049087.60570000, 288645.83830000 5049052.87020000, 288621.34180000 5049032.97590000, 288588.56250000 5049004.34410000, 288561.41760000 5048977.84790000, 288535.09360000 5048949.97860000, 288511.82870000 5048923.99550000, 288489.24790000 5048895.52520000, 288445.28850000 5048838.01280000, 288400.70380000 5048780.01180000, 288377.63920000 5048749.90440000, 288369.90920000 5048739.96980000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 285189.41880000 5046229.66750000, 285173.40840000 5046219.79180000, 285170.45190000 5046218.74110000, 285166.22500000 5046217.70500000, 285158.68380000 5046214.13310000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 289560.42570000 5050187.26860000, 289532.04820000 5050158.99560000, 289512.98070000 5050139.56580000, 289461.00720000 5050085.86480000, 289424.27000000 5050044.57150000, 289390.19610000 5050003.09260000, 289355.18880000 5049958.61810000, 289323.64140000 5049915.83940000, 289290.01720000 5049867.66080000, 289278.88070000 5049850.65000000, 289271.44350000 5049837.28480000, 289247.97850000 5049799.30980000, 289219.95930000 5049750.72580000, 289200.64300000 5049717.75490000, 289063.77690000 5049478.67030000, 289011.56980000 5049387.96790000, 288988.13900000 5049350.27150000, 288962.42600000 5049313.56210000, 288938.60910000 5049285.38500000, 288913.63860000 5049259.32870000, 288886.68420000 5049233.23320000, 288857.18390000 5049209.42950000, 288795.09960000 5049163.19040000, 288789.79760000 5049160.30710000, 288785.90290000 5049158.52340000, 288782.95140000 5049155.21010000, 288781.14830000 5049152.03860000, 288779.48200000 5049149.98130000, 288775.88550000 5049147.17130000, 288774.04180000 5049145.81080000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 286664.78840000 5047291.55180000, 286669.35510000 5047294.87590000, 286678.76070000 5047300.49960000, 286687.11110000 5047305.92620000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 287019.48330000 5047599.76650000, 286990.32200000 5047577.28580000, 286932.90370000 5047534.09990000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 287598.56620000 5052252.07870000, 287620.26890000 5052259.87240000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 285165.02340000 5046194.10230000, 285198.11900000 5046208.41340000, 285202.37190000 5046210.43930000, 285203.20570000 5046210.85840000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 282038.34090000 5044890.09890000, 282001.32320000 5044864.33410000, 281965.40600000 5044839.59550000, 281958.26220000 5044835.29600000, 281938.15390000 5044823.52200000, 281933.52360000 5044820.81010000, 281923.46940000 5044814.98920000, 281920.55910000 5044813.13710000, 281903.36110000 5044801.82610000, 281883.58350000 5044788.46470000, 281853.55320000 5044768.42240000, 281812.07970000 5044740.64120000, 281780.26340000 5044719.20980000, 281754.86340000 5044702.27650000, 281727.14820000 5044683.62330000, 281693.14920000 5044660.86910000, 281679.58920000 5044651.80710000, 281659.01780000 5044637.85030000, 281640.56320000 5044625.41490000, 281614.17090000 5044607.68770000, 281588.00000000 5044591.70000000, 281582.90000000 5044588.30000000, 281551.50000000 5044567.30000000, 281544.62070000 5044562.89980000, 281508.38140000 5044543.31640000, 281500.00000000 5044538.00000000, 281489.60000000 5044530.20000000, 281468.40000000 5044514.70000000, 281455.50000000 5044505.50000000, 281447.60000000 5044500.00000000, 281442.60000000 5044496.50000000, 281430.30000000 5044488.00000000, 281418.50000000 5044479.90000000, 281397.89080000 5044463.73650000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 282051.42690000 5044899.40330000, 282038.34090000 5044890.09890000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 281413.95850000 5044445.20200000, 281425.77240000 5044451.57850000, 281431.39210000 5044455.12960000, 281464.84050000 5044475.42660000, 281500.00000000 5044497.00000000, 281502.40000000 5044498.40000000, 281505.00000000 5044500.00000000, 281535.10000000 5044518.30000000, 281544.80720000 5044525.27230000, 281586.14460000 5044558.74380000, 281590.10000000 5044561.60000000, 281599.50000000 5044568.30000000, 281609.00000000 5044575.00000000, 281635.07390000 5044592.66200000, 281675.35680000 5044619.58340000, 281700.55840000 5044636.54980000, 281712.39850000 5044644.75200000, 281724.90020000 5044653.05330000, 281737.63330000 5044661.61920000, 281749.96940000 5044669.92050000, 281762.76870000 5044678.48650000, 281775.13800000 5044686.92010000, 281792.20370000 5044698.19790000, 281813.20500000 5044712.28700000, 281833.97490000 5044726.21080000, 281875.24990000 5044753.72750000, 281895.32520000 5044766.98970000, 281920.72530000 5044783.75780000, 281949.43260000 5044802.90700000, 281954.06290000 5044805.94970000, 281961.10740000 5044811.04290000, 281968.81340000 5044816.40070000, 281977.08160000 5044822.48620000, 281986.93740000 5044829.29930000, 281997.65300000 5044836.70760000, 282032.61120000 5044860.52020000, 282049.84770000 5044872.41320000, 282055.27130000 5044876.05430000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 285983.12490000 5051431.39650000, 286011.07560000 5051441.10190000, 286097.22740000 5051470.57520000, 286143.14880000 5051487.05340000, 286158.60660000 5051492.86270000, 286174.88670000 5051499.91150000, 286191.35210000 5051507.10500000, 286215.80980000 5051519.34910000, 286248.44530000 5051536.78840000, 286274.52470000 5051552.68700000, 286295.43210000 5051566.03710000, 286348.94010000 5051603.36540000, 286365.80510000 5051616.54160000, 286403.62950000 5051647.58570000, 286422.02430000 5051661.86410000, 286677.70000000 5051855.00000000, 286685.10020000 5051859.92960000, 286692.50430000 5051863.93410000)"
